,Miracle Of Love,Angel Bail,Midnight Sophie,Dana Big Pete,Red Fire Bay,Ski Slope
09-01-2023 19:10:39.060147,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.2322222222222226)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.8, 3.3499999999999996)","(9.0, 10.5, 9.391176470588235)"
09-01-2023 19:10:39.883276,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.2322222222222226)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.8, 3.3499999999999996)","(9.0, 10.5, 9.391176470588235)"
09-01-2023 19:10:40.700752,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.2322222222222226)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.8, 3.3499999999999996)","(9.0, 10.5, 9.391176470588235)"
09-01-2023 19:10:41.527900,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.2322222222222226)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.8, 3.3499999999999996)","(9.0, 10.5, 9.391176470588235)"
09-01-2023 19:10:42.356962,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.2322222222222226)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.8, 3.3499999999999996)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:10:43.203909,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.2322222222222226)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.8, 3.3499999999999996)","(9.0, 10.5, 9.391176470588235)"
09-01-2023 19:10:44.041265,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.2322222222222226)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.8, 3.3499999999999996)","(9.0, 10.5, 9.391176470588235)"
09-01-2023 19:10:44.870311,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.2322222222222226)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.8, 3.3499999999999996)","(9.0, 10.5, 9.391176470588235)"
09-01-2023 19:10:45.694748,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.2322222222222226)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.8, 3.3499999999999996)","(9.0, 10.5, 9.391176470588235)"
09-01-2023 19:10:46.535516,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.2322222222222226)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.8, 3.3499999999999996)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:10:47.377310,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.2233333333333336)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.7, 3.4)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:10:48.221051,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.203076923076923)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.55, 3.3625)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:10:49.063706,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.24, 2.205)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.55, 3.3625)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:10:49.900376,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.22, 2.17)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.75, 3.525)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:10:50.763173,"(14.0, 27.0, 25.733333333333334)","(1.75, 2.22, 2.18)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.75, 3.13)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:10:51.602120,"(14.0, 27.0, 25.8125)","(1.75, 2.24, 2.1714285714285717)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.7, 3.26)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:10:52.424364,"(14.0, 27.0, 25.8125)","(1.75, 2.24, 2.1714285714285717)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.7, 3.26)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:10:53.251202,"(14.0, 27.0, 25.8125)","(1.75, 2.24, 2.1714285714285717)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.7, 3.26)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:10:54.065042,"(14.0, 27.0, 25.8125)","(1.75, 2.24, 2.1714285714285717)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.7, 3.26)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:10:54.892454,"(14.0, 27.0, 25.8125)","(1.75, 2.24, 2.1714285714285717)","(26.0, 95.0, 87.72727272727272)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.7, 3.26)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:10:55.701635,"(14.0, 27.0, 25.8125)","(1.75, 2.24, 2.1714285714285717)","(26.0, 95.0, 87.72727272727272)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.7, 3.26)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:10:56.531848,"(14.0, 27.0, 25.8125)","(1.75, 2.24, 2.1714285714285717)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.7, 3.26)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:10:57.367909,"(14.0, 27.0, 25.8125)","(1.75, 2.24, 2.1714285714285717)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.7, 3.26)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:10:58.199409,"(14.0, 27.0, 25.8125)","(1.75, 2.26, 2.2366666666666664)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.7, 3.1133333333333333)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:10:59.041777,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.26)","(26.0, 95.0, 87.72727272727272)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.65, 3.0966666666666667)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:10:59.862095,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2399999999999998)","(26.0, 95.0, 87.72727272727272)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.6, 3.21)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:11:00.686633,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2399999999999998)","(26.0, 95.0, 87.72727272727272)","(10.0, 19.0, 14.395833333333334)","(2.6, 3.6, 3.21)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:11:01.503576,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2399999999999998)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.185185185185185)","(2.6, 3.6, 3.21)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:11:02.327565,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.27)","(26.0, 95.0, 85.0)","(10.0, 19.0, 14.185185185185185)","(2.6, 3.6, 2.9314285714285715)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:11:03.145862,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2707692307692304)","(26.0, 95.0, 87.72727272727272)","(10.0, 19.0, 14.185185185185185)","(2.6, 3.6, 2.9175)","(9.0, 10.5, 9.433333333333334)"
09-01-2023 19:11:03.980414,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2707692307692304)","(26.0, 95.0, 87.72727272727272)","(10.0, 19.0, 14.185185185185185)","(2.6, 3.6, 2.9175)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:04.803332,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2707692307692304)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.5, 16.0)","(2.6, 3.6, 2.9175)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:05.649985,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2716666666666665)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 16.35)","(2.6, 3.55, 2.91125)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:06.463478,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2728571428571427)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 15.461538461538462)","(2.6, 3.55, 2.9011111111111108)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:07.295734,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2533333333333334)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 15.461538461538462)","(2.6, 3.5, 3.16)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:08.120120,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2533333333333334)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 13.98076923076923)","(2.6, 3.5, 3.16)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:08.952787,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2533333333333334)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 13.98076923076923)","(2.6, 3.5, 3.16)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:09.785006,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.255)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.063333333333333)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:10.598096,"(14.0, 27.0, 25.8125)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 13.98076923076923)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:11.437808,"(14.0, 27.0, 23.4)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 13.98076923076923)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:12.263393,"(14.0, 27.0, 24.875)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 13.98076923076923)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:13.092980,"(14.0, 27.0, 25.2)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 13.98076923076923)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:13.922927,"(14.0, 27.0, 25.2)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 13.98076923076923)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:14.753439,"(14.0, 27.0, 25.2)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 87.72727272727272)","(10.0, 18.0, 13.98076923076923)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.375675675675675)"
09-01-2023 19:11:15.561025,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(10.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.532558139534883)"
09-01-2023 19:11:16.371021,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(10.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.532558139534883)"
09-01-2023 19:11:17.186656,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(10.0, 18.0, 13.98076923076923)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.532558139534883)"
09-01-2023 19:11:18.006848,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(10.0, 18.0, 13.98076923076923)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.532558139534883)"
09-01-2023 19:11:18.842162,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(10.0, 18.0, 13.98076923076923)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.532558139534883)"
09-01-2023 19:11:19.659385,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(11.0, 18.0, 13.98076923076923)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.532558139534883)"
09-01-2023 19:11:20.492409,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(11.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.532558139534883)"
09-01-2023 19:11:21.318570,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(11.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.532558139534883)"
09-01-2023 19:11:22.130241,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(11.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.532558139534883)"
09-01-2023 19:11:22.942727,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(11.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:23.777822,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(11.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:24.595106,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(11.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:25.418491,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(11.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:26.246041,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(11.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:27.060079,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(11.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:27.877381,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2466666666666666)","(26.0, 95.0, 81.66666666666667)","(11.0, 18.0, 14.173913043478262)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:28.689628,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.23)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.5, 16.0)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:29.519608,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2133333333333334)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.5, 14.833333333333332)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:30.336461,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.23)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.4375)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:31.158613,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.23)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.4375)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:31.987262,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.23)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.4375)","(2.6, 3.55, 3.1849999999999996)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:32.806927,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.23)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.5, 3.16)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:33.638851,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.23)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.5, 3.16)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:34.466637,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.23)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.5, 3.16)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:35.276880,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.23)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.5, 3.16)","(9.0, 10.5, 9.575555555555555)"
09-01-2023 19:11:36.098917,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.23)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.5, 3.16)","(9.0, 10.5, 9.620000000000001)"
09-01-2023 19:11:36.908782,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2533333333333334)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.45, 3.1933333333333334)","(9.0, 10.5, 9.641463414634147)"
09-01-2023 19:11:37.728241,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2533333333333334)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1666666666666665)","(9.0, 10.5, 9.627272727272727)"
09-01-2023 19:11:38.542248,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2533333333333334)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1666666666666665)","(9.0, 10.5, 9.742105263157894)"
09-01-2023 19:11:39.377096,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2533333333333334)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1666666666666665)","(9.0, 10.5, 9.742105263157894)"
09-01-2023 19:11:40.198651,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2533333333333334)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1733333333333333)","(9.0, 10.5, 9.742105263157894)"
09-01-2023 19:11:41.038620,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.2533333333333334)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1866666666666665)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:41.851658,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.22)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:42.663826,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:43.484747,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:44.312345,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:45.128286,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 95.0, 81.66666666666667)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:45.956796,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 110.0, 96.0)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:46.782126,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 110.0, 96.0)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:47.612826,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 110.0, 95.0)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:48.456054,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 110.0, 95.0)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:49.275142,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 110.0, 95.0)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:50.096275,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 110.0, 95.0)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:50.902816,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 110.0, 95.0)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:51.720007,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 110.0, 95.0)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:52.547903,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 110.0, 95.0)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:53.388040,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.28, 2.222857142857143)","(26.0, 110.0, 95.0)","(11.0, 17.0, 16.0)","(2.6, 3.4, 3.1933333333333334)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:54.229117,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.2, 2.1806060606060607)","(26.0, 110.0, 95.0)","(11.0, 17.0, 16.0)","(2.6, 3.45, 3.395)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:55.056584,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.26, 2.2418181818181817)","(26.0, 110.0, 95.0)","(11.0, 17.0, 16.0)","(2.6, 3.5, 2.9)","(9.0, 10.5, 9.652941176470588)"
09-01-2023 19:11:55.913756,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.26, 2.164)","(26.0, 100.0, 90.0)","(11.0, 17.0, 16.0)","(2.6, 3.6, 3.4)","(9.0, 10.5, 9.65625)"
09-01-2023 19:11:56.727822,"(14.0, 27.0, 26.05263157894737)","(1.75, 2.3, 2.126666666666667)","(26.0, 100.0, 88.0)","(11.0, 17.5, 13.613636363636363)","(2.6, 3.6, 3.3133333333333335)","(9.0, 10.5, 9.65625)"
09-01-2023 19:11:57.547419,"(14.0, 27.0, 26.217391304347828)","(1.75, 2.2, 2.1433333333333335)","(26.0, 100.0, 95.0)","(11.0, 17.5, 14.333333333333334)","(2.6, 3.45, 3.175)","(9.0, 10.5, 10.360824742268042)"
09-01-2023 19:11:58.363413,"(14.0, 27.0, 26.217391304347828)","(1.75, 2.2, 2.1433333333333335)","(26.0, 100.0, 95.0)","(11.0, 17.5, 14.685185185185185)","(2.6, 3.45, 3.175)","(9.0, 10.5, 10.360824742268042)"
09-01-2023 19:11:59.172418,"(14.0, 27.0, 26.217391304347828)","(1.75, 2.2, 2.115)","(26.0, 100.0, 90.0)","(11.0, 17.5, 14.685185185185185)","(2.6, 3.55, 3.2249999999999996)","(9.0, 10.5, 10.360824742268042)"
09-01-2023 19:11:59.981976,"(14.0, 27.0, 25.26923076923077)","(1.75, 2.2, 2.1055555555555556)","(26.0, 100.0, 90.0)","(11.0, 17.5, 14.685185185185185)","(2.6, 3.6, 3.1333333333333333)","(9.0, 10.5, 10.360824742268042)"
09-01-2023 19:12:00.824858,"(14.0, 26.0, 25.636363636363637)","(1.75, 2.2, 2.0747368421052634)","(26.0, 100.0, 90.0)","(11.0, 17.5, 14.833333333333334)","(2.6, 3.65, 3.5875)","(9.0, 10.5, 10.360824742268042)"
09-01-2023 19:12:01.668999,"(14.0, 27.0, 26.217391304347828)","(1.75, 2.2, 2.0389473684210526)","(26.0, 100.0, 92.5)","(11.0, 17.5, 14.833333333333334)","(2.6, 3.75, 2.977272727272727)","(9.0, 10.5, 10.384615384615385)"
09-01-2023 19:12:02.488322,"(14.0, 27.0, 26.217391304347828)","(1.75, 2.18, 2.0733333333333333)","(26.0, 100.0, 95.0)","(11.0, 17.5, 14.833333333333334)","(2.6, 3.65, 3.139)","(9.0, 10.5, 10.384615384615385)"
09-01-2023 19:12:03.309174,"(14.0, 27.0, 26.217391304347828)","(1.75, 2.18, 2.0540000000000003)","(26.0, 100.0, 95.0)","(11.0, 17.5, 14.833333333333334)","(2.6, 3.65, 3.0848387096774195)","(9.0, 10.5, 10.384615384615385)"
09-01-2023 19:12:04.131182,"(14.0, 27.0, 26.217391304347828)","(1.75, 2.18, 2.09)","(26.0, 100.0, 93.33333333333333)","(11.0, 17.5, 14.833333333333334)","(2.6, 3.6, 3.515)","(9.0, 10.5, 10.384615384615385)"
