,Wishing Well,Indy Korie,Chinchilla Mist,Blackpool Dill,Edi Bale,Responder,Kyanna,Whiskey Diva
06-01-2023 14:48:11.574340,"(5.0, 8.4, 6.566666666666666)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 11.557142857142857)","(6.0, 9.6, 8.524999999999999)","(19.0, 75.0, 45.666666666666664)","(4.0, 5.9, 5.9)","(3.3, 4.7, 4.175)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:12.955094,"(5.0, 8.4, 6.566666666666666)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 11.557142857142857)","(6.0, 9.6, 8.524999999999999)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.9)","(3.3, 4.7, 4.216666666666667)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:14.286730,"(5.0, 8.4, 6.566666666666666)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 11.557142857142857)","(6.0, 9.6, 8.524999999999999)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.216666666666667)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:15.583091,"(5.0, 8.4, 6.4625)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 11.557142857142857)","(6.0, 9.6, 8.524999999999999)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.216666666666667)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:16.932420,"(5.0, 8.4, 6.4625)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 11.557142857142857)","(6.0, 9.6, 8.524999999999999)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.216666666666667)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:18.339883,"(5.0, 8.4, 6.677777777777778)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 11.18)","(6.0, 9.6, 8.524999999999999)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.216666666666667)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:19.733256,"(5.0, 8.4, 6.566666666666666)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.550000000000001)","(6.0, 9.6, 7.35)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.216666666666667)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:21.199551,"(5.0, 8.4, 6.4625)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.3)","(6.0, 9.4, 8.375)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.216666666666667)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:22.690675,"(5.0, 8.4, 6.4625)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.3)","(6.0, 9.4, 8.375)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.216666666666667)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:24.177573,"(5.0, 8.4, 6.4625)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.3)","(6.0, 9.4, 8.375)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.216666666666667)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:25.783040,"(5.0, 8.4, 6.4)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.62)","(6.0, 9.4, 8.375)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.566666666666666)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:27.377597,"(5.0, 8.4, 6.5875)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 8.166666666666666)","(6.0, 9.4, 8.375)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.566666666666666)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:28.779394,"(5.0, 8.4, 6.5875)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 8.166666666666666)","(6.0, 9.4, 8.375)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.566666666666666)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:30.307277,"(5.0, 8.4, 6.5875)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.62)","(6.0, 9.4, 8.375)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.640909090909091)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:31.700819,"(5.0, 8.4, 6.511111111111111)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.62)","(6.0, 9.4, 8.375)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.640909090909091)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:33.404886,"(5.0, 8.4, 6.266666666666667)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.62)","(6.0, 9.4, 7.4)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.640909090909091)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:35.020247,"(5.0, 8.4, 6.266666666666667)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.625)","(6.0, 9.4, 7.4)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.640909090909091)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:36.479713,"(5.0, 8.4, 6.266666666666667)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.62)","(6.0, 9.4, 7.4)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.640909090909091)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:37.869063,"(5.0, 8.4, 6.36)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.62)","(6.0, 9.4, 7.4)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.640909090909091)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:39.266220,"(5.0, 8.4, 6.36)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.625)","(6.0, 9.4, 7.4)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.640909090909091)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:40.686989,"(5.0, 8.4, 6.266666666666667)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.625)","(6.0, 9.4, 7.4)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.566666666666666)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:42.061816,"(5.0, 8.4, 6.266666666666667)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.775)","(6.0, 9.4, 7.4)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.844444444444445)","(3.3, 4.8, 4.566666666666666)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:43.412080,"(5.0, 8.4, 6.6)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.62)","(6.0, 9.4, 9.0)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.635294117647059)","(3.3, 4.8, 4.683333333333334)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:44.716351,"(5.0, 8.2, 7.666666666666666)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.62)","(6.0, 9.4, 9.0)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.622222222222223)","(3.3, 4.8, 4.683333333333334)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:46.110382,"(5.0, 8.2, 6.4)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.4, 9.0)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.800000000000001)","(3.3, 4.8, 4.611764705882353)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:47.489708,"(5.0, 8.4, 6.622222222222223)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.4, 9.0)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.800000000000001)","(3.3, 4.7, 4.611764705882353)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:48.910831,"(5.0, 8.4, 6.622222222222223)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.4, 9.0)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.800000000000001)","(3.3, 4.7, 4.611764705882353)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:50.453425,"(5.0, 8.4, 6.677777777777778)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.4, 9.01)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.800000000000001)","(3.3, 4.7, 4.611764705882353)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:52.015336,"(5.0, 8.4, 7.246153846153847)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.4, 8.61111111111111)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.800000000000001)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:53.284904,"(5.0, 8.4, 7.5)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 8.61111111111111)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.800000000000001)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:54.491523,"(5.0, 8.2, 7.549999999999999)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 8.61111111111111)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.800000000000001)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:55.800405,"(5.0, 8.0, 6.657142857142857)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 8.61111111111111)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 5.800000000000001)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:57.086181,"(5.0, 8.2, 7.5249999999999995)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 8.61111111111111)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.4, 6.333333333333333)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:58.390198,"(5.0, 8.0, 7.533333333333333)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 8.61111111111111)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 6.333333333333333)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:48:59.727914,"(5.0, 8.0, 7.35)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 8.61111111111111)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 6.333333333333333)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:49:00.989547,"(5.0, 8.0, 7.35)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 8.61111111111111)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 6.333333333333333)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:49:02.290990,"(5.0, 8.0, 7.35)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 8.61111111111111)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 6.333333333333333)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:49:03.559664,"(5.0, 8.0, 6.6)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 8.61111111111111)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 6.333333333333333)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:49:04.898865,"(5.0, 8.0, 6.6)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 8.61111111111111)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 5.711111111111111)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:49:06.191678,"(5.0, 8.0, 7.46)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 8.34)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 5.711111111111111)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:49:07.461753,"(5.0, 8.0, 7.46)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 5.711111111111111)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:49:08.697997,"(5.0, 8.0, 7.46)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.3)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 5.711111111111111)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:49:09.915644,"(5.0, 8.0, 7.48)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.3)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 5.711111111111111)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.73448275862069)"
06-01-2023 14:49:11.122433,"(5.0, 8.0, 7.375)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 6.671428571428572)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 5.711111111111111)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:12.232179,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 6.671428571428572)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 6.8, 5.800000000000001)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:13.411042,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.966666666666667)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.627272727272727)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:14.553078,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.4)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:15.679711,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:16.895150,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:18.078702,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:19.264544,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:20.452033,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.475)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:21.588712,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.46)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:22.736982,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.925000000000001)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:23.908969,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.925000000000001)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:25.374031,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.442857142857142)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:26.702952,"(5.0, 8.0, 7.722222222222222)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 7.442857142857142)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:27.998621,"(5.0, 8.0, 7.7125)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.533333333333333)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:29.278492,"(5.0, 8.0, 6.75)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.533333333333333)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:30.470347,"(5.0, 8.0, 6.65)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.333333333333332)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:31.686125,"(5.0, 8.0, 7.48)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.333333333333332)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 6.7)"
06-01-2023 14:49:32.917935,"(5.0, 8.0, 7.48)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.333333333333332)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.0, 6.7)"
06-01-2023 14:49:34.111415,"(5.0, 8.0, 7.48)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.333333333333332)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.0, 6.7)"
06-01-2023 14:49:35.330771,"(5.0, 8.0, 7.48)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.333333333333332)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.0, 5.961538461538462)"
06-01-2023 14:49:36.517875,"(5.0, 8.0, 7.48)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.333333333333332)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.0, 5.961538461538462)"
06-01-2023 14:49:37.692371,"(5.0, 8.0, 7.48)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.333333333333332)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.0, 5.726666666666667)"
06-01-2023 14:49:38.834216,"(5.0, 8.0, 7.48)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.333333333333332)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:39.909481,"(5.0, 8.0, 7.48)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.333333333333332)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:41.132422,"(5.0, 8.0, 7.48)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.333333333333332)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:42.272491,"(5.0, 8.0, 7.48)","(31.0, 160.0, 59.54545454545455)","(5.5, 12.5, 10.333333333333332)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:43.407348,"(5.0, 8.0, 7.583333333333334)","(31.0, 160.0, 43.68421052631579)","(5.5, 12.5, 10.875)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:44.672870,"(5.0, 8.0, 6.55)","(31.0, 160.0, 43.68421052631579)","(5.5, 12.5, 10.875)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:45.859902,"(5.0, 7.6, 6.55)","(31.0, 160.0, 43.68421052631579)","(5.5, 12.5, 10.875)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:47.066686,"(5.0, 7.6, 6.55)","(31.0, 160.0, 43.68421052631579)","(5.5, 12.5, 10.875)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:48.257722,"(5.0, 7.6, 6.55)","(31.0, 160.0, 43.68421052631579)","(5.5, 12.5, 10.875)","(6.0, 9.0, 7.2)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:49.514275,"(5.0, 7.4, 5.514285714285714)","(31.0, 160.0, 43.68421052631579)","(5.5, 12.5, 11.98)","(6.0, 9.0, 7.1000000000000005)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:50.763761,"(5.0, 7.0, 5.5600000000000005)","(31.0, 160.0, 43.68421052631579)","(5.5, 13.5, 10.8)","(6.0, 8.8, 7.1000000000000005)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.726666666666667)"
06-01-2023 14:49:51.982899,"(5.0, 7.0, 6.55)","(31.0, 160.0, 43.68421052631579)","(5.5, 13.0, 10.8)","(6.0, 8.8, 7.1000000000000005)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.86060606060606)"
06-01-2023 14:49:53.109114,"(5.0, 6.8, 6.4)","(31.0, 160.0, 43.68421052631579)","(5.5, 13.0, 10.8)","(6.0, 8.8, 7.1000000000000005)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.8133333333333335)"
06-01-2023 14:49:54.276497,"(5.0, 7.2, 6.7)","(31.0, 160.0, 43.68421052631579)","(5.5, 13.0, 10.8)","(6.0, 8.8, 7.1000000000000005)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.855172413793103)"
06-01-2023 14:49:55.620426,"(5.0, 7.2, 5.866666666666667)","(31.0, 160.0, 49.5)","(5.5, 13.0, 10.8)","(6.0, 8.8, 7.1000000000000005)","(19.0, 75.0, 45.666666666666664)","(4.0, 7.0, 5.800000000000001)","(3.3, 4.7, 4.566666666666666)","(6.0, 7.2, 5.855172413793103)"
