,Earstagrin,Tiger Tommy Nz,Kalypso Sam,Preachers Daughter,Tiza New Day,Ellen Shannon,Karinya Max,Zu Hoffen
06-01-2023 17:35:07.765001,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 26.0, 21.285714285714285)","(4.6, 7.2, 6.657142857142857)","(8.0, 12.5, 11.15)","(6.5, 9.4, 9.399999999999999)","(11.0, 12.5, 11.75)","(2.2, 2.7, 2.513333333333333)"
06-01-2023 17:35:08.758600,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 25.0, 23.0)","(4.6, 7.2, 6.657142857142857)","(8.0, 12.5, 11.15)","(6.5, 9.6, 9.0)","(11.0, 12.5, 11.75)","(2.2, 2.7, 2.513333333333333)"
06-01-2023 17:35:09.779433,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.4)","(4.6, 7.2, 6.657142857142857)","(8.0, 12.5, 11.15)","(6.5, 9.6, 9.0)","(11.0, 12.5, 11.75)","(2.2, 2.7, 2.513333333333333)"
06-01-2023 17:35:10.837913,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.4)","(4.6, 7.2, 6.82)","(8.0, 12.5, 11.15)","(6.5, 9.6, 9.0)","(11.0, 12.5, 11.75)","(2.2, 2.7, 2.513333333333333)"
06-01-2023 17:35:11.898353,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.4)","(4.6, 7.2, 6.685714285714286)","(8.0, 12.5, 11.15)","(6.5, 9.6, 9.0)","(11.0, 12.5, 11.75)","(2.2, 2.7, 2.513333333333333)"
06-01-2023 17:35:12.945537,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.4)","(4.6, 7.2, 6.685714285714286)","(8.0, 12.5, 11.15)","(6.5, 9.6, 8.933333333333334)","(11.0, 12.5, 11.75)","(2.2, 2.7, 2.513333333333333)"
06-01-2023 17:35:13.981647,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.4)","(4.6, 7.2, 6.685714285714286)","(8.0, 12.5, 11.15)","(6.5, 9.6, 8.7)","(11.0, 12.5, 11.75)","(2.2, 2.7, 2.513333333333333)"
06-01-2023 17:35:15.025175,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.4)","(4.6, 7.2, 6.685714285714286)","(8.0, 12.5, 11.34)","(6.5, 9.4, 8.7)","(11.0, 12.5, 11.75)","(2.2, 2.7, 2.513333333333333)"
06-01-2023 17:35:16.011132,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.4)","(4.6, 7.2, 6.685714285714286)","(8.0, 12.5, 11.34)","(6.5, 9.4, 8.7)","(11.0, 12.5, 11.75)","(2.2, 2.7, 2.513333333333333)"
06-01-2023 17:35:17.020860,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.4)","(4.6, 7.2, 6.685714285714286)","(8.0, 12.5, 11.34)","(6.5, 9.4, 9.478048780487805)","(11.0, 12.5, 11.75)","(2.2, 2.7, 2.513333333333333)"
06-01-2023 17:35:18.030424,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.4)","(4.6, 7.2, 6.066666666666666)","(8.0, 12.5, 11.6)","(6.5, 9.8, 9.605882352941176)","(11.0, 12.5, 12.0)","(2.2, 2.7, 2.506666666666667)"
06-01-2023 17:35:19.132593,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 23.0, 21.8)","(4.6, 7.2, 6.066666666666666)","(8.0, 12.5, 11.6)","(6.5, 9.8, 8.931578947368422)","(11.0, 13.0, 12.0)","(2.2, 2.68, 2.433333333333333)"
06-01-2023 17:35:20.260811,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 23.0, 21.8)","(4.6, 7.2, 6.066666666666666)","(8.0, 12.5, 11.6)","(6.5, 9.8, 8.276923076923078)","(11.0, 13.0, 12.0)","(2.2, 2.66, 2.493333333333333)"
06-01-2023 17:35:21.276407,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 23.0, 21.8)","(4.6, 7.2, 6.066666666666666)","(8.0, 12.5, 11.6)","(6.5, 9.8, 9.278947368421052)","(11.0, 13.0, 12.0)","(2.2, 2.64, 2.5)"
06-01-2023 17:35:22.250269,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 23.0, 21.8)","(4.6, 7.2, 6.066666666666666)","(8.0, 12.5, 11.6)","(6.5, 9.8, 8.385714285714286)","(11.0, 13.0, 12.0)","(2.2, 2.66, 2.5)"
06-01-2023 17:35:23.281202,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 23.0, 21.8)","(4.6, 7.2, 6.066666666666666)","(8.0, 12.5, 11.15)","(6.5, 9.8, 8.385714285714286)","(11.0, 13.0, 12.0)","(2.2, 2.66, 2.5)"
06-01-2023 17:35:24.325624,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 23.0, 21.8)","(4.6, 7.2, 6.066666666666666)","(8.0, 12.5, 11.15)","(6.5, 9.8, 8.446153846153846)","(11.0, 13.0, 12.0)","(2.2, 2.66, 2.5)"
06-01-2023 17:35:25.359600,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 23.0, 21.8)","(4.6, 7.2, 6.066666666666666)","(8.0, 12.5, 11.15)","(6.5, 9.8, 8.441176470588236)","(11.0, 13.0, 12.0)","(2.2, 2.66, 2.5)"
06-01-2023 17:35:26.416329,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 23.0, 21.8)","(4.6, 7.2, 6.066666666666666)","(8.0, 12.5, 11.15)","(6.5, 9.8, 8.028571428571428)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.66, 2.644)"
06-01-2023 17:35:27.458407,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 23.0, 20.0)","(4.6, 7.2, 6.666666666666667)","(8.0, 9.4, 9.316666666666666)","(6.5, 8.2, 8.028571428571428)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.66, 2.6542105263157896)"
06-01-2023 17:35:28.501928,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 23.0, 22.2)","(4.6, 7.2, 6.640000000000001)","(8.0, 12.5, 12.113333333333333)","(6.5, 8.2, 8.03728813559322)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.66, 2.54)"
06-01-2023 17:35:29.541347,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 25.0, 24.07142857142857)","(4.6, 7.2, 7.115151515151515)","(8.0, 12.5, 11.533333333333333)","(6.5, 8.2, 8.03728813559322)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.66, 2.6542105263157896)"
06-01-2023 17:35:30.519873,"(31.0, 48.0, 43.2)","(6.0, 99999, 99990)","(19.0, 25.0, 24.35)","(4.6, 7.2, 7.115151515151515)","(8.0, 12.5, 11.533333333333333)","(6.5, 8.2, 8.073333333333332)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.66, 2.54)"
06-01-2023 17:35:31.557762,"(31.0, 48.0, 44.57142857142857)","(6.0, 99999, 99990)","(19.0, 25.0, 23.8)","(4.6, 7.2, 6.720000000000001)","(8.0, 12.5, 11.120000000000001)","(6.5, 8.2, 8.073333333333332)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.66, 2.6542105263157896)"
06-01-2023 17:35:32.670539,"(31.0, 48.0, 45.6)","(6.0, 99999, 99990)","(19.0, 24.0, 22.9)","(4.6, 7.2, 6.720000000000001)","(8.0, 12.0, 11.0)","(6.5, 8.2, 8.073333333333332)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.66, 2.6542105263157896)"
06-01-2023 17:35:33.747205,"(31.0, 48.0, 45.6)","(6.0, 99999, 99990)","(19.0, 24.0, 21.5)","(4.6, 7.2, 6.720000000000001)","(8.0, 12.0, 11.0)","(6.5, 8.2, 8.122222222222222)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.66, 2.62)"
06-01-2023 17:35:34.776922,"(31.0, 48.0, 45.6)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 6.720000000000001)","(8.0, 12.0, 11.0)","(6.5, 8.2, 9.275)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.66, 2.605714285714286)"
06-01-2023 17:35:35.793252,"(31.0, 48.0, 45.6)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 6.720000000000001)","(8.0, 12.0, 11.0)","(6.5, 9.8, 9.4)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.667692307692308)"
06-01-2023 17:35:36.839299,"(31.0, 48.0, 44.0)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 6.720000000000001)","(8.0, 12.0, 11.0)","(6.5, 9.6, 9.1)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.605714285714286)"
06-01-2023 17:35:37.893893,"(31.0, 48.0, 44.0)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 7.08)","(8.0, 12.0, 11.0)","(6.5, 9.6, 9.023529411764706)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.667692307692308)"
06-01-2023 17:35:38.946943,"(31.0, 48.0, 44.0)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 7.08)","(8.0, 12.0, 11.0)","(6.5, 9.6, 8.96)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.667692307692308)"
06-01-2023 17:35:40.003897,"(31.0, 48.0, 44.0)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 7.055555555555555)","(8.0, 12.0, 11.0)","(6.5, 9.8, 9.066666666666666)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.667692307692308)"
06-01-2023 17:35:41.003579,"(31.0, 48.0, 44.0)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 7.044444444444444)","(8.0, 12.0, 11.0)","(6.5, 9.6, 9.066666666666666)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.667692307692308)"
06-01-2023 17:35:42.043133,"(31.0, 48.0, 44.0)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 6.45)","(8.0, 12.0, 11.0)","(6.5, 8.0, 7.824137931034483)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.628)"
06-01-2023 17:35:43.075316,"(31.0, 48.0, 45.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 6.45)","(8.0, 12.0, 11.25)","(6.5, 9.6, 8.685714285714285)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.628)"
06-01-2023 17:35:44.126520,"(31.0, 48.0, 45.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 7.044444444444444)","(8.0, 12.0, 11.25)","(6.5, 9.6, 8.666666666666666)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.667692307692308)"
06-01-2023 17:35:45.159252,"(31.0, 48.0, 45.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 7.044444444444444)","(8.0, 12.0, 11.25)","(6.5, 9.6, 8.666666666666666)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.667692307692308)"
06-01-2023 17:35:46.618209,"(31.0, 48.0, 45.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 6.45)","(8.0, 12.0, 11.25)","(6.5, 9.6, 8.818181818181818)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.628)"
06-01-2023 17:35:47.760395,"(31.0, 48.0, 45.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 6.45)","(8.0, 12.0, 11.25)","(6.5, 9.4, 9.2)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.667692307692308)"
06-01-2023 17:35:48.929030,"(31.0, 48.0, 45.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 6.7)","(8.0, 12.0, 9.48)","(6.5, 9.4, 9.120000000000001)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.52)"
06-01-2023 17:35:50.108004,"(31.0, 48.0, 45.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.75)","(4.6, 7.2, 6.7)","(8.0, 9.6, 11.31)","(6.5, 9.4, 8.914285714285715)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.52)"
06-01-2023 17:35:51.230285,"(31.0, 48.0, 45.2)","(6.0, 99999, 99990)","(19.0, 24.0, 22.0)","(4.6, 7.2, 7.044444444444444)","(8.0, 11.5, 10.666666666666666)","(6.5, 9.6, 8.7)","(11.0, 13.0, 12.333333333333334)","(2.2, 2.68, 2.672280701754386)"
06-01-2023 17:35:52.300786,"(31.0, 48.0, 45.2)","(6.0, 99999, 99990)","(19.0, 23.0, 21.4)","(4.6, 7.2, 7.044444444444444)","(8.0, 11.0, 10.4)","(6.5, 9.6, 8.614285714285714)","(11.0, 13.0, 13.0)","(2.2, 2.68, 2.8133333333333335)"
06-01-2023 17:35:53.290924,"(31.0, 48.0, 44.0)","(6.0, 99999, 99990)","(19.0, 23.0, 21.4)","(4.6, 7.2, 7.044444444444444)","(8.0, 11.0, 10.4)","(6.5, 8.8, 8.549999999999999)","(11.0, 14.0, 13.0)","(2.2, 2.98, 3.036744186046511)"
06-01-2023 17:35:54.330496,"(31.0, 48.0, 44.0)","(6.0, 99999, 99990)","(19.0, 23.0, 21.4)","(4.6, 7.2, 7.044444444444444)","(8.0, 11.0, 10.4)","(6.5, 9.6, 8.053333333333333)","(11.0, 14.0, 13.0)","(2.2, 3.05, 3.0353846153846153)"
06-01-2023 17:35:55.342138,"(31.0, 48.0, 42.4)","(6.0, 99999, 99990)","(19.0, 23.0, 21.4)","(4.6, 8.0, 7.233333333333333)","(8.0, 11.0, 10.4)","(6.5, 8.2, 8.7)","(11.0, 14.0, 13.0)","(2.2, 3.05, 3.0353846153846153)"
06-01-2023 17:35:56.389609,"(31.0, 48.0, 42.4)","(6.0, 99999, 99990)","(19.0, 23.0, 21.4)","(4.6, 8.0, 7.7555555555555555)","(8.0, 11.0, 10.4)","(6.5, 9.4, 8.414285714285715)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.875)"
06-01-2023 17:35:57.457483,"(31.0, 48.0, 44.0)","(6.0, 99999, 99990)","(19.0, 23.0, 21.0)","(4.6, 8.0, 7.475)","(8.0, 11.0, 10.4)","(6.5, 8.6, 8.899999999999999)","(11.0, 14.0, 13.0)","(2.2, 3.0, 2.9124999999999996)"
06-01-2023 17:35:58.561913,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 21.0)","(4.6, 8.0, 7.475)","(8.0, 11.0, 10.4)","(6.5, 9.6, 8.34)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.9124999999999996)"
06-01-2023 17:35:59.676079,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 21.0)","(4.6, 8.0, 7.475)","(8.0, 11.0, 10.4)","(6.5, 8.6, 8.45)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.875)"
06-01-2023 17:36:00.675146,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 21.0)","(4.6, 8.0, 7.475)","(8.0, 11.0, 10.4)","(6.5, 8.6, 7.925)","(11.0, 14.0, 13.0)","(2.2, 3.0, 3.0171428571428573)"
06-01-2023 17:36:01.690063,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 21.0)","(4.6, 8.0, 7.475)","(8.0, 11.0, 10.4)","(6.5, 8.2, 8.060869565217391)","(11.0, 14.0, 13.0)","(2.2, 3.1, 3.0171428571428573)"
06-01-2023 17:36:02.720581,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 8.0, 7.475)","(8.0, 11.0, 10.333333333333334)","(6.5, 8.4, 8.342857142857143)","(11.0, 14.0, 13.0)","(2.2, 3.1, 3.0171428571428573)"
06-01-2023 17:36:03.811301,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 8.0, 7.7)","(8.0, 11.0, 10.266666666666667)","(6.5, 8.6, 8.342857142857143)","(11.0, 14.0, 13.0)","(2.2, 3.1, 3.0171428571428573)"
06-01-2023 17:36:04.950822,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 8.0, 6.371428571428572)","(8.0, 10.5, 10.266666666666667)","(6.5, 8.6, 8.48)","(11.0, 14.0, 13.0)","(2.2, 3.1, 3.067368421052632)"
06-01-2023 17:36:05.949978,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.371428571428572)","(8.0, 10.5, 10.266666666666667)","(6.5, 8.6, 8.48)","(11.0, 14.0, 13.0)","(2.2, 3.1, 2.9)"
06-01-2023 17:36:06.980088,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.371428571428572)","(8.0, 10.5, 10.266666666666667)","(6.5, 8.6, 8.64)","(11.0, 14.0, 13.0)","(2.2, 3.1, 2.9871794871794872)"
06-01-2023 17:36:07.989425,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.6521739130434785)","(8.0, 10.5, 10.266666666666667)","(6.5, 9.6, 8.64)","(11.0, 14.0, 13.0)","(2.2, 3.0, 3.0358974358974358)"
06-01-2023 17:36:09.056983,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 10.5, 10.266666666666667)","(6.5, 9.6, 8.8)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.974285714285714)"
06-01-2023 17:36:10.121579,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 10.5, 10.485714285714286)","(6.5, 9.6, 8.933333333333334)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.9314285714285715)"
06-01-2023 17:36:11.168044,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 11.0, 10.485714285714286)","(6.5, 9.6, 9.066666666666666)","(11.0, 14.0, 13.0)","(2.2, 3.0, 3.0171428571428573)"
06-01-2023 17:36:12.268359,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 11.0, 10.485714285714286)","(6.5, 9.6, 8.48)","(11.0, 14.0, 13.0)","(2.2, 3.1, 3.0171428571428573)"
06-01-2023 17:36:13.303621,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 11.0, 10.485714285714286)","(6.5, 8.6, 9.066666666666666)","(11.0, 14.0, 13.0)","(2.2, 3.1, 2.96)"
06-01-2023 17:36:14.316768,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 11.0, 10.485714285714286)","(6.5, 9.6, 9.049999999999999)","(11.0, 14.0, 13.0)","(2.2, 3.1, 3.0300000000000002)"
06-01-2023 17:36:15.470556,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 11.0, 10.266666666666667)","(6.5, 9.2, 8.525)","(11.0, 14.0, 13.0)","(2.2, 3.1, 3.006666666666667)"
06-01-2023 17:36:16.605771,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 10.5, 10.266666666666667)","(6.5, 8.6, 8.525)","(11.0, 14.0, 13.0)","(2.2, 3.1, 3.006666666666667)"
06-01-2023 17:36:17.825543,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 10.5, 10.266666666666667)","(6.5, 8.6, 9.244444444444444)","(11.0, 14.0, 13.0)","(2.2, 3.1, 3.006666666666667)"
06-01-2023 17:36:19.102124,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 10.5, 10.266666666666667)","(6.5, 9.6, 9.049999999999999)","(11.0, 14.0, 13.0)","(2.2, 3.1, 2.83)"
06-01-2023 17:36:20.378024,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 10.5, 10.266666666666667)","(6.5, 9.2, 8.68)","(11.0, 14.0, 13.0)","(2.2, 3.1, 2.8049999999999997)"
06-01-2023 17:36:21.400667,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 10.5, 10.266666666666667)","(6.5, 9.8, 8.8)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.8049999999999997)"
06-01-2023 17:36:22.484723,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 10.5, 10.485714285714286)","(6.5, 9.6, 8.183333333333334)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.83)"
06-01-2023 17:36:23.545160,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.25)","(4.6, 7.0, 6.482352941176471)","(8.0, 11.0, 10.485714285714286)","(6.5, 8.4, 8.714285714285714)","(11.0, 14.0, 13.0)","(2.2, 3.1, 2.83)"
06-01-2023 17:36:24.613076,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 21.59090909090909)","(4.6, 7.0, 6.482352941176471)","(8.5, 11.0, 10.485714285714286)","(7.0, 9.4, 8.8)","(11.0, 14.0, 13.0)","(2.2, 3.1, 2.83)"
06-01-2023 17:36:25.702487,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 21.59090909090909)","(4.6, 7.0, 6.44)","(8.5, 11.0, 10.485714285714286)","(7.0, 9.4, 8.65)","(11.0, 14.0, 13.0)","(2.2, 3.1, 2.8049999999999997)"
06-01-2023 17:36:26.741751,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.666666666666668)","(4.6, 6.8, 6.44)","(8.5, 11.0, 10.485714285714286)","(7.0, 9.4, 8.65)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.8049999999999997)"
06-01-2023 17:36:27.801038,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.666666666666668)","(4.6, 6.8, 6.44)","(8.5, 11.0, 10.166666666666666)","(7.0, 9.4, 8.7)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.8049999999999997)"
06-01-2023 17:36:28.812303,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.666666666666668)","(4.6, 6.8, 6.44)","(8.5, 10.5, 10.166666666666666)","(7.0, 9.6, 9.15)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.8049999999999997)"
06-01-2023 17:36:29.802531,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.666666666666668)","(4.6, 6.8, 6.44)","(8.5, 10.5, 10.166666666666666)","(7.0, 9.4, 8.9)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.98875)"
06-01-2023 17:36:30.891627,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.666666666666668)","(4.6, 6.8, 6.44)","(8.5, 10.5, 10.166666666666666)","(7.0, 9.4, 8.9)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.98875)"
06-01-2023 17:36:31.998503,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.666666666666668)","(4.6, 6.8, 6.44)","(8.5, 10.5, 10.166666666666666)","(7.0, 9.4, 8.9)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.98875)"
06-01-2023 17:36:33.052930,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 22.0, 20.666666666666668)","(4.6, 6.8, 6.44)","(8.5, 10.5, 10.2)","(7.0, 9.4, 8.9)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.92)"
06-01-2023 17:36:34.031343,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 23.0, 21.6)","(4.6, 6.8, 6.44)","(8.5, 10.5, 10.2)","(7.0, 9.4, 8.9)","(11.0, 14.0, 13.0)","(2.2, 2.98, 2.92)"
06-01-2023 17:36:35.067751,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 23.0, 22.0)","(4.6, 6.8, 6.44)","(8.5, 10.5, 10.485714285714286)","(7.0, 9.4, 8.9)","(11.0, 14.0, 13.0)","(2.2, 2.98, 2.9371428571428573)"
06-01-2023 17:36:36.170376,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 26.0, 22.823529411764707)","(4.6, 6.8, 6.44)","(8.5, 11.0, 10.485714285714286)","(7.0, 9.4, 8.85)","(11.0, 14.0, 13.0)","(2.2, 3.0, 2.9333333333333336)"
06-01-2023 17:36:37.166432,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 26.0, 22.823529411764707)","(4.6, 6.8, 6.44)","(8.5, 11.0, 10.485714285714286)","(7.0, 9.6, 8.7875)","(11.0, 14.0, 13.0)","(2.2, 2.98, 2.9333333333333336)"
06-01-2023 17:36:38.153876,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 26.0, 22.823529411764707)","(4.6, 6.8, 6.44)","(8.5, 11.0, 10.485714285714286)","(7.0, 9.6, 8.462499999999999)","(11.0, 14.0, 13.0)","(2.2, 2.98, 2.9955555555555553)"
06-01-2023 17:36:39.202833,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 26.0, 22.823529411764707)","(4.6, 6.8, 6.44)","(8.5, 11.0, 10.485714285714286)","(7.0, 9.6, 9.1)","(11.0, 14.0, 13.0)","(2.2, 3.05, 2.9955555555555553)"
06-01-2023 17:36:40.220873,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 25.0, 24.0)","(4.6, 6.8, 6.44)","(8.5, 11.0, 10.485714285714286)","(7.0, 9.4, 9.1)","(11.0, 14.0, 12.25)","(2.2, 3.05, 2.9955555555555553)"
06-01-2023 17:36:41.287618,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(19.0, 24.0, 23.2)","(4.6, 6.8, 6.44)","(8.5, 10.5, 10.266666666666667)","(7.0, 9.6, 8.485714285714286)","(11.0, 13.5, 12.25)","(2.2, 3.05, 2.951111111111111)"
