,Sir William Bruce,Jimmys Dream,The Rampant,Dealings Done,Buck Norris,Hill Billy Flyer,Seefeld,Copperchino,Greyt Intentions
11-01-2023 16:27:14.542064,"(10.0, 12.0, 11.563888888888888)","(1.55, 1.71, 1.694470134874759)","(9.0, 11.0, 10.993055555555555)","(8.0, 9.8, 9.558823529411764)","(31.0, 48.0, 47.0)","(11.0, 14.0, 13.993333333333334)","(20.0, 30.0, 29.404255319148938)","(101.0, 300.0, 263.0769230769231)","(101.0, 520.0, 510.0)"
11-01-2023 16:27:15.832957,"(10.0, 12.0, 11.563888888888888)","(1.55, 1.71, 1.6947924528301885)","(9.0, 11.0, 10.993055555555555)","(8.0, 9.6, 9.558823529411764)","(31.0, 48.0, 47.0)","(11.0, 14.0, 13.993333333333334)","(20.0, 30.0, 29.404255319148938)","(101.0, 300.0, 265.7142857142857)","(101.0, 520.0, 510.0)"
11-01-2023 16:27:17.104978,"(10.0, 12.0, 11.515432098765432)","(1.55, 1.71, 1.6952049180327868)","(9.0, 11.0, 10.993055555555555)","(8.0, 9.6, 9.558823529411764)","(31.0, 48.0, 46.94736842105263)","(11.0, 14.0, 13.993055555555555)","(20.0, 30.0, 29.404255319148938)","(101.0, 300.0, 265.7142857142857)","(101.0, 520.0, 510.0)"
11-01-2023 16:27:18.349658,"(10.0, 12.0, 11.515432098765432)","(1.55, 1.71, 1.6959345794392522)","(9.0, 11.0, 10.993055555555555)","(8.0, 9.6, 9.559999999999999)","(31.0, 48.0, 46.94736842105263)","(11.0, 14.0, 13.993055555555555)","(20.0, 30.0, 29.404255319148938)","(101.0, 300.0, 265.7142857142857)","(101.0, 520.0, 420.0)"
11-01-2023 16:27:19.622132,"(10.0, 12.0, 11.551428571428572)","(1.55, 1.71, 1.6928490028490029)","(9.0, 11.0, 10.994318181818182)","(8.0, 9.6, 9.563157894736841)","(31.0, 48.0, 46.94736842105263)","(11.0, 14.0, 13.993055555555555)","(20.0, 30.0, 29.404255319148938)","(101.0, 300.0, 268.0)","(101.0, 520.0, 375.0)"
11-01-2023 16:27:20.835403,"(10.0, 12.0, 11.551428571428572)","(1.55, 1.71, 1.7014245014245013)","(9.0, 11.0, 10.992957746478874)","(8.0, 9.6, 9.563157894736841)","(31.0, 48.0, 46.94736842105263)","(11.0, 14.0, 14.176190476190476)","(20.0, 30.0, 29.263157894736842)","(101.0, 300.0, 265.7142857142857)","(101.0, 520.0, 323.3333333333333)"
11-01-2023 16:27:22.063409,"(10.0, 12.0, 11.641566265060241)","(1.55, 1.71, 1.7003194888178914)","(9.0, 11.0, 11.292857142857143)","(8.0, 9.6, 9.35813953488372)","(31.0, 48.0, 46.94736842105263)","(11.0, 14.5, 14.112068965517242)","(20.0, 30.0, 29.46153846153846)","(101.0, 300.0, 268.0)","(101.0, 510.0, 305.0)"
11-01-2023 16:27:23.278285,"(10.0, 12.0, 11.641566265060241)","(1.55, 1.71, 1.7003194888178914)","(9.0, 11.5, 11.292857142857143)","(8.0, 9.4, 9.366666666666667)","(31.0, 48.0, 46.94736842105263)","(11.0, 14.5, 14.083333333333334)","(20.0, 30.0, 30.153846153846153)","(101.0, 300.0, 265.7142857142857)","(101.0, 530.0, 326.6666666666667)"
11-01-2023 16:27:24.518182,"(10.0, 12.0, 11.652046783625732)","(1.55, 1.7, 1.6963302752293576)","(9.0, 11.5, 11.366071428571429)","(8.0, 9.4, 9.345454545454546)","(31.0, 48.0, 46.18181818181818)","(11.0, 14.5, 14.083333333333334)","(20.0, 32.0, 30.153846153846153)","(101.0, 300.0, 265.7142857142857)","(101.0, 520.0, 326.6666666666667)"
11-01-2023 16:27:25.770125,"(10.0, 12.0, 11.657738095238095)","(1.55, 1.71, 1.6953164556962024)","(9.0, 11.5, 11.366071428571429)","(8.0, 9.4, 9.345454545454546)","(31.0, 48.0, 45.904761904761905)","(11.0, 14.5, 14.083333333333334)","(20.0, 32.0, 30.216216216216218)","(101.0, 300.0, 268.0)","(101.0, 520.0, 326.6666666666667)"
11-01-2023 16:27:27.187494,"(10.0, 12.0, 11.657738095238095)","(1.55, 1.7, 1.6945695364238411)","(9.0, 11.5, 11.24390243902439)","(8.0, 9.4, 9.35625)","(31.0, 48.0, 45.05263157894737)","(11.0, 14.5, 14.063106796116505)","(20.0, 32.0, 30.303030303030305)","(101.0, 300.0, 268.0)","(101.0, 520.0, 326.6666666666667)"
11-01-2023 16:27:28.653372,"(10.0, 12.0, 11.657738095238095)","(1.55, 1.7, 1.6961885245901638)","(9.0, 11.5, 11.217391304347826)","(8.0, 9.6, 9.355844155844155)","(31.0, 48.0, 45.05263157894737)","(11.0, 14.5, 14.117021276595745)","(20.0, 32.0, 30.526315789473685)","(101.0, 300.0, 268.0)","(101.0, 520.0, 326.6666666666667)"
11-01-2023 16:27:30.051367,"(10.0, 12.0, 11.657738095238095)","(1.55, 1.7, 1.6966304347826087)","(9.0, 11.5, 11.103092783505154)","(8.0, 9.6, 9.355844155844155)","(31.0, 48.0, 47.1)","(11.0, 14.5, 14.117021276595745)","(20.0, 32.0, 30.526315789473685)","(101.0, 300.0, 268.0)","(101.0, 520.0, 326.6666666666667)"
11-01-2023 16:27:31.676424,"(10.0, 12.0, 11.655688622754491)","(1.55, 1.7, 1.6966304347826087)","(10.0, 11.5, 11.103092783505154)","(8.0, 9.6, 9.328)","(31.0, 48.0, 47.1)","(11.0, 14.5, 14.117021276595745)","(20.0, 32.0, 30.46153846153846)","(101.0, 300.0, 268.0)","(101.0, 520.0, 305.0)"
11-01-2023 16:27:33.368801,"(10.0, 12.0, 11.655688622754491)","(1.55, 1.7, 1.6947668393782382)","(10.0, 11.5, 11.103092783505154)","(8.0, 9.4, 9.328)","(31.0, 48.0, 47.1)","(11.0, 14.5, 14.117021276595745)","(20.0, 32.0, 30.94736842105263)","(101.0, 300.0, 268.0)","(101.0, 530.0, 305.0)"
11-01-2023 16:27:34.871266,"(10.0, 12.0, 12.085227272727273)","(1.55, 1.7, 1.6913304721030042)","(10.0, 11.5, 11.162280701754385)","(8.0, 9.4, 9.294117647058822)","(31.0, 48.0, 47.1)","(11.0, 14.5, 14.178571428571429)","(20.0, 32.0, 30.571428571428573)","(101.0, 300.0, 268.0)","(101.0, 530.0, 305.0)"
11-01-2023 16:27:36.155559,"(10.0, 12.5, 12.085227272727273)","(1.55, 1.7, 1.6822184300341296)","(10.0, 11.5, 11.162280701754385)","(8.0, 9.4, 9.294117647058822)","(31.0, 48.0, 47.1)","(11.0, 14.5, 14.166666666666666)","(20.0, 32.0, 30.571428571428573)","(101.0, 300.0, 268.0)","(101.0, 530.0, 305.0)"
11-01-2023 16:27:37.488202,"(10.0, 12.5, 12.077464788732394)","(1.55, 1.69, 1.67846547314578)","(10.0, 11.5, 11.258992805755396)","(8.0, 9.4, 9.297142857142857)","(31.0, 48.0, 47.1)","(11.0, 14.5, 14.166666666666666)","(20.0, 32.0, 30.88888888888889)","(101.0, 300.0, 268.0)","(101.0, 530.0, 305.0)"
11-01-2023 16:27:38.793785,"(10.0, 12.5, 12.079710144927537)","(1.55, 1.68, 1.67846547314578)","(10.0, 11.5, 11.262773722627736)","(8.0, 9.4, 9.297142857142857)","(31.0, 48.0, 47.1)","(11.0, 14.5, 14.156862745098039)","(20.0, 32.0, 31.130434782608695)","(101.0, 300.0, 268.0)","(101.0, 530.0, 305.0)"
11-01-2023 16:27:40.014083,"(10.0, 12.5, 12.079710144927537)","(1.55, 1.68, 1.6760845588235294)","(10.0, 11.5, 11.25)","(8.0, 9.4, 9.245901639344261)","(31.0, 48.0, 47.1)","(11.0, 14.5, 14.181818181818182)","(20.0, 32.0, 31.44)","(101.0, 300.0, 272.3076923076923)","(101.0, 530.0, 305.0)"
11-01-2023 16:27:41.221425,"(10.0, 12.5, 12.269841269841269)","(1.55, 1.68, 1.6788031914893617)","(10.0, 11.5, 11.248091603053435)","(8.0, 9.6, 9.357303370786516)","(31.0, 48.0, 47.1)","(11.0, 14.5, 14.181818181818182)","(20.0, 32.0, 30.4)","(101.0, 300.0, 268.0)","(101.0, 530.0, 375.0)"
11-01-2023 16:27:42.445695,"(10.0, 12.5, 12.244493392070485)","(1.55, 1.68, 1.679381868131868)","(10.0, 11.5, 11.242424242424242)","(8.0, 9.6, 9.357303370786516)","(31.0, 48.0, 47.1)","(11.0, 14.5, 13.993421052631579)","(20.0, 32.0, 30.625)","(101.0, 300.0, 268.0)","(101.0, 520.0, 375.0)"
11-01-2023 16:27:43.620040,"(10.0, 12.5, 12.008474576271187)","(1.55, 1.69, 1.6809715242881071)","(10.0, 11.5, 11.096)","(8.0, 9.6, 9.363636363636363)","(31.0, 48.0, 47.1)","(11.0, 14.0, 13.993421052631579)","(20.0, 32.0, 29.23076923076923)","(101.0, 300.0, 268.0)","(101.0, 520.0, 375.0)"
11-01-2023 16:27:44.802966,"(10.0, 12.5, 12.056338028169014)","(1.55, 1.7, 1.6960250737463127)","(10.0, 11.5, 11.096)","(8.0, 9.4, 9.352941176470589)","(31.0, 48.0, 47.04761904761905)","(11.0, 14.0, 13.993421052631579)","(20.0, 32.0, 29.214285714285715)","(101.0, 300.0, 268.0)","(101.0, 520.0, 375.0)"
11-01-2023 16:27:46.024331,"(10.0, 12.5, 12.056338028169014)","(1.55, 1.7, 1.6961492978566148)","(10.0, 11.5, 11.096)","(8.0, 9.4, 9.366666666666667)","(31.0, 48.0, 47.04761904761905)","(11.0, 14.0, 13.993421052631579)","(20.0, 32.0, 29.25)","(101.0, 300.0, 268.0)","(101.0, 520.0, 375.0)"
11-01-2023 16:27:47.226575,"(10.0, 12.5, 12.056338028169014)","(1.55, 1.7, 1.7063387978142077)","(9.0, 11.5, 11.096)","(8.0, 9.4, 9.333333333333334)","(31.0, 48.0, 47.04761904761905)","(11.0, 14.0, 13.993421052631579)","(21.0, 30.0, 29.666666666666668)","(101.0, 300.0, 235.45454545454547)","(101.0, 520.0, 420.0)"
11-01-2023 16:27:48.417001,"(10.0, 12.5, 12.056338028169014)","(1.55, 1.71, 1.7063387978142077)","(9.0, 11.5, 11.096)","(8.0, 9.4, 9.326881720430109)","(31.0, 48.0, 47.04761904761905)","(11.0, 14.0, 13.993421052631579)","(21.0, 30.0, 29.53846153846154)","(101.0, 240.0, 235.45454545454547)","(101.0, 520.0, 420.0)"
11-01-2023 16:27:49.621478,"(10.0, 12.0, 11.95103092783505)","(1.55, 1.72, 1.7131924882629108)","(9.0, 11.5, 11.02803738317757)","(8.0, 9.4, 9.326881720430109)","(31.0, 48.0, 47.04761904761905)","(11.0, 14.0, 13.994047619047619)","(21.0, 30.0, 29.666666666666668)","(101.0, 240.0, 235.45454545454547)","(101.0, 520.0, 420.0)"
11-01-2023 16:27:50.737509,"(10.0, 12.5, 12.24698795180723)","(1.55, 1.72, 1.7101834862385321)","(9.0, 11.5, 11.02803738317757)","(8.0, 9.2, 9.160869565217391)","(31.0, 48.0, 47.04761904761905)","(11.0, 14.0, 13.994047619047619)","(20.0, 30.0, 29.666666666666668)","(101.0, 240.0, 235.45454545454547)","(101.0, 520.0, 420.0)"
11-01-2023 16:27:51.885407,"(10.0, 12.5, 12.24698795180723)","(1.55, 1.73, 1.7186792452830189)","(9.0, 11.5, 11.021008403361344)","(8.0, 9.2, 9.167857142857143)","(31.0, 48.0, 46.0)","(11.0, 14.0, 13.899038461538462)","(20.0, 30.0, 29.666666666666668)","(101.0, 240.0, 275.7142857142857)","(101.0, 520.0, 420.0)"
11-01-2023 16:27:53.059045,"(10.0, 12.5, 12.24698795180723)","(1.55, 1.72, 1.715897435897436)","(9.0, 11.5, 11.021008403361344)","(8.0, 9.2, 9.167857142857143)","(31.0, 48.0, 45.05263157894737)","(11.0, 14.0, 13.890625)","(20.0, 30.0, 29.666666666666668)","(101.0, 290.0, 275.7142857142857)","(101.0, 520.0, 420.0)"
11-01-2023 16:27:54.564340,"(10.0, 12.5, 12.24698795180723)","(1.55, 1.72, 1.7244107744107744)","(9.0, 11.5, 11.021008403361344)","(8.0, 9.2, 9.167857142857143)","(31.0, 48.0, 44.285714285714285)","(11.0, 14.0, 13.890625)","(20.0, 30.0, 29.666666666666668)","(101.0, 290.0, 275.7142857142857)","(101.0, 520.0, 420.0)"
11-01-2023 16:27:56.023389,"(10.0, 12.5, 12.249003984063744)","(1.55, 1.73, 1.7317014925373133)","(9.0, 11.5, 10.881868131868131)","(8.0, 9.2, 9.08)","(31.0, 48.0, 44.285714285714285)","(11.0, 14.0, 13.82905982905983)","(21.0, 30.0, 29.655172413793103)","(101.0, 290.0, 230.0)","(101.0, 520.0, 216.66666666666666)"
11-01-2023 16:27:57.253911,"(10.0, 12.5, 12.249003984063744)","(1.55, 1.74, 1.742409638554217)","(9.0, 11.0, 10.898026315789474)","(8.0, 9.2, 9.10344827586207)","(31.0, 48.0, 44.75)","(11.0, 14.0, 13.40983606557377)","(21.0, 32.0, 29.236842105263158)","(101.0, 290.0, 226.66666666666666)","(101.0, 220.0, 415.55555555555554)"
11-01-2023 16:27:58.444463,"(10.0, 12.0, 11.9425)","(1.55, 1.75, 1.742409638554217)","(9.0, 11.0, 10.898026315789474)","(8.0, 9.2, 9.085714285714285)","(31.0, 48.0, 44.75)","(11.0, 13.5, 13.40983606557377)","(21.0, 32.0, 29.272727272727273)","(101.0, 280.0, 226.66666666666666)","(101.0, 440.0, 470.0)"
11-01-2023 16:27:59.672129,"(10.0, 12.0, 11.935897435897436)","(1.55, 1.76, 1.7502112676056338)","(9.0, 11.0, 10.76923076923077)","(8.0, 9.2, 9.083333333333332)","(31.0, 48.0, 44.75)","(11.0, 13.5, 13.40983606557377)","(21.0, 32.0, 29.272727272727273)","(101.0, 280.0, 226.66666666666666)","(101.0, 520.0, 423.33333333333337)"
11-01-2023 16:28:00.792776,"(10.0, 12.0, 11.860119047619047)","(1.55, 1.75, 1.7401968503937009)","(9.0, 11.0, 10.76923076923077)","(8.0, 9.2, 9.117647058823529)","(31.0, 48.0, 44.53333333333333)","(11.0, 13.5, 13.390625)","(21.0, 32.0, 29.272727272727273)","(101.0, 280.0, 226.66666666666666)","(101.0, 520.0, 423.33333333333337)"
11-01-2023 16:28:01.893151,"(10.0, 12.0, 11.846153846153847)","(1.55, 1.74, 1.7366409266409266)","(9.0, 11.0, 10.794117647058824)","(8.0, 9.2, 9.133333333333333)","(31.0, 48.0, 45.77777777777778)","(11.0, 13.5, 13.431034482758621)","(21.0, 32.0, 29.352941176470587)","(101.0, 280.0, 246.66666666666666)","(101.0, 520.0, 423.33333333333337)"
11-01-2023 16:28:02.997447,"(10.0, 12.0, 11.570063694267516)","(1.55, 1.74, 1.7339628482972136)","(9.0, 11.0, 10.823899371069182)","(8.0, 9.2, 9.162162162162161)","(31.0, 48.0, 47.77777777777778)","(11.0, 13.5, 13.646666666666667)","(21.0, 32.0, 30.945454545454545)","(101.0, 270.0, 250.0)","(101.0, 520.0, 462.0)"
11-01-2023 16:28:04.060541,"(10.0, 11.5, 11.46309963099631)","(1.55, 1.75, 1.7462988826815642)","(9.0, 10.5, 10.077348066298342)","(8.0, 9.4, 9.384615384615385)","(31.0, 48.0, 47.76470588235294)","(11.0, 14.0, 13.654929577464788)","(21.0, 32.0, 30.945454545454545)","(101.0, 290.0, 250.0)","(101.0, 520.0, 267.77777777777777)"
11-01-2023 16:28:05.143242,"(10.0, 11.5, 11.320175438596491)","(1.6, 1.75, 1.7471302149178256)","(9.0, 10.5, 10.117224880382775)","(8.0, 9.4, 9.379104477611941)","(31.0, 48.0, 48.0)","(11.0, 14.0, 13.739495798319327)","(21.0, 32.0, 30.933333333333334)","(101.0, 290.0, 250.0)","(101.0, 490.0, 330.0)"
11-01-2023 16:28:06.206000,"(10.0, 11.5, 11.260919540229885)","(1.6, 1.76, 1.7513983050847457)","(9.0, 10.0, 9.941258741258741)","(8.0, 9.4, 9.379104477611941)","(31.0, 50.0, 48.0)","(11.0, 14.0, 13.776978417266188)","(21.0, 32.0, 30.933333333333334)","(101.0, 290.0, 250.0)","(101.0, 490.0, 285.55555555555554)"
11-01-2023 16:28:07.287826,"(10.0, 11.5, 11.25586854460094)","(1.6, 1.76, 1.7518939393939394)","(9.0, 10.0, 9.715463917525772)","(8.0, 9.4, 9.379411764705882)","(31.0, 50.0, 48.0)","(11.0, 14.0, 13.785185185185185)","(21.0, 32.0, 31.178571428571427)","(101.0, 290.0, 250.0)","(101.0, 490.0, 285.55555555555554)"
11-01-2023 16:28:08.388461,"(10.0, 11.5, 11.248858447488585)","(1.6, 1.76, 1.7563091482649842)","(9.0, 10.0, 9.72121212121212)","(8.0, 9.4, 9.375438596491229)","(31.0, 50.0, 48.4)","(11.0, 14.0, 13.847222222222221)","(21.0, 32.0, 31.41176470588235)","(101.0, 290.0, 250.0)","(101.0, 490.0, 314.0)"
11-01-2023 16:28:09.486162,"(10.0, 11.5, 11.268433179723502)","(1.6, 1.77, 1.7652061855670103)","(9.0, 10.0, 9.818064516129033)","(8.0, 8.6, 8.34909090909091)","(31.0, 50.0, 49.23076923076923)","(11.0, 14.0, 14.21938775510204)","(21.0, 32.0, 32.303030303030305)","(101.0, 290.0, 233.33333333333331)","(101.0, 490.0, 343.3333333333333)"
11-01-2023 16:28:10.619815,"(10.0, 11.5, 11.283266129032258)","(1.6, 1.78, 1.7755300859598855)","(9.0, 10.5, 9.981889763779527)","(8.0, 8.4, 8.252857142857142)","(31.0, 50.0, 50.666666666666664)","(11.0, 14.5, 14.235294117647058)","(21.0, 34.0, 31.57894736842105)","(101.0, 300.0, 250.9090909090909)","(101.0, 490.0, 303.3333333333333)"
11-01-2023 16:28:11.751261,"(10.0, 11.5, 11.121771217712178)","(1.6, 1.77, 1.767874720357942)","(9.0, 10.5, 10.041501976284586)","(8.0, 8.4, 8.29514563106796)","(31.0, 55.0, 51.41025641025641)","(11.0, 14.5, 14.405)","(21.0, 32.0, 31.85185185185185)","(101.0, 300.0, 246.0)","(101.0, 490.0, 343.3333333333333)"
11-01-2023 16:28:12.853357,"(10.0, 11.0, 10.940340909090908)","(1.6, 1.78, 1.7744791666666666)","(9.0, 10.5, 10.182608695652174)","(8.0, 8.4, 8.304210526315789)","(31.0, 55.0, 50.770833333333336)","(11.0, 14.5, 14.383838383838384)","(21.0, 32.0, 31.85185185185185)","(101.0, 300.0, 274.2857142857143)","(101.0, 470.0, 343.3333333333333)"
11-01-2023 16:28:13.947854,"(10.0, 11.0, 10.736607142857142)","(1.6, 1.78, 1.7786250000000001)","(9.0, 10.5, 10.17509727626459)","(8.0, 8.4, 8.315348837209303)","(31.0, 55.0, 51.57446808510638)","(11.0, 14.5, 14.266917293233083)","(21.0, 32.0, 31.666666666666668)","(101.0, 300.0, 278.57142857142856)","(101.0, 470.0, 343.3333333333333)"
11-01-2023 16:28:15.042578,"(10.0, 11.0, 10.661411411411411)","(1.6, 1.79, 1.7819097222222222)","(9.0, 10.5, 10.190740740740742)","(7.5, 8.4, 8.315348837209303)","(31.0, 55.0, 49.411764705882355)","(11.0, 14.5, 14.266917293233083)","(21.0, 32.0, 31.666666666666668)","(101.0, 300.0, 278.57142857142856)","(101.0, 470.0, 343.3333333333333)"
11-01-2023 16:28:16.157366,"(10.0, 11.0, 10.656773211567732)","(1.6, 1.79, 1.7825837320574163)","(9.0, 10.5, 10.234496124031008)","(7.5, 8.4, 8.247390691114244)","(31.0, 50.0, 51.75675675675676)","(11.0, 14.5, 14.321875)","(21.0, 32.0, 32.35897435897436)","(101.0, 300.0, 291.6666666666667)","(101.0, 470.0, 310.0)"
11-01-2023 16:28:17.254514,"(10.0, 11.0, 10.683189655172415)","(1.6, 1.77, 1.768857142857143)","(9.0, 10.5, 10.272036474164134)","(7.5, 8.6, 7.922285714285715)","(31.0, 55.0, 52.61904761904762)","(11.0, 14.5, 14.588888888888889)","(21.0, 34.0, 32.45)","(101.0, 300.0, 294.0)","(101.0, 470.0, 331.8181818181818)"
11-01-2023 16:28:18.339755,"(10.0, 11.0, 10.700980392156863)","(1.6, 1.78, 1.7793498452012384)","(9.0, 10.5, 10.29203539823009)","(7.5, 8.0, 7.922285714285715)","(31.0, 55.0, 52.77777777777778)","(11.0, 15.0, 14.6340206185567)","(21.0, 34.0, 32.523809523809526)","(101.0, 300.0, 295.0)","(101.0, 470.0, 370.0)"
11-01-2023 16:28:19.418283,"(10.0, 11.0, 10.735872235872236)","(1.6, 1.78, 1.7746846846846847)","(9.0, 10.5, 10.395316804407713)","(7.5, 8.0, 8.144444444444444)","(31.0, 55.0, 52.4264705882353)","(11.0, 15.0, 14.716)","(21.0, 34.0, 32.588235294117645)","(101.0, 300.0, 295.7142857142857)","(101.0, 410.0, 355.0)"
11-01-2023 16:28:20.528822,"(10.0, 11.0, 10.709079283887467)","(1.6, 1.77, 1.7690338983050848)","(9.0, 10.5, 10.440340909090908)","(7.5, 8.2, 8.17222222222222)","(31.0, 55.0, 52.30769230769231)","(11.0, 15.0, 14.835365853658537)","(21.0, 34.0, 32.166666666666664)","(101.0, 300.0, 295.7142857142857)","(101.0, 410.0, 350.0)"
11-01-2023 16:28:21.614149,"(10.0, 11.0, 10.685830429732869)","(1.6, 1.78, 1.776723163841808)","(9.0, 10.5, 10.492447129909365)","(7.5, 8.2, 8.196078431372548)","(31.0, 55.0, 52.30769230769231)","(11.0, 15.0, 14.725409836065573)","(21.0, 34.0, 32.166666666666664)","(101.0, 300.0, 295.7142857142857)","(101.0, 450.0, 350.0)"
11-01-2023 16:28:22.687006,"(10.0, 11.0, 10.552152317880795)","(1.6, 1.77, 1.7692675635276531)","(9.0, 11.0, 10.67741935483871)","(7.5, 8.2, 8.140350877192981)","(31.0, 55.0, 52.17391304347826)","(11.0, 15.0, 14.723577235772357)","(21.0, 34.0, 32.166666666666664)","(101.0, 300.0, 295.7142857142857)","(101.0, 450.0, 350.0)"
11-01-2023 16:28:23.826186,"(10.0, 10.5, 10.4)","(1.6, 1.77, 1.7680827067669174)","(9.0, 11.0, 10.697309417040358)","(7.5, 8.2, 8.142465753424657)","(31.0, 55.0, 52.291666666666664)","(11.0, 15.0, 14.414473684210526)","(21.0, 34.0, 32.370370370370374)","(101.0, 300.0, 295.7142857142857)","(101.0, 450.0, 350.0)"
11-01-2023 16:28:24.933180,"(10.0, 10.5, 10.456683168316832)","(1.6, 1.76, 1.759336801040312)","(9.0, 11.0, 10.85645933014354)","(7.5, 8.2, 8.073239436619717)","(31.0, 55.0, 48.885714285714286)","(11.0, 14.5, 14.439102564102564)","(21.0, 34.0, 32.666666666666664)","(101.0, 300.0, 296.6666666666667)","(101.0, 450.0, 350.0)"
11-01-2023 16:28:26.108795,"(10.0, 10.5, 10.490304709141274)","(1.6, 1.77, 1.7657076780758556)","(9.0, 11.0, 10.887892376681615)","(7.5, 8.4, 8.230188679245284)","(31.0, 50.0, 48.885714285714286)","(11.0, 14.5, 14.450657894736842)","(21.0, 34.0, 32.666666666666664)","(101.0, 300.0, 296.6666666666667)","(101.0, 450.0, 350.0)"
11-01-2023 16:28:27.239179,"(10.0, 10.5, 10.41529411764706)","(1.6, 1.77, 1.7657076780758556)","(9.0, 11.0, 11.221052631578948)","(7.5, 8.4, 8.304918032786885)","(31.0, 50.0, 49.03703703703704)","(11.0, 14.5, 14.78048780487805)","(21.0, 34.0, 33.2093023255814)","(101.0, 300.0, 298.3333333333333)","(101.0, 450.0, 400.0)"
11-01-2023 16:28:28.333789,"(10.0, 11.0, 10.588926174496644)","(1.6, 1.74, 1.738547619047619)","(9.0, 11.5, 11.221052631578948)","(7.5, 8.4, 8.304918032786885)","(31.0, 50.0, 49.07692307692308)","(11.0, 15.0, 14.742105263157894)","(21.0, 34.0, 33.2093023255814)","(101.0, 300.0, 299.0)","(101.0, 450.0, 403.3333333333333)"
11-01-2023 16:28:29.468448,"(10.0, 11.0, 10.587458745874587)","(1.6, 1.74, 1.7360686015831135)","(9.0, 11.5, 11.336206896551724)","(7.5, 8.4, 8.307317073170731)","(31.0, 50.0, 49.01204819277108)","(11.0, 15.0, 14.372340425531915)","(21.0, 34.0, 33.028571428571425)","(101.0, 300.0, 299.0)","(101.0, 450.0, 415.0)"
11-01-2023 16:28:30.606369,"(9.0, 11.0, 10.587458745874587)","(1.6, 1.75, 1.7465070422535212)","(9.0, 11.5, 11.293969849246231)","(7.5, 8.4, 8.33763440860215)","(31.0, 50.0, 49.01204819277108)","(11.0, 14.5, 14.372340425531915)","(21.0, 34.0, 33.028571428571425)","(101.0, 300.0, 299.0)","(101.0, 520.0, 415.0)"
11-01-2023 16:28:31.715467,"(9.0, 11.0, 10.663329161451815)","(1.6, 1.74, 1.736953316953317)","(9.0, 11.5, 11.227626459143968)","(7.5, 8.6, 8.263414634146342)","(31.0, 50.0, 49.377049180327866)","(11.0, 14.5, 14.394472361809045)","(21.0, 34.0, 33.09090909090909)","(101.0, 300.0, 299.0)","(101.0, 520.0, 370.0)"
11-01-2023 16:28:32.813210,"(9.0, 11.0, 10.652005174644243)","(1.6, 1.74, 1.7314197530864197)","(9.0, 12.0, 11.72360248447205)","(7.5, 8.4, 8.276923076923076)","(31.0, 50.0, 49.714285714285715)","(11.0, 14.5, 14.394472361809045)","(21.0, 34.0, 33.09090909090909)","(101.0, 300.0, 299.0)","(101.0, 520.0, 410.0)"
11-01-2023 16:28:33.940642,"(9.0, 11.0, 10.655128205128205)","(1.6, 1.74, 1.7340526315789473)","(9.0, 12.0, 11.72360248447205)","(7.5, 8.4, 8.36111111111111)","(31.0, 50.0, 49.75)","(11.0, 14.5, 14.404639175257731)","(21.0, 34.0, 33.4)","(101.0, 300.0, 317.0)","(101.0, 500.0, 386.6666666666667)"
11-01-2023 16:28:35.054118,"(9.0, 11.0, 10.658195679796696)","(1.6, 1.73, 1.7280289855072464)","(9.0, 12.0, 11.728323699421965)","(7.5, 8.4, 8.36111111111111)","(31.0, 50.0, 49.86046511627907)","(11.0, 14.5, 14.415343915343914)","(21.0, 34.0, 33.81818181818182)","(101.0, 320.0, 374.61538461538464)","(101.0, 520.0, 444.0)"
11-01-2023 16:28:36.227286,"(10.0, 11.0, 10.654904306220097)","(1.6, 1.73, 1.7296381578947368)","(9.0, 12.0, 12.238372093023257)","(7.5, 8.4, 8.31042944785276)","(31.0, 50.0, 52.666666666666664)","(11.0, 14.5, 14.47289156626506)","(21.0, 34.0, 34.10526315789474)","(101.0, 390.0, 381.6666666666667)","(101.0, 520.0, 430.0)"
11-01-2023 16:28:37.434346,"(10.0, 11.0, 9.616585365853659)","(1.6, 1.73, 1.7219911504424779)","(9.0, 12.5, 12.244047619047619)","(7.5, 8.6, 8.501801801801802)","(31.0, 55.0, 50.55555555555556)","(11.0, 14.5, 14.62280701754386)","(21.0, 36.0, 36.06349206349206)","(101.0, 390.0, 442.3076923076923)","(101.0, 520.0, 387.5)"
11-01-2023 16:28:38.603115,"(10.0, 10.0, 9.94344827586207)","(1.6, 1.73, 1.728078250863061)","(9.0, 12.5, 12.263513513513514)","(7.5, 8.6, 8.495693779904306)","(31.0, 55.0, 50.55555555555556)","(11.0, 15.0, 14.364583333333334)","(21.0, 38.0, 36.21686746987952)","(101.0, 470.0, 416.9230769230769)","(101.0, 530.0, 387.5)"
11-01-2023 16:28:39.743155,"(10.0, 10.0, 9.925679758308158)","(1.6, 1.73, 1.7269884169884169)","(9.0, 12.5, 12.352941176470589)","(7.5, 8.6, 8.42060606060606)","(31.0, 55.0, 51.486486486486484)","(11.0, 14.5, 14.358552631578947)","(21.0, 38.0, 35.9277108433735)","(101.0, 440.0, 416.9230769230769)","(101.0, 530.0, 387.5)"
