,Coppola Bale,Besant Bale,Yellow Hawk,Tessa Poppy,Ferocious Betty,Trending Yale,Xyloid Bale,Kanji Waco
11-01-2023 18:31:14.856982,"(9.0, 15.0, 14.045454545454545)","(18.0, 28.0, 25.066666666666666)","(10.0, 12.5, 11.181818181818182)","(13.0, 21.0, 18.844827586206897)","(14.0, 30.0, 27.5)","(4.4, 5.3, 5.293525179856115)","(1.85, 2.2, 2.166666666666667)","(7.5, 15.0, 14.625)"
11-01-2023 18:31:16.151753,"(9.0, 15.0, 14.333333333333334)","(18.0, 28.0, 25.066666666666666)","(10.0, 12.5, 11.181818181818182)","(13.0, 21.0, 18.844827586206897)","(14.0, 30.0, 27.5)","(4.4, 5.3, 5.293525179856115)","(1.85, 2.2, 2.166666666666667)","(7.5, 15.0, 14.625)"
11-01-2023 18:31:17.566888,"(9.0, 15.0, 14.333333333333334)","(18.0, 28.0, 25.066666666666666)","(10.0, 12.5, 11.2)","(13.0, 21.0, 18.844827586206897)","(14.0, 30.0, 27.5)","(4.4, 5.3, 5.293525179856115)","(1.85, 2.2, 2.159090909090909)","(7.5, 15.0, 14.625)"
11-01-2023 18:31:19.048763,"(9.0, 15.0, 14.125)","(18.0, 28.0, 25.066666666666666)","(10.0, 12.5, 11.181818181818182)","(13.0, 21.0, 18.844827586206897)","(14.0, 30.0, 27.5)","(4.4, 5.3, 5.293525179856115)","(1.85, 2.2, 2.1653846153846157)","(7.5, 15.0, 14.75)"
11-01-2023 18:31:20.475821,"(9.0, 15.0, 14.333333333333334)","(18.0, 28.0, 25.066666666666666)","(10.0, 12.5, 11.23076923076923)","(13.0, 21.0, 18.844827586206897)","(14.0, 30.0, 27.5)","(4.4, 5.3, 5.370588235294117)","(1.85, 2.12, 2.100896860986547)","(7.5, 15.5, 14.59090909090909)"
11-01-2023 18:31:22.440078,"(9.0, 15.0, 14.333333333333334)","(18.0, 28.0, 25.066666666666666)","(10.0, 12.5, 11.23076923076923)","(13.0, 21.0, 18.844827586206897)","(14.0, 30.0, 27.5)","(4.4, 5.5, 5.374074074074074)","(1.85, 2.12, 2.100896860986547)","(7.5, 15.5, 14.5)"
11-01-2023 18:31:23.981575,"(9.0, 15.0, 14.333333333333334)","(18.0, 28.0, 25.066666666666666)","(10.0, 12.5, 11.2)","(13.0, 21.0, 18.580645161290324)","(14.0, 30.0, 27.5)","(4.4, 5.5, 5.483458646616541)","(1.85, 2.12, 2.1008)","(7.5, 15.5, 14.357142857142858)"
11-01-2023 18:31:25.283030,"(9.0, 15.0, 14.333333333333334)","(18.0, 28.0, 25.066666666666666)","(10.0, 12.5, 11.2)","(13.0, 21.0, 18.580645161290324)","(14.0, 30.0, 27.5)","(4.4, 5.5, 5.483458646616541)","(1.85, 2.12, 2.0811336032388663)","(7.5, 15.5, 14.5)"
11-01-2023 18:31:26.592397,"(9.0, 15.0, 14.555555555555555)","(18.0, 28.0, 25.066666666666666)","(10.0, 12.5, 11.2)","(13.0, 21.0, 18.580645161290324)","(14.0, 30.0, 27.5)","(4.4, 5.5, 5.483458646616541)","(1.85, 2.12, 2.0811336032388663)","(7.5, 15.5, 14.5)"
11-01-2023 18:31:27.953060,"(9.0, 15.0, 14.555555555555555)","(18.0, 28.0, 25.066666666666666)","(10.0, 12.5, 11.2)","(13.0, 21.0, 18.580645161290324)","(14.0, 30.0, 27.5)","(4.4, 5.5, 5.483458646616541)","(1.85, 2.12, 2.0811336032388663)","(7.5, 15.5, 14.5)"
11-01-2023 18:31:29.275892,"(9.0, 15.0, 14.555555555555555)","(18.0, 28.0, 25.066666666666666)","(10.0, 12.5, 11.2)","(13.0, 21.0, 18.580645161290324)","(14.0, 30.0, 27.5)","(4.4, 5.5, 5.483458646616541)","(1.85, 2.12, 2.0811336032388663)","(7.5, 15.5, 14.75)"
11-01-2023 18:31:30.625807,"(10.0, 15.0, 14.555555555555555)","(19.0, 28.0, 25.5)","(10.0, 12.5, 12.02)","(14.0, 21.0, 20.04)","(15.0, 30.0, 27.77777777777778)","(4.4, 5.5, 5.462857142857143)","(1.75, 2.12, 2.0231521739130436)","(8.0, 15.5, 15.2)"
11-01-2023 18:31:31.890100,"(10.0, 15.0, 14.9)","(19.0, 28.0, 25.5)","(10.0, 12.5, 12.02)","(14.0, 21.0, 20.04)","(15.0, 30.0, 28.57894736842105)","(4.4, 5.5, 5.761904761904762)","(1.75, 2.04, 2.0209411764705885)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:31:33.192995,"(10.0, 19.0, 17.25)","(19.0, 28.0, 26.0)","(10.0, 12.5, 11.444444444444445)","(14.0, 21.0, 19.0)","(15.0, 30.0, 28.071428571428573)","(4.4, 5.8, 5.722222222222222)","(1.75, 2.04, 2.0209411764705885)","(8.0, 16.0, 15.85)"
11-01-2023 18:31:34.426139,"(10.0, 18.5, 17.5)","(19.0, 28.0, 26.0)","(10.0, 12.5, 11.4)","(14.0, 21.0, 19.0)","(15.0, 30.0, 28.071428571428573)","(4.4, 5.8, 5.7555555555555555)","(1.75, 2.04, 2.001098901098901)","(8.0, 16.0, 15.85)"
11-01-2023 18:31:35.698581,"(10.0, 18.5, 18.214285714285715)","(19.0, 28.0, 26.0)","(10.0, 12.5, 11.4)","(14.0, 21.0, 19.0)","(15.0, 30.0, 28.071428571428573)","(4.4, 5.8, 5.7555555555555555)","(1.75, 2.02, 2.0045045045045047)","(8.0, 16.0, 15.85)"
11-01-2023 18:31:36.988065,"(10.0, 18.5, 18.27777777777778)","(19.0, 28.0, 26.0)","(10.0, 12.5, 11.4)","(14.0, 21.0, 19.064516129032256)","(15.0, 30.0, 28.071428571428573)","(4.4, 5.8, 5.7555555555555555)","(1.75, 2.02, 2.002268041237113)","(8.0, 16.0, 15.85)"
11-01-2023 18:31:38.339433,"(10.0, 18.5, 18.27777777777778)","(19.0, 28.0, 26.0)","(10.0, 12.5, 11.4)","(14.0, 21.0, 19.064516129032256)","(15.0, 30.0, 28.071428571428573)","(4.4, 5.8, 5.7555555555555555)","(1.75, 2.02, 2.002268041237113)","(8.0, 16.0, 15.85)"
11-01-2023 18:31:39.749032,"(10.0, 18.5, 18.27777777777778)","(19.0, 28.0, 26.0)","(10.0, 12.5, 11.4)","(14.0, 21.0, 19.064516129032256)","(15.0, 30.0, 28.071428571428573)","(4.4, 5.8, 5.7555555555555555)","(1.75, 2.02, 2.002268041237113)","(8.0, 16.0, 15.85)"
11-01-2023 18:31:41.080389,"(10.0, 18.5, 17.227272727272727)","(19.0, 28.0, 26.0)","(10.0, 12.5, 11.4)","(14.0, 21.0, 19.4375)","(15.0, 30.0, 28.071428571428573)","(4.4, 5.8, 5.923076923076923)","(1.75, 2.02, 2.0001351351351353)","(8.0, 16.0, 15.75)"
11-01-2023 18:31:42.476634,"(10.0, 18.5, 17.625)","(19.0, 28.0, 26.0)","(10.0, 12.0, 11.4)","(14.0, 20.0, 19.055555555555557)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 5.846511627906977)","(1.75, 2.02, 2.009375)","(8.0, 16.0, 15.85)"
11-01-2023 18:31:43.707645,"(10.0, 18.0, 17.318181818181817)","(19.0, 28.0, 26.0)","(10.0, 12.0, 11.117647058823529)","(14.0, 20.0, 18.785714285714285)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 5.914285714285715)","(1.75, 2.02, 2.0258333333333334)","(8.0, 16.0, 15.85)"
11-01-2023 18:31:44.910608,"(10.0, 18.0, 17.318181818181817)","(19.0, 28.0, 26.0)","(10.0, 12.0, 11.117647058823529)","(14.0, 20.0, 18.785714285714285)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 5.914285714285715)","(1.75, 2.04, 2.0258333333333334)","(8.0, 16.0, 15.7)"
11-01-2023 18:31:46.161662,"(10.0, 18.0, 16.86)","(19.0, 28.0, 26.0)","(10.0, 12.0, 11.117647058823529)","(14.0, 20.0, 18.785714285714285)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 5.907692307692308)","(1.75, 2.04, 2.0258333333333334)","(8.0, 16.0, 15.7)"
11-01-2023 18:31:47.392675,"(10.0, 18.0, 16.86)","(19.0, 28.0, 26.0)","(10.0, 12.0, 11.117647058823529)","(14.0, 20.0, 18.785714285714285)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 5.907692307692308)","(1.75, 2.04, 2.0238095238095237)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:31:48.705384,"(10.0, 18.0, 16.86)","(19.0, 28.0, 26.0)","(10.0, 12.0, 11.117647058823529)","(14.0, 20.0, 18.785714285714285)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 5.907692307692308)","(1.75, 2.04, 2.0238095238095237)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:31:49.868208,"(10.0, 18.0, 16.86)","(19.0, 28.0, 26.0)","(10.0, 12.0, 11.117647058823529)","(14.0, 20.0, 18.785714285714285)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 5.907692307692308)","(1.75, 2.04, 2.0238095238095237)","(8.0, 16.0, 15.7)"
11-01-2023 18:31:51.125430,"(10.0, 18.0, 17.0)","(19.0, 28.0, 26.0)","(10.0, 12.0, 11.117647058823529)","(14.0, 20.0, 18.944444444444443)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 5.914285714285715)","(1.75, 2.04, 2.025714285714286)","(8.0, 16.0, 15.7)"
11-01-2023 18:31:52.355746,"(10.0, 17.5, 16.5625)","(19.0, 28.0, 26.0)","(10.0, 12.0, 11.078947368421053)","(14.0, 19.5, 17.13157894736842)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 5.907692307692308)","(1.75, 2.04, 2.0323076923076924)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:31:53.624676,"(10.0, 17.5, 16.375)","(19.0, 28.0, 26.0)","(10.0, 11.5, 10.866666666666667)","(14.0, 19.5, 17.035714285714285)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 5.943902439024391)","(1.75, 2.04, 2.036)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:31:54.914406,"(10.0, 17.5, 16.375)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.666666666666666)","(14.0, 19.0, 16.941176470588236)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.014285714285714)","(1.75, 2.04, 2.036)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:31:56.205831,"(10.0, 17.5, 16.375)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.666666666666666)","(14.0, 19.0, 17.38888888888889)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.051428571428572)","(1.75, 2.04, 2.0455555555555556)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:31:57.476989,"(10.0, 17.5, 16.375)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.666666666666666)","(14.0, 18.5, 16.285714285714285)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.051428571428572)","(1.75, 2.06, 2.0478048780487805)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:31:58.666929,"(10.0, 17.5, 16.375)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.666666666666666)","(14.0, 18.0, 16.73076923076923)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.051428571428572)","(1.75, 2.08, 2.0571428571428574)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:31:59.923161,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.666666666666666)","(14.0, 17.5, 15.833333333333334)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.051428571428572)","(1.75, 2.08, 2.066666666666667)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:32:01.020403,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.619047619047619)","(14.0, 17.5, 15.5)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.032258064516129)","(1.75, 2.08, 2.066666666666667)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:32:02.207506,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.619047619047619)","(14.0, 17.5, 15.5)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.032258064516129)","(1.75, 2.08, 2.0695652173913044)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:32:03.395387,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.619047619047619)","(14.0, 17.5, 15.5)","(15.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.083333333333333)","(1.75, 2.08, 2.066153846153846)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:32:04.558163,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.619047619047619)","(14.0, 17.5, 16.384615384615383)","(16.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.108333333333333)","(1.75, 2.08, 2.066153846153846)","(8.0, 16.0, 15.833333333333334)"
11-01-2023 18:32:05.738038,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.592592592592593)","(14.0, 17.0, 15.782608695652174)","(16.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.108333333333333)","(1.75, 2.08, 2.066153846153846)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:06.851215,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.592592592592593)","(14.0, 17.0, 15.782608695652174)","(16.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.108333333333333)","(1.75, 2.08, 2.066153846153846)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:07.990946,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.592592592592593)","(14.0, 17.0, 15.782608695652174)","(16.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.05)","(1.75, 2.08, 2.06)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:09.120084,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.592592592592593)","(14.0, 17.0, 15.67142857142857)","(16.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.178260869565218)","(1.75, 2.08, 2.0533333333333332)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:10.270739,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.592592592592593)","(14.0, 17.0, 15.764705882352942)","(16.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.178260869565218)","(1.75, 2.08, 2.0533333333333332)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:11.417976,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.727272727272727)","(14.0, 16.0, 15.764705882352942)","(16.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.178260869565218)","(1.75, 2.08, 2.062222222222222)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:12.585260,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.666666666666666)","(14.0, 16.0, 15.5)","(16.0, 30.0, 28.071428571428573)","(4.4, 6.2, 6.321739130434783)","(1.75, 2.08, 2.062222222222222)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:13.765513,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.666666666666666)","(14.0, 16.0, 15.416666666666666)","(16.0, 30.0, 28.071428571428573)","(4.4, 6.4, 6.358333333333333)","(1.75, 2.08, 2.062222222222222)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:14.947859,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.678571428571429)","(14.0, 16.0, 15.416666666666666)","(16.0, 30.0, 28.2)","(4.4, 6.4, 6.358333333333333)","(1.75, 2.08, 2.062222222222222)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:15.997537,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.678571428571429)","(14.0, 16.0, 15.416666666666666)","(16.0, 30.0, 28.2)","(4.4, 6.4, 6.358333333333333)","(1.75, 2.08, 2.05)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:17.035445,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.678571428571429)","(14.0, 16.0, 15.166666666666666)","(16.0, 30.0, 28.2)","(4.4, 6.4, 6.358333333333333)","(1.75, 2.08, 2.056774193548387)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:18.165501,"(10.0, 17.5, 16.166666666666668)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.678571428571429)","(14.0, 16.0, 15.166666666666666)","(16.0, 30.0, 28.2)","(4.4, 6.4, 6.358333333333333)","(1.75, 2.08, 2.0512)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:19.321720,"(10.0, 17.5, 16.357142857142858)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.678571428571429)","(14.0, 16.0, 15.166666666666666)","(16.0, 30.0, 28.2)","(4.4, 6.4, 6.358333333333333)","(1.75, 2.08, 2.0636363636363635)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:20.498363,"(10.0, 17.5, 16.166666666666668)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.678571428571429)","(14.0, 16.0, 14.928571428571429)","(16.0, 30.0, 28.2)","(4.4, 6.4, 6.3939393939393945)","(1.75, 2.08, 2.048)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:21.638885,"(10.0, 17.5, 15.81578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.678571428571429)","(14.0, 15.0, 14.0625)","(16.0, 30.0, 28.2)","(4.4, 6.4, 6.461538461538462)","(1.75, 2.06, 2.048)","(8.0, 16.0, 15.90909090909091)"
11-01-2023 18:32:22.741847,"(10.0, 17.5, 15.81578947368421)","(19.0, 28.0, 26.0)","(10.0, 11.0, 10.678571428571429)","(14.0, 15.0, 14.1)","(16.0, 30.0, 28.2)","(4.4, 6.6, 6.696296296296296)","(1.75, 2.06, 2.0325)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:23.858418,"(10.0, 17.5, 16.108695652173914)","(19.0, 28.0, 26.571428571428573)","(10.0, 11.0, 10.565217391304348)","(14.0, 15.0, 14.25)","(16.0, 30.0, 27.94736842105263)","(4.4, 6.8, 6.688888888888888)","(1.75, 2.04, 2.0290909090909093)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:24.975394,"(10.0, 17.5, 16.108695652173914)","(19.0, 28.0, 26.46153846153846)","(10.0, 11.0, 10.565217391304348)","(14.0, 15.0, 13.982142857142858)","(16.0, 30.0, 27.94736842105263)","(4.4, 6.8, 6.699999999999999)","(1.75, 2.04, 2.0290909090909093)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:26.133941,"(10.0, 17.5, 16.108695652173914)","(19.0, 28.0, 24.923076923076923)","(10.0, 11.0, 10.565217391304348)","(14.0, 15.0, 13.982142857142858)","(16.0, 30.0, 27.94736842105263)","(4.4, 6.8, 6.699999999999999)","(1.75, 2.04, 2.026666666666667)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:27.360270,"(10.0, 17.5, 16.314814814814813)","(19.0, 28.0, 23.384615384615383)","(10.0, 11.0, 10.565217391304348)","(14.0, 15.0, 13.982142857142858)","(16.0, 30.0, 27.94736842105263)","(4.4, 6.8, 6.699999999999999)","(1.75, 2.04, 2.026666666666667)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:28.575627,"(10.0, 17.5, 16.108695652173914)","(19.0, 28.0, 23.384615384615383)","(10.0, 11.0, 10.565217391304348)","(14.0, 15.0, 13.982142857142858)","(16.0, 30.0, 27.94736842105263)","(4.4, 6.8, 6.660869565217391)","(1.75, 2.04, 2.0247619047619048)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:29.710643,"(10.0, 17.5, 16.314814814814813)","(19.0, 28.0, 24.608695652173914)","(10.0, 11.0, 10.565217391304348)","(14.0, 15.0, 13.982142857142858)","(16.0, 30.0, 27.94736842105263)","(4.4, 6.8, 6.660869565217391)","(1.75, 2.04, 2.0247619047619048)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:30.894051,"(10.0, 17.5, 16.314814814814813)","(19.0, 28.0, 24.608695652173914)","(10.0, 11.0, 10.565217391304348)","(14.0, 15.0, 13.982142857142858)","(16.0, 30.0, 27.94736842105263)","(4.4, 6.8, 6.660869565217391)","(1.75, 2.04, 2.0247619047619048)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:31.964393,"(10.0, 17.5, 16.314814814814813)","(19.0, 28.0, 24.608695652173914)","(10.0, 11.0, 10.565217391304348)","(14.0, 15.0, 13.928571428571429)","(16.0, 30.0, 27.4)","(4.4, 6.8, 6.64)","(1.75, 2.04, 2.021176470588235)","(8.0, 16.0, 15.875)"
11-01-2023 18:32:33.054392,"(10.0, 17.5, 15.81578947368421)","(19.0, 28.0, 24.608695652173914)","(10.0, 11.0, 10.473684210526315)","(14.0, 15.0, 13.928571428571429)","(16.0, 30.0, 27.4)","(4.4, 6.8, 6.711111111111111)","(1.75, 2.04, 2.013333333333333)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:34.206103,"(10.0, 17.5, 16.108695652173914)","(19.0, 28.0, 24.608695652173914)","(10.0, 11.0, 10.642857142857142)","(14.0, 15.0, 14.0625)","(16.0, 30.0, 27.4)","(4.4, 6.8, 6.703030303030303)","(1.75, 2.04, 1.9938461538461538)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:35.382129,"(10.0, 17.5, 16.3)","(19.0, 28.0, 24.608695652173914)","(10.0, 11.0, 10.642857142857142)","(14.0, 15.0, 14.0625)","(16.0, 30.0, 27.4)","(4.4, 6.8, 6.703030303030303)","(1.75, 2.04, 1.99125)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:36.616304,"(10.0, 17.5, 16.31578947368421)","(19.0, 28.0, 25.17391304347826)","(10.0, 11.0, 10.642857142857142)","(14.0, 15.0, 14.0625)","(16.0, 30.0, 27.4)","(4.4, 6.8, 6.64)","(1.75, 2.04, 2.01)","(8.0, 16.0, 15.9)"
11-01-2023 18:32:37.903898,"(10.0, 17.5, 16.375)","(19.0, 28.0, 25.5)","(10.0, 11.0, 10.75)","(14.0, 15.0, 15.857142857142858)","(16.0, 30.0, 27.4)","(4.4, 6.8, 6.64)","(1.75, 2.04, 1.9989473684210526)","(8.0, 16.0, 15.928571428571429)"
11-01-2023 18:32:39.118357,"(10.0, 17.5, 16.375)","(19.0, 28.0, 27.0625)","(10.0, 11.0, 10.565217391304348)","(14.0, 16.0, 17.1)","(16.0, 30.0, 27.545454545454547)","(4.4, 6.8, 6.6)","(1.75, 2.04, 1.9832258064516128)","(8.0, 16.0, 15.928571428571429)"
11-01-2023 18:32:40.317556,"(10.0, 17.5, 16.108695652173914)","(19.0, 28.0, 26.5)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.772727272727273)","(16.0, 30.0, 27.545454545454547)","(4.4, 6.8, 6.6)","(1.75, 2.04, 1.9914285714285713)","(8.0, 16.0, 15.928571428571429)"
11-01-2023 18:32:41.533891,"(10.0, 17.5, 16.108695652173914)","(19.0, 38.0, 34.666666666666664)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.82608695652174)","(16.0, 30.0, 27.545454545454547)","(4.4, 6.8, 6.6)","(1.75, 2.02, 1.9842857142857142)","(8.0, 16.0, 15.928571428571429)"
11-01-2023 18:32:42.606844,"(10.0, 17.5, 16.108695652173914)","(19.0, 38.0, 30.22222222222222)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.82608695652174)","(16.0, 30.0, 27.545454545454547)","(4.4, 6.8, 6.666666666666667)","(1.75, 2.02, 1.9849999999999999)","(8.0, 16.0, 15.928571428571429)"
11-01-2023 18:32:43.738399,"(10.0, 17.5, 16.108695652173914)","(19.0, 38.0, 31.714285714285715)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.82608695652174)","(16.0, 30.0, 27.545454545454547)","(4.4, 6.8, 6.733333333333333)","(1.75, 2.0, 1.98125)","(8.0, 16.0, 15.928571428571429)"
11-01-2023 18:32:44.901447,"(10.0, 17.5, 16.108695652173914)","(19.0, 36.0, 29.80952380952381)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.82608695652174)","(16.0, 30.0, 27.545454545454547)","(4.4, 6.8, 6.733333333333333)","(1.75, 2.0, 1.98125)","(8.0, 16.0, 15.928571428571429)"
11-01-2023 18:32:46.096887,"(10.0, 17.5, 16.108695652173914)","(19.0, 36.0, 29.80952380952381)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.82608695652174)","(16.0, 30.0, 27.545454545454547)","(4.4, 6.8, 6.733333333333333)","(1.75, 2.0, 1.984)","(8.0, 16.0, 15.958333333333334)"
11-01-2023 18:32:47.232509,"(10.0, 17.5, 16.108695652173914)","(19.0, 36.0, 29.80952380952381)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.82608695652174)","(16.0, 30.0, 27.545454545454547)","(4.4, 6.8, 6.733333333333333)","(1.75, 2.0, 1.984)","(8.0, 16.0, 15.958333333333334)"
11-01-2023 18:32:48.356364,"(10.0, 17.5, 16.108695652173914)","(19.0, 36.0, 29.80952380952381)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.82608695652174)","(16.0, 30.0, 27.545454545454547)","(4.4, 6.8, 6.733333333333333)","(1.75, 2.0, 1.975)","(8.0, 16.0, 15.958333333333334)"
11-01-2023 18:32:49.368014,"(10.0, 17.5, 16.108695652173914)","(19.0, 36.0, 28.77777777777778)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.96153846153846)","(16.0, 30.0, 27.545454545454547)","(4.4, 6.8, 6.733333333333333)","(1.75, 1.99, 1.975)","(8.0, 16.0, 15.958333333333334)"
11-01-2023 18:32:50.454418,"(10.0, 17.5, 16.108695652173914)","(19.0, 36.0, 28.77777777777778)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.96153846153846)","(16.0, 30.0, 27.545454545454547)","(4.4, 6.8, 7.125179856115108)","(1.75, 1.99, 1.9675)","(8.0, 16.0, 15.958333333333334)"
11-01-2023 18:32:51.585629,"(10.0, 17.5, 16.108695652173914)","(19.0, 36.0, 28.77777777777778)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.96153846153846)","(16.0, 30.0, 27.545454545454547)","(4.4, 7.2, 7.149629629629629)","(1.75, 1.99, 1.9533333333333334)","(8.0, 16.0, 15.958333333333334)"
11-01-2023 18:32:52.753519,"(10.0, 17.5, 16.108695652173914)","(19.0, 36.0, 28.77777777777778)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.96153846153846)","(16.0, 30.0, 27.545454545454547)","(4.4, 7.2, 7.1466666666666665)","(1.75, 1.96, 1.9533333333333334)","(8.0, 16.0, 15.958333333333334)"
11-01-2023 18:32:54.026095,"(10.0, 17.5, 16.108695652173914)","(19.0, 36.0, 29.88888888888889)","(10.0, 11.0, 10.565217391304348)","(14.0, 18.0, 16.96153846153846)","(16.0, 30.0, 27.545454545454547)","(4.4, 7.2, 7.096)","(1.75, 1.96, 1.9618181818181817)","(8.0, 16.0, 15.958333333333334)"
