,Claim The Crown,Kirkeby,Field Legend,Graces Secret,Chenin,Segrill,Bowery Breeze,Ladies Gem
11-01-2023 15:02:17.423717,"(4.8, 5.3, 5.170588235294117)","(10.0, 15.0, 14.317460317460318)","(8.5, 10.0, 9.94059405940594)","(21.0, 30.0, 29.8)","(2.7, 3.2, 3.1111710323574733)","(21.0, 27.0, 25.8)","(4.2, 4.8, 4.712280701754386)","(20.0, 26.0, 25.285714285714285)"
11-01-2023 15:02:18.661804,"(4.8, 5.2, 5.1521739130434785)","(10.0, 15.0, 14.338461538461539)","(8.5, 10.0, 10.011538461538462)","(21.0, 30.0, 29.857142857142858)","(2.7, 3.2, 3.166696009389671)","(21.0, 27.0, 25.8)","(4.2, 4.8, 4.736708860759494)","(20.0, 26.0, 24.88888888888889)"
11-01-2023 15:02:19.862419,"(4.8, 5.2, 5.1521739130434785)","(10.0, 15.0, 14.338461538461539)","(8.5, 10.5, 9.96338028169014)","(21.0, 32.0, 29.857142857142858)","(2.7, 3.2, 3.170662905500705)","(21.0, 27.0, 25.8)","(4.2, 4.8, 4.73006993006993)","(20.0, 26.0, 24.88888888888889)"
11-01-2023 15:02:20.947331,"(4.8, 5.3, 5.136923076923076)","(10.0, 15.0, 14.338461538461539)","(8.5, 10.5, 9.96338028169014)","(21.0, 32.0, 29.857142857142858)","(2.7, 3.2, 3.171833084947839)","(21.0, 27.0, 25.829268292682926)","(4.2, 4.8, 4.73006993006993)","(20.0, 26.0, 24.88888888888889)"
11-01-2023 15:02:22.200201,"(4.8, 5.3, 5.272680412371134)","(10.0, 15.0, 14.338461538461539)","(8.5, 10.5, 9.87394366197183)","(21.0, 32.0, 29.857142857142858)","(2.7, 3.2, 3.1716227018385292)","(21.0, 27.0, 25.944444444444443)","(4.2, 4.8, 4.73006993006993)","(20.0, 26.0, 24.88888888888889)"
11-01-2023 15:02:23.460034,"(4.8, 5.3, 5.282269503546099)","(10.0, 15.0, 14.317460317460318)","(8.5, 10.5, 9.831578947368422)","(21.0, 32.0, 29.857142857142858)","(2.7, 3.2, 3.1723304754481685)","(21.0, 27.0, 25.774193548387096)","(4.2, 4.8, 4.728571428571429)","(20.0, 26.0, 24.88888888888889)"
11-01-2023 15:02:24.776239,"(4.8, 5.3, 5.292173913043478)","(10.0, 15.0, 14.241379310344827)","(8.5, 10.5, 9.831578947368422)","(21.0, 32.0, 29.857142857142858)","(2.7, 3.2, 3.1723304754481685)","(21.0, 27.0, 25.774193548387096)","(4.2, 4.8, 4.728571428571429)","(20.0, 26.0, 25.0)"
11-01-2023 15:02:26.053079,"(4.8, 5.3, 5.318435754189944)","(11.0, 15.0, 14.241379310344827)","(8.5, 10.5, 9.831578947368422)","(21.0, 32.0, 30.571428571428573)","(2.7, 3.2, 3.1163765822784812)","(21.0, 27.0, 26.0)","(4.2, 4.8, 4.728571428571429)","(20.0, 26.0, 25.0)"
11-01-2023 15:02:27.494038,"(4.8, 5.4, 5.291735537190083)","(11.0, 15.0, 14.241379310344827)","(8.5, 10.5, 9.87394366197183)","(21.0, 32.0, 29.857142857142858)","(2.7, 3.15, 3.1163765822784812)","(21.0, 27.0, 26.25)","(4.2, 4.8, 4.728571428571429)","(20.0, 26.0, 24.88888888888889)"
11-01-2023 15:02:28.750095,"(4.6, 5.4, 5.291735537190083)","(11.0, 15.0, 14.153846153846153)","(8.5, 10.5, 9.87394366197183)","(21.0, 32.0, 29.857142857142858)","(2.7, 3.15, 3.1163765822784812)","(21.0, 27.0, 26.25)","(4.2, 4.8, 4.728571428571429)","(20.0, 26.0, 25.166666666666668)"
11-01-2023 15:02:30.282540,"(4.6, 5.4, 5.309027777777778)","(11.0, 15.0, 14.127659574468085)","(8.5, 10.5, 9.87394366197183)","(21.0, 32.0, 30.571428571428573)","(2.7, 3.15, 3.1567065868263473)","(21.0, 27.0, 26.25)","(4.2, 4.8, 4.752976190476191)","(20.0, 26.0, 25.166666666666668)"
11-01-2023 15:02:31.634446,"(4.6, 5.4, 5.309027777777778)","(11.0, 15.0, 14.115384615384615)","(8.5, 10.5, 9.87394366197183)","(21.0, 32.0, 29.857142857142858)","(2.7, 3.2, 3.1567065868263473)","(21.0, 27.0, 25.956521739130434)","(4.2, 4.8, 4.76010101010101)","(20.0, 26.0, 25.166666666666668)"
11-01-2023 15:02:33.451585,"(4.6, 5.3, 5.296478873239437)","(11.0, 15.0, 14.189655172413794)","(8.5, 10.5, 9.985135135135135)","(21.0, 32.0, 29.857142857142858)","(2.7, 3.2, 3.1528067885117492)","(21.0, 27.0, 25.956521739130434)","(4.2, 4.8, 4.751533742331288)","(20.0, 26.0, 25.166666666666668)"
11-01-2023 15:02:34.890923,"(4.6, 5.3, 5.302238805970149)","(11.0, 14.5, 14.114035087719298)","(8.5, 10.5, 9.841481481481482)","(21.0, 32.0, 29.857142857142858)","(2.7, 3.2, 3.152485549132948)","(21.0, 27.0, 26.583333333333332)","(4.2, 4.8, 4.626090468497576)","(20.0, 26.0, 25.166666666666668)"
11-01-2023 15:02:36.472064,"(4.6, 5.4, 5.296442687747036)","(11.0, 14.5, 14.114035087719298)","(8.5, 10.5, 9.886896551724139)","(21.0, 32.0, 29.8)","(2.7, 3.2, 3.154685777287762)","(21.0, 27.0, 26.583333333333332)","(4.2, 4.7, 4.620172684458399)","(20.0, 26.0, 25.166666666666668)"
11-01-2023 15:02:38.048944,"(4.6, 5.4, 5.300757575757576)","(11.0, 14.5, 14.114035087719298)","(8.5, 10.5, 9.87832167832168)","(21.0, 30.0, 29.8)","(2.7, 3.2, 3.1585341365461845)","(21.0, 27.0, 26.583333333333332)","(4.2, 4.7, 4.6126288659793815)","(20.0, 26.0, 25.166666666666668)"
11-01-2023 15:02:39.491194,"(4.6, 5.4, 5.305263157894737)","(11.0, 14.5, 14.114035087719298)","(8.5, 10.5, 9.87832167832168)","(21.0, 30.0, 29.8)","(2.7, 3.2, 3.1570364238410598)","(21.0, 27.0, 26.375)","(4.2, 4.7, 4.6126288659793815)","(20.0, 26.0, 25.166666666666668)"
11-01-2023 15:02:40.973538,"(4.6, 5.4, 5.305263157894737)","(11.0, 14.5, 14.114035087719298)","(8.5, 10.5, 9.90873786407767)","(21.0, 30.0, 29.833333333333332)","(2.7, 3.2, 3.1570364238410598)","(21.0, 27.0, 26.210526315789473)","(4.2, 4.7, 4.6126288659793815)","(20.0, 26.0, 25.142857142857142)"
11-01-2023 15:02:42.345730,"(4.6, 5.4, 5.305263157894737)","(11.0, 14.5, 14.114035087719298)","(8.5, 10.5, 9.884848484848485)","(21.0, 30.0, 29.224489795918366)","(2.7, 3.2, 3.1570364238410598)","(21.0, 27.0, 26.375)","(4.2, 4.7, 4.6126288659793815)","(20.0, 26.0, 25.142857142857142)"
11-01-2023 15:02:43.946784,"(4.6, 5.4, 5.303076923076923)","(11.0, 14.5, 14.114035087719298)","(8.5, 10.5, 9.848091603053435)","(21.0, 34.0, 29.25)","(2.7, 3.2, 3.1558673469387752)","(21.0, 27.0, 26.375)","(4.2, 4.7, 4.612251941328731)","(20.0, 26.0, 25.666666666666668)"
11-01-2023 15:02:45.225202,"(4.6, 5.4, 5.303076923076923)","(11.0, 14.5, 14.114035087719298)","(8.5, 10.5, 9.85212765957447)","(21.0, 34.0, 29.476190476190474)","(2.8, 3.2, 3.1564126394052043)","(21.0, 27.0, 26.25)","(4.2, 4.7, 4.612251941328731)","(20.0, 26.0, 25.666666666666668)"
11-01-2023 15:02:46.564955,"(4.6, 5.4, 5.303076923076923)","(11.0, 14.5, 14.114035087719298)","(8.5, 10.5, 9.840833333333334)","(21.0, 34.0, 29.365853658536587)","(2.8, 3.2, 3.1564126394052043)","(21.0, 27.0, 26.25)","(4.2, 4.7, 4.612251941328731)","(20.0, 26.0, 25.714285714285715)"
11-01-2023 15:02:47.858259,"(4.6, 5.4, 5.3121338912133895)","(11.0, 14.5, 13.988372093023255)","(8.5, 10.5, 9.965540540540541)","(21.0, 34.0, 29.346938775510203)","(2.8, 3.2, 3.1564935064935065)","(21.0, 27.0, 26.25)","(4.2, 4.7, 4.603951890034364)","(20.0, 26.0, 25.714285714285715)"
11-01-2023 15:02:49.078557,"(4.6, 5.4, 5.3121338912133895)","(11.0, 14.5, 13.988372093023255)","(8.5, 10.5, 9.965540540540541)","(21.0, 34.0, 29.346938775510203)","(2.8, 3.2, 3.150228832951945)","(21.0, 27.0, 26.25)","(4.2, 4.7, 4.603951890034364)","(20.0, 26.0, 25.714285714285715)"
11-01-2023 15:02:50.314492,"(4.6, 5.4, 5.31025641025641)","(11.0, 14.5, 13.733333333333333)","(8.5, 10.5, 9.965540540540541)","(21.0, 34.0, 29.346938775510203)","(2.8, 3.2, 3.134870848708487)","(21.0, 27.0, 26.25)","(4.2, 4.7, 4.603951890034364)","(20.0, 26.0, 25.444444444444443)"
11-01-2023 15:02:51.542143,"(4.6, 5.4, 5.31025641025641)","(11.0, 14.0, 13.764705882352942)","(8.5, 10.5, 9.996)","(21.0, 34.0, 30.607142857142858)","(2.8, 3.15, 3.141941391941392)","(21.0, 27.0, 26.142857142857142)","(4.2, 4.7, 4.606129303106632)","(20.0, 26.0, 26.214285714285715)"
11-01-2023 15:02:52.836104,"(4.6, 5.4, 5.325531914893617)","(11.0, 14.0, 13.75)","(8.5, 10.0, 10.061832061068703)","(21.0, 34.0, 30.607142857142858)","(2.8, 3.2, 3.134802431610942)","(21.0, 29.0, 28.555555555555557)","(4.2, 4.7, 4.606129303106632)","(20.0, 28.0, 26.484848484848484)"
11-01-2023 15:02:54.061463,"(4.6, 5.4, 5.325531914893617)","(11.0, 14.0, 13.75)","(8.5, 10.5, 10.061832061068703)","(21.0, 34.0, 30.607142857142858)","(2.8, 3.15, 3.134802431610942)","(21.0, 29.0, 28.555555555555557)","(4.2, 4.7, 4.606129303106632)","(20.0, 28.0, 26.470588235294116)"
11-01-2023 15:02:55.287696,"(4.6, 5.4, 5.325531914893617)","(11.0, 14.0, 13.75)","(8.5, 10.5, 10.061832061068703)","(21.0, 34.0, 30.2)","(2.8, 3.15, 3.1408360128617363)","(21.0, 29.0, 28.6)","(4.2, 4.7, 4.609911361804996)","(20.0, 28.0, 26.470588235294116)"
11-01-2023 15:02:56.562777,"(4.6, 5.4, 5.325531914893617)","(11.0, 14.0, 13.736842105263158)","(8.5, 10.5, 10.061832061068703)","(21.0, 34.0, 30.2)","(2.8, 3.15, 3.1408360128617363)","(21.0, 29.0, 28.17391304347826)","(4.2, 4.7, 4.609911361804996)","(20.0, 28.0, 26.470588235294116)"
11-01-2023 15:02:57.766633,"(4.6, 5.4, 5.325531914893617)","(11.0, 14.0, 13.767441860465116)","(8.5, 10.5, 10.061832061068703)","(21.0, 34.0, 31.77777777777778)","(2.7, 3.15, 3.1472118959107807)","(21.0, 30.0, 28.17391304347826)","(4.2, 4.7, 4.609911361804996)","(20.0, 28.0, 26.470588235294116)"
11-01-2023 15:02:59.037401,"(4.6, 5.4, 5.324460431654677)","(11.0, 14.0, 13.8)","(8.5, 10.5, 10.25)","(21.0, 34.0, 31.81818181818182)","(2.7, 3.15, 3.1274599542334096)","(21.0, 30.0, 30.941176470588236)","(4.2, 4.7, 4.609911361804996)","(20.0, 28.0, 26.470588235294116)"
11-01-2023 15:03:00.249361,"(4.6, 5.4, 5.324460431654677)","(11.0, 14.0, 13.8)","(8.5, 10.5, 10.25)","(21.0, 34.0, 31.81818181818182)","(2.8, 3.2, 3.152544910179641)","(21.0, 32.0, 30.941176470588236)","(4.2, 4.7, 4.609911361804996)","(20.0, 28.0, 26.73170731707317)"
11-01-2023 15:03:01.501829,"(4.6, 5.4, 5.324460431654677)","(11.0, 14.0, 13.48)","(8.5, 10.5, 10.0875)","(21.0, 34.0, 32.40677966101695)","(2.8, 3.2, 3.158296460176991)","(21.0, 32.0, 30.941176470588236)","(4.2, 4.7, 4.609792993630573)","(20.0, 28.0, 26.73170731707317)"
11-01-2023 15:03:02.809448,"(4.6, 5.4, 5.324460431654677)","(11.0, 13.5, 13.478632478632479)","(8.5, 10.5, 10.159090909090908)","(21.0, 36.0, 30.774647887323944)","(2.8, 3.2, 3.159659090909091)","(21.0, 32.0, 31.142857142857142)","(4.2, 4.7, 4.588793103448276)","(20.0, 28.0, 26.73170731707317)"
11-01-2023 15:03:04.052996,"(4.6, 5.4, 5.324460431654677)","(11.0, 13.5, 13.478632478632479)","(8.5, 10.5, 10.3)","(21.0, 36.0, 31.63157894736842)","(2.8, 3.2, 3.119900497512438)","(21.0, 32.0, 31.142857142857142)","(4.2, 4.6, 4.59951690821256)","(20.0, 28.0, 26.73170731707317)"
11-01-2023 15:03:05.294743,"(4.6, 5.5, 5.330943396226415)","(11.0, 13.5, 13.478632478632479)","(8.5, 10.5, 10.3)","(21.0, 34.0, 31.63157894736842)","(2.8, 3.2, 3.1451456310679613)","(21.0, 32.0, 31.25)","(4.2, 4.6, 4.59951690821256)","(20.0, 28.0, 26.470588235294116)"
11-01-2023 15:03:06.630038,"(4.6, 5.5, 5.331060606060606)","(11.0, 13.5, 13.478632478632479)","(8.5, 10.5, 10.451923076923077)","(21.0, 34.0, 30.612903225806452)","(2.8, 3.15, 3.1142487046632126)","(21.0, 32.0, 31.25)","(4.2, 4.6, 4.59951690821256)","(20.0, 28.0, 26.470588235294116)"
11-01-2023 15:03:07.970837,"(4.6, 5.5, 5.408979591836735)","(11.0, 13.5, 13.789855072463768)","(8.5, 10.5, 10.445652173913043)","(21.0, 34.0, 30.612903225806452)","(2.8, 3.15, 3.115536723163842)","(21.0, 32.0, 30.952380952380953)","(4.2, 4.6, 4.598461538461538)","(20.0, 28.0, 24.296296296296298)"
11-01-2023 15:03:09.314392,"(4.6, 5.5, 5.409322033898305)","(11.0, 14.0, 13.736842105263158)","(8.5, 10.5, 10.445652173913043)","(21.0, 34.0, 30.612903225806452)","(2.8, 3.15, 3.114824797843666)","(21.0, 34.0, 31.11764705882353)","(4.2, 4.6, 4.598461538461538)","(20.0, 28.0, 24.6)"
11-01-2023 15:03:10.691144,"(4.6, 5.5, 5.406956521739131)","(11.0, 14.0, 13.736842105263158)","(8.5, 10.5, 10.445652173913043)","(21.0, 34.0, 30.11111111111111)","(2.8, 3.15, 3.1157142857142857)","(21.0, 34.0, 30.984615384615385)","(4.2, 4.6, 4.570673076923077)","(20.0, 27.0, 25.235294117647058)"
11-01-2023 15:03:11.989456,"(4.6, 5.5, 5.357627118644068)","(11.0, 14.0, 13.717948717948719)","(8.5, 10.5, 10.385245901639344)","(21.0, 34.0, 30.11111111111111)","(2.8, 3.15, 3.1163076923076924)","(21.0, 34.0, 31.03030303030303)","(4.2, 4.6, 4.5741228070175435)","(20.0, 27.0, 25.666666666666668)"
11-01-2023 15:03:13.175171,"(4.6, 5.5, 5.364473684210526)","(11.0, 14.0, 13.330708661417322)","(8.5, 10.5, 10.385245901639344)","(21.0, 34.0, 31.25)","(2.8, 3.15, 3.117765567765568)","(21.0, 34.0, 32.470588235294116)","(4.0, 4.6, 4.576209677419355)","(20.0, 27.0, 25.666666666666668)"
11-01-2023 15:03:14.424504,"(4.6, 5.4, 5.365486725663717)","(11.0, 13.5, 13.330708661417322)","(8.5, 10.5, 10.385245901639344)","(21.0, 32.0, 31.4)","(2.8, 3.15, 3.117765567765568)","(21.0, 34.0, 32.470588235294116)","(4.0, 4.6, 4.593103448275862)","(20.0, 27.0, 25.666666666666668)"
11-01-2023 15:03:15.640327,"(4.8, 5.4, 5.363302752293579)","(11.0, 13.5, 13.258426966292134)","(8.5, 10.5, 10.0625)","(21.0, 32.0, 31.655172413793103)","(2.8, 3.15, 3.1145161290322583)","(21.0, 34.0, 32.470588235294116)","(4.2, 4.6, 4.525426356589147)","(19.0, 27.0, 25.666666666666668)"
11-01-2023 15:03:16.909751,"(4.8, 5.4, 5.363302752293579)","(11.0, 13.5, 13.258426966292134)","(8.5, 10.5, 10.22)","(21.0, 32.0, 30.4)","(2.8, 3.15, 3.1145161290322583)","(21.0, 34.0, 32.470588235294116)","(4.2, 4.7, 4.53306152705708)","(19.0, 27.0, 25.551020408163264)"
11-01-2023 15:03:18.145996,"(4.8, 5.4, 5.361538461538462)","(11.0, 13.5, 13.258426966292134)","(8.5, 10.5, 10.22)","(21.0, 32.0, 28.666666666666668)","(2.8, 3.15, 3.1185714285714288)","(21.0, 34.0, 32.470588235294116)","(4.2, 4.7, 4.53306152705708)","(19.0, 28.0, 24.678571428571427)"
11-01-2023 15:03:19.417861,"(4.8, 5.4, 5.361538461538462)","(11.0, 13.5, 13.240963855421686)","(8.5, 10.5, 10.22)","(21.0, 30.0, 28.666666666666668)","(2.8, 3.15, 3.124785100286533)","(21.0, 34.0, 32.61538461538461)","(4.2, 4.7, 4.532939438700148)","(19.0, 25.0, 24.71875)"
11-01-2023 15:03:20.527845,"(4.8, 5.5, 5.329249011857708)","(11.0, 13.5, 13.279569892473118)","(8.5, 10.5, 10.22)","(21.0, 30.0, 28.666666666666668)","(2.8, 3.15, 3.128476821192053)","(21.0, 34.0, 32.83870967741935)","(4.2, 4.7, 4.532939438700148)","(19.0, 25.0, 25.2)"
11-01-2023 15:03:21.810091,"(4.6, 5.5, 5.329249011857708)","(11.0, 13.5, 13.27659574468085)","(8.5, 10.5, 10.183333333333334)","(21.0, 30.0, 28.666666666666668)","(2.8, 3.15, 3.1193396226415095)","(21.0, 34.0, 32.61538461538461)","(4.2, 4.7, 4.545484949832776)","(20.0, 27.0, 25.2)"
11-01-2023 15:03:22.920761,"(4.6, 5.5, 5.325806451612903)","(11.0, 13.5, 13.27659574468085)","(8.5, 10.5, 10.183333333333334)","(21.0, 30.0, 29.419354838709676)","(2.8, 3.15, 3.122043010752688)","(21.0, 34.0, 32.61538461538461)","(4.2, 4.7, 4.545484949832776)","(20.0, 27.0, 25.2)"
11-01-2023 15:03:24.116214,"(4.6, 5.5, 5.316761363636363)","(11.0, 13.5, 13.27659574468085)","(8.5, 10.5, 10.203125)","(21.0, 30.0, 29.25)","(2.8, 3.15, 3.1090611353711792)","(21.0, 34.0, 31.416666666666668)","(4.2, 4.7, 4.60314465408805)","(20.0, 27.0, 25.714285714285715)"
11-01-2023 15:03:25.333632,"(4.6, 5.4, 5.3775)","(11.0, 13.5, 13.342105263157894)","(8.5, 10.5, 10.203125)","(21.0, 30.0, 29.25)","(2.8, 3.15, 3.111070381231672)","(21.0, 32.0, 31.44)","(4.2, 4.7, 4.60314465408805)","(20.0, 27.0, 25.714285714285715)"
11-01-2023 15:03:26.486868,"(4.6, 5.4, 5.3775)","(11.0, 13.5, 13.342105263157894)","(8.5, 10.5, 10.203125)","(21.0, 30.0, 29.25)","(2.8, 3.15, 3.114411764705882)","(21.0, 32.0, 31.44)","(4.2, 4.7, 4.605230769230769)","(20.0, 27.0, 25.714285714285715)"
11-01-2023 15:03:27.664685,"(4.6, 5.4, 5.343434343434343)","(11.0, 13.5, 13.342105263157894)","(8.5, 10.5, 10.203125)","(21.0, 30.0, 29.25)","(2.8, 3.15, 3.1306249999999998)","(21.0, 32.0, 31.44)","(4.2, 4.7, 4.605230769230769)","(20.0, 27.0, 25.714285714285715)"
11-01-2023 15:03:28.806912,"(4.6, 5.4, 5.342713567839196)","(11.0, 13.5, 13.342105263157894)","(8.5, 10.5, 10.203125)","(21.0, 30.0, 28.666666666666668)","(2.8, 3.15, 3.1341836734693875)","(21.0, 32.0, 31.44)","(4.2, 4.7, 4.606097560975609)","(20.0, 27.0, 25.142857142857142)"
11-01-2023 15:03:30.187673,"(4.6, 5.3, 5.2775956284153)","(11.0, 13.5, 13.3625)","(8.5, 10.5, 10.28888888888889)","(21.0, 30.0, 29.142857142857142)","(2.8, 3.15, 3.134073107049608)","(21.0, 32.0, 31.636363636363637)","(4.2, 4.7, 4.608242303872889)","(20.0, 28.0, 26.1875)"
11-01-2023 15:03:31.362991,"(4.8, 5.4, 5.318320610687023)","(11.0, 13.5, 13.3625)","(8.5, 10.5, 10.418103448275861)","(21.0, 30.0, 29.142857142857142)","(2.8, 3.15, 3.137380952380952)","(21.0, 32.0, 31.571428571428573)","(4.2, 4.7, 4.6062921348314605)","(20.0, 28.0, 26.1875)"
11-01-2023 15:03:32.520728,"(4.8, 5.4, 5.30125)","(11.0, 13.5, 13.3625)","(8.5, 10.5, 10.418103448275861)","(21.0, 30.0, 31.93258426966292)","(2.8, 3.15, 3.137380952380952)","(21.0, 32.0, 31.571428571428573)","(4.2, 4.7, 4.605888538380651)","(20.0, 28.0, 26.1875)"
11-01-2023 15:03:33.531951,"(4.8, 5.3, 5.255970149253732)","(11.0, 13.5, 13.3625)","(8.5, 10.5, 10.418103448275861)","(21.0, 32.0, 31.93258426966292)","(2.8, 3.15, 3.13755980861244)","(21.0, 32.0, 31.571428571428573)","(4.2, 4.7, 4.605291005291005)","(20.0, 28.0, 26.1875)"
11-01-2023 15:03:34.663665,"(4.8, 5.3, 5.260280373831776)","(11.0, 14.0, 13.68867924528302)","(8.5, 10.5, 10.413636363636364)","(21.0, 32.0, 31.935483870967744)","(2.8, 3.15, 3.1376484560570073)","(21.0, 32.0, 31.571428571428573)","(4.2, 4.7, 4.5813953488372094)","(20.0, 28.0, 26.1875)"
11-01-2023 15:03:35.879580,"(4.8, 5.3, 5.248559670781893)","(11.0, 14.0, 13.678571428571429)","(8.5, 10.5, 10.413636363636364)","(21.0, 32.0, 31.935483870967744)","(2.8, 3.15, 3.148576512455516)","(21.0, 32.0, 31.571428571428573)","(4.2, 4.6, 4.547580645161291)","(20.0, 28.0, 26.1875)"
11-01-2023 15:03:36.928784,"(4.8, 5.3, 5.25136186770428)","(11.0, 14.0, 13.678571428571429)","(8.5, 10.5, 10.413636363636364)","(21.0, 32.0, 31.935483870967744)","(2.8, 3.15, 3.1295135135135137)","(21.0, 32.0, 31.72093023255814)","(4.2, 4.6, 4.527083333333334)","(20.0, 28.0, 26.022727272727273)"
11-01-2023 15:03:38.050624,"(4.8, 5.3, 5.2301932367149755)","(11.0, 14.0, 13.683333333333334)","(8.5, 10.5, 10.413636363636364)","(21.0, 32.0, 31.935483870967744)","(2.8, 3.2, 3.1535612535612536)","(21.0, 32.0, 31.72093023255814)","(4.2, 4.6, 4.497860962566845)","(20.0, 28.0, 26.022727272727273)"
11-01-2023 15:03:39.138451,"(4.8, 5.3, 5.205921052631579)","(11.0, 14.0, 13.683333333333334)","(8.5, 10.5, 10.413636363636364)","(21.0, 32.0, 31.6)","(2.8, 3.2, 3.1031683168316833)","(21.0, 32.0, 31.75)","(4.2, 4.6, 4.48922305764411)","(20.0, 28.0, 25.705882352941178)"
11-01-2023 15:03:40.393198,"(4.8, 5.3, 5.205921052631579)","(11.0, 14.0, 13.62)","(9.0, 10.5, 10.337988826815643)","(21.0, 32.0, 32.645161290322584)","(2.8, 3.2, 3.103474320241692)","(21.0, 32.0, 31.785714285714285)","(4.2, 4.6, 4.491954022988506)","(20.0, 26.0, 25.705882352941178)"
11-01-2023 15:03:41.602538,"(4.8, 5.3, 5.206143344709898)","(11.0, 14.0, 14.177966101694915)","(9.0, 10.5, 10.324242424242424)","(21.0, 34.0, 32.8)","(2.8, 3.2, 3.067798466593647)","(21.0, 32.0, 31.764705882352942)","(4.2, 4.6, 4.510047846889952)","(20.0, 26.0, 25.705882352941178)"
11-01-2023 15:03:42.833354,"(4.8, 5.3, 5.220977011494253)","(11.0, 14.5, 14.177966101694915)","(9.0, 10.5, 10.314102564102564)","(21.0, 34.0, 33.21739130434783)","(2.8, 3.1, 3.0702185792349725)","(21.0, 32.0, 31.764705882352942)","(4.2, 4.6, 4.508292682926829)","(20.0, 26.0, 25.166666666666668)"
11-01-2023 15:03:44.024369,"(4.8, 5.3, 5.220977011494253)","(11.0, 14.5, 14.177966101694915)","(9.0, 10.5, 10.337078651685394)","(21.0, 34.0, 33.21739130434783)","(2.8, 3.1, 3.0702185792349725)","(21.0, 32.0, 31.764705882352942)","(4.0, 4.6, 4.508292682926829)","(20.0, 26.0, 25.166666666666668)"
11-01-2023 15:03:45.118750,"(4.8, 5.3, 5.214935064935065)","(11.0, 14.5, 14.177966101694915)","(9.0, 10.5, 10.337078651685394)","(21.0, 34.0, 32.83582089552239)","(2.8, 3.1, 3.0707282913165264)","(21.0, 32.0, 31.914893617021278)","(4.0, 4.6, 4.501827676240209)","(20.0, 26.0, 25.166666666666668)"
11-01-2023 15:03:46.246473,"(4.8, 5.3, 5.155609756097561)","(11.0, 14.5, 14.148148148148149)","(9.0, 10.5, 10.337078651685394)","(21.0, 36.0, 32.81159420289855)","(2.8, 3.1, 3.0792918454935623)","(21.0, 32.0, 32.17283950617284)","(4.0, 4.6, 4.51207729468599)","(20.0, 26.0, 25.583333333333332)"
11-01-2023 15:03:47.437612,"(4.8, 5.2, 5.180327868852459)","(11.0, 14.5, 14.203125)","(9.0, 10.5, 10.380710659898478)","(21.0, 36.0, 33.21518987341772)","(2.8, 3.1, 3.083580508474576)","(21.0, 34.0, 32.19512195121951)","(4.0, 4.6, 4.46)","(20.0, 26.0, 25.545454545454547)"
11-01-2023 15:03:48.607646,"(4.8, 5.2, 5.178169014084507)","(11.0, 14.5, 14.296875)","(9.0, 10.5, 10.458333333333334)","(21.0, 36.0, 34.18181818181818)","(2.8, 3.1, 3.1059748427672957)","(21.0, 34.0, 32.59574468085106)","(4.0, 4.5, 4.477876106194691)","(20.0, 26.0, 25.0)"
11-01-2023 15:03:49.761896,"(4.6, 5.3, 5.165814696485623)","(11.0, 14.5, 14.328947368421053)","(9.0, 10.5, 10.403908794788274)","(21.0, 36.0, 34.333333333333336)","(2.8, 3.15, 3.1186770428015564)","(26.0, 34.0, 33.9)","(4.2, 4.5, 4.469973890339426)","(20.0, 26.0, 24.3)"
11-01-2023 15:03:51.082197,"(4.6, 5.3, 5.2034722222222225)","(11.0, 14.5, 14.328947368421053)","(9.0, 11.0, 10.394039735099337)","(21.0, 36.0, 34.333333333333336)","(2.8, 3.15, 3.120727272727273)","(26.0, 34.0, 33.904761904761905)","(4.2, 4.5, 4.469973890339426)","(20.0, 25.0, 24.3)"
11-01-2023 15:03:52.229692,"(4.6, 5.3, 5.202797202797203)","(11.0, 14.5, 14.328947368421053)","(9.0, 11.0, 10.394039735099337)","(21.0, 36.0, 34.333333333333336)","(2.8, 3.15, 3.144648051192554)","(26.0, 34.0, 33.904761904761905)","(4.2, 4.5, 4.469095477386935)","(20.0, 25.0, 24.875)"
11-01-2023 15:03:53.485277,"(4.6, 5.3, 5.203252032520325)","(11.0, 15.0, 14.607142857142858)","(9.0, 11.0, 10.291525423728814)","(21.0, 36.0, 34.214285714285715)","(2.8, 3.15, 3.146941896024465)","(26.0, 34.0, 33.92307692307692)","(4.2, 4.5, 4.467287234042553)","(20.0, 26.0, 24.875)"
11-01-2023 15:03:54.919998,"(4.6, 5.3, 5.171615720524017)","(11.0, 15.0, 14.607142857142858)","(9.0, 11.0, 10.291525423728814)","(21.0, 36.0, 34.214285714285715)","(2.8, 3.15, 3.146941896024465)","(26.0, 34.0, 33.92307692307692)","(4.2, 4.5, 4.467287234042553)","(20.0, 26.0, 24.875)"
11-01-2023 15:03:56.230442,"(4.6, 5.3, 5.171615720524017)","(11.0, 15.0, 14.673913043478262)","(9.0, 11.0, 10.279310344827586)","(21.0, 36.0, 32.705882352941174)","(2.8, 3.15, 3.151789077212806)","(26.0, 34.0, 33.61290322580645)","(4.0, 4.5, 4.459883720930232)","(20.0, 26.0, 24.80952380952381)"
