,Assertin Lady,Astrophysics,Bout,Chica Bonita,Harbelle,Kasear,Shadie Milly,Shes Enuff,Vancity
15-12-2022 14:59:58.769444,"(2.25, 2.6, 2.5736)","(91.0, 250.0, 158.33333333333334)","(9.0, 15.5, 13.892857142857142)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4485294117647056)","(4.2, 5.6, 5.418181818181818)","(31.0, 70.0, 67.77777777777777)","(31.0, 40.0, 38.666666666666664)","(61.0, 200.0, 154.28571428571428)"
15-12-2022 15:00:00.070567,"(2.25, 2.6, 2.5736)","(91.0, 250.0, 158.33333333333334)","(9.0, 15.5, 14.666666666666666)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.453225806451613)","(4.2, 5.6, 5.418181818181818)","(31.0, 70.0, 56.875)","(31.0, 40.0, 38.666666666666664)","(61.0, 200.0, 154.28571428571428)"
15-12-2022 15:00:01.354471,"(2.25, 2.6, 2.5736)","(91.0, 250.0, 158.33333333333334)","(9.0, 15.5, 13.9375)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4485294117647056)","(4.2, 5.6, 5.253846153846154)","(31.0, 85.0, 63.333333333333336)","(31.0, 40.0, 38.666666666666664)","(61.0, 200.0, 154.28571428571428)"
15-12-2022 15:00:02.593060,"(2.25, 2.6, 2.5736)","(91.0, 250.0, 158.33333333333334)","(9.0, 15.5, 13.9375)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4485294117647056)","(4.2, 5.6, 5.253846153846154)","(31.0, 80.0, 60.0)","(31.0, 40.0, 38.666666666666664)","(61.0, 200.0, 162.0)"
15-12-2022 15:00:03.779394,"(2.25, 2.6, 2.5736)","(91.0, 240.0, 165.0)","(9.0, 15.5, 13.9375)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4485294117647056)","(4.2, 5.6, 5.253846153846154)","(31.0, 80.0, 60.0)","(31.0, 40.0, 38.0)","(61.0, 190.0, 156.0)"
15-12-2022 15:00:05.021879,"(2.25, 2.6, 2.5736)","(91.0, 220.0, 175.0)","(9.0, 15.5, 14.481481481481481)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.440243902439024)","(4.2, 5.6, 5.545454545454545)","(31.0, 80.0, 55.714285714285715)","(31.0, 40.0, 39.45454545454545)","(61.0, 180.0, 142.5)"
15-12-2022 15:00:06.228480,"(2.25, 2.6, 2.5736)","(91.0, 210.0, 160.0)","(9.0, 15.0, 13.366666666666667)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4445945945945944)","(4.2, 5.6, 5.485)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.45454545454545)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:07.519362,"(2.25, 2.6, 2.5929936305732486)","(91.0, 200.0, 150.0)","(9.0, 15.0, 13.928571428571429)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4445945945945944)","(4.2, 5.5, 5.485)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.4)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:08.780831,"(2.25, 2.6, 2.548235294117647)","(91.0, 200.0, 170.0)","(9.0, 15.0, 14.318181818181818)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4445945945945944)","(4.2, 5.5, 5.485)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.4)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:10.006236,"(2.25, 2.6, 2.548235294117647)","(91.0, 190.0, 160.0)","(9.0, 15.0, 14.318181818181818)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4445945945945944)","(4.2, 5.5, 5.485)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.4)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:11.245837,"(2.25, 2.6, 2.548235294117647)","(91.0, 180.0, 150.0)","(9.0, 15.0, 14.318181818181818)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4445945945945944)","(4.2, 5.5, 5.485)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.4)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:12.362889,"(2.25, 2.6, 2.548235294117647)","(91.0, 180.0, 150.0)","(9.0, 15.0, 14.318181818181818)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4445945945945944)","(4.2, 5.5, 5.485)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.4)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:13.476137,"(2.25, 2.6, 2.548235294117647)","(91.0, 180.0, 150.0)","(9.0, 15.0, 14.538461538461538)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.440243902439024)","(4.2, 5.5, 5.485)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.4)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:14.646284,"(2.25, 2.66, 2.553793103448276)","(91.0, 180.0, 150.0)","(9.0, 15.0, 14.538461538461538)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.453225806451613)","(4.2, 5.5, 5.153846153846154)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.4)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:15.891383,"(2.25, 2.64, 2.58)","(91.0, 180.0, 150.0)","(9.0, 15.0, 14.538461538461538)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.453225806451613)","(4.2, 5.5, 5.153846153846154)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.4)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:17.120819,"(2.25, 2.64, 2.58)","(91.0, 180.0, 150.0)","(9.0, 15.0, 14.538461538461538)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.453225806451613)","(4.2, 5.5, 5.285714285714286)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.4)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:18.287038,"(2.25, 2.62, 2.5494117647058823)","(91.0, 180.0, 150.0)","(9.0, 15.0, 14.0625)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4499999999999997)","(4.2, 5.5, 5.25)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.333333333333336)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:19.424680,"(2.25, 2.62, 2.5494117647058823)","(91.0, 180.0, 150.0)","(9.0, 15.0, 14.318181818181818)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4499999999999997)","(4.2, 5.5, 5.25)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.333333333333336)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:20.554040,"(2.25, 2.62, 2.5494117647058823)","(91.0, 180.0, 150.0)","(9.0, 15.0, 14.318181818181818)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.447142857142857)","(4.2, 5.5, 5.25)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 39.333333333333336)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:21.749185,"(2.25, 2.62, 2.5494117647058823)","(91.0, 170.0, 141.42857142857142)","(9.0, 15.0, 14.5)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.447142857142857)","(4.2, 5.5, 5.25)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 38.125)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:22.957911,"(2.25, 2.62, 2.5494117647058823)","(91.0, 170.0, 136.66666666666666)","(9.0, 15.0, 14.5)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.447142857142857)","(4.2, 5.5, 5.25)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 38.125)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:24.277259,"(2.25, 2.64, 2.559047619047619)","(91.0, 170.0, 136.66666666666666)","(9.0, 15.0, 14.5)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.447142857142857)","(4.2, 5.5, 5.25)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 38.125)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:25.591333,"(2.25, 2.64, 2.5610526315789475)","(91.0, 170.0, 136.66666666666666)","(9.0, 15.0, 14.5)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4412499999999997)","(4.2, 5.5, 5.25)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 38.125)","(61.0, 180.0, 150.0)"
15-12-2022 15:00:26.943664,"(2.25, 2.64, 2.6023880597014926)","(91.0, 170.0, 136.66666666666666)","(9.0, 15.0, 14.5)","(81.0, 160.0, 145.0)","(3.1, 3.55, 3.4412499999999997)","(4.2, 5.5, 5.1875)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 38.125)","(61.0, 180.0, 204.0)"
15-12-2022 15:00:28.302351,"(2.25, 2.64, 2.6023880597014926)","(91.0, 260.0, 170.0)","(9.0, 15.0, 14.142857142857142)","(71.0, 160.0, 145.0)","(3.1, 3.55, 3.455)","(4.2, 5.5, 5.142857142857143)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 35.714285714285715)","(61.0, 260.0, 192.0)"
15-12-2022 15:00:29.578515,"(2.25, 2.64, 2.6106976744186046)","(91.0, 250.0, 202.0)","(9.0, 15.0, 14.714285714285714)","(71.0, 160.0, 145.0)","(3.1, 3.55, 3.305)","(4.2, 5.5, 5.409090909090909)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 35.714285714285715)","(61.0, 240.0, 160.0)"
15-12-2022 15:00:30.773382,"(2.25, 2.62, 2.6011111111111114)","(91.0, 250.0, 202.0)","(9.0, 15.0, 14.142857142857142)","(71.0, 160.0, 145.0)","(3.1, 3.55, 3.3692307692307693)","(4.2, 5.5, 5.192307692307692)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 35.714285714285715)","(61.0, 220.0, 180.0)"
15-12-2022 15:00:31.981204,"(2.25, 2.62, 2.598481012658228)","(91.0, 250.0, 212.5)","(9.0, 15.0, 14.142857142857142)","(71.0, 160.0, 145.0)","(3.1, 3.5, 3.3404255319148937)","(4.2, 5.5, 5.373684210526315)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 35.714285714285715)","(61.0, 220.0, 180.0)"
15-12-2022 15:00:33.234612,"(2.25, 2.62, 2.598481012658228)","(91.0, 240.0, 212.5)","(9.0, 15.0, 14.142857142857142)","(71.0, 160.0, 145.0)","(3.1, 3.5, 3.3404255319148937)","(4.2, 5.5, 5.373684210526315)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 35.714285714285715)","(61.0, 220.0, 180.0)"
15-12-2022 15:00:34.389790,"(2.25, 2.62, 2.598481012658228)","(91.0, 260.0, 208.0)","(9.0, 15.0, 14.142857142857142)","(71.0, 160.0, 145.0)","(3.1, 3.4, 3.2523809523809524)","(4.2, 5.5, 5.233333333333333)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 35.714285714285715)","(61.0, 220.0, 180.0)"
15-12-2022 15:00:35.594775,"(2.25, 2.62, 2.6011111111111114)","(91.0, 260.0, 227.5)","(9.0, 15.0, 14.75)","(71.0, 160.0, 145.0)","(3.1, 3.35, 3.334375)","(4.2, 5.5, 5.409090909090909)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 37.27272727272727)","(61.0, 220.0, 180.0)"
15-12-2022 15:00:36.863272,"(2.25, 2.62, 2.602105263157895)","(91.0, 260.0, 227.5)","(9.0, 15.0, 14.714285714285714)","(71.0, 150.0, 120.0)","(3.1, 3.35, 3.2687500000000003)","(4.2, 5.5, 5.32)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 37.27272727272727)","(61.0, 220.0, 160.0)"
15-12-2022 15:00:38.375261,"(2.25, 2.62, 2.6018666666666665)","(91.0, 260.0, 227.5)","(9.0, 15.0, 14.0)","(71.0, 150.0, 120.0)","(3.1, 3.35, 3.2687500000000003)","(4.2, 5.5, 5.214285714285714)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 37.27272727272727)","(61.0, 220.0, 160.0)"
15-12-2022 15:00:39.759120,"(2.25, 2.62, 2.6018666666666665)","(91.0, 260.0, 227.5)","(9.0, 15.0, 14.0)","(71.0, 150.0, 120.0)","(3.1, 3.35, 3.2687500000000003)","(4.2, 5.5, 5.214285714285714)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 37.27272727272727)","(61.0, 220.0, 160.0)"
15-12-2022 15:00:41.066650,"(2.25, 2.62, 2.6027848101265825)","(91.0, 260.0, 227.5)","(9.0, 15.0, 14.8125)","(71.0, 150.0, 120.0)","(3.1, 3.35, 3.2687500000000003)","(4.2, 5.5, 5.214285714285714)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 37.27272727272727)","(61.0, 220.0, 160.0)"
15-12-2022 15:00:42.287127,"(2.25, 2.62, 2.6027848101265825)","(91.0, 260.0, 227.5)","(9.0, 15.0, 14.8125)","(71.0, 150.0, 120.0)","(3.1, 3.35, 3.2827586206896555)","(4.2, 5.5, 5.366666666666666)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 36.25)","(61.0, 220.0, 156.66666666666666)"
15-12-2022 15:00:43.485221,"(2.25, 2.6, 2.5742857142857143)","(91.0, 250.0, 202.0)","(9.0, 15.0, 14.863636363636363)","(71.0, 150.0, 120.0)","(3.1, 3.35, 3.26875)","(4.2, 5.5, 5.333333333333333)","(31.0, 65.0, 55.714285714285715)","(31.0, 40.0, 36.25)","(61.0, 210.0, 156.66666666666666)"
15-12-2022 15:00:44.713383,"(2.25, 2.58, 2.56)","(91.0, 250.0, 235.0)","(9.0, 15.0, 15.0)","(71.0, 150.0, 123.33333333333333)","(3.1, 3.35, 3.2075)","(4.2, 5.5, 5.453571428571429)","(31.0, 65.0, 55.76923076923077)","(31.0, 40.0, 41.0)","(61.0, 210.0, 190.0)"
15-12-2022 15:00:46.087284,"(2.25, 2.62, 2.5963157894736844)","(91.0, 250.0, 183.33333333333334)","(9.0, 16.0, 15.5)","(71.0, 150.0, 130.0)","(3.1, 3.35, 3.208823529411765)","(4.2, 5.7, 5.448387096774194)","(31.0, 65.0, 55.76923076923077)","(31.0, 42.0, 40.4)","(61.0, 210.0, 195.0)"
15-12-2022 15:00:47.439288,"(2.25, 2.62, 2.5963157894736844)","(91.0, 250.0, 222.5)","(9.0, 16.0, 15.5)","(71.0, 160.0, 130.0)","(3.1, 3.35, 3.340909090909091)","(4.2, 5.7, 5.483333333333333)","(31.0, 65.0, 55.76923076923077)","(31.0, 42.0, 40.4)","(61.0, 210.0, 186.66666666666669)"
15-12-2022 15:00:48.945933,"(2.25, 2.62, 2.5963157894736844)","(91.0, 250.0, 222.5)","(9.0, 16.0, 14.666666666666666)","(71.0, 160.0, 145.0)","(3.1, 3.35, 3.340909090909091)","(4.2, 5.7, 5.483333333333333)","(31.0, 65.0, 55.76923076923077)","(31.0, 42.0, 41.333333333333336)","(61.0, 200.0, 186.66666666666669)"
15-12-2022 15:00:50.205233,"(2.25, 2.62, 2.5963157894736844)","(91.0, 250.0, 222.5)","(9.0, 16.0, 15.346153846153847)","(81.0, 160.0, 145.0)","(3.0, 3.35, 3.340909090909091)","(4.2, 5.7, 5.507142857142857)","(41.0, 65.0, 55.76923076923077)","(31.0, 42.0, 41.333333333333336)","(61.0, 200.0, 182.22222222222223)"
15-12-2022 15:00:51.702535,"(2.25, 2.62, 2.5836363636363635)","(91.0, 250.0, 195.0)","(9.0, 15.5, 14.676470588235293)","(81.0, 160.0, 145.0)","(3.0, 3.35, 3.3412698412698414)","(4.2, 5.7, 5.507142857142857)","(41.0, 65.0, 55.76923076923077)","(31.0, 42.0, 41.333333333333336)","(61.0, 190.0, 181.25)"
15-12-2022 15:00:52.956783,"(2.25, 2.62, 2.5836363636363635)","(91.0, 240.0, 195.0)","(9.0, 16.0, 14.676470588235293)","(81.0, 160.0, 145.0)","(3.0, 3.35, 3.3412698412698414)","(4.2, 5.7, 5.507142857142857)","(41.0, 65.0, 55.76923076923077)","(31.0, 42.0, 41.333333333333336)","(61.0, 190.0, 166.66666666666669)"
15-12-2022 15:00:54.288362,"(2.25, 2.62, 2.5836363636363635)","(91.0, 230.0, 207.5)","(9.0, 16.0, 14.125)","(81.0, 160.0, 145.0)","(3.0, 3.35, 3.3412698412698414)","(4.2, 5.7, 5.4411764705882355)","(41.0, 65.0, 55.76923076923077)","(31.0, 42.0, 41.333333333333336)","(61.0, 180.0, 166.66666666666669)"
15-12-2022 15:00:55.696476,"(2.25, 2.62, 2.5836363636363635)","(91.0, 230.0, 207.5)","(9.0, 16.0, 15.0)","(81.0, 160.0, 145.0)","(3.0, 3.35, 3.2054945054945057)","(4.2, 5.5, 5.4411764705882355)","(41.0, 65.0, 55.76923076923077)","(31.0, 42.0, 41.333333333333336)","(61.0, 180.0, 166.66666666666669)"
15-12-2022 15:00:57.044114,"(2.25, 2.6, 2.5833333333333335)","(91.0, 230.0, 207.5)","(9.0, 15.5, 14.5)","(81.0, 160.0, 145.0)","(3.0, 3.25, 3.2044871794871796)","(4.2, 5.5, 5.457142857142857)","(41.0, 65.0, 55.833333333333336)","(31.0, 42.0, 41.53846153846154)","(61.0, 180.0, 166.66666666666669)"
15-12-2022 15:00:58.432934,"(2.25, 2.62, 2.6033333333333335)","(91.0, 230.0, 190.0)","(9.0, 15.5, 14.166666666666666)","(81.0, 160.0, 145.0)","(3.0, 3.25, 3.200609756097561)","(4.2, 5.5, 5.468421052631579)","(41.0, 65.0, 55.833333333333336)","(31.0, 44.0, 42.0)","(61.0, 180.0, 166.66666666666669)"
15-12-2022 15:00:59.737099,"(2.25, 2.62, 2.61344262295082)","(91.0, 230.0, 207.14285714285714)","(9.0, 15.5, 14.166666666666666)","(81.0, 160.0, 145.0)","(3.0, 3.25, 3.200609756097561)","(4.2, 5.5, 5.468421052631579)","(41.0, 65.0, 55.833333333333336)","(31.0, 46.0, 42.0)","(61.0, 180.0, 168.0)"
15-12-2022 15:01:01.059220,"(2.25, 2.62, 2.586666666666667)","(91.0, 230.0, 207.14285714285714)","(9.0, 15.5, 14.166666666666666)","(81.0, 160.0, 145.0)","(3.0, 3.25, 3.200609756097561)","(4.2, 5.5, 5.468421052631579)","(41.0, 65.0, 55.833333333333336)","(31.0, 46.0, 42.0)","(61.0, 180.0, 168.0)"
15-12-2022 15:01:02.322021,"(2.25, 2.62, 2.586666666666667)","(91.0, 230.0, 207.14285714285714)","(9.0, 15.5, 14.441176470588236)","(81.0, 160.0, 145.0)","(3.0, 3.25, 3.206451612903226)","(4.2, 5.5, 5.474468085106383)","(41.0, 65.0, 55.833333333333336)","(31.0, 46.0, 42.0)","(61.0, 180.0, 168.0)"
15-12-2022 15:01:03.583541,"(2.25, 2.62, 2.6020689655172413)","(91.0, 230.0, 207.14285714285714)","(9.0, 15.5, 14.357142857142858)","(81.0, 160.0, 145.0)","(3.0, 3.25, 3.2115384615384617)","(4.2, 5.5, 5.463157894736843)","(41.0, 65.0, 72.8)","(31.0, 46.0, 41.07692307692308)","(61.0, 180.0, 173.33333333333334)"
15-12-2022 15:01:04.897091,"(2.25, 2.66, 2.5775466666666667)","(91.0, 230.0, 207.14285714285714)","(9.0, 15.5, 16.35)","(81.0, 160.0, 148.0)","(3.0, 3.25, 3.3)","(4.2, 5.5, 5.5636363636363635)","(41.0, 80.0, 68.88888888888889)","(31.0, 46.0, 43.0)","(61.0, 180.0, 173.33333333333334)"
15-12-2022 15:01:06.132747,"(2.25, 2.54, 2.5212266666666667)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.5, 15.5)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.4, 3.2744444444444443)","(4.2, 5.7, 5.676923076923077)","(41.0, 80.0, 69.28571428571429)","(31.0, 44.0, 42.44444444444444)","(61.0, 180.0, 192.72727272727272)"
15-12-2022 15:01:07.335377,"(2.25, 2.54, 2.52)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 15.2)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.35, 3.2744444444444443)","(4.2, 5.7, 5.676923076923077)","(41.0, 80.0, 70.74074074074073)","(31.0, 46.0, 42.8)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:08.628456,"(2.25, 2.52, 2.5184375)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 15.428571428571429)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.35, 3.2744444444444443)","(4.2, 5.7, 5.676923076923077)","(41.0, 80.0, 70.74074074074073)","(31.0, 46.0, 42.8)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:09.916532,"(2.25, 2.52, 2.5184375)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 14.181818181818182)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.35, 3.2772727272727273)","(4.2, 5.7, 5.377777777777778)","(41.0, 80.0, 69.78260869565217)","(31.0, 46.0, 42.0)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:11.213442,"(2.25, 2.52, 2.5184375)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 15.137931034482758)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.35, 3.280357142857143)","(4.2, 5.4, 5.625)","(41.0, 75.0, 72.89473684210526)","(31.0, 46.0, 43.0)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:12.433015,"(2.25, 2.52, 2.5184375)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 15.137931034482758)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.35, 3.280357142857143)","(4.2, 5.7, 5.625)","(41.0, 75.0, 72.89473684210526)","(31.0, 46.0, 44.285714285714285)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:13.609490,"(2.25, 2.52, 2.5184375)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 14.68421052631579)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.35, 3.275757575757576)","(4.2, 5.7, 5.675)","(31.0, 75.0, 72.89473684210526)","(31.0, 46.0, 44.285714285714285)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:14.822671,"(2.25, 2.52, 2.5184375)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 14.214285714285714)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.35, 3.275757575757576)","(4.2, 5.7, 5.675)","(31.0, 75.0, 72.89473684210526)","(31.0, 46.0, 44.285714285714285)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:15.879780,"(2.25, 2.52, 2.517802197802198)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 14.214285714285714)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.35, 3.275757575757576)","(4.2, 5.7, 5.675)","(31.0, 75.0, 69.78260869565217)","(31.0, 46.0, 41.333333333333336)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:16.982411,"(2.25, 2.52, 2.5171014492753625)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 14.214285714285714)","(81.0, 200.0, 194.16666666666666)","(3.0, 3.35, 3.2896825396825395)","(4.2, 5.7, 5.675)","(31.0, 75.0, 69.78260869565217)","(31.0, 44.0, 38.6)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:18.175181,"(2.25, 2.52, 2.5171014492753625)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 14.947368421052632)","(81.0, 200.0, 194.16666666666666)","(3.0, 3.4, 3.334)","(4.2, 5.7, 5.675)","(31.0, 75.0, 66.81818181818181)","(31.0, 44.0, 36.8)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:19.298987,"(2.25, 2.52, 2.5171014492753625)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 14.947368421052632)","(81.0, 200.0, 194.16666666666666)","(3.0, 3.4, 3.346341463414634)","(4.2, 5.7, 5.675)","(31.0, 75.0, 66.81818181818181)","(31.0, 44.0, 36.8)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:20.469398,"(2.25, 2.52, 2.5159183673469387)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 15.153846153846153)","(81.0, 200.0, 194.16666666666666)","(3.0, 3.4, 3.3576923076923078)","(4.2, 5.7, 5.675)","(31.0, 75.0, 66.81818181818181)","(31.0, 44.0, 36.8)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:21.678179,"(2.25, 2.48, 2.4788636363636365)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 15.2)","(81.0, 200.0, 180.76923076923077)","(3.0, 3.4, 3.3849056603773584)","(4.2, 5.7, 5.675)","(31.0, 75.0, 66.81818181818181)","(31.0, 44.0, 36.8)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:22.836667,"(2.25, 2.46, 2.4523076923076923)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 15.2)","(81.0, 190.0, 172.30769230769232)","(3.0, 3.45, 3.387837837837838)","(4.2, 5.7, 5.675)","(31.0, 75.0, 63.75)","(31.0, 44.0, 40.89655172413793)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:23.996802,"(2.25, 2.46, 2.433695652173913)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 14.666666666666666)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.45, 3.387837837837838)","(4.2, 5.7, 5.675)","(31.0, 75.0, 63.75)","(31.0, 44.0, 40.89655172413793)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:25.110331,"(2.25, 2.46, 2.4331111111111112)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 14.666666666666666)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.45, 3.387837837837838)","(4.2, 5.7, 5.723809523809524)","(31.0, 75.0, 64.16666666666667)","(31.0, 44.0, 40.89655172413793)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:26.181779,"(2.25, 2.44, 2.438181818181818)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 14.666666666666666)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.45, 3.386842105263158)","(4.2, 5.8, 5.7407407407407405)","(31.0, 75.0, 63.18181818181818)","(31.0, 44.0, 40.89655172413793)","(61.0, 220.0, 192.72727272727272)"
15-12-2022 15:01:27.253825,"(2.25, 2.44, 2.4383050847457626)","(91.0, 230.0, 207.14285714285714)","(9.0, 16.0, 14.666666666666666)","(81.0, 180.0, 172.30769230769232)","(3.0, 3.45, 3.416666666666667)","(4.2, 5.8, 5.65)","(31.0, 75.0, 64.6)","(31.0, 44.0, 40.89655172413793)","(61.0, 220.0, 164.44444444444446)"
15-12-2022 15:01:28.350257,"(2.25, 2.42, 2.416277873070326)","(91.0, 230.0, 207.14285714285714)","(9.0, 15.5, 15.382352941176471)","(81.0, 180.0, 163.33333333333334)","(3.0, 3.45, 3.416666666666667)","(4.2, 5.8, 5.72)","(31.0, 75.0, 61.07142857142857)","(31.0, 44.0, 39.2)","(61.0, 220.0, 170.0)"
15-12-2022 15:01:29.468905,"(2.25, 2.44, 2.4369731800766283)","(91.0, 230.0, 195.0)","(9.0, 15.5, 15.142857142857142)","(81.0, 180.0, 163.33333333333334)","(3.0, 3.45, 3.4287878787878787)","(4.2, 5.8, 5.7875)","(31.0, 75.0, 66.0344827586207)","(31.0, 44.0, 38.857142857142854)","(61.0, 210.0, 180.0)"
