,Halloween,Bettor Sport,Kaybee Starzzz,Theultimate,Bettathanapokeindeye Nz,Guy Looks Good,Classie American Nz,Imperious,Kickatinalongpony,Our Modern Minnie
09-01-2023 16:03:38.876184,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 42.44444444444444)","(5.0, 99999, 99990)","(4.6, 7.6, 6.3)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.6425)","(31.0, 95.0, 76.14285714285714)"
09-01-2023 16:03:40.492123,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 42.44444444444444)","(5.0, 99999, 99990)","(4.6, 7.6, 6.3)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.6425)","(31.0, 95.0, 76.14285714285714)"
09-01-2023 16:03:42.269878,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 42.44444444444444)","(5.0, 99999, 99990)","(4.6, 7.6, 6.3)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.6425)","(31.0, 95.0, 76.14285714285714)"
09-01-2023 16:03:43.881467,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 42.44444444444444)","(5.0, 99999, 99990)","(4.6, 7.6, 6.3)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.6425)","(31.0, 95.0, 76.14285714285714)"
09-01-2023 16:03:45.454801,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 43.3)","(5.0, 99999, 99990)","(4.6, 7.6, 6.3)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.6425)","(31.0, 95.0, 76.14285714285714)"
09-01-2023 16:03:46.785426,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 43.3)","(5.0, 99999, 99990)","(4.6, 7.6, 6.3)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.6425)","(31.0, 95.0, 76.14285714285714)"
09-01-2023 16:03:48.084008,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 43.3)","(5.0, 99999, 99990)","(4.6, 7.6, 6.3)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.6425)","(31.0, 95.0, 76.14285714285714)"
09-01-2023 16:03:49.357245,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 43.3)","(5.0, 99999, 99990)","(4.6, 7.6, 6.3)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.6425)","(31.0, 95.0, 76.14285714285714)"
09-01-2023 16:03:50.672565,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 43.3)","(5.0, 99999, 99990)","(4.6, 7.6, 6.3)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.6425)","(31.0, 95.0, 76.14285714285714)"
09-01-2023 16:03:52.025224,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 43.3)","(5.0, 99999, 99990)","(4.6, 7.6, 6.3)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.6425)","(31.0, 95.0, 76.14285714285714)"
09-01-2023 16:03:53.438584,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 43.3)","(5.0, 99999, 99990)","(4.6, 7.6, 6.3)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.6425)","(31.0, 95.0, 76.14285714285714)"
09-01-2023 16:03:54.816687,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 43.3)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.466)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:03:56.223957,"(9.0, 15.0, 12.120000000000001)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.466)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:03:57.590866,"(9.0, 15.0, 12.666666666666668)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.466)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:03:58.960418,"(9.0, 15.0, 12.666666666666668)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:00.296211,"(9.0, 15.0, 12.666666666666668)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:01.719708,"(9.0, 15.0, 12.666666666666668)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:03.081754,"(9.0, 15.0, 12.666666666666668)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:04.388463,"(9.0, 15.0, 12.666666666666668)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:05.704308,"(9.0, 15.0, 12.666666666666668)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:07.002316,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:08.423340,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:09.774555,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:11.077142,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:12.346951,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:13.647328,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:15.058569,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:16.388357,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:17.706510,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:18.963078,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:20.248350,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:21.529722,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:22.791704,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:24.053105,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:25.374395,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:26.866263,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:28.164887,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:29.438012,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:30.677160,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 18.333333333333332)","(2.9, 3.95, 3.355)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:31.887008,"(9.0, 15.0, 12.28)","(10.0, 25.0, 17.1)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.95, 3.3049999999999997)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:33.136834,"(9.0, 14.5, 10.899999999999999)","(10.0, 24.0, 14.75)","(71.0, 220.0, 174.28571428571428)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.85, 3.33)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:34.495996,"(9.0, 14.5, 10.899999999999999)","(10.0, 24.0, 18.08)","(71.0, 220.0, 192.5)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.9, 3.33)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:35.880469,"(9.0, 14.5, 11.98)","(10.0, 24.0, 18.08)","(71.0, 220.0, 192.5)","(21.0, 50.0, 28.0)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.9, 3.33)","(31.0, 95.0, 51.66666666666667)"
09-01-2023 16:04:37.216360,"(9.0, 14.5, 12.6)","(10.0, 24.0, 17.64)","(71.0, 220.0, 120.0)","(21.0, 50.0, 24.75)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.9, 2.88)","(31.0, 95.0, 58.888888888888886)"
09-01-2023 16:04:38.506454,"(9.0, 14.0, 12.6)","(10.0, 23.0, 17.64)","(71.0, 220.0, 120.0)","(21.0, 48.0, 24.75)","(5.0, 99999, 99990)","(4.6, 7.6, 6.733333333333333)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 2.88)","(31.0, 95.0, 58.888888888888886)"
09-01-2023 16:04:39.747015,"(9.0, 14.0, 11.2)","(10.0, 23.0, 18.6)","(71.0, 220.0, 120.0)","(21.0, 48.0, 24.75)","(5.0, 99999, 99990)","(4.6, 7.6, 6.885714285714285)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 2.88)","(31.0, 95.0, 58.888888888888886)"
09-01-2023 16:04:40.985563,"(9.0, 14.0, 10.76)","(10.0, 23.0, 18.6)","(71.0, 220.0, 120.0)","(21.0, 48.0, 24.75)","(5.0, 99999, 99990)","(4.6, 7.6, 6.885714285714285)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 2.88)","(31.0, 95.0, 58.888888888888886)"
09-01-2023 16:04:42.335130,"(9.0, 14.0, 10.76)","(10.0, 23.0, 18.6)","(71.0, 220.0, 120.0)","(21.0, 48.0, 21.714285714285715)","(5.0, 99999, 99990)","(4.6, 7.6, 6.885714285714285)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 3.205)","(31.0, 95.0, 58.888888888888886)"
09-01-2023 16:04:43.671186,"(9.0, 14.0, 10.76)","(10.0, 23.0, 17.933333333333334)","(71.0, 220.0, 150.0)","(21.0, 50.0, 32.75)","(5.0, 99999, 99990)","(4.6, 7.6, 6.885714285714285)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.65, 3.205)","(31.0, 95.0, 70.0)"
09-01-2023 16:04:44.980095,"(9.0, 14.0, 10.76)","(10.0, 22.0, 17.933333333333334)","(71.0, 210.0, 150.0)","(21.0, 48.0, 32.75)","(5.0, 99999, 99990)","(4.6, 7.6, 6.885714285714285)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.65, 3.1799999999999997)","(31.0, 90.0, 70.0)"
09-01-2023 16:04:46.322929,"(9.0, 14.0, 10.76)","(10.0, 22.0, 17.933333333333334)","(71.0, 210.0, 150.0)","(21.0, 48.0, 32.75)","(5.0, 99999, 99990)","(4.6, 7.6, 6.885714285714285)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 90.0, 66.66666666666666)"
09-01-2023 16:04:47.597924,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 200.0, 138.0)","(21.0, 48.0, 32.75)","(5.0, 99999, 99990)","(4.6, 7.6, 6.885714285714285)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:04:48.882394,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 190.0, 132.0)","(21.0, 48.0, 36.5)","(5.0, 99999, 99990)","(4.6, 7.6, 6.25)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:04:50.186374,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 180.0, 132.0)","(21.0, 46.0, 31.5)","(5.0, 99999, 99990)","(4.6, 7.4, 6.25)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:04:51.504927,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 180.0, 132.0)","(21.0, 46.0, 31.5)","(5.0, 99999, 99990)","(4.6, 7.4, 6.25)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:04:52.812864,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 180.0, 126.0)","(21.0, 46.0, 21.5)","(5.0, 99999, 99990)","(4.6, 7.4, 6.6)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:04:54.144106,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 170.0, 126.0)","(21.0, 44.0, 25.333333333333336)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:04:55.395212,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 170.0, 126.0)","(21.0, 42.0, 24.666666666666668)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:04:56.734199,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 170.0, 126.0)","(21.0, 40.0, 24.666666666666668)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:04:58.050039,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 170.0, 126.0)","(21.0, 40.0, 20.833333333333332)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:04:59.361757,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 170.0, 126.0)","(21.0, 40.0, 22.25)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:05:00.648896,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 170.0, 126.0)","(21.0, 38.0, 22.25)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:05:01.958585,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 170.0, 149.0)","(21.0, 38.0, 22.25)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:05:03.301529,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 170.0, 149.0)","(21.0, 38.0, 22.25)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 3.1799999999999997)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:05:04.598334,"(9.0, 14.0, 10.76)","(10.0, 21.0, 17.266666666666666)","(71.0, 170.0, 149.0)","(21.0, 38.0, 22.25)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.6, 2.854285714285714)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:05:05.848059,"(9.0, 14.0, 10.76)","(10.0, 21.0, 15.5)","(71.0, 170.0, 149.0)","(21.0, 38.0, 22.25)","(5.0, 99999, 99990)","(4.6, 7.2, 6.2)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 2.854285714285714)","(31.0, 85.0, 54.44444444444444)"
09-01-2023 16:05:07.126059,"(9.0, 14.0, 10.533333333333333)","(10.0, 21.0, 15.5)","(71.0, 170.0, 149.0)","(21.0, 38.0, 21.2)","(5.0, 99999, 99990)","(4.6, 7.2, 6.2)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 2.854285714285714)","(31.0, 85.0, 58.5)"
09-01-2023 16:05:08.376217,"(9.0, 14.0, 10.533333333333333)","(10.0, 21.0, 15.5)","(71.0, 170.0, 149.0)","(21.0, 38.0, 21.2)","(5.0, 99999, 99990)","(4.6, 7.2, 6.2)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 2.854285714285714)","(31.0, 85.0, 58.5)"
09-01-2023 16:05:09.681088,"(9.0, 14.0, 10.533333333333333)","(10.0, 21.0, 15.5)","(71.0, 170.0, 149.0)","(21.0, 38.0, 21.2)","(5.0, 99999, 99990)","(4.6, 7.2, 6.2)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 2.854285714285714)","(31.0, 85.0, 58.5)"
09-01-2023 16:05:10.974790,"(9.0, 14.0, 9.25)","(10.0, 21.0, 15.5)","(71.0, 170.0, 149.0)","(21.0, 38.0, 21.2)","(5.0, 99999, 99990)","(4.6, 7.2, 6.1)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 2.854285714285714)","(31.0, 85.0, 58.5)"
09-01-2023 16:05:12.307296,"(9.0, 10.0, 9.25)","(10.0, 21.0, 15.5)","(71.0, 170.0, 149.0)","(21.0, 38.0, 21.2)","(5.0, 99999, 99990)","(4.6, 7.0, 6.1)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 2.854285714285714)","(31.0, 85.0, 58.5)"
09-01-2023 16:05:13.573849,"(9.0, 10.0, 9.25)","(10.0, 21.0, 15.5)","(71.0, 170.0, 149.0)","(21.0, 38.0, 21.2)","(5.0, 99999, 99990)","(4.6, 7.0, 6.1)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 2.854285714285714)","(31.0, 85.0, 58.5)"
09-01-2023 16:05:14.840261,"(9.0, 10.0, 9.25)","(10.0, 21.0, 15.5)","(71.0, 170.0, 149.0)","(21.0, 38.0, 21.2)","(5.0, 99999, 99990)","(4.6, 7.0, 6.0)","(5.0, 99999, 99990)","(13.0, 28.0, 15.3125)","(2.9, 3.3, 2.854285714285714)","(31.0, 85.0, 54.44444444444444)"
