,Nockatunga,Aston Hackett,Colden Express,Filthy Phantom,Our Girl Daisy,Aston Hayato,Big Prediction
04-01-2023 12:30:58.646540,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:30:59.913040,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:01.192718,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:02.441048,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:03.621034,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:04.783735,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:05.822857,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:06.924825,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:08.044578,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:09.280426,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:10.463257,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:11.605048,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:12.784241,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:13.879898,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:14.974511,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:16.029094,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:17.119997,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:18.297877,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:19.476541,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:20.720813,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:22.061568,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:23.250530,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:24.387262,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:25.501267,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:26.640469,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:27.886189,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:29.122952,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:30.297472,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:31.446401,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:32.720244,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:33.905279,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:35.092003,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:36.308478,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:37.523721,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:38.765779,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:39.850057,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:40.973416,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:42.341804,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:43.698507,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:45.012812,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:46.128143,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:47.224873,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:48.291825,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:49.465011,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:50.660256,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:51.854294,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:53.050945,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:54.198146,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:55.310263,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:56.416414,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:57.523656,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:58.674636,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:31:59.828862,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:00.956762,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:02.104693,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:03.258417,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:04.417785,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:05.537550,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:06.586782,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:07.751049,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:08.833658,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:09.931480,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:10.997111,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:12.084132,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:13.085306,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:14.110545,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:15.084771,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:16.135289,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:17.187522,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:18.309242,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:19.422476,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:20.525832,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:21.612300,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:22.713425,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:23.741655,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:24.774502,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:25.813163,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:26.839069,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:27.920124,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:29.079293,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:30.221222,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:31.293612,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:32.230881,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:33.265407,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:34.328323,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:35.460103,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:36.517616,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:37.618745,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
04-01-2023 12:32:38.658640,"(2.35, 3.2, 2.3905882352941177)","(13.0, 40.0, 30.178571428571427)","(2.9, 4.3, 3.533333333333333)","(21.0, 70.0, 53.59375)","(71.0, 580.0, 494.16666666666663)","(3.0, 4.5, 3.962962962962963)","(15.0, 55.0, 38.541666666666664)"
