,Nockatunga,Aston Hackett,Colden Express,Filthy Phantom,Our Girl Daisy,Aston Hayato,Big Prediction
04-01-2023 12:39:57.687211,"(2.35, 3.25, 2.3779166666666667)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:39:58.653557,"(2.35, 3.25, 2.3779166666666667)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:39:59.557378,"(2.35, 3.25, 2.3779166666666667)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.7142857142857144)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:00.511650,"(2.35, 3.25, 2.3779166666666667)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.6115384615384616)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:01.535401,"(2.35, 3.25, 2.3779166666666667)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:02.580890,"(2.35, 3.25, 2.3779166666666667)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:03.645889,"(2.35, 3.25, 2.3779166666666667)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:04.625087,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:05.631304,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 494.16666666666663)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:06.574268,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 494.16666666666663)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:07.604904,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:08.584624,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:09.624411,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:10.632034,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:11.630489,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:12.618150,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:13.592097,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.6639999999999997)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:14.583642,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.6639999999999997)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:15.604606,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 24.8)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:16.666832,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:17.724600,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.6115384615384616)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:18.804631,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:19.866494,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:20.882275,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.4)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:21.835228,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.526923076923077)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:22.756705,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 494.16666666666663)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:23.704092,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:24.731517,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:25.733560,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.4)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:26.798980,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.526923076923077)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:27.792892,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:28.804710,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.3541666666666665)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:29.764422,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.3541666666666665)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:30.735218,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:31.701498,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:32.685371,"(2.35, 3.25, 2.5282758620689654)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.3541666666666665)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:33.651030,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.7413793103448274)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:34.601016,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.7413793103448274)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:35.570998,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:36.478389,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:37.494466,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:38.482323,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 494.16666666666663)","(3.0, 5.6, 3.6115384615384616)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:39.515220,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.6115384615384616)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:40.584902,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:41.563527,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:42.465483,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:43.413164,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.7666666666666666)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:44.431130,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.526923076923077)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:45.491021,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:46.550269,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:47.585096,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:48.620132,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:49.649781,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:50.651204,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:51.618830,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.6115384615384616)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:52.636665,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:53.654975,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:54.703677,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 494.16666666666663)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:55.748250,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:56.803380,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.6115384615384616)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:57.799833,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:58.738154,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:40:59.680858,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.4)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:00.674857,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.526923076923077)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:01.713338,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:02.783245,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.4)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:03.861833,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.4)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:04.876677,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.526923076923077)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:05.919346,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:06.912443,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.7142857142857144)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:07.893516,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.7142857142857144)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:08.884257,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.6115384615384616)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:09.869334,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:10.842818,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:11.832596,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 494.16666666666663)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:12.823000,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:13.783715,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:14.765991,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.4)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:15.666656,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.4)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:16.664924,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.526923076923077)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:17.725020,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:18.788661,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.4)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:19.823175,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.4)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:20.865703,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:21.810827,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:22.771606,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:23.773801,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.6115384615384616)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:24.726195,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:25.709548,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:26.644798,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:27.621151,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:28.544237,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:29.465541,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:30.491430,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:31.526433,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:32.588714,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.488)","(15.0, 55.0, 30.9375)"
04-01-2023 12:41:33.659325,"(2.35, 3.25, 2.4836842105263157)","(13.0, 32.0, 20.333333333333332)","(2.9, 4.7, 3.58)","(21.0, 65.0, 35.9375)","(71.0, 580.0, 325.0)","(3.0, 5.6, 3.5759999999999996)","(15.0, 55.0, 30.9375)"
