,Willful Bale,Rockstar Ohlmus,Zipping Bonanza,Jolene Bale,Hill Top Jonah,Ivy Isobel,Gypsy Play,Irving Bale
11-01-2023 21:08:24.707900,"(3.2, 5.9, 3.9115384615384614)","(41.0, 330.0, 120.0)","(41.0, 380.0, 196.72727272727275)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:25.854302,"(3.2, 5.9, 3.9115384615384614)","(41.0, 330.0, 120.0)","(41.0, 380.0, 196.72727272727275)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:26.987346,"(3.2, 5.9, 3.9115384615384614)","(41.0, 330.0, 120.0)","(41.0, 380.0, 207.0)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:28.085383,"(3.2, 5.9, 3.9115384615384614)","(41.0, 330.0, 120.0)","(41.0, 370.0, 207.0)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:29.107970,"(3.2, 5.9, 3.9115384615384614)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:30.145586,"(3.2, 5.9, 3.9115384615384614)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:31.198395,"(3.2, 5.9, 3.9115384615384614)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:32.343350,"(3.2, 5.9, 3.9115384615384614)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:33.506749,"(3.2, 5.9, 3.9115384615384614)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:34.698444,"(3.2, 5.9, 3.8760000000000003)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:35.828709,"(3.2, 5.9, 3.8760000000000003)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:36.966225,"(3.2, 5.9, 3.8760000000000003)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.5571428571428574)"
11-01-2023 21:08:38.118101,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.74, 2.3066666666666666)"
11-01-2023 21:08:39.235051,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.72, 2.2363636363636363)"
11-01-2023 21:08:40.381532,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2363636363636363)"
11-01-2023 21:08:41.429970,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2363636363636363)"
11-01-2023 21:08:42.478938,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2363636363636363)"
11-01-2023 21:08:43.602612,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2363636363636363)"
11-01-2023 21:08:44.737522,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2363636363636363)"
11-01-2023 21:08:45.889522,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2363636363636363)"
11-01-2023 21:08:47.047254,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2363636363636363)"
11-01-2023 21:08:48.201490,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2363636363636363)"
11-01-2023 21:08:49.377276,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2363636363636363)"
11-01-2023 21:08:50.464799,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2363636363636363)"
11-01-2023 21:08:51.490541,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2142857142857144)"
11-01-2023 21:08:52.486051,"(3.2, 5.9, 3.556521739130435)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2142857142857144)"
11-01-2023 21:08:53.579185,"(3.2, 5.9, 3.975)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2142857142857144)"
11-01-2023 21:08:54.700789,"(3.2, 5.9, 3.975)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2142857142857144)"
11-01-2023 21:08:55.840102,"(3.2, 5.9, 3.975)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2142857142857144)"
11-01-2023 21:08:56.992252,"(3.2, 5.9, 3.975)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.1827586206896554)"
11-01-2023 21:08:58.176742,"(3.2, 5.9, 3.8692307692307693)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.391489361702128)"
11-01-2023 21:08:59.313125,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2)"
11-01-2023 21:09:00.455540,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2)"
11-01-2023 21:09:01.506850,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2)"
11-01-2023 21:09:02.526127,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2)"
11-01-2023 21:09:03.630471,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2)"
11-01-2023 21:09:04.720406,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 39.44444444444444)","(2.15, 2.7, 2.2)"
11-01-2023 21:09:05.829180,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 120.0)","(41.0, 360.0, 187.63636363636363)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.7, 2.2)"
11-01-2023 21:09:06.987243,"(3.2, 5.9, 4.140000000000001)","(41.0, 320.0, 238.85714285714283)","(41.0, 360.0, 197.0)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.7, 2.2)"
11-01-2023 21:09:08.085923,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 350.0, 197.0)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.7, 2.2)"
11-01-2023 21:09:09.139013,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 178.54545454545456)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.7, 2.2254545454545456)"
11-01-2023 21:09:10.177688,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 178.54545454545456)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:11.259202,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:12.320471,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:13.460091,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:14.638660,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:15.802061,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:16.986570,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:18.135260,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:19.333478,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:20.622016,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:21.778984,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:22.950491,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 42.0)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:24.119600,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 37.4)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:25.241801,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 37.4)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:26.393403,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 37.4)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:27.505762,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 37.4)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:28.595725,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 37.4)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:29.632006,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 37.4)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:30.698150,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 31.25)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:31.800020,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 31.25)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:33.120417,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 9.414285714285715)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 31.25)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:34.427738,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.5, 10.05)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 31.25)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:35.620965,"(3.2, 5.9, 4.140000000000001)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.0, 9.5)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 31.25)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:36.982477,"(3.2, 5.9, 4.25)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.0, 9.5)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 31.25)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:38.158901,"(3.2, 5.9, 4.25)","(41.0, 330.0, 149.0769230769231)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.0, 9.5)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 31.25)","(2.15, 2.68, 2.2254545454545456)"
11-01-2023 21:09:39.442511,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.0, 9.5)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 31.25)","(2.15, 2.68, 2.2236363636363636)"
11-01-2023 21:09:40.542376,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.0, 9.5)","(9.0, 19.0, 11.0)","(5.0, 9.2, 8.225)","(18.0, 65.0, 31.25)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:41.716676,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.0, 9.5)","(9.0, 19.0, 15.458333333333334)","(5.0, 9.2, 7.25)","(18.0, 65.0, 31.25)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:42.938907,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.0, 9.5)","(9.0, 19.0, 15.458333333333334)","(5.0, 9.2, 7.25)","(18.0, 65.0, 31.25)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:44.263179,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.0, 9.5)","(9.0, 19.0, 13.444444444444445)","(5.0, 9.2, 6.7142857142857135)","(18.0, 65.0, 31.25)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:45.461498,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 340.0, 149.71428571428572)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 8.6, 7.25)","(18.0, 65.0, 35.0)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:46.685739,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 340.0, 187.0)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 65.0, 46.66666666666667)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:47.894797,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 330.0, 142.57142857142858)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 60.0, 46.66666666666667)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:49.138531,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 320.0, 142.57142857142858)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 60.0, 46.66666666666667)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:50.362261,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 320.0, 142.57142857142858)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 60.0, 46.66666666666667)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:51.519189,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 320.0, 142.57142857142858)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 60.0, 46.66666666666667)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:52.567056,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 320.0, 142.57142857142858)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 60.0, 46.66666666666667)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:53.757282,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 320.0, 142.57142857142858)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 60.0, 46.0)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:54.824608,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 320.0, 142.57142857142858)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 60.0, 46.0)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:55.863363,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 320.0, 142.57142857142858)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 60.0, 46.0)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:57.061908,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 320.0, 142.57142857142858)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 60.0, 46.0)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:58.094088,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 320.0, 142.57142857142858)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 60.0, 46.0)","(2.15, 2.66, 2.2236363636363636)"
11-01-2023 21:09:59.211936,"(3.2, 5.9, 4.25)","(41.0, 330.0, 150.3076923076923)","(41.0, 320.0, 142.57142857142858)","(8.0, 15.0, 9.5)","(9.0, 19.0, 14.0)","(5.0, 9.2, 7.25)","(18.0, 60.0, 46.0)","(2.15, 2.66, 2.2236363636363636)"
