,Willful Bale,Rockstar Ohlmus,Zipping Bonanza,Jolene Bale,Hill Top Jonah,Ivy Isobel,Gypsy Play,Irving Bale
11-01-2023 21:13:03.588153,"(3.2, 5.8, 4.24)","(41.0, 95.0, 86.45454545454545)","(41.0, 120.0, 83.0)","(8.0, 12.5, 11.69)","(9.0, 18.5, 12.277777777777779)","(5.0, 6.4, 5.52)","(18.0, 50.0, 36.5)","(2.15, 2.44, 2.34)"
11-01-2023 21:13:04.889173,"(3.2, 5.8, 4.24)","(41.0, 95.0, 86.45454545454545)","(41.0, 120.0, 83.0)","(8.0, 12.5, 11.69)","(9.0, 18.5, 12.277777777777779)","(5.0, 6.4, 5.52)","(18.0, 50.0, 36.5)","(2.15, 2.44, 2.337894736842105)"
11-01-2023 21:13:06.109634,"(3.2, 5.8, 4.685714285714286)","(41.0, 95.0, 86.45454545454545)","(41.0, 120.0, 83.0)","(8.0, 12.5, 11.69)","(9.0, 18.5, 12.277777777777779)","(5.0, 6.4, 5.52)","(18.0, 50.0, 36.5)","(2.15, 2.42, 2.336)"
11-01-2023 21:13:07.506496,"(3.2, 5.8, 4.786)","(41.0, 95.0, 89.125)","(41.0, 120.0, 80.5)","(8.0, 12.5, 10.390625)","(9.0, 18.5, 13.666666666666666)","(5.0, 6.4, 5.52)","(18.0, 50.0, 27.545454545454547)","(2.15, 2.42, 2.337894736842105)"
11-01-2023 21:13:08.887534,"(3.2, 5.8, 4.5975)","(41.0, 95.0, 89.125)","(41.0, 100.0, 74.0)","(8.0, 12.5, 10.390625)","(9.0, 18.0, 13.5)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.941176470588236)","(2.15, 2.42, 2.3419999999999996)"
11-01-2023 21:13:10.268551,"(3.2, 5.8, 4.5975)","(41.0, 95.0, 89.125)","(41.0, 100.0, 74.0)","(8.0, 12.5, 10.390625)","(9.0, 17.5, 13.5)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.941176470588236)","(2.15, 2.42, 2.3419999999999996)"
11-01-2023 21:13:11.674084,"(3.2, 5.8, 4.5975)","(41.0, 95.0, 89.125)","(41.0, 100.0, 74.0)","(8.0, 12.5, 10.390625)","(9.0, 17.5, 12.875)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.42, 2.328235294117647)"
11-01-2023 21:13:12.983991,"(3.2, 5.8, 4.63)","(41.0, 95.0, 89.125)","(41.0, 90.0, 76.0)","(8.0, 12.5, 10.390625)","(9.0, 17.0, 12.416666666666666)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.42, 2.328235294117647)"
11-01-2023 21:13:14.407703,"(3.2, 5.8, 4.5)","(41.0, 95.0, 89.125)","(41.0, 90.0, 76.0)","(8.0, 12.5, 11.725)","(9.0, 17.0, 12.416666666666666)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.42, 2.2618666666666662)"
11-01-2023 21:13:15.794014,"(3.2, 5.8, 4.981481481481481)","(41.0, 95.0, 89.125)","(41.0, 90.0, 72.66666666666666)","(8.0, 12.0, 11.725)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.4, 2.3114285714285714)"
11-01-2023 21:13:17.118547,"(3.2, 5.8, 5.091666666666667)","(41.0, 95.0, 89.125)","(41.0, 85.0, 72.66666666666666)","(8.0, 12.0, 11.725)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.38, 2.332)"
11-01-2023 21:13:18.270139,"(3.2, 5.8, 4.466666666666667)","(41.0, 95.0, 89.125)","(41.0, 85.0, 72.66666666666666)","(8.0, 12.0, 11.725)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.38, 2.332)"
11-01-2023 21:13:19.383991,"(3.2, 5.8, 4.466666666666667)","(41.0, 95.0, 89.125)","(41.0, 85.0, 67.2)","(8.0, 12.0, 11.725)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.38, 2.332)"
11-01-2023 21:13:20.541902,"(3.2, 5.8, 4.6571428571428575)","(41.0, 95.0, 89.125)","(41.0, 80.0, 69.33333333333333)","(8.0, 12.0, 11.725)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.38, 2.263668122270742)"
11-01-2023 21:13:21.713984,"(3.2, 5.8, 4.466666666666667)","(41.0, 95.0, 89.125)","(41.0, 75.0, 66.0)","(8.0, 12.0, 11.725)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.4, 2.2810714285714284)"
11-01-2023 21:13:22.777035,"(3.2, 5.8, 5.419047619047619)","(41.0, 95.0, 89.125)","(41.0, 75.0, 66.0)","(8.0, 12.0, 11.725)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.4, 2.2810714285714284)"
11-01-2023 21:13:23.870409,"(3.2, 5.8, 5.419047619047619)","(41.0, 95.0, 89.125)","(41.0, 75.0, 66.0)","(8.0, 12.0, 11.725)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.4, 2.2810714285714284)"
11-01-2023 21:13:25.006462,"(3.2, 5.8, 4.55)","(41.0, 95.0, 89.125)","(41.0, 75.0, 64.2)","(8.0, 12.0, 11.45)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.4, 2.2810714285714284)"
11-01-2023 21:13:26.164296,"(3.2, 5.8, 4.55)","(41.0, 95.0, 89.125)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.46)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.4, 2.284390243902439)"
11-01-2023 21:13:27.405963,"(3.2, 5.8, 5.33125)","(41.0, 95.0, 65.0)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.307692307692308)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.4, 2.284390243902439)"
11-01-2023 21:13:28.795889,"(3.2, 5.8, 5.607692307692307)","(41.0, 95.0, 85.0)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.307692307692308)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.4, 2.284390243902439)"
11-01-2023 21:13:30.074407,"(3.2, 5.8, 5.607692307692307)","(41.0, 95.0, 68.33333333333333)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.307692307692308)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.4, 2.284390243902439)"
11-01-2023 21:13:31.276512,"(3.2, 5.8, 4.633333333333334)","(41.0, 95.0, 71.66666666666667)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.307692307692308)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.4, 2.284390243902439)"
11-01-2023 21:13:32.404742,"(3.2, 5.8, 5.466666666666667)","(41.0, 95.0, 86.11111111111111)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.307692307692308)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 25.272727272727273)","(2.15, 2.4, 2.284390243902439)"
11-01-2023 21:13:33.673150,"(3.2, 5.8, 5.466666666666667)","(41.0, 95.0, 87.22222222222223)","(41.0, 75.0, 64.2)","(8.0, 12.0, 9.994117647058824)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 24.19047619047619)","(2.15, 2.4, 2.308)"
11-01-2023 21:13:34.702831,"(3.2, 5.8, 5.466666666666667)","(41.0, 95.0, 87.5)","(41.0, 75.0, 64.2)","(8.0, 12.0, 9.994117647058824)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 23.238095238095237)","(2.15, 2.38, 2.3179310344827586)"
11-01-2023 21:13:35.828935,"(3.2, 5.8, 5.466666666666667)","(41.0, 110.0, 98.75)","(41.0, 75.0, 64.2)","(8.0, 12.0, 9.994117647058824)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 30.666666666666668)","(2.15, 2.38, 2.3107692307692305)"
11-01-2023 21:13:37.019889,"(3.2, 5.8, 4.633333333333334)","(41.0, 110.0, 90.0)","(41.0, 75.0, 64.2)","(8.0, 12.0, 9.994117647058824)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 30.666666666666668)","(2.15, 2.38, 2.2956756756756755)"
11-01-2023 21:13:38.226115,"(3.2, 5.8, 4.716666666666667)","(41.0, 110.0, 90.0)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.035714285714286)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 30.666666666666668)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:13:39.346768,"(3.2, 5.8, 4.716666666666667)","(41.0, 100.0, 90.0)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.012903225806452)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 30.666666666666668)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:13:40.456802,"(3.2, 5.8, 4.716666666666667)","(41.0, 110.0, 100.0)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.035714285714286)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 26.26086956521739)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:13:41.674513,"(3.2, 5.8, 4.716666666666667)","(41.0, 110.0, 102.72727272727272)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.035714285714286)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 26.26086956521739)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:13:42.813994,"(3.2, 5.8, 4.716666666666667)","(41.0, 110.0, 97.5)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.035714285714286)","(9.0, 17.0, 11.73913043478261)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:13:43.969266,"(3.2, 5.8, 4.716666666666667)","(41.0, 110.0, 97.5)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.012903225806452)","(9.0, 17.0, 13.166666666666666)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:13:45.016064,"(3.2, 5.8, 4.716666666666667)","(41.0, 110.0, 97.5)","(41.0, 75.0, 64.2)","(8.0, 12.0, 10.012903225806452)","(9.0, 16.5, 13.166666666666666)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:13:46.092694,"(3.2, 5.8, 4.716666666666667)","(41.0, 110.0, 97.5)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 16.5, 13.166666666666666)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:13:47.137216,"(3.2, 5.8, 4.716666666666667)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 16.0, 12.625)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3259999999999996)"
11-01-2023 21:13:48.223217,"(3.2, 5.8, 4.716666666666667)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 16.0, 12.625)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3259999999999996)"
11-01-2023 21:13:49.505957,"(3.2, 5.8, 4.716666666666667)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.035714285714286)","(9.0, 16.0, 12.625)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3259999999999996)"
11-01-2023 21:13:50.681275,"(3.2, 5.8, 4.716666666666667)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 16.0, 12.5)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3259999999999996)"
11-01-2023 21:13:51.787578,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 12.5)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3259999999999996)"
11-01-2023 21:13:52.861871,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 11.785714285714286)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3259999999999996)"
11-01-2023 21:13:53.836731,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 11.128571428571428)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.304)"
11-01-2023 21:13:55.095097,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 11.85135135135135)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.304)"
11-01-2023 21:13:56.331288,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 12.205882352941176)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.304)"
11-01-2023 21:13:57.433757,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 12.205882352941176)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.307142857142857)"
11-01-2023 21:13:58.543484,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 12.205882352941176)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.307142857142857)"
11-01-2023 21:13:59.574315,"(3.2, 5.8, 5.0777777777777775)","(41.0, 100.0, 97.91666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 12.205882352941176)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.307142857142857)"
11-01-2023 21:14:00.623674,"(3.2, 5.8, 5.0777777777777775)","(41.0, 100.0, 97.91666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 12.205882352941176)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.307142857142857)"
11-01-2023 21:14:01.690960,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.1)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.307142857142857)"
11-01-2023 21:14:02.748354,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.844827586206897)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.307142857142857)"
11-01-2023 21:14:03.833944,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.147058823529411)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.307142857142857)"
11-01-2023 21:14:04.933188,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.147058823529411)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.307142857142857)"
11-01-2023 21:14:06.160327,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.147058823529411)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.296923076923077)"
11-01-2023 21:14:07.307868,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 100.66666666666667)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.147058823529411)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:08.460736,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 86.0)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.147058823529411)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:09.507471,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 86.0)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.277777777777779)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:10.523829,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 86.0)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.277777777777779)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.333333333333336)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:11.579531,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 86.0)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.81578947368421)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:12.666641,"(3.2, 5.8, 5.0777777777777775)","(41.0, 110.0, 86.0)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.277777777777779)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:13.808774,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.681818181818182)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.296923076923077)"
11-01-2023 21:14:14.949193,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 75.0, 64.2)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.681818181818182)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.296923076923077)"
11-01-2023 21:14:16.110318,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 75.0, 53.4)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.9)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.296923076923077)"
11-01-2023 21:14:17.304291,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 70.0, 53.5)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.9)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:18.499482,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 70.0, 53.5)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.9)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:19.708487,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 70.0, 52.4)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 13.9)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:20.806290,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 70.0, 52.4)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:21.875490,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 70.0, 52.4)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:22.953064,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 70.0, 52.4)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.296923076923077)"
11-01-2023 21:14:23.969755,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 70.0, 52.4)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.296923076923077)"
11-01-2023 21:14:25.060443,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 70.0, 52.4)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.3055172413793104)"
11-01-2023 21:14:26.264641,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 70.0, 52.4)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.313333333333333)"
11-01-2023 21:14:27.476031,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 70.0, 52.4)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.313333333333333)"
11-01-2023 21:14:28.688957,"(3.2, 5.8, 5.3)","(41.0, 110.0, 86.0)","(51.0, 70.0, 52.4)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.3228571428571425)"
11-01-2023 21:14:29.848407,"(3.2, 5.8, 5.3)","(41.0, 110.0, 95.71428571428572)","(51.0, 70.0, 52.4)","(7.5, 12.0, 10.012903225806452)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 48.0, 31.870967741935484)","(2.15, 2.38, 2.3228571428571425)"
11-01-2023 21:14:31.179568,"(3.2, 5.8, 5.3)","(41.0, 110.0, 102.5)","(51.0, 70.0, 52.4)","(7.5, 12.0, 10.225000000000001)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 48.0, 34.55)","(2.15, 2.38, 2.3228571428571425)"
11-01-2023 21:14:32.488378,"(3.2, 5.8, 5.438888888888889)","(41.0, 110.0, 102.5)","(51.0, 70.0, 52.4)","(7.5, 11.5, 10.225000000000001)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 44.0, 39.07692307692308)","(2.15, 2.38, 2.3228571428571425)"
11-01-2023 21:14:33.824145,"(3.2, 5.8, 5.438888888888889)","(41.0, 110.0, 102.5)","(51.0, 70.0, 52.4)","(7.5, 11.5, 10.225000000000001)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 42.0, 39.07692307692308)","(2.15, 2.38, 2.3228571428571425)"
11-01-2023 21:14:35.284936,"(3.2, 5.8, 5.55)","(41.0, 110.0, 102.5)","(51.0, 70.0, 52.4)","(7.5, 11.5, 10.225000000000001)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 42.0, 39.07692307692308)","(2.15, 2.38, 2.3228571428571425)"
11-01-2023 21:14:36.662372,"(3.2, 5.8, 4.8)","(41.0, 110.0, 102.5)","(51.0, 70.0, 52.4)","(7.5, 11.5, 9.97)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 42.0, 38.583333333333336)","(2.15, 2.38, 2.3228571428571425)"
11-01-2023 21:14:37.892245,"(3.2, 5.8, 4.8)","(41.0, 110.0, 102.5)","(51.0, 70.0, 52.4)","(7.5, 11.5, 9.97)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 40.0, 36.357142857142854)","(2.15, 2.38, 2.3228571428571425)"
11-01-2023 21:14:39.073902,"(3.2, 5.8, 4.8)","(41.0, 110.0, 102.5)","(51.0, 70.0, 52.4)","(7.5, 11.5, 9.97)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 40.0, 36.357142857142854)","(2.15, 2.38, 2.3228571428571425)"
11-01-2023 21:14:40.240345,"(3.2, 5.8, 4.8)","(41.0, 110.0, 102.5)","(51.0, 70.0, 52.4)","(7.5, 11.5, 9.97)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.52)","(18.0, 40.0, 31.5)","(2.15, 2.38, 2.3228571428571425)"
11-01-2023 21:14:41.330428,"(3.2, 5.8, 4.8)","(41.0, 110.0, 102.5)","(51.0, 70.0, 52.4)","(7.5, 11.5, 9.97)","(9.0, 15.5, 14.25)","(5.0, 6.4, 5.911111111111111)","(18.0, 40.0, 30.791666666666668)","(2.15, 2.38, 2.3228571428571425)"
11-01-2023 21:14:42.430439,"(3.2, 5.8, 4.8)","(41.0, 110.0, 102.5)","(51.0, 70.0, 52.4)","(7.5, 11.5, 9.97)","(9.0, 15.5, 14.25)","(5.0, 6.4, 6.020689655172414)","(18.0, 40.0, 26.0)","(2.15, 2.38, 2.3228571428571425)"
