,Artistic Humma,Weasel Nz,Im Isabella,Feel The Thrill,Matai Reactor,Schooby,My Ultimate Heston,Rafferty Delights,Office Bad Boy
11-01-2023 20:41:19.888871,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:21.178745,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:22.465472,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:23.775444,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:25.054208,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:26.407742,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:27.746911,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:29.048055,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:30.271594,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:31.407271,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:32.507824,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:33.634397,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:34.951445,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:36.460239,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:37.779034,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:39.076576,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:40.309482,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:41.506821,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:41:42.820436,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:44.060712,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:45.207725,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:46.288353,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 12.666666666666666)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:47.382457,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 17.0, 11.8)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:48.476971,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 19.5, 12.2)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:49.586084,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 19.0, 12.5)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:50.644686,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.5, 12.5)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:51.760556,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.5, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:52.961851,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:54.112915,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:55.291930,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:56.859011,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:58.152981,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:41:59.371721,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:00.616794,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:02.074733,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:03.468179,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:04.691911,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:06.004952,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:07.255934,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:08.481023,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:09.612401,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:10.851876,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:12.086149,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:13.351903,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:14.590510,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:15.760930,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:16.926606,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:18.070321,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:19.229916,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:20.549955,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:21.726213,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:22.932221,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:24.086423,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:25.278870,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:26.459159,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:27.591234,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:28.786526,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:30.005207,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:31.439809,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:32.858057,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:34.202072,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:35.631954,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:37.135024,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 13.0)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:38.408107,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 18.0, 12.68)","(2.2, 3.25, 3.07)","(3.8, 5.0, 4.945454545454545)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:39.618795,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 15.0, 11.1)","(2.2, 3.25, 3.16)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:40.796560,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 14.5, 11.1)","(2.2, 3.25, 3.16)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:42.035243,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 14.5, 11.1)","(2.2, 3.25, 3.1271428571428572)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:43.281350,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 14.5, 11.1)","(2.2, 3.25, 3.086)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:44.561078,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 14.5, 11.1)","(2.2, 3.25, 3.086)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:45.762692,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 14.5, 11.1)","(2.2, 3.25, 3.086)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:46.940053,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 14.5, 11.1)","(2.2, 3.25, 3.086)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:48.089541,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 14.5, 11.1)","(2.2, 3.25, 3.086)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:49.295438,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 14.5, 11.1)","(2.2, 3.25, 3.086)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:50.524216,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 14.5, 11.1)","(2.2, 3.25, 3.086)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:51.775189,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 14.5, 11.1)","(2.2, 3.25, 3.1385714285714283)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
11-01-2023 20:42:53.021054,"(101.0, 480.0, 286.6666666666667)","(11.0, 99999, 99990)","(41.0, 120.0, 69.33333333333333)","(10.0, 14.5, 11.1)","(2.2, 3.25, 3.102)","(3.8, 5.0, 4.92)","(7.0, 11.0, 10.133333333333333)","(20.0, 38.0, 28.0)","(5.5, 8.8, 7.6000000000000005)"
