,Artistic Humma,Weasel Nz,Im Isabella,Feel The Thrill,Matai Reactor,Schooby,My Ultimate Heston,Rafferty Delights,Office Bad Boy
11-01-2023 20:37:03.363794,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.136)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:04.703748,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.136)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:06.055922,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.136)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:07.453222,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.136)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:08.862651,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.136)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:10.709225,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.136)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:12.522887,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.136)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:13.944576,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.136)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:15.414321,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.136)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:16.882064,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.136)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:18.320257,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:19.712315,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:21.182987,"(101.0, 210.0, 163.33333333333334)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:22.580710,"(101.0, 490.0, 320.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:23.980999,"(101.0, 490.0, 447.5)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:25.375044,"(101.0, 480.0, 406.66666666666663)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:26.750678,"(101.0, 480.0, 406.66666666666663)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:28.166004,"(101.0, 480.0, 406.66666666666663)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:29.553463,"(101.0, 480.0, 406.66666666666663)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:31.070457,"(101.0, 480.0, 406.66666666666663)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:32.642705,"(101.0, 480.0, 356.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:34.170844,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:35.706644,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:37.354412,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 13.5)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:39.055097,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:40.553888,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:42.001433,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:43.494813,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.1075)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:44.967666,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.228846153846154)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:46.463322,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.228846153846154)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:47.910493,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 130.0, 119.25)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.1175)","(3.8, 5.1, 4.127777777777778)","(7.0, 11.5, 9.95)","(20.0, 42.0, 29.333333333333332)","(5.5, 9.2, 8.08)"
11-01-2023 20:37:49.416194,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 130.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.25, 3.1925)","(3.8, 5.1, 4.425)","(7.0, 11.5, 10.133333333333333)","(20.0, 42.0, 28.666666666666668)","(5.5, 9.2, 7.96)"
11-01-2023 20:37:50.877614,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.425)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 9.0, 7.840000000000001)"
11-01-2023 20:37:52.307001,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.425)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:37:53.760305,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:37:55.201169,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:37:56.626647,"(101.0, 480.0, 330.0)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:37:58.025129,"(101.0, 480.0, 383.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:37:59.420626,"(101.0, 480.0, 383.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:00.812627,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:02.278971,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:03.676012,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:05.098089,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:06.527695,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:07.950241,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:09.313369,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:10.725182,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:12.158604,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:13.572742,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:14.945545,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:16.374069,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:17.760258,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:19.142478,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:20.565796,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:21.909934,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:23.237797,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:24.612330,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:25.962249,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.671428571428572)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:27.337362,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.954000000000001)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:28.690096,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.8533333333333335)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:30.073413,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.8533333333333335)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:31.443313,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.8533333333333335)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:32.856005,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.8533333333333335)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:34.359167,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.8533333333333335)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:35.826837,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.8533333333333335)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:37.291135,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.8533333333333335)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:38.933373,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.8533333333333335)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:40.455871,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.1925)","(3.8, 5.0, 4.8533333333333335)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:41.931443,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:43.302473,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:44.671612,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:45.987653,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:47.357632,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:48.841901,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:50.286725,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
11-01-2023 20:38:51.760562,"(101.0, 480.0, 413.33333333333337)","(11.0, 99999, 99990)","(41.0, 120.0, 103.11111111111111)","(10.0, 15.5, 14.071428571428571)","(2.2, 3.35, 3.224)","(3.8, 5.0, 4.475)","(7.0, 11.0, 10.133333333333333)","(20.0, 40.0, 28.666666666666668)","(5.5, 8.8, 7.840000000000001)"
