,Classic Boom,Leisure Games,Oakfield Feather,Pie Party,Swanic Boom,Dare I Say,Hearsay,I Am Takingthelot,In Barcelona,White Ribbon,Yasmeen
11-01-2023 12:46:55.043028,"(19.0, 20.0, 19.846153846153847)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.0, 5.97)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 65.0)","(10.0, 11.0, 10.709677419354838)","(4.6, 6.4, 6.243478260869566)","(15.0, 17.0, 16.964285714285715)","(13.0, 14.5, 14.264705882352942)","(2.4, 2.88, 2.8753333333333333)"
11-01-2023 12:46:56.970849,"(19.0, 20.0, 20.384615384615383)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.0, 5.897297297297298)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 65.0)","(10.0, 11.0, 10.67175572519084)","(4.6, 6.4, 6.314285714285715)","(15.0, 17.0, 16.964285714285715)","(13.0, 14.5, 14.264705882352942)","(2.4, 2.92, 2.906153846153846)"
11-01-2023 12:46:58.516911,"(19.0, 21.0, 19.823529411764707)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 5.9, 5.897297297297298)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 65.0)","(10.0, 11.0, 10.67175572519084)","(4.6, 6.4, 6.207407407407407)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.264705882352942)","(2.4, 2.92, 2.908888888888889)"
11-01-2023 12:47:00.112134,"(19.0, 21.0, 19.823529411764707)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 5.9, 5.9)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 65.0)","(10.0, 11.0, 10.67175572519084)","(4.6, 6.4, 6.314285714285715)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.264705882352942)","(2.4, 2.92, 2.9057142857142857)"
11-01-2023 12:47:01.730956,"(19.0, 21.0, 19.625)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.0, 5.92)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 65.0)","(10.0, 11.0, 10.67175572519084)","(4.6, 6.4, 6.314285714285715)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.264705882352942)","(2.4, 2.92, 2.9109090909090907)"
11-01-2023 12:47:03.434601,"(19.0, 20.0, 18.692307692307693)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.0, 5.954054054054054)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.0, 10.67175572519084)","(4.6, 6.4, 6.286956521739131)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.3125)","(2.4, 2.9, 2.8731543624161073)"
11-01-2023 12:47:04.920469,"(19.0, 21.0, 19.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.0, 5.954054054054054)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.0, 10.67175572519084)","(4.6, 6.4, 6.314285714285715)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.3125)","(2.4, 2.9, 2.8731543624161073)"
11-01-2023 12:47:06.316881,"(19.0, 21.0, 18.954545454545453)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.0, 5.954054054054054)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.0, 10.674242424242424)","(4.6, 6.4, 6.314285714285715)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.3125)","(2.4, 2.9, 2.878148148148148)"
11-01-2023 12:47:07.624792,"(19.0, 21.0, 18.954545454545453)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.0, 5.954054054054054)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.0, 10.715686274509803)","(4.6, 6.4, 6.314285714285715)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.3125)","(2.4, 2.9, 2.8775)"
11-01-2023 12:47:09.021526,"(19.0, 20.0, 19.1)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.0, 5.945454545454545)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.5, 10.863636363636363)","(4.6, 6.4, 6.314285714285715)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.3125)","(2.4, 2.88, 2.8775)"
11-01-2023 12:47:10.486894,"(19.0, 20.0, 19.318181818181817)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.0, 5.983333333333333)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.5, 10.863636363636363)","(4.6, 6.4, 6.314285714285715)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.3125)","(2.4, 2.88, 2.8777049180327867)"
11-01-2023 12:47:11.972836,"(19.0, 20.0, 19.318181818181817)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.0, 6.1194444444444445)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.5, 10.863636363636363)","(4.6, 6.4, 6.314285714285715)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.125)","(2.4, 2.88, 2.8777049180327867)"
11-01-2023 12:47:13.513179,"(19.0, 20.0, 18.875)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.2, 6.122857142857143)","(31.0, 40.0, 39.1764705882353)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.5, 10.847826086956522)","(4.6, 6.4, 6.286956521739131)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.125)","(2.4, 2.88, 2.8774545454545453)"
11-01-2023 12:47:15.125865,"(19.0, 20.0, 19.454545454545453)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.2, 6.122857142857143)","(31.0, 40.0, 39.1764705882353)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.5, 10.863636363636363)","(4.6, 6.4, 6.286956521739131)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.275)","(2.4, 2.88, 2.8777777777777778)"
11-01-2023 12:47:16.640750,"(19.0, 18.5, 19.37704918032787)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.2, 6.122857142857143)","(31.0, 40.0, 39.1764705882353)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.5, 10.863636363636363)","(4.6, 6.4, 6.286956521739131)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.275)","(2.4, 2.88, 2.8777777777777778)"
11-01-2023 12:47:18.148593,"(19.0, 19.5, 19.37704918032787)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.2, 6.122857142857143)","(31.0, 40.0, 39.0)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.5, 10.924657534246576)","(4.6, 6.4, 6.286956521739131)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.275)","(2.4, 2.88, 2.8772307692307693)"
11-01-2023 12:47:19.563612,"(19.0, 19.5, 19.217391304347828)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.2, 6.125547445255474)","(31.0, 40.0, 39.0)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.5, 10.924657534246576)","(4.6, 6.4, 6.085714285714285)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.876969696969697)"
11-01-2023 12:47:21.181802,"(19.0, 19.5, 19.166666666666668)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.2, 6.125547445255474)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.5, 10.891304347826086)","(4.6, 6.2, 6.085714285714285)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.876969696969697)"
11-01-2023 12:47:22.716942,"(19.0, 19.5, 18.970588235294116)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.2, 6.125547445255474)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 66.66666666666667)","(10.0, 11.0, 10.86734693877551)","(4.6, 6.2, 6.1)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.8767213114754098)"
11-01-2023 12:47:24.116806,"(19.0, 19.5, 18.970588235294116)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.2, 6.125547445255474)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 65.0)","(10.0, 11.0, 10.86734693877551)","(4.6, 6.2, 6.1)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.8767213114754098)"
11-01-2023 12:47:25.555462,"(19.0, 19.5, 18.970588235294116)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.2, 6.125547445255474)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 62.5)","(9.0, 11.0, 10.967532467532468)","(4.6, 6.2, 6.085714285714285)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.8540540540540538)"
11-01-2023 12:47:27.426285,"(19.0, 19.5, 19.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 226.66666666666666)","(5.0, 6.2, 6.1716814159292035)","(31.0, 40.0, 38.833333333333336)","(41.0, 70.0, 65.0)","(9.0, 11.5, 10.76923076923077)","(4.6, 6.2, 6.1)","(15.0, 17.0, 16.95)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.8659999999999997)"
11-01-2023 12:47:29.058995,"(19.0, 19.5, 19.0)","(101.0, 230.0, 205.0)","(101.0, 230.0, 260.0)","(5.0, 6.2, 6.238297872340426)","(31.0, 40.0, 38.6)","(41.0, 70.0, 85.0)","(9.0, 11.0, 10.569767441860465)","(4.6, 6.2, 6.122580645161291)","(15.0, 17.0, 16.9)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.8544444444444443)"
11-01-2023 12:47:30.724929,"(19.0, 19.5, 19.147058823529413)","(101.0, 230.0, 205.0)","(101.0, 280.0, 257.5)","(5.0, 6.4, 6.288111888111889)","(31.0, 40.0, 38.6)","(41.0, 90.0, 76.66666666666667)","(9.0, 11.0, 10.573170731707316)","(4.6, 6.2, 6.283870967741936)","(15.0, 17.0, 16.75)","(13.0, 14.5, 14.34375)","(2.4, 2.86, 2.853548387096774)"
11-01-2023 12:47:32.181269,"(19.0, 19.5, 18.912280701754387)","(101.0, 230.0, 205.0)","(101.0, 280.0, 257.5)","(5.0, 6.4, 6.317073170731708)","(31.0, 40.0, 38.6)","(41.0, 80.0, 72.5)","(9.0, 11.0, 10.573170731707316)","(4.6, 6.4, 6.305263157894737)","(15.0, 17.0, 16.75)","(13.0, 14.5, 14.34375)","(2.4, 2.86, 2.853333333333333)"
11-01-2023 12:47:33.728372,"(19.0, 19.0, 18.936507936507937)","(101.0, 230.0, 205.0)","(101.0, 280.0, 257.5)","(5.0, 6.4, 6.317073170731708)","(31.0, 40.0, 38.6)","(41.0, 80.0, 68.33333333333333)","(9.0, 11.0, 10.817708333333334)","(4.6, 6.4, 6.305263157894737)","(15.0, 17.0, 16.75)","(13.0, 14.5, 14.34375)","(2.4, 2.86, 2.853333333333333)"
11-01-2023 12:47:35.177370,"(19.0, 19.0, 18.936507936507937)","(101.0, 230.0, 205.0)","(101.0, 280.0, 257.5)","(5.0, 6.4, 6.35483870967742)","(31.0, 40.0, 38.6)","(41.0, 80.0, 68.33333333333333)","(9.0, 11.0, 10.817708333333334)","(4.6, 6.4, 6.305263157894737)","(15.0, 17.0, 16.75)","(13.0, 14.5, 14.34375)","(2.4, 2.86, 2.853333333333333)"
11-01-2023 12:47:36.686828,"(19.0, 19.5, 18.863636363636363)","(101.0, 230.0, 205.0)","(101.0, 280.0, 257.5)","(5.0, 6.4, 6.358823529411765)","(31.0, 40.0, 38.6)","(41.0, 80.0, 68.33333333333333)","(9.0, 11.0, 10.298507462686567)","(4.6, 6.4, 6.305263157894737)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.34375)","(2.4, 2.86, 2.8605128205128203)"
11-01-2023 12:47:38.228333,"(19.0, 19.5, 19.11111111111111)","(101.0, 230.0, 205.0)","(101.0, 280.0, 257.5)","(5.0, 6.4, 6.358823529411765)","(31.0, 40.0, 38.6)","(41.0, 80.0, 68.33333333333333)","(9.0, 10.5, 10.333333333333334)","(4.6, 6.4, 6.305263157894737)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.862727272727273)"
11-01-2023 12:47:39.641466,"(19.0, 19.5, 19.11111111111111)","(101.0, 230.0, 205.0)","(101.0, 280.0, 257.5)","(5.0, 6.4, 6.358823529411765)","(31.0, 40.0, 38.6)","(41.0, 80.0, 68.33333333333333)","(9.0, 10.5, 10.336065573770492)","(4.8, 6.4, 6.305263157894737)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.862727272727273)"
11-01-2023 12:47:41.030140,"(18.0, 19.5, 19.233333333333334)","(101.0, 230.0, 205.0)","(101.0, 280.0, 257.5)","(5.0, 6.4, 6.364102564102565)","(31.0, 40.0, 39.68181818181818)","(41.0, 80.0, 68.33333333333333)","(9.0, 10.5, 10.16)","(4.8, 6.4, 6.305263157894737)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.862727272727273)"
11-01-2023 12:47:42.486029,"(18.0, 19.5, 18.958333333333332)","(101.0, 230.0, 205.0)","(101.0, 280.0, 270.0)","(5.0, 6.4, 6.364102564102565)","(31.0, 40.0, 39.708333333333336)","(41.0, 80.0, 68.33333333333333)","(9.0, 10.5, 10.053571428571429)","(4.8, 6.4, 6.305263157894737)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.862727272727273)"
11-01-2023 12:47:43.944129,"(18.0, 19.5, 18.958333333333332)","(101.0, 230.0, 205.0)","(101.0, 280.0, 362.0)","(5.0, 6.4, 6.364102564102565)","(31.0, 40.0, 39.708333333333336)","(41.0, 80.0, 68.33333333333333)","(9.0, 10.5, 10.107142857142858)","(4.8, 6.4, 6.305263157894737)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.862727272727273)"
11-01-2023 12:47:45.463721,"(18.0, 19.5, 19.166666666666668)","(101.0, 230.0, 205.0)","(101.0, 430.0, 293.3333333333333)","(5.0, 6.4, 6.364102564102565)","(31.0, 40.0, 39.708333333333336)","(41.0, 80.0, 68.33333333333333)","(9.0, 10.5, 10.113636363636363)","(4.8, 6.4, 6.305263157894737)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.34375)","(2.4, 2.88, 2.862727272727273)"
11-01-2023 12:47:46.937254,"(18.0, 19.5, 18.533333333333335)","(101.0, 230.0, 205.0)","(101.0, 410.0, 325.0)","(5.0, 6.4, 6.348148148148148)","(31.0, 40.0, 39.708333333333336)","(41.0, 80.0, 68.33333333333333)","(10.0, 10.5, 10.113636363636363)","(4.8, 6.4, 6.302702702702703)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.34375)","(2.4, 2.86, 2.850869565217391)"
11-01-2023 12:47:48.646581,"(18.0, 19.0, 18.533333333333335)","(101.0, 230.0, 205.0)","(101.0, 380.0, 286.6666666666667)","(5.0, 6.4, 6.3533333333333335)","(31.0, 40.0, 39.708333333333336)","(41.0, 80.0, 68.33333333333333)","(10.0, 10.5, 10.105633802816902)","(4.8, 6.4, 6.302702702702703)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.34375)","(2.4, 2.86, 2.850869565217391)"
11-01-2023 12:47:50.587565,"(18.0, 19.0, 18.8)","(101.0, 230.0, 220.0)","(101.0, 370.0, 290.0)","(5.0, 6.4, 6.3533333333333335)","(31.0, 40.0, 39.708333333333336)","(41.0, 80.0, 68.33333333333333)","(10.0, 10.5, 10.105633802816902)","(4.8, 6.4, 6.302702702702703)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.34375)","(2.4, 2.86, 2.850869565217391)"
11-01-2023 12:47:52.227511,"(18.0, 19.0, 18.217391304347824)","(101.0, 230.0, 222.0)","(101.0, 350.0, 300.0)","(5.0, 6.4, 6.3533333333333335)","(31.0, 40.0, 39.57575757575758)","(41.0, 80.0, 68.33333333333333)","(10.0, 10.5, 10.120967741935484)","(4.8, 6.4, 6.273170731707317)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.375)","(2.4, 2.86, 2.851111111111111)"
11-01-2023 12:47:53.980749,"(18.0, 19.0, 18.217391304347824)","(101.0, 230.0, 222.0)","(101.0, 330.0, 282.5)","(5.0, 6.4, 6.3533333333333335)","(31.0, 40.0, 39.57575757575758)","(41.0, 80.0, 68.33333333333333)","(10.0, 10.5, 10.3125)","(4.8, 6.4, 6.273170731707317)","(15.0, 17.0, 16.958333333333332)","(13.0, 14.5, 14.375)","(2.4, 2.86, 2.851111111111111)"
11-01-2023 12:47:56.089380,"(18.0, 19.0, 18.217391304347824)","(101.0, 230.0, 222.0)","(101.0, 320.0, 282.5)","(5.0, 6.4, 6.3533333333333335)","(31.0, 40.0, 39.57575757575758)","(41.0, 80.0, 68.33333333333333)","(10.0, 10.5, 10.387931034482758)","(4.8, 6.4, 6.273170731707317)","(15.0, 17.0, 16.97826086956522)","(13.0, 14.5, 14.375)","(2.4, 2.86, 2.8504761904761904)"
11-01-2023 12:47:57.842099,"(18.0, 19.0, 18.59090909090909)","(101.0, 230.0, 220.0)","(101.0, 320.0, 325.0)","(5.0, 6.4, 6.363157894736842)","(31.0, 40.0, 39.68888888888889)","(41.0, 80.0, 73.33333333333333)","(10.0, 10.5, 10.257575757575758)","(4.8, 6.4, 6.303703703703704)","(15.0, 17.5, 17.125)","(13.0, 14.5, 14.375)","(2.4, 2.86, 2.8434883720930233)"
11-01-2023 12:47:59.420906,"(18.0, 19.0, 18.653846153846153)","(101.0, 230.0, 225.0)","(101.0, 380.0, 330.0)","(5.0, 6.4, 6.3820512820512825)","(31.0, 40.0, 39.68888888888889)","(41.0, 80.0, 73.33333333333333)","(10.0, 10.5, 10.352941176470589)","(4.8, 6.4, 6.314754098360656)","(15.0, 17.5, 16.82)","(13.0, 14.5, 14.34375)","(2.4, 2.84, 2.823296703296703)"
11-01-2023 12:48:00.875332,"(18.0, 19.5, 18.653846153846153)","(101.0, 230.0, 226.66666666666666)","(101.0, 350.0, 300.0)","(5.0, 6.4, 6.3820512820512825)","(31.0, 40.0, 39.68888888888889)","(41.0, 80.0, 73.33333333333333)","(10.0, 10.5, 10.25)","(4.8, 6.4, 6.336842105263158)","(15.0, 17.5, 16.82)","(13.0, 14.5, 14.445652173913043)","(2.4, 2.84, 2.822654867256637)"
11-01-2023 12:48:02.344362,"(18.0, 19.5, 18.56382978723404)","(101.0, 230.0, 226.66666666666666)","(101.0, 350.0, 300.0)","(5.0, 6.4, 6.3820512820512825)","(31.0, 40.0, 39.68888888888889)","(41.0, 80.0, 73.33333333333333)","(10.0, 10.5, 10.742857142857144)","(4.8, 6.4, 6.3133333333333335)","(15.0, 17.5, 16.82)","(13.0, 14.5, 14.445652173913043)","(2.4, 2.84, 2.8181249999999998)"
11-01-2023 12:48:03.913962,"(18.0, 19.0, 18.548387096774192)","(101.0, 230.0, 226.0)","(101.0, 350.0, 295.0)","(5.0, 6.4, 6.363218390804598)","(31.0, 40.0, 39.68888888888889)","(41.0, 80.0, 73.33333333333333)","(10.0, 11.0, 10.8125)","(4.8, 6.4, 6.3133333333333335)","(15.0, 17.5, 16.82)","(13.0, 14.5, 14.445652173913043)","(2.4, 2.82, 2.8114851485148513)"
11-01-2023 12:48:05.523012,"(18.0, 19.0, 18.548387096774192)","(101.0, 230.0, 226.0)","(101.0, 330.0, 228.0)","(5.0, 6.4, 6.363218390804598)","(31.0, 40.0, 39.55102040816327)","(41.0, 80.0, 74.0)","(9.0, 11.0, 10.8125)","(4.8, 6.4, 6.3133333333333335)","(14.0, 17.5, 16.82)","(13.0, 14.5, 14.445652173913043)","(2.4, 2.82, 2.8114851485148513)"
11-01-2023 12:48:07.070762,"(18.0, 19.0, 18.548387096774192)","(101.0, 230.0, 226.0)","(101.0, 240.0, 228.0)","(5.0, 6.4, 6.361363636363636)","(31.0, 40.0, 39.389830508474574)","(41.0, 80.0, 73.33333333333333)","(9.0, 11.0, 10.785714285714286)","(4.8, 6.4, 6.3133333333333335)","(14.0, 17.5, 16.82)","(13.0, 14.5, 14.445652173913043)","(2.4, 2.82, 2.8115686274509804)"
11-01-2023 12:48:08.650338,"(18.0, 19.0, 18.548387096774192)","(101.0, 230.0, 236.66666666666666)","(101.0, 240.0, 233.33333333333334)","(5.0, 6.4, 6.361363636363636)","(31.0, 40.0, 39.389830508474574)","(41.0, 80.0, 76.66666666666667)","(9.0, 11.0, 10.768292682926829)","(4.8, 6.4, 6.3133333333333335)","(14.0, 17.5, 16.82)","(13.0, 14.5, 14.384615384615385)","(2.4, 2.82, 2.810535714285714)"
11-01-2023 12:48:10.151746,"(18.0, 18.5, 18.416666666666668)","(101.0, 250.0, 238.57142857142858)","(101.0, 240.0, 233.33333333333334)","(5.0, 6.4, 6.361363636363636)","(31.0, 40.0, 39.389830508474574)","(41.0, 90.0, 86.0)","(9.0, 11.0, 10.768292682926829)","(4.8, 6.4, 6.335714285714286)","(14.0, 17.5, 16.82)","(13.0, 14.5, 14.384615384615385)","(2.4, 2.82, 2.8077037037037034)"
11-01-2023 12:48:11.631588,"(18.0, 18.5, 18.491071428571427)","(101.0, 250.0, 238.57142857142858)","(101.0, 240.0, 233.33333333333334)","(5.0, 6.4, 6.3820512820512825)","(31.0, 40.0, 40.375)","(41.0, 90.0, 86.0)","(9.0, 11.0, 10.704225352112676)","(4.8, 6.4, 6.3133333333333335)","(14.0, 17.5, 16.82)","(13.0, 14.5, 14.384615384615385)","(2.4, 2.82, 2.8032758620689653)"
11-01-2023 12:48:13.089364,"(18.0, 18.5, 18.045454545454547)","(101.0, 250.0, 238.57142857142858)","(101.0, 240.0, 233.33333333333334)","(5.0, 6.4, 6.3820512820512825)","(31.0, 42.0, 40.375)","(41.0, 90.0, 86.0)","(9.0, 11.0, 10.693333333333333)","(4.8, 6.4, 6.3133333333333335)","(14.0, 17.5, 16.82)","(13.0, 14.5, 14.384615384615385)","(2.4, 2.82, 2.802037037037037)"
11-01-2023 12:48:14.558243,"(18.0, 18.5, 18.045454545454547)","(101.0, 250.0, 220.0)","(101.0, 240.0, 233.33333333333334)","(5.0, 6.6, 6.462068965517242)","(31.0, 42.0, 40.25)","(41.0, 90.0, 86.0)","(9.0, 11.0, 10.693333333333333)","(4.8, 6.4, 6.3133333333333335)","(14.0, 17.5, 16.82)","(13.0, 14.5, 14.384615384615385)","(2.4, 2.82, 2.8032116788321164)"
11-01-2023 12:48:16.037248,"(18.0, 17.5, 17.41304347826087)","(101.0, 250.0, 220.0)","(101.0, 240.0, 296.0)","(5.0, 6.6, 6.533333333333333)","(31.0, 42.0, 41.348837209302324)","(41.0, 90.0, 86.0)","(9.0, 11.0, 10.762295081967213)","(4.8, 6.4, 6.3133333333333335)","(14.0, 17.5, 16.82)","(13.0, 14.5, 14.348837209302326)","(2.4, 2.82, 2.8017460317460317)"
11-01-2023 12:48:17.537160,"(18.0, 17.0, 16.963483146067414)","(101.0, 250.0, 220.0)","(101.0, 410.0, 254.0)","(5.0, 6.6, 6.594444444444444)","(31.0, 42.0, 40.72727272727273)","(41.0, 90.0, 85.71428571428571)","(9.0, 11.0, 11.112244897959183)","(4.8, 6.4, 6.3133333333333335)","(14.0, 17.5, 16.65)","(13.0, 14.5, 14.348837209302326)","(2.4, 2.82, 2.8017460317460317)"
11-01-2023 12:48:19.005720,"(18.0, 17.0, 16.963483146067414)","(101.0, 250.0, 220.0)","(101.0, 390.0, 284.0)","(5.0, 6.6, 6.594444444444444)","(31.0, 42.0, 40.72727272727273)","(41.0, 90.0, 85.71428571428571)","(9.0, 11.5, 10.82)","(4.8, 6.4, 6.3133333333333335)","(14.0, 17.5, 16.65)","(13.0, 14.5, 14.423529411764706)","(2.4, 2.82, 2.7824)"
11-01-2023 12:48:20.415739,"(18.0, 17.0, 16.963483146067414)","(101.0, 250.0, 220.0)","(101.0, 380.0, 264.0)","(5.0, 6.6, 6.594444444444444)","(31.0, 42.0, 40.72727272727273)","(41.0, 90.0, 87.0)","(9.0, 11.0, 10.725352112676056)","(4.8, 6.4, 6.3133333333333335)","(14.0, 17.5, 16.65)","(13.0, 14.5, 14.737864077669903)","(2.4, 2.8, 2.765833333333333)"
11-01-2023 12:48:21.830473,"(18.0, 17.5, 17.170731707317074)","(101.0, 250.0, 220.0)","(101.0, 330.0, 264.0)","(5.0, 6.6, 6.594444444444444)","(31.0, 42.0, 40.72727272727273)","(41.0, 90.0, 87.0)","(9.0, 11.0, 10.73469387755102)","(4.8, 6.4, 6.335714285714286)","(14.0, 17.5, 16.65)","(13.0, 15.0, 14.737864077669903)","(2.4, 2.78, 2.768474576271186)"
11-01-2023 12:48:23.257867,"(17.0, 17.0, 16.95664739884393)","(101.0, 250.0, 220.0)","(101.0, 330.0, 240.0)","(5.0, 6.6, 6.594444444444444)","(31.0, 42.0, 40.72727272727273)","(41.0, 90.0, 87.0)","(9.0, 11.0, 10.72549019607843)","(4.8, 6.4, 6.335714285714286)","(14.0, 17.5, 16.65)","(13.0, 15.0, 14.737864077669903)","(2.4, 2.78, 2.768474576271186)"
11-01-2023 12:48:24.722049,"(17.0, 17.5, 17.241784037558684)","(101.0, 250.0, 220.0)","(101.0, 330.0, 240.0)","(5.0, 6.6, 6.545833333333333)","(31.0, 42.0, 40.72727272727273)","(41.0, 90.0, 87.0)","(9.0, 11.0, 10.352112676056338)","(4.8, 6.4, 6.335714285714286)","(14.0, 17.5, 16.6875)","(13.0, 15.0, 14.73076923076923)","(2.4, 2.78, 2.7686666666666664)"
11-01-2023 12:48:26.135774,"(17.0, 17.5, 17.14788732394366)","(101.0, 250.0, 220.0)","(101.0, 330.0, 240.0)","(5.0, 6.6, 6.545833333333333)","(31.0, 42.0, 40.888888888888886)","(41.0, 90.0, 85.71428571428571)","(9.0, 11.0, 9.975000000000001)","(4.8, 6.4, 6.472727272727273)","(14.0, 17.5, 16.6875)","(13.0, 15.0, 14.481012658227849)","(2.4, 2.78, 2.768965517241379)"
11-01-2023 12:48:27.508107,"(17.0, 18.0, 17.52857142857143)","(101.0, 250.0, 220.0)","(101.0, 330.0, 257.5)","(5.0, 6.6, 6.696551724137931)","(31.0, 42.0, 40.888888888888886)","(41.0, 90.0, 87.0)","(9.0, 10.5, 9.967045454545454)","(4.8, 6.6, 6.485714285714286)","(14.0, 17.5, 16.6875)","(13.0, 14.5, 14.481012658227849)","(2.4, 2.78, 2.766382978723404)"
