,Downtown Lucca,Sporting Tristar,Uptotrix,Cronin,Melati Boy,Tackas Last Dance,Malibu Dream,Wheres Our Money,Lady Lagertha Nz,Muddy Montana
10-01-2023 20:21:59.434968,"(2.8, 5.1, 5.080392156862745)","(9.0, 10.0, 9.75)","(2.7, 3.5, 3.4484848484848487)","(101.0, 120.0, 96.66666666666667)","(14.0, 20.0, 16.25)","(61.0, 90.0, 65.0)","(9.0, 18.0, 17.647058823529413)","(9.0, 11.5, 11.125)","(8.5, 99999, 99990)","(61.0, 65.0, 64.11764705882354)"
10-01-2023 20:22:00.715918,"(2.8, 5.2, 5.176470588235294)","(9.0, 10.0, 9.75)","(2.7, 3.6, 3.59375)","(101.0, 120.0, 96.66666666666667)","(14.0, 20.0, 16.25)","(61.0, 90.0, 65.0)","(9.0, 18.0, 17.25)","(9.0, 11.5, 10.947368421052632)","(8.5, 99999, 99990)","(61.0, 65.0, 64.11764705882354)"
10-01-2023 20:22:01.971363,"(2.8, 5.2, 5.106896551724138)","(9.0, 10.0, 9.75)","(2.7, 3.65, 3.602777777777778)","(101.0, 120.0, 96.66666666666667)","(14.0, 20.0, 18.695652173913043)","(61.0, 90.0, 65.0)","(9.0, 18.0, 17.210526315789473)","(9.0, 11.5, 10.947368421052632)","(8.5, 99999, 99990)","(61.0, 65.0, 64.11764705882354)"
10-01-2023 20:22:03.164939,"(2.8, 5.2, 5.098305084745763)","(9.0, 10.0, 9.75)","(2.7, 3.7, 3.602777777777778)","(101.0, 120.0, 96.66666666666667)","(14.0, 20.0, 19.4)","(61.0, 90.0, 65.0)","(9.0, 18.0, 15.916666666666666)","(9.0, 11.5, 11.2)","(8.5, 99999, 99990)","(61.0, 65.0, 64.0)"
10-01-2023 20:22:04.429652,"(2.8, 5.2, 5.098305084745763)","(9.0, 9.8, 9.671428571428573)","(2.7, 3.7, 3.425)","(101.0, 120.0, 96.66666666666667)","(14.0, 19.5, 18.23076923076923)","(61.0, 90.0, 65.0)","(9.0, 18.0, 15.916666666666666)","(9.0, 11.5, 11.2)","(8.5, 99999, 99990)","(61.0, 65.0, 64.0)"
10-01-2023 20:22:05.647741,"(2.8, 5.2, 4.815384615384615)","(9.0, 9.8, 9.588235294117647)","(2.7, 3.65, 3.425)","(101.0, 120.0, 96.66666666666667)","(14.0, 19.0, 18.05)","(61.0, 90.0, 65.0)","(9.0, 18.0, 15.916666666666666)","(9.0, 11.5, 11.2)","(8.5, 99999, 99990)","(61.0, 65.0, 64.0)"
10-01-2023 20:22:06.869093,"(2.8, 5.2, 5.021428571428571)","(9.0, 9.8, 9.588235294117647)","(2.7, 3.65, 3.425)","(101.0, 120.0, 96.66666666666667)","(14.0, 18.5, 17.789473684210527)","(61.0, 90.0, 65.0)","(9.0, 18.0, 16.166666666666668)","(9.0, 11.5, 11.2)","(8.5, 99999, 99990)","(61.0, 65.0, 64.0)"
10-01-2023 20:22:08.113030,"(2.8, 5.2, 5.021428571428571)","(9.0, 9.8, 9.588235294117647)","(2.7, 3.65, 3.3850000000000002)","(101.0, 120.0, 96.66666666666667)","(14.0, 18.0, 17.130434782608695)","(61.0, 90.0, 65.0)","(9.0, 17.5, 16.166666666666668)","(9.0, 11.5, 11.2)","(8.5, 99999, 99990)","(61.0, 65.0, 64.0)"
10-01-2023 20:22:09.394718,"(2.8, 5.2, 5.021428571428571)","(9.0, 9.8, 9.671428571428573)","(2.7, 3.7, 3.5250000000000004)","(101.0, 120.0, 105.0)","(14.0, 18.0, 16.1)","(61.0, 90.0, 75.0)","(9.0, 17.5, 15.833333333333334)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 64.0)"
10-01-2023 20:22:10.681168,"(2.8, 5.2, 5.021428571428571)","(9.0, 9.8, 9.671428571428573)","(2.7, 3.7, 3.5250000000000004)","(101.0, 120.0, 105.0)","(14.0, 17.5, 15.3125)","(61.0, 90.0, 145.0)","(9.0, 17.5, 17.0)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 64.0)"
10-01-2023 20:22:11.939529,"(2.8, 5.2, 5.021428571428571)","(9.0, 9.8, 9.671428571428573)","(2.7, 3.7, 3.408333333333333)","(101.0, 120.0, 100.0)","(14.0, 17.5, 14.944444444444445)","(61.0, 230.0, 75.0)","(9.0, 17.5, 22.272727272727273)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 64.0)"
10-01-2023 20:22:13.218623,"(2.8, 5.2, 5.0)","(9.0, 9.8, 9.588235294117647)","(2.7, 3.7, 3.408333333333333)","(101.0, 120.0, 102.0)","(14.0, 16.5, 14.346153846153847)","(61.0, 90.0, 65.0)","(9.0, 25.0, 19.666666666666668)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:14.544335,"(2.8, 5.2, 4.783333333333333)","(9.0, 9.8, 9.588235294117647)","(2.7, 3.7, 3.408333333333333)","(101.0, 120.0, 102.0)","(14.0, 16.5, 14.346153846153847)","(61.0, 85.0, 63.333333333333336)","(9.0, 23.0, 20.083333333333332)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:15.913675,"(2.8, 5.2, 4.866666666666667)","(8.5, 9.8, 9.514285714285714)","(2.7, 3.7, 3.408333333333333)","(101.0, 120.0, 102.5)","(14.0, 16.5, 14.5)","(61.0, 80.0, 60.0)","(10.0, 21.0, 18.25)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:17.132637,"(2.8, 5.2, 4.866666666666667)","(8.5, 9.6, 9.514285714285714)","(2.7, 3.7, 3.408333333333333)","(101.0, 120.0, 102.5)","(14.0, 16.5, 14.5)","(61.0, 80.0, 60.0)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:18.313210,"(2.8, 5.2, 4.866666666666667)","(8.5, 9.6, 9.514285714285714)","(2.7, 3.7, 3.408333333333333)","(101.0, 120.0, 99.0)","(14.0, 16.5, 14.5)","(61.0, 80.0, 60.0)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:19.533732,"(2.8, 5.2, 4.866666666666667)","(8.5, 9.6, 9.514285714285714)","(2.7, 3.7, 3.408333333333333)","(101.0, 120.0, 99.0)","(14.0, 16.5, 14.5)","(61.0, 80.0, 60.0)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:20.774738,"(2.8, 5.2, 4.866666666666667)","(8.5, 9.6, 9.514285714285714)","(2.7, 3.7, 3.618181818181818)","(101.0, 120.0, 99.0)","(14.0, 16.5, 14.5)","(61.0, 80.0, 60.0)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:22.084594,"(2.8, 5.2, 4.815384615384615)","(8.5, 9.6, 9.514285714285714)","(2.7, 3.7, 3.631818181818182)","(101.0, 120.0, 99.0)","(14.0, 16.5, 14.5)","(61.0, 80.0, 60.0)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:23.406714,"(2.8, 5.2, 5.007692307692308)","(8.5, 9.6, 9.514285714285714)","(2.7, 3.7, 3.631818181818182)","(101.0, 120.0, 93.75)","(14.0, 16.5, 14.5)","(61.0, 80.0, 60.0)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:24.693586,"(2.8, 5.2, 5.007692307692308)","(8.5, 9.6, 9.514285714285714)","(2.7, 3.7, 3.631818181818182)","(101.0, 120.0, 103.88888888888889)","(14.0, 16.5, 14.5)","(61.0, 80.0, 60.0)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:25.955710,"(2.8, 5.2, 4.815384615384615)","(8.5, 9.6, 9.514285714285714)","(2.7, 3.7, 3.631818181818182)","(101.0, 110.0, 103.88888888888889)","(14.0, 16.5, 14.166666666666666)","(61.0, 80.0, 62.85714285714286)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:27.266625,"(2.8, 5.2, 4.815384615384615)","(8.5, 9.6, 9.357142857142858)","(2.7, 3.7, 3.631818181818182)","(101.0, 110.0, 103.88888888888889)","(14.0, 16.5, 14.166666666666666)","(61.0, 80.0, 49.35)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:28.448123,"(2.8, 5.2, 4.815384615384615)","(8.5, 9.4, 9.357142857142858)","(2.7, 3.7, 3.631818181818182)","(101.0, 110.0, 103.88888888888889)","(14.0, 16.5, 14.166666666666666)","(61.0, 50.0, 49.35)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:29.609776,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.905882352941177)","(2.7, 3.7, 3.631818181818182)","(101.0, 110.0, 103.88888888888889)","(14.0, 16.5, 14.166666666666666)","(61.0, 85.0, 58.75)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:30.808129,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.905882352941177)","(2.7, 3.7, 3.631818181818182)","(101.0, 110.0, 107.8125)","(14.0, 16.5, 15.883333333333333)","(61.0, 85.0, 60.0)","(10.0, 21.0, 16.714285714285715)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:32.102165,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.7, 3.631818181818182)","(101.0, 110.0, 100.0)","(14.0, 16.0, 12.7)","(61.0, 80.0, 54.285714285714285)","(10.0, 21.0, 17.944444444444443)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:33.370227,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.7, 3.631818181818182)","(101.0, 110.0, 100.0)","(14.0, 15.5, 13.166666666666666)","(61.0, 80.0, 54.285714285714285)","(10.0, 21.0, 18.642857142857142)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:34.708016,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.7, 3.631818181818182)","(101.0, 110.0, 100.0)","(14.0, 15.5, 13.166666666666666)","(61.0, 80.0, 54.285714285714285)","(10.0, 21.0, 19.636363636363637)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:36.018706,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.7, 3.631818181818182)","(101.0, 110.0, 100.0)","(14.0, 15.5, 13.346153846153847)","(61.0, 80.0, 54.285714285714285)","(10.0, 21.0, 19.92857142857143)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:37.269738,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.7, 3.631818181818182)","(101.0, 110.0, 100.0)","(14.0, 15.5, 13.346153846153847)","(61.0, 80.0, 54.285714285714285)","(10.0, 21.0, 20.166666666666668)","(9.0, 11.5, 11.153846153846153)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:38.507093,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.7, 3.631818181818182)","(101.0, 110.0, 96.0)","(14.0, 15.5, 13.346153846153847)","(61.0, 80.0, 54.285714285714285)","(10.0, 21.0, 20.166666666666668)","(9.0, 11.5, 10.454545454545455)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:39.721862,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.7, 3.631818181818182)","(101.0, 120.0, 99.0)","(14.0, 15.5, 13.1)","(61.0, 80.0, 54.285714285714285)","(10.0, 21.0, 17.5)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:40.871236,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.7, 3.631818181818182)","(101.0, 120.0, 99.0)","(14.0, 15.5, 13.1)","(61.0, 80.0, 54.285714285714285)","(10.0, 20.0, 18.05)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:42.103200,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.876923076923077)","(2.7, 3.7, 3.65)","(101.0, 120.0, 99.0)","(14.0, 15.5, 13.1)","(61.0, 80.0, 54.285714285714285)","(10.0, 20.0, 17.88888888888889)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:43.340723,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.876923076923077)","(2.7, 3.75, 3.683333333333333)","(101.0, 120.0, 99.0)","(14.0, 15.5, 13.1)","(61.0, 80.0, 57.33333333333333)","(10.0, 19.0, 17.5)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:44.626815,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.876923076923077)","(2.7, 3.8, 3.683333333333333)","(101.0, 120.0, 99.0)","(14.0, 15.5, 13.1)","(61.0, 80.0, 57.33333333333333)","(10.0, 18.5, 17.38888888888889)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:45.888020,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.8, 3.75)","(101.0, 120.0, 96.0)","(14.0, 15.5, 14.166666666666666)","(61.0, 80.0, 63.4)","(10.0, 18.5, 16.22222222222222)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:47.181865,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.9, 3.765)","(101.0, 120.0, 96.0)","(14.0, 15.5, 14.026315789473685)","(61.0, 75.0, 63.4)","(10.0, 17.0, 15.444444444444445)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:48.367180,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.9, 3.765)","(101.0, 120.0, 96.0)","(14.0, 15.5, 14.026315789473685)","(61.0, 75.0, 60.4)","(10.0, 16.0, 15.6)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:49.531412,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.85, 3.8000000000000003)","(101.0, 120.0, 96.0)","(14.0, 15.5, 14.026315789473685)","(61.0, 70.0, 60.4)","(10.0, 16.5, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 65.0, 63.84615384615385)"
10-01-2023 20:22:50.690869,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.85, 3.8000000000000003)","(101.0, 120.0, 96.0)","(14.0, 15.5, 13.75)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 65.0, 80.83333333333334)"
10-01-2023 20:22:51.905683,"(2.8, 5.2, 4.815384615384615)","(8.5, 10.0, 9.75)","(2.7, 3.8, 3.7766666666666664)","(101.0, 120.0, 96.0)","(14.0, 15.5, 13.75)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 85.0, 76.66666666666667)"
10-01-2023 20:22:53.140525,"(2.8, 5.2, 4.9222222222222225)","(8.5, 10.0, 9.75)","(2.7, 3.8, 3.707894736842105)","(101.0, 120.0, 96.0)","(14.0, 15.5, 13.75)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 80.0, 74.28571428571429)"
10-01-2023 20:22:54.350698,"(2.8, 5.2, 4.9222222222222225)","(8.5, 10.0, 9.75)","(2.7, 3.8, 3.707894736842105)","(101.0, 120.0, 148.57142857142856)","(14.0, 15.5, 13.75)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 80.0, 71.76470588235294)"
10-01-2023 20:22:55.648417,"(2.8, 5.2, 4.905882352941177)","(8.5, 10.0, 9.75)","(2.7, 3.8, 3.707894736842105)","(91.0, 200.0, 148.57142857142856)","(14.0, 15.5, 13.75)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 80.0, 71.76470588235294)"
10-01-2023 20:22:56.970629,"(2.8, 5.2, 4.905882352941177)","(8.5, 10.0, 9.75)","(2.7, 3.8, 3.529166666666667)","(91.0, 200.0, 142.85714285714286)","(14.0, 15.5, 13.75)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 80.0, 71.76470588235294)"
10-01-2023 20:22:58.292366,"(2.8, 5.2, 4.905882352941177)","(8.5, 10.0, 9.75)","(2.7, 3.55, 3.71)","(91.0, 190.0, 146.66666666666669)","(14.0, 15.5, 13.75)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 80.0, 71.76470588235294)"
10-01-2023 20:22:59.538499,"(2.8, 5.2, 4.905882352941177)","(8.5, 10.0, 9.75)","(2.7, 3.8, 3.5875)","(91.0, 180.0, 146.66666666666669)","(14.0, 15.5, 13.75)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 80.0, 72.5)"
10-01-2023 20:23:00.759719,"(2.8, 5.2, 4.905882352941177)","(8.5, 10.0, 9.75)","(2.7, 3.8, 3.5782608695652174)","(91.0, 180.0, 113.33333333333334)","(14.0, 15.5, 13.75)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 75.0, 70.0)"
10-01-2023 20:23:01.982230,"(2.8, 5.2, 5.04375)","(8.5, 10.0, 9.75)","(2.7, 3.8, 3.5782608695652174)","(91.0, 180.0, 113.33333333333334)","(14.0, 15.5, 13.75)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 75.0, 70.0)"
10-01-2023 20:23:03.344499,"(2.8, 5.2, 4.70873786407767)","(8.5, 10.0, 9.8)","(2.7, 3.8, 3.6241379310344826)","(91.0, 180.0, 110.0)","(14.0, 15.5, 12.954545454545455)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.846153846153847)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 75.0, 68.82352941176471)"
10-01-2023 20:23:04.617662,"(2.8, 5.0, 4.787234042553192)","(8.5, 10.0, 9.905882352941177)","(2.7, 3.8, 3.6241379310344826)","(91.0, 170.0, 106.66666666666667)","(14.0, 15.5, 13.833333333333334)","(61.0, 70.0, 56.285714285714285)","(10.0, 16.0, 14.8)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(61.0, 75.0, 68.82352941176471)"
10-01-2023 20:23:05.894961,"(3.0, 5.0, 4.7101449275362315)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.8, 3.6725)","(71.0, 160.0, 106.66666666666667)","(13.0, 15.0, 13.9)","(51.0, 70.0, 112.0)","(10.0, 16.0, 14.8)","(9.0, 11.0, 10.4)","(8.5, 99999, 99990)","(51.0, 75.0, 68.33333333333333)"
10-01-2023 20:23:07.180719,"(3.0, 5.0, 4.7101449275362315)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.8, 3.643421052631579)","(71.0, 160.0, 106.66666666666667)","(13.0, 14.5, 17.9)","(51.0, 200.0, 95.33333333333334)","(10.0, 16.0, 15.25)","(9.0, 11.0, 9.894736842105264)","(8.5, 99999, 99990)","(51.0, 70.0, 66.66666666666667)"
10-01-2023 20:23:08.366135,"(3.0, 4.7, 4.68)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.8, 3.643421052631579)","(71.0, 160.0, 106.66666666666667)","(13.0, 19.5, 13.944444444444445)","(51.0, 190.0, 68.33333333333333)","(10.0, 16.0, 15.25)","(9.0, 11.0, 10.2)","(8.5, 99999, 99990)","(51.0, 70.0, 66.66666666666667)"
10-01-2023 20:23:09.652874,"(3.0, 4.7, 4.68)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.75, 3.6923076923076925)","(71.0, 160.0, 148.33333333333331)","(13.0, 17.0, 15.5)","(51.0, 170.0, 70.4)","(10.0, 16.0, 15.25)","(9.0, 10.5, 10.32)","(8.5, 99999, 99990)","(51.0, 70.0, 68.33333333333333)"
10-01-2023 20:23:10.872113,"(3.0, 4.7, 4.68)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.75, 3.7125)","(71.0, 190.0, 111.0)","(13.0, 16.5, 14.8)","(51.0, 160.0, 94.0)","(10.0, 16.0, 15.25)","(9.0, 10.5, 10.32)","(8.5, 99999, 99990)","(51.0, 70.0, 68.33333333333333)"
10-01-2023 20:23:12.116141,"(3.0, 4.7, 4.68)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.75, 3.7125)","(71.0, 180.0, 111.0)","(13.0, 16.0, 14.0)","(51.0, 140.0, 71.0)","(10.0, 16.0, 15.25)","(9.0, 10.5, 10.32)","(8.5, 99999, 99990)","(51.0, 70.0, 64.16666666666667)"
10-01-2023 20:23:13.298203,"(3.0, 4.7, 4.68)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.75, 3.7125)","(71.0, 180.0, 148.33333333333331)","(13.0, 16.0, 14.7)","(51.0, 140.0, 71.0)","(10.0, 16.0, 15.25)","(9.0, 10.5, 10.32)","(8.5, 99999, 99990)","(51.0, 65.0, 64.16666666666667)"
10-01-2023 20:23:14.456108,"(3.0, 4.7, 4.68)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.75, 3.625)","(71.0, 190.0, 148.33333333333331)","(13.0, 16.5, 14.7)","(51.0, 140.0, 71.0)","(10.0, 16.0, 15.25)","(9.0, 10.5, 9.8125)","(7.5, 99999, 99990)","(51.0, 65.0, 64.16666666666667)"
10-01-2023 20:23:15.684908,"(3.0, 4.7, 4.678846153846154)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.75, 3.525)","(71.0, 190.0, 148.33333333333331)","(13.0, 16.5, 13.071428571428571)","(51.0, 140.0, 71.0)","(10.0, 16.0, 17.0)","(9.0, 10.5, 9.942857142857143)","(7.5, 99999, 99990)","(51.0, 65.0, 64.16666666666667)"
10-01-2023 20:23:16.849306,"(3.0, 5.6, 5.027272727272727)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.75, 3.523529411764706)","(71.0, 190.0, 150.0)","(13.0, 17.0, 13.3)","(51.0, 140.0, 64.4)","(10.0, 25.0, 20.714285714285715)","(9.0, 10.5, 10.066666666666666)","(7.5, 99999, 99990)","(51.0, 65.0, 64.16666666666667)"
10-01-2023 20:23:18.003572,"(3.0, 5.5, 5.4)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.75, 3.7359999999999998)","(71.0, 190.0, 150.0)","(13.0, 16.5, 12.85)","(51.0, 130.0, 57.111111111111114)","(10.0, 23.0, 18.333333333333332)","(9.0, 10.5, 9.942857142857143)","(7.5, 99999, 99990)","(51.0, 65.0, 64.16666666666667)"
10-01-2023 20:23:19.164328,"(3.0, 5.5, 5.181818181818182)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.7, 3.6611111111111114)","(71.0, 190.0, 150.0)","(13.0, 16.0, 12.875)","(51.0, 130.0, 68.66666666666667)","(10.0, 23.0, 16.8)","(9.0, 10.5, 9.719999999999999)","(7.5, 99999, 99990)","(51.0, 65.0, 72.5)"
10-01-2023 20:23:20.432483,"(3.0, 5.5, 5.071428571428572)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.7, 3.5653846153846156)","(71.0, 190.0, 117.0)","(13.0, 15.5, 12.875)","(51.0, 110.0, 68.66666666666667)","(10.0, 22.0, 16.785714285714285)","(9.0, 10.5, 9.719999999999999)","(7.5, 99999, 99990)","(51.0, 75.0, 70.0)"
10-01-2023 20:23:21.684105,"(3.0, 5.5, 5.071428571428572)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.7, 3.5653846153846156)","(71.0, 180.0, 117.0)","(13.0, 15.5, 12.875)","(51.0, 110.0, 58.0)","(10.0, 20.0, 17.5)","(9.0, 10.5, 10.125)","(7.5, 99999, 99990)","(51.0, 75.0, 70.0)"
10-01-2023 20:23:23.121116,"(3.0, 5.5, 5.071428571428572)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.7, 3.5653846153846156)","(71.0, 180.0, 114.0)","(13.0, 15.5, 12.875)","(51.0, 100.0, 51.285714285714285)","(10.0, 19.5, 16.5)","(9.0, 10.5, 9.719999999999999)","(7.5, 99999, 99990)","(51.0, 75.0, 70.0)"
10-01-2023 20:23:24.430419,"(3.0, 5.5, 5.071428571428572)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.7, 3.5653846153846156)","(71.0, 180.0, 147.0)","(13.0, 15.5, 12.875)","(51.0, 95.0, 58.0)","(10.0, 19.0, 16.375)","(9.0, 10.5, 9.84)","(7.5, 99999, 99990)","(51.0, 75.0, 70.0)"
10-01-2023 20:23:25.581088,"(3.0, 5.5, 5.071428571428572)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.7, 3.5653846153846156)","(71.0, 180.0, 117.0)","(13.0, 15.5, 13.0)","(51.0, 100.0, 124.33333333333333)","(10.0, 19.0, 17.5)","(9.0, 10.5, 10.066666666666666)","(7.5, 99999, 99990)","(51.0, 75.0, 68.33333333333333)"
