,Maheno,Reality Jewel,On The Cusp,Malaika Bale,Prince Of Egypt,Wolf,Master Jackal
636,"[datetime.datetime(2022, 11, 28, 13, 59, 16, 448490), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 13, 59, 16, 448490), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 59, 16, 448490), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 16, 448490), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 16, 448490), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 16, 448490), 6.5, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 16, 448490), 81.0, 120.0]"
637,"[datetime.datetime(2022, 11, 28, 13, 59, 17, 563198), 1.9, 2.68]","[datetime.datetime(2022, 11, 28, 13, 59, 17, 563198), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 59, 17, 563198), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 17, 563198), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 17, 563198), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 17, 563198), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 17, 563198), 81.0, 120.0]"
638,"[datetime.datetime(2022, 11, 28, 13, 59, 18, 672774), 1.9, 2.68]","[datetime.datetime(2022, 11, 28, 13, 59, 18, 672774), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 59, 18, 672774), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 18, 672774), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 18, 672774), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 18, 672774), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 18, 672774), 81.0, 120.0]"
639,"[datetime.datetime(2022, 11, 28, 13, 59, 19, 800384), 1.9, 2.66]","[datetime.datetime(2022, 11, 28, 13, 59, 19, 800384), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 59, 19, 800384), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 19, 800384), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 19, 800384), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 19, 800384), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 19, 800384), 81.0, 120.0]"
640,"[datetime.datetime(2022, 11, 28, 13, 59, 20, 913157), 1.9, 2.66]","[datetime.datetime(2022, 11, 28, 13, 59, 20, 913157), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 59, 20, 913157), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 20, 913157), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 20, 913157), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 20, 913157), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 20, 913157), 81.0, 120.0]"
641,"[datetime.datetime(2022, 11, 28, 13, 59, 22, 35662), 1.9, 2.66]","[datetime.datetime(2022, 11, 28, 13, 59, 22, 35662), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 59, 22, 35662), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 22, 35662), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 22, 35662), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 22, 35662), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 22, 35662), 81.0, 120.0]"
642,"[datetime.datetime(2022, 11, 28, 13, 59, 23, 149015), 1.9, 2.64]","[datetime.datetime(2022, 11, 28, 13, 59, 23, 149015), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 59, 23, 149015), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 23, 149015), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 23, 149015), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 23, 149015), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 23, 149015), 81.0, 120.0]"
643,"[datetime.datetime(2022, 11, 28, 13, 59, 24, 266767), 1.9, 2.64]","[datetime.datetime(2022, 11, 28, 13, 59, 24, 266767), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 59, 24, 266767), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 24, 266767), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 24, 266767), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 24, 266767), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 24, 266767), 81.0, 120.0]"
644,"[datetime.datetime(2022, 11, 28, 13, 59, 25, 379487), 1.9, 2.64]","[datetime.datetime(2022, 11, 28, 13, 59, 25, 379487), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 59, 25, 379487), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 25, 379487), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 25, 379487), 4.2, 5.8]","[datetime.datetime(2022, 11, 28, 13, 59, 25, 379487), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 25, 379487), 81.0, 120.0]"
645,"[datetime.datetime(2022, 11, 28, 13, 59, 26, 499242), 1.9, 2.64]","[datetime.datetime(2022, 11, 28, 13, 59, 26, 499242), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 59, 26, 499242), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 26, 499242), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 26, 499242), 4.2, 5.8]","[datetime.datetime(2022, 11, 28, 13, 59, 26, 499242), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 26, 499242), 81.0, 120.0]"
646,"[datetime.datetime(2022, 11, 28, 13, 59, 27, 611965), 1.9, 2.64]","[datetime.datetime(2022, 11, 28, 13, 59, 27, 611965), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 59, 27, 611965), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 27, 611965), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 27, 611965), 4.2, 5.8]","[datetime.datetime(2022, 11, 28, 13, 59, 27, 611965), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 27, 611965), 81.0, 120.0]"
647,"[datetime.datetime(2022, 11, 28, 13, 59, 28, 728242), 1.9, 2.64]","[datetime.datetime(2022, 11, 28, 13, 59, 28, 728242), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 59, 28, 728242), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 28, 728242), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 28, 728242), 4.2, 5.8]","[datetime.datetime(2022, 11, 28, 13, 59, 28, 728242), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 28, 728242), 81.0, 120.0]"
648,"[datetime.datetime(2022, 11, 28, 13, 59, 29, 837749), 1.9, 2.64]","[datetime.datetime(2022, 11, 28, 13, 59, 29, 837749), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 29, 837749), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 29, 837749), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 29, 837749), 4.2, 5.8]","[datetime.datetime(2022, 11, 28, 13, 59, 29, 837749), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 29, 837749), 81.0, 120.0]"
649,"[datetime.datetime(2022, 11, 28, 13, 59, 30, 960227), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 13, 59, 30, 960227), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 30, 960227), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 30, 960227), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 30, 960227), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 30, 960227), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 30, 960227), 81.0, 120.0]"
650,"[datetime.datetime(2022, 11, 28, 13, 59, 32, 81499), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 13, 59, 32, 81499), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 32, 81499), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 32, 81499), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 32, 81499), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 32, 81499), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 32, 81499), 81.0, 120.0]"
651,"[datetime.datetime(2022, 11, 28, 13, 59, 33, 202656), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 33, 202656), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 33, 202656), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 33, 202656), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 33, 202656), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 33, 202656), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 33, 202656), 81.0, 120.0]"
652,"[datetime.datetime(2022, 11, 28, 13, 59, 34, 316453), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 34, 316453), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 34, 316453), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 34, 316453), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 34, 316453), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 34, 316453), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 34, 316453), 81.0, 120.0]"
653,"[datetime.datetime(2022, 11, 28, 13, 59, 35, 433006), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 35, 433006), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 35, 433006), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 35, 433006), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 35, 433006), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 35, 433006), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 35, 433006), 81.0, 120.0]"
654,"[datetime.datetime(2022, 11, 28, 13, 59, 36, 543358), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 36, 543358), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 36, 543358), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 36, 543358), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 36, 543358), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 36, 543358), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 36, 543358), 81.0, 120.0]"
655,"[datetime.datetime(2022, 11, 28, 13, 59, 37, 655495), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 37, 655495), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 37, 655495), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 37, 655495), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 37, 655495), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 37, 655495), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 37, 655495), 81.0, 120.0]"
656,"[datetime.datetime(2022, 11, 28, 13, 59, 38, 778299), 1.9, 2.64]","[datetime.datetime(2022, 11, 28, 13, 59, 38, 778299), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 38, 778299), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 38, 778299), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 38, 778299), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 38, 778299), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 38, 778299), 81.0, 120.0]"
657,"[datetime.datetime(2022, 11, 28, 13, 59, 39, 889582), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 39, 889582), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 39, 889582), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 39, 889582), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 39, 889582), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 39, 889582), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 39, 889582), 81.0, 120.0]"
658,"[datetime.datetime(2022, 11, 28, 13, 59, 41, 6254), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 41, 6254), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 41, 6254), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 41, 6254), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 41, 6254), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 41, 6254), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 41, 6254), 81.0, 120.0]"
659,"[datetime.datetime(2022, 11, 28, 13, 59, 42, 118789), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 42, 118789), 6.5, 9.8]","[datetime.datetime(2022, 11, 28, 13, 59, 42, 118789), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 42, 118789), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 42, 118789), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 42, 118789), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 42, 118789), 81.0, 120.0]"
660,"[datetime.datetime(2022, 11, 28, 13, 59, 43, 235476), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 43, 235476), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 43, 235476), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 43, 235476), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 43, 235476), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 43, 235476), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 43, 235476), 81.0, 120.0]"
661,"[datetime.datetime(2022, 11, 28, 13, 59, 44, 348119), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 44, 348119), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 44, 348119), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 44, 348119), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 44, 348119), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 44, 348119), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 44, 348119), 81.0, 120.0]"
662,"[datetime.datetime(2022, 11, 28, 13, 59, 45, 460348), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 45, 460348), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 45, 460348), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 45, 460348), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 45, 460348), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 45, 460348), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 45, 460348), 81.0, 120.0]"
663,"[datetime.datetime(2022, 11, 28, 13, 59, 46, 575356), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 46, 575356), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 46, 575356), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 46, 575356), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 46, 575356), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 46, 575356), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 46, 575356), 81.0, 120.0]"
664,"[datetime.datetime(2022, 11, 28, 13, 59, 47, 689280), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 47, 689280), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 47, 689280), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 47, 689280), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 47, 689280), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 47, 689280), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 47, 689280), 81.0, 120.0]"
665,"[datetime.datetime(2022, 11, 28, 13, 59, 48, 801810), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 48, 801810), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 48, 801810), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 48, 801810), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 48, 801810), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 48, 801810), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 48, 801810), 81.0, 120.0]"
666,"[datetime.datetime(2022, 11, 28, 13, 59, 49, 915127), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 49, 915127), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 49, 915127), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 49, 915127), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 49, 915127), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 49, 915127), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 49, 915127), 81.0, 120.0]"
667,"[datetime.datetime(2022, 11, 28, 13, 59, 51, 22413), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 51, 22413), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 51, 22413), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 51, 22413), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 51, 22413), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 51, 22413), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 51, 22413), 81.0, 120.0]"
668,"[datetime.datetime(2022, 11, 28, 13, 59, 52, 136819), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 52, 136819), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 52, 136819), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 52, 136819), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 52, 136819), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 52, 136819), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 52, 136819), 81.0, 120.0]"
669,"[datetime.datetime(2022, 11, 28, 13, 59, 53, 245162), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 53, 245162), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 53, 245162), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 53, 245162), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 53, 245162), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 53, 245162), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 53, 245162), 81.0, 120.0]"
670,"[datetime.datetime(2022, 11, 28, 13, 59, 54, 358984), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 54, 358984), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 54, 358984), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 54, 358984), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 54, 358984), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 54, 358984), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 54, 358984), 81.0, 120.0]"
671,"[datetime.datetime(2022, 11, 28, 13, 59, 55, 466815), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 55, 466815), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 55, 466815), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 55, 466815), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 55, 466815), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 55, 466815), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 55, 466815), 81.0, 120.0]"
672,"[datetime.datetime(2022, 11, 28, 13, 59, 56, 584112), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 56, 584112), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 56, 584112), 10.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 56, 584112), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 56, 584112), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 56, 584112), 6.0, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 56, 584112), 81.0, 120.0]"
673,"[datetime.datetime(2022, 11, 28, 13, 59, 57, 698506), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 57, 698506), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 57, 698506), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 57, 698506), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 57, 698506), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 57, 698506), 5.5, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 57, 698506), 101.0, 120.0]"
674,"[datetime.datetime(2022, 11, 28, 13, 59, 58, 812187), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 58, 812187), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 58, 812187), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 58, 812187), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 58, 812187), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 58, 812187), 5.5, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 58, 812187), 101.0, 120.0]"
675,"[datetime.datetime(2022, 11, 28, 13, 59, 59, 925058), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 13, 59, 59, 925058), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 13, 59, 59, 925058), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 13, 59, 59, 925058), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 13, 59, 59, 925058), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 13, 59, 59, 925058), 5.5, 6.2]","[datetime.datetime(2022, 11, 28, 13, 59, 59, 925058), 101.0, 120.0]"
676,"[datetime.datetime(2022, 11, 28, 14, 0, 1, 41628), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 14, 0, 1, 41628), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 14, 0, 1, 41628), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 14, 0, 1, 41628), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 14, 0, 1, 41628), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 14, 0, 1, 41628), 5.5, 6.2]","[datetime.datetime(2022, 11, 28, 14, 0, 1, 41628), 101.0, 120.0]"
677,"[datetime.datetime(2022, 11, 28, 14, 0, 2, 152506), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 14, 0, 2, 152506), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 14, 0, 2, 152506), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 14, 0, 2, 152506), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 14, 0, 2, 152506), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 14, 0, 2, 152506), 5.5, 6.2]","[datetime.datetime(2022, 11, 28, 14, 0, 2, 152506), 101.0, 120.0]"
678,"[datetime.datetime(2022, 11, 28, 14, 0, 3, 267253), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 14, 0, 3, 267253), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 14, 0, 3, 267253), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 14, 0, 3, 267253), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 14, 0, 3, 267253), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 14, 0, 3, 267253), 5.5, 6.2]","[datetime.datetime(2022, 11, 28, 14, 0, 3, 267253), 101.0, 120.0]"
679,"[datetime.datetime(2022, 11, 28, 14, 0, 4, 378099), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 14, 0, 4, 378099), 7.0, 9.0]","[datetime.datetime(2022, 11, 28, 14, 0, 4, 378099), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 14, 0, 4, 378099), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 14, 0, 4, 378099), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 14, 0, 4, 378099), 5.5, 6.2]","[datetime.datetime(2022, 11, 28, 14, 0, 4, 378099), 101.0, 120.0]"
680,"[datetime.datetime(2022, 11, 28, 14, 0, 5, 485425), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 14, 0, 5, 485425), 7.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 0, 5, 485425), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 14, 0, 5, 485425), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 14, 0, 5, 485425), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 14, 0, 5, 485425), 5.5, 6.2]","[datetime.datetime(2022, 11, 28, 14, 0, 5, 485425), 101.0, 120.0]"
681,"[datetime.datetime(2022, 11, 28, 14, 0, 6, 597088), 1.9, 2.6]","[datetime.datetime(2022, 11, 28, 14, 0, 6, 597088), 7.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 0, 6, 597088), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 14, 0, 6, 597088), 10.0, 12.5]","[datetime.datetime(2022, 11, 28, 14, 0, 6, 597088), 4.2, 6.8]","[datetime.datetime(2022, 11, 28, 14, 0, 6, 597088), 5.5, 6.2]","[datetime.datetime(2022, 11, 28, 14, 0, 6, 597088), 101.0, 120.0]"
