,Dennis Choux,Kupido,Lescot,Better Than Banksy,Igotanidea,Sir Bitesalot,Tosen Glory,Irrewarra Gem,One Fornana Rhodes,Lady Merchant,Metsi,Mikki Magic,Eltanin,Greenhill Prince
06-01-2023 12:36:38.293881,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.264705882352942)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:36:40.178643,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.264705882352942)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:36:41.998335,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.264705882352942)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:36:43.888757,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 108.0)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.264705882352942)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:36:45.857192,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.264705882352942)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:36:47.700930,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.264705882352942)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:36:49.633235,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.264705882352942)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:36:53.323751,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.5625)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:36:55.896173,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.5625)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:36:58.206629,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.5625)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:00.235500,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 113.0)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.5625)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:02.186116,"(2.7, 3.25, 3.1654166666666668)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 44.75)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 113.0)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.5625)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:04.180589,"(2.7, 3.25, 3.1654166666666668)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 50.0, 44.75)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 113.0)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.5625)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:06.136287,"(2.7, 3.25, 3.1654166666666668)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 50.0, 44.75)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 113.0)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.5625)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:08.152206,"(2.7, 3.25, 3.1654166666666668)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 50.0, 44.75)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 113.0)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.5625)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:10.108520,"(2.7, 3.25, 3.1654166666666668)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 50.0, 44.75)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 113.0)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.5625)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:12.026455,"(2.7, 3.25, 3.1654166666666668)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 50.0, 44.75)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 113.0)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.5625)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:13.957923,"(2.7, 3.25, 3.1654166666666668)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 50.0, 44.75)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 113.0)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.5, 14.5625)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:15.910062,"(2.7, 3.25, 3.1654166666666668)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 50.0, 42.22222222222222)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.666666666666667)","(31.0, 180.0, 125.6)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:17.901344,"(2.7, 3.25, 3.1947619047619047)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 50.0, 42.22222222222222)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.666666666666667)","(31.0, 180.0, 125.6)","(5.5, 9.0, 8.272727272727273)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:19.822532,"(2.7, 3.25, 3.1947619047619047)","(81.0, 220.0, 170.0)","(41.0, 170.0, 48.90909090909091)","(31.0, 50.0, 42.22222222222222)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.666666666666667)","(31.0, 180.0, 125.6)","(5.5, 9.0, 8.272727272727273)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:21.764298,"(2.7, 3.25, 3.1947619047619047)","(81.0, 220.0, 170.0)","(41.0, 50.0, 48.90909090909091)","(31.0, 50.0, 42.22222222222222)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.742857142857143)","(31.0, 180.0, 125.6)","(5.5, 9.0, 8.272727272727273)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:23.908399,"(2.7, 3.25, 3.1947619047619047)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.0)","(31.0, 50.0, 42.22222222222222)","(4.4, 5.7, 5.614285714285714)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.742857142857143)","(31.0, 180.0, 125.6)","(5.5, 9.0, 8.272727272727273)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:37:26.467185,"(2.7, 3.25, 3.2016666666666667)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.57142857142857)","(31.0, 50.0, 42.22222222222222)","(4.4, 5.7, 5.614285714285714)","(10.0, 12.0, 11.7)","(6.0, 7.8, 7.733333333333333)","(31.0, 180.0, 125.6)","(5.5, 9.0, 8.272727272727273)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 38.8)"
06-01-2023 12:37:29.268469,"(2.7, 3.25, 3.2016666666666667)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.57142857142857)","(31.0, 50.0, 42.22222222222222)","(4.4, 5.7, 5.614285714285714)","(10.0, 12.0, 11.7)","(6.0, 7.8, 7.733333333333333)","(31.0, 180.0, 125.6)","(5.5, 8.8, 7.5166666666666675)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 38.8)"
06-01-2023 12:37:31.978300,"(2.7, 3.25, 3.2016666666666667)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.57142857142857)","(31.0, 50.0, 42.22222222222222)","(4.4, 5.7, 5.614285714285714)","(10.0, 12.0, 11.7)","(6.0, 7.8, 7.733333333333333)","(31.0, 180.0, 125.6)","(5.5, 8.8, 7.5166666666666675)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 38.8)"
06-01-2023 12:37:34.302728,"(2.7, 3.25, 3.2016666666666667)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.57142857142857)","(31.0, 50.0, 42.22222222222222)","(4.4, 5.7, 5.614285714285714)","(10.0, 12.0, 11.7)","(6.0, 7.8, 7.733333333333333)","(31.0, 180.0, 125.6)","(5.5, 8.8, 7.5166666666666675)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 38.8)"
06-01-2023 12:37:36.263825,"(2.7, 3.25, 3.2016666666666667)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.57142857142857)","(31.0, 50.0, 42.22222222222222)","(4.4, 5.7, 5.614285714285714)","(10.0, 12.0, 11.7)","(6.0, 7.8, 7.733333333333333)","(31.0, 180.0, 125.6)","(5.5, 8.8, 7.5166666666666675)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 38.8)"
06-01-2023 12:37:38.350051,"(2.7, 3.25, 3.2016666666666667)","(81.0, 220.0, 170.0)","(41.0, 50.0, 46.57142857142857)","(31.0, 50.0, 42.22222222222222)","(4.4, 5.7, 5.614285714285714)","(10.0, 12.0, 11.7)","(6.0, 7.8, 7.733333333333333)","(31.0, 180.0, 125.6)","(5.5, 8.8, 7.5166666666666675)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 38.8)"
06-01-2023 12:37:40.284937,"(2.8, 3.25, 3.1785714285714284)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.66875)","(10.0, 12.0, 11.875)","(6.0, 7.8, 7.999999999999999)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.5166666666666675)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:37:42.188137,"(2.8, 3.25, 3.125)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.66875)","(10.0, 12.0, 11.90909090909091)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.5166666666666675)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:37:44.057699,"(2.8, 3.25, 3.125)","(81.0, 220.0, 160.0)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.66875)","(10.0, 12.0, 11.90909090909091)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.5166666666666675)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:37:46.010384,"(2.8, 3.25, 3.125)","(81.0, 220.0, 160.0)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.66875)","(10.0, 12.0, 11.875)","(6.0, 8.2, 8.042105263157895)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.5166666666666675)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:37:47.906893,"(2.8, 3.25, 3.125)","(81.0, 220.0, 160.0)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.66875)","(10.0, 12.0, 11.875)","(6.0, 8.2, 8.042105263157895)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.5166666666666675)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:37:49.778888,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 147.5)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.66875)","(10.0, 12.0, 11.875)","(6.0, 8.2, 8.042105263157895)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.5777777777777775)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:37:51.641700,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 12.0, 13.318181818181818)","(6.0, 8.2, 8.042105263157895)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.15)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:37:53.470174,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.318181818181818)","(6.0, 8.2, 8.042105263157895)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.15)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:37:55.276283,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.15)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:37:57.147259,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.15)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:37:58.994858,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.15)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:38:00.774808,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 113.0)","(5.5, 8.8, 7.15)","(71.0, 210.0, 136.66666666666666)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 136.66666666666666)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:38:02.477582,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 146.5)","(5.5, 8.8, 7.542857142857143)","(71.0, 210.0, 166.0)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 166.0)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:38:04.165764,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 146.5)","(5.5, 8.8, 7.542857142857143)","(71.0, 210.0, 166.0)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 166.0)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:38:05.766944,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 146.5)","(5.5, 8.8, 7.542857142857143)","(71.0, 210.0, 166.0)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 166.0)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:38:07.392617,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 146.5)","(5.5, 8.8, 7.542857142857143)","(71.0, 210.0, 166.0)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 166.0)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:38:09.121379,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 146.5)","(5.5, 8.8, 7.542857142857143)","(71.0, 210.0, 166.0)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 166.0)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:38:10.777476,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 146.5)","(5.5, 8.8, 7.542857142857143)","(71.0, 210.0, 166.0)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 166.0)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:38:12.501941,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 146.5)","(5.5, 8.8, 7.542857142857143)","(71.0, 210.0, 166.0)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 166.0)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:38:14.138715,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 146.5)","(5.5, 8.8, 7.542857142857143)","(71.0, 210.0, 166.0)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 166.0)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:38:15.887779,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 146.5)","(5.5, 8.8, 7.542857142857143)","(71.0, 210.0, 166.0)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 166.0)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
06-01-2023 12:38:17.680300,"(2.8, 3.25, 3.1333333333333333)","(81.0, 220.0, 186.66666666666669)","(41.0, 50.0, 45.0)","(31.0, 50.0, 43.77777777777778)","(4.4, 5.7, 5.670588235294118)","(10.0, 13.5, 13.038461538461538)","(6.0, 8.2, 7.999999999999999)","(31.0, 180.0, 146.5)","(5.5, 8.8, 7.542857142857143)","(71.0, 210.0, 166.0)","(11.0, 18.0, 16.545454545454547)","(71.0, 210.0, 166.0)","(91.0, 120.0, 100.0)","(26.0, 50.0, 40.2)"
