,Elite Tommy,Lets Embrace,Button,Explosive Debt,Blue Demon,Ali Starr,Nobel Nigel,Impress Browning
06-01-2023 15:08:26.415313,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:27.465413,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:28.549045,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:29.678874,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:30.758132,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:31.827996,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:32.932231,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:34.035883,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:35.125622,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:36.156910,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:37.148104,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:38.180673,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:39.265828,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:40.371072,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 10.542857142857143)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.484)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:41.490275,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 54.526315789473685)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.484)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:42.556696,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 54.526315789473685)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.484)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:43.699352,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 54.526315789473685)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.484)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 6.2)"
06-01-2023 15:08:44.860630,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 54.526315789473685)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.484)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:46.001264,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.9)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:47.179766,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.9)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:48.415816,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.9)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:49.647057,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.433333333333334)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:50.860796,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.433333333333334)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:52.044528,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.433333333333334)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:53.195284,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.433333333333334)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:54.419087,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.433333333333334)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:55.583433,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.433333333333334)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:56.780669,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.433333333333334)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:58.022720,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.433333333333334)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:08:59.203292,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.433333333333334)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:00.315431,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.220000000000001)","(6.5, 12.5, 8.433333333333334)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:01.374273,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:02.497165,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:03.744244,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:04.907697,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:06.088915,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:07.314212,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:08.487431,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:09.616006,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:10.872595,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:12.090734,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:13.344011,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:14.576332,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:15.826465,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:17.037249,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 14.345454545454547)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:18.254331,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 4.345384615384615)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:09:19.494156,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.472)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:20.748178,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.472)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.171428571428572)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:22.044562,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.472)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.2857142857142865)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:23.371505,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.472)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.171428571428572)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:24.681014,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.472)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:25.989112,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.472)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.2857142857142865)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:27.240114,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.472)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.2857142857142865)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:28.442354,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.472)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.171428571428572)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:29.662872,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.472)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:30.926620,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.472)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.2857142857142865)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:32.159669,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.328888888888889)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:33.389195,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.328888888888889)","(6.5, 12.5, 9.246666666666666)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:34.571944,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.328888888888889)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 7.2857142857142865)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:35.702418,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.328888888888889)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:36.838211,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.328888888888889)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 7.171428571428572)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:38.054750,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.5)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:39.287032,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.5)","(6.5, 12.5, 9.45)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:40.460021,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.5)","(6.5, 12.5, 8.209090909090909)","(5.5, 9.4, 8.2)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:41.643212,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.5)","(6.5, 12.5, 8.209090909090909)","(5.5, 9.4, 7.4)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:42.890404,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.5)","(6.5, 12.5, 8.209090909090909)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:44.127705,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.5)","(6.5, 12.5, 8.209090909090909)","(5.5, 9.4, 8.2)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:45.367938,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 36.0)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.5)","(6.5, 12.5, 8.209090909090909)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:46.673989,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.0)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.2857142857142865)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:48.425479,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.68)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.171428571428572)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:50.598675,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.68)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:52.155679,"(4.8, 7.0, 5.5)","(13.0, 26.0, 18.75)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.2857142857142865)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:53.701878,"(4.8, 7.0, 5.5)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.2857142857142865)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:55.227410,"(4.8, 7.0, 5.5)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.171428571428572)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:56.627831,"(4.8, 7.0, 5.5)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 8.2)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:57.931726,"(4.8, 7.0, 5.5)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:09:59.266040,"(4.8, 7.0, 5.5)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.171428571428572)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:10:00.592720,"(4.8, 7.0, 5.5)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.2857142857142865)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:10:01.942077,"(4.8, 7.0, 5.5)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:10:03.320567,"(4.8, 7.0, 5.5)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:10:04.651304,"(4.8, 7.0, 5.5)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.2857142857142865)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:10:05.944233,"(4.8, 7.0, 5.5)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 8.133333333333333)","(5.5, 9.8, 7.228571428571429)"
06-01-2023 15:10:07.238316,"(4.8, 7.0, 5.5)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 13.236363636363638)","(2.8, 4.9, 3.5)","(6.5, 12.5, 7.918181818181818)","(5.5, 9.4, 7.2857142857142865)","(5.5, 9.8, 7.228571428571429)"
