,Summer Classic,Sahara Castle,King Wylde,Summer Fiesta,Lornas Flying,Wallys Boy,Johnny Baha,Tuta Grizzly
04-01-2023 13:04:56.629228,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.0, 3.6999999999999997)"
04-01-2023 13:04:57.775441,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.0, 4.407692307692308)"
04-01-2023 13:04:58.902801,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.5, 4.147058823529411)"
04-01-2023 13:05:00.034770,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.5, 4.147058823529411)"
04-01-2023 13:05:01.141777,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.5, 4.194444444444445)"
04-01-2023 13:05:02.317372,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.5, 3.75)"
04-01-2023 13:05:03.500928,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.5, 3.861111111111111)"
04-01-2023 13:05:04.668465,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.5, 3.861111111111111)"
04-01-2023 13:05:05.827857,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.5, 3.861111111111111)"
04-01-2023 13:05:06.967956,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.5, 3.861111111111111)"
04-01-2023 13:05:08.129419,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.5, 3.6666666666666665)"
04-01-2023 13:05:09.209291,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.411111111111111)"
04-01-2023 13:05:10.288797,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.4361702127659575)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.411111111111111)"
04-01-2023 13:05:11.379003,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.411111111111111)"
04-01-2023 13:05:12.505789,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.411111111111111)"
04-01-2023 13:05:13.704228,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:14.852273,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 176.1818181818182)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:15.949452,"(71.0, 570.0, 312.5)","(6.5, 15.5, 9.071428571428571)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:17.027007,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:18.027105,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:19.074975,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:20.207462,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:21.369420,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:22.471369,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:23.521023,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:24.499175,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:25.512351,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:26.554946,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:27.605703,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:28.704696,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:29.813135,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:30.911999,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:31.992414,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:33.050947,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:34.085511,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 71.53846153846155)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:35.143841,"(71.0, 570.0, 312.5)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 11.45)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:36.265160,"(71.0, 570.0, 315.0)","(6.5, 15.5, 8.9375)","(3.4, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 7.733333333333333)","(7.5, 13.0, 8.8)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:37.349758,"(81.0, 570.0, 315.0)","(6.5, 15.5, 8.9375)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 8.8)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:38.465490,"(81.0, 570.0, 315.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.52)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:39.569077,"(81.0, 570.0, 315.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 8.8)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:40.639012,"(81.0, 570.0, 315.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 11.32)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:41.712064,"(81.0, 570.0, 315.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 11.32)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:42.789342,"(81.0, 570.0, 315.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 11.32)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:43.914201,"(81.0, 570.0, 315.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 10.6)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:44.930904,"(81.0, 920.0, 232.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 10.6)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:45.994766,"(81.0, 920.0, 155.55555555555554)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 11.527272727272727)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:47.043718,"(81.0, 920.0, 155.55555555555554)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:48.131907,"(81.0, 920.0, 155.55555555555554)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.3, 3.6333333333333333)"
04-01-2023 13:05:49.270592,"(81.0, 570.0, 315.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.3, 3.5153846153846153)"
04-01-2023 13:05:50.310775,"(81.0, 580.0, 142.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:05:51.401966,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:05:52.494694,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:05:53.588066,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:05:54.712981,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:05:55.811365,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:05:56.914082,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:05:57.943888,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:05:59.015650,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:00.084138,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:01.200406,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:02.207867,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:03.292235,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:04.404443,"(81.0, 570.0, 320.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:05.497491,"(81.0, 920.0, 211.66666666666666)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:06.534365,"(81.0, 910.0, 163.33333333333331)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:07.601407,"(81.0, 580.0, 325.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:08.599180,"(81.0, 580.0, 325.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:09.858019,"(81.0, 580.0, 325.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:11.006283,"(81.0, 580.0, 325.0)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:12.260125,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:13.354764,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:14.415282,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:15.515119,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:16.594688,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:17.629911,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:18.679184,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:19.734094,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:20.849342,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:21.881420,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:22.966514,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:24.103449,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:25.220645,"(81.0, 580.0, 327.5)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
04-01-2023 13:06:26.338165,"(81.0, 910.0, 194.28571428571428)","(6.5, 15.5, 10.25)","(3.3, 3.5, 3.315384615384615)","(51.0, 330.0, 76.15384615384616)","(9.0, 20.0, 12.227272727272727)","(5.0, 9.0, 6.533333333333333)","(7.5, 13.0, 9.1)","(2.5, 4.0, 3.5153846153846153)"
