,Montabot,Namakwa,Our Rebel,Isabellas Spring,Bernies Tiger,Savvy Oak,Reflect The Stars,Suppression,Circling,General Wolffe
14-12-2022 14:47:28.524343,"(4.4, 5.0, 4.946236559139785)","(11.0, 13.5, 13.196078431372548)","(21.0, 30.0, 28.785714285714285)","(4.2, 5.0, 5.120645161290322)","(31.0, 32.0, 30.277227722772277)","(8.5, 10.5, 10.225071225071225)","(6.0, 7.2, 7.110891089108911)","(10.0, 11.0, 10.75866050808314)","(9.0, 11.0, 10.776785714285714)","(31.0, 32.0, 32.91304347826087)"
14-12-2022 14:47:29.843806,"(4.4, 4.9, 4.867532467532468)","(11.0, 13.5, 13.196078431372548)","(21.0, 29.0, 28.785714285714285)","(4.2, 5.2, 5.208225108225108)","(31.0, 32.0, 29.714285714285715)","(8.5, 10.5, 10.247967479674797)","(6.0, 7.2, 7.106832298136646)","(10.0, 11.0, 10.750564334085778)","(9.0, 11.0, 10.768980477223428)","(31.0, 34.0, 32.208333333333336)"
14-12-2022 14:47:31.219297,"(4.4, 4.9, 4.8627692307692305)","(11.0, 13.5, 13.38647342995169)","(21.0, 29.0, 28.72093023255814)","(4.2, 5.3, 5.208225108225108)","(31.0, 30.0, 29.27777777777778)","(8.5, 10.5, 10.239864864864865)","(6.0, 7.2, 7.51948051948052)","(10.0, 11.0, 10.723456790123457)","(9.0, 11.0, 10.715909090909092)","(31.0, 34.0, 31.47222222222222)"
14-12-2022 14:47:32.597622,"(4.4, 4.9, 4.85365025466893)","(11.0, 13.5, 13.47872340425532)","(21.0, 29.0, 27.553571428571427)","(4.2, 5.3, 5.179518072289157)","(31.0, 30.0, 29.384615384615383)","(8.5, 10.5, 10.327991452991453)","(6.0, 7.6, 7.436206896551724)","(10.0, 11.0, 10.727817745803357)","(9.0, 11.0, 10.770341207349082)","(31.0, 32.0, 31.38888888888889)"
14-12-2022 14:47:34.017857,"(4.4, 4.9, 4.854388984509466)","(12.0, 13.5, 13.47872340425532)","(21.0, 28.0, 27.553571428571427)","(4.2, 5.2, 5.16734693877551)","(31.0, 30.0, 28.95)","(8.5, 10.5, 10.29535864978903)","(6.0, 7.6, 7.3605911330049265)","(10.0, 11.0, 10.70763723150358)","(9.0, 11.0, 10.777472527472527)","(31.0, 32.0, 31.36231884057971)"
14-12-2022 14:47:35.370720,"(4.4, 4.9, 4.834117647058823)","(12.0, 13.5, 13.415944540727903)","(21.0, 28.0, 28.988950276243095)","(4.2, 5.3, 5.123684210526315)","(31.0, 30.0, 28.542857142857144)","(8.5, 10.5, 10.273)","(6.0, 7.4, 7.297777777777778)","(10.0, 11.0, 10.71311475409836)","(9.0, 11.0, 10.769135802469135)","(31.0, 32.0, 31.36231884057971)"
14-12-2022 14:47:36.662422,"(4.4, 4.9, 4.84125)","(11.0, 13.5, 13.281531531531531)","(21.0, 29.0, 28.988950276243095)","(4.2, 5.2, 5.1049999999999995)","(31.0, 29.0, 28.76)","(8.5, 10.5, 10.26056338028169)","(6.0, 7.4, 7.310222222222222)","(10.0, 11.0, 10.63015873015873)","(9.0, 11.0, 10.76448362720403)","(31.0, 32.0, 31.36231884057971)"
14-12-2022 14:47:37.964764,"(4.4, 4.9, 4.839074074074074)","(11.0, 13.5, 13.306772908366534)","(21.0, 30.0, 29.10153846153846)","(4.2, 5.2, 5.14313725490196)","(31.0, 29.0, 29.227272727272727)","(8.5, 10.5, 10.268292682926829)","(6.0, 7.4, 7.326530612244898)","(10.0, 11.0, 10.715)","(9.0, 11.0, 10.797619047619047)","(31.0, 32.0, 30.40909090909091)"
14-12-2022 14:47:39.299511,"(4.4, 4.9, 4.847121212121213)","(12.0, 13.5, 13.46384479717813)","(21.0, 29.0, 28.953488372093023)","(4.2, 5.2, 5.078571428571428)","(26.0, 30.0, 29.192307692307693)","(8.5, 10.5, 10.27353463587922)","(6.5, 7.4, 7.366141732283465)","(10.0, 11.0, 10.715)","(9.0, 11.0, 10.797619047619047)","(31.0, 32.0, 28.426666666666666)"
14-12-2022 14:47:40.661427,"(4.4, 4.9, 4.847121212121213)","(12.0, 13.5, 13.479633401221996)","(21.0, 29.0, 28.836601307189543)","(4.2, 5.1, 5.080337078651685)","(26.0, 30.0, 29.19047619047619)","(8.5, 10.5, 10.301710730948678)","(6.5, 7.4, 7.36)","(10.0, 11.0, 10.705808080808081)","(9.0, 11.0, 10.797180043383948)","(31.0, 30.0, 28.647058823529413)"
14-12-2022 14:47:42.040918,"(4.4, 5.0, 4.914093959731544)","(12.0, 13.5, 13.479757085020243)","(21.0, 30.0, 28.790123456790123)","(4.2, 5.1, 5.109881422924901)","(26.0, 30.0, 29.428571428571427)","(8.5, 10.5, 10.303125)","(6.5, 7.4, 7.318672199170125)","(10.0, 11.0, 10.7025)","(9.0, 11.0, 10.797180043383948)","(31.0, 29.0, 28.6)"
14-12-2022 14:47:43.433956,"(4.4, 5.0, 4.882252559726962)","(12.0, 13.5, 13.357894736842105)","(21.0, 30.0, 28.785714285714285)","(4.2, 5.2, 5.04367816091954)","(26.0, 30.0, 29.34285714285714)","(8.5, 10.5, 10.302197802197803)","(6.5, 7.4, 7.332894736842105)","(10.0, 11.0, 10.697201017811706)","(9.0, 11.0, 10.754273504273504)","(31.0, 29.0, 28.6)"
14-12-2022 14:47:44.827113,"(4.4, 5.0, 4.923014959723821)","(12.0, 13.5, 13.357894736842105)","(21.0, 29.0, 28.788732394366196)","(4.2, 5.1, 5.042222222222222)","(26.0, 30.0, 29.310344827586206)","(8.5, 10.5, 10.302197802197803)","(6.5, 7.4, 7.337423312883436)","(10.0, 11.0, 10.7025)","(9.0, 11.0, 10.761904761904763)","(31.0, 29.0, 28.6)"
14-12-2022 14:47:46.171528,"(4.4, 5.0, 4.925619834710744)","(12.0, 13.5, 13.333084947839046)","(21.0, 29.0, 28.629213483146067)","(4.2, 5.1, 5.036363636363636)","(26.0, 30.0, 29.375)","(8.5, 10.5, 10.30188679245283)","(6.5, 7.4, 7.478260869565218)","(10.0, 11.0, 10.696476964769648)","(9.0, 11.0, 10.73321554770318)","(31.0, 29.0, 28.21818181818182)"
14-12-2022 14:47:47.498861,"(4.4, 5.0, 4.910453920220083)","(12.0, 13.5, 13.330621301775148)","(21.0, 29.0, 28.629213483146067)","(4.2, 5.1, 5.036363636363636)","(26.0, 30.0, 29.375)","(8.5, 10.5, 10.30188679245283)","(6.5, 7.6, 7.481081081081081)","(10.0, 11.0, 10.696476964769648)","(9.0, 11.0, 10.702229299363058)","(31.0, 29.0, 28.022727272727273)"
14-12-2022 14:47:48.771005,"(4.4, 5.0, 4.910453920220083)","(12.0, 13.5, 13.333089311859444)","(21.0, 29.0, 27.601941747572816)","(4.2, 5.1, 5.035454545454545)","(26.0, 30.0, 29.759493670886076)","(8.5, 10.5, 10.249003984063744)","(6.5, 7.6, 7.4944)","(10.0, 11.0, 10.794970986460347)","(9.0, 11.0, 10.71141975308642)","(26.0, 29.0, 27.507462686567163)"
14-12-2022 14:47:50.146167,"(4.4, 5.0, 4.9200527704485495)","(12.0, 13.5, 13.42364990689013)","(21.0, 28.0, 27.520833333333332)","(4.2, 5.1, 5.081410256410257)","(26.0, 30.0, 29.858823529411765)","(8.5, 10.5, 10.15929203539823)","(6.5, 7.6, 7.590070921985816)","(10.0, 11.0, 10.426735218508997)","(9.0, 11.0, 10.734375)","(26.0, 29.0, 28.53846153846154)"
14-12-2022 14:47:51.378637,"(4.4, 5.0, 4.916155988857939)","(12.0, 13.5, 13.251515151515152)","(21.0, 28.0, 27.520833333333332)","(4.2, 5.1, 5.111083123425693)","(26.0, 30.0, 29.622222222222224)","(8.5, 10.5, 10.194928684627575)","(6.5, 7.6, 7.686153846153846)","(10.0, 10.5, 10.337782340862423)","(9.0, 11.0, 10.746478873239436)","(26.0, 29.0, 28.208333333333332)"
14-12-2022 14:47:52.651389,"(4.4, 5.0, 4.92814371257485)","(12.0, 13.0, 12.880653266331658)","(21.0, 28.0, 27.534653465346533)","(4.2, 5.3, 5.111083123425693)","(26.0, 30.0, 29.413793103448278)","(8.5, 10.5, 10.1939586645469)","(6.5, 7.8, 7.707692307692308)","(10.0, 10.5, 10.509615384615385)","(9.0, 11.0, 10.746478873239436)","(26.0, 29.0, 28.098039215686274)"
14-12-2022 14:47:53.902475,"(4.4, 5.0, 4.921892655367232)","(12.0, 13.0, 12.673352435530086)","(21.0, 28.0, 28.484615384615385)","(4.2, 5.2, 5.133707865168539)","(26.0, 30.0, 29.344827586206897)","(8.5, 10.5, 10.1939586645469)","(6.5, 7.8, 7.701639344262295)","(10.0, 11.0, 10.585485854858549)","(9.0, 11.0, 10.746031746031745)","(26.0, 29.0, 28.01818181818182)"
14-12-2022 14:47:55.147881,"(4.4, 5.0, 4.923586206896552)","(11.0, 12.0, 11.891003460207612)","(21.0, 29.0, 28.484615384615385)","(4.2, 5.2, 5.133707865168539)","(26.0, 30.0, 30.390243902439025)","(8.5, 10.5, 10.209886547811994)","(6.5, 7.8, 7.880327868852459)","(10.0, 11.0, 10.496938775510204)","(9.0, 11.0, 10.768361581920903)","(26.0, 29.0, 28.5)"
14-12-2022 14:47:56.476262,"(4.4, 5.0, 4.938702928870293)","(11.0, 12.0, 11.738805970149254)","(21.0, 28.0, 27.1)","(4.2, 5.1, 5.091240875912408)","(26.0, 32.0, 30.330827067669173)","(8.5, 10.5, 10.21405750798722)","(6.5, 8.0, 7.902068965517241)","(10.0, 10.5, 10.558904109589042)","(9.0, 11.0, 10.737341772151899)","(26.0, 29.0, 28.153846153846153)"
14-12-2022 14:47:57.818584,"(4.4, 5.0, 4.940700218818381)","(11.0, 12.0, 11.744252873563218)","(21.0, 29.0, 28.03846153846154)","(4.2, 5.1, 5.112676056338028)","(26.0, 32.0, 30.485294117647058)","(8.5, 10.5, 10.228376327769347)","(6.5, 8.0, 7.924731182795699)","(9.0, 11.0, 10.710951526032316)","(9.0, 11.0, 10.761494252873563)","(26.0, 29.0, 27.363636363636363)"
14-12-2022 14:47:59.152143,"(4.4, 5.0, 4.944343434343435)","(11.0, 12.0, 11.817021276595744)","(21.0, 29.0, 28.746987951807228)","(4.2, 5.2, 5.095904436860068)","(26.0, 32.0, 30.802325581395348)","(8.5, 10.5, 10.228376327769347)","(6.5, 8.0, 8.026506024096385)","(9.0, 11.0, 10.731871838111298)","(9.0, 11.0, 10.47452229299363)","(26.0, 28.0, 27.620689655172413)"
14-12-2022 14:48:00.523441,"(4.4, 5.0, 4.926984126984127)","(11.0, 12.0, 11.824688796680498)","(21.0, 29.0, 28.69148936170213)","(4.2, 5.1, 5.127230046948357)","(26.0, 32.0, 30.867469879518072)","(8.5, 10.5, 10.234814814814815)","(6.5, 8.2, 8.009302325581395)","(9.0, 11.0, 10.768382352941176)","(9.0, 10.5, 10.467692307692309)","(26.0, 28.0, 27.333333333333332)"
14-12-2022 14:48:01.814452,"(4.2, 4.9, 4.896329113924051)","(11.0, 12.0, 11.845474613686534)","(21.0, 29.0, 28.71)","(4.4, 5.2, 5.074193548387097)","(26.0, 32.0, 30.837209302325583)","(8.5, 10.5, 10.234467455621301)","(6.5, 8.2, 8.012048192771084)","(10.0, 11.0, 10.768722466960352)","(9.0, 10.5, 10.491721854304636)","(26.0, 28.0, 27.285714285714285)"
14-12-2022 14:48:03.154677,"(4.2, 4.9, 4.867639902676399)","(11.0, 12.0, 12.170454545454545)","(21.0, 29.0, 28.668141592920353)","(4.4, 5.1, 5.0541139240506325)","(26.0, 32.0, 30.746113989637305)","(8.5, 10.5, 10.234467455621301)","(6.5, 8.2, 8.009722222222223)","(10.0, 11.0, 10.758110014104373)","(9.0, 10.5, 10.458461538461538)","(26.0, 28.0, 27.285714285714285)"
14-12-2022 14:48:04.430807,"(4.2, 4.9, 4.867639902676399)","(11.0, 12.5, 12.272727272727273)","(21.0, 29.0, 28.702222222222222)","(4.4, 5.1, 5.066763005780347)","(26.0, 32.0, 30.533333333333335)","(8.5, 10.5, 10.249301675977653)","(6.5, 8.2, 8.008510638297873)","(10.0, 11.0, 10.772237196765499)","(9.0, 10.5, 10.554347826086957)","(26.0, 28.0, 27.742857142857144)"
14-12-2022 14:48:05.746608,"(4.2, 4.8, 4.771840354767184)","(11.0, 12.5, 12.272727272727273)","(21.0, 29.0, 28.702222222222222)","(4.4, 5.1, 5.06734693877551)","(26.0, 32.0, 30.085470085470085)","(8.5, 10.5, 10.253434065934066)","(6.5, 8.2, 8.113333333333333)","(10.0, 11.0, 10.774064171122994)","(9.0, 11.0, 10.561965811965813)","(26.0, 28.0, 27.742857142857144)"
14-12-2022 14:48:07.107634,"(4.2, 4.8, 4.75)","(11.0, 12.5, 12.308184143222507)","(21.0, 29.0, 28.713675213675213)","(4.4, 5.1, 5.066961651917404)","(26.0, 32.0, 30.186046511627907)","(8.5, 10.5, 10.26098535286285)","(6.5, 8.2, 8.127374301675978)","(10.0, 11.0, 10.773447820343462)","(9.0, 11.0, 10.645328719723183)","(26.0, 28.0, 27.814814814814813)"
14-12-2022 14:48:08.464830,"(4.2, 4.8, 4.727065527065527)","(11.0, 12.5, 12.408474576271187)","(21.0, 29.0, 28.65236051502146)","(4.4, 5.1, 5.0643312101910825)","(26.0, 32.0, 30.176470588235293)","(8.5, 10.5, 10.301075268817204)","(6.5, 8.2, 8.127485380116958)","(10.0, 11.0, 10.774342105263157)","(9.0, 11.0, 10.668316831683168)","(26.0, 28.0, 27.685185185185183)"
14-12-2022 14:48:09.929319,"(4.2, 4.8, 4.741266375545852)","(11.0, 12.5, 12.423295454545455)","(21.0, 29.0, 28.65236051502146)","(4.4, 5.1, 5.0643312101910825)","(26.0, 32.0, 30.176470588235293)","(8.5, 10.5, 10.301075268817204)","(6.5, 8.2, 8.127485380116958)","(10.0, 11.0, 10.774342105263157)","(9.0, 11.0, 10.668316831683168)","(26.0, 28.0, 27.685185185185183)"
14-12-2022 14:48:11.302135,"(4.2, 4.8, 4.742222222222222)","(11.0, 12.5, 12.495207667731629)","(21.0, 29.0, 28.483870967741936)","(4.4, 5.0, 4.950597609561753)","(26.0, 32.0, 30.18045112781955)","(8.5, 10.5, 10.339285714285714)","(6.5, 8.2, 8.134391534391535)","(10.0, 11.0, 10.827285921625544)","(9.0, 11.0, 10.733983286908078)","(26.0, 28.0, 28.060606060606062)"
14-12-2022 14:48:12.707698,"(4.2, 4.8, 4.762760416666667)","(11.0, 13.0, 12.413092550790068)","(21.0, 29.0, 28.542857142857144)","(4.4, 4.9, 4.875506756756757)","(26.0, 32.0, 31.0)","(8.5, 10.5, 10.319074333800842)","(6.5, 8.2, 8.151181102362203)","(10.0, 11.0, 10.809491059147181)","(9.0, 11.0, 10.761845386533667)","(26.0, 29.0, 28.677083333333332)"
14-12-2022 14:48:14.301770,"(4.2, 4.8, 4.723255813953489)","(11.0, 13.0, 12.564685314685315)","(21.0, 29.0, 28.542857142857144)","(4.4, 4.9, 4.870747217806041)","(26.0, 32.0, 30.65648854961832)","(8.5, 10.5, 10.319074333800842)","(6.5, 8.2, 8.166101694915254)","(10.0, 11.0, 10.809491059147181)","(9.0, 11.0, 10.760651629072681)","(26.0, 29.0, 28.568627450980394)"
14-12-2022 14:48:15.671013,"(4.2, 4.8, 4.711868686868687)","(11.0, 13.0, 12.55566037735849)","(21.0, 29.0, 28.542857142857144)","(4.4, 4.9, 4.8671328671328675)","(26.0, 32.0, 30.63235294117647)","(8.5, 10.5, 10.319074333800842)","(6.5, 8.2, 8.243859649122806)","(10.0, 11.0, 11.123188405797102)","(9.0, 11.0, 10.758064516129032)","(26.0, 29.0, 28.57281553398058)"
14-12-2022 14:48:17.193447,"(4.2, 4.8, 4.731299212598425)","(11.0, 13.0, 12.567761806981519)","(21.0, 29.0, 28.555555555555557)","(4.4, 4.9, 4.763073394495413)","(26.0, 32.0, 30.59259259259259)","(8.5, 10.5, 10.322558459422284)","(6.5, 8.4, 8.26060606060606)","(10.0, 11.5, 11.16095890410959)","(9.0, 11.0, 10.762672811059907)","(26.0, 29.0, 28.674698795180724)"
14-12-2022 14:48:18.501853,"(4.2, 4.8, 4.731299212598425)","(11.0, 13.0, 12.567761806981519)","(21.0, 29.0, 28.555555555555557)","(4.4, 4.8, 4.770412844036697)","(26.0, 32.0, 30.634730538922156)","(8.5, 10.5, 10.326145552560646)","(6.5, 8.4, 8.267489711934155)","(10.0, 11.5, 11.188811188811188)","(9.0, 11.0, 10.791566265060242)","(26.0, 29.0, 28.642105263157895)"
14-12-2022 14:48:19.926604,"(4.2, 4.8, 4.760869565217392)","(11.0, 13.0, 12.678125)","(21.0, 29.0, 28.554973821989527)","(4.4, 4.8, 4.7692124105011935)","(26.0, 32.0, 30.58385093167702)","(8.5, 10.5, 10.32591093117409)","(6.5, 8.4, 8.267489711934155)","(10.0, 11.5, 10.920871559633028)","(9.0, 11.0, 10.80126582278481)","(26.0, 29.0, 28.638297872340427)"
14-12-2022 14:48:21.402152,"(4.2, 4.8, 4.76812585499316)","(11.0, 13.0, 12.68602825745683)","(21.0, 29.0, 28.561855670103093)","(4.4, 4.8, 4.768764568764569)","(26.0, 32.0, 30.618181818181817)","(8.5, 10.5, 10.350852272727273)","(6.5, 8.4, 8.311439114391144)","(10.0, 11.0, 10.914316702819956)","(9.0, 11.0, 10.807598039215687)","(26.0, 29.0, 29.714285714285715)"
14-12-2022 14:48:22.886881,"(4.2, 4.8, 4.76812585499316)","(11.0, 13.0, 12.68602825745683)","(21.0, 29.0, 28.556122448979593)","(4.4, 4.8, 4.768019093078759)","(26.0, 32.0, 30.662790697674417)","(8.5, 10.5, 10.350852272727273)","(6.5, 8.4, 8.30625)","(10.0, 11.0, 10.918141592920353)","(9.0, 11.0, 10.78393665158371)","(26.0, 30.0, 29.795454545454547)"
14-12-2022 14:48:24.426652,"(4.2, 4.8, 4.776954177897574)","(11.0, 13.0, 13.23076923076923)","(21.0, 29.0, 28.57560975609756)","(4.4, 4.8, 4.779158699808796)","(26.0, 32.0, 30.67816091954023)","(8.5, 10.5, 10.35576923076923)","(6.5, 8.4, 8.31891891891892)","(10.0, 11.0, 10.903030303030302)","(9.0, 11.0, 10.877777777777778)","(26.0, 30.0, 29.846153846153847)"
14-12-2022 14:48:25.836919,"(4.2, 4.8, 4.775153751537515)","(11.0, 13.5, 13.158620689655173)","(21.0, 29.0, 28.585714285714285)","(4.4, 4.8, 4.781618887015177)","(26.0, 32.0, 30.5625)","(8.5, 10.5, 10.329173166926678)","(6.5, 8.4, 8.313419913419914)","(10.0, 11.0, 10.915322580645162)","(9.0, 11.0, 10.866666666666667)","(26.0, 30.0, 29.859375)"
14-12-2022 14:48:27.273451,"(4.2, 4.8, 4.774877450980392)","(11.0, 13.5, 13.132467532467533)","(21.0, 29.0, 28.60377358490566)","(4.2, 4.8, 4.78755364806867)","(26.0, 32.0, 30.582278481012658)","(8.5, 10.5, 10.368760064412239)","(6.5, 8.4, 8.31740890688259)","(10.0, 11.0, 10.917485265225933)","(9.0, 11.0, 10.928366762177651)","(26.0, 30.0, 29.891472868217054)"
14-12-2022 14:48:28.739192,"(4.2, 4.8, 4.775390156062425)","(11.0, 13.5, 13.132467532467533)","(21.0, 29.0, 28.60377358490566)","(4.2, 4.8, 4.78755364806867)","(26.0, 32.0, 30.582278481012658)","(8.5, 10.5, 10.371753246753247)","(6.5, 8.4, 8.316182572614109)","(10.0, 11.0, 10.917485265225933)","(9.0, 11.0, 10.923512747875353)","(26.0, 30.0, 29.891472868217054)"
14-12-2022 14:48:30.199369,"(4.2, 4.8, 4.775542168674699)","(11.0, 13.5, 13.226833976833976)","(21.0, 29.0, 28.60377358490566)","(4.2, 4.8, 4.786363636363636)","(26.0, 32.0, 30.506666666666668)","(8.5, 10.5, 10.371753246753247)","(6.5, 8.4, 8.31140350877193)","(10.0, 11.0, 10.917485265225933)","(9.0, 11.0, 10.923295454545455)","(26.0, 30.0, 30.885245901639344)"
14-12-2022 14:48:31.650864,"(4.2, 4.8, 4.768095838587642)","(11.0, 13.5, 13.25263157894737)","(21.0, 29.0, 28.594202898550726)","(4.2, 4.8, 4.7631578947368425)","(26.0, 32.0, 30.303030303030305)","(8.5, 10.5, 10.374603174603175)","(6.5, 8.4, 8.315199999999999)","(10.0, 11.0, 10.915559772296016)","(9.0, 11.0, 10.92140921409214)","(26.0, 32.0, 31.093333333333334)"
14-12-2022 14:48:33.048142,"(4.2, 4.8, 4.7719225449515905)","(11.0, 13.5, 13.265469061876248)","(21.0, 29.0, 28.594202898550726)","(4.2, 4.8, 4.761806981519507)","(26.0, 32.0, 30.885572139303484)","(8.5, 10.5, 10.36817472698908)","(6.5, 8.4, 8.275502008032127)","(10.0, 11.0, 10.915559772296016)","(9.0, 11.0, 10.920980926430518)","(26.0, 32.0, 31.093333333333334)"
14-12-2022 14:48:34.409826,"(4.2, 4.8, 4.7719225449515905)","(11.0, 13.5, 13.265469061876248)","(21.0, 29.0, 28.596153846153847)","(4.2, 4.8, 4.761806981519507)","(26.0, 32.0, 30.885572139303484)","(8.5, 10.5, 10.36817472698908)","(6.5, 8.4, 8.275502008032127)","(10.0, 11.0, 10.922090729783038)","(9.0, 11.0, 10.920980926430518)","(26.0, 32.0, 31.093333333333334)"
14-12-2022 14:48:35.738110,"(4.2, 4.8, 4.769565217391304)","(11.0, 13.5, 13.265469061876248)","(21.0, 29.0, 28.629441624365484)","(4.2, 4.8, 4.761806981519507)","(26.0, 32.0, 30.84536082474227)","(8.5, 10.5, 10.36817472698908)","(6.5, 8.4, 8.274015748031495)","(10.0, 11.0, 10.922090729783038)","(9.0, 11.0, 10.920980926430518)","(26.0, 32.0, 31.06849315068493)"
14-12-2022 14:48:37.064726,"(4.2, 4.8, 4.771608391608392)","(11.0, 13.5, 13.231075697211155)","(21.0, 29.0, 28.638613861386137)","(4.2, 4.8, 4.761278195488722)","(26.0, 32.0, 30.87437185929648)","(8.5, 10.5, 10.370992366412214)","(6.5, 8.4, 8.29261744966443)","(10.0, 11.0, 10.924038461538462)","(9.0, 11.0, 10.882422802850357)","(26.0, 32.0, 31.128205128205128)"
14-12-2022 14:48:38.419155,"(4.2, 4.8, 4.758989898989899)","(11.0, 13.5, 13.231075697211155)","(21.0, 29.0, 28.638613861386137)","(4.4, 4.8, 4.7626134301270415)","(26.0, 32.0, 30.901960784313726)","(8.5, 10.5, 10.371969696969696)","(6.5, 8.4, 8.297468354430379)","(10.0, 11.0, 10.924618320610687)","(9.0, 11.0, 10.883529411764705)","(26.0, 32.0, 31.364485981308412)"
14-12-2022 14:48:39.702394,"(4.2, 4.8, 4.7691810344827585)","(11.0, 13.5, 13.232142857142858)","(21.0, 29.0, 28.638613861386137)","(4.4, 4.8, 4.7602316602316606)","(26.0, 32.0, 31.396551724137932)","(8.5, 10.5, 10.371969696969696)","(6.5, 8.4, 8.299378881987577)","(10.0, 11.0, 10.924618320610687)","(9.0, 11.0, 10.889013452914797)","(26.0, 32.0, 31.252525252525253)"
14-12-2022 14:48:41.072260,"(4.2, 4.8, 4.76695464362851)","(11.0, 13.5, 13.22877358490566)","(21.0, 29.0, 28.61780104712042)","(4.4, 4.8, 4.765)","(26.0, 32.0, 31.246153846153845)","(8.5, 10.5, 10.371969696969696)","(6.5, 8.4, 8.299378881987577)","(10.0, 11.0, 10.924618320610687)","(9.0, 11.0, 10.875541125541126)","(26.0, 32.0, 31.372881355932204)"
14-12-2022 14:48:42.497964,"(4.2, 4.8, 4.758620689655173)","(11.0, 13.5, 13.218599033816425)","(21.0, 29.0, 28.61780104712042)","(4.4, 4.8, 4.77930174563591)","(26.0, 32.0, 30.944444444444443)","(8.5, 10.5, 10.38062015503876)","(6.5, 8.4, 8.216766467065868)","(10.0, 11.0, 10.928155339805825)","(9.0, 11.0, 10.889013452914797)","(26.0, 32.0, 31.372881355932204)"
14-12-2022 14:48:43.946450,"(4.2, 4.8, 4.752595936794583)","(11.0, 13.5, 13.08540925266904)","(21.0, 29.0, 28.61780104712042)","(4.4, 4.8, 4.744141252006421)","(26.0, 32.0, 30.774193548387096)","(8.5, 10.5, 10.41965811965812)","(6.5, 8.4, 8.21566265060241)","(10.0, 11.0, 10.921108742004265)","(9.0, 11.0, 10.881009615384615)","(26.0, 32.0, 31.321100917431192)"
14-12-2022 14:48:45.451139,"(4.2, 4.8, 4.791363636363636)","(11.0, 13.5, 12.906169665809768)","(21.0, 29.0, 28.61780104712042)","(4.4, 4.8, 4.688770053475936)","(26.0, 32.0, 30.736)","(8.5, 10.5, 10.418685121107266)","(7.0, 8.4, 8.216176470588234)","(10.0, 11.0, 10.93311403508772)","(9.0, 11.0, 10.923684210526316)","(26.0, 32.0, 31.321100917431192)"
14-12-2022 14:48:46.796654,"(4.2, 4.8, 4.791363636363636)","(11.0, 13.5, 12.906169665809768)","(21.0, 29.0, 28.61780104712042)","(4.4, 4.7, 4.672335600907029)","(26.0, 32.0, 30.725806451612904)","(8.5, 10.5, 10.592982456140351)","(7.0, 8.4, 8.248484848484848)","(10.0, 11.0, 10.9375)","(9.0, 11.0, 10.819354838709678)","(26.0, 32.0, 31.403508771929825)"
14-12-2022 14:48:48.197519,"(4.2, 4.9, 4.815555555555555)","(11.0, 13.0, 12.608552631578947)","(21.0, 30.0, 29.391003460207614)","(4.4, 4.7, 4.688111888111888)","(26.0, 32.0, 31.870967741935484)","(8.5, 11.0, 10.590221187427241)","(7.0, 8.4, 8.248484848484848)","(10.0, 11.0, 11.090909090909092)","(9.0, 11.0, 10.79816513761468)","(26.0, 32.0, 31.367521367521366)"
14-12-2022 14:48:49.587135,"(4.2, 4.9, 4.848648648648648)","(11.0, 13.0, 12.779310344827586)","(21.0, 30.0, 29.391003460207614)","(4.4, 4.7, 4.688111888111888)","(26.0, 32.0, 31.870967741935484)","(8.5, 11.0, 10.590221187427241)","(7.0, 8.4, 8.248484848484848)","(10.0, 11.5, 11.090909090909092)","(9.0, 11.0, 10.79816513761468)","(26.0, 32.0, 31.367521367521366)"
14-12-2022 14:48:50.995426,"(4.2, 4.9, 4.877342419080068)","(11.0, 13.0, 12.422932330827068)","(21.0, 30.0, 29.367346938775512)","(4.4, 4.7, 4.7253968253968255)","(26.0, 32.0, 31.870967741935484)","(8.5, 11.0, 10.590221187427241)","(7.0, 8.4, 8.236601307189542)","(10.0, 11.5, 11.18763557483731)","(9.0, 11.0, 10.829333333333333)","(26.0, 32.0, 31.367521367521366)"
14-12-2022 14:48:52.324651,"(4.2, 4.9, 4.8771477663230245)","(11.0, 12.5, 12.414872798434443)","(21.0, 30.0, 29.367346938775512)","(4.4, 4.8, 4.740528634361233)","(26.0, 32.0, 31.44)","(8.5, 11.0, 10.592982456140351)","(7.0, 8.4, 8.251190476190477)","(10.0, 11.5, 11.121052631578948)","(9.0, 11.0, 10.810650887573965)","(26.0, 32.0, 31.367521367521366)"
14-12-2022 14:48:53.614741,"(4.2, 4.9, 4.891829484902309)","(11.0, 12.5, 12.283124128312412)","(21.0, 30.0, 29.367346938775512)","(4.4, 4.8, 4.7420600858369095)","(26.0, 32.0, 31.714285714285715)","(8.5, 11.0, 10.58953488372093)","(7.0, 8.4, 8.060686015831134)","(10.0, 11.5, 10.983031674208146)","(9.0, 11.0, 10.823076923076924)","(26.0, 32.0, 31.367521367521366)"
14-12-2022 14:48:54.945902,"(4.2, 4.9, 4.891829484902309)","(11.0, 12.5, 12.283124128312412)","(21.0, 30.0, 29.367346938775512)","(4.2, 4.8, 4.746246973365618)","(26.0, 32.0, 31.714285714285715)","(8.5, 11.0, 10.592982456140351)","(7.0, 8.2, 8.020689655172413)","(10.0, 11.0, 10.951374207188161)","(9.0, 11.0, 10.826086956521738)","(26.0, 32.0, 31.403508771929825)"
