,Logan Street Lion,Worthily,Mahagoni,Lovely Esteem,Tavion Prince,Yukon,Dr Evil,First Light,Yggdrasil,Naval Seal
07-01-2023 16:16:55.816613,"(6.5, 7.4, 7.279883381924199)","(8.5, 9.4, 9.355555555555556)","(6.5, 7.0, 6.968478260869565)","(11.0, 14.0, 13.580717488789238)","(41.0, 60.0, 56.829268292682926)","(20.0, 27.0, 26.95)","(6.0, 6.8, 6.907731958762887)","(5.0, 5.7, 5.642827004219409)","(31.0, 55.0, 52.38095238095238)","(6.5, 7.4, 7.212765957446809)"
07-01-2023 16:16:57.149824,"(6.5, 7.4, 7.289201877934272)","(8.5, 9.4, 9.329032258064515)","(6.5, 7.0, 6.967837338262477)","(11.0, 14.0, 13.580717488789238)","(41.0, 60.0, 54.851485148514854)","(20.0, 27.0, 26.95)","(6.0, 7.0, 6.912365591397849)","(5.0, 5.7, 5.642827004219409)","(31.0, 55.0, 52.608695652173914)","(6.5, 7.4, 7.202040816326531)"
07-01-2023 16:16:58.517872,"(6.5, 7.4, 7.306145251396648)","(8.5, 9.4, 9.259640102827763)","(6.5, 7.0, 6.967107750472589)","(11.0, 14.0, 13.580717488789238)","(41.0, 60.0, 54.63917525773196)","(20.0, 27.0, 27.333333333333332)","(6.0, 7.0, 6.919704433497537)","(5.0, 5.7, 5.647540983606557)","(31.0, 55.0, 52.608695652173914)","(6.5, 7.4, 7.202040816326531)"
07-01-2023 16:17:00.005911,"(6.5, 7.6, 7.431818181818182)","(8.5, 10.0, 9.81995012468828)","(6.5, 7.0, 7.125773195876289)","(11.0, 14.0, 13.667259786476869)","(41.0, 60.0, 55.666666666666664)","(20.0, 28.0, 28.26)","(6.0, 7.0, 6.943187066974596)","(5.0, 5.7, 5.309655172413793)","(31.0, 55.0, 54.32432432432432)","(6.5, 7.4, 7.275949367088608)"
07-01-2023 16:17:01.345371,"(6.5, 7.6, 7.431818181818182)","(8.5, 10.0, 9.820356234096693)","(6.5, 7.2, 7.1312500000000005)","(11.0, 14.0, 13.638297872340425)","(41.0, 60.0, 55.666666666666664)","(20.0, 29.0, 27.41025641025641)","(6.0, 7.0, 6.95746835443038)","(5.0, 5.5, 5.398148148148149)","(31.0, 55.0, 54.26470588235294)","(6.5, 7.4, 7.280536912751678)"
07-01-2023 16:17:02.977843,"(6.5, 7.6, 7.457534246575342)","(8.5, 10.0, 9.692857142857143)","(6.5, 7.2, 7.09)","(11.0, 14.0, 13.706521739130435)","(41.0, 60.0, 55.666666666666664)","(20.0, 29.0, 27.875)","(6.0, 7.0, 6.948466257668712)","(5.0, 5.4, 5.3740000000000006)","(31.0, 55.0, 53.75)","(6.5, 7.4, 7.255284552845529)"
07-01-2023 16:17:04.428981,"(6.5, 7.6, 7.444776119402985)","(8.5, 9.8, 9.692857142857143)","(6.5, 7.2, 7.09)","(11.0, 14.0, 13.691042047531992)","(41.0, 60.0, 55.36036036036036)","(20.0, 28.0, 27.875)","(6.0, 7.0, 6.9928286852589645)","(5.0, 5.4, 5.320320855614973)","(31.0, 55.0, 53.68421052631579)","(6.5, 7.4, 7.255284552845529)"
07-01-2023 16:17:05.949862,"(6.5, 7.6, 7.408333333333333)","(8.5, 9.8, 9.61917808219178)","(6.5, 7.2, 7.1171717171717175)","(11.0, 14.0, 13.676415094339623)","(41.0, 60.0, 55.27522935779817)","(20.0, 28.0, 27.59259259259259)","(6.0, 7.0, 6.986153846153846)","(5.0, 5.5, 5.432128514056225)","(31.0, 55.0, 53.611111111111114)","(6.5, 7.4, 7.250769230769231)"
07-01-2023 16:17:07.386048,"(6.5, 7.6, 7.452307692307692)","(8.5, 9.8, 9.618087855297157)","(6.5, 7.2, 7.159756097560976)","(11.0, 14.0, 13.687612208258528)","(41.0, 60.0, 55.27522935779817)","(20.0, 28.0, 26.93877551020408)","(6.0, 7.0, 6.955128205128205)","(5.0, 5.5, 5.250420168067227)","(31.0, 55.0, 53.86363636363636)","(6.5, 7.4, 7.233644859813085)"
07-01-2023 16:17:08.702760,"(6.0, 7.6, 7.452307692307692)","(8.5, 9.8, 9.618087855297157)","(6.5, 7.2, 7.159756097560976)","(11.0, 14.0, 13.687612208258528)","(41.0, 60.0, 55.27522935779817)","(21.0, 28.0, 26.93877551020408)","(6.0, 7.0, 6.955128205128205)","(5.0, 5.3, 5.250420168067227)","(31.0, 55.0, 53.86363636363636)","(6.5, 7.4, 7.233644859813085)"
07-01-2023 16:17:10.111322,"(6.0, 7.6, 7.452307692307692)","(8.5, 9.8, 9.618087855297157)","(6.5, 7.2, 7.159756097560976)","(11.0, 14.0, 13.687612208258528)","(41.0, 60.0, 55.27522935779817)","(21.0, 28.0, 25.125)","(6.0, 7.0, 6.930693069306931)","(5.0, 5.3, 5.28955223880597)","(31.0, 55.0, 53.86363636363636)","(6.5, 7.4, 7.217391304347826)"
07-01-2023 16:17:11.505447,"(6.0, 7.6, 7.485)","(8.5, 9.8, 9.431413612565445)","(6.5, 7.2, 7.130645161290323)","(11.0, 14.0, 13.731707317073171)","(41.0, 60.0, 55.31818181818182)","(21.0, 27.0, 26.0)","(6.0, 7.0, 6.849253731343284)","(5.0, 5.3, 5.219798657718121)","(31.0, 55.0, 54.41860465116279)","(6.5, 7.2, 7.166037735849057)"
07-01-2023 16:17:12.883804,"(6.0, 7.8, 7.646428571428571)","(8.5, 9.8, 9.604986149584487)","(6.5, 7.0, 7.011469534050179)","(11.0, 14.0, 13.774674115456238)","(41.0, 60.0, 55.560344827586206)","(21.0, 27.0, 26.058823529411764)","(6.0, 7.0, 6.875862068965517)","(5.0, 5.3, 5.219798657718121)","(31.0, 55.0, 54.41860465116279)","(6.5, 7.2, 7.138285714285715)"
07-01-2023 16:17:14.184457,"(6.0, 7.8, 7.653617021276595)","(8.5, 9.8, 9.605607476635514)","(6.5, 7.4, 7.011469534050179)","(11.0, 14.0, 13.758483033932135)","(41.0, 60.0, 55.43956043956044)","(21.0, 27.0, 26.020833333333332)","(6.0, 7.0, 6.882492581602373)","(5.0, 5.3, 5.218707482993198)","(31.0, 55.0, 53.91304347826087)","(6.5, 7.2, 7.138285714285715)"
07-01-2023 16:17:15.509686,"(6.0, 7.8, 7.72235294117647)","(8.5, 9.6, 9.561290322580644)","(6.5, 7.4, 7.123821656050955)","(11.0, 14.0, 13.758483033932135)","(41.0, 60.0, 56.08490566037736)","(21.0, 27.0, 26.020833333333332)","(6.0, 7.0, 6.881614349775784)","(5.0, 5.3, 5.244320712694877)","(31.0, 55.0, 53.529411764705884)","(6.5, 7.2, 7.138285714285715)"
07-01-2023 16:17:16.850486,"(6.0, 7.8, 7.729087048832271)","(8.5, 9.6, 9.561290322580644)","(6.5, 7.4, 7.123821656050955)","(11.0, 14.0, 13.745798319327731)","(41.0, 60.0, 56.21621621621622)","(21.0, 27.0, 26.040816326530614)","(6.0, 7.0, 6.88348623853211)","(5.0, 5.3, 5.252785145888594)","(31.0, 55.0, 48.31818181818182)","(6.5, 7.2, 7.217441860465116)"
07-01-2023 16:17:18.330962,"(6.0, 7.8, 7.762466487935656)","(8.5, 9.6, 9.555038759689923)","(6.5, 7.4, 7.17444089456869)","(11.0, 14.0, 13.745798319327731)","(41.0, 60.0, 56.21621621621622)","(21.0, 27.0, 26.040816326530614)","(6.0, 7.0, 6.915707964601769)","(5.0, 5.3, 5.2675)","(31.0, 50.0, 48.1025641025641)","(6.5, 7.4, 7.217441860465116)"
07-01-2023 16:17:19.800334,"(6.0, 7.8, 7.75625)","(8.5, 9.6, 9.555038759689923)","(6.5, 7.2, 7.173770491803279)","(11.0, 14.0, 13.745798319327731)","(41.0, 60.0, 56.074766355140184)","(21.0, 27.0, 26.040816326530614)","(6.0, 7.0, 6.915427302996671)","(5.0, 5.3, 5.276115485564304)","(31.0, 50.0, 48.22222222222222)","(6.5, 7.4, 7.218991097922848)"
07-01-2023 16:17:21.246452,"(6.0, 8.0, 7.922580645161291)","(8.5, 9.8, 9.246268656716417)","(6.5, 7.2, 7.1636963696369635)","(11.0, 14.0, 13.745798319327731)","(41.0, 60.0, 56.08490566037736)","(21.0, 27.0, 26.040816326530614)","(6.0, 7.0, 6.918240343347639)","(5.0, 5.3, 5.3503968253968255)","(31.0, 50.0, 48.22222222222222)","(6.5, 7.4, 7.218991097922848)"
07-01-2023 16:17:22.818361,"(6.0, 8.0, 7.873684210526315)","(8.5, 9.4, 9.243939393939394)","(6.5, 7.2, 7.162585034013605)","(11.0, 14.0, 13.740343347639485)","(41.0, 60.0, 56.08490566037736)","(21.0, 27.0, 26.040816326530614)","(6.0, 7.0, 6.916625916870416)","(5.0, 5.4, 5.339613526570048)","(31.0, 50.0, 54.64285714285714)","(6.5, 7.4, 7.310294117647059)"
07-01-2023 16:17:24.354804,"(6.0, 8.0, 7.874747474747474)","(8.5, 9.4, 9.243939393939394)","(6.5, 7.2, 7.162585034013605)","(11.0, 14.0, 13.740343347639485)","(41.0, 60.0, 56.08490566037736)","(21.0, 27.0, 26.040816326530614)","(6.0, 7.0, 6.916625916870416)","(5.0, 5.4, 5.339613526570048)","(31.0, 55.0, 54.64285714285714)","(6.5, 7.4, 7.310294117647059)"
07-01-2023 16:17:25.868296,"(6.0, 8.0, 7.974683544303797)","(8.5, 9.4, 9.280851063829786)","(6.5, 7.4, 7.06795827123696)","(11.0, 14.0, 13.726720647773279)","(41.0, 60.0, 56.08490566037736)","(21.0, 27.0, 26.338028169014084)","(6.0, 7.0, 6.913997477931904)","(5.0, 5.4, 5.360439560439561)","(31.0, 55.0, 54.64285714285714)","(6.5, 7.4, 7.303174603174604)"
07-01-2023 16:17:27.350138,"(6.0, 7.8, 7.7873417721518985)","(8.5, 9.4, 9.280851063829786)","(6.5, 7.4, 7.06795827123696)","(11.0, 14.0, 13.726720647773279)","(41.0, 60.0, 56.08490566037736)","(21.0, 27.0, 26.338028169014084)","(6.0, 7.0, 6.880140597539543)","(5.0, 5.4, 5.38448275862069)","(31.0, 55.0, 54.671052631578945)","(6.5, 7.4, 7.303174603174604)"
07-01-2023 16:17:28.783063,"(6.0, 7.8, 7.7873417721518985)","(8.5, 9.4, 9.3)","(6.5, 7.4, 7.212773109243698)","(11.0, 14.0, 13.561889250814332)","(41.0, 60.0, 56.095238095238095)","(21.0, 27.0, 26.265625)","(6.0, 7.0, 6.8727611940298505)","(5.0, 5.4, 5.41159420289855)","(31.0, 55.0, 54.675324675324674)","(6.5, 7.4, 7.2061919504643965)"
07-01-2023 16:17:30.248845,"(6.0, 7.8, 7.776190476190476)","(8.5, 9.4, 9.253968253968253)","(6.5, 7.4, 7.211603053435114)","(11.0, 14.0, 13.559561128526646)","(41.0, 60.0, 56.06481481481482)","(21.0, 27.0, 26.242857142857144)","(6.0, 7.0, 6.866549912434325)","(5.0, 5.5, 5.433217993079585)","(31.0, 55.0, 54.42857142857143)","(6.5, 7.4, 7.239816933638444)"
07-01-2023 16:17:31.788602,"(6.0, 7.8, 7.776190476190476)","(8.5, 9.4, 9.105405405405405)","(6.5, 7.4, 7.2108761329305135)","(11.0, 14.0, 13.562913907284768)","(41.0, 60.0, 55.970873786407765)","(21.0, 27.0, 25.96)","(6.0, 7.0, 6.8517241379310345)","(5.0, 5.5, 5.440697674418605)","(31.0, 55.0, 56.3235294117647)","(6.5, 7.4, 7.2395402298850575)"
07-01-2023 16:17:33.324307,"(6.0, 7.8, 7.778360655737704)","(8.5, 9.2, 9.087640449438203)","(6.5, 7.4, 7.211410459587956)","(11.0, 14.0, 13.555555555555555)","(41.0, 60.0, 55.970873786407765)","(21.0, 26.0, 25.61864406779661)","(6.0, 7.0, 6.8517241379310345)","(5.0, 5.5, 5.452886836027714)","(31.0, 60.0, 55.833333333333336)","(6.5, 7.4, 7.2395402298850575)"
07-01-2023 16:17:34.817700,"(6.0, 7.8, 7.848951048951049)","(8.5, 9.2, 9.038709677419355)","(6.5, 7.4, 7.012698412698413)","(11.0, 14.0, 13.616915422885572)","(41.0, 60.0, 55.765306122448976)","(21.0, 26.0, 25.587155963302752)","(6.0, 7.0, 6.84314606741573)","(5.0, 5.5, 5.453571428571429)","(31.0, 60.0, 57.5)","(6.5, 7.4, 7.146466809421842)"
07-01-2023 16:17:36.368409,"(6.0, 8.0, 7.848951048951049)","(8.5, 9.2, 8.950495049504951)","(6.5, 7.4, 7.158513931888545)","(11.0, 14.0, 13.616915422885572)","(41.0, 60.0, 55.765306122448976)","(21.0, 26.0, 25.587155963302752)","(6.0, 7.0, 6.857841140529532)","(5.0, 5.5, 5.459268929503916)","(31.0, 60.0, 57.5)","(6.5, 7.4, 7.121985815602837)"
07-01-2023 16:17:37.843576,"(6.0, 8.0, 7.842900302114804)","(8.5, 9.0, 8.937226277372263)","(6.5, 7.2, 7.152805755395684)","(11.0, 14.0, 13.685416666666667)","(41.0, 60.0, 55.931372549019606)","(21.0, 26.0, 25.64)","(6.0, 7.0, 6.745121951219512)","(5.0, 5.5, 5.477994428969359)","(31.0, 60.0, 57.706422018348626)","(6.5, 7.4, 7.1465517241379315)"
07-01-2023 16:17:39.582247,"(6.0, 8.0, 7.8025)","(8.5, 9.0, 8.975652173913044)","(6.5, 7.2, 7.109789343246592)","(11.0, 14.0, 13.685567010309278)","(41.0, 60.0, 55.970873786407765)","(21.0, 26.0, 25.678571428571427)","(6.0, 6.8, 6.742307692307692)","(5.0, 5.5, 5.478590785907859)","(31.0, 60.0, 57.22222222222222)","(6.5, 7.4, 7.1626666666666665)"
07-01-2023 16:17:41.233864,"(6.0, 8.0, 7.4202702702702705)","(8.5, 9.0, 9.128571428571428)","(6.5, 7.2, 6.996694214876033)","(11.0, 14.0, 13.685567010309278)","(41.0, 60.0, 56.095238095238095)","(21.0, 26.0, 25.678571428571427)","(6.0, 6.8, 6.629464285714286)","(5.0, 5.5, 5.481218274111675)","(31.0, 60.0, 57.22222222222222)","(6.5, 7.4, 6.937967914438502)"
07-01-2023 16:17:42.972594,"(6.0, 8.0, 7.736458333333333)","(8.5, 9.2, 9.200589970501474)","(6.5, 7.0, 6.997214484679666)","(11.0, 14.0, 13.768939393939394)","(41.0, 60.0, 56.583333333333336)","(21.0, 26.0, 25.754601226993866)","(6.0, 6.8, 6.672435897435897)","(5.0, 5.6, 5.5680327868852455)","(31.0, 60.0, 56.42857142857143)","(6.5, 7.0, 6.968269230769231)"
07-01-2023 16:17:44.613814,"(6.0, 7.8, 7.736458333333333)","(8.5, 9.4, 9.200589970501474)","(6.5, 7.0, 6.997214484679666)","(11.0, 14.0, 13.768939393939394)","(41.0, 60.0, 56.583333333333336)","(21.0, 26.0, 25.754601226993866)","(6.0, 6.8, 6.672435897435897)","(5.0, 5.6, 5.565988372093023)","(31.0, 60.0, 56.42857142857143)","(6.5, 7.0, 6.94061135371179)"
07-01-2023 16:17:46.229169,"(6.0, 7.8, 7.784037558685446)","(8.5, 9.4, 9.200617283950617)","(6.5, 7.0, 6.996763754045308)","(11.0, 14.0, 13.705426356589147)","(41.0, 60.0, 56.583333333333336)","(21.0, 26.0, 25.86394557823129)","(6.0, 6.8, 6.66267942583732)","(5.0, 5.6, 5.565988372093023)","(31.0, 60.0, 56.42857142857143)","(6.5, 7.0, 6.94061135371179)"
07-01-2023 16:17:47.846874,"(6.5, 7.8, 7.76578947368421)","(8.0, 9.4, 9.200704225352112)","(6.0, 7.0, 6.923287671232877)","(11.0, 14.0, 13.66304347826087)","(51.0, 60.0, 56.583333333333336)","(21.0, 26.0, 25.86394557823129)","(6.0, 6.8, 6.66267942583732)","(4.8, 5.6, 5.561764705882353)","(41.0, 60.0, 50.333333333333336)","(6.5, 7.0, 6.967961165048544)"
07-01-2023 16:17:49.462591,"(6.5, 7.8, 7.7969543147208125)","(8.0, 9.4, 9.112)","(6.0, 7.0, 6.919165998396151)","(11.0, 14.0, 13.668803418803419)","(51.0, 60.0, 56.82170542635659)","(21.0, 26.0, 26.588709677419356)","(6.0, 6.8, 6.682248520710059)","(4.8, 5.6, 5.5442857142857145)","(41.0, 55.0, 50.333333333333336)","(6.5, 7.0, 6.969014084507042)"
07-01-2023 16:17:51.188483,"(6.5, 7.8, 7.796907216494845)","(8.0, 9.4, 9.109268292682927)","(6.0, 7.0, 6.922553897180763)","(11.0, 14.0, 13.661572052401747)","(51.0, 60.0, 56.59836065573771)","(21.0, 27.0, 26.640350877192983)","(6.0, 6.8, 6.683965014577259)","(4.8, 5.6, 5.543478260869565)","(41.0, 55.0, 50.333333333333336)","(6.5, 7.0, 7.065822784810127)"
07-01-2023 16:17:52.775283,"(6.5, 7.8, 7.50754716981132)","(8.0, 9.4, 8.87753164556962)","(6.0, 7.0, 6.9396537510305025)","(11.0, 14.0, 13.812865497076023)","(51.0, 60.0, 57.32258064516129)","(21.0, 27.0, 26.884615384615383)","(6.0, 6.8, 6.729432624113475)","(4.8, 5.6, 5.595228628230616)","(41.0, 55.0, 52.25806451612903)","(6.5, 7.2, 6.969811320754717)"
07-01-2023 16:17:54.382716,"(6.5, 7.6, 7.519864176570458)","(8.5, 9.0, 8.884112149532712)","(6.0, 7.0, 6.9356066613798575)","(11.0, 14.0, 13.834733893557424)","(51.0, 60.0, 57.368421052631575)","(21.0, 27.0, 27.875)","(6.0, 6.8, 6.731285988483685)","(4.8, 5.6, 5.624615384615384)","(41.0, 55.0, 51.42857142857143)","(6.5, 7.2, 7.03905325443787)"
07-01-2023 16:17:56.056443,"(6.5, 7.6, 7.532517482517482)","(8.5, 9.0, 8.900180831826402)","(6.0, 7.0, 6.7187396351575455)","(11.0, 14.0, 13.839237057220709)","(51.0, 60.0, 57.4025974025974)","(21.0, 28.0, 27.96551724137931)","(6.0, 6.8, 6.725416666666667)","(4.8, 5.7, 5.614249999999999)","(41.0, 55.0, 50.3125)","(6.5, 7.2, 7.0579634464751955)"
07-01-2023 16:17:57.608462,"(6.5, 7.6, 7.742857142857143)","(8.0, 9.0, 8.944516129032259)","(6.0, 7.0, 6.762797202797203)","(11.0, 14.0, 13.87669376693767)","(51.0, 60.0, 57.61904761904762)","(21.0, 28.0, 27.96875)","(6.0, 6.8, 6.745833333333333)","(4.8, 5.7, 5.640143369175627)","(41.0, 55.0, 50.23809523809524)","(6.5, 7.0, 6.910552763819095)"
07-01-2023 16:17:59.252111,"(6.5, 7.8, 7.742857142857143)","(8.0, 9.0, 8.961538461538462)","(6.0, 7.0, 6.765535956580733)","(11.0, 14.0, 13.878989361702128)","(51.0, 60.0, 57.64705882352941)","(21.0, 28.0, 27.975609756097562)","(6.0, 6.8, 6.749416342412451)","(4.8, 5.7, 5.645471698113208)","(41.0, 55.0, 50.27777777777778)","(6.5, 7.0, 6.910666666666667)"
07-01-2023 16:18:00.844422,"(6.5, 7.8, 7.747058823529412)","(8.0, 9.0, 8.968)","(6.0, 7.0, 6.765535956580733)","(11.0, 14.0, 13.879310344827585)","(51.0, 60.0, 57.5609756097561)","(21.0, 28.0, 27.63095238095238)","(6.0, 6.8, 6.752380952380952)","(4.8, 5.7, 5.6444230769230765)","(41.0, 55.0, 50.15151515151515)","(6.5, 7.0, 6.886052631578948)"
07-01-2023 16:18:02.428625,"(6.5, 7.8, 7.7564954682779454)","(8.5, 9.0, 8.968)","(6.0, 7.0, 6.765535956580733)","(11.0, 14.0, 13.879310344827585)","(51.0, 60.0, 57.5609756097561)","(21.0, 28.0, 27.60759493670886)","(6.0, 6.8, 6.752380952380952)","(4.8, 5.7, 5.637849462365591)","(41.0, 55.0, 52.64705882352941)","(6.5, 7.0, 6.868787878787879)"
07-01-2023 16:18:04.031883,"(7.0, 7.8, 7.739247311827957)","(8.5, 9.0, 8.969082125603865)","(6.0, 7.0, 6.796644295302014)","(11.0, 14.0, 13.879310344827585)","(51.0, 60.0, 57.5609756097561)","(21.0, 28.0, 27.63953488372093)","(6.0, 6.8, 6.75)","(4.8, 5.7, 5.639412997903563)","(41.0, 55.0, 52.30769230769231)","(6.5, 7.0, 6.859974905897114)"
07-01-2023 16:18:05.585889,"(7.0, 7.8, 7.747072599531616)","(8.5, 9.0, 8.972413793103449)","(6.0, 6.8, 6.824761904761905)","(11.0, 14.0, 13.874309392265193)","(51.0, 60.0, 57.71604938271605)","(21.0, 28.0, 27.670212765957448)","(6.0, 6.8, 6.7512027491408935)","(4.8, 5.7, 5.644977168949771)","(41.0, 55.0, 52.57575757575758)","(6.5, 7.0, 6.85675)"
07-01-2023 16:18:07.154864,"(7.0, 7.8, 7.7703862660944205)","(8.5, 9.0, 8.971355498721227)","(6.0, 7.0, 6.844856661045531)","(11.0, 14.0, 13.874309392265193)","(51.0, 60.0, 57.672955974842765)","(21.0, 28.0, 27.745098039215687)","(6.0, 6.8, 6.744313725490196)","(4.8, 5.7, 5.644977168949771)","(41.0, 55.0, 52.57575757575758)","(6.5, 7.0, 6.868275862068965)"
07-01-2023 16:18:08.936498,"(7.0, 7.8, 7.759622641509433)","(8.5, 9.0, 8.951264367816092)","(6.0, 7.0, 6.855572998430141)","(11.0, 14.0, 13.877358490566039)","(51.0, 60.0, 57.73006134969325)","(21.0, 28.0, 27.803030303030305)","(6.0, 6.8, 6.7437499999999995)","(4.8, 5.7, 5.643953488372093)","(41.0, 55.0, 52.714285714285715)","(6.5, 6.8, 6.778235779060181)"
07-01-2023 16:18:10.648772,"(7.0, 7.8, 7.840350877192982)","(8.5, 9.0, 9.092592592592592)","(6.0, 7.0, 6.700429184549356)","(11.0, 14.0, 12.659574468085106)","(51.0, 60.0, 58.095238095238095)","(21.0, 28.0, 25.754716981132077)","(6.0, 6.8, 6.745411764705882)","(4.8, 5.7, 5.681322957198444)","(41.0, 55.0, 53.47457627118644)","(6.0, 6.8, 6.826900584795322)"
07-01-2023 16:18:12.378566,"(7.0, 8.0, 7.891482649842271)","(8.0, 9.2, 9.185714285714285)","(6.0, 7.0, 6.809809264305177)","(11.0, 14.0, 13.557894736842105)","(51.0, 60.0, 55.55555555555556)","(21.0, 29.0, 26.068181818181817)","(6.0, 6.8, 6.680536912751678)","(4.8, 5.7, 5.696531791907515)","(41.0, 55.0, 53.84615384615385)","(6.0, 7.0, 6.8229260935143285)"
07-01-2023 16:18:14.006289,"(7.0, 8.0, 7.849214659685864)","(8.0, 9.2, 9.21165644171779)","(6.0, 7.0, 6.803723404255319)","(11.0, 14.0, 13.533333333333333)","(51.0, 60.0, 57.701149425287355)","(21.0, 29.0, 27.771428571428572)","(6.0, 6.8, 6.667264573991031)","(4.8, 5.7, 5.767962466487935)","(41.0, 55.0, 53.83116883116883)","(6.0, 7.0, 6.8490797546012265)"
07-01-2023 16:18:15.718855,"(7.0, 8.0, 7.99712918660287)","(8.0, 9.4, 9.256385542168674)","(6.0, 7.0, 6.803723404255319)","(11.0, 14.0, 13.31081081081081)","(51.0, 60.0, 56.943231441048034)","(21.0, 29.0, 24.65232974910394)","(6.0, 6.8, 6.690774907749077)","(4.8, 5.8, 5.773102529960053)","(41.0, 55.0, 54.32432432432432)","(6.0, 7.0, 6.848148148148148)"
07-01-2023 16:18:17.294740,"(7.0, 8.2, 7.99712918660287)","(8.0, 9.4, 9.256385542168674)","(6.0, 7.0, 6.8047138047138045)","(11.0, 13.5, 13.452380952380953)","(51.0, 60.0, 57.368421052631575)","(21.0, 25.0, 24.72852233676976)","(6.0, 6.8, 6.722435897435897)","(4.8, 5.8, 5.874712643678161)","(41.0, 55.0, 54.36708860759494)","(6.0, 7.0, 6.860570071258907)"
07-01-2023 16:18:18.787980,"(7.0, 8.0, 7.977906976744186)","(8.0, 9.4, 9.266964285714286)","(6.0, 6.8, 6.675802997858672)","(11.0, 13.5, 13.452380952380953)","(51.0, 60.0, 57.368421052631575)","(21.0, 25.0, 24.72852233676976)","(6.0, 6.8, 6.722435897435897)","(4.8, 5.9, 5.874712643678161)","(41.0, 55.0, 54.36708860759494)","(6.0, 7.0, 6.858711217183771)"
07-01-2023 16:18:20.330517,"(7.0, 8.0, 7.954676258992806)","(8.0, 9.4, 9.265033407572382)","(6.0, 6.8, 6.675802997858672)","(11.0, 14.0, 12.956766917293233)","(51.0, 60.0, 57.408088235294116)","(21.0, 25.0, 24.93548387096774)","(6.0, 6.8, 6.584873949579832)","(4.8, 5.9, 5.840809968847353)","(41.0, 55.0, 54.70238095238095)","(6.0, 7.0, 6.870601092896175)"
07-01-2023 16:18:22.480043,"(7.0, 8.0, 7.987179487179487)","(8.0, 9.4, 9.286728971962617)","(6.0, 6.8, 6.68411214953271)","(11.0, 14.0, 14.219298245614034)","(51.0, 60.0, 57.473118279569896)","(21.0, 25.0, 24.58423913043478)","(6.0, 6.8, 6.637974683544304)","(4.8, 5.9, 5.8572700296735905)","(41.0, 55.0, 54.7093023255814)","(6.0, 7.0, 6.892035398230089)"
07-01-2023 16:18:24.282792,"(7.0, 8.0, 7.989699570815451)","(8.0, 9.4, 9.241688654353561)","(6.0, 6.8, 6.704954954954955)","(11.0, 14.5, 13.635135135135135)","(51.0, 60.0, 57.5)","(21.0, 25.0, 24.58423913043478)","(6.0, 6.8, 6.655774647887324)","(4.8, 5.9, 5.82)","(41.0, 60.0, 57.04545454545455)","(6.0, 6.8, 6.782600561272217)"
07-01-2023 16:18:26.242600,"(7.0, 8.0, 7.991489361702127)","(8.0, 9.4, 9.257476635514019)","(6.0, 6.8, 6.716666666666667)","(11.0, 14.5, 13.159090909090908)","(51.0, 60.0, 57.552083333333336)","(21.0, 25.0, 24.598425196850393)","(6.0, 6.8, 6.660047281323877)","(4.8, 5.9, 5.87603993344426)","(41.0, 60.0, 57.875)","(6.0, 6.8, 6.773920552677029)"
07-01-2023 16:18:28.035681,"(7.0, 8.0, 7.9714285714285715)","(8.5, 9.4, 9.256132075471697)","(6.0, 6.8, 6.7458483754512635)","(11.0, 13.5, 12.875)","(51.0, 60.0, 57.552083333333336)","(21.0, 25.0, 24.67058823529412)","(6.0, 6.8, 6.623809523809523)","(5.0, 5.9, 5.814754098360655)","(41.0, 60.0, 57.7027027027027)","(6.0, 6.8, 6.785622119815668)"
07-01-2023 16:18:30.345634,"(7.0, 8.0, 8.107826086956521)","(8.5, 9.4, 9.248258706467661)","(6.0, 6.8, 6.738589211618257)","(11.0, 13.0, 12.85593220338983)","(51.0, 60.0, 57.5609756097561)","(21.0, 25.0, 24.677233429394814)","(6.0, 6.8, 6.623809523809523)","(5.0, 5.9, 5.891666666666667)","(41.0, 60.0, 57.7027027027027)","(6.0, 6.8, 6.789463781749765)"
07-01-2023 16:18:32.400467,"(7.0, 8.2, 8.165296803652968)","(8.0, 9.4, 9.259122401847575)","(6.0, 6.8, 6.5815126050420165)","(11.0, 13.0, 13.267123287671232)","(51.0, 60.0, 57.59450171821306)","(21.0, 25.0, 24.679083094555875)","(6.0, 6.8, 6.70913140311804)","(5.0, 5.9, 5.889285714285714)","(41.0, 60.0, 58.15217391304348)","(6.0, 6.8, 6.765365853658537)"
07-01-2023 16:18:34.751499,"(7.0, 8.2, 8.176951672862453)","(8.0, 9.4, 9.271670702179176)","(6.0, 6.6, 6.484419263456091)","(11.0, 13.5, 13.377697841726619)","(51.0, 60.0, 57.61904761904762)","(21.0, 25.0, 24.756172839506174)","(6.0, 6.8, 6.68)","(5.0, 5.9, 5.874486803519062)","(41.0, 60.0, 58.3)","(6.0, 6.8, 6.767653758542141)"
07-01-2023 16:18:36.999202,"(7.0, 8.2, 8.387155963302753)","(8.0, 9.4, 9.324393723252497)","(6.0, 6.6, 6.527385159010601)","(11.0, 13.5, 13.467980295566502)","(51.0, 60.0, 57.78846153846154)","(21.0, 25.0, 25.733333333333334)","(6.0, 6.8, 6.750200803212851)","(5.0, 5.9, 5.918794326241135)","(41.0, 60.0, 63.482142857142854)","(6.0, 6.8, 6.505460750853242)"
