,Kilara Boy,Jimbaran Express,Collateral Coin,Alis Mate,Smooth Grace,Kulu Nomad,Mandoza Ripple
10-01-2023 19:08:10.653997,"(2.1, 2.38, 2.29)","(5.5, 9.0, 8.7)","(18.0, 34.0, 22.846153846153847)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 19.25)","(6.0, 16.0, 14.9)"
10-01-2023 19:08:11.543992,"(2.1, 2.36, 2.208)","(5.5, 9.2, 7.485714285714286)","(18.0, 34.0, 22.846153846153847)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 19.25)","(6.0, 16.0, 15.0)"
10-01-2023 19:08:12.522025,"(2.1, 2.34, 2.27)","(5.5, 9.0, 7.3999999999999995)","(18.0, 34.0, 22.846153846153847)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 18.5)","(6.0, 16.0, 14.5)"
10-01-2023 19:08:13.505802,"(2.1, 2.38, 2.29)","(5.5, 9.0, 7.9)","(18.0, 34.0, 22.846153846153847)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 17.272727272727273)","(6.0, 16.0, 14.333333333333334)"
10-01-2023 19:08:14.486795,"(2.1, 2.36, 2.197142857142857)","(5.5, 9.0, 7.9)","(18.0, 34.0, 22.846153846153847)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 20.136363636363637)","(6.0, 16.0, 15.1)"
10-01-2023 19:08:15.399286,"(2.1, 2.32, 2.192727272727273)","(5.5, 9.0, 7.9)","(18.0, 34.0, 22.846153846153847)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 20.136363636363637)","(6.0, 16.0, 15.5)"
10-01-2023 19:08:16.333890,"(2.1, 2.3, 2.26)","(5.5, 9.0, 7.9)","(18.0, 34.0, 22.846153846153847)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 20.136363636363637)","(6.0, 16.0, 15.0)"
10-01-2023 19:08:17.328035,"(2.1, 2.32, 2.2733333333333334)","(5.5, 9.0, 7.9)","(18.0, 34.0, 22.846153846153847)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 20.136363636363637)","(6.0, 16.0, 15.0)"
10-01-2023 19:08:18.304273,"(2.1, 2.32, 2.2733333333333334)","(5.5, 9.0, 7.9)","(18.0, 34.0, 22.846153846153847)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 20.136363636363637)","(6.0, 16.0, 15.2)"
10-01-2023 19:08:19.241622,"(2.1, 2.32, 2.2733333333333334)","(5.5, 9.0, 7.9)","(18.0, 34.0, 22.846153846153847)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 17.05)","(6.0, 16.0, 15.2)"
10-01-2023 19:08:20.158801,"(2.1, 2.4, 2.224)","(5.5, 9.0, 7.9)","(18.0, 32.0, 27.0)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 19.86842105263158)","(6.0, 16.0, 15.789473684210526)"
10-01-2023 19:08:21.120469,"(2.1, 2.42, 2.36)","(5.5, 9.0, 7.9)","(18.0, 32.0, 27.0)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 19.86842105263158)","(6.0, 16.0, 15.789473684210526)"
10-01-2023 19:08:22.294674,"(2.1, 2.42, 2.36)","(5.5, 9.0, 7.9)","(18.0, 32.0, 27.0)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 19.86842105263158)","(6.0, 16.0, 14.5)"
10-01-2023 19:08:23.274000,"(2.1, 2.42, 2.36)","(5.5, 9.0, 7.9)","(18.0, 32.0, 27.0)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 7.1)","(11.0, 23.0, 19.86842105263158)","(6.0, 16.0, 14.142857142857142)"
10-01-2023 19:08:24.221851,"(2.1, 2.42, 2.36)","(5.5, 9.0, 7.9)","(18.0, 32.0, 22.0)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 6.333333333333333)","(11.0, 23.0, 19.86842105263158)","(6.0, 17.0, 13.75)"
10-01-2023 19:08:25.178884,"(2.1, 2.42, 2.36)","(5.5, 9.0, 7.9)","(18.0, 30.0, 27.375)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.6, 6.333333333333333)","(11.0, 23.0, 19.86842105263158)","(6.0, 17.0, 14.8125)"
10-01-2023 19:08:26.126512,"(2.1, 2.42, 2.36)","(5.5, 9.0, 7.9)","(18.0, 30.0, 27.375)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.8, 6.3)","(11.0, 23.0, 17.4)","(6.0, 17.0, 14.5)"
10-01-2023 19:08:27.083394,"(2.1, 2.42, 2.405333333333333)","(5.5, 8.8, 7.371428571428572)","(18.0, 30.0, 21.75)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.4, 7.04)","(11.0, 23.0, 19.88888888888889)","(6.0, 17.0, 15.8)"
10-01-2023 19:08:28.000565,"(2.1, 2.42, 2.3533333333333335)","(5.5, 8.6, 8.0)","(18.0, 30.0, 22.3)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.6, 7.199999999999999)","(11.0, 23.0, 19.88888888888889)","(6.0, 18.5, 16.7)"
10-01-2023 19:08:29.138569,"(2.1, 2.42, 2.4036363636363633)","(5.5, 9.0, 7.24)","(18.0, 30.0, 22.3)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.6, 7.199999999999999)","(11.0, 23.0, 19.88888888888889)","(6.0, 18.5, 17.75)"
10-01-2023 19:08:30.118221,"(2.1, 2.42, 2.267619047619047)","(5.5, 8.8, 6.8500000000000005)","(18.0, 30.0, 22.3)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.6, 7.199999999999999)","(11.0, 23.0, 19.88888888888889)","(6.0, 18.5, 17.681818181818183)"
10-01-2023 19:08:31.059555,"(2.1, 2.38, 2.3013793103448275)","(5.5, 8.6, 7.8)","(18.0, 30.0, 22.3)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.6, 6.65)","(11.0, 23.0, 19.88888888888889)","(6.0, 18.5, 17.176470588235293)"
10-01-2023 19:08:32.376787,"(2.1, 2.38, 2.3446153846153845)","(5.5, 9.0, 7.133333333333333)","(18.0, 30.0, 21.710526315789473)","(6.5, 10.5, 8.799999999999999)","(5.5, 7.6, 5.8310344827586205)","(11.0, 23.0, 17.75)","(6.0, 18.5, 15.166666666666666)"
10-01-2023 19:08:33.383349,"(2.1, 2.36, 2.3415384615384616)","(5.5, 9.0, 7.133333333333333)","(18.0, 30.0, 21.710526315789473)","(6.5, 10.0, 8.799999999999999)","(5.5, 7.6, 5.8310344827586205)","(11.0, 23.0, 17.107142857142858)","(6.0, 18.5, 15.166666666666666)"
10-01-2023 19:08:34.437617,"(2.1, 2.34, 2.2723529411764707)","(5.5, 9.0, 7.472727272727273)","(18.0, 30.0, 22.3)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.6, 5.945161290322581)","(11.0, 23.0, 17.107142857142858)","(6.0, 18.5, 15.166666666666666)"
10-01-2023 19:08:35.396827,"(2.1, 2.28, 2.2733333333333334)","(5.5, 9.0, 7.716666666666667)","(18.0, 30.0, 22.3)","(6.5, 10.5, 8.528571428571428)","(5.5, 7.6, 6.550000000000001)","(11.0, 23.0, 17.75)","(6.0, 18.5, 15.166666666666666)"
10-01-2023 19:08:36.363280,"(2.1, 2.32, 2.24)","(5.5, 9.0, 7.25)","(18.0, 30.0, 22.3)","(6.5, 10.5, 8.799999999999999)","(5.5, 7.2, 6.68)","(11.0, 23.0, 20.375)","(6.0, 18.5, 15.166666666666666)"
10-01-2023 19:08:37.295880,"(2.1, 2.38, 2.2822222222222224)","(5.5, 9.0, 7.75)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.799999999999999)","(5.5, 7.2, 6.68)","(11.0, 23.0, 20.375)","(6.0, 18.5, 15.166666666666666)"
10-01-2023 19:08:38.343235,"(2.1, 2.36, 2.3066666666666666)","(5.5, 9.0, 8.1)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 7.333333333333333)","(11.0, 23.0, 19.911764705882355)","(6.0, 18.5, 15.166666666666666)"
10-01-2023 19:08:39.391531,"(2.1, 2.36, 2.245714285714286)","(5.5, 9.0, 8.1)","(18.0, 30.0, 21.710526315789473)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.6, 6.55)","(11.0, 23.0, 19.071428571428573)","(6.0, 18.5, 16.25)"
10-01-2023 19:08:40.441323,"(2.1, 2.36, 2.245714285714286)","(5.5, 9.0, 8.466666666666667)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.6, 6.441666666666667)","(11.0, 23.0, 19.911764705882355)","(6.0, 18.0, 16.25)"
10-01-2023 19:08:41.385064,"(2.1, 2.36, 2.245714285714286)","(5.5, 8.6, 8.15)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.4, 6.6000000000000005)","(11.0, 23.0, 19.911764705882355)","(6.0, 18.0, 16.25)"
10-01-2023 19:08:42.343482,"(2.1, 2.36, 2.245714285714286)","(5.5, 8.6, 7.699999999999999)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.4, 6.530434782608696)","(11.0, 23.0, 19.911764705882355)","(6.0, 18.0, 16.25)"
10-01-2023 19:08:43.272022,"(2.1, 2.36, 2.2600000000000002)","(5.5, 8.6, 7.699999999999999)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.4, 6.530434782608696)","(11.0, 23.0, 19.911764705882355)","(6.0, 18.0, 16.25)"
10-01-2023 19:08:44.220825,"(2.1, 2.36, 2.245714285714286)","(5.5, 8.6, 7.061538461538461)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.4, 6.530434782608696)","(11.0, 23.0, 19.911764705882355)","(6.0, 18.0, 16.25)"
10-01-2023 19:08:45.148143,"(2.1, 2.36, 2.245714285714286)","(5.5, 8.6, 7.266666666666667)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.4, 6.530434782608696)","(11.0, 23.0, 19.911764705882355)","(6.0, 18.0, 15.166666666666666)"
10-01-2023 19:08:46.094393,"(2.1, 2.36, 2.245714285714286)","(5.5, 8.4, 7.800000000000001)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.4, 6.530434782608696)","(11.0, 23.0, 19.911764705882355)","(6.0, 18.5, 16.5)"
10-01-2023 19:08:47.014829,"(2.1, 2.36, 2.2600000000000002)","(5.5, 8.8, 8.533333333333335)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.4, 6.530434782608696)","(11.0, 23.0, 19.071428571428573)","(6.0, 18.5, 15.166666666666666)"
10-01-2023 19:08:47.914205,"(2.1, 2.32, 2.28)","(5.5, 9.2, 7.8)","(18.0, 30.0, 21.710526315789473)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.4, 6.525)","(11.0, 23.0, 19.911764705882355)","(6.0, 18.5, 15.166666666666666)"
10-01-2023 19:08:48.849331,"(2.1, 2.32, 2.170666666666667)","(5.5, 9.2, 8.15)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.4, 6.525)","(11.0, 23.0, 19.911764705882355)","(6.0, 18.5, 15.166666666666666)"
10-01-2023 19:08:50.076212,"(2.1, 2.32, 2.25)","(5.5, 9.2, 7.8)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.4, 6.525)","(11.0, 23.0, 19.911764705882355)","(6.0, 18.5, 14.833333333333334)"
10-01-2023 19:08:51.033298,"(2.1, 2.32, 2.2150000000000003)","(5.5, 9.2, 7.8)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.4, 6.525)","(11.0, 23.0, 19.911764705882355)","(6.0, 17.5, 14.833333333333334)"
10-01-2023 19:08:52.207739,"(2.1, 2.32, 2.2150000000000003)","(5.5, 9.2, 7.45)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 5.84)","(11.0, 23.0, 18.90909090909091)","(6.0, 17.5, 17.1)"
10-01-2023 19:08:53.187608,"(2.1, 2.32, 2.22)","(5.5, 9.2, 8.033333333333333)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 5.92)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.1)"
10-01-2023 19:08:54.146069,"(2.1, 2.32, 2.22)","(5.5, 8.6, 8.366666666666667)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 5.757692307692308)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.0)"
10-01-2023 19:08:55.168161,"(2.1, 2.32, 2.22)","(5.5, 8.6, 7.581818181818182)","(18.0, 30.0, 22.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 5.860714285714286)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.642857142857142)"
10-01-2023 19:08:56.159271,"(2.1, 2.32, 2.22)","(5.5, 8.6, 7.6000000000000005)","(18.0, 29.0, 25.833333333333332)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.338461538461538)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 18.0)"
10-01-2023 19:08:57.144352,"(2.1, 2.32, 2.1975000000000002)","(5.5, 8.6, 7.9)","(18.0, 29.0, 21.735294117647058)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.4)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 18.0)"
10-01-2023 19:08:58.212258,"(2.1, 2.32, 2.2123076923076925)","(5.5, 8.6, 7.822222222222222)","(18.0, 28.0, 26.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.461538461538462)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.5)"
10-01-2023 19:08:59.159460,"(2.1, 2.32, 2.22)","(5.5, 8.6, 7.2)","(18.0, 28.0, 26.3)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.485714285714286)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:00.296404,"(2.1, 2.32, 2.2133333333333334)","(5.5, 8.4, 8.049999999999999)","(18.0, 28.0, 24.5)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.3875)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:01.515715,"(2.1, 2.32, 2.2033333333333336)","(5.5, 8.2, 7.2)","(18.0, 27.0, 24.5)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.666666666666667)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:02.635733,"(2.1, 2.32, 2.2123076923076925)","(5.5, 8.4, 6.816)","(18.0, 27.0, 21.264705882352942)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.0, 6.3428571428571425)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:03.624925,"(2.1, 2.32, 2.23)","(5.5, 8.4, 7.060869565217391)","(18.0, 27.0, 24.7)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.857142857142857)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:04.689121,"(2.1, 2.3, 2.2941666666666665)","(5.5, 8.4, 7.252173913043478)","(18.0, 26.0, 24.833333333333336)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.0, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:05.719957,"(2.1, 2.3, 2.2849999999999997)","(5.5, 8.4, 7.430769230769231)","(18.0, 26.0, 24.833333333333336)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:06.749252,"(2.1, 2.3, 2.2866666666666666)","(5.5, 8.4, 7.445454545454546)","(18.0, 26.0, 21.058823529411764)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:07.803609,"(2.1, 2.3, 2.2333333333333334)","(5.5, 8.4, 7.525)","(18.0, 25.0, 24.0)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:08.921950,"(2.1, 2.3, 2.25)","(5.5, 8.4, 7.525)","(18.0, 25.0, 24.0)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:09.912078,"(2.1, 2.3, 2.25)","(5.5, 8.4, 8.0)","(18.0, 25.0, 20.764705882352942)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:10.917275,"(2.1, 2.32, 2.227692307692308)","(5.5, 8.4, 8.0)","(18.0, 24.0, 23.166666666666668)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:11.915443,"(2.1, 2.3, 2.23)","(5.5, 8.6, 7.7272727272727275)","(18.0, 24.0, 23.166666666666668)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:12.947263,"(2.1, 2.3, 2.202)","(5.5, 8.8, 8.450000000000001)","(18.0, 24.0, 20.38888888888889)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:13.984711,"(2.1, 2.3, 2.202)","(5.5, 9.0, 7.88)","(18.0, 24.0, 20.38888888888889)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:14.960760,"(2.1, 2.3, 2.2613793103448274)","(5.5, 8.8, 8.35)","(18.0, 24.0, 19.357142857142858)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:15.963769,"(2.1, 2.3, 2.267058823529412)","(5.5, 9.2, 7.851851851851852)","(18.0, 23.0, 22.5)","(6.5, 10.0, 8.649999999999999)","(5.5, 7.2, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:17.000080,"(2.1, 2.3, 2.267058823529412)","(5.5, 9.0, 8.1)","(18.0, 24.0, 20.595238095238095)","(6.5, 10.0, 9.55)","(5.5, 7.2, 6.800000000000001)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:18.076893,"(2.1, 2.3, 2.284)","(5.5, 8.8, 7.800000000000001)","(18.0, 24.0, 19.764705882352942)","(6.5, 10.0, 9.55)","(5.5, 7.2, 6.800000000000001)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:19.087986,"(2.1, 2.3, 2.267058823529412)","(5.5, 8.6, 8.233333333333333)","(18.0, 24.0, 19.764705882352942)","(6.5, 10.0, 9.5)","(5.5, 7.2, 6.800000000000001)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:20.055695,"(2.1, 2.3, 2.267058823529412)","(5.5, 8.6, 7.766666666666666)","(18.0, 24.0, 19.764705882352942)","(6.5, 10.0, 9.4)","(5.5, 7.2, 6.800000000000001)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:21.040739,"(2.1, 2.3, 2.1775)","(5.5, 8.6, 7.314285714285714)","(18.0, 24.0, 19.764705882352942)","(6.5, 10.0, 9.4)","(5.5, 7.2, 6.800000000000001)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:22.137818,"(2.1, 2.3, 2.1775)","(5.5, 8.4, 7.527272727272727)","(18.0, 24.0, 19.764705882352942)","(6.5, 10.0, 9.4)","(5.5, 7.2, 6.800000000000001)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:23.165044,"(2.1, 2.3, 2.1775)","(5.5, 8.2, 7.8)","(18.0, 24.0, 19.764705882352942)","(6.5, 10.0, 9.4)","(5.5, 7.2, 7.088888888888889)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:24.158025,"(2.1, 2.28, 2.170909090909091)","(5.5, 8.4, 8.05)","(18.0, 24.0, 21.714285714285715)","(6.5, 10.0, 9.925)","(5.5, 7.2, 7.088888888888889)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:25.173696,"(2.1, 2.3, 2.249090909090909)","(5.5, 8.4, 7.7)","(18.0, 24.0, 21.714285714285715)","(6.5, 10.5, 9.625)","(5.5, 7.0, 6.3076923076923075)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:26.103943,"(2.1, 2.28, 2.2163636363636363)","(5.5, 8.4, 7.542857142857143)","(18.0, 24.0, 22.11764705882353)","(6.5, 10.5, 9.625)","(5.5, 7.0, 6.3076923076923075)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:27.087803,"(2.1, 2.24, 2.194545454545455)","(5.5, 8.4, 7.5600000000000005)","(18.0, 24.0, 22.11764705882353)","(6.5, 10.5, 10.209677419354838)","(5.5, 7.0, 6.3076923076923075)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:28.091633,"(2.1, 2.24, 2.194545454545455)","(5.5, 8.4, 7.685714285714286)","(18.0, 24.0, 22.11764705882353)","(6.5, 10.5, 10.209677419354838)","(5.5, 7.0, 6.3076923076923075)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:29.045876,"(2.1, 2.22, 2.2085714285714286)","(5.5, 8.2, 7.933333333333333)","(18.0, 24.0, 22.11764705882353)","(6.5, 10.5, 10.209677419354838)","(5.5, 7.0, 6.3076923076923075)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 16.833333333333332)"
10-01-2023 19:09:30.058499,"(2.1, 2.24, 2.194545454545455)","(5.5, 8.2, 7.8999999999999995)","(18.0, 24.0, 21.714285714285715)","(6.5, 10.5, 9.95)","(5.5, 7.0, 6.85)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:31.046340,"(2.1, 2.22, 2.2138461538461542)","(5.5, 8.2, 7.6)","(18.0, 24.0, 20.571428571428573)","(6.5, 10.5, 10.316666666666666)","(5.5, 7.0, 6.85)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:32.107399,"(2.1, 2.18, 2.176923076923077)","(5.5, 8.6, 8.32)","(18.0, 24.0, 20.571428571428573)","(6.5, 10.5, 10.316666666666666)","(5.5, 7.0, 6.85)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:33.187399,"(2.1, 2.2, 2.172727272727273)","(5.5, 8.6, 8.0)","(18.0, 24.0, 20.571428571428573)","(6.5, 10.5, 10.3625)","(5.5, 7.0, 6.85)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:34.245268,"(2.1, 2.18, 2.176923076923077)","(5.5, 8.6, 7.7)","(18.0, 24.0, 20.571428571428573)","(6.5, 10.5, 10.3625)","(5.5, 7.0, 6.85)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:35.313781,"(2.1, 2.22, 2.2085714285714286)","(5.5, 8.6, 7.7)","(18.0, 24.0, 21.12)","(6.5, 10.5, 10.833333333333334)","(5.5, 7.0, 6.533333333333333)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:36.330263,"(2.1, 2.2, 2.176)","(5.5, 8.6, 7.836363636363636)","(18.0, 24.0, 21.12)","(6.5, 11.0, 10.761904761904763)","(5.5, 7.0, 6.626666666666667)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:37.358809,"(2.1, 2.18, 2.176923076923077)","(5.5, 8.6, 7.836363636363636)","(18.0, 24.0, 20.727272727272727)","(6.5, 12.0, 10.625)","(5.5, 7.0, 6.428571428571429)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:38.413004,"(2.1, 2.16, 2.1504761904761907)","(5.5, 8.6, 7.425806451612903)","(18.0, 24.0, 22.31578947368421)","(6.5, 12.0, 10.625)","(5.5, 7.0, 6.4206896551724135)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:39.493920,"(2.1, 2.16, 2.1494736842105264)","(5.5, 8.6, 7.425806451612903)","(18.0, 24.0, 22.31578947368421)","(7.0, 12.0, 10.625)","(5.5, 7.0, 6.466666666666667)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:40.446810,"(2.1, 2.16, 2.1494736842105264)","(5.5, 8.6, 7.425806451612903)","(18.0, 24.0, 22.31578947368421)","(7.0, 12.0, 10.625)","(5.5, 7.0, 6.466666666666667)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:41.409920,"(2.1, 2.16, 2.1494736842105264)","(5.5, 8.6, 7.425806451612903)","(18.0, 24.0, 19.555555555555557)","(7.0, 12.0, 10.95)","(5.5, 7.0, 6.428571428571429)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:42.517283,"(2.1, 2.16, 2.1494736842105264)","(5.5, 8.6, 7.425806451612903)","(18.0, 24.0, 20.363636363636363)","(7.0, 12.0, 11.192307692307692)","(5.5, 7.0, 6.5200000000000005)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
10-01-2023 19:09:43.533551,"(2.1, 2.16, 2.1494736842105264)","(5.5, 8.4, 7.95)","(18.0, 24.0, 20.727272727272727)","(7.0, 12.0, 11.192307692307692)","(5.5, 7.0, 6.525)","(11.0, 23.0, 18.90909090909091)","(6.0, 18.5, 17.166666666666668)"
