,Kilara Boy,Jimbaran Express,Collateral Coin,Alis Mate,Smooth Grace,Kulu Nomad,Mandoza Ripple
10-01-2023 18:56:55.269014,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 36.5625)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:56:56.363191,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 36.5625)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:56:57.444332,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 36.5625)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:56:58.538633,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 36.5625)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:56:59.591626,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 36.5625)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:00.638460,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 36.5625)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:01.735055,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 36.5625)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:02.785574,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 36.5625)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:03.827100,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 36.5625)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:04.759344,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 36.5625)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:05.713723,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 36.5625)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:06.800057,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 40.0, 37.8)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:07.839852,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 41.625)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:08.968117,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 41.625)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:10.022944,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 41.625)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:11.134587,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 41.625)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:12.262867,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 39.6)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:13.417976,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 39.6)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:14.600358,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 39.6)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:15.686480,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 39.6)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:16.643803,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 39.6)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:17.786927,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 39.6)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:19.085773,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 39.6)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:20.444305,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 39.6)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:21.621487,"(2.1, 3.55, 2.6168965517241376)","(5.5, 11.0, 9.38888888888889)","(18.0, 46.0, 39.6)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:22.823058,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:24.181897,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:25.510197,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:26.688165,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:27.698056,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:28.690232,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:29.824493,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:30.970600,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:32.095768,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:33.095049,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:34.112395,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:35.162245,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:36.238060,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:37.241860,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:38.190917,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:39.261464,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:40.402656,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:41.414192,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:42.405436,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:43.515566,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 38.05714285714286)","(6.5, 11.0, 10.797701149425286)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 15.0625)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:44.592132,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:45.732181,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:46.862622,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:47.911428,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:48.953446,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:49.997011,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:51.026233,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:52.020338,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:53.030551,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:54.022990,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:55.144216,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:56.246002,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:57.330055,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:58.351334,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:57:59.308790,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:00.350523,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:01.317755,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 44.0, 39.9375)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:02.283383,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:03.318425,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:04.356457,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:05.489590,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:06.607803,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:07.645461,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:08.615280,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:09.623232,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:10.702975,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:11.704952,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:12.760520,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:13.816774,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:14.900741,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:15.982994,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:17.153653,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 13.017391304347827)"
10-01-2023 18:58:18.247485,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 15.423529411764708)"
10-01-2023 18:58:19.316325,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 14.8)"
10-01-2023 18:58:20.290252,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 14.8)"
10-01-2023 18:58:21.289945,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 16.0, 14.8)"
10-01-2023 18:58:22.235885,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 17.5, 16.1125)"
10-01-2023 18:58:23.234965,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 17.5, 16.1125)"
10-01-2023 18:58:24.261026,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 17.5, 16.1125)"
10-01-2023 18:58:25.354754,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 17.5, 16.1125)"
10-01-2023 18:58:26.492644,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 17.5, 16.1125)"
10-01-2023 18:58:27.650988,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 17.5, 16.1125)"
10-01-2023 18:58:28.833189,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 17.5, 16.1125)"
10-01-2023 18:58:29.970183,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 17.5, 16.1125)"
10-01-2023 18:58:30.974138,"(2.1, 3.55, 2.448507462686567)","(5.5, 11.0, 9.38888888888889)","(18.0, 42.0, 38.25)","(6.5, 11.5, 11.069230769230769)","(5.5, 8.8, 8.306666666666667)","(11.0, 21.0, 20.019607843137255)","(6.0, 17.5, 16.1125)"
