,Patricias Pride,Tumbling Dice,Burned,Magistrate,Cheeky Willow,Godges,Tequila Worm,Really Royal
10-01-2023 17:05:28.773598,"(71.0, 360.0, 133.75)","(4.4, 7.2, 7.0)","(7.0, 13.0, 10.6)","(1.55, 1.92, 1.8927272727272726)","(26.0, 110.0, 44.4)","(19.0, 50.0, 38.4)","(6.5, 13.0, 12.616666666666667)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:30.052209,"(71.0, 340.0, 133.75)","(4.4, 7.2, 7.0)","(7.0, 13.0, 10.6)","(1.55, 1.92, 1.8927272727272726)","(26.0, 110.0, 44.4)","(19.0, 50.0, 42.0)","(6.5, 13.0, 12.54)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:31.249346,"(71.0, 340.0, 133.75)","(4.4, 7.2, 7.0)","(7.0, 13.0, 10.6)","(1.55, 1.92, 1.6735714285714287)","(26.0, 110.0, 44.4)","(19.0, 50.0, 32.0)","(6.5, 13.0, 12.56)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:32.404562,"(71.0, 340.0, 133.75)","(4.4, 7.2, 7.0)","(7.0, 13.0, 12.630769230769232)","(1.55, 1.92, 1.6735714285714287)","(26.0, 110.0, 45.2)","(19.0, 50.0, 32.0)","(6.5, 13.0, 12.6)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:33.539112,"(71.0, 340.0, 133.75)","(4.4, 7.2, 7.0)","(7.0, 13.0, 12.657142857142858)","(1.55, 1.92, 1.6735714285714287)","(26.0, 110.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 13.0, 12.475)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:34.721732,"(71.0, 320.0, 150.0)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.0, 12.693333333333333)","(1.55, 1.92, 1.6735714285714287)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 13.0, 12.533333333333333)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:35.881313,"(71.0, 330.0, 153.33333333333331)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.0, 12.56)","(1.55, 1.92, 1.6735714285714287)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 13.0, 12.533333333333333)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:37.078946,"(71.0, 330.0, 153.33333333333331)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.0, 12.56)","(1.55, 1.92, 1.6735714285714287)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 13.0, 12.533333333333333)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:38.284694,"(71.0, 330.0, 153.33333333333331)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.0, 12.56)","(1.55, 1.92, 1.6735714285714287)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 13.0, 12.457142857142857)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:39.463115,"(71.0, 330.0, 153.33333333333331)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.0, 12.56)","(1.55, 1.92, 1.6682758620689655)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 13.0, 12.457142857142857)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:40.589811,"(71.0, 330.0, 153.33333333333331)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.0, 12.56)","(1.55, 1.9, 1.6682758620689655)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 13.0, 12.457142857142857)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:41.676390,"(71.0, 330.0, 153.33333333333331)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.0, 12.56)","(1.55, 1.9, 1.6464150943396227)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 13.0, 13.314285714285713)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:42.716926,"(71.0, 330.0, 153.33333333333331)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 12.325)","(1.55, 1.9, 1.6464150943396227)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.0, 13.742857142857144)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:43.812835,"(71.0, 330.0, 153.33333333333331)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.9, 1.6837931034482758)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:44.922401,"(71.0, 330.0, 153.33333333333331)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.89, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:46.089023,"(71.0, 320.0, 116.0)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:47.368945,"(71.0, 310.0, 92.22222222222223)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 465.0)"
10-01-2023 17:05:48.694493,"(71.0, 310.0, 92.22222222222223)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:05:49.790368,"(71.0, 310.0, 92.22222222222223)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:05:50.914118,"(71.0, 310.0, 100.0)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:05:52.025225,"(71.0, 280.0, 172.5)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:05:53.149262,"(71.0, 280.0, 172.5)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:05:54.284115,"(71.0, 280.0, 172.5)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:05:55.379801,"(71.0, 280.0, 172.5)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:05:56.494796,"(71.0, 270.0, 133.33333333333331)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:05:57.547799,"(71.0, 250.0, 126.66666666666666)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:05:58.600586,"(71.0, 240.0, 152.5)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:05:59.634785,"(71.0, 240.0, 152.5)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:06:00.746588,"(71.0, 240.0, 152.5)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 64.5)","(19.0, 50.0, 32.0)","(6.5, 14.5, 13.742857142857144)","(101.0, 730.0, 645.7142857142858)"
10-01-2023 17:06:01.908696,"(71.0, 240.0, 152.5)","(4.4, 7.2, 6.352941176470589)","(7.0, 13.5, 11.15)","(1.55, 1.88, 1.844285714285714)","(26.0, 100.0, 43.2)","(19.0, 50.0, 26.0)","(6.5, 14.5, 14.269565217391303)","(101.0, 730.0, 536.6666666666667)"
10-01-2023 17:06:03.099678,"(71.0, 230.0, 120.0)","(4.4, 7.2, 6.305882352941176)","(7.0, 13.5, 9.387500000000001)","(1.55, 1.88, 1.7933333333333334)","(26.0, 100.0, 44.25)","(19.0, 50.0, 34.5)","(6.5, 14.5, 13.8875)","(101.0, 730.0, 614.0)"
10-01-2023 17:06:04.252127,"(71.0, 230.0, 120.0)","(4.4, 7.2, 5.379166666666667)","(7.0, 13.5, 9.844444444444445)","(1.55, 1.87, 1.7783870967741935)","(26.0, 90.0, 37.714285714285715)","(19.0, 46.0, 34.5)","(6.5, 14.5, 13.8875)","(101.0, 730.0, 614.0)"
10-01-2023 17:06:05.332628,"(71.0, 230.0, 120.0)","(4.4, 7.2, 5.379166666666667)","(7.0, 13.5, 9.844444444444445)","(1.55, 1.86, 1.7783870967741935)","(26.0, 90.0, 37.714285714285715)","(19.0, 46.0, 34.5)","(6.5, 14.5, 13.8875)","(101.0, 730.0, 614.0)"
10-01-2023 17:06:06.342812,"(71.0, 230.0, 120.0)","(4.4, 7.2, 5.379166666666667)","(7.0, 13.5, 9.844444444444445)","(1.55, 1.86, 1.7783870967741935)","(26.0, 90.0, 37.714285714285715)","(19.0, 46.0, 25.555555555555557)","(6.5, 14.5, 13.790476190476191)","(101.0, 730.0, 585.0)"
10-01-2023 17:06:07.383463,"(71.0, 230.0, 179.0)","(4.4, 6.8, 6.5)","(7.0, 12.5, 11.95)","(1.55, 1.86, 1.7783870967741935)","(26.0, 90.0, 37.0)","(19.0, 46.0, 26.5)","(6.5, 14.0, 13.475)","(101.0, 730.0, 585.0)"
10-01-2023 17:06:08.416511,"(71.0, 220.0, 116.66666666666666)","(4.4, 6.6, 5.38125)","(7.0, 13.0, 12.05)","(1.55, 1.86, 1.7783870967741935)","(26.0, 85.0, 37.0)","(19.0, 44.0, 26.5)","(6.5, 14.0, 13.475)","(101.0, 730.0, 585.0)"
10-01-2023 17:06:09.605739,"(71.0, 220.0, 116.66666666666666)","(4.4, 6.4, 6.196875)","(7.0, 13.0, 10.428571428571429)","(1.55, 1.86, 1.7783870967741935)","(26.0, 80.0, 39.25)","(19.0, 42.0, 31.5)","(6.5, 14.0, 13.777777777777779)","(101.0, 730.0, 614.0)"
10-01-2023 17:06:10.737580,"(71.0, 220.0, 103.75)","(4.4, 6.4, 6.196875)","(7.0, 13.0, 10.428571428571429)","(1.55, 1.86, 1.7783870967741935)","(26.0, 70.0, 34.857142857142854)","(19.0, 40.0, 31.5)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 614.0)"
10-01-2023 17:06:12.051817,"(71.0, 210.0, 113.33333333333334)","(4.4, 6.4, 6.196875)","(7.0, 13.0, 10.355555555555556)","(1.55, 1.86, 1.7783870967741935)","(26.0, 70.0, 32.72727272727273)","(19.0, 40.0, 25.125)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 540.0)"
10-01-2023 17:06:13.244469,"(71.0, 210.0, 137.5)","(4.4, 6.4, 6.196875)","(7.0, 13.0, 10.355555555555556)","(1.55, 1.86, 1.7783870967741935)","(26.0, 70.0, 32.72727272727273)","(19.0, 40.0, 25.125)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 540.0)"
10-01-2023 17:06:14.381106,"(71.0, 210.0, 137.5)","(4.4, 6.4, 6.196875)","(7.0, 13.0, 10.494736842105263)","(1.55, 1.86, 1.7783870967741935)","(26.0, 60.0, 44.5)","(19.0, 38.0, 30.5)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 658.75)"
10-01-2023 17:06:15.602546,"(71.0, 210.0, 137.5)","(4.4, 6.4, 5.9)","(7.0, 13.0, 10.2)","(1.55, 1.86, 1.7783870967741935)","(26.0, 60.0, 42.0)","(19.0, 38.0, 24.666666666666668)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 658.75)"
10-01-2023 17:06:16.939598,"(71.0, 210.0, 137.5)","(4.4, 6.4, 5.9)","(7.0, 13.0, 10.2)","(1.55, 1.86, 1.7783870967741935)","(26.0, 55.0, 37.666666666666664)","(19.0, 38.0, 29.5)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 658.75)"
10-01-2023 17:06:18.127315,"(71.0, 210.0, 137.5)","(4.4, 6.4, 5.9)","(7.0, 13.0, 10.3125)","(1.55, 1.86, 1.7783870967741935)","(26.0, 55.0, 37.666666666666664)","(19.0, 36.0, 29.5)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 658.75)"
10-01-2023 17:06:19.310620,"(71.0, 210.0, 137.5)","(4.4, 6.4, 5.9)","(7.0, 12.5, 10.147058823529411)","(1.55, 1.86, 1.7640909090909092)","(26.0, 55.0, 39.5)","(19.0, 36.0, 28.5)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 658.75)"
10-01-2023 17:06:20.476256,"(71.0, 210.0, 137.5)","(4.4, 6.4, 5.9)","(7.0, 12.5, 10.15625)","(1.55, 1.85, 1.657142857142857)","(26.0, 50.0, 36.0)","(19.0, 34.0, 28.5)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 658.75)"
10-01-2023 17:06:21.572626,"(71.0, 210.0, 137.5)","(4.4, 6.4, 5.9)","(7.0, 12.5, 11.477272727272727)","(1.55, 1.85, 1.657142857142857)","(26.0, 50.0, 31.625)","(19.0, 34.0, 24.1)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 658.75)"
10-01-2023 17:06:22.602530,"(71.0, 210.0, 137.5)","(4.4, 6.4, 6.042857142857143)","(7.0, 12.5, 11.477272727272727)","(1.55, 1.85, 1.657142857142857)","(26.0, 50.0, 30.75)","(19.0, 34.0, 27.5)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 658.75)"
10-01-2023 17:06:23.748612,"(71.0, 210.0, 113.33333333333334)","(4.4, 6.4, 6.042857142857143)","(7.0, 12.5, 11.477272727272727)","(1.55, 1.85, 1.657142857142857)","(26.0, 50.0, 30.615384615384617)","(19.0, 32.0, 27.5)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 658.75)"
10-01-2023 17:06:24.890287,"(71.0, 210.0, 113.33333333333334)","(4.4, 6.4, 6.042857142857143)","(7.0, 12.5, 11.65625)","(1.55, 1.85, 1.657142857142857)","(26.0, 50.0, 37.5)","(19.0, 32.0, 26.5)","(6.5, 14.0, 12.833333333333334)","(101.0, 730.0, 658.75)"
10-01-2023 17:06:25.999279,"(71.0, 200.0, 110.0)","(4.4, 6.4, 6.2214285714285715)","(7.0, 12.5, 11.65625)","(1.55, 1.85, 1.74)","(26.0, 46.0, 37.5)","(19.0, 30.0, 26.5)","(6.5, 14.0, 13.125)","(101.0, 730.0, 658.75)"
10-01-2023 17:06:27.178944,"(71.0, 200.0, 110.0)","(4.4, 6.4, 5.8375)","(7.0, 12.5, 11.65625)","(1.55, 1.83, 1.77)","(26.0, 46.0, 37.5)","(19.0, 30.0, 26.5)","(6.5, 14.0, 13.125)","(101.0, 730.0, 635.0)"
10-01-2023 17:06:28.304922,"(71.0, 200.0, 110.0)","(4.4, 6.4, 6.0)","(7.0, 12.5, 11.65625)","(1.55, 1.83, 1.7921052631578949)","(26.0, 46.0, 30.7)","(19.0, 30.0, 23.53846153846154)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:29.310857,"(71.0, 200.0, 110.0)","(4.4, 6.4, 6.133333333333334)","(7.0, 12.5, 11.65625)","(1.55, 1.83, 1.7921052631578949)","(26.0, 46.0, 30.7)","(19.0, 30.0, 26.5)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:30.432000,"(71.0, 200.0, 110.0)","(4.4, 6.4, 6.272)","(7.0, 12.5, 11.65625)","(1.55, 1.83, 1.7921052631578949)","(26.0, 44.0, 30.666666666666668)","(19.0, 29.0, 23.545454545454547)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:31.645500,"(71.0, 200.0, 110.0)","(4.4, 6.4, 6.272)","(7.0, 12.5, 11.65625)","(1.55, 1.83, 1.7921052631578949)","(26.0, 44.0, 35.5)","(19.0, 29.0, 25.5)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:32.761878,"(71.0, 200.0, 110.0)","(4.4, 6.4, 6.272)","(7.0, 12.5, 11.65625)","(1.55, 1.83, 1.7921052631578949)","(26.0, 42.0, 35.5)","(19.0, 28.0, 25.5)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:33.892439,"(71.0, 200.0, 110.0)","(4.4, 6.4, 6.272)","(7.0, 12.5, 11.65625)","(1.55, 1.83, 1.7921052631578949)","(26.0, 42.0, 31.75)","(19.0, 28.0, 23.416666666666668)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:35.022552,"(71.0, 200.0, 110.0)","(4.4, 6.4, 6.24)","(7.0, 12.5, 11.272727272727273)","(1.55, 1.83, 1.7921052631578949)","(26.0, 40.0, 31.75)","(19.0, 28.0, 23.416666666666668)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:36.101047,"(71.0, 200.0, 110.0)","(4.4, 6.4, 6.273684210526316)","(7.0, 12.5, 11.272727272727273)","(1.55, 1.83, 1.77)","(26.0, 40.0, 30.375)","(19.0, 28.0, 23.416666666666668)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:37.304065,"(71.0, 200.0, 110.0)","(4.4, 6.4, 6.273684210526316)","(7.0, 12.5, 11.272727272727273)","(1.55, 1.83, 1.734705882352941)","(26.0, 40.0, 33.5)","(19.0, 28.0, 23.416666666666668)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:38.385794,"(71.0, 200.0, 171.11111111111111)","(4.4, 6.4, 6.273684210526316)","(7.0, 12.5, 11.272727272727273)","(1.55, 1.83, 1.734705882352941)","(26.0, 38.0, 33.5)","(19.0, 28.0, 23.416666666666668)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:39.602688,"(71.0, 200.0, 171.11111111111111)","(4.4, 6.4, 6.273684210526316)","(7.0, 12.5, 11.857142857142858)","(1.55, 1.83, 1.734705882352941)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.416666666666668)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:40.756968,"(71.0, 200.0, 171.11111111111111)","(4.4, 6.4, 6.273684210526316)","(7.0, 12.5, 11.857142857142858)","(1.55, 1.83, 1.734705882352941)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.416666666666668)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:41.918180,"(71.0, 200.0, 171.11111111111111)","(4.4, 6.4, 6.273684210526316)","(7.0, 12.5, 11.857142857142858)","(1.55, 1.83, 1.734705882352941)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.416666666666668)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:43.310787,"(71.0, 200.0, 171.11111111111111)","(4.4, 6.4, 6.273684210526316)","(7.0, 12.5, 11.857142857142858)","(1.55, 1.83, 1.734705882352941)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.416666666666668)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:44.529921,"(71.0, 200.0, 171.11111111111111)","(4.4, 6.4, 6.273684210526316)","(7.0, 12.5, 11.807692307692308)","(1.55, 1.83, 1.7353333333333334)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:45.579733,"(71.0, 200.0, 171.11111111111111)","(4.4, 6.4, 6.25)","(7.0, 12.5, 11.807692307692308)","(1.55, 1.81, 1.6936363636363636)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:46.622666,"(71.0, 200.0, 171.11111111111111)","(4.4, 6.4, 6.25)","(7.0, 12.5, 11.375)","(1.55, 1.83, 1.7353333333333334)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:47.684856,"(71.0, 200.0, 171.11111111111111)","(4.4, 6.4, 6.25)","(7.0, 12.5, 11.857142857142858)","(1.55, 1.81, 1.7353333333333334)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:48.779005,"(71.0, 200.0, 171.11111111111111)","(4.4, 6.4, 6.25)","(7.0, 12.5, 11.807692307692308)","(1.55, 1.81, 1.7861702127659576)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:50.063873,"(71.0, 200.0, 126.875)","(4.4, 6.4, 6.25)","(7.0, 12.5, 11.807692307692308)","(1.55, 1.81, 1.7861702127659576)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:51.149550,"(71.0, 180.0, 106.66666666666666)","(4.4, 6.4, 6.25)","(7.0, 12.5, 11.807692307692308)","(1.55, 1.81, 1.7861702127659576)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:52.228847,"(71.0, 160.0, 148.75)","(4.4, 6.4, 6.273684210526316)","(7.0, 12.5, 11.807692307692308)","(1.55, 1.83, 1.7976)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:53.268032,"(71.0, 160.0, 122.5)","(4.4, 6.4, 6.2250000000000005)","(7.0, 12.5, 11.807692307692308)","(1.55, 1.83, 1.8122222222222222)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:54.299546,"(71.0, 150.0, 113.07692307692308)","(4.4, 6.4, 6.2250000000000005)","(7.0, 12.5, 11.857142857142858)","(1.55, 1.83, 1.8122222222222222)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:55.323934,"(71.0, 150.0, 113.07692307692308)","(4.4, 6.4, 6.2250000000000005)","(7.0, 12.5, 11.857142857142858)","(1.55, 1.83, 1.8122222222222222)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:56.435676,"(71.0, 150.0, 107.33333333333333)","(4.4, 6.4, 6.300000000000001)","(7.0, 12.5, 11.857142857142858)","(1.55, 1.83, 1.704)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.75)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:57.675476,"(71.0, 150.0, 107.33333333333333)","(4.4, 6.4, 6.300000000000001)","(7.0, 12.5, 11.857142857142858)","(1.55, 1.83, 1.704)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.766666666666666)","(101.0, 730.0, 590.0)"
10-01-2023 17:06:58.925402,"(71.0, 150.0, 107.33333333333333)","(4.4, 6.4, 6.300000000000001)","(7.0, 12.5, 11.857142857142858)","(1.55, 1.83, 1.704)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.766666666666666)","(101.0, 730.0, 590.0)"
10-01-2023 17:07:00.003609,"(71.0, 150.0, 107.33333333333333)","(4.4, 6.4, 6.300000000000001)","(7.0, 12.5, 11.857142857142858)","(1.55, 1.83, 1.704)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.766666666666666)","(101.0, 730.0, 590.0)"
10-01-2023 17:07:01.200847,"(71.0, 150.0, 107.33333333333333)","(4.4, 6.4, 6.300000000000001)","(7.0, 12.5, 11.642857142857142)","(1.55, 1.83, 1.704)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.766666666666666)","(101.0, 730.0, 590.0)"
10-01-2023 17:07:02.403754,"(71.0, 150.0, 107.33333333333333)","(4.4, 6.4, 6.300000000000001)","(7.0, 12.5, 11.5)","(1.55, 1.83, 1.704)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.766666666666666)","(101.0, 730.0, 590.0)"
10-01-2023 17:07:03.517455,"(71.0, 150.0, 107.33333333333333)","(4.4, 6.4, 6.300000000000001)","(7.0, 12.5, 11.5)","(1.55, 1.83, 1.704)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.766666666666666)","(101.0, 730.0, 590.0)"
10-01-2023 17:07:04.672307,"(71.0, 150.0, 107.33333333333333)","(4.4, 6.4, 6.300000000000001)","(7.0, 12.5, 11.5)","(1.55, 1.83, 1.704)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.766666666666666)","(101.0, 730.0, 590.0)"
10-01-2023 17:07:05.973938,"(71.0, 150.0, 107.33333333333333)","(4.4, 6.4, 6.25)","(7.0, 12.5, 12.666666666666666)","(1.55, 1.83, 1.6953846153846153)","(26.0, 38.0, 30.0)","(19.0, 28.0, 23.2)","(6.5, 14.0, 13.766666666666666)","(101.0, 730.0, 590.0)"
