,Jalapeno Lad,Aston Chaffy,Just Buffy,Emerley Sharon,Oda May,Magic Ebbs
08-01-2023 18:36:51.538596,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.6, 3.5571428571428574)","(3.3, 4.6, 4.5)","(5.5, 6.4, 5.763636363636364)","(4.8, 18.5, 16.0)","(10.0, 30.0, 27.333333333333332)"
08-01-2023 18:36:52.507707,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.6, 3.5571428571428574)","(3.3, 4.6, 4.5)","(5.5, 6.4, 5.763636363636364)","(4.8, 18.5, 16.0)","(10.0, 30.0, 27.333333333333332)"
08-01-2023 18:36:53.569795,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.6, 3.5571428571428574)","(3.3, 4.6, 4.5)","(5.5, 6.4, 5.763636363636364)","(4.8, 18.5, 16.0)","(10.0, 30.0, 27.333333333333332)"
08-01-2023 18:36:54.608438,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.6, 3.5571428571428574)","(3.3, 4.6, 4.5)","(5.5, 6.4, 5.736842105263158)","(4.8, 18.5, 16.0)","(10.0, 30.0, 27.333333333333332)"
08-01-2023 18:36:55.629877,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.6, 3.5571428571428574)","(3.3, 4.6, 4.5)","(5.5, 6.4, 5.783333333333333)","(4.8, 18.5, 16.0)","(10.0, 30.0, 27.333333333333332)"
08-01-2023 18:36:56.611240,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.6, 3.5571428571428574)","(3.3, 4.6, 4.5)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 30.0, 27.333333333333332)"
08-01-2023 18:36:57.632529,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.6, 3.5571428571428574)","(3.3, 4.6, 4.5)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 30.0, 27.333333333333332)"
08-01-2023 18:36:58.729784,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.6, 3.5423076923076926)","(3.3, 4.6, 4.5)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 30.0, 28.0)"
08-01-2023 18:36:59.809516,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.6, 3.5583333333333336)","(3.3, 4.6, 4.5)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 30.0, 28.0)"
08-01-2023 18:37:00.862264,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.6, 3.5583333333333336)","(3.3, 4.6, 4.5)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 30.0, 29.0)"
08-01-2023 18:37:01.990062,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.512962962962963)","(3.3, 4.6, 4.5)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 32.0, 29.0)"
08-01-2023 18:37:02.959019,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.512962962962963)","(3.3, 4.6, 4.5)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 32.0, 30.0)"
08-01-2023 18:37:04.164930,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.520833333333333)","(3.3, 4.6, 4.5)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 32.0, 29.5)"
08-01-2023 18:37:05.331349,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.50625)","(3.3, 4.6, 4.5)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 32.0, 29.5)"
08-01-2023 18:37:06.603907,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.50625)","(3.3, 4.6, 4.5)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 32.0, 29.5)"
08-01-2023 18:37:07.869277,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.50625)","(3.3, 4.6, 4.55)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 32.0, 27.875)"
08-01-2023 18:37:09.027993,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.50625)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 34.0, 27.875)"
08-01-2023 18:37:09.918221,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.50625)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 34.0, 27.875)"
08-01-2023 18:37:11.044981,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 34.0, 28.0)"
08-01-2023 18:37:12.185168,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:13.201878,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:14.364109,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:15.479041,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:16.517869,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.666666666666668)"
08-01-2023 18:37:17.679228,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.666666666666668)"
08-01-2023 18:37:18.822970,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.666666666666668)"
08-01-2023 18:37:19.944430,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.666666666666668)"
08-01-2023 18:37:21.171171,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.666666666666668)"
08-01-2023 18:37:22.322193,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.666666666666668)"
08-01-2023 18:37:23.402374,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:24.471124,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:25.622197,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.5, 16.40909090909091)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:26.685244,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.557142857142857)","(5.5, 6.2, 5.771428571428571)","(4.8, 18.0, 16.40909090909091)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:27.742369,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.566666666666666)","(5.5, 6.2, 5.771428571428571)","(4.8, 17.5, 16.75)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:28.890092,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.566666666666666)","(5.5, 6.2, 5.771428571428571)","(4.8, 17.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:29.998752,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.566666666666666)","(5.5, 6.2, 5.771428571428571)","(4.8, 17.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:30.937444,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.6, 4.607692307692307)","(5.5, 6.2, 5.771428571428571)","(4.8, 17.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:32.051574,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.8, 4.607692307692307)","(5.5, 6.2, 5.771428571428571)","(4.8, 17.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:33.159575,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.8, 4.607692307692307)","(5.5, 6.2, 5.771428571428571)","(4.8, 17.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:34.236323,"(4.6, 4.6, 4.428571428571429)","(3.7, 3.55, 3.4973684210526317)","(3.3, 4.8, 4.607692307692307)","(5.5, 6.2, 5.771428571428571)","(4.8, 17.5, 16.0)","(10.0, 29.0, 28.0)"
08-01-2023 18:37:35.352712,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.4973684210526317)","(3.5, 4.8, 4.607692307692307)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 29.0, 28.0)"
08-01-2023 18:37:36.419265,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.4973684210526317)","(3.5, 4.8, 4.607692307692307)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 29.0, 28.0)"
08-01-2023 18:37:37.510826,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.4973684210526317)","(3.5, 4.8, 4.607692307692307)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 29.0, 28.0)"
08-01-2023 18:37:38.580315,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.4973684210526317)","(3.5, 4.8, 4.607692307692307)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 29.0, 28.0)"
08-01-2023 18:37:39.626192,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.4973684210526317)","(3.5, 4.8, 4.607692307692307)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 29.0, 28.0)"
08-01-2023 18:37:40.616015,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.476470588235294)","(3.5, 4.8, 4.607692307692307)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 29.0, 28.0)"
08-01-2023 18:37:41.675428,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.476470588235294)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 29.0, 26.857142857142858)"
08-01-2023 18:37:42.745319,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.476470588235294)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 29.0, 26.857142857142858)"
08-01-2023 18:37:43.801973,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.476470588235294)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 29.0, 26.857142857142858)"
08-01-2023 18:37:44.847588,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.476470588235294)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 29.0, 27.0)"
08-01-2023 18:37:45.864624,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.476470588235294)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:46.875736,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.476470588235294)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:47.940589,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.476470588235294)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:48.918383,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.411111111111111)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:49.957257,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.3576923076923078)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:51.067485,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.3576923076923078)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:52.130586,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.3576923076923078)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:53.147791,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.3576923076923078)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:54.166848,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.55, 3.3576923076923078)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:55.164465,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:56.149289,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:57.204273,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:58.198751,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:37:59.281558,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:00.364808,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:01.261154,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:02.277508,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:03.356088,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:04.369911,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:05.352651,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:06.439388,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:07.432913,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3499999999999996)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:08.396349,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3166666666666664)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:09.450193,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3166666666666664)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(5.5, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:10.477773,"(4.4, 4.6, 4.428571428571429)","(3.4, 3.5, 3.3166666666666664)","(3.5, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:11.473949,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:12.526392,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:13.484916,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:14.418058,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:15.482530,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:16.581499,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:17.537659,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:18.618962,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:19.616889,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:20.529223,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.572727272727272)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:21.453099,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.64375)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:22.602203,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.64375)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:23.670852,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.711111111111111)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:24.613343,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.711111111111111)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:25.721920,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.72)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:26.920739,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.72)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:28.017223,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.72)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:29.214962,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.72)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:30.369669,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.72)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:31.490549,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.72)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:32.615170,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.5, 3.3166666666666664)","(3.6, 4.8, 4.72)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:33.595051,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.45, 3.342857142857143)","(3.6, 4.8, 4.72)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:34.584257,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.45, 3.2785714285714285)","(3.6, 4.8, 4.72)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:35.662927,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.45, 3.325)","(3.6, 4.8, 4.72)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:36.745504,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.45, 3.2625)","(3.6, 4.8, 4.764705882352941)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:37.664637,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.45, 3.2625)","(3.6, 4.8, 4.729411764705882)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:38.638778,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.45, 3.2625)","(3.6, 4.8, 4.729411764705882)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:39.796163,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.45, 3.2625)","(3.6, 4.8, 4.729411764705882)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 28.0, 26.142857142857142)"
08-01-2023 18:38:40.870368,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.45, 3.2625)","(3.6, 4.8, 4.729411764705882)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 16.0)","(11.0, 29.0, 26.142857142857142)"
08-01-2023 18:38:41.919323,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.45, 3.2625)","(3.6, 4.8, 4.729411764705882)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 15.785714285714285)","(11.0, 29.0, 27.0)"
08-01-2023 18:38:43.016363,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.45, 3.2625)","(3.6, 4.8, 4.729411764705882)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 15.785714285714285)","(11.0, 28.0, 27.0)"
08-01-2023 18:38:44.041104,"(4.4, 4.6, 4.428571428571429)","(3.3, 3.45, 3.2625)","(3.6, 4.8, 4.729411764705882)","(5.5, 6.2, 5.771428571428571)","(6.0, 17.5, 15.785714285714285)","(11.0, 28.0, 27.0)"
