,Goldstar Linda,Know Ratio,Smash Wave,Maisey,Ohoka Torey,Epic Blossom,Mine Hunter,Goldstar Ange
05-01-2023 16:44:24.042285,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:25.216616,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:26.344636,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:27.515833,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:28.631936,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:29.732879,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:30.804902,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:31.966515,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:33.071467,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:34.227658,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:35.449525,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:36.645412,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:37.828521,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:38.982344,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:40.094035,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:41.251885,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:42.482890,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:43.647841,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:44.782783,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:45.843866,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:47.002346,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:48.187233,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:49.378320,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:50.639013,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:51.855590,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:53.032882,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:54.186587,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:55.313542,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:56.450821,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:57.606980,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:58.776683,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:44:59.936349,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:01.103017,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:02.194368,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:03.326003,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:04.571342,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:05.823455,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:07.095003,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:08.357244,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:09.570169,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:10.817917,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:11.977062,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:13.138048,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:14.361297,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:15.551429,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:16.787454,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:18.027672,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:19.265241,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:20.544441,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:21.779566,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:22.927633,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:24.011905,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:25.155914,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:26.317604,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:27.423329,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:28.786884,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:30.113689,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:31.200272,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:32.535878,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:33.860109,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:35.144155,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:36.377203,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:37.609801,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:38.804079,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:40.165193,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:41.629294,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:42.898870,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:44.168148,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:45.462926,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:46.614027,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:47.823754,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 84.60714285714286)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:49.011014,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 13.9)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:50.270975,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 14.5, 79.07142857142857)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:51.564559,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 90.0, 14.564516129032258)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:52.879584,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 19.0, 12.189655172413794)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:54.173065,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 13.5, 13.919354838709678)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:55.570847,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 19.0, 13.919354838709678)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:56.943169,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 19.0, 13.919354838709678)","(8.0, 17.0, 15.523076923076923)"
05-01-2023 16:45:58.261758,"(1.75, 2.8, 2.6121052631578947)","(12.0, 30.0, 27.5625)","(3.3, 5.4, 4.563636363636364)","(21.0, 120.0, 66.52941176470588)","(31.0, 210.0, 128.1818181818182)","(11.0, 27.0, 25.08888888888889)","(16.0, 19.0, 13.919354838709678)","(8.0, 17.0, 15.523076923076923)"
