,Hardin,Rocket Ballad,Cristiano Boy,Chartered Course,Comeonturnmeloose,Colonial Road,Mister Deeks
06-01-2023 10:48:50.658351,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:48:51.705356,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:48:52.760966,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:48:53.826998,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:48:54.901290,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:48:56.002031,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:48:57.096462,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:48:58.199954,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:48:59.344232,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:00.531805,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:01.762003,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:03.012045,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:04.239789,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:05.358137,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:06.463720,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:07.539004,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:08.624761,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:09.732196,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:10.820866,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:11.913546,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:12.931302,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:13.882759,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:14.892664,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:15.919708,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:16.995453,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:18.018585,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:19.011429,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:19.956832,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:20.962956,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:21.939371,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:22.949748,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:23.999489,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:25.058274,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:26.039818,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:27.001907,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:28.014494,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:29.018648,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:30.082790,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:31.065642,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:32.031401,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:32.976638,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:33.939764,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:34.944152,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:35.966257,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:37.038406,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:38.135175,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:39.272029,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:40.344378,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:41.369497,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:42.395693,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:43.360311,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:44.363206,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:45.330194,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:46.334038,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:47.362133,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:48.617949,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:49.993485,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:51.053712,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:52.110721,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:53.270668,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:54.343596,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:55.380520,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:56.424888,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:57.426754,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:58.418582,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:49:59.437627,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:00.456627,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:01.494894,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:02.501494,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:03.542175,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:04.588513,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:05.610663,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:06.560490,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:07.505889,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:08.460648,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:09.436595,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:10.453465,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:11.454568,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:12.601734,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:13.596188,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:14.677869,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:15.866655,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:17.075603,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:18.354269,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:19.468994,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:20.530258,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:21.607367,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:22.625293,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:23.618747,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:24.590634,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:25.537284,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:26.530631,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:27.580336,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:28.608011,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:29.619707,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:30.635215,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:31.612964,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:32.579493,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:33.553836,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:34.592833,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:35.643897,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:36.680993,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:37.689959,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:38.767300,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:39.814114,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
06-01-2023 10:50:40.885504,"(26.0, 230.0, 175.0)","(11.0, 230.0, 186.0)","(6.0, 230.0, 174.2)","(7.0, 230.0, 174.5)","(3.0, 230.0, 173.3625)","(16.0, 230.0, 175.0)","(2.5, 230.0, 173.23)"
