,Hardin,Rocket Ballad,Cristiano Boy,Chartered Course,Comeonturnmeloose,Colonial Road,Mister Deeks
06-01-2023 11:04:30.696978,"(21.0, 230.0, 187.7)","(11.0, 190.0, 154.0)","(6.0, 12.5, 9.366666666666667)","(7.0, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.6, 3.05, 2.93375)"
06-01-2023 11:04:31.746658,"(21.0, 230.0, 187.7)","(11.0, 190.0, 154.0)","(6.0, 12.5, 9.366666666666667)","(7.0, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.6, 3.05, 2.93375)"
06-01-2023 11:04:32.778277,"(21.0, 230.0, 187.7)","(11.0, 190.0, 154.0)","(6.0, 12.5, 9.366666666666667)","(7.0, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.6, 3.05, 2.93375)"
06-01-2023 11:04:33.784842,"(21.0, 230.0, 187.7)","(11.0, 190.0, 154.0)","(6.0, 12.5, 9.366666666666667)","(7.0, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.6, 3.05, 3.1525)"
06-01-2023 11:04:34.828555,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.1525)"
06-01-2023 11:04:35.815493,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.1525)"
06-01-2023 11:04:36.757196,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.1525)"
06-01-2023 11:04:37.779551,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:38.794020,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:39.865029,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:40.903847,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:41.932439,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:42.908928,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:43.867369,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:44.837259,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:45.832705,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(17.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:46.913848,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:47.979801,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:49.013288,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:50.101360,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:51.129614,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:52.148988,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:53.113723,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:54.203614,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 12.5, 9.366666666666667)","(7.5, 16.5, 12.32857142857143)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:55.333316,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 13.0, 9.75)","(7.5, 16.0, 12.114285714285714)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:56.426120,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 13.0, 9.75)","(7.5, 16.0, 12.114285714285714)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:57.467639,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 13.0, 9.75)","(7.5, 16.0, 12.114285714285714)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:58.564905,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 13.0, 9.75)","(7.5, 16.0, 12.114285714285714)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:04:59.618652,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 13.0, 9.75)","(7.5, 16.0, 12.114285714285714)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:05:00.643455,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 13.0, 9.75)","(7.5, 16.0, 12.114285714285714)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 3.29)"
06-01-2023 11:05:01.593348,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 13.0, 9.75)","(7.5, 16.0, 12.114285714285714)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.4, 2.85875)"
06-01-2023 11:05:02.533102,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 13.0, 9.75)","(7.5, 16.0, 12.114285714285714)","(3.0, 4.9, 4.125)","(16.0, 230.0, 198.78571428571428)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:03.511745,"(26.0, 230.0, 187.7)","(12.0, 190.0, 154.0)","(6.5, 13.0, 9.75)","(7.5, 16.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 230.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:04.549826,"(26.0, 230.0, 187.7)","(12.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:05.581971,"(26.0, 230.0, 187.7)","(12.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:06.635982,"(26.0, 230.0, 187.7)","(12.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:07.690535,"(26.0, 230.0, 187.7)","(12.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:08.749447,"(26.0, 230.0, 187.7)","(12.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:09.803721,"(26.0, 230.0, 187.7)","(12.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:10.893216,"(26.0, 230.0, 187.7)","(12.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:12.027443,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:13.167338,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:14.274041,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:15.357762,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:16.460475,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:17.530827,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:18.545700,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:19.605424,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:20.689413,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:21.757817,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:22.867845,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:23.933898,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:25.000195,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:26.054008,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:27.022794,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:28.037869,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:29.117450,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:30.242307,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:31.353027,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:32.423747,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:33.493054,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:34.461074,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:35.509914,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:36.519554,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:37.605249,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:38.612997,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:39.714863,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:40.797898,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:41.844928,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:42.862676,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:43.872548,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:44.945681,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:46.020638,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:47.058277,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:48.121060,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:49.137313,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:50.202232,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:51.210156,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:52.181672,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 2.85875)"
06-01-2023 11:05:53.299917,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.5, 3.013076923076923)"
06-01-2023 11:05:54.425338,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:05:55.604681,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:05:56.697707,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:05:57.825648,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:05:58.899599,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:05:59.989659,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:01.034435,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:02.130184,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:03.164174,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:04.272726,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:05.549784,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:06.872604,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:08.116288,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:09.417696,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:10.837192,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:11.884003,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:12.916976,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:13.968896,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:15.059310,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:16.227127,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
06-01-2023 11:06:17.401562,"(26.0, 230.0, 187.7)","(11.0, 55.0, 46.0)","(6.5, 11.0, 8.76)","(7.5, 13.0, 10.625)","(3.0, 4.9, 4.125)","(16.0, 75.0, 65.92857142857143)","(2.45, 3.45, 3.013076923076923)"
