,Elarski,Persian Beauty,Crossfire Road,Vanilli,Nashian,Stryke Em Onesie,Kiara Diane
379,"[datetime.datetime(2022, 11, 28, 13, 40, 29, 912600), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 40, 29, 912600), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 29, 912600), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 40, 29, 912600), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 29, 912600), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 29, 912600), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 29, 912600), 21.0, 110.0]"
380,"[datetime.datetime(2022, 11, 28, 13, 40, 31, 21762), 1.7, 2.1]","[datetime.datetime(2022, 11, 28, 13, 40, 31, 21762), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 31, 21762), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 40, 31, 21762), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 31, 21762), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 31, 21762), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 31, 21762), 21.0, 110.0]"
381,"[datetime.datetime(2022, 11, 28, 13, 40, 32, 137363), 1.7, 2.02]","[datetime.datetime(2022, 11, 28, 13, 40, 32, 137363), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 32, 137363), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 40, 32, 137363), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 32, 137363), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 32, 137363), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 32, 137363), 21.0, 110.0]"
382,"[datetime.datetime(2022, 11, 28, 13, 40, 33, 248380), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 33, 248380), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 33, 248380), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 40, 33, 248380), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 33, 248380), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 33, 248380), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 33, 248380), 21.0, 110.0]"
383,"[datetime.datetime(2022, 11, 28, 13, 40, 34, 356649), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 34, 356649), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 34, 356649), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 40, 34, 356649), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 34, 356649), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 34, 356649), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 34, 356649), 21.0, 110.0]"
384,"[datetime.datetime(2022, 11, 28, 13, 40, 35, 471734), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 35, 471734), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 35, 471734), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 40, 35, 471734), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 35, 471734), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 35, 471734), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 35, 471734), 21.0, 110.0]"
385,"[datetime.datetime(2022, 11, 28, 13, 40, 36, 583077), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 36, 583077), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 36, 583077), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 40, 36, 583077), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 36, 583077), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 36, 583077), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 36, 583077), 21.0, 110.0]"
386,"[datetime.datetime(2022, 11, 28, 13, 40, 37, 697105), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 37, 697105), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 37, 697105), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 40, 37, 697105), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 37, 697105), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 37, 697105), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 37, 697105), 21.0, 110.0]"
387,"[datetime.datetime(2022, 11, 28, 13, 40, 38, 806091), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 38, 806091), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 38, 806091), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 40, 38, 806091), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 38, 806091), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 38, 806091), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 38, 806091), 21.0, 110.0]"
388,"[datetime.datetime(2022, 11, 28, 13, 40, 39, 922556), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 39, 922556), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 39, 922556), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 40, 39, 922556), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 39, 922556), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 39, 922556), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 39, 922556), 21.0, 110.0]"
389,"[datetime.datetime(2022, 11, 28, 13, 40, 41, 34189), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 41, 34189), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 41, 34189), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 40, 41, 34189), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 41, 34189), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 41, 34189), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 41, 34189), 21.0, 110.0]"
390,"[datetime.datetime(2022, 11, 28, 13, 40, 42, 142770), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 42, 142770), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 42, 142770), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 42, 142770), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 42, 142770), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 42, 142770), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 42, 142770), 21.0, 110.0]"
391,"[datetime.datetime(2022, 11, 28, 13, 40, 43, 261097), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 43, 261097), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 43, 261097), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 43, 261097), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 43, 261097), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 43, 261097), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 43, 261097), 21.0, 110.0]"
392,"[datetime.datetime(2022, 11, 28, 13, 40, 44, 372659), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 44, 372659), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 44, 372659), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 44, 372659), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 44, 372659), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 44, 372659), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 44, 372659), 21.0, 110.0]"
393,"[datetime.datetime(2022, 11, 28, 13, 40, 45, 488749), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 45, 488749), 8.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 40, 45, 488749), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 45, 488749), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 45, 488749), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 45, 488749), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 45, 488749), 21.0, 110.0]"
394,"[datetime.datetime(2022, 11, 28, 13, 40, 46, 597115), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 46, 597115), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 46, 597115), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 46, 597115), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 46, 597115), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 46, 597115), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 46, 597115), 21.0, 110.0]"
395,"[datetime.datetime(2022, 11, 28, 13, 40, 47, 711616), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 47, 711616), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 47, 711616), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 47, 711616), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 47, 711616), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 47, 711616), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 47, 711616), 21.0, 110.0]"
396,"[datetime.datetime(2022, 11, 28, 13, 40, 48, 831799), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 48, 831799), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 48, 831799), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 48, 831799), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 48, 831799), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 48, 831799), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 48, 831799), 21.0, 110.0]"
397,"[datetime.datetime(2022, 11, 28, 13, 40, 49, 954165), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 49, 954165), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 49, 954165), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 49, 954165), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 49, 954165), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 49, 954165), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 49, 954165), 21.0, 110.0]"
398,"[datetime.datetime(2022, 11, 28, 13, 40, 51, 81033), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 51, 81033), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 51, 81033), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 51, 81033), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 51, 81033), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 51, 81033), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 51, 81033), 21.0, 110.0]"
399,"[datetime.datetime(2022, 11, 28, 13, 40, 52, 203063), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 52, 203063), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 52, 203063), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 52, 203063), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 52, 203063), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 52, 203063), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 52, 203063), 21.0, 110.0]"
400,"[datetime.datetime(2022, 11, 28, 13, 40, 53, 325351), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 53, 325351), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 53, 325351), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 53, 325351), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 53, 325351), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 53, 325351), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 53, 325351), 21.0, 110.0]"
401,"[datetime.datetime(2022, 11, 28, 13, 40, 54, 435675), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 54, 435675), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 54, 435675), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 54, 435675), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 54, 435675), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 54, 435675), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 54, 435675), 21.0, 110.0]"
402,"[datetime.datetime(2022, 11, 28, 13, 40, 55, 545984), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 55, 545984), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 55, 545984), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 55, 545984), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 55, 545984), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 55, 545984), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 55, 545984), 21.0, 110.0]"
403,"[datetime.datetime(2022, 11, 28, 13, 40, 56, 660312), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 56, 660312), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 56, 660312), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 56, 660312), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 56, 660312), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 56, 660312), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 56, 660312), 21.0, 110.0]"
404,"[datetime.datetime(2022, 11, 28, 13, 40, 57, 770136), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 57, 770136), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 57, 770136), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 57, 770136), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 57, 770136), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 57, 770136), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 57, 770136), 21.0, 110.0]"
405,"[datetime.datetime(2022, 11, 28, 13, 40, 58, 888773), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 58, 888773), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 58, 888773), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 58, 888773), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 58, 888773), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 58, 888773), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 58, 888773), 21.0, 110.0]"
406,"[datetime.datetime(2022, 11, 28, 13, 40, 59, 998605), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 40, 59, 998605), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 40, 59, 998605), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 40, 59, 998605), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 40, 59, 998605), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 40, 59, 998605), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 40, 59, 998605), 21.0, 110.0]"
407,"[datetime.datetime(2022, 11, 28, 13, 41, 1, 106563), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 41, 1, 106563), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 41, 1, 106563), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 1, 106563), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 1, 106563), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 1, 106563), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 1, 106563), 21.0, 110.0]"
408,"[datetime.datetime(2022, 11, 28, 13, 41, 2, 221650), 1.7, 1.99]","[datetime.datetime(2022, 11, 28, 13, 41, 2, 221650), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 41, 2, 221650), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 2, 221650), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 2, 221650), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 2, 221650), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 2, 221650), 21.0, 110.0]"
409,"[datetime.datetime(2022, 11, 28, 13, 41, 3, 331707), 1.7, 2.22]","[datetime.datetime(2022, 11, 28, 13, 41, 3, 331707), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 41, 3, 331707), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 3, 331707), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 3, 331707), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 3, 331707), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 3, 331707), 21.0, 110.0]"
410,"[datetime.datetime(2022, 11, 28, 13, 41, 4, 452727), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 4, 452727), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 41, 4, 452727), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 4, 452727), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 4, 452727), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 4, 452727), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 4, 452727), 21.0, 110.0]"
411,"[datetime.datetime(2022, 11, 28, 13, 41, 5, 568491), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 5, 568491), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 41, 5, 568491), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 5, 568491), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 5, 568491), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 5, 568491), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 5, 568491), 21.0, 110.0]"
412,"[datetime.datetime(2022, 11, 28, 13, 41, 6, 684603), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 6, 684603), 8.5, 13.5]","[datetime.datetime(2022, 11, 28, 13, 41, 6, 684603), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 6, 684603), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 6, 684603), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 6, 684603), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 6, 684603), 21.0, 110.0]"
413,"[datetime.datetime(2022, 11, 28, 13, 41, 7, 798610), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 7, 798610), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 13, 41, 7, 798610), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 7, 798610), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 7, 798610), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 7, 798610), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 7, 798610), 21.0, 110.0]"
414,"[datetime.datetime(2022, 11, 28, 13, 41, 8, 915952), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 8, 915952), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 13, 41, 8, 915952), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 8, 915952), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 8, 915952), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 8, 915952), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 8, 915952), 21.0, 100.0]"
415,"[datetime.datetime(2022, 11, 28, 13, 41, 10, 36837), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 10, 36837), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 13, 41, 10, 36837), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 10, 36837), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 10, 36837), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 10, 36837), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 10, 36837), 21.0, 100.0]"
416,"[datetime.datetime(2022, 11, 28, 13, 41, 11, 147823), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 11, 147823), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 13, 41, 11, 147823), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 11, 147823), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 11, 147823), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 11, 147823), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 11, 147823), 21.0, 100.0]"
417,"[datetime.datetime(2022, 11, 28, 13, 41, 12, 265266), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 12, 265266), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 13, 41, 12, 265266), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 12, 265266), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 12, 265266), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 12, 265266), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 12, 265266), 21.0, 100.0]"
418,"[datetime.datetime(2022, 11, 28, 13, 41, 13, 376814), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 13, 376814), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 13, 41, 13, 376814), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 13, 376814), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 13, 376814), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 13, 376814), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 13, 376814), 21.0, 100.0]"
419,"[datetime.datetime(2022, 11, 28, 13, 41, 14, 486862), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 14, 486862), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 13, 41, 14, 486862), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 14, 487864), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 14, 487864), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 14, 487864), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 14, 487864), 21.0, 100.0]"
420,"[datetime.datetime(2022, 11, 28, 13, 41, 15, 613167), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 15, 613167), 8.5, 13.0]","[datetime.datetime(2022, 11, 28, 13, 41, 15, 613167), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 15, 613167), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 15, 613167), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 15, 613167), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 15, 613167), 21.0, 100.0]"
421,"[datetime.datetime(2022, 11, 28, 13, 41, 16, 722648), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 16, 722648), 8.5, 14.5]","[datetime.datetime(2022, 11, 28, 13, 41, 16, 722648), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 16, 722648), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 16, 722648), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 16, 722648), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 16, 722648), 21.0, 100.0]"
422,"[datetime.datetime(2022, 11, 28, 13, 41, 17, 841691), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 17, 841691), 8.5, 14.5]","[datetime.datetime(2022, 11, 28, 13, 41, 17, 841691), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 17, 841691), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 17, 841691), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 17, 841691), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 17, 841691), 21.0, 100.0]"
423,"[datetime.datetime(2022, 11, 28, 13, 41, 18, 953564), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 18, 953564), 8.5, 14.5]","[datetime.datetime(2022, 11, 28, 13, 41, 18, 953564), 6.5, 10.0]","[datetime.datetime(2022, 11, 28, 13, 41, 18, 953564), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 18, 953564), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 18, 953564), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 18, 953564), 21.0, 100.0]"
424,"[datetime.datetime(2022, 11, 28, 13, 41, 20, 74455), 1.7, 2.2]","[datetime.datetime(2022, 11, 28, 13, 41, 20, 74455), 8.5, 14.5]","[datetime.datetime(2022, 11, 28, 13, 41, 20, 74455), 6.5, 10.5]","[datetime.datetime(2022, 11, 28, 13, 41, 20, 74455), 4.2, 4.9]","[datetime.datetime(2022, 11, 28, 13, 41, 20, 74455), 12.0, 16.5]","[datetime.datetime(2022, 11, 28, 13, 41, 20, 74455), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 41, 20, 74455), 21.0, 100.0]"
