,Mallee Swan,Bonnies Beast,Wichita Bale,Crystal Opal,Mcivor Rusty,Tiggerlong Rebel,Phoenix Flight,Loch
11-01-2023 15:13:56.888089,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 22.0, 15.222222222222221)","(61.0, 550.0, 478.0)"
11-01-2023 15:13:57.956117,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 22.0, 15.222222222222221)","(61.0, 550.0, 478.0)"
11-01-2023 15:13:59.079676,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 478.0)"
11-01-2023 15:14:00.250681,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 478.0)"
11-01-2023 15:14:01.392446,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 478.0)"
11-01-2023 15:14:02.483975,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 478.0)"
11-01-2023 15:14:03.573761,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:04.769442,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:05.911226,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:06.994787,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:08.156903,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:09.316196,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:10.334126,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:11.383086,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:12.531346,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:13.536611,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:14.574224,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 16.272727272727273)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:15.638742,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 15.5)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:16.667560,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 22.0, 18.720000000000002)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:17.763069,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 90.5)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 24.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:18.903689,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:19.882695,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:20.982542,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:22.143933,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:23.283714,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:24.415818,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:25.571020,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:26.722894,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:27.954854,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:29.160005,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:30.448011,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:31.596642,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:32.629574,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 22.675000000000004)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:33.798850,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:34.935372,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:35.998723,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:37.095734,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:38.135408,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:39.262015,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:40.380864,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:41.487240,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:42.607800,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 79.2)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 236.25)"
11-01-2023 15:14:43.765833,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 101.88235294117646)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 300.0)"
11-01-2023 15:14:44.942329,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 101.88235294117646)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 357.6923076923077)"
11-01-2023 15:14:46.141662,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 101.88235294117646)","(10.0, 22.0, 13.6)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 32.54545454545455)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 357.6923076923077)"
11-01-2023 15:14:47.341300,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 116.0)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:14:48.577058,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 116.0)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 23.159999999999997)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:14:49.745660,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 116.0)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:14:50.937060,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 116.0)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:14:52.122891,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 116.0)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:14:53.240085,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 116.0)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:14:54.359545,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:14:55.532989,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:14:56.637831,"(3.0, 4.9, 3.606511627906977)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:14:57.749825,"(3.0, 4.9, 3.850566037735849)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:14:58.830858,"(3.0, 4.9, 3.850566037735849)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:14:59.918783,"(3.0, 4.9, 2.9714285714285715)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:15:01.043192,"(3.0, 4.9, 2.9714285714285715)","(2.5, 3.85, 2.496578947368421)","(31.0, 260.0, 129.5)","(10.0, 22.0, 18.16)","(4.2, 7.2, 4.533333333333333)","(21.0, 70.0, 54.26470588235294)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 466.66666666666663)"
11-01-2023 15:15:02.254378,"(3.0, 4.9, 2.9714285714285715)","(2.5, 3.85, 2.546875)","(31.0, 260.0, 145.71428571428572)","(10.0, 22.0, 20.81818181818182)","(4.2, 7.2, 5.8)","(21.0, 70.0, 113.54545454545455)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:03.345623,"(3.0, 8.6, 3.0727272727272728)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 145.71428571428572)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:04.498113,"(3.0, 8.6, 3.0727272727272728)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 145.71428571428572)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:05.621318,"(3.0, 8.6, 3.0727272727272728)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 145.71428571428572)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:06.804348,"(3.0, 8.6, 3.0727272727272728)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 145.71428571428572)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:07.993228,"(3.0, 8.6, 3.0727272727272728)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 21.966666666666665)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:09.228167,"(3.0, 8.6, 3.0727272727272728)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:10.443858,"(3.0, 8.6, 3.0727272727272728)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:11.586249,"(3.0, 8.6, 3.0727272727272728)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:12.749143,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:14.012340,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:15.209647,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:16.450175,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:17.553484,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:18.711870,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:19.897379,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:21.180080,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 113.54545454545455)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:22.396083,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 169.0)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:23.662566,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 169.0)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:24.815852,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 169.0)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:26.072452,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 169.0)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:27.309681,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 169.0)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:28.456399,"(3.0, 8.6, 4.76)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.8)","(21.0, 230.0, 169.0)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:29.625481,"(3.0, 8.6, 2.9757575757575756)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.666666666666667)","(21.0, 230.0, 169.0)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
11-01-2023 15:15:30.853376,"(3.0, 8.6, 2.9757575757575756)","(2.5, 4.1, 2.5625)","(31.0, 440.0, 302.6666666666667)","(10.0, 22.0, 20.81818181818182)","(4.2, 9.0, 5.666666666666667)","(21.0, 230.0, 169.0)","(6.5, 25.0, 15.600000000000001)","(61.0, 550.0, 298.0)"
