,Mallee Swan,Bonnies Beast,Wichita Bale,Crystal Opal,Mcivor Rusty,Tiggerlong Rebel,Phoenix Flight,Loch
11-01-2023 15:25:25.187388,"(3.1, 4.7, 4.3)","(2.4, 2.98, 2.8127999999999997)","(31.0, 210.0, 153.33333333333331)","(10.0, 18.5, 15.857142857142858)","(4.2, 6.0, 5.1)","(21.0, 50.0, 22.142857142857142)","(7.0, 22.0, 21.5)","(61.0, 450.0, 97.85714285714286)"
11-01-2023 15:25:26.507829,"(3.1, 4.7, 3.408333333333333)","(2.4, 2.98, 2.8127999999999997)","(31.0, 210.0, 146.66666666666669)","(10.0, 18.0, 12.0625)","(4.2, 6.0, 4.913207547169812)","(21.0, 50.0, 22.142857142857142)","(7.0, 22.0, 23.75)","(61.0, 100.0, 97.85714285714286)"
11-01-2023 15:25:27.813710,"(3.1, 4.5, 3.375)","(2.4, 2.98, 2.8107692307692305)","(31.0, 200.0, 140.0)","(10.0, 18.0, 15.142857142857142)","(4.2, 6.0, 5.65)","(21.0, 50.0, 29.333333333333336)","(7.0, 25.0, 23.75)","(61.0, 100.0, 97.85714285714286)"
11-01-2023 15:25:29.087728,"(3.1, 4.5, 3.375)","(2.4, 2.98, 2.8107692307692305)","(31.0, 190.0, 110.0)","(10.0, 17.0, 13.681818181818182)","(4.2, 5.9, 5.742105263157895)","(21.0, 48.0, 29.333333333333336)","(7.0, 25.0, 23.75)","(61.0, 100.0, 97.85714285714286)"
11-01-2023 15:25:30.431916,"(3.1, 4.5, 3.375)","(2.4, 2.98, 2.8107692307692305)","(31.0, 180.0, 110.0)","(10.0, 17.5, 15.5)","(4.2, 5.9, 5.742105263157895)","(21.0, 48.0, 26.5)","(7.0, 25.0, 22.75)","(61.0, 100.0, 97.85714285714286)"
11-01-2023 15:25:31.781179,"(3.1, 4.5, 3.375)","(2.4, 2.98, 2.8107692307692305)","(31.0, 160.0, 100.0)","(10.0, 16.0, 14.428571428571429)","(4.2, 5.9, 5.371428571428572)","(21.0, 46.0, 26.5)","(7.0, 25.0, 24.0625)","(61.0, 100.0, 97.85714285714286)"
11-01-2023 15:25:33.139205,"(3.1, 4.4, 3.3583333333333334)","(2.4, 2.98, 2.8107692307692305)","(31.0, 140.0, 90.0)","(10.0, 16.0, 14.666666666666668)","(4.2, 5.8, 5.3500000000000005)","(21.0, 46.0, 22.6)","(7.0, 25.0, 24.0625)","(61.0, 100.0, 97.85714285714286)"
11-01-2023 15:25:34.445314,"(3.1, 4.3, 3.341666666666667)","(2.4, 2.98, 2.8107692307692305)","(31.0, 140.0, 90.0)","(10.0, 15.5, 14.666666666666668)","(4.2, 5.8, 5.3500000000000005)","(21.0, 46.0, 28.0)","(7.0, 25.0, 24.125)","(61.0, 100.0, 97.85714285714286)"
11-01-2023 15:25:35.895095,"(3.1, 4.3, 4.226666666666667)","(2.4, 2.98, 2.817142857142857)","(31.0, 140.0, 91.42857142857143)","(10.0, 15.5, 15.09090909090909)","(4.2, 5.8, 5.0903846153846155)","(21.0, 44.0, 22.18181818181818)","(7.0, 25.0, 23.916666666666664)","(61.0, 100.0, 97.5)"
11-01-2023 15:25:37.337955,"(3.1, 4.3, 4.226666666666667)","(2.4, 2.96, 2.817142857142857)","(31.0, 130.0, 80.0)","(10.0, 15.5, 15.125)","(4.2, 5.8, 5.266666666666667)","(21.0, 44.0, 22.0)","(7.0, 25.0, 23.916666666666664)","(61.0, 100.0, 97.85714285714286)"
11-01-2023 15:25:38.803890,"(3.1, 4.3, 3.38125)","(2.4, 2.96, 2.817142857142857)","(31.0, 120.0, 80.0)","(10.0, 15.5, 15.125)","(4.2, 5.6, 5.25)","(21.0, 44.0, 22.0)","(7.0, 25.0, 24.07142857142857)","(61.0, 100.0, 98.33333333333333)"
11-01-2023 15:25:40.465812,"(3.1, 4.3, 3.38125)","(2.4, 2.96, 2.817142857142857)","(31.0, 110.0, 70.0)","(10.0, 15.5, 15.125)","(4.2, 5.6, 5.25)","(21.0, 44.0, 24.4)","(7.0, 25.0, 24.07142857142857)","(61.0, 440.0, 381.6666666666667)"
11-01-2023 15:25:42.140397,"(3.1, 4.3, 3.38125)","(2.4, 2.96, 2.817142857142857)","(31.0, 100.0, 65.0)","(10.0, 15.5, 15.125)","(4.2, 5.6, 5.44)","(21.0, 42.0, 21.833333333333332)","(7.0, 25.0, 24.07142857142857)","(61.0, 440.0, 381.6666666666667)"
11-01-2023 15:25:43.518775,"(3.1, 4.3, 3.38125)","(2.4, 2.96, 2.817142857142857)","(31.0, 90.0, 58.18181818181819)","(10.0, 15.5, 15.125)","(4.2, 5.5, 5.002272727272728)","(21.0, 42.0, 21.833333333333332)","(7.0, 25.0, 24.07142857142857)","(61.0, 440.0, 381.6666666666667)"
11-01-2023 15:25:44.930758,"(3.1, 4.3, 3.38125)","(2.4, 2.96, 2.817142857142857)","(31.0, 90.0, 56.66666666666667)","(10.0, 15.5, 15.125)","(4.2, 5.4, 5.035)","(21.0, 42.0, 21.833333333333332)","(7.0, 25.0, 24.07142857142857)","(61.0, 440.0, 381.6666666666667)"
11-01-2023 15:25:46.332361,"(3.1, 4.3, 4.0)","(2.4, 2.96, 2.817142857142857)","(31.0, 90.0, 60.0)","(10.0, 15.5, 15.125)","(4.2, 5.2, 5.035)","(21.0, 42.0, 21.833333333333332)","(7.0, 25.0, 24.07142857142857)","(61.0, 440.0, 381.6666666666667)"
11-01-2023 15:25:47.627269,"(3.1, 4.3, 4.0)","(2.4, 2.96, 2.8145454545454545)","(31.0, 80.0, 63.33333333333333)","(10.0, 15.5, 15.125)","(4.2, 5.2, 4.969230769230769)","(21.0, 42.0, 21.833333333333332)","(7.0, 25.0, 24.083333333333332)","(61.0, 440.0, 381.6666666666667)"
11-01-2023 15:25:48.941391,"(3.1, 4.3, 4.194117647058823)","(2.4, 2.96, 2.8145454545454545)","(31.0, 75.0, 45.21739130434783)","(10.0, 15.5, 15.125)","(4.2, 5.2, 5.1)","(21.0, 42.0, 21.833333333333332)","(7.0, 25.0, 24.083333333333332)","(61.0, 440.0, 381.6666666666667)"
11-01-2023 15:25:50.268745,"(3.1, 4.3, 4.194117647058823)","(2.4, 2.96, 2.8145454545454545)","(31.0, 70.0, 45.21739130434783)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.08)","(21.0, 42.0, 21.833333333333332)","(7.0, 25.0, 24.083333333333332)","(61.0, 440.0, 381.6666666666667)"
11-01-2023 15:25:51.596579,"(3.1, 4.3, 4.194117647058823)","(2.35, 2.96, 2.84)","(31.0, 70.0, 45.0)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.08)","(21.0, 42.0, 21.833333333333332)","(7.5, 25.0, 24.083333333333332)","(61.0, 440.0, 265.0)"
11-01-2023 15:25:52.953437,"(3.1, 4.3, 4.194117647058823)","(2.35, 2.96, 2.84)","(31.0, 70.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.08)","(21.0, 42.0, 21.833333333333332)","(7.5, 25.0, 24.083333333333332)","(61.0, 440.0, 267.5)"
11-01-2023 15:25:54.380853,"(3.1, 4.3, 4.205555555555556)","(2.35, 2.96, 2.84)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.08)","(21.0, 42.0, 29.263157894736842)","(7.5, 25.0, 24.083333333333332)","(61.0, 440.0, 267.5)"
11-01-2023 15:25:55.680717,"(3.1, 4.3, 4.236)","(2.35, 2.96, 2.84)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.08)","(21.0, 42.0, 29.263157894736842)","(7.5, 25.0, 24.083333333333332)","(61.0, 440.0, 267.5)"
11-01-2023 15:25:56.971608,"(3.1, 4.3, 4.236)","(2.35, 2.96, 2.708)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.08)","(21.0, 42.0, 29.263157894736842)","(7.5, 25.0, 24.083333333333332)","(61.0, 440.0, 267.5)"
11-01-2023 15:25:58.312856,"(3.1, 4.3, 4.236)","(2.35, 2.96, 2.730909090909091)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.263157894736842)","(7.5, 25.0, 24.083333333333332)","(61.0, 440.0, 267.5)"
11-01-2023 15:25:59.644319,"(3.1, 4.3, 4.236)","(2.35, 2.96, 2.730909090909091)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.263157894736842)","(7.5, 25.0, 24.083333333333332)","(61.0, 440.0, 267.5)"
11-01-2023 15:26:00.958480,"(3.1, 4.3, 4.236)","(2.35, 2.96, 2.730909090909091)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 25.5)","(7.5, 25.0, 24.5)","(61.0, 440.0, 267.5)"
11-01-2023 15:26:02.343337,"(3.1, 4.3, 4.2)","(2.35, 2.96, 2.730909090909091)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 267.5)"
11-01-2023 15:26:03.746723,"(3.1, 4.4, 4.251851851851852)","(2.35, 2.96, 2.730909090909091)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 267.5)"
11-01-2023 15:26:05.042551,"(3.1, 4.4, 4.251851851851852)","(2.35, 2.96, 2.730909090909091)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 267.5)"
11-01-2023 15:26:06.346325,"(3.1, 4.4, 4.251851851851852)","(2.35, 2.96, 2.83625)","(31.0, 65.0, 42.58620689655172)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 267.5)"
11-01-2023 15:26:07.638083,"(3.1, 4.4, 4.251851851851852)","(2.35, 2.96, 2.83625)","(31.0, 65.0, 42.58620689655172)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 110.83333333333333)"
11-01-2023 15:26:08.870738,"(3.1, 4.4, 4.251851851851852)","(2.35, 2.96, 2.83625)","(31.0, 65.0, 42.58620689655172)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 450.0, 260.0)"
11-01-2023 15:26:10.244145,"(3.1, 4.4, 4.111538461538462)","(2.35, 2.96, 2.7800000000000002)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:11.578024,"(3.1, 4.4, 4.132142857142857)","(2.35, 2.96, 2.7800000000000002)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:12.820291,"(3.1, 4.4, 4.132142857142857)","(2.35, 2.96, 2.7800000000000002)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:14.089246,"(3.1, 4.4, 4.132142857142857)","(2.35, 2.96, 2.7800000000000002)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:15.594294,"(3.1, 4.4, 4.132142857142857)","(2.35, 2.96, 2.7800000000000002)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:17.039194,"(3.1, 4.4, 4.132142857142857)","(2.35, 2.96, 2.7800000000000002)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:18.415706,"(3.1, 4.4, 4.132142857142857)","(2.35, 2.96, 2.7800000000000002)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.166666666666668)","(7.5, 25.0, 24.5)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:19.837303,"(3.1, 4.4, 4.15)","(2.35, 2.96, 2.7800000000000002)","(31.0, 65.0, 43.333333333333336)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.842105263157897)","(7.5, 25.0, 24.583333333333336)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:21.199435,"(3.1, 4.4, 4.15)","(2.35, 2.96, 2.7800000000000002)","(31.0, 65.0, 43.225806451612904)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.1)","(21.0, 42.0, 29.842105263157897)","(7.5, 25.0, 24.583333333333336)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:22.494904,"(3.1, 4.4, 4.15)","(2.35, 2.96, 2.7800000000000002)","(31.0, 65.0, 43.225806451612904)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.1)","(21.0, 42.0, 29.842105263157897)","(7.5, 25.0, 24.583333333333336)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:23.792366,"(3.1, 4.4, 4.15)","(2.35, 2.96, 2.708)","(31.0, 65.0, 43.225806451612904)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.1)","(21.0, 42.0, 29.842105263157897)","(7.5, 25.0, 24.583333333333336)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:25.274431,"(3.1, 4.4, 4.15)","(2.35, 2.96, 2.708)","(31.0, 65.0, 43.225806451612904)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.089473684210526)","(21.0, 42.0, 29.842105263157897)","(7.5, 25.0, 24.583333333333336)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:26.614881,"(3.1, 4.4, 4.15)","(2.35, 2.96, 2.708)","(31.0, 65.0, 43.225806451612904)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.08)","(21.0, 42.0, 29.842105263157897)","(7.5, 25.0, 24.583333333333336)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:27.965848,"(3.1, 4.4, 4.15)","(2.35, 2.96, 2.708)","(31.0, 65.0, 43.225806451612904)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.08)","(21.0, 42.0, 29.4)","(7.5, 25.0, 24.583333333333336)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:29.237228,"(3.1, 4.4, 4.15)","(2.35, 2.96, 2.689655172413793)","(31.0, 65.0, 43.225806451612904)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.1571428571428575)","(21.0, 42.0, 29.4)","(7.5, 25.0, 24.583333333333336)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:30.602449,"(3.1, 4.4, 4.15)","(2.35, 2.94, 2.71)","(31.0, 65.0, 43.225806451612904)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.1571428571428575)","(21.0, 42.0, 29.4)","(7.5, 25.0, 24.583333333333336)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:31.956404,"(3.1, 4.4, 4.15)","(2.35, 2.92, 2.7199999999999998)","(31.0, 65.0, 43.225806451612904)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.1571428571428575)","(21.0, 42.0, 29.4)","(7.5, 25.0, 24.583333333333336)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:33.371009,"(3.1, 4.4, 4.15)","(2.35, 2.88, 2.7199999999999998)","(31.0, 65.0, 43.225806451612904)","(10.0, 15.5, 15.125)","(4.2, 5.3, 5.1571428571428575)","(21.0, 42.0, 29.4)","(7.5, 25.0, 24.583333333333336)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:34.914050,"(3.1, 5.5, 5.48)","(2.35, 2.64, 2.542)","(31.0, 65.0, 42.142857142857146)","(10.0, 15.5, 14.333333333333332)","(4.2, 5.4, 5.15)","(21.0, 42.0, 29.954545454545453)","(7.5, 25.0, 24.285714285714285)","(61.0, 440.0, 90.0)"
11-01-2023 15:26:36.341937,"(3.1, 5.5, 5.4714285714285715)","(2.35, 2.56, 2.542)","(31.0, 55.0, 43.0)","(10.0, 15.0, 14.333333333333332)","(4.2, 5.3, 5.15)","(21.0, 40.0, 33.38461538461539)","(7.5, 25.0, 21.714285714285715)","(61.0, 100.0, 90.0)"
11-01-2023 15:26:37.839875,"(3.1, 5.5, 5.4714285714285715)","(2.35, 2.56, 2.542)","(31.0, 55.0, 41.5)","(10.0, 15.0, 14.333333333333332)","(4.2, 5.3, 5.15)","(21.0, 38.0, 30.105263157894736)","(7.5, 24.0, 21.714285714285715)","(61.0, 100.0, 90.0)"
11-01-2023 15:26:39.182477,"(3.1, 5.5, 5.4714285714285715)","(2.35, 2.56, 2.542)","(31.0, 55.0, 43.333333333333336)","(10.0, 15.0, 14.333333333333332)","(4.2, 5.3, 5.15)","(21.0, 38.0, 32.0)","(7.5, 24.0, 21.714285714285715)","(61.0, 100.0, 90.0)"
11-01-2023 15:26:40.586111,"(3.1, 5.5, 5.4714285714285715)","(2.35, 2.56, 2.542)","(31.0, 50.0, 42.0)","(10.0, 15.0, 12.846153846153847)","(4.2, 5.3, 4.966666666666667)","(21.0, 36.0, 27.789473684210527)","(7.5, 24.0, 21.714285714285715)","(61.0, 100.0, 90.0)"
11-01-2023 15:26:41.974834,"(3.1, 5.5, 5.466666666666667)","(2.35, 2.62, 2.4727272727272727)","(31.0, 50.0, 42.0)","(10.0, 15.0, 12.263157894736842)","(4.2, 5.3, 5.225)","(21.0, 36.0, 29.333333333333332)","(7.5, 24.0, 21.714285714285715)","(61.0, 100.0, 90.0)"
11-01-2023 15:26:43.322306,"(3.1, 5.5, 5.466666666666667)","(2.35, 2.6, 2.4727272727272727)","(31.0, 50.0, 42.0)","(10.0, 15.0, 14.0)","(4.2, 5.3, 5.225)","(21.0, 36.0, 29.0)","(7.5, 24.0, 21.818181818181817)","(61.0, 100.0, 90.0)"
11-01-2023 15:26:44.563053,"(3.1, 5.5, 5.466666666666667)","(2.35, 2.6, 2.4727272727272727)","(31.0, 50.0, 42.0)","(10.0, 14.5, 11.954545454545455)","(4.2, 5.3, 5.225)","(21.0, 36.0, 29.0)","(7.5, 24.0, 21.818181818181817)","(61.0, 100.0, 90.0)"
11-01-2023 15:26:45.864282,"(3.1, 5.5, 5.466666666666667)","(2.35, 2.6, 2.4699999999999998)","(31.0, 50.0, 42.0)","(10.0, 14.5, 11.477272727272727)","(4.2, 5.3, 5.166666666666667)","(21.0, 36.0, 29.0)","(7.5, 24.0, 21.333333333333332)","(61.0, 100.0, 90.0)"
11-01-2023 15:26:47.042985,"(3.1, 5.5, 5.466666666666667)","(2.35, 2.5, 2.4699999999999998)","(31.0, 50.0, 42.0)","(10.0, 14.5, 13.571428571428571)","(4.2, 5.3, 5.166666666666667)","(21.0, 36.0, 29.0)","(7.5, 24.0, 21.866666666666667)","(61.0, 100.0, 90.0)"
11-01-2023 15:26:48.340859,"(3.1, 5.5, 5.466666666666667)","(2.35, 2.5, 2.4066666666666667)","(31.0, 50.0, 42.0)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.253846153846154)","(21.0, 36.0, 30.5)","(7.5, 24.0, 21.866666666666667)","(61.0, 100.0, 90.0)"
11-01-2023 15:26:49.709135,"(3.1, 5.5, 5.466666666666667)","(2.35, 2.5, 2.4066666666666667)","(31.0, 50.0, 42.0)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.272093023255814)","(21.0, 36.0, 30.0)","(7.5, 24.0, 21.866666666666667)","(61.0, 100.0, 260.0)"
11-01-2023 15:26:51.040356,"(3.0, 5.5, 5.466666666666667)","(2.35, 2.5, 2.4066666666666667)","(31.0, 50.0, 42.0)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.272093023255814)","(21.0, 36.0, 30.0)","(8.0, 24.0, 22.666666666666668)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:52.402274,"(3.0, 5.5, 5.466666666666667)","(2.35, 2.5, 2.4066666666666667)","(31.0, 50.0, 42.0)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.268421052631579)","(21.0, 36.0, 30.0)","(8.0, 24.0, 22.666666666666668)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:53.753936,"(3.0, 5.5, 5.472727272727273)","(2.35, 2.5, 2.355)","(31.0, 50.0, 42.0)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.252941176470588)","(21.0, 36.0, 30.0)","(8.0, 24.0, 22.666666666666668)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:54.898375,"(3.0, 5.6, 5.472727272727273)","(2.35, 2.46, 2.355)","(31.0, 50.0, 42.666666666666664)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.2299999999999995)","(21.0, 36.0, 30.8)","(8.0, 24.0, 22.18181818181818)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:56.140495,"(3.0, 5.6, 5.472727272727273)","(2.35, 2.48, 2.3649999999999998)","(31.0, 48.0, 41.6)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.231428571428571)","(21.0, 34.0, 28.666666666666668)","(8.0, 24.0, 22.18181818181818)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:57.370933,"(3.0, 5.6, 5.472727272727273)","(2.35, 2.5, 2.3649999999999998)","(31.0, 48.0, 40.888888888888886)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.2441860465116275)","(21.0, 34.0, 27.263157894736842)","(8.0, 24.0, 22.18181818181818)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:58.524310,"(3.0, 5.6, 5.472727272727273)","(2.35, 2.5, 2.36)","(31.0, 48.0, 40.888888888888886)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.223809523809524)","(21.0, 34.0, 30.5)","(8.0, 24.0, 22.18181818181818)","(61.0, 440.0, 260.0)"
11-01-2023 15:26:59.786922,"(3.0, 5.6, 5.472727272727273)","(2.35, 2.48, 2.4547368421052633)","(31.0, 48.0, 40.888888888888886)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.223809523809524)","(21.0, 32.0, 27.285714285714285)","(8.0, 24.0, 22.18181818181818)","(61.0, 440.0, 260.0)"
11-01-2023 15:27:01.116145,"(3.0, 5.6, 5.472727272727273)","(2.35, 2.48, 2.4552941176470586)","(31.0, 48.0, 40.888888888888886)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.223809523809524)","(21.0, 32.0, 27.73913043478261)","(8.0, 24.0, 22.18181818181818)","(61.0, 440.0, 260.0)"
11-01-2023 15:27:02.395973,"(3.0, 5.6, 5.472727272727273)","(2.35, 2.48, 2.4216666666666664)","(31.0, 48.0, 40.888888888888886)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.223809523809524)","(21.0, 32.0, 27.57894736842105)","(8.0, 24.0, 21.692307692307693)","(61.0, 440.0, 260.0)"
11-01-2023 15:27:03.690410,"(3.0, 5.6, 5.5874999999999995)","(2.35, 2.48, 2.438823529411765)","(31.0, 48.0, 40.888888888888886)","(10.0, 14.0, 13.571428571428571)","(4.2, 5.3, 5.223809523809524)","(21.0, 32.0, 27.333333333333332)","(8.0, 24.0, 21.894736842105264)","(61.0, 440.0, 260.0)"
11-01-2023 15:27:05.018387,"(3.0, 5.6, 5.518918918918919)","(2.35, 2.46, 2.4552941176470586)","(31.0, 48.0, 40.888888888888886)","(10.0, 14.0, 11.947368421052632)","(4.2, 5.3, 5.223809523809524)","(21.0, 32.0, 27.333333333333332)","(8.0, 24.0, 21.894736842105264)","(61.0, 440.0, 104.66666666666667)"
11-01-2023 15:27:06.325062,"(3.0, 5.8, 5.457142857142857)","(2.35, 2.48, 2.4552941176470586)","(31.0, 48.0, 40.888888888888886)","(10.0, 14.0, 11.72)","(4.2, 5.3, 5.223809523809524)","(21.0, 32.0, 27.333333333333332)","(8.0, 24.0, 21.894736842105264)","(61.0, 450.0, 260.0)"
11-01-2023 15:27:07.655063,"(3.0, 5.8, 5.457142857142857)","(2.35, 2.48, 2.4575)","(31.0, 48.0, 40.888888888888886)","(10.0, 14.0, 11.692307692307692)","(4.2, 5.3, 5.223809523809524)","(21.0, 32.0, 27.333333333333332)","(8.0, 24.0, 21.894736842105264)","(61.0, 440.0, 260.0)"
11-01-2023 15:27:09.024997,"(3.0, 5.8, 5.457142857142857)","(2.35, 2.48, 2.4472727272727273)","(31.0, 48.0, 40.888888888888886)","(10.0, 14.0, 11.382978723404255)","(4.2, 5.3, 5.223809523809524)","(21.0, 32.0, 27.333333333333332)","(8.0, 24.0, 21.894736842105264)","(61.0, 440.0, 262.5)"
11-01-2023 15:27:10.361192,"(3.0, 5.8, 5.457142857142857)","(2.35, 2.48, 2.418181818181818)","(31.0, 48.0, 40.888888888888886)","(10.0, 14.0, 13.142857142857142)","(4.2, 5.3, 5.258823529411765)","(21.0, 32.0, 28.11111111111111)","(8.0, 24.0, 21.894736842105264)","(61.0, 440.0, 262.5)"
11-01-2023 15:27:11.648864,"(3.0, 5.8, 5.457142857142857)","(2.35, 2.44, 2.416)","(31.0, 48.0, 40.888888888888886)","(10.0, 13.5, 13.142857142857142)","(4.2, 5.4, 5.292857142857143)","(21.0, 32.0, 28.11111111111111)","(8.0, 24.0, 21.894736842105264)","(61.0, 440.0, 262.5)"
11-01-2023 15:27:12.904087,"(3.0, 5.8, 5.457142857142857)","(2.35, 2.44, 2.416)","(31.0, 48.0, 40.888888888888886)","(10.0, 13.5, 13.142857142857142)","(4.2, 5.4, 5.292857142857143)","(21.0, 32.0, 28.11111111111111)","(8.0, 24.0, 21.894736842105264)","(61.0, 440.0, 262.5)"
11-01-2023 15:27:14.241455,"(3.0, 5.8, 5.457142857142857)","(2.35, 2.44, 2.391111111111111)","(31.0, 48.0, 40.888888888888886)","(10.0, 13.5, 12.714285714285714)","(4.2, 5.4, 5.336842105263158)","(21.0, 32.0, 28.11111111111111)","(8.0, 24.0, 21.692307692307693)","(61.0, 440.0, 262.5)"
11-01-2023 15:27:15.432200,"(3.0, 5.8, 5.457142857142857)","(2.35, 2.44, 2.416)","(31.0, 48.0, 40.888888888888886)","(10.0, 13.0, 12.714285714285714)","(4.2, 5.4, 5.336842105263158)","(21.0, 32.0, 28.0)","(8.0, 24.0, 21.894736842105264)","(61.0, 440.0, 262.5)"
