,Bundy Chelle,Goddess Of War,Cosmic Franky,Bad Habits,Subzero Annie,Barbs Manda,Miss Tallowood,Gold On Black
14-12-2022 12:22:36.792201,"(2.6, 4.2, 3.46)","(20.0, 65.0, 54.29411764705882)","(3.0, 4.3, 3.64375)","(11.0, 21.0, 19.2)","(21.0, 100.0, 39.2)","(71.0, 590.0, 489.0)","(11.0, 25.0, 19.90909090909091)","(3.2, 4.2, 3.6799999999999997)"
14-12-2022 12:22:38.203036,"(2.6, 4.2, 3.46)","(20.0, 65.0, 54.29411764705882)","(3.0, 4.3, 3.70625)","(11.0, 21.0, 19.2)","(21.0, 100.0, 39.2)","(71.0, 590.0, 489.0)","(11.0, 25.0, 19.90909090909091)","(3.2, 4.2, 3.9333333333333336)"
14-12-2022 12:22:39.647543,"(2.6, 4.2, 3.551111111111111)","(21.0, 65.0, 54.29411764705882)","(2.9, 4.3, 3.70625)","(12.0, 21.0, 19.2)","(21.0, 100.0, 39.2)","(81.0, 590.0, 489.0)","(11.0, 25.0, 19.90909090909091)","(3.2, 4.2, 3.9333333333333336)"
14-12-2022 12:22:41.078602,"(2.6, 4.2, 3.551111111111111)","(21.0, 65.0, 42.5)","(2.9, 4.3, 3.5321428571428575)","(12.0, 21.0, 19.2)","(21.0, 100.0, 39.2)","(81.0, 590.0, 489.0)","(11.0, 25.0, 19.90909090909091)","(3.2, 4.2, 3.6799999999999997)"
14-12-2022 12:22:42.584136,"(2.6, 4.2, 3.56)","(21.0, 65.0, 42.5)","(2.9, 4.2, 3.6107142857142858)","(12.0, 21.0, 19.2)","(21.0, 100.0, 39.2)","(81.0, 590.0, 506.66666666666663)","(11.0, 25.0, 19.90909090909091)","(3.2, 4.2, 3.9555555555555557)"
14-12-2022 12:22:44.091824,"(2.6, 4.2, 3.568888888888889)","(21.0, 65.0, 42.5)","(2.9, 4.2, 3.6107142857142858)","(12.0, 21.0, 19.2)","(21.0, 100.0, 30.76923076923077)","(81.0, 590.0, 506.66666666666663)","(11.0, 25.0, 19.90909090909091)","(3.2, 4.2, 3.9555555555555557)"
14-12-2022 12:22:45.495561,"(2.6, 4.2, 3.568888888888889)","(21.0, 65.0, 42.5)","(2.9, 4.2, 3.6107142857142858)","(12.0, 21.0, 19.2)","(21.0, 100.0, 30.76923076923077)","(81.0, 590.0, 506.66666666666663)","(11.0, 25.0, 19.90909090909091)","(3.2, 4.2, 3.9555555555555557)"
14-12-2022 12:22:46.950535,"(2.6, 4.2, 2.984)","(21.0, 65.0, 42.5)","(2.9, 4.2, 3.6107142857142858)","(12.0, 21.0, 19.2)","(21.0, 100.0, 30.76923076923077)","(81.0, 590.0, 506.66666666666663)","(11.0, 25.0, 19.90909090909091)","(3.2, 4.2, 3.594444444444444)"
14-12-2022 12:22:48.438006,"(2.6, 4.2, 3.5244444444444447)","(21.0, 65.0, 39.85714285714286)","(2.9, 4.2, 3.7666666666666666)","(12.0, 21.0, 19.2)","(21.0, 100.0, 30.76923076923077)","(81.0, 590.0, 506.66666666666663)","(11.0, 25.0, 19.90909090909091)","(3.2, 3.95, 3.7888888888888888)"
14-12-2022 12:22:50.103136,"(2.6, 4.2, 3.533333333333333)","(21.0, 65.0, 39.85714285714286)","(2.9, 4.3, 3.7230769230769227)","(12.0, 21.0, 19.2)","(21.0, 100.0, 30.76923076923077)","(81.0, 590.0, 506.66666666666663)","(11.0, 25.0, 19.90909090909091)","(3.2, 3.9, 3.7888888888888888)"
14-12-2022 12:22:51.710236,"(2.6, 4.2, 3.533333333333333)","(21.0, 65.0, 39.85714285714286)","(2.9, 4.3, 3.2545454545454544)","(12.0, 21.0, 19.2)","(21.0, 100.0, 34.375)","(81.0, 590.0, 489.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 3.9, 3.6199999999999997)"
14-12-2022 12:22:53.421239,"(2.6, 4.2, 3.551111111111111)","(21.0, 65.0, 39.85714285714286)","(2.9, 4.3, 3.4535714285714287)","(12.0, 21.0, 19.2)","(21.0, 100.0, 38.0)","(81.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 3.9, 3.7666666666666666)"
14-12-2022 12:22:55.770456,"(2.6, 4.2, 3.551111111111111)","(21.0, 65.0, 39.85714285714286)","(2.9, 4.2, 3.4535714285714287)","(12.0, 21.0, 19.2)","(21.0, 90.0, 38.0)","(81.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.9333333333333336)"
14-12-2022 12:22:58.295143,"(2.6, 4.2, 3.7771428571428576)","(21.0, 65.0, 39.85714285714286)","(2.9, 4.2, 3.2375)","(12.0, 21.0, 19.2)","(21.0, 90.0, 38.0)","(81.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.6799999999999997)"
14-12-2022 12:23:00.260877,"(2.6, 4.2, 3.7771428571428576)","(21.0, 65.0, 33.25)","(2.9, 4.2, 3.4535714285714287)","(12.0, 21.0, 19.2)","(21.0, 90.0, 38.0)","(81.0, 590.0, 276.25)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.9555555555555557)"
14-12-2022 12:23:01.886302,"(2.6, 4.2, 3.48)","(21.0, 70.0, 46.78947368421053)","(2.9, 4.2, 3.4535714285714287)","(12.0, 21.0, 19.2)","(21.0, 90.0, 38.0)","(81.0, 850.0, 276.25)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.6799999999999997)"
14-12-2022 12:23:03.363423,"(2.6, 4.2, 3.48)","(21.0, 70.0, 43.272727272727266)","(2.9, 4.2, 3.4535714285714287)","(12.0, 21.0, 19.2)","(21.0, 90.0, 38.0)","(81.0, 850.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8666666666666667)"
14-12-2022 12:23:04.884117,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 43.272727272727266)","(2.9, 4.2, 3.4535714285714287)","(12.0, 21.0, 19.2)","(21.0, 90.0, 38.0)","(81.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.1, 3.8666666666666667)"
14-12-2022 12:23:06.466615,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 43.272727272727266)","(2.9, 4.2, 3.4535714285714287)","(12.0, 21.0, 19.2)","(21.0, 90.0, 38.0)","(81.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.1, 3.8666666666666667)"
14-12-2022 12:23:07.939255,"(2.6, 4.2, 3.8666666666666667)","(21.0, 70.0, 43.272727272727266)","(2.9, 3.8, 3.415)","(12.0, 21.0, 19.2)","(21.0, 90.0, 38.0)","(81.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.1, 3.8666666666666667)"
14-12-2022 12:23:09.578486,"(2.6, 4.2, 3.8666666666666667)","(21.0, 70.0, 43.272727272727266)","(2.9, 3.8, 3.2312499999999997)","(12.0, 21.0, 19.2)","(21.0, 90.0, 38.0)","(81.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.1, 3.8666666666666667)"
14-12-2022 12:23:11.075692,"(2.6, 4.2, 3.551111111111111)","(21.0, 70.0, 43.272727272727266)","(2.9, 4.0, 3.8125)","(12.0, 21.0, 19.2)","(26.0, 90.0, 38.0)","(91.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.1, 3.895833333333333)"
14-12-2022 12:23:12.683532,"(2.6, 4.2, 3.551111111111111)","(21.0, 70.0, 43.272727272727266)","(2.9, 4.0, 3.8125)","(12.0, 21.0, 20.0)","(26.0, 90.0, 38.0)","(91.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.1, 3.895833333333333)"
14-12-2022 12:23:14.155749,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 43.272727272727266)","(2.9, 4.0, 3.8666666666666667)","(12.0, 21.0, 20.0)","(26.0, 90.0, 33.75)","(91.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.1, 3.925)"
14-12-2022 12:23:15.570185,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 43.272727272727266)","(2.9, 4.0, 3.8125)","(12.0, 21.0, 20.0)","(26.0, 95.0, 33.75)","(91.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.1, 3.925)"
14-12-2022 12:23:17.438747,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 43.272727272727266)","(2.9, 4.0, 3.8125)","(12.0, 21.0, 20.0)","(26.0, 95.0, 33.75)","(91.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.1, 3.925)"
14-12-2022 12:23:19.254405,"(2.6, 4.2, 3.46)","(21.0, 70.0, 43.272727272727266)","(2.9, 4.0, 3.575)","(12.0, 21.0, 20.0)","(26.0, 95.0, 33.75)","(91.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 3.95, 3.796875)"
14-12-2022 12:23:20.941002,"(2.6, 4.2, 3.46)","(21.0, 70.0, 43.272727272727266)","(2.9, 4.0, 3.8125)","(12.0, 21.0, 20.0)","(26.0, 95.0, 36.666666666666664)","(91.0, 590.0, 337.5)","(11.0, 25.0, 22.333333333333332)","(3.2, 3.95, 3.8041666666666667)"
14-12-2022 12:23:22.470192,"(2.6, 4.2, 3.551111111111111)","(21.0, 70.0, 49.82352941176471)","(2.9, 4.0, 3.8125)","(12.0, 21.0, 20.0)","(26.0, 130.0, 36.666666666666664)","(91.0, 590.0, 490.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 3.95, 3.8041666666666667)"
14-12-2022 12:23:23.951302,"(2.6, 4.2, 3.551111111111111)","(21.0, 70.0, 49.82352941176471)","(2.9, 4.0, 3.575)","(12.0, 21.0, 20.0)","(26.0, 130.0, 36.666666666666664)","(91.0, 590.0, 490.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 3.95, 3.8058823529411767)"
14-12-2022 12:23:25.551345,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 49.82352941176471)","(2.9, 4.0, 3.8666666666666667)","(12.0, 21.0, 20.0)","(26.0, 130.0, 60.666666666666664)","(91.0, 590.0, 490.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 3.95, 3.895833333333333)"
14-12-2022 12:23:27.037214,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 49.82352941176471)","(2.9, 4.0, 3.8125)","(12.0, 21.0, 20.0)","(26.0, 130.0, 60.666666666666664)","(91.0, 590.0, 490.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.1, 3.895833333333333)"
14-12-2022 12:23:28.670769,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 49.82352941176471)","(2.9, 4.0, 3.8125)","(12.0, 21.0, 20.0)","(26.0, 130.0, 60.666666666666664)","(91.0, 590.0, 490.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.0)"
14-12-2022 12:23:30.371860,"(2.6, 4.2, 3.533333333333333)","(21.0, 70.0, 49.82352941176471)","(2.9, 4.0, 3.8833333333333333)","(12.0, 21.0, 20.0)","(26.0, 130.0, 60.666666666666664)","(91.0, 590.0, 308.1818181818182)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.022222222222222)"
14-12-2022 12:23:32.033488,"(2.6, 4.2, 3.96)","(21.0, 70.0, 49.82352941176471)","(2.9, 4.0, 3.8375)","(12.0, 21.0, 20.0)","(26.0, 130.0, 60.666666666666664)","(91.0, 690.0, 308.1818181818182)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.022222222222222)"
14-12-2022 12:23:33.562705,"(2.6, 4.2, 3.96)","(21.0, 70.0, 49.82352941176471)","(2.9, 4.0, 3.8375)","(12.0, 21.0, 20.0)","(26.0, 130.0, 67.77777777777777)","(91.0, 690.0, 506.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.022222222222222)"
14-12-2022 12:23:35.244008,"(2.6, 4.2, 3.9000000000000004)","(21.0, 70.0, 49.82352941176471)","(2.9, 4.0, 3.1999999999999997)","(12.0, 21.0, 20.0)","(26.0, 120.0, 67.77777777777777)","(91.0, 610.0, 506.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:23:36.803997,"(2.6, 4.2, 3.533333333333333)","(21.0, 70.0, 56.0)","(2.9, 3.8, 3.7875)","(12.0, 21.0, 20.0)","(26.0, 120.0, 67.77777777777777)","(91.0, 610.0, 506.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.977777777777778)"
14-12-2022 12:23:38.293290,"(2.6, 4.2, 3.551111111111111)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.7875)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 506.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8875)"
14-12-2022 12:23:39.768345,"(2.6, 4.2, 3.48)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.841666666666667)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 506.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.0, 3.7600000000000002)"
14-12-2022 12:23:41.187087,"(2.6, 4.2, 3.48)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.841666666666667)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 506.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.0, 3.977777777777778)"
14-12-2022 12:23:42.541537,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.7875)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.977777777777778)"
14-12-2022 12:23:44.147636,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.7875)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.977777777777778)"
14-12-2022 12:23:45.687354,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.7875)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.977777777777778)"
14-12-2022 12:23:47.195995,"(2.6, 4.2, 3.568888888888889)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.7875)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.977777777777778)"
14-12-2022 12:23:48.873587,"(2.6, 4.2, 3.5)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.5)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.9555555555555557)"
14-12-2022 12:23:50.478274,"(2.6, 4.2, 3.586666666666667)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.8944444444444444)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.9555555555555557)"
14-12-2022 12:23:51.902033,"(2.6, 4.2, 3.586666666666667)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.8200000000000003)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:23:53.317990,"(2.6, 4.2, 3.856470588235294)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.9055555555555554)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.977777777777778)"
14-12-2022 12:23:54.782099,"(2.6, 4.2, 3.56)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.9055555555555554)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.977777777777778)"
14-12-2022 12:23:56.266608,"(2.6, 4.2, 3.49)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.7875)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:23:57.697125,"(2.6, 4.2, 3.49)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.841666666666667)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.0)"
14-12-2022 12:23:59.542949,"(2.6, 4.2, 3.5777777777777775)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.9)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.0)"
14-12-2022 12:24:01.402259,"(2.6, 4.2, 3.769230769230769)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.9)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 435.0)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.0)"
14-12-2022 12:24:02.955716,"(2.6, 4.2, 3.8)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.9)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:04.402369,"(2.6, 4.2, 3.805714285714286)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.9)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:05.890603,"(2.6, 4.2, 3.52)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.9)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:07.353709,"(2.6, 4.2, 3.52)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.9)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:08.841936,"(2.6, 4.2, 3.52)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.9)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:10.282969,"(2.6, 4.2, 3.52)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.9)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:11.759839,"(2.6, 4.2, 3.52)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.8583333333333334)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.022222222222222)"
14-12-2022 12:24:13.205359,"(2.6, 4.2, 3.52)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.8583333333333334)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.022222222222222)"
14-12-2022 12:24:14.736058,"(2.6, 4.2, 3.52)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.8)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.022222222222222)"
14-12-2022 12:24:16.184304,"(2.6, 4.2, 3.52)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.5)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:17.597350,"(2.6, 4.2, 3.52)","(21.0, 70.0, 56.0)","(2.9, 4.0, 3.5)","(12.0, 21.0, 20.0)","(26.0, 120.0, 61.25)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:19.093317,"(2.6, 4.2, 3.604444444444445)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.825)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.977777777777778)"
14-12-2022 12:24:20.533535,"(2.6, 4.2, 3.5777777777777775)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.825)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:21.935817,"(2.6, 4.2, 3.5777777777777775)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.96)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.0)"
14-12-2022 12:24:23.280027,"(2.6, 4.2, 3.586666666666667)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.745)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.0)"
14-12-2022 12:24:24.695966,"(2.6, 4.2, 3.586666666666667)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.745)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.0)"
14-12-2022 12:24:26.081337,"(2.6, 4.2, 3.52)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.48)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:27.382121,"(2.6, 4.2, 3.52)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.7625)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.022222222222222)"
14-12-2022 12:24:28.811354,"(2.6, 4.2, 3.604444444444445)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.7625)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.022222222222222)"
14-12-2022 12:24:30.233655,"(2.6, 4.2, 3.604444444444445)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.7625)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.022222222222222)"
14-12-2022 12:24:31.969584,"(2.6, 4.2, 3.604444444444445)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.7625)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:33.635233,"(2.6, 4.2, 3.5155555555555558)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.8125)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.977777777777778)"
14-12-2022 12:24:35.370191,"(2.6, 4.2, 3.4400000000000004)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.8125)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.977777777777778)"
14-12-2022 12:24:36.861156,"(2.6, 4.2, 3.4400000000000004)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.5)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:38.308796,"(2.6, 4.2, 3.765714285714286)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.775)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.0)"
14-12-2022 12:24:39.768031,"(2.6, 4.2, 3.533333333333333)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.775)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 4.0)"
14-12-2022 12:24:41.367248,"(2.6, 4.2, 3.46)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.775)","(12.0, 21.0, 20.0)","(26.0, 110.0, 51.2)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.8000000000000003)"
14-12-2022 12:24:42.881668,"(2.6, 4.2, 3.46)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.775)","(12.0, 21.0, 20.0)","(26.0, 110.0, 46.7)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.953846153846154)"
14-12-2022 12:24:44.320790,"(2.6, 4.2, 3.551111111111111)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.775)","(12.0, 21.0, 20.0)","(26.0, 95.0, 46.7)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.953846153846154)"
14-12-2022 12:24:45.826617,"(2.6, 4.2, 2.968)","(21.0, 70.0, 59.68421052631579)","(2.9, 4.0, 3.775)","(12.0, 21.0, 20.0)","(26.0, 95.0, 46.7)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.6799999999999997)"
14-12-2022 12:24:47.298452,"(2.6, 4.2, 3.5155555555555558)","(21.0, 70.0, 31.6)","(2.9, 4.0, 3.8583333333333334)","(12.0, 21.0, 20.0)","(26.0, 95.0, 46.7)","(91.0, 610.0, 523.3333333333334)","(11.0, 25.0, 22.333333333333332)","(3.2, 4.2, 3.9333333333333336)"
