,Remlaps Gem,Stampe,Simply Fly,Le Palmier,The Bopper,Belieber,Desert Man,Renegade,Superare,Archers Paradox,Princess Lunar,Streaka,Dream Weaving,Mishani Fraudster
07-01-2023 14:14:36.708814,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.424707724425887)","(51.0, 75.0, 72.98076923076923)","(15.0, 18.5, 18.506410256410255)","(101.0, 230.0, 204.28571428571428)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.724929971988796)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:38.698928,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4248312801285485)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 204.28571428571428)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.724929971988796)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:40.523359,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4248312801285485)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 204.28571428571428)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.724929971988796)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:42.332154,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4248312801285485)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 204.28571428571428)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.717538461538462)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:44.015907,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4248312801285485)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 202.30769230769232)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.717538461538462)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:45.529549,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4248312801285485)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 202.30769230769232)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.717538461538462)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:47.129103,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4247578040904196)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.717538461538462)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:48.763638,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4247578040904196)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.717538461538462)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:50.374560,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4247495961227785)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.75591836734694)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:52.024918,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.42480686695279)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.75591836734694)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:53.620139,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.42480686695279)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.75591836734694)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:55.186824,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.42480686695279)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.75591836734694)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:56.797004,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.42480686695279)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.725517241379311)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:14:58.403675,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.42480686695279)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.725517241379311)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:00.115646,"(8.0, 10.5, 10.368881118881118)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.42480686695279)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.725517241379311)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:01.826433,"(8.0, 10.5, 10.348178137651821)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.42480686695279)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.725517241379311)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:03.493167,"(8.0, 10.5, 10.348178137651821)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.424683612763656)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.725517241379311)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:05.213232,"(8.0, 10.5, 10.348178137651821)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.424673502428494)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.685106382978724)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:07.015198,"(8.0, 10.5, 10.348178137651821)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.424673502428494)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.685106382978724)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:08.741097,"(8.0, 10.5, 10.348178137651821)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.423422007255139)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48507462686567)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:10.423819,"(8.0, 10.5, 10.348178137651821)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4233110164333533)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48701298701299)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:12.153518,"(8.0, 10.5, 10.348178137651821)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4233110164333533)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48701298701299)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:13.813803,"(8.0, 10.5, 10.348178137651821)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.423268053855569)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48701298701299)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:15.748354,"(8.0, 10.5, 10.348178137651821)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4233669609079445)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48701298701299)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:17.587357,"(8.0, 10.5, 10.348178137651821)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4233669609079445)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48701298701299)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:19.709479,"(8.0, 10.5, 10.348178137651821)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4233669609079445)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48701298701299)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:21.704293,"(8.0, 10.5, 10.31527093596059)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48701298701299)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:23.389817,"(8.0, 10.5, 10.31527093596059)","(41.0, 65.0, 60.16447368421053)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.48701298701299)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.69230769230768)"
07-01-2023 14:15:25.194460,"(8.0, 10.5, 10.31527093596059)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.164335664335664)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 18.5, 18.824175824175825)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:26.944276,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 19.0, 18.398936170212767)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:28.689805,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 19.0, 18.398936170212767)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:30.418256,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.096296296296295)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 19.0, 18.398936170212767)","(1.01, 99999, 99990)","(8.0, 8.8, 8.674766355140187)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:32.117138,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.12890625)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 19.0, 18.365168539325843)","(1.01, 99999, 99990)","(8.0, 8.8, 8.729032258064516)","(51.0, 100.0, 99.02777777777777)","(81.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:33.759972,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.165289256198346)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 19.0, 18.365168539325843)","(1.01, 99999, 99990)","(8.0, 8.8, 8.763265306122449)","(51.0, 100.0, 98.90625)","(81.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:35.477548,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.165289256198346)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(51.0, 70.0, 68.47826086956522)","(16.0, 19.0, 18.365168539325843)","(1.01, 99999, 99990)","(8.0, 8.8, 8.683870967741935)","(51.0, 100.0, 98.90625)","(81.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:37.052310,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(15.0, 18.5, 18.165289256198346)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(41.0, 70.0, 68.47826086956522)","(15.0, 19.0, 18.365168539325843)","(1.01, 99999, 99990)","(7.5, 8.8, 8.600000000000001)","(51.0, 100.0, 98.90625)","(71.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:38.660115,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(14.0, 18.5, 18.073684210526316)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.76923076923077)","(41.0, 70.0, 68.47826086956522)","(15.0, 19.0, 18.365168539325843)","(1.01, 99999, 99990)","(7.5, 8.8, 8.600000000000001)","(51.0, 100.0, 98.90625)","(71.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:40.224998,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(14.0, 18.5, 18.128440366972477)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.4)","(41.0, 70.0, 68.47826086956522)","(15.0, 19.0, 18.365168539325843)","(1.01, 99999, 99990)","(7.5, 8.8, 8.600000000000001)","(51.0, 100.0, 98.90625)","(71.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:41.872808,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(14.0, 18.5, 18.128440366972477)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.4241459627329194)","(51.0, 75.0, 72.98076923076923)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.4)","(41.0, 70.0, 68.47826086956522)","(15.0, 19.0, 18.365168539325843)","(1.01, 99999, 99990)","(7.5, 8.8, 8.600000000000001)","(51.0, 100.0, 98.90625)","(71.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:43.493876,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(14.0, 18.5, 18.128440366972477)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.424255975327679)","(51.0, 75.0, 72.8125)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.4)","(41.0, 70.0, 68.47826086956522)","(15.0, 19.0, 18.36046511627907)","(1.01, 99999, 99990)","(7.5, 8.8, 8.600000000000001)","(51.0, 100.0, 98.90625)","(71.0, 140.0, 137.27272727272728)"
07-01-2023 14:15:45.137509,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(14.0, 18.5, 18.128440366972477)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.424255975327679)","(51.0, 75.0, 72.8125)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.4)","(41.0, 70.0, 68.47826086956522)","(15.0, 19.0, 18.36046511627907)","(1.01, 99999, 99990)","(7.5, 8.8, 8.600000000000001)","(51.0, 100.0, 98.90625)","(71.0, 140.0, 137.0)"
07-01-2023 14:15:46.745122,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(14.0, 18.5, 18.128440366972477)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.424255975327679)","(51.0, 75.0, 72.8125)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.4)","(41.0, 70.0, 68.47826086956522)","(15.0, 19.0, 18.36046511627907)","(1.01, 99999, 99990)","(7.5, 8.8, 8.600000000000001)","(51.0, 100.0, 98.90625)","(71.0, 140.0, 137.0)"
07-01-2023 14:15:48.447860,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.19607843137255)","(14.0, 18.5, 18.128440366972477)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.424255975327679)","(51.0, 75.0, 72.8125)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.4)","(41.0, 70.0, 68.47826086956522)","(15.0, 19.0, 18.36046511627907)","(1.01, 99999, 99990)","(7.5, 8.8, 8.600000000000001)","(51.0, 100.0, 98.90625)","(71.0, 140.0, 137.0)"
07-01-2023 14:15:50.131902,"(8.0, 10.5, 10.392638036809815)","(41.0, 65.0, 60.06211180124224)","(14.0, 18.5, 18.128440366972477)","(6.0, 7.2, 7.152597402597403)","(2.3, 2.44, 2.4242890442890443)","(51.0, 75.0, 72.8125)","(15.0, 19.0, 18.506410256410255)","(101.0, 230.0, 220.4)","(41.0, 70.0, 68.47826086956522)","(15.0, 19.0, 18.36046511627907)","(1.01, 99999, 99990)","(7.5, 8.8, 8.600000000000001)","(51.0, 100.0, 98.90625)","(71.0, 140.0, 137.0)"
07-01-2023 14:15:51.826658,"(8.0, 10.5, 10.931279620853081)","(41.0, 65.0, 61.97674418604651)","(14.0, 18.5, 18.128440366972477)","(6.0, 7.2, 7.334519572953737)","(2.3, 2.44, 2.4321052631578945)","(51.0, 75.0, 80.65789473684211)","(15.0, 19.0, 19.185)","(101.0, 230.0, 227.0731707317073)","(41.0, 70.0, 72.65)","(15.0, 19.0, 18.36046511627907)","(1.01, 99999, 99990)","(7.5, 8.8, 8.807843137254903)","(51.0, 100.0, 106.75675675675676)","(71.0, 160.0, 154.54545454545453)"
07-01-2023 14:15:53.384336,"(8.0, 11.5, 10.88888888888889)","(41.0, 65.0, 61.97674418604651)","(14.0, 18.5, 18.128440366972477)","(6.0, 7.4, 7.334519572953737)","(2.3, 2.44, 2.4320704845814975)","(51.0, 85.0, 80.65789473684211)","(15.0, 19.5, 19.185)","(101.0, 230.0, 227.0731707317073)","(41.0, 80.0, 72.72277227722772)","(15.0, 19.0, 18.36046511627907)","(1.01, 99999, 99990)","(7.5, 9.2, 8.861016949152543)","(51.0, 110.0, 106.75675675675676)","(71.0, 160.0, 154.54545454545453)"
07-01-2023 14:15:54.988319,"(8.0, 11.5, 10.908071748878925)","(41.0, 65.0, 61.97674418604651)","(14.0, 18.5, 18.128440366972477)","(6.0, 7.4, 7.334519572953737)","(2.3, 2.44, 2.4320704845814975)","(51.0, 85.0, 78.80434782608695)","(15.0, 19.5, 18.86813186813187)","(101.0, 230.0, 227.0731707317073)","(41.0, 80.0, 72.72277227722772)","(15.0, 19.0, 18.36046511627907)","(1.01, 99999, 99990)","(7.5, 9.2, 8.861016949152543)","(51.0, 110.0, 106.75675675675676)","(71.0, 160.0, 154.54545454545453)"
