,Galactic Ruler,Yankeedelight Nz,Make Your Mark,Rodger James,Elli Mirando,Goodonya Mate,Bettor Move Along,Batavia Reactor,Star Lilly,Happy Dayz
11-01-2023 19:39:40.073581,"(6.5, 9.4, 8.98)","(14.0, 99999, 99990)","(2.7, 3.1, 2.932857142857143)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.6833333333333336)","(26.0, 65.0, 58.666666666666664)","(9.0, 11.0, 10.55)","(91.0, 170.0, 165.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:41.371212,"(6.5, 9.4, 9.100000000000001)","(14.0, 99999, 99990)","(2.7, 3.1, 3.0066666666666664)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.6833333333333336)","(26.0, 65.0, 58.666666666666664)","(9.0, 11.0, 10.55)","(91.0, 170.0, 162.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:42.624925,"(6.5, 10.0, 9.7)","(14.0, 99999, 99990)","(2.7, 3.05, 2.973333333333333)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.6833333333333336)","(26.0, 65.0, 58.666666666666664)","(9.0, 11.0, 10.55)","(91.0, 170.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:43.880939,"(6.5, 10.0, 9.25)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9988888888888887)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.5555555555555554)","(26.0, 65.0, 58.666666666666664)","(9.0, 11.0, 10.9)","(91.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:45.180192,"(6.5, 10.0, 9.4)","(14.0, 99999, 99990)","(2.7, 3.05, 2.973333333333333)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.5555555555555554)","(26.0, 65.0, 58.666666666666664)","(9.0, 12.0, 10.585714285714285)","(91.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:46.372367,"(6.5, 10.0, 9.4)","(14.0, 99999, 99990)","(2.7, 3.05, 2.973333333333333)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.5555555555555554)","(26.0, 65.0, 58.666666666666664)","(9.0, 12.0, 10.9)","(91.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:47.593981,"(6.5, 10.0, 9.4)","(14.0, 99999, 99990)","(2.7, 3.05, 2.922222222222222)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.5555555555555554)","(26.0, 65.0, 58.666666666666664)","(9.0, 12.0, 10.9)","(91.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:48.774471,"(6.5, 10.0, 9.223529411764707)","(14.0, 99999, 99990)","(2.7, 3.05, 2.912)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.5555555555555554)","(26.0, 65.0, 58.666666666666664)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:49.897717,"(6.5, 10.0, 9.223529411764707)","(14.0, 99999, 99990)","(2.7, 3.05, 2.912)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.5555555555555554)","(26.0, 65.0, 58.666666666666664)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:51.051527,"(6.5, 10.0, 9.223529411764707)","(14.0, 99999, 99990)","(2.7, 3.05, 2.912)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.5166666666666666)","(26.0, 65.0, 58.666666666666664)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:52.200661,"(6.5, 10.0, 9.223529411764707)","(14.0, 99999, 99990)","(2.7, 3.05, 2.912)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.5166666666666666)","(26.0, 65.0, 58.666666666666664)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:53.325888,"(6.5, 10.0, 9.223529411764707)","(14.0, 99999, 99990)","(2.7, 3.05, 2.912)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.5166666666666666)","(26.0, 65.0, 58.666666666666664)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:54.473869,"(6.5, 10.0, 9.223529411764707)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.5166666666666666)","(26.0, 65.0, 58.666666666666664)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:55.580586,"(6.5, 10.0, 9.223529411764707)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.5166666666666666)","(26.0, 65.0, 58.666666666666664)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:56.725433,"(6.5, 10.0, 9.223529411764707)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.3499999999999996)","(26.0, 65.0, 58.666666666666664)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:57.909921,"(6.5, 10.0, 9.223529411764707)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9428571428571426)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.3499999999999996)","(26.0, 65.0, 53.666666666666664)","(9.0, 12.0, 11.057142857142857)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:39:59.042405,"(6.5, 10.0, 9.353846153846154)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9428571428571426)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.75, 3.3583333333333334)","(26.0, 65.0, 53.666666666666664)","(9.0, 12.0, 11.057142857142857)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:40:00.209735,"(6.5, 10.0, 9.353846153846154)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9428571428571426)","(12.0, 18.0, 14.785714285714286)","(2.35, 3.65, 3.3583333333333334)","(26.0, 65.0, 53.666666666666664)","(9.0, 12.0, 11.057142857142857)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:40:01.340052,"(6.5, 10.0, 9.353846153846154)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9428571428571426)","(12.0, 18.0, 15.5)","(2.35, 3.65, 3.3583333333333334)","(26.0, 65.0, 53.666666666666664)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:40:02.521385,"(6.5, 10.0, 9.353846153846154)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9428571428571426)","(12.0, 18.5, 15.833333333333334)","(2.35, 3.65, 3.3583333333333334)","(26.0, 65.0, 56.5)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:40:03.670462,"(6.5, 10.0, 9.353846153846154)","(14.0, 99999, 99990)","(2.7, 3.05, 2.909375)","(12.0, 18.5, 15.833333333333334)","(2.35, 3.65, 3.3583333333333334)","(26.0, 65.0, 56.5)","(9.0, 12.0, 10.585714285714285)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:40:04.791089,"(6.5, 10.0, 9.353846153846154)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9656249999999997)","(12.0, 18.5, 15.833333333333334)","(2.35, 3.65, 3.3583333333333334)","(26.0, 65.0, 56.5)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:40:05.921126,"(6.5, 10.0, 9.353846153846154)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9656249999999997)","(12.0, 18.5, 15.833333333333334)","(2.35, 3.65, 3.3583333333333334)","(26.0, 65.0, 56.5)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:40:07.162388,"(6.5, 10.0, 9.353846153846154)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9656249999999997)","(12.0, 18.5, 15.833333333333334)","(2.35, 3.65, 3.3583333333333334)","(26.0, 65.0, 56.5)","(9.0, 12.0, 10.9)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:40:08.400752,"(6.5, 10.0, 9.353846153846154)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9656249999999997)","(12.0, 18.5, 15.833333333333334)","(2.35, 3.65, 3.3583333333333334)","(26.0, 65.0, 56.5)","(9.0, 12.0, 11.0)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 120.0)"
11-01-2023 19:40:09.661088,"(6.5, 10.0, 9.353846153846154)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9656249999999997)","(12.0, 18.5, 16.9)","(2.35, 3.65, 3.3583333333333334)","(26.0, 65.0, 56.5)","(9.0, 12.0, 10.928571428571429)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 125.71428571428572)"
11-01-2023 19:40:10.954245,"(6.5, 9.6, 9.236363636363636)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9656249999999997)","(12.0, 18.5, 17.125)","(2.35, 3.65, 3.45)","(26.0, 65.0, 56.5)","(9.0, 12.0, 10.928571428571429)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 144.0)"
11-01-2023 19:40:12.183481,"(6.5, 9.6, 9.1)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9656249999999997)","(12.0, 18.0, 16.9)","(2.35, 3.6, 3.45)","(26.0, 65.0, 56.5)","(9.0, 12.0, 11.0)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 122.5)"
11-01-2023 19:40:13.389716,"(6.5, 9.6, 9.1)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9656249999999997)","(12.0, 18.5, 16.9)","(2.35, 3.6, 3.45)","(26.0, 65.0, 56.5)","(9.0, 12.0, 11.0)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 122.5)"
11-01-2023 19:40:14.612727,"(6.5, 9.6, 9.1)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9656249999999997)","(12.0, 18.5, 16.9)","(2.35, 3.6, 3.45)","(26.0, 65.0, 56.5)","(9.0, 12.0, 11.120000000000001)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 122.5)"
11-01-2023 19:40:15.871414,"(6.5, 9.6, 9.1)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9656249999999997)","(12.0, 18.5, 16.9)","(2.35, 3.6, 3.45)","(26.0, 65.0, 56.5)","(9.0, 12.0, 11.120000000000001)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 122.5)"
11-01-2023 19:40:17.168762,"(6.5, 9.6, 9.1)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9656249999999997)","(12.0, 18.5, 16.166666666666668)","(2.35, 3.6, 3.45)","(26.0, 65.0, 56.5)","(9.0, 12.0, 10.666666666666666)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 141.25)"
11-01-2023 19:40:18.407271,"(6.5, 9.6, 9.1)","(14.0, 99999, 99990)","(2.7, 3.05, 2.9699999999999998)","(12.0, 18.5, 16.5)","(2.35, 3.6, 3.45)","(26.0, 65.0, 56.5)","(9.0, 12.0, 10.444444444444445)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 141.25)"
11-01-2023 19:40:19.682447,"(7.0, 9.6, 9.1)","(15.0, 99999, 99990)","(2.7, 3.05, 2.958333333333333)","(13.0, 18.0, 16.5)","(2.35, 3.6, 3.4)","(31.0, 65.0, 56.5)","(9.0, 12.0, 11.0)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 141.25)"
11-01-2023 19:40:20.914914,"(7.0, 9.6, 9.1)","(15.0, 99999, 99990)","(2.7, 3.05, 2.958333333333333)","(13.0, 18.5, 16.5)","(2.35, 3.6, 3.4)","(31.0, 65.0, 56.5)","(9.0, 12.0, 11.0)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 141.25)"
11-01-2023 19:40:22.064408,"(7.0, 9.6, 9.1)","(15.0, 99999, 99990)","(2.7, 3.05, 2.958333333333333)","(13.0, 18.5, 16.5)","(2.35, 3.6, 3.4)","(31.0, 65.0, 56.5)","(9.0, 12.0, 11.0)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 141.25)"
11-01-2023 19:40:23.242004,"(7.0, 9.6, 9.1)","(15.0, 99999, 99990)","(2.7, 3.05, 2.958333333333333)","(13.0, 18.5, 16.75)","(2.35, 3.6, 3.4)","(31.0, 65.0, 56.5)","(9.0, 12.0, 11.0)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 141.25)"
11-01-2023 19:40:24.369758,"(7.0, 9.6, 9.1)","(15.0, 99999, 99990)","(2.7, 3.05, 2.958333333333333)","(13.0, 18.0, 16.75)","(2.35, 3.6, 3.45)","(31.0, 65.0, 56.5)","(9.0, 12.0, 11.0)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 149.28571428571428)"
11-01-2023 19:40:25.526529,"(7.0, 9.6, 9.1)","(15.0, 99999, 99990)","(2.7, 3.05, 2.958333333333333)","(13.0, 18.5, 16.5)","(2.35, 3.6, 3.45)","(31.0, 65.0, 56.5)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 149.28571428571428)"
11-01-2023 19:40:26.742267,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.05, 2.958333333333333)","(13.0, 18.5, 16.5)","(2.35, 3.6, 3.45)","(31.0, 65.0, 56.5)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 149.28571428571428)"
11-01-2023 19:40:28.013672,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.05, 2.958333333333333)","(13.0, 18.5, 16.5)","(2.35, 3.6, 3.45)","(31.0, 65.0, 56.5)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 150.625)"
11-01-2023 19:40:29.319453,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.05, 2.9633333333333334)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.6, 3.45)","(31.0, 65.0, 56.5)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 150.625)"
11-01-2023 19:40:30.644833,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.05, 2.9633333333333334)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.6, 3.45)","(31.0, 65.0, 56.5)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 150.625)"
11-01-2023 19:40:32.057385,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.05, 2.9633333333333334)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.6, 3.45)","(31.0, 65.0, 56.5)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 160.0, 145.71428571428572)"
11-01-2023 19:40:33.367881,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.05, 2.9633333333333334)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.6, 3.3699999999999997)","(31.0, 65.0, 56.5)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:40:34.647361,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.05, 2.9633333333333334)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.65, 3.3699999999999997)","(31.0, 65.0, 56.5)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:40:35.936698,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.05, 2.9633333333333334)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.65, 3.3499999999999996)","(31.0, 65.0, 62.85714285714286)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 148.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:40:37.202958,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.05, 2.9633333333333334)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.65, 3.36)","(31.0, 65.0, 63.125)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:40:38.430787,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.05, 2.9633333333333334)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.6, 3.45)","(31.0, 65.0, 69.0909090909091)","(9.0, 12.0, 10.815384615384616)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:40:39.765632,"(7.0, 9.6, 8.926315789473685)","(15.0, 99999, 99990)","(2.7, 3.05, 2.9633333333333334)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.6, 3.45)","(31.0, 80.0, 57.5)","(9.0, 12.0, 10.815384615384616)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:40:41.078961,"(7.0, 9.6, 8.926315789473685)","(15.0, 99999, 99990)","(2.7, 3.05, 2.9633333333333334)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.6, 3.45)","(31.0, 80.0, 57.5)","(9.0, 12.0, 10.815384615384616)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:40:42.319101,"(7.0, 9.6, 8.926315789473685)","(15.0, 99999, 99990)","(2.7, 3.05, 2.98)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.6, 3.357142857142857)","(31.0, 80.0, 57.5)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:40:43.634903,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.0, 2.88)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.7, 3.357142857142857)","(31.0, 80.0, 57.5)","(9.0, 12.0, 10.833333333333334)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:40:44.863557,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.0, 2.8628571428571425)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.7, 3.357142857142857)","(31.0, 80.0, 59.0)","(9.0, 12.0, 11.0)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:40:46.087690,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.0, 2.8628571428571425)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.7, 3.357142857142857)","(31.0, 75.0, 57.5)","(9.0, 12.0, 11.0)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:40:47.289443,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.0, 2.868235294117647)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.7, 3.357142857142857)","(31.0, 75.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:40:48.516425,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 3.0, 2.96)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.7, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:40:49.785045,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.98, 2.945)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.65, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.0375)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:40:51.043703,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.98, 2.924)","(13.0, 18.0, 15.916666666666666)","(2.35, 3.65, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.0375)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:40:52.338751,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.96, 2.9028571428571426)","(13.0, 18.0, 16.5)","(2.35, 3.65, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:40:53.681475,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.96, 2.9028571428571426)","(13.0, 18.5, 16.75)","(2.35, 3.65, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:40:55.033322,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.96, 2.9028571428571426)","(13.0, 18.0, 16.5)","(2.35, 3.65, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:40:56.258230,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.96, 2.9028571428571426)","(13.0, 18.5, 16.5)","(2.35, 3.65, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:40:57.479127,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.96, 2.9028571428571426)","(13.0, 18.5, 16.0)","(2.35, 3.65, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:40:58.723808,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.96, 2.9028571428571426)","(13.0, 18.5, 16.75)","(2.35, 3.65, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:41:00.024295,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.96, 2.9028571428571426)","(13.0, 18.0, 16.5)","(2.35, 3.65, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:41:01.308702,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.96, 2.9028571428571426)","(13.0, 18.5, 16.5)","(2.35, 3.65, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 130.0)"
11-01-2023 19:41:02.614476,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.96, 2.88)","(13.0, 18.5, 16.5)","(2.35, 3.65, 3.4749999999999996)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:41:03.916708,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.96, 2.88)","(13.0, 18.5, 16.5)","(2.35, 3.65, 3.525)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 142.85714285714286)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
11-01-2023 19:41:05.263778,"(7.0, 9.6, 9.01818181818182)","(15.0, 99999, 99990)","(2.7, 2.96, 2.864)","(13.0, 18.5, 16.75)","(2.35, 3.75, 3.525)","(31.0, 70.0, 60.0)","(9.0, 12.0, 11.323076923076924)","(101.0, 160.0, 135.0)","(31.0, 65.0, 53.666666666666664)","(51.0, 170.0, 145.71428571428572)"
