,Clark,My Boy Charlott,Hosey Sidekick,Factory Flyer,Ripper Reiko,Shaka Big Tonks,Spring Tune,Call Me Kiah
14-12-2022 18:51:27.217323,"(5.5, 8.6, 8.04)","(5.5, 7.6, 7.4399999999999995)","(21.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.466666666666667)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.6, 7.6117647058823525)","(2.8, 3.35, 3.283333333333333)"
14-12-2022 18:51:28.311332,"(5.5, 8.6, 8.04)","(5.5, 7.6, 7.4399999999999995)","(21.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.4)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.6, 7.047058823529412)","(2.8, 3.35, 3.181578947368421)"
14-12-2022 18:51:29.601061,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(21.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.4)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.6, 8.066666666666666)","(2.8, 3.25, 3.181578947368421)"
14-12-2022 18:51:30.714853,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(21.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.133333333333333)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.4, 8.2)","(2.8, 3.25, 3.181578947368421)"
14-12-2022 18:51:31.841554,"(5.5, 8.6, 8.2)","(5.5, 9.0, 8.7)","(21.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.133333333333333)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.4, 8.2)","(2.8, 3.25, 3.181578947368421)"
14-12-2022 18:51:32.959461,"(5.5, 8.6, 8.2)","(5.5, 9.0, 8.7)","(21.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.133333333333333)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.4, 8.2)","(2.8, 3.25, 3.181578947368421)"
14-12-2022 18:51:34.088934,"(5.5, 8.6, 8.2)","(5.5, 9.0, 8.520000000000001)","(21.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.133333333333333)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.4, 7.866666666666667)","(2.8, 3.25, 3.225)"
14-12-2022 18:51:35.223509,"(5.5, 8.6, 8.2)","(5.5, 8.8, 8.520000000000001)","(21.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.133333333333333)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.4, 7.336842105263157)","(2.8, 3.35, 3.225)"
14-12-2022 18:51:36.344836,"(5.5, 8.6, 8.2)","(5.5, 8.8, 8.520000000000001)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.600000000000001)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.6, 7.336842105263157)","(2.8, 3.35, 3.225)"
14-12-2022 18:51:37.408121,"(5.5, 8.6, 8.2)","(5.5, 8.8, 8.520000000000001)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.600000000000001)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.6, 7.336842105263157)","(2.8, 3.35, 3.225)"
14-12-2022 18:51:38.598004,"(5.5, 8.6, 8.2)","(5.5, 8.8, 8.520000000000001)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.350000000000001)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.6, 6.885714285714285)","(2.8, 3.35, 3.225)"
14-12-2022 18:51:39.740276,"(5.5, 8.6, 8.2)","(5.5, 8.8, 8.520000000000001)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.350000000000001)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.375)","(5.5, 8.6, 6.885714285714285)","(2.8, 3.35, 3.225)"
14-12-2022 18:51:40.928552,"(5.5, 8.6, 8.2)","(5.5, 9.4, 9.06)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.433333333333334)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 15.666666666666666)","(5.5, 8.6, 7.329411764705882)","(2.8, 3.35, 3.1166666666666667)"
14-12-2022 18:51:42.018003,"(5.5, 8.6, 8.2)","(5.5, 9.2, 8.879999999999999)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.466666666666667)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 15.666666666666666)","(5.5, 8.6, 7.329411764705882)","(2.8, 3.15, 3.1166666666666667)"
14-12-2022 18:51:43.044868,"(5.5, 8.6, 8.2)","(5.5, 9.2, 8.879999999999999)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.466666666666667)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 15.666666666666666)","(5.5, 8.6, 7.329411764705882)","(2.8, 3.15, 3.1166666666666667)"
14-12-2022 18:51:44.164934,"(5.5, 8.6, 8.2)","(5.5, 9.2, 8.879999999999999)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.466666666666667)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 15.666666666666666)","(5.5, 8.6, 6.885714285714285)","(2.8, 3.15, 3.1166666666666667)"
14-12-2022 18:51:45.225366,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.360000000000001)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 15.666666666666666)","(5.5, 8.6, 6.885714285714285)","(2.8, 3.15, 3.1166666666666667)"
14-12-2022 18:51:46.370947,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.8, 9.133333333333333)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 15.666666666666666)","(5.5, 8.6, 7.329411764705882)","(2.8, 3.15, 3.1166666666666667)"
14-12-2022 18:51:47.589360,"(5.5, 8.6, 8.2)","(5.5, 9.2, 8.879999999999999)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 9.133333333333333)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 15.666666666666666)","(5.5, 8.6, 7.52)","(2.8, 3.15, 3.2333333333333334)"
14-12-2022 18:51:48.731846,"(5.5, 8.6, 8.2)","(5.5, 9.2, 8.879999999999999)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 9.133333333333333)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 15.666666666666666)","(5.5, 8.6, 7.52)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:51:49.831622,"(5.5, 8.6, 8.2)","(5.5, 9.2, 8.879999999999999)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 9.133333333333333)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 15.666666666666666)","(5.5, 8.6, 6.885714285714285)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:51:51.032727,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 9.066666666666666)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 15.666666666666666)","(5.5, 8.6, 6.927272727272727)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:51:52.152216,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.4)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 15.666666666666666)","(5.5, 8.4, 7.966666666666666)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:51:53.175607,"(5.5, 8.6, 8.2)","(5.5, 9.4, 9.06)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.8)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 15.0)","(5.5, 8.2, 7.966666666666666)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:51:54.288094,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.16)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.8)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.0, 13.583333333333334)","(5.5, 8.2, 7.966666666666666)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:51:55.360336,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.8)","(17.0, 42.0, 38.61538461538461)","(7.0, 14.0, 14.125)","(5.5, 8.2, 7.5249999999999995)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:51:56.439880,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.6)","(17.0, 42.0, 38.61538461538461)","(7.0, 16.0, 13.090909090909092)","(5.5, 8.2, 7.436363636363636)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:51:57.609354,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.8)","(17.0, 42.0, 38.61538461538461)","(7.0, 13.5, 14.807692307692308)","(5.5, 8.2, 7.5777777777777775)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:51:58.725728,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(21.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.8)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.5777777777777775)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:51:59.854345,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(21.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.8)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:52:00.946374,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.371428571428572)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:52:02.064388,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.688888888888888)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:52:03.142008,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.688888888888888)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:52:04.183431,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.688888888888888)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:52:05.264515,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.371428571428572)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:52:06.384728,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.371428571428572)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:52:07.493923,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.09090909090909)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:52:08.663859,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.09090909090909)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:52:09.865025,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.09090909090909)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:52:10.993168,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.09090909090909)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.807692307692308)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.3, 3.2333333333333334)"
14-12-2022 18:52:12.155244,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.371428571428572)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 13.25)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.15, 3.0875)"
14-12-2022 18:52:13.338621,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.688888888888888)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.0)","(5.5, 8.2, 7.488888888888888)","(2.8, 2.9, 2.7805442176870745)"
14-12-2022 18:52:14.432687,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.688888888888888)","(17.0, 42.0, 38.61538461538461)","(7.0, 15.5, 14.3)","(5.5, 8.2, 7.488888888888888)","(2.8, 2.88, 2.8466666666666667)"
14-12-2022 18:52:15.492295,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.314285714285713)","(26.0, 50.0, 32.857142857142854)","(6.0, 9.4, 8.688888888888888)","(17.0, 42.0, 34.0)","(7.0, 15.5, 14.3)","(5.5, 8.2, 7.488888888888888)","(2.8, 2.88, 2.7800454545454545)"
14-12-2022 18:52:16.547555,"(5.5, 8.6, 8.2)","(5.5, 9.6, 8.292307692307691)","(26.0, 50.0, 38.0)","(6.0, 9.4, 8.688888888888888)","(17.0, 42.0, 34.0)","(7.0, 15.5, 14.3)","(5.5, 8.2, 7.3999999999999995)","(2.8, 2.8, 2.73)"
14-12-2022 18:52:17.680034,"(5.5, 8.6, 8.472727272727273)","(5.5, 9.6, 7.822222222222222)","(26.0, 50.0, 38.0)","(6.0, 9.4, 8.709090909090909)","(17.0, 42.0, 36.57142857142857)","(7.0, 15.5, 14.25)","(5.5, 8.2, 7.488888888888888)","(2.8, 2.78, 2.777333333333333)"
14-12-2022 18:52:18.866979,"(5.5, 8.8, 7.866666666666667)","(5.5, 9.6, 7.822222222222222)","(26.0, 50.0, 38.0)","(6.0, 9.8, 8.911111111111111)","(17.0, 42.0, 36.57142857142857)","(7.0, 16.0, 14.25)","(5.5, 8.2, 7.488888888888888)","(2.8, 2.78, 2.999878048780488)"
14-12-2022 18:52:19.921435,"(5.5, 8.8, 7.866666666666667)","(5.5, 9.6, 7.822222222222222)","(26.0, 50.0, 46.0)","(6.0, 9.8, 8.3)","(17.0, 42.0, 35.25)","(7.0, 16.0, 15.0)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.0, 2.9941666666666666)"
14-12-2022 18:52:21.056618,"(5.5, 8.8, 7.866666666666667)","(5.5, 9.6, 7.0285714285714285)","(26.0, 48.0, 44.0)","(6.0, 9.8, 8.3)","(17.0, 42.0, 35.625)","(7.0, 16.0, 14.5)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.15, 2.9941666666666666)"
14-12-2022 18:52:22.190850,"(5.5, 8.8, 8.042105263157895)","(5.5, 9.6, 7.0285714285714285)","(26.0, 48.0, 44.0)","(6.0, 9.8, 8.7)","(17.0, 42.0, 34.0)","(7.0, 16.0, 13.964285714285715)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.15, 2.9941666666666666)"
14-12-2022 18:52:23.291293,"(5.5, 8.8, 8.042105263157895)","(5.5, 9.6, 7.0285714285714285)","(26.0, 48.0, 41.333333333333336)","(6.0, 9.4, 9.2)","(17.0, 42.0, 34.0)","(7.0, 14.5, 13.666666666666666)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.15, 3.0564999999999998)"
14-12-2022 18:52:24.466037,"(5.5, 8.8, 8.042105263157895)","(5.5, 9.6, 6.85)","(26.0, 48.0, 41.333333333333336)","(6.0, 9.4, 9.2)","(17.0, 42.0, 34.0)","(7.0, 14.5, 15.0)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.15, 3.0564999999999998)"
14-12-2022 18:52:25.642960,"(5.5, 8.8, 8.042105263157895)","(5.5, 9.6, 6.85)","(26.0, 48.0, 41.333333333333336)","(6.0, 9.4, 9.2)","(17.0, 42.0, 34.0)","(7.0, 15.5, 13.90909090909091)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.15, 3.0564999999999998)"
14-12-2022 18:52:26.806108,"(5.5, 8.8, 8.042105263157895)","(5.5, 9.6, 6.85)","(26.0, 48.0, 41.333333333333336)","(6.0, 9.4, 8.8)","(17.0, 42.0, 34.0)","(7.0, 15.5, 13.90909090909091)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.15, 3.0564999999999998)"
14-12-2022 18:52:27.909405,"(5.5, 8.8, 8.042105263157895)","(5.5, 9.6, 7.0285714285714285)","(26.0, 48.0, 41.333333333333336)","(6.0, 9.4, 9.2)","(17.0, 42.0, 34.0)","(7.0, 15.5, 14.571428571428571)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.15, 3.0564999999999998)"
14-12-2022 18:52:29.038994,"(5.5, 8.8, 8.042105263157895)","(5.5, 9.6, 6.85)","(26.0, 48.0, 41.333333333333336)","(6.0, 9.4, 9.2)","(17.0, 42.0, 34.0)","(7.0, 15.0, 14.571428571428571)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.15, 3.025333333333333)"
14-12-2022 18:52:30.323015,"(5.5, 8.8, 8.042105263157895)","(5.5, 9.6, 6.85)","(26.0, 48.0, 44.0)","(6.0, 9.4, 9.16)","(17.0, 42.0, 32.4)","(7.0, 15.0, 14.5)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.15, 3.2493548387096776)"
14-12-2022 18:52:31.403183,"(5.5, 8.8, 8.042105263157895)","(5.5, 9.0, 7.199999999999999)","(26.0, 48.0, 43.8)","(6.0, 9.4, 9.16)","(17.0, 42.0, 32.4)","(7.0, 15.0, 14.5)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.25, 3.299032258064516)"
14-12-2022 18:52:32.501533,"(5.5, 8.8, 7.771428571428572)","(5.5, 9.6, 7.0285714285714285)","(26.0, 48.0, 43.8)","(6.0, 9.4, 8.35)","(17.0, 42.0, 32.4)","(7.0, 15.0, 14.5)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.3, 3.299032258064516)"
14-12-2022 18:52:33.616336,"(5.5, 8.8, 7.771428571428572)","(5.5, 9.6, 7.0285714285714285)","(26.0, 48.0, 43.8)","(6.0, 9.4, 8.95)","(17.0, 42.0, 36.666666666666664)","(7.0, 15.0, 14.5)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.3, 3.2985714285714285)"
14-12-2022 18:52:34.643219,"(5.5, 8.8, 7.771428571428572)","(5.5, 9.0, 7.6)","(26.0, 48.0, 43.8)","(6.0, 9.4, 9.2)","(17.0, 42.0, 29.555555555555557)","(7.0, 15.0, 14.5)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.3, 3.2985714285714285)"
14-12-2022 18:52:35.810415,"(5.5, 8.8, 8.0)","(5.5, 7.6, 7.4399999999999995)","(26.0, 50.0, 34.666666666666664)","(6.0, 9.4, 9.2)","(17.0, 42.0, 38.0)","(7.0, 15.0, 14.5)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.3, 3.2985714285714285)"
14-12-2022 18:52:37.002738,"(5.5, 8.8, 8.0)","(5.5, 7.6, 7.4399999999999995)","(26.0, 50.0, 34.666666666666664)","(6.0, 9.4, 8.96)","(17.0, 40.0, 38.0)","(7.0, 15.0, 14.5)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.3, 3.2985714285714285)"
14-12-2022 18:52:38.031903,"(5.5, 8.8, 8.0)","(5.5, 7.6, 7.4399999999999995)","(26.0, 50.0, 34.666666666666664)","(6.0, 9.4, 8.96)","(17.0, 40.0, 38.0)","(7.0, 15.0, 14.5)","(5.5, 8.2, 7.3999999999999995)","(2.8, 3.3, 3.2985714285714285)"
14-12-2022 18:52:39.092742,"(5.5, 8.8, 8.0)","(5.5, 7.6, 7.4399999999999995)","(26.0, 50.0, 34.666666666666664)","(6.0, 9.4, 8.542857142857143)","(17.0, 40.0, 38.0)","(7.0, 15.0, 14.5)","(5.5, 8.2, 7.488888888888888)","(2.8, 3.3, 2.920672268907563)"
14-12-2022 18:52:40.280270,"(5.5, 8.8, 8.0)","(5.5, 7.6, 7.3999999999999995)","(26.0, 50.0, 34.666666666666664)","(6.0, 9.4, 8.169230769230769)","(17.0, 40.0, 38.0)","(7.0, 15.0, 14.6875)","(5.5, 8.2, 7.290909090909091)","(2.8, 3.0, 2.9040650406504063)"
14-12-2022 18:52:41.351272,"(5.5, 8.4, 7.890909090909091)","(5.5, 7.6, 7.457142857142856)","(26.0, 50.0, 34.666666666666664)","(6.0, 9.0, 8.236363636363636)","(17.0, 40.0, 38.0)","(7.0, 15.0, 14.9)","(5.5, 7.8, 7.290909090909091)","(2.8, 3.0, 2.9040650406504063)"
14-12-2022 18:52:42.392457,"(5.5, 8.4, 7.890909090909091)","(5.5, 7.6, 7.457142857142856)","(26.0, 50.0, 34.666666666666664)","(6.0, 9.0, 8.236363636363636)","(17.0, 40.0, 38.0)","(7.0, 15.5, 14.9)","(5.5, 7.8, 7.1)","(2.8, 3.0, 2.9749999999999996)"
14-12-2022 18:52:43.558414,"(5.5, 8.4, 7.890909090909091)","(5.5, 7.6, 7.457142857142856)","(26.0, 50.0, 34.666666666666664)","(6.0, 9.0, 8.416666666666666)","(17.0, 40.0, 38.0)","(7.0, 15.5, 14.9)","(5.5, 7.8, 7.333333333333333)","(2.7, 3.05, 2.9749999999999996)"
14-12-2022 18:52:44.648679,"(5.5, 8.4, 7.890909090909091)","(5.5, 7.6, 7.457142857142856)","(26.0, 50.0, 34.666666666666664)","(6.0, 9.0, 8.416666666666666)","(17.0, 40.0, 38.0)","(7.0, 15.5, 14.9)","(5.5, 7.8, 7.333333333333333)","(2.7, 3.05, 2.9749999999999996)"
14-12-2022 18:52:45.696859,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 7.457142857142856)","(31.0, 50.0, 34.666666666666664)","(6.0, 9.0, 8.416666666666666)","(19.0, 40.0, 38.0)","(7.5, 15.5, 14.9)","(6.0, 7.8, 7.333333333333333)","(2.5, 3.05, 2.9749999999999996)"
14-12-2022 18:52:46.827662,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 7.457142857142856)","(31.0, 50.0, 46.09090909090909)","(6.0, 9.0, 8.416666666666666)","(19.0, 40.0, 31.333333333333332)","(7.5, 15.5, 14.9)","(6.0, 7.8, 7.333333333333333)","(2.5, 3.05, 2.9749999999999996)"
14-12-2022 18:52:47.979915,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 7.457142857142856)","(31.0, 48.0, 46.09090909090909)","(6.0, 9.0, 8.236363636363636)","(19.0, 40.0, 33.5)","(7.5, 15.5, 14.9)","(6.0, 7.8, 7.1)","(2.5, 3.05, 2.9749999999999996)"
14-12-2022 18:52:49.111766,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 7.3999999999999995)","(31.0, 48.0, 46.09090909090909)","(6.0, 9.0, 8.236363636363636)","(19.0, 40.0, 33.5)","(7.5, 15.5, 15.1)","(6.0, 7.8, 7.333333333333333)","(2.5, 3.05, 2.9749999999999996)"
14-12-2022 18:52:50.256436,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 7.3999999999999995)","(31.0, 48.0, 46.09090909090909)","(6.0, 9.0, 8.416666666666666)","(19.0, 40.0, 33.5)","(7.5, 15.5, 15.1)","(6.0, 7.8, 7.333333333333333)","(2.5, 3.05, 2.9749999999999996)"
14-12-2022 18:52:51.392962,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 6.76)","(31.0, 48.0, 46.09090909090909)","(6.0, 9.0, 8.416666666666666)","(19.0, 40.0, 33.5)","(7.5, 15.5, 15.1)","(6.0, 7.8, 7.333333333333333)","(2.5, 3.05, 2.9749999999999996)"
14-12-2022 18:52:52.548142,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 6.76)","(31.0, 48.0, 43.8)","(6.0, 9.0, 8.416666666666666)","(19.0, 40.0, 33.5)","(7.5, 15.5, 15.1)","(6.0, 7.8, 7.333333333333333)","(2.5, 3.05, 2.9749999999999996)"
14-12-2022 18:52:53.606649,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 6.76)","(31.0, 48.0, 37.85714285714286)","(6.0, 9.0, 8.236363636363636)","(19.0, 40.0, 33.5)","(7.5, 15.5, 15.1)","(6.0, 7.8, 7.1)","(2.5, 3.05, 2.9749999999999996)"
14-12-2022 18:52:54.719109,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 6.76)","(31.0, 46.0, 35.44444444444444)","(6.0, 9.0, 8.416666666666666)","(19.0, 40.0, 38.285714285714285)","(7.5, 15.5, 15.1)","(6.0, 7.8, 7.333333333333333)","(2.5, 2.98, 2.9363636363636365)"
14-12-2022 18:52:55.980129,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 6.76)","(31.0, 46.0, 35.44444444444444)","(6.0, 9.0, 8.416666666666666)","(19.0, 38.0, 34.666666666666664)","(7.5, 15.5, 15.1)","(6.0, 7.8, 7.333333333333333)","(2.5, 2.98, 2.9363636363636365)"
14-12-2022 18:52:57.138082,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 6.76)","(31.0, 46.0, 35.44444444444444)","(6.0, 9.0, 8.236363636363636)","(19.0, 38.0, 34.666666666666664)","(7.5, 15.5, 15.1)","(6.0, 7.8, 7.1)","(2.5, 2.98, 2.73)"
14-12-2022 18:52:58.289613,"(5.5, 8.4, 7.890909090909091)","(6.0, 7.6, 6.953846153846154)","(31.0, 46.0, 35.44444444444444)","(6.0, 9.0, 8.236363636363636)","(19.0, 38.0, 34.666666666666664)","(7.5, 15.5, 15.25)","(6.0, 7.8, 7.4)","(2.5, 2.9, 2.847272727272727)"
