,Paddy Hayze,Capacitor,Striking Stare,Be The Best,Atomic Len,Vibranium,Nomad Road
06-01-2023 13:05:12.647070,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 345.0)","(15.0, 46.0, 24.57142857142857)"
06-01-2023 13:05:13.708424,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 345.0)","(15.0, 46.0, 24.57142857142857)"
06-01-2023 13:05:14.751785,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 345.0)","(15.0, 46.0, 24.57142857142857)"
06-01-2023 13:05:15.783477,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 345.0)","(15.0, 46.0, 24.57142857142857)"
06-01-2023 13:05:16.732285,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 345.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:17.680061,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 345.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:18.788345,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 345.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:19.778272,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 350.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:20.709625,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 350.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:21.675430,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 350.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:22.629291,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 350.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:23.601807,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 350.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:24.574122,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 350.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:25.489878,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.395)","(81.0, 610.0, 350.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:26.431298,"(2.35, 3.9, 2.548888888888889)","(15.0, 46.0, 24.214285714285715)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.6312500000000005)","(2.2, 2.98, 2.512)","(81.0, 610.0, 350.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:27.414330,"(2.35, 3.9, 2.456)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 24.583333333333332)","(4.6, 8.8, 5.983333333333334)","(2.2, 2.98, 2.512)","(81.0, 610.0, 350.0)","(15.0, 46.0, 21.0)"
06-01-2023 13:05:28.351914,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 24.583333333333332)","(4.6, 8.8, 5.983333333333334)","(2.2, 2.98, 2.512)","(81.0, 610.0, 350.0)","(15.0, 46.0, 33.88461538461539)"
06-01-2023 13:05:29.392444,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 24.583333333333332)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 33.88461538461539)"
06-01-2023 13:05:30.385440,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 24.583333333333332)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 33.88461538461539)"
06-01-2023 13:05:31.366371,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 21.833333333333332)"
06-01-2023 13:05:32.354759,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 21.833333333333332)"
06-01-2023 13:05:33.374079,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 33.88461538461539)"
06-01-2023 13:05:34.382664,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:35.470151,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:36.610003,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:37.839881,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 24.583333333333332)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:39.053440,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:40.187406,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:41.249847,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:42.243029,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:43.173147,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:44.212023,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:45.197533,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.2675)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:46.289799,"(2.35, 3.85, 3.115)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.6237500000000002)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:47.268890,"(2.35, 3.85, 3.7163636363636368)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.4514285714285715)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:48.245270,"(2.35, 3.85, 3.66875)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 24.583333333333332)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.4514285714285715)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:49.408720,"(2.35, 3.85, 3.688888888888889)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.3049999999999997)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:50.504973,"(2.35, 3.85, 3.688888888888889)","(15.0, 46.0, 20.583333333333332)","(18.0, 60.0, 29.642857142857142)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.3049999999999997)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.25)"
06-01-2023 13:05:51.509576,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 26.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 350.0)","(15.0, 46.0, 36.15625)"
06-01-2023 13:05:52.591685,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 26.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.666666666666668)"
06-01-2023 13:05:53.619430,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 26.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.666666666666668)"
06-01-2023 13:05:54.708437,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 26.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.666666666666668)"
06-01-2023 13:05:55.863199,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 26.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.666666666666668)"
06-01-2023 13:05:56.950657,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 26.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 350.0)","(15.0, 46.0, 22.666666666666668)"
06-01-2023 13:05:57.972117,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 22.22222222222222)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 350.0)","(15.0, 46.0, 36.15625)"
06-01-2023 13:05:58.941764,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 36.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 350.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:05:59.882894,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 36.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 552.7777777777778)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:00.886773,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 39.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:01.859355,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 39.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:02.965271,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 39.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:04.080636,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 39.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:05.161821,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 39.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:06.240548,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 39.0)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:07.355410,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 40.23529411764706)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:08.508600,"(2.35, 3.85, 3.705)","(15.0, 46.0, 18.55)","(18.0, 60.0, 40.23529411764706)","(4.6, 8.8, 5.271428571428571)","(2.2, 2.98, 2.32375)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:09.611734,"(2.35, 3.85, 3.707)","(15.0, 46.0, 18.55)","(18.0, 60.0, 41.333333333333336)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.393333333333333)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:10.714859,"(2.35, 3.85, 3.709)","(15.0, 46.0, 18.55)","(18.0, 60.0, 41.333333333333336)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.393333333333333)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:11.679213,"(2.35, 3.85, 3.165)","(15.0, 46.0, 18.55)","(18.0, 60.0, 41.333333333333336)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.393333333333333)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:12.725630,"(2.35, 3.85, 3.165)","(15.0, 46.0, 18.55)","(18.0, 60.0, 41.333333333333336)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.393333333333333)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:13.848411,"(2.35, 3.85, 3.165)","(15.0, 46.0, 18.55)","(18.0, 60.0, 41.333333333333336)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.393333333333333)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:14.900800,"(2.35, 3.85, 3.165)","(15.0, 46.0, 18.55)","(18.0, 60.0, 41.333333333333336)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.393333333333333)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:15.848278,"(2.35, 3.85, 3.715)","(15.0, 46.0, 18.55)","(18.0, 60.0, 41.333333333333336)","(4.6, 8.6, 5.6)","(2.2, 2.98, 2.3966666666666665)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:16.884694,"(2.35, 3.85, 3.7022222222222223)","(15.0, 46.0, 18.55)","(18.0, 60.0, 41.333333333333336)","(4.6, 8.6, 5.6)","(2.2, 2.98, 2.3966666666666665)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:18.031219,"(2.35, 3.85, 3.7022222222222223)","(15.0, 46.0, 18.55)","(18.0, 60.0, 41.333333333333336)","(4.6, 8.6, 5.6)","(2.2, 2.98, 2.3966666666666665)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.083333333333332)"
06-01-2023 13:06:19.188427,"(2.35, 3.85, 3.7022222222222223)","(15.0, 46.0, 21.045454545454547)","(18.0, 60.0, 46.0)","(4.6, 8.6, 5.6)","(2.2, 2.98, 2.3966666666666665)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.5)"
06-01-2023 13:06:20.232069,"(2.35, 3.85, 3.7022222222222223)","(15.0, 44.0, 34.5)","(18.0, 55.0, 42.66666666666667)","(4.6, 8.6, 5.6)","(2.2, 2.98, 2.3966666666666665)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.5)"
06-01-2023 13:06:21.271245,"(2.35, 3.85, 3.7022222222222223)","(15.0, 44.0, 34.5)","(18.0, 55.0, 42.66666666666667)","(4.6, 8.6, 5.253333333333333)","(2.2, 2.98, 2.299459459459459)","(81.0, 610.0, 355.0)","(15.0, 46.0, 34.65384615384615)"
06-01-2023 13:06:22.343831,"(2.35, 3.85, 3.7022222222222223)","(15.0, 44.0, 34.5)","(18.0, 55.0, 42.66666666666667)","(4.6, 8.8, 5.6)","(2.2, 3.0, 2.313333333333333)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:23.486563,"(2.35, 3.85, 3.7190000000000003)","(15.0, 44.0, 34.5)","(18.0, 55.0, 42.66666666666667)","(4.6, 8.6, 5.6)","(2.2, 2.98, 2.313333333333333)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:24.612026,"(2.35, 3.85, 3.721)","(15.0, 44.0, 34.5)","(18.0, 55.0, 38.55555555555556)","(4.6, 8.6, 5.6)","(2.2, 2.98, 2.62)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:25.653116,"(2.35, 3.85, 3.732727272727273)","(15.0, 44.0, 34.5)","(18.0, 55.0, 38.55555555555556)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.62)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:26.732797,"(2.35, 3.85, 3.732727272727273)","(15.0, 44.0, 34.5)","(18.0, 55.0, 38.55555555555556)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.62)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:27.735576,"(2.35, 3.85, 3.732727272727273)","(15.0, 44.0, 34.5)","(18.0, 55.0, 38.55555555555556)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.62)","(81.0, 610.0, 355.0)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:28.758085,"(2.35, 3.85, 3.732727272727273)","(15.0, 44.0, 34.5)","(18.0, 55.0, 38.55555555555556)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.3899999999999997)","(81.0, 610.0, 537.1428571428571)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:29.771410,"(2.35, 3.85, 3.7441666666666666)","(15.0, 44.0, 33.230769230769226)","(18.0, 55.0, 34.14285714285714)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:30.826436,"(2.35, 3.85, 3.6)","(15.0, 44.0, 27.5)","(18.0, 55.0, 34.42857142857143)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:31.922378,"(2.35, 3.85, 3.725)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:33.023038,"(2.35, 3.85, 3.7363636363636363)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:34.114734,"(2.35, 3.85, 3.7363636363636363)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:35.294964,"(2.35, 3.85, 3.7363636363636363)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.253333333333333)","(2.2, 2.94, 2.62)","(81.0, 610.0, 567.5)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:36.493876,"(2.35, 3.85, 3.7363636363636363)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.8, 5.6)","(2.2, 2.96, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:37.729458,"(2.35, 3.85, 3.7475)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:38.837812,"(2.35, 3.85, 3.7155555555555555)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:39.893353,"(2.35, 3.85, 3.7155555555555555)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:40.966188,"(2.35, 3.85, 3.7155555555555555)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 23.916666666666668)"
06-01-2023 13:06:42.098360,"(2.35, 3.85, 3.7155555555555555)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.253333333333333)","(2.2, 2.94, 2.62)","(81.0, 610.0, 567.5)","(15.0, 46.0, 34.65384615384615)"
06-01-2023 13:06:43.074122,"(2.35, 3.85, 3.7155555555555555)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.8, 5.253333333333333)","(2.2, 2.96, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 24.333333333333332)"
06-01-2023 13:06:44.051963,"(2.35, 3.85, 3.731)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3459999999999996)","(81.0, 610.0, 567.5)","(15.0, 46.0, 24.333333333333332)"
06-01-2023 13:06:45.162443,"(2.35, 3.85, 3.72)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3459999999999996)","(81.0, 610.0, 567.5)","(15.0, 46.0, 34.65384615384615)"
06-01-2023 13:06:46.333030,"(2.35, 3.85, 3.733)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.444444444444443)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 25.166666666666668)"
06-01-2023 13:06:47.528444,"(2.35, 3.85, 3.733)","(15.0, 44.0, 19.7)","(18.0, 55.0, 23.05)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 25.166666666666668)"
06-01-2023 13:06:48.714723,"(2.35, 3.85, 3.733)","(15.0, 44.0, 28.1)","(18.0, 55.0, 25.954545454545453)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.3899999999999997)","(81.0, 610.0, 567.5)","(15.0, 46.0, 25.166666666666668)"
06-01-2023 13:06:49.870964,"(2.35, 3.85, 3.733)","(15.0, 44.0, 20.6)","(18.0, 55.0, 25.954545454545453)","(4.6, 8.6, 5.6)","(2.2, 2.94, 2.348)","(81.0, 610.0, 567.5)","(15.0, 46.0, 25.166666666666668)"
06-01-2023 13:06:51.059259,"(2.35, 3.85, 3.7350000000000003)","(15.0, 44.0, 20.6)","(18.0, 55.0, 25.954545454545453)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.348)","(81.0, 610.0, 567.5)","(15.0, 46.0, 25.166666666666668)"
06-01-2023 13:06:52.234534,"(2.35, 3.85, 3.7244444444444444)","(15.0, 44.0, 20.6)","(18.0, 55.0, 25.954545454545453)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.348)","(81.0, 610.0, 567.5)","(15.0, 46.0, 25.166666666666668)"
06-01-2023 13:06:53.389413,"(2.35, 3.85, 3.737)","(15.0, 44.0, 20.6)","(18.0, 55.0, 25.954545454545453)","(4.6, 8.6, 5.6)","(2.2, 2.96, 2.348)","(81.0, 610.0, 567.5)","(15.0, 46.0, 25.166666666666668)"
