,Dasha Tullamore,Burnt Brother,Phantom Jasper,Stormy Paradise,Sunset Charlie,Kingsbrae Archie,Liar For Hire,Dixie Kath
15-12-2022 13:06:40.553636,"(101.0, 990.0, 693.3333333333333)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 43.77777777777778)","(16.0, 48.0, 36.4)","(6.5, 11.0, 8.44)","(2.6, 3.9, 3.6199999999999997)"
15-12-2022 13:06:41.649181,"(101.0, 970.0, 344.54545454545456)","(26.0, 120.0, 77.17647058823529)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 36.4)","(6.5, 11.0, 8.44)","(2.6, 3.9, 3.6199999999999997)"
15-12-2022 13:06:42.769413,"(101.0, 970.0, 344.54545454545456)","(26.0, 140.0, 128.89999999999998)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 36.4)","(6.5, 11.0, 8.3)","(2.6, 3.9, 3.74)"
15-12-2022 13:06:43.869569,"(101.0, 970.0, 344.54545454545456)","(26.0, 140.0, 128.89999999999998)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.85714285714286)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7153846153846155)"
15-12-2022 13:06:45.009847,"(101.0, 650.0, 572.8571428571429)","(26.0, 140.0, 128.89999999999998)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.85714285714286)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7153846153846155)"
15-12-2022 13:06:46.125322,"(101.0, 650.0, 572.8571428571429)","(26.0, 140.0, 128.89999999999998)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.85714285714286)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.6199999999999997)"
15-12-2022 13:06:47.180012,"(101.0, 650.0, 572.8571428571429)","(26.0, 140.0, 128.89999999999998)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7153846153846155)"
15-12-2022 13:06:48.248018,"(101.0, 650.0, 572.8571428571429)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7153846153846155)"
15-12-2022 13:06:49.280619,"(101.0, 650.0, 572.8571428571429)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7875)"
15-12-2022 13:06:50.264588,"(101.0, 650.0, 572.8571428571429)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7875)"
15-12-2022 13:06:51.394109,"(101.0, 650.0, 572.8571428571429)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.69)"
15-12-2022 13:06:52.581682,"(101.0, 650.0, 572.8571428571429)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7875)"
15-12-2022 13:06:53.725396,"(101.0, 650.0, 470.0)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7875)"
15-12-2022 13:06:54.835833,"(101.0, 650.0, 380.0)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7875)"
15-12-2022 13:06:55.946452,"(101.0, 650.0, 380.0)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.69)"
15-12-2022 13:06:57.065471,"(101.0, 650.0, 380.0)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.69)"
15-12-2022 13:06:58.129208,"(101.0, 640.0, 354.6153846153846)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7875)"
15-12-2022 13:06:59.190197,"(101.0, 630.0, 393.6363636363636)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7875)"
15-12-2022 13:07:00.155982,"(101.0, 630.0, 393.6363636363636)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7875)"
15-12-2022 13:07:01.239809,"(101.0, 630.0, 393.6363636363636)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.69)"
15-12-2022 13:07:02.397971,"(81.0, 630.0, 393.6363636363636)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 90.0, 50.61538461538461)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7875)"
15-12-2022 13:07:03.571117,"(81.0, 630.0, 393.6363636363636)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 90.0, 45.285714285714285)","(16.0, 48.0, 43.333333333333336)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7875)"
15-12-2022 13:07:04.794110,"(81.0, 630.0, 393.6363636363636)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 43.5)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.7875)"
15-12-2022 13:07:06.080159,"(81.0, 630.0, 393.6363636363636)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 43.666666666666664)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.69)"
15-12-2022 13:07:07.329947,"(81.0, 630.0, 393.6363636363636)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 43.666666666666664)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.69)"
15-12-2022 13:07:08.609628,"(81.0, 630.0, 393.6363636363636)","(26.0, 140.0, 128.89999999999998)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 43.666666666666664)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.9, 3.725)"
15-12-2022 13:07:09.812771,"(81.0, 630.0, 422.0)","(26.0, 140.0, 128.89999999999998)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 43.666666666666664)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.85, 3.725)"
15-12-2022 13:07:11.033158,"(81.0, 630.0, 422.0)","(26.0, 140.0, 128.89999999999998)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 43.666666666666664)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.85, 3.725)"
15-12-2022 13:07:12.128783,"(101.0, 630.0, 422.0)","(26.0, 140.0, 128.89999999999998)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 43.666666666666664)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.85, 3.54375)"
15-12-2022 13:07:13.309688,"(101.0, 630.0, 422.0)","(26.0, 140.0, 128.89999999999998)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 43.666666666666664)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.85, 3.675)"
15-12-2022 13:07:14.454262,"(101.0, 590.0, 521.4285714285714)","(26.0, 130.0, 111.63636363636364)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 43.666666666666664)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.85, 3.675)"
15-12-2022 13:07:15.532266,"(101.0, 590.0, 521.4285714285714)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 43.666666666666664)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.85, 3.675)"
15-12-2022 13:07:16.703284,"(101.0, 590.0, 521.4285714285714)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 11.0, 8.726315789473684)","(2.6, 3.85, 3.675)"
15-12-2022 13:07:17.874036,"(101.0, 590.0, 521.4285714285714)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 11.0, 8.75625)","(2.6, 3.85, 3.54375)"
15-12-2022 13:07:19.105810,"(101.0, 590.0, 521.4285714285714)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 9.11111111111111)","(2.6, 3.85, 3.675)"
15-12-2022 13:07:20.326151,"(101.0, 590.0, 521.4285714285714)","(26.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.777777777777779)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:21.484473,"(81.0, 590.0, 521.4285714285714)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.176470588235293)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:22.553176,"(81.0, 590.0, 521.4285714285714)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:07:23.769758,"(81.0, 590.0, 521.4285714285714)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:07:24.905801,"(81.0, 590.0, 521.4285714285714)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:26.139066,"(81.0, 590.0, 521.4285714285714)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:27.374225,"(81.0, 590.0, 315.7142857142857)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:28.656788,"(81.0, 590.0, 315.7142857142857)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:07:29.957638,"(81.0, 590.0, 315.7142857142857)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:31.234224,"(81.0, 590.0, 315.7142857142857)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:32.569448,"(81.0, 590.0, 315.7142857142857)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:07:33.830405,"(81.0, 590.0, 315.7142857142857)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:07:35.024273,"(81.0, 590.0, 315.7142857142857)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:36.183059,"(81.0, 590.0, 315.7142857142857)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:37.306306,"(81.0, 590.0, 315.7142857142857)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.7875)"
15-12-2022 13:07:38.380946,"(81.0, 590.0, 315.7142857142857)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.0628571428571427)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.7875)"
15-12-2022 13:07:39.506058,"(81.0, 590.0, 331.53846153846155)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.7875)"
15-12-2022 13:07:40.764439,"(81.0, 590.0, 331.53846153846155)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.21)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.625)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:07:41.998751,"(81.0, 590.0, 331.53846153846155)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.75, 3.1933333333333334)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 9.04)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:07:43.237964,"(81.0, 590.0, 512.8571428571429)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.7, 3.1933333333333334)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.04)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:07:44.513964,"(81.0, 580.0, 512.8571428571429)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.7, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.04)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:07:45.789326,"(81.0, 580.0, 512.8571428571429)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.545454545454545)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:46.999239,"(81.0, 580.0, 512.8571428571429)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.088888888888889)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:48.192577,"(81.0, 580.0, 392.0)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 9.8, 9.342857142857143)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:49.349481,"(81.0, 570.0, 307.1428571428571)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 9.8, 9.342857142857143)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:07:50.520641,"(81.0, 570.0, 307.1428571428571)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 9.8, 9.200000000000001)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:07:51.861310,"(81.0, 570.0, 307.1428571428571)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 9.8, 9.436363636363637)","(2.6, 3.85, 3.7875)"
15-12-2022 13:07:53.073644,"(81.0, 570.0, 307.1428571428571)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 9.8, 9.22857142857143)","(2.6, 3.85, 3.7875)"
15-12-2022 13:07:54.325055,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 9.8, 9.175)","(2.6, 3.85, 3.7875)"
15-12-2022 13:07:55.563111,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.21)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.071428571428571)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:07:56.931198,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.75, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.5, 8.742857142857144)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:07:58.223269,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.1933333333333334)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.2)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:07:59.443466,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.7, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.2)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:00.663326,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.022222222222222)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:01.913386,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.9)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:03.055933,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.9)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:04.160023,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.9)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:05.304870,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.11111111111111)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:06.454603,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.11111111111111)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:07.674214,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.28)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:08.924603,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.28)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:10.229717,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.28)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:11.800406,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.28)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:13.295844,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.28)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:14.701790,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.28)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:16.113697,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.2)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:17.699403,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.2)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:19.215257,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.507692307692308)","(2.6, 3.85, 3.6166666666666667)"
