,Quested Bale,Flying Redeemer,Fabs Wasabi,Break The Clouds,Miss Daisy Lee,Coppola Bale,Heavy Load,Lowick Bale
07-12-2022 18:51:35.930066,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 100.0, 63.63636363636364)","(13.0, 16.0, 15.76923076923077)","(3.9, 5.1, 5.02)"
07-12-2022 18:51:37.192795,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.194736842105263)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 100.0, 63.63636363636364)","(13.0, 16.0, 15.76923076923077)","(3.9, 5.1, 5.02)"
07-12-2022 18:51:38.470191,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.194736842105263)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 100.0, 63.63636363636364)","(13.0, 16.0, 15.76923076923077)","(3.9, 5.1, 5.02)"
07-12-2022 18:51:40.052073,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 100.0, 63.63636363636364)","(13.0, 16.0, 15.76923076923077)","(3.9, 5.1, 5.042857142857143)"
07-12-2022 18:51:41.706208,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 100.0, 63.63636363636364)","(13.0, 16.0, 15.76923076923077)","(3.9, 5.1, 5.02)"
07-12-2022 18:51:43.101503,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 100.0, 63.63636363636364)","(13.0, 16.0, 15.76923076923077)","(3.9, 5.1, 5.02)"
07-12-2022 18:51:44.417482,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 100.0, 63.63636363636364)","(13.0, 16.0, 15.76923076923077)","(3.9, 5.1, 5.042857142857143)"
07-12-2022 18:51:45.547103,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 100.0, 63.63636363636364)","(13.0, 16.0, 15.76923076923077)","(3.9, 5.1, 5.042857142857143)"
07-12-2022 18:51:46.659901,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 100.0, 63.18181818181818)","(13.0, 16.0, 15.76923076923077)","(3.9, 5.1, 5.042857142857143)"
07-12-2022 18:51:47.792579,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 100.0, 63.18181818181818)","(13.0, 16.0, 15.76923076923077)","(3.9, 5.1, 5.0)"
07-12-2022 18:51:48.909634,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 100.0, 78.33333333333333)","(13.0, 16.0, 15.5)","(3.9, 5.1, 4.85)"
07-12-2022 18:51:50.134829,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 78.33333333333333)","(13.0, 16.0, 14.588235294117647)","(3.8, 5.1, 4.85)"
07-12-2022 18:51:51.334698,"(3.1, 4.7, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 78.33333333333333)","(13.0, 16.5, 14.694444444444445)","(3.8, 5.1, 4.85)"
07-12-2022 18:51:52.651738,"(3.1, 4.6, 4.266666666666667)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.77777777777778)","(13.0, 16.5, 14.694444444444445)","(3.8, 5.1, 4.85)"
07-12-2022 18:51:53.924752,"(3.1, 4.6, 4.199999999999999)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.77777777777778)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.1, 4.8)"
07-12-2022 18:51:55.128174,"(3.1, 4.6, 4.292307692307692)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.77777777777778)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.1, 4.8)"
07-12-2022 18:51:56.351667,"(3.1, 4.6, 4.292307692307692)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.77777777777778)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.1, 4.8)"
07-12-2022 18:51:57.500956,"(3.1, 4.6, 4.2)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.77777777777778)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.1, 4.575)"
07-12-2022 18:51:58.614032,"(3.1, 4.6, 4.2)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.77777777777778)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.1, 4.866666666666667)"
07-12-2022 18:51:59.752471,"(3.1, 4.6, 4.3)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.363636363636363)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.77777777777778)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.775)"
07-12-2022 18:52:00.802137,"(3.1, 4.6, 4.3999999999999995)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.363636363636363)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.77777777777778)","(13.0, 16.5, 14.892857142857142)","(3.8, 4.9, 4.775)"
07-12-2022 18:52:01.894920,"(3.1, 4.6, 4.3999999999999995)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.363636363636363)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 4.9, 4.76)"
07-12-2022 18:52:02.978149,"(3.1, 4.6, 4.3999999999999995)","(2.5, 3.4, 3.2285714285714286)","(9.0, 8.8, 8.363636363636363)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.76)"
07-12-2022 18:52:04.135687,"(3.1, 4.6, 4.3999999999999995)","(2.5, 3.4, 3.330769230769231)","(9.0, 8.8, 8.363636363636363)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.7)"
07-12-2022 18:52:05.307130,"(3.1, 4.6, 4.3999999999999995)","(2.5, 3.45, 3.2)","(9.0, 8.8, 8.363636363636363)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.550000000000001)"
07-12-2022 18:52:06.445623,"(3.1, 4.6, 4.458823529411765)","(2.5, 3.45, 3.29375)","(9.0, 8.8, 8.363636363636363)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.550000000000001)"
07-12-2022 18:52:07.608568,"(3.1, 4.6, 4.415384615384615)","(2.5, 3.45, 3.371875)","(9.0, 8.8, 8.285714285714286)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 39.6)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.550000000000001)"
07-12-2022 18:52:08.752949,"(3.1, 4.6, 4.415384615384615)","(2.5, 3.45, 3.483783783783784)","(9.0, 8.8, 8.654545454545454)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 37.0)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.85)"
07-12-2022 18:52:09.959502,"(3.1, 3.9, 3.806550218340611)","(2.5, 3.7, 3.483783783783784)","(9.0, 8.8, 8.553846153846154)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.660869565217391)"
07-12-2022 18:52:11.037748,"(3.1, 3.9, 3.806696428571428)","(2.5, 3.5, 3.4305555555555554)","(9.0, 8.8, 8.553846153846154)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.660869565217391)"
07-12-2022 18:52:12.096019,"(3.1, 3.9, 3.806696428571428)","(2.5, 3.5, 3.4)","(9.0, 8.8, 8.5)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.640000000000001)"
07-12-2022 18:52:13.133941,"(3.1, 3.7, 3.6516949152542373)","(2.5, 3.7, 3.3911764705882352)","(9.0, 8.8, 8.5)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.6347826086956525)"
07-12-2022 18:52:14.195047,"(3.1, 3.7, 3.6531007751937983)","(2.5, 3.7, 3.4028301886792454)","(9.0, 8.8, 8.628571428571428)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.533333333333333)"
07-12-2022 18:52:15.209009,"(3.1, 3.7, 3.6521186440677966)","(2.5, 3.65, 3.52027027027027)","(9.0, 8.8, 8.5)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.533333333333333)"
07-12-2022 18:52:16.291154,"(3.1, 3.7, 3.6521186440677966)","(2.5, 3.65, 3.5018518518518515)","(9.0, 9.0, 8.5)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.533333333333333)"
07-12-2022 18:52:17.329981,"(3.1, 3.7, 3.6521186440677966)","(2.5, 3.65, 3.5018518518518515)","(9.0, 8.8, 8.5)","(21.0, 44.0, 43.333333333333336)","(13.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(13.0, 16.5, 14.892857142857142)","(3.8, 5.0, 4.75)"
07-12-2022 18:52:18.443325,"(3.3, 3.7, 3.6536764705882354)","(2.5, 3.65, 3.5666666666666664)","(7.5, 8.8, 8.5)","(21.0, 44.0, 43.333333333333336)","(14.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(12.0, 16.5, 14.892857142857142)","(4.2, 5.0, 4.75)"
07-12-2022 18:52:19.514473,"(3.3, 3.7, 3.6522727272727273)","(2.5, 3.65, 3.525)","(7.5, 8.8, 8.6)","(21.0, 44.0, 43.333333333333336)","(14.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(12.0, 16.5, 14.892857142857142)","(4.2, 5.0, 4.75)"
07-12-2022 18:52:20.605344,"(3.3, 3.7, 3.6522727272727273)","(2.5, 3.65, 3.525)","(7.5, 9.0, 8.733333333333333)","(21.0, 44.0, 43.333333333333336)","(14.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(12.0, 16.5, 14.892857142857142)","(4.2, 5.0, 4.75)"
07-12-2022 18:52:21.749263,"(3.3, 3.7, 3.6522727272727273)","(2.5, 3.65, 3.525)","(7.5, 8.8, 8.5)","(21.0, 44.0, 43.333333333333336)","(14.0, 42.0, 38.666666666666664)","(31.0, 90.0, 62.0)","(12.0, 16.5, 14.892857142857142)","(4.2, 5.0, 4.787878787878788)"
07-12-2022 18:52:22.856947,"(3.3, 3.7, 3.6522727272727273)","(2.5, 3.65, 3.444776119402985)","(7.5, 8.8, 8.5)","(21.0, 44.0, 43.333333333333336)","(14.0, 42.0, 38.0)","(31.0, 90.0, 72.5)","(12.0, 16.5, 14.892857142857142)","(4.2, 5.0, 4.794117647058823)"
07-12-2022 18:52:23.956003,"(3.3, 3.7, 3.6522727272727273)","(2.5, 3.65, 3.466326530612245)","(7.5, 8.8, 8.628571428571428)","(21.0, 44.0, 43.333333333333336)","(14.0, 42.0, 38.0)","(31.0, 80.0, 72.5)","(12.0, 16.5, 14.892857142857142)","(4.2, 5.0, 4.794117647058823)"
07-12-2022 18:52:24.982456,"(3.3, 3.7, 3.6522727272727273)","(2.5, 3.65, 3.4801886792452827)","(7.5, 8.8, 8.628571428571428)","(21.0, 44.0, 43.0)","(14.0, 42.0, 38.0)","(31.0, 80.0, 61.25)","(12.0, 16.5, 14.892857142857142)","(4.2, 5.0, 4.787878787878788)"
07-12-2022 18:52:26.111113,"(3.3, 3.7, 3.6522727272727273)","(2.5, 3.65, 3.466326530612245)","(7.5, 9.0, 8.5)","(21.0, 44.0, 41.0)","(14.0, 42.0, 38.0)","(31.0, 80.0, 61.25)","(12.0, 16.5, 14.892857142857142)","(4.2, 5.0, 4.794117647058823)"
07-12-2022 18:52:27.145441,"(3.3, 3.7, 3.6522727272727273)","(2.5, 3.65, 3.466326530612245)","(7.5, 8.8, 8.5)","(21.0, 44.0, 41.0)","(14.0, 42.0, 38.0)","(31.0, 80.0, 63.333333333333336)","(12.0, 16.5, 14.863636363636363)","(4.2, 5.0, 4.8)"
07-12-2022 18:52:28.217509,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.440909090909091)","(7.5, 9.0, 8.428571428571429)","(21.0, 44.0, 42.0)","(14.0, 42.0, 36.666666666666664)","(31.0, 80.0, 67.5)","(12.0, 16.5, 14.892857142857142)","(4.2, 5.0, 4.8)"
07-12-2022 18:52:29.289539,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.4625)","(7.5, 9.4, 9.0)","(21.0, 44.0, 42.0)","(14.0, 42.0, 36.666666666666664)","(31.0, 80.0, 67.5)","(12.0, 16.5, 14.863636363636363)","(4.2, 5.0, 4.8)"
07-12-2022 18:52:30.439054,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.4625)","(7.5, 9.6, 8.85)","(21.0, 44.0, 42.0)","(14.0, 42.0, 36.666666666666664)","(31.0, 80.0, 67.5)","(12.0, 16.5, 14.863636363636363)","(4.2, 5.0, 4.8)"
07-12-2022 18:52:31.565821,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.4625)","(7.5, 9.6, 8.766666666666666)","(21.0, 44.0, 42.0)","(14.0, 42.0, 36.666666666666664)","(31.0, 80.0, 67.5)","(12.0, 16.5, 14.863636363636363)","(4.2, 5.0, 4.8)"
07-12-2022 18:52:32.653736,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.4625)","(7.5, 9.6, 9.1)","(21.0, 44.0, 43.14285714285714)","(14.0, 42.0, 35.142857142857146)","(31.0, 80.0, 67.5)","(12.0, 16.5, 15.375)","(4.2, 5.0, 4.7272727272727275)"
07-12-2022 18:52:33.799577,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.4609756097560975)","(7.5, 9.6, 9.472727272727273)","(21.0, 44.0, 43.14285714285714)","(14.0, 42.0, 35.142857142857146)","(31.0, 80.0, 60.0)","(12.0, 16.5, 15.272727272727273)","(4.2, 5.0, 4.68)"
07-12-2022 18:52:34.937679,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.4797872340425533)","(7.5, 9.6, 9.428571428571429)","(21.0, 44.0, 43.14285714285714)","(14.0, 42.0, 35.142857142857146)","(31.0, 80.0, 60.0)","(12.0, 16.5, 15.272727272727273)","(4.2, 5.0, 4.800000000000001)"
07-12-2022 18:52:36.181108,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.5136363636363637)","(7.5, 9.6, 8.91578947368421)","(21.0, 44.0, 43.14285714285714)","(14.0, 42.0, 35.142857142857146)","(31.0, 80.0, 60.0)","(12.0, 16.5, 15.65625)","(4.2, 4.9, 4.766666666666667)"
07-12-2022 18:52:37.470768,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.507142857142857)","(7.5, 9.6, 8.91578947368421)","(21.0, 44.0, 43.14285714285714)","(14.0, 42.0, 35.142857142857146)","(31.0, 80.0, 56.666666666666664)","(12.0, 16.5, 15.65625)","(4.2, 4.8, 4.766666666666667)"
07-12-2022 18:52:38.705716,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.507142857142857)","(7.5, 9.6, 8.91578947368421)","(21.0, 44.0, 43.14285714285714)","(14.0, 42.0, 35.142857142857146)","(31.0, 80.0, 63.2)","(12.0, 16.5, 15.75)","(4.2, 4.8, 4.766666666666667)"
07-12-2022 18:52:39.935877,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.5033333333333334)","(7.5, 9.6, 8.91578947368421)","(21.0, 44.0, 42.8)","(14.0, 42.0, 35.142857142857146)","(31.0, 80.0, 63.2)","(12.0, 16.5, 16.75)","(4.2, 4.8, 4.766666666666667)"
07-12-2022 18:52:41.161440,"(3.3, 3.7, 3.6548387096774193)","(2.5, 3.65, 3.4588235294117644)","(7.5, 9.6, 8.67142857142857)","(21.0, 44.0, 42.8)","(14.0, 42.0, 35.0)","(31.0, 80.0, 63.2)","(12.0, 18.0, 16.46153846153846)","(4.2, 4.8, 4.76)"
07-12-2022 18:52:42.450785,"(3.3, 3.7, 3.655)","(2.5, 3.65, 3.4205882352941175)","(7.5, 9.6, 8.67142857142857)","(21.0, 44.0, 42.8)","(14.0, 40.0, 36.666666666666664)","(31.0, 80.0, 60.0)","(12.0, 18.0, 16.333333333333332)","(4.2, 5.0, 4.76)"
07-12-2022 18:52:43.571819,"(3.3, 3.7, 3.655)","(2.5, 3.65, 3.4205882352941175)","(7.5, 9.6, 8.67142857142857)","(21.0, 44.0, 42.8)","(14.0, 42.0, 37.0)","(31.0, 80.0, 63.2)","(12.0, 18.0, 16.333333333333332)","(4.2, 5.0, 4.866666666666667)"
07-12-2022 18:52:44.736995,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.65, 3.3815789473684212)","(7.5, 9.6, 8.67142857142857)","(21.0, 44.0, 42.8)","(14.0, 40.0, 37.0)","(31.0, 80.0, 63.2)","(12.0, 18.0, 16.75)","(4.2, 5.0, 4.866666666666667)"
07-12-2022 18:52:45.853515,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.5, 3.3783783783783785)","(7.5, 9.6, 8.666666666666666)","(21.0, 44.0, 42.8)","(14.0, 40.0, 37.0)","(31.0, 80.0, 64.78260869565217)","(12.0, 18.0, 17.107142857142858)","(4.2, 5.0, 5.0120000000000005)"
07-12-2022 18:52:46.893734,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.5, 3.359375)","(7.5, 9.6, 8.511111111111111)","(21.0, 44.0, 42.5)","(14.0, 40.0, 37.0)","(31.0, 80.0, 64.78260869565217)","(12.0, 18.0, 17.305555555555557)","(4.2, 5.3, 5.08235294117647)"
07-12-2022 18:52:48.075354,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.5, 3.359375)","(7.5, 9.4, 8.733333333333334)","(21.0, 44.0, 46.0)","(14.0, 40.0, 37.0)","(31.0, 80.0, 66.53846153846153)","(12.0, 18.0, 17.305555555555557)","(4.2, 5.2, 4.9750000000000005)"
07-12-2022 18:52:49.256654,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.5, 3.3875)","(7.5, 9.2, 8.75294117647059)","(21.0, 50.0, 46.0)","(14.0, 40.0, 37.0)","(31.0, 80.0, 64.78260869565217)","(12.0, 18.0, 17.305555555555557)","(4.2, 5.2, 4.9750000000000005)"
07-12-2022 18:52:50.336927,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.45, 3.3781250000000003)","(7.5, 9.4, 8.623529411764705)","(21.0, 50.0, 46.0)","(14.0, 40.0, 37.0)","(31.0, 80.0, 64.78260869565217)","(12.0, 18.0, 17.305555555555557)","(4.2, 5.2, 4.9750000000000005)"
07-12-2022 18:52:51.448477,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.45, 3.3648148148148147)","(7.5, 9.4, 8.5)","(21.0, 50.0, 46.0)","(14.0, 40.0, 37.0)","(31.0, 80.0, 64.78260869565217)","(12.0, 18.0, 17.305555555555557)","(4.2, 5.2, 4.9750000000000005)"
07-12-2022 18:52:52.550283,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.45, 3.3706896551724137)","(7.5, 9.2, 8.5)","(21.0, 50.0, 45.0)","(14.0, 40.0, 37.0)","(31.0, 80.0, 66.53846153846153)","(12.0, 18.0, 17.305555555555557)","(4.2, 5.2, 4.9750000000000005)"
07-12-2022 18:52:53.634505,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.45, 3.354166666666667)","(7.5, 9.2, 8.6)","(21.0, 50.0, 45.0)","(14.0, 40.0, 37.0)","(31.0, 80.0, 66.53846153846153)","(12.0, 18.0, 17.305555555555557)","(4.2, 5.2, 5.0181818181818185)"
07-12-2022 18:52:54.848032,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.45, 3.3794117647058823)","(7.5, 9.2, 8.36)","(21.0, 50.0, 46.36363636363636)","(14.0, 40.0, 37.0)","(31.0, 80.0, 66.53846153846153)","(12.0, 18.0, 17.305555555555557)","(4.2, 5.2, 5.0181818181818185)"
07-12-2022 18:52:56.073320,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.45, 3.361111111111111)","(7.5, 9.2, 8.546666666666667)","(21.0, 50.0, 46.36363636363636)","(14.0, 40.0, 37.0)","(31.0, 80.0, 66.53846153846153)","(12.0, 18.0, 17.305555555555557)","(4.2, 5.2, 5.0181818181818185)"
07-12-2022 18:52:57.247419,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.45, 3.3625000000000003)","(7.5, 9.2, 8.781818181818181)","(21.0, 50.0, 46.36363636363636)","(14.0, 40.0, 37.0)","(31.0, 80.0, 66.53846153846153)","(12.0, 18.0, 17.305555555555557)","(4.2, 5.2, 4.933333333333334)"
07-12-2022 18:52:58.518767,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.45, 3.3666666666666667)","(7.5, 9.0, 8.700000000000001)","(21.0, 50.0, 46.36363636363636)","(14.0, 40.0, 37.0)","(31.0, 80.0, 66.53846153846153)","(12.0, 18.0, 17.0)","(4.2, 5.2, 4.933333333333334)"
07-12-2022 18:52:59.754025,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.45, 3.3666666666666667)","(7.5, 8.8, 8.184615384615384)","(21.0, 50.0, 46.36363636363636)","(14.0, 40.0, 37.0)","(31.0, 80.0, 67.82608695652173)","(12.0, 18.0, 17.166666666666668)","(4.2, 5.2, 4.933333333333334)"
07-12-2022 18:53:00.916375,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.45, 3.3666666666666667)","(7.5, 8.8, 8.184615384615384)","(21.0, 50.0, 46.36363636363636)","(14.0, 40.0, 37.0)","(31.0, 80.0, 67.82608695652173)","(12.0, 18.0, 17.571428571428573)","(4.2, 5.2, 4.933333333333334)"
07-12-2022 18:53:01.977393,"(3.3, 3.7, 3.658333333333333)","(2.5, 3.45, 3.372413793103448)","(7.5, 8.8, 8.266666666666667)","(21.0, 50.0, 46.36363636363636)","(14.0, 40.0, 37.0)","(31.0, 80.0, 67.82608695652173)","(12.0, 18.0, 17.666666666666668)","(4.2, 5.2, 4.894117647058823)"
07-12-2022 18:53:03.054354,"(3.3, 3.7, 3.6565217391304348)","(2.5, 3.45, 3.359090909090909)","(7.5, 8.6, 8.433333333333334)","(21.0, 50.0, 46.57142857142857)","(14.0, 40.0, 39.714285714285715)","(31.0, 80.0, 68.33333333333333)","(12.0, 18.0, 17.833333333333332)","(4.2, 5.2, 5.1454545454545455)"
07-12-2022 18:53:04.142445,"(3.3, 3.7, 3.6738095238095236)","(2.5, 3.3, 3.2964285714285713)","(7.5, 8.6, 8.163636363636364)","(21.0, 46.0, 45.6)","(14.0, 40.0, 39.714285714285715)","(31.0, 80.0, 68.33333333333333)","(12.0, 18.5, 17.62)","(4.2, 5.2, 5.111111111111112)"
07-12-2022 18:53:05.421183,"(3.3, 3.7, 3.6725)","(2.5, 3.4, 3.322857142857143)","(7.5, 8.6, 8.163636363636364)","(21.0, 46.0, 45.2)","(14.0, 40.0, 42.8)","(31.0, 80.0, 68.33333333333333)","(12.0, 18.5, 17.62)","(4.2, 5.2, 5.1454545454545455)"
07-12-2022 18:53:06.556885,"(3.3, 3.7, 3.6828125000000003)","(2.5, 3.4, 3.4255555555555555)","(7.5, 8.6, 8.299999999999999)","(21.0, 46.0, 45.6)","(14.0, 50.0, 45.714285714285715)","(31.0, 80.0, 68.33333333333333)","(12.0, 18.5, 17.62)","(4.2, 5.2, 5.140000000000001)"
07-12-2022 18:53:07.761076,"(3.3, 3.7, 3.6828125000000003)","(2.5, 3.45, 3.4174074074074077)","(7.5, 8.6, 8.299999999999999)","(21.0, 46.0, 45.2)","(14.0, 50.0, 46.57142857142857)","(31.0, 80.0, 68.8)","(12.0, 18.5, 17.62)","(4.2, 5.2, 5.093333333333334)"
07-12-2022 18:53:09.012667,"(3.3, 3.9, 3.8615384615384616)","(2.5, 3.45, 3.4306451612903226)","(7.5, 8.6, 7.763636363636364)","(21.0, 46.0, 47.5)","(14.0, 48.0, 40.666666666666664)","(31.0, 80.0, 66.66666666666667)","(12.0, 18.5, 17.05263157894737)","(4.2, 5.2, 5.084615384615385)"
07-12-2022 18:53:10.219215,"(3.3, 3.9, 3.8615384615384616)","(2.5, 3.45, 3.4306451612903226)","(7.5, 8.4, 7.8)","(21.0, 50.0, 48.125)","(14.0, 50.0, 43.63636363636363)","(31.0, 80.0, 68.8)","(12.0, 18.5, 16.5)","(4.2, 5.2, 5.088235294117647)"
