,The Girls Have It,Lara Tiara,Rose Of Juliana,Krafty Boy,Chelseas Girl,Karinya Max,Kulani Courage,Preacher Quince,Limousine Cheeky
11-01-2023 19:32:31.351237,"(3.2, 6.0, 4.833333333333333)","(6.5, 9.6, 8.057142857142857)","(21.0, 28.0, 24.0)","(14.0, 20.0, 21.666666666666668)","(6.0, 8.8, 8.453333333333333)","(12.0, 18.5, 16.7)","(5.0, 6.6, 5.625)","(5.0, 8.0, 7.085714285714285)","(10.0, 16.5, 16.07142857142857)"
11-01-2023 19:32:32.695813,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.1)","(21.0, 29.0, 23.5)","(14.0, 25.0, 18.0)","(6.0, 8.6, 8.021052631578947)","(12.0, 18.5, 16.7)","(5.0, 6.6, 5.485714285714286)","(5.0, 8.0, 6.611764705882353)","(10.0, 16.5, 16.07142857142857)"
11-01-2023 19:32:34.187107,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.066666666666666)","(21.0, 28.0, 23.666666666666668)","(14.0, 24.0, 19.666666666666668)","(6.0, 8.6, 8.1)","(12.0, 18.5, 16.7)","(5.0, 6.6, 5.418181818181818)","(5.0, 7.6, 6.611764705882353)","(10.0, 16.5, 16.07142857142857)"
11-01-2023 19:32:35.597537,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.4, 8.066666666666666)","(21.0, 26.0, 23.666666666666668)","(14.0, 22.0, 18.428571428571427)","(6.0, 8.6, 7.35)","(12.0, 18.5, 16.7)","(5.0, 6.6, 5.485714285714286)","(5.0, 7.6, 6.611764705882353)","(10.0, 16.5, 16.07142857142857)"
11-01-2023 19:32:37.045415,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.4, 9.08)","(21.0, 26.0, 25.333333333333332)","(14.0, 21.0, 18.333333333333332)","(6.0, 8.6, 8.0)","(12.0, 18.5, 17.0)","(5.0, 6.6, 5.485714285714286)","(5.0, 7.6, 6.576470588235295)","(10.0, 16.5, 16.07142857142857)"
11-01-2023 19:32:38.573937,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.4, 9.08)","(21.0, 38.0, 27.5)","(14.0, 20.0, 18.428571428571427)","(6.0, 8.6, 8.0)","(12.0, 18.0, 17.0)","(5.0, 6.6, 5.418181818181818)","(5.0, 7.4, 7.1375)","(10.0, 16.5, 16.07142857142857)"
11-01-2023 19:32:40.138435,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.4, 9.044444444444444)","(21.0, 36.0, 23.857142857142858)","(14.0, 21.0, 18.428571428571427)","(6.0, 8.6, 7.6)","(12.0, 19.0, 17.375)","(5.0, 6.6, 5.418181818181818)","(5.0, 7.4, 6.934883720930232)","(10.0, 16.5, 15.75)"
11-01-2023 19:32:41.517166,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.907692307692308)","(21.0, 36.0, 26.5)","(14.0, 21.0, 18.0)","(6.0, 8.6, 7.933333333333334)","(12.0, 18.5, 17.3)","(5.0, 6.6, 5.418181818181818)","(5.0, 7.0, 7.30344827586207)","(10.0, 18.0, 15.1875)"
11-01-2023 19:32:42.803971,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.907692307692308)","(21.0, 34.0, 26.5)","(14.0, 21.0, 26.333333333333336)","(6.0, 8.6, 7.933333333333334)","(12.0, 19.5, 17.75)","(5.0, 6.6, 5.418181818181818)","(5.0, 7.4, 6.42)","(10.0, 18.0, 15.75)"
11-01-2023 19:32:44.133323,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.907692307692308)","(21.0, 34.0, 25.5)","(14.0, 32.0, 22.5)","(6.0, 8.6, 7.933333333333334)","(12.0, 19.0, 15.928571428571429)","(5.0, 6.6, 5.418181818181818)","(5.0, 7.4, 7.1657142857142855)","(10.0, 18.0, 15.75)"
11-01-2023 19:32:45.502527,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.907692307692308)","(21.0, 32.0, 22.714285714285715)","(14.0, 30.0, 21.22222222222222)","(6.0, 8.6, 7.933333333333334)","(12.0, 18.5, 15.35)","(5.0, 6.6, 5.418181818181818)","(5.0, 7.2, 6.555555555555555)","(10.0, 18.0, 15.75)"
11-01-2023 19:32:46.785297,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.907692307692308)","(21.0, 32.0, 22.714285714285715)","(14.0, 29.0, 20.1)","(6.0, 8.6, 7.933333333333334)","(12.0, 18.5, 16.25)","(5.0, 6.6, 5.418181818181818)","(5.0, 7.0, 6.5)","(10.0, 18.0, 15.75)"
11-01-2023 19:32:48.049791,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 32.0, 27.8)","(14.0, 27.0, 20.75)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.045454545454547)","(5.0, 6.6, 5.408333333333333)","(5.0, 6.6, 6.593333333333333)","(10.0, 18.0, 15.3)"
11-01-2023 19:32:49.357688,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 30.0, 27.8)","(14.0, 26.0, 17.833333333333332)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.045454545454547)","(5.0, 6.6, 5.408333333333333)","(5.0, 6.6, 6.986666666666666)","(10.0, 18.0, 15.3)"
11-01-2023 19:32:50.637611,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 30.0, 27.8)","(14.0, 26.0, 19.3)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.045454545454547)","(5.0, 6.6, 5.408333333333333)","(5.0, 7.0, 7.170491803278689)","(10.0, 18.0, 15.3)"
11-01-2023 19:32:52.023586,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 30.0, 27.8)","(14.0, 25.0, 17.625)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.045454545454547)","(5.0, 6.6, 5.408333333333333)","(5.0, 7.2, 6.874576271186441)","(10.0, 18.0, 15.3)"
11-01-2023 19:32:53.464311,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 30.0, 27.8)","(14.0, 24.0, 18.0)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.045454545454547)","(5.0, 6.6, 5.316666666666666)","(5.0, 7.2, 6.8945454545454545)","(10.0, 18.0, 15.3)"
11-01-2023 19:32:54.900038,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 30.0, 27.8)","(14.0, 23.0, 17.125)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.045454545454547)","(5.0, 6.6, 5.316666666666666)","(5.0, 7.2, 6.874576271186441)","(10.0, 18.0, 15.3)"
11-01-2023 19:32:56.314956,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 30.0, 27.8)","(14.0, 22.0, 18.25)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.045454545454547)","(5.0, 6.6, 5.316666666666666)","(5.0, 7.2, 6.874576271186441)","(10.0, 18.0, 15.3)"
11-01-2023 19:32:57.682234,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 30.0, 27.8)","(14.0, 21.0, 16.875)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.045454545454547)","(5.0, 6.6, 5.316666666666666)","(5.0, 7.2, 6.983050847457627)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:32:59.055366,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 30.0, 27.8)","(14.0, 21.0, 16.875)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.045454545454547)","(5.0, 6.6, 5.316666666666666)","(5.0, 7.2, 6.8943396226415095)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:33:00.467258,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 30.0, 27.8)","(14.0, 21.0, 17.071428571428573)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.045454545454547)","(5.0, 6.6, 5.316666666666666)","(5.0, 7.0, 6.988679245283019)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:33:01.843255,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 30.0, 27.8)","(14.0, 21.0, 16.875)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.045454545454547)","(5.0, 6.6, 5.316666666666666)","(5.0, 7.2, 6.9245283018867925)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:03.180000,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.6)","(21.0, 30.0, 25.666666666666668)","(14.0, 21.0, 18.166666666666668)","(6.0, 8.6, 7.6)","(12.0, 18.5, 16.25)","(5.0, 6.6, 5.327272727272727)","(5.0, 7.4, 7.1375)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:04.590907,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.4)","(21.0, 29.0, 25.0)","(14.0, 19.5, 18.166666666666668)","(6.0, 8.6, 7.6)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.327272727272727)","(5.0, 7.2, 7.129411764705883)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:05.869441,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.4)","(21.0, 28.0, 25.0)","(14.0, 19.5, 18.166666666666668)","(6.0, 8.6, 7.872727272727273)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.327272727272727)","(5.0, 7.2, 6.411764705882353)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:33:07.077236,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.4)","(21.0, 28.0, 25.0)","(14.0, 19.5, 18.166666666666668)","(6.0, 8.6, 7.872727272727273)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.327272727272727)","(5.0, 7.4, 7.223529411764706)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:33:08.319345,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.4, 8.92)","(21.0, 27.0, 22.5)","(14.0, 19.5, 18.166666666666668)","(6.0, 8.6, 7.872727272727273)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.327272727272727)","(5.0, 7.4, 7.5)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:33:09.587724,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.033333333333333)","(21.0, 27.0, 23.833333333333332)","(14.0, 19.5, 16.642857142857142)","(6.0, 8.6, 8.649999999999999)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.327272727272727)","(5.0, 8.0, 7.8)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:10.914519,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.0)","(21.0, 26.0, 21.357142857142858)","(14.0, 19.5, 16.642857142857142)","(6.0, 9.2, 8.649999999999999)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.327272727272727)","(5.0, 8.0, 8.7)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:12.181372,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.0)","(21.0, 26.0, 21.357142857142858)","(14.0, 19.5, 16.642857142857142)","(6.0, 9.2, 8.6)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.327272727272727)","(5.0, 10.0, 8.5)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:13.480440,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.0)","(21.0, 26.0, 21.357142857142858)","(14.0, 19.5, 16.642857142857142)","(6.0, 9.2, 8.6)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.327272727272727)","(5.0, 10.0, 8.5)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:14.846613,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.828571428571428)","(21.0, 26.0, 21.357142857142858)","(14.0, 19.5, 16.642857142857142)","(6.0, 9.2, 8.75)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.327272727272727)","(5.0, 12.0, 8.75)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:16.141777,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.828571428571428)","(21.0, 26.0, 21.357142857142858)","(14.0, 19.5, 16.642857142857142)","(6.0, 9.2, 8.933333333333334)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.327272727272727)","(5.0, 11.0, 9.725)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:17.431006,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.828571428571428)","(21.0, 26.0, 21.357142857142858)","(14.0, 19.5, 17.625)","(6.0, 9.2, 8.5)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.523076923076923)","(5.0, 10.5, 8.4)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:18.716533,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.828571428571428)","(21.0, 26.0, 21.357142857142858)","(14.0, 19.5, 17.625)","(6.0, 9.2, 8.5)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.6, 5.575)","(5.0, 10.0, 9.266666666666666)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:19.978722,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.828571428571428)","(21.0, 26.0, 21.357142857142858)","(14.0, 19.5, 17.625)","(6.0, 9.2, 8.5)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.2, 5.575)","(5.0, 9.6, 8.6)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:21.186787,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.828571428571428)","(21.0, 26.0, 21.357142857142858)","(14.0, 19.5, 17.625)","(6.0, 9.2, 8.5)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.2, 5.575)","(5.0, 9.6, 8.6)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:22.374217,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.828571428571428)","(21.0, 26.0, 21.357142857142858)","(14.0, 19.5, 17.0)","(6.0, 9.2, 8.5)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.2, 5.575)","(5.0, 9.6, 8.6)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:23.603500,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.828571428571428)","(21.0, 26.0, 24.8)","(14.0, 19.5, 16.8)","(6.0, 9.2, 8.5)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.2, 5.575)","(5.0, 9.6, 8.6)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:24.725234,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.828571428571428)","(21.0, 26.0, 24.8)","(14.0, 19.5, 16.8)","(6.0, 9.2, 8.5)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.2, 5.575)","(5.0, 9.6, 8.6)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:25.963678,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.866666666666666)","(21.0, 26.0, 23.0)","(14.0, 19.5, 16.8)","(6.0, 9.2, 8.5)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.2, 5.575)","(5.0, 9.6, 8.725)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:27.227814,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.866666666666666)","(21.0, 26.0, 30.0)","(14.0, 19.5, 16.8)","(6.0, 9.2, 8.5)","(12.0, 18.5, 15.166666666666666)","(5.0, 6.2, 5.575)","(5.0, 9.4, 8.399999999999999)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:28.501086,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.866666666666666)","(21.0, 42.0, 29.75)","(14.0, 19.5, 16.8)","(6.0, 9.2, 8.5)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.575)","(5.0, 9.2, 7.866666666666666)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:29.864328,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.866666666666666)","(21.0, 42.0, 30.545454545454547)","(14.0, 19.5, 16.8)","(6.0, 9.2, 8.5)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.575)","(5.0, 9.2, 7.866666666666666)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:31.227272,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.866666666666666)","(21.0, 42.0, 29.75)","(14.0, 19.5, 18.2)","(6.0, 9.2, 8.5)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.575)","(5.0, 9.2, 8.3)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:32.633347,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.866666666666666)","(21.0, 42.0, 29.75)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.98181818181818)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.644444444444445)","(5.0, 9.0, 8.714285714285714)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:33.920303,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.866666666666666)","(21.0, 42.0, 29.647058823529413)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.833333333333332)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.366666666666667)","(5.0, 9.0, 8.714285714285714)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:35.240210,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.777777777777778)","(21.0, 42.0, 31.5)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.833333333333332)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.366666666666667)","(5.0, 9.0, 8.714285714285714)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:36.494599,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 7.833333333333333)","(21.0, 42.0, 26.444444444444443)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.833333333333332)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.366666666666667)","(5.0, 9.0, 8.714285714285714)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:37.663222,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.0, 8.066666666666666)","(21.0, 42.0, 25.333333333333332)","(14.0, 19.0, 16.125)","(6.0, 9.2, 8.955555555555556)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.366666666666667)","(5.0, 9.0, 8.714285714285714)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:38.811422,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.0, 8.533333333333333)","(21.0, 42.0, 25.333333333333332)","(14.0, 19.5, 16.125)","(6.0, 9.2, 8.955555555555556)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.366666666666667)","(5.0, 9.0, 8.714285714285714)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:40.054902,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.0, 8.2)","(21.0, 42.0, 25.333333333333332)","(14.0, 19.5, 16.125)","(6.0, 9.2, 8.955555555555556)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.366666666666667)","(5.0, 9.0, 8.833333333333334)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:41.298765,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.0, 8.2)","(21.0, 42.0, 25.333333333333332)","(14.0, 19.5, 16.125)","(6.0, 9.2, 8.955555555555556)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.366666666666667)","(5.0, 9.0, 8.833333333333334)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:42.616793,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.0, 8.4)","(21.0, 42.0, 28.0)","(14.0, 19.5, 16.125)","(6.0, 9.2, 8.955555555555556)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.366666666666667)","(5.0, 9.0, 8.833333333333334)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:33:43.927453,"(3.2, 6.0, 4.7555555555555555)","(6.5, 8.8, 8.4)","(21.0, 40.0, 29.0)","(14.0, 19.5, 16.125)","(6.0, 9.2, 8.955555555555556)","(12.0, 18.5, 16.0)","(5.0, 6.2, 5.366666666666667)","(5.0, 9.0, 8.833333333333334)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:33:45.243912,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.4)","(21.0, 36.0, 30.0)","(14.0, 19.5, 16.125)","(6.0, 9.2, 8.955555555555556)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.836363636363637)","(5.0, 9.0, 8.833333333333334)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:33:46.634077,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.228571428571428)","(21.0, 34.0, 25.0)","(14.0, 19.5, 16.125)","(6.0, 9.2, 8.955555555555556)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.836363636363637)","(5.0, 9.0, 8.833333333333334)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:48.187590,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.6, 8.233333333333334)","(21.0, 34.0, 25.555555555555557)","(14.0, 19.5, 18.2)","(6.0, 9.2, 8.2)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.836363636363637)","(5.0, 9.0, 8.018181818181818)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:49.788359,"(3.2, 6.0, 4.739999999999999)","(6.5, 9.4, 8.2)","(21.0, 30.0, 25.555555555555557)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.31111111111111)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.836363636363637)","(5.0, 8.8, 7.925000000000001)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:51.216674,"(3.2, 6.0, 5.033333333333333)","(6.5, 9.2, 8.2)","(21.0, 30.0, 26.8)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.0)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.836363636363637)","(5.0, 8.8, 7.781818181818182)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:52.728535,"(3.2, 5.9, 5.033333333333333)","(6.5, 9.2, 8.2)","(21.0, 28.0, 26.666666666666668)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.0)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.836363636363637)","(5.0, 8.8, 7.781818181818182)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:54.172091,"(3.2, 5.9, 4.762499999999999)","(6.5, 9.2, 8.2)","(21.0, 29.0, 30.5)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.0)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.836363636363637)","(5.0, 8.8, 7.927272727272728)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:55.540468,"(3.2, 6.0, 4.7749999999999995)","(6.5, 9.2, 7.7)","(21.0, 38.0, 28.2)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.0)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.866666666666667)","(5.0, 8.8, 7.3052631578947365)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:56.806399,"(3.2, 6.0, 4.8)","(6.5, 9.2, 7.7)","(21.0, 36.0, 28.2)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.0)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.866666666666667)","(5.0, 7.6, 7.413333333333333)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:58.070352,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.726315789473684)","(21.0, 36.0, 28.2)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.0)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.866666666666667)","(5.0, 7.6, 8.388235294117647)","(10.0, 18.0, 15.3)"
11-01-2023 19:33:59.353575,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.726315789473684)","(21.0, 36.0, 26.25)","(14.0, 19.0, 18.2)","(6.0, 9.2, 8.0)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.866666666666667)","(5.0, 8.6, 7.545454545454545)","(10.0, 18.0, 15.3)"
11-01-2023 19:34:00.647418,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.726315789473684)","(21.0, 36.0, 28.2)","(14.0, 19.0, 18.416666666666668)","(6.0, 9.2, 8.0)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.866666666666667)","(5.0, 7.8, 7.545454545454545)","(10.0, 18.0, 15.3)"
11-01-2023 19:34:01.967152,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.726315789473684)","(21.0, 36.0, 27.285714285714285)","(14.0, 19.0, 17.31818181818182)","(6.0, 9.2, 8.0)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.866666666666667)","(5.0, 7.8, 8.142857142857142)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:34:03.293028,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.726315789473684)","(21.0, 38.0, 31.666666666666664)","(14.0, 19.5, 17.31818181818182)","(6.0, 9.2, 8.0)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.866666666666667)","(5.0, 9.0, 8.59090909090909)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:34:04.683902,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.726315789473684)","(21.0, 36.0, 30.5)","(14.0, 19.5, 18.5)","(6.0, 9.2, 8.399999999999999)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.866666666666667)","(5.0, 9.0, 7.7)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:34:06.091202,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.545454545454545)","(21.0, 38.0, 30.5)","(14.0, 19.5, 17.423076923076923)","(6.0, 9.2, 7.88)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.866666666666667)","(5.0, 8.0, 8.666666666666666)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:34:07.441508,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.2, 8.5)","(21.0, 38.0, 31.666666666666664)","(14.0, 19.5, 17.423076923076923)","(6.0, 9.2, 7.88)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.866666666666667)","(5.0, 9.0, 8.6)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:34:09.081863,"(3.2, 6.0, 4.7555555555555555)","(6.5, 8.8, 8.688888888888888)","(21.0, 36.0, 30.5)","(14.0, 19.5, 17.423076923076923)","(6.0, 9.2, 8.375)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.866666666666667)","(5.0, 9.0, 8.2)","(10.0, 18.0, 14.785714285714286)"
11-01-2023 19:34:10.600829,"(3.2, 6.0, 4.7555555555555555)","(6.5, 9.0, 8.688888888888888)","(21.0, 38.0, 30.5)","(14.0, 19.5, 17.423076923076923)","(6.0, 9.2, 7.88)","(12.0, 18.5, 16.27777777777778)","(5.0, 6.2, 5.6000000000000005)","(5.0, 8.8, 8.926315789473684)","(10.0, 18.0, 14.785714285714286)"
