,The Girls Have It,Lara Tiara,Rose Of Juliana,Krafty Boy,Chelseas Girl,Karinya Max,Kulani Courage,Preacher Quince,Limousine Cheeky
11-01-2023 19:39:50.325078,"(4.0, 6.4, 6.290625)","(7.0, 8.6, 8.3)","(19.0, 24.0, 22.5)","(15.0, 21.0, 19.2)","(6.5, 7.8, 7.6)","(13.0, 21.0, 19.2)","(4.2, 5.2, 5.172727272727273)","(5.5, 8.6, 8.3)","(9.0, 10.5, 9.666666666666666)"
11-01-2023 19:39:51.491435,"(4.0, 6.4, 6.290625)","(7.0, 8.6, 8.3)","(19.0, 24.0, 22.5)","(15.0, 21.0, 20.045454545454547)","(6.5, 7.8, 7.6)","(13.0, 21.0, 19.25)","(4.2, 5.2, 5.1684210526315795)","(5.5, 9.0, 8.466666666666667)","(8.5, 10.0, 9.666666666666666)"
11-01-2023 19:39:52.621937,"(4.0, 6.4, 6.290625)","(7.0, 8.6, 8.3)","(19.0, 23.0, 21.833333333333332)","(15.0, 21.0, 20.045454545454547)","(6.5, 7.8, 7.6)","(13.0, 21.0, 19.25)","(4.2, 5.2, 5.1684210526315795)","(5.5, 8.8, 8.466666666666667)","(8.5, 10.0, 9.727272727272727)"
11-01-2023 19:39:53.798582,"(4.0, 6.4, 6.290625)","(7.0, 8.6, 8.3)","(19.0, 23.0, 21.833333333333332)","(15.0, 21.0, 20.045454545454547)","(6.5, 7.8, 7.6)","(13.0, 21.0, 19.25)","(4.2, 5.2, 5.1684210526315795)","(5.5, 8.8, 8.466666666666667)","(8.5, 10.0, 9.727272727272727)"
11-01-2023 19:39:55.022550,"(4.0, 6.4, 6.290625)","(7.0, 8.6, 8.3)","(19.0, 23.0, 21.833333333333332)","(15.0, 21.0, 20.045454545454547)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.25)","(4.2, 5.2, 5.171428571428572)","(5.5, 8.8, 8.466666666666667)","(8.5, 10.0, 9.727272727272727)"
11-01-2023 19:39:56.245421,"(4.0, 6.4, 6.290625)","(7.0, 8.6, 8.3)","(19.0, 23.0, 21.833333333333332)","(15.0, 21.0, 20.045454545454547)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.25)","(4.2, 5.2, 5.171428571428572)","(5.5, 8.8, 7.933333333333334)","(8.5, 10.0, 9.727272727272727)"
11-01-2023 19:39:57.454981,"(4.0, 6.4, 6.290625)","(7.0, 8.6, 8.3)","(19.0, 26.0, 22.38888888888889)","(15.0, 21.0, 19.25)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.25)","(4.2, 5.2, 5.171428571428572)","(5.5, 9.0, 7.942857142857143)","(8.5, 10.0, 9.727272727272727)"
11-01-2023 19:39:58.673122,"(4.0, 6.4, 6.3464285714285715)","(7.0, 9.0, 8.03125)","(19.0, 26.0, 22.38888888888889)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.95)","(4.2, 5.2, 5.171428571428572)","(5.5, 8.8, 8.0)","(8.5, 10.0, 9.727272727272727)"
11-01-2023 19:39:59.847754,"(4.0, 6.4, 6.3464285714285715)","(7.0, 8.8, 8.571428571428571)","(19.0, 26.0, 22.38888888888889)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.25)","(4.2, 5.2, 5.102857142857143)","(5.5, 8.8, 7.888888888888888)","(8.5, 10.0, 9.727272727272727)"
11-01-2023 19:40:01.053034,"(4.0, 6.4, 6.3464285714285715)","(7.0, 8.8, 8.654545454545454)","(19.0, 25.0, 21.944444444444443)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.25)","(4.2, 5.2, 5.102857142857143)","(5.5, 8.6, 8.142857142857142)","(8.5, 10.0, 9.727272727272727)"
11-01-2023 19:40:02.228581,"(4.0, 6.4, 6.351612903225806)","(7.0, 8.8, 8.654545454545454)","(19.0, 25.0, 21.944444444444443)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.25)","(4.2, 5.2, 5.102857142857143)","(5.5, 8.6, 8.223529411764707)","(8.5, 10.0, 9.4)"
11-01-2023 19:40:03.386964,"(4.0, 7.0, 6.266666666666667)","(7.0, 8.8, 8.654545454545454)","(19.0, 25.0, 22.642857142857142)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.25)","(4.2, 5.2, 5.102857142857143)","(5.5, 8.4, 8.127272727272727)","(8.5, 10.0, 9.64)"
11-01-2023 19:40:04.478036,"(4.0, 6.8, 6.371428571428572)","(7.0, 8.8, 8.654545454545454)","(19.0, 25.0, 22.642857142857142)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.25)","(4.2, 5.2, 5.102857142857143)","(5.5, 8.4, 8.127272727272727)","(8.5, 10.0, 9.64)"
11-01-2023 19:40:05.599274,"(4.0, 6.8, 6.6)","(7.0, 8.8, 8.654545454545454)","(19.0, 25.0, 22.642857142857142)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.25)","(4.2, 5.2, 5.102857142857143)","(5.5, 8.4, 8.127272727272727)","(8.5, 10.0, 9.533333333333333)"
11-01-2023 19:40:06.722008,"(4.0, 6.8, 6.6)","(7.0, 8.8, 8.654545454545454)","(19.0, 25.0, 23.9)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.2)","(4.2, 5.2, 5.102857142857143)","(5.5, 8.4, 8.127272727272727)","(8.5, 9.8, 9.466666666666667)"
11-01-2023 19:40:07.786182,"(4.0, 6.6, 6.4)","(7.0, 8.8, 8.654545454545454)","(19.0, 26.0, 22.5)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 21.0, 19.2)","(4.2, 5.2, 5.33211009174312)","(5.5, 8.4, 8.127272727272727)","(8.5, 9.8, 9.533333333333333)"
11-01-2023 19:40:08.838623,"(4.0, 6.6, 6.314285714285714)","(7.0, 8.8, 8.654545454545454)","(19.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 21.0, 18.571428571428573)","(4.2, 5.4, 5.33211009174312)","(5.5, 8.4, 8.127272727272727)","(8.5, 9.8, 9.246153846153847)"
11-01-2023 19:40:09.968305,"(4.0, 6.6, 6.3428571428571425)","(7.0, 8.8, 8.514285714285714)","(19.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 20.0, 18.25)","(4.2, 5.4, 5.33211009174312)","(5.5, 8.4, 8.127272727272727)","(8.5, 9.8, 9.246153846153847)"
11-01-2023 19:40:11.152083,"(4.0, 6.6, 6.3428571428571425)","(7.0, 8.8, 8.533333333333333)","(19.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 19.5, 18.25)","(4.2, 5.4, 5.36)","(5.5, 8.4, 8.127272727272727)","(8.5, 9.8, 9.440000000000001)"
11-01-2023 19:40:12.273872,"(4.0, 6.6, 6.3428571428571425)","(7.0, 8.8, 8.533333333333333)","(19.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 19.5, 18.4)","(4.2, 5.4, 5.546987951807228)","(5.5, 8.4, 8.127272727272727)","(8.5, 9.8, 9.200000000000001)"
11-01-2023 19:40:13.405228,"(4.0, 6.6, 6.3428571428571425)","(7.0, 8.8, 8.533333333333333)","(19.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 19.0, 18.4)","(4.2, 5.6, 5.56)","(5.5, 8.4, 8.127272727272727)","(8.5, 9.8, 9.371428571428572)"
11-01-2023 19:40:14.536682,"(4.0, 6.6, 6.3428571428571425)","(7.0, 8.8, 8.533333333333333)","(18.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 19.0, 18.4)","(4.2, 5.6, 5.560975609756097)","(5.5, 8.4, 8.127272727272727)","(8.5, 9.8, 9.1)"
11-01-2023 19:40:15.682680,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.355555555555556)","(18.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.6)","(14.0, 19.0, 18.5)","(4.2, 5.6, 5.560975609756097)","(5.5, 8.4, 8.127272727272727)","(8.5, 9.6, 9.1)"
11-01-2023 19:40:16.872703,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.355555555555556)","(18.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.705263157894737)","(14.0, 19.5, 19.0)","(4.2, 5.6, 5.560975609756097)","(5.5, 8.4, 8.263636363636364)","(8.5, 9.6, 9.1)"
11-01-2023 19:40:17.954725,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.355555555555556)","(18.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.705263157894737)","(14.0, 20.0, 18.4375)","(4.2, 5.6, 5.560975609756097)","(5.5, 8.4, 8.263636363636364)","(8.5, 9.6, 9.1)"
11-01-2023 19:40:19.011417,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.355555555555556)","(18.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.705263157894737)","(14.0, 20.0, 18.4375)","(4.2, 5.6, 5.560975609756097)","(5.5, 8.4, 8.263636363636364)","(8.5, 9.6, 9.1)"
11-01-2023 19:40:20.049785,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.355555555555556)","(18.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.705263157894737)","(14.0, 19.5, 18.4)","(4.2, 5.6, 5.579487179487179)","(5.5, 8.4, 8.263636363636364)","(8.5, 9.6, 9.1)"
11-01-2023 19:40:21.167535,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.355555555555556)","(18.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.705263157894737)","(14.0, 19.0, 18.4)","(4.2, 5.6, 5.511578947368421)","(5.5, 8.4, 8.233333333333334)","(8.5, 9.6, 9.299999999999999)"
11-01-2023 19:40:22.297252,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.355555555555556)","(18.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.705263157894737)","(14.0, 19.0, 18.0625)","(4.2, 5.9, 5.688888888888888)","(5.5, 8.4, 8.233333333333334)","(8.5, 9.6, 9.299999999999999)"
11-01-2023 19:40:23.435797,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.355555555555556)","(18.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.705263157894737)","(14.0, 19.0, 18.4)","(4.2, 5.8, 5.591666666666667)","(5.5, 8.4, 8.233333333333334)","(8.5, 9.6, 9.299999999999999)"
11-01-2023 19:40:24.564634,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.355555555555556)","(18.0, 25.0, 21.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.705263157894737)","(14.0, 19.0, 18.5)","(4.2, 5.8, 5.591666666666667)","(5.5, 8.4, 8.233333333333334)","(8.5, 9.6, 9.299999999999999)"
11-01-2023 19:40:25.790620,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.682352941176472)","(18.0, 25.0, 22.0)","(15.0, 21.0, 19.5)","(6.5, 8.4, 7.936)","(14.0, 19.5, 18.4)","(4.2, 5.8, 5.5)","(5.5, 8.4, 8.233333333333334)","(8.5, 9.6, 9.299999999999999)"
11-01-2023 19:40:26.997529,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.691891891891892)","(18.0, 22.0, 20.5)","(15.0, 21.0, 19.5)","(6.5, 8.0, 7.936)","(14.0, 19.0, 18.4)","(4.2, 5.7, 5.464705882352941)","(5.5, 8.4, 8.233333333333334)","(8.5, 9.6, 8.702307692307691)"
11-01-2023 19:40:28.274063,"(4.0, 6.6, 6.375)","(7.0, 8.8, 8.691891891891892)","(18.0, 22.0, 20.5)","(15.0, 21.0, 19.5)","(6.5, 8.0, 7.571428571428571)","(14.0, 19.0, 18.11764705882353)","(4.2, 5.7, 5.464705882352941)","(5.5, 8.4, 8.233333333333334)","(8.5, 10.5, 9.883333333333333)"
11-01-2023 19:40:29.531528,"(4.2, 6.6, 6.375)","(7.0, 8.8, 8.691891891891892)","(18.0, 22.0, 20.5)","(16.0, 21.0, 19.5)","(6.0, 7.6, 7.571428571428571)","(14.0, 21.0, 18.571428571428573)","(4.4, 5.7, 5.464705882352941)","(6.0, 8.4, 8.127272727272727)","(8.5, 10.0, 9.5625)"
11-01-2023 19:40:30.822948,"(4.2, 6.6, 6.449999999999999)","(7.0, 8.8, 8.691891891891892)","(18.0, 22.0, 20.5)","(16.0, 21.0, 19.5)","(6.0, 7.6, 8.066666666666666)","(14.0, 20.0, 18.25)","(4.4, 5.7, 5.65)","(6.0, 8.4, 8.127272727272727)","(8.5, 10.0, 9.883333333333333)"
11-01-2023 19:40:32.099902,"(4.2, 6.6, 6.449999999999999)","(7.0, 8.8, 8.691891891891892)","(18.0, 22.0, 21.5625)","(16.0, 21.0, 19.5)","(6.0, 8.4, 7.811764705882353)","(14.0, 20.0, 18.4)","(4.4, 5.7, 5.65)","(6.0, 8.4, 8.127272727272727)","(8.5, 10.0, 9.455555555555556)"
11-01-2023 19:40:33.344342,"(4.2, 6.6, 6.449999999999999)","(7.0, 8.8, 8.691891891891892)","(18.0, 22.0, 21.68181818181818)","(16.0, 21.0, 19.5)","(6.0, 8.0, 7.72)","(14.0, 19.0, 17.863636363636363)","(4.4, 5.7, 5.650819672131147)","(6.0, 8.4, 8.066666666666666)","(8.5, 10.0, 9.455555555555556)"
11-01-2023 19:40:34.559838,"(4.2, 6.6, 6.5086956521739125)","(7.0, 8.8, 8.691891891891892)","(18.0, 22.0, 21.5)","(16.0, 21.0, 19.5)","(6.0, 8.0, 7.5200000000000005)","(14.0, 19.0, 17.863636363636363)","(4.4, 5.7, 5.650819672131147)","(6.0, 8.4, 7.800000000000001)","(8.5, 10.0, 9.3)"
11-01-2023 19:40:35.789349,"(4.2, 6.6, 6.3428571428571425)","(7.0, 8.8, 8.691891891891892)","(18.0, 22.0, 21.7)","(16.0, 21.0, 19.5)","(6.0, 8.0, 7.6000000000000005)","(14.0, 19.0, 17.863636363636363)","(4.4, 5.7, 5.650819672131147)","(6.0, 8.4, 7.800000000000001)","(8.5, 10.0, 9.120000000000001)"
11-01-2023 19:40:37.008408,"(4.2, 6.6, 6.530769230769231)","(7.0, 8.8, 8.691891891891892)","(18.0, 22.0, 21.625)","(16.0, 21.0, 19.5)","(6.0, 8.0, 8.24)","(14.0, 19.0, 17.423076923076923)","(4.4, 5.7, 5.650819672131147)","(6.0, 8.4, 7.800000000000001)","(8.5, 10.0, 9.200000000000001)"
11-01-2023 19:40:38.145996,"(4.2, 6.6, 6.518181818181818)","(7.0, 8.8, 8.691891891891892)","(17.0, 22.0, 21.625)","(16.0, 21.0, 19.5)","(6.0, 8.4, 8.066666666666666)","(14.0, 18.5, 17.423076923076923)","(4.4, 5.7, 5.830612244897959)","(6.0, 8.4, 7.800000000000001)","(8.0, 9.8, 9.200000000000001)"
11-01-2023 19:40:39.388583,"(4.2, 6.6, 6.530769230769231)","(7.0, 8.8, 8.691891891891892)","(17.0, 22.0, 21.625)","(16.0, 21.0, 19.5)","(6.0, 8.4, 7.957575757575757)","(14.0, 18.5, 17.423076923076923)","(4.4, 5.9, 5.830612244897959)","(6.0, 8.4, 7.714285714285714)","(8.0, 9.8, 9.523076923076923)"
11-01-2023 19:40:40.646191,"(4.2, 6.6, 6.530769230769231)","(7.0, 8.8, 8.691891891891892)","(17.0, 23.0, 19.25)","(16.0, 21.0, 19.5)","(6.0, 8.2, 7.866666666666667)","(14.0, 18.5, 17.423076923076923)","(4.4, 5.9, 5.830612244897959)","(6.0, 8.4, 8.191304347826087)","(8.0, 9.8, 9.523076923076923)"
11-01-2023 19:40:41.835295,"(4.2, 6.6, 6.530769230769231)","(7.0, 8.8, 8.691891891891892)","(17.0, 22.0, 20.8)","(16.0, 21.0, 19.5)","(6.0, 8.0, 7.845161290322581)","(14.0, 18.5, 17.423076923076923)","(4.4, 5.9, 5.688888888888889)","(6.0, 8.4, 8.275862068965518)","(8.0, 9.8, 9.523076923076923)"
11-01-2023 19:40:42.961975,"(4.2, 6.6, 6.530769230769231)","(7.0, 8.8, 8.691891891891892)","(17.0, 22.0, 20.8)","(16.0, 21.0, 19.2)","(6.0, 8.0, 7.7172413793103445)","(14.0, 18.5, 17.423076923076923)","(4.4, 6.0, 5.823076923076924)","(6.0, 8.4, 8.275862068965518)","(8.0, 9.8, 9.523076923076923)"
11-01-2023 19:40:44.115078,"(4.2, 6.6, 6.530769230769231)","(7.0, 8.8, 8.721568627450981)","(17.0, 22.0, 19.25)","(16.0, 21.0, 19.2)","(6.0, 7.8, 7.654545454545454)","(14.0, 18.5, 17.5625)","(4.4, 5.9, 5.823076923076924)","(6.0, 8.4, 8.1)","(8.0, 9.8, 9.658823529411766)"
11-01-2023 19:40:45.336025,"(4.2, 6.6, 6.530769230769231)","(7.0, 8.8, 8.721568627450981)","(17.0, 23.0, 19.25)","(16.0, 21.0, 19.2)","(6.0, 7.8, 7.7172413793103445)","(14.0, 18.0, 16.384615384615383)","(4.4, 5.9, 5.823076923076924)","(6.0, 8.4, 8.257142857142858)","(8.0, 9.8, 9.658823529411766)"
11-01-2023 19:40:46.540573,"(4.2, 6.6, 6.528)","(7.0, 8.8, 8.721568627450981)","(17.0, 23.0, 19.25)","(16.0, 21.0, 19.2)","(6.0, 7.8, 7.7172413793103445)","(14.0, 18.0, 16.384615384615383)","(4.4, 5.9, 5.823076923076924)","(6.0, 8.4, 8.257142857142858)","(8.0, 9.8, 9.658823529411766)"
11-01-2023 19:40:47.733118,"(4.2, 6.6, 6.528)","(7.0, 8.8, 8.721568627450981)","(17.0, 23.0, 19.25)","(16.0, 21.0, 19.2)","(6.0, 7.8, 7.6)","(14.0, 18.0, 16.2)","(4.4, 5.9, 5.671428571428572)","(6.0, 8.4, 8.257142857142858)","(8.0, 9.8, 9.658823529411766)"
11-01-2023 19:40:48.926517,"(4.2, 6.6, 6.528)","(7.0, 8.8, 8.721568627450981)","(17.0, 23.0, 19.25)","(16.0, 21.0, 19.2)","(6.0, 7.8, 7.333333333333333)","(14.0, 18.0, 16.2)","(4.4, 5.9, 5.754545454545455)","(6.0, 8.4, 8.257142857142858)","(8.0, 9.8, 9.658823529411766)"
11-01-2023 19:40:50.177752,"(4.2, 6.6, 6.528)","(7.0, 8.8, 8.721568627450981)","(17.0, 23.0, 19.324324324324323)","(16.0, 21.0, 19.2)","(6.0, 7.6, 7.333333333333334)","(14.0, 18.0, 16.125)","(4.4, 5.9, 5.754545454545455)","(6.0, 8.4, 8.257142857142858)","(8.0, 9.8, 9.658823529411766)"
11-01-2023 19:40:51.359257,"(4.2, 6.6, 6.528)","(7.0, 8.8, 8.721568627450981)","(17.0, 23.0, 19.324324324324323)","(16.0, 21.0, 19.2)","(6.0, 7.4, 7.333333333333334)","(14.0, 17.0, 15.375)","(4.4, 5.9, 5.754545454545455)","(6.0, 8.4, 8.257142857142858)","(8.0, 9.8, 9.658823529411766)"
11-01-2023 19:40:52.577977,"(4.2, 6.6, 6.545454545454545)","(7.0, 8.8, 8.721568627450981)","(17.0, 23.0, 20.8)","(16.0, 21.0, 19.2)","(6.0, 7.4, 7.333333333333334)","(14.0, 16.5, 15.375)","(4.4, 5.9, 5.728571428571429)","(6.0, 8.4, 8.257142857142858)","(8.0, 9.8, 9.658823529411766)"
11-01-2023 19:40:53.818069,"(4.2, 6.6, 6.545454545454545)","(7.0, 8.8, 8.721568627450981)","(17.0, 22.0, 21.333333333333332)","(16.0, 21.0, 19.2)","(6.0, 7.4, 7.333333333333334)","(14.0, 16.5, 15.9)","(4.4, 5.9, 5.6899999999999995)","(6.0, 8.4, 8.275)","(8.0, 9.8, 9.658823529411766)"
11-01-2023 19:40:55.096323,"(4.2, 6.6, 6.545454545454545)","(7.0, 8.8, 8.623728813559323)","(17.0, 22.0, 21.333333333333332)","(16.0, 21.0, 19.2)","(6.0, 7.4, 7.333333333333334)","(14.0, 16.5, 15.9)","(4.4, 5.9, 5.7125)","(6.0, 8.4, 8.275)","(8.0, 9.8, 9.658823529411766)"
11-01-2023 19:40:56.248234,"(4.2, 6.6, 6.545454545454545)","(7.0, 8.8, 8.623728813559323)","(17.0, 22.0, 21.333333333333332)","(16.0, 21.0, 19.2)","(6.0, 7.4, 6.7555555555555555)","(14.0, 16.5, 15.9)","(4.4, 5.9, 5.75)","(6.0, 8.4, 8.275)","(8.0, 9.8, 9.675)"
11-01-2023 19:40:57.429129,"(4.2, 6.6, 6.545454545454545)","(7.0, 8.8, 8.66909090909091)","(17.0, 22.0, 21.333333333333332)","(16.0, 21.0, 19.2)","(6.0, 6.8, 7.300000000000001)","(14.0, 16.5, 15.9)","(4.4, 5.9, 5.75)","(6.0, 8.4, 8.275)","(8.0, 9.8, 9.73846153846154)"
11-01-2023 19:40:58.582578,"(4.2, 6.6, 6.55)","(7.0, 8.8, 8.63448275862069)","(17.0, 23.0, 19.682926829268293)","(16.0, 21.0, 19.2)","(6.0, 7.4, 7.300000000000001)","(14.0, 16.5, 15.970588235294118)","(4.4, 5.9, 5.631578947368421)","(6.0, 8.4, 7.65)","(8.0, 9.8, 9.73846153846154)"
11-01-2023 19:40:59.738629,"(4.2, 6.6, 6.55)","(7.0, 8.8, 8.645161290322582)","(17.0, 23.0, 19.682926829268293)","(16.0, 21.0, 19.2)","(6.0, 7.4, 7.066666666666666)","(14.0, 16.5, 15.807692307692308)","(4.4, 6.0, 5.631578947368421)","(6.0, 8.4, 7.65)","(8.0, 9.8, 9.73846153846154)"
11-01-2023 19:41:00.947125,"(4.2, 6.6, 6.55)","(7.0, 8.8, 8.66909090909091)","(17.0, 23.0, 21.333333333333332)","(16.0, 21.0, 19.2)","(6.0, 7.2, 6.866666666666666)","(14.0, 16.5, 15.0)","(4.4, 6.0, 5.725)","(6.0, 8.4, 7.490909090909091)","(8.0, 9.8, 9.73846153846154)"
11-01-2023 19:41:02.146176,"(4.2, 6.6, 6.55)","(7.0, 8.8, 8.66909090909091)","(17.0, 22.0, 20.75)","(16.0, 21.0, 19.2)","(6.0, 7.2, 6.866666666666666)","(14.0, 16.5, 15.0)","(4.4, 5.8, 5.74)","(6.0, 8.4, 7.733333333333333)","(8.0, 9.8, 9.563636363636363)"
11-01-2023 19:41:03.397808,"(4.2, 6.6, 6.514285714285714)","(7.0, 8.8, 8.66909090909091)","(17.0, 22.0, 21.545454545454547)","(16.0, 21.0, 19.0)","(6.0, 7.2, 6.942857142857143)","(14.0, 16.5, 15.857142857142858)","(4.4, 5.8, 5.74)","(6.0, 8.4, 7.733333333333333)","(8.0, 9.6, 9.549999999999999)"
11-01-2023 19:41:04.643465,"(4.2, 6.6, 6.514285714285714)","(7.0, 8.8, 8.66909090909091)","(17.0, 22.0, 20.02325581395349)","(16.0, 21.0, 18.90909090909091)","(6.0, 7.2, 6.942857142857143)","(14.0, 16.5, 15.857142857142858)","(4.4, 5.8, 5.718181818181818)","(6.0, 8.4, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
11-01-2023 19:41:05.966367,"(4.4, 6.6, 6.514285714285714)","(7.0, 8.8, 8.641176470588235)","(17.0, 23.0, 20.232558139534884)","(16.0, 20.0, 27.166666666666664)","(6.0, 7.2, 6.942857142857143)","(14.0, 16.5, 15.857142857142858)","(4.4, 5.8, 5.6875)","(6.0, 8.2, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
11-01-2023 19:41:07.187327,"(4.4, 6.6, 6.514285714285714)","(7.0, 8.8, 8.502702702702702)","(17.0, 23.0, 20.232558139534884)","(16.0, 32.0, 23.333333333333332)","(6.0, 7.2, 6.247058823529412)","(14.0, 16.5, 15.857142857142858)","(4.4, 5.8, 5.718181818181818)","(6.0, 8.2, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
11-01-2023 19:41:08.356692,"(4.4, 6.6, 6.517241379310344)","(7.0, 9.0, 8.875675675675677)","(17.0, 23.0, 20.232558139534884)","(16.0, 32.0, 23.333333333333332)","(6.0, 6.4, 6.247058823529412)","(14.0, 16.5, 15.857142857142858)","(4.4, 5.8, 5.821052631578947)","(6.0, 8.2, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
11-01-2023 19:41:09.573954,"(4.4, 6.6, 6.49090909090909)","(7.0, 9.2, 9.064864864864864)","(17.0, 22.0, 21.545454545454547)","(16.0, 32.0, 24.307692307692307)","(6.0, 6.4, 6.226666666666667)","(14.0, 16.5, 14.833333333333334)","(4.4, 6.0, 5.8875)","(6.0, 8.2, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
11-01-2023 19:41:10.707397,"(4.4, 6.6, 6.49090909090909)","(7.0, 9.0, 8.952941176470588)","(17.0, 22.0, 21.545454545454547)","(16.0, 32.0, 24.307692307692307)","(6.0, 6.4, 6.075)","(14.0, 16.0, 14.785714285714286)","(4.4, 6.0, 5.930769230769231)","(6.0, 8.2, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
11-01-2023 19:41:12.305336,"(4.4, 6.6, 6.49090909090909)","(7.0, 9.0, 8.951515151515151)","(17.0, 22.0, 21.545454545454547)","(15.0, 32.0, 24.307692307692307)","(6.0, 6.4, 6.075)","(14.0, 16.0, 14.785714285714286)","(4.4, 6.0, 5.930769230769231)","(6.0, 8.2, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
11-01-2023 19:41:13.647012,"(4.4, 6.6, 6.504)","(7.0, 9.0, 8.75)","(17.0, 22.0, 20.232558139534884)","(15.0, 32.0, 24.307692307692307)","(6.0, 6.4, 6.075)","(14.0, 16.0, 14.785714285714286)","(4.4, 6.0, 5.95)","(6.0, 8.2, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
11-01-2023 19:41:14.883301,"(4.4, 6.6, 6.504)","(7.0, 9.0, 8.75)","(17.0, 23.0, 19.94871794871795)","(15.0, 32.0, 24.307692307692307)","(6.0, 6.4, 6.075)","(13.0, 16.0, 14.785714285714286)","(4.4, 6.0, 5.9625)","(6.0, 8.2, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
11-01-2023 19:41:16.068565,"(4.4, 6.6, 6.504)","(7.0, 9.0, 8.75)","(17.0, 23.0, 19.94871794871795)","(15.0, 32.0, 25.75)","(6.0, 6.4, 6.075)","(13.0, 16.0, 14.785714285714286)","(4.4, 6.0, 5.968421052631579)","(6.0, 8.2, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
11-01-2023 19:41:17.250521,"(4.4, 6.6, 6.453333333333333)","(7.0, 9.0, 8.75)","(17.0, 23.0, 21.285714285714285)","(15.0, 32.0, 25.75)","(6.0, 6.4, 6.075)","(13.0, 16.0, 14.785714285714286)","(4.4, 6.0, 5.968421052631579)","(6.0, 8.2, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
11-01-2023 19:41:18.420065,"(4.4, 6.6, 6.453333333333333)","(7.0, 9.0, 8.75)","(17.0, 22.0, 21.285714285714285)","(15.0, 32.0, 22.4)","(6.0, 6.4, 6.075)","(13.0, 16.0, 14.785714285714286)","(4.4, 6.0, 5.968421052631579)","(6.0, 8.2, 8.066666666666666)","(8.0, 9.6, 9.327272727272726)"
