,Frankee Merch,Internet Of Things,I See The Stars,Sugar Daddy,Better Boogie,One More Factor,Halos Dance,Sunman
08-01-2023 14:05:00.768307,"(11.0, 14.0, 13.25)","(26.0, 130.0, 70.0)","(4.4, 6.8, 6.586666666666667)","(1.6, 1.92, 1.9048837209302325)","(6.5, 6.4, 5.990909090909091)","(26.0, 50.0, 45.2)","(31.0, 180.0, 114.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:01.918218,"(11.0, 14.0, 13.25)","(26.0, 130.0, 70.0)","(4.4, 6.8, 6.586666666666667)","(1.6, 1.92, 1.9048837209302325)","(6.5, 6.4, 6.08)","(26.0, 50.0, 44.0)","(31.0, 180.0, 114.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:03.120702,"(11.0, 14.0, 13.4)","(26.0, 130.0, 99.33333333333334)","(4.4, 6.8, 6.586666666666667)","(1.6, 1.92, 1.9048837209302325)","(6.5, 6.4, 6.08)","(26.0, 50.0, 44.0)","(31.0, 180.0, 114.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:04.276008,"(11.0, 14.0, 13.4)","(26.0, 130.0, 84.0)","(4.4, 6.8, 6.586666666666667)","(1.6, 1.92, 1.9048837209302325)","(6.5, 6.4, 6.08)","(26.0, 50.0, 45.2)","(31.0, 180.0, 114.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:05.305362,"(11.0, 14.0, 13.4)","(26.0, 130.0, 84.0)","(4.4, 6.8, 6.586666666666667)","(1.6, 1.92, 1.9048837209302325)","(6.5, 6.4, 6.08)","(26.0, 50.0, 45.2)","(31.0, 180.0, 114.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:06.350412,"(11.0, 15.0, 12.991803278688524)","(26.0, 130.0, 109.55555555555554)","(4.4, 6.8, 6.75)","(1.6, 1.92, 1.895)","(6.5, 6.4, 6.08)","(26.0, 50.0, 44.0)","(31.0, 180.0, 114.0)","(26.0, 100.0, 56.5)"
08-01-2023 14:05:07.423767,"(11.0, 15.0, 12.8125)","(26.0, 130.0, 109.55555555555554)","(4.4, 6.8, 6.75)","(1.6, 1.92, 1.8824999999999998)","(6.5, 6.2, 5.921739130434783)","(26.0, 50.0, 44.0)","(31.0, 100.0, 74.0)","(26.0, 75.0, 56.5)"
08-01-2023 14:05:08.531687,"(11.0, 14.5, 13.75)","(26.0, 130.0, 109.55555555555554)","(4.4, 6.8, 6.75)","(1.6, 1.92, 1.8824999999999998)","(6.5, 6.2, 5.921739130434783)","(26.0, 50.0, 44.0)","(31.0, 100.0, 74.0)","(26.0, 75.0, 56.5)"
08-01-2023 14:05:09.664376,"(11.0, 14.5, 13.75)","(26.0, 130.0, 109.55555555555554)","(4.4, 6.8, 6.75)","(1.6, 1.92, 1.8824999999999998)","(6.5, 6.2, 5.87)","(26.0, 50.0, 44.0)","(31.0, 100.0, 74.0)","(26.0, 75.0, 56.5)"
08-01-2023 14:05:10.737368,"(11.0, 14.5, 13.75)","(26.0, 130.0, 109.55555555555554)","(4.4, 6.8, 6.75)","(1.6, 1.92, 1.8824999999999998)","(6.5, 6.2, 5.87)","(26.0, 50.0, 44.0)","(31.0, 100.0, 74.0)","(26.0, 75.0, 56.5)"
08-01-2023 14:05:11.775721,"(11.0, 14.5, 13.75)","(26.0, 130.0, 109.55555555555554)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.2, 5.87)","(26.0, 50.0, 44.0)","(31.0, 100.0, 74.0)","(26.0, 75.0, 56.5)"
08-01-2023 14:05:12.881400,"(11.0, 14.5, 13.75)","(26.0, 130.0, 109.55555555555554)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.2, 5.861538461538461)","(26.0, 50.0, 44.0)","(31.0, 100.0, 74.0)","(26.0, 75.0, 56.5)"
08-01-2023 14:05:13.979513,"(11.0, 14.5, 13.75)","(26.0, 130.0, 85.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.2, 5.861538461538461)","(26.0, 50.0, 44.0)","(31.0, 100.0, 74.0)","(26.0, 75.0, 56.5)"
08-01-2023 14:05:15.117863,"(11.0, 15.0, 12.8125)","(26.0, 130.0, 85.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.2, 5.861538461538461)","(26.0, 50.0, 39.714285714285715)","(31.0, 100.0, 74.0)","(26.0, 75.0, 56.5)"
08-01-2023 14:05:16.312656,"(11.0, 15.0, 12.8125)","(26.0, 130.0, 85.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.2, 5.909090909090909)","(26.0, 50.0, 49.0)","(31.0, 100.0, 71.5)","(26.0, 75.0, 56.5)"
08-01-2023 14:05:17.513456,"(11.0, 14.5, 14.25)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.2, 5.909090909090909)","(26.0, 50.0, 49.0)","(31.0, 95.0, 71.5)","(26.0, 75.0, 56.5)"
08-01-2023 14:05:18.731036,"(11.0, 14.5, 14.25)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.2, 5.909090909090909)","(26.0, 50.0, 49.0)","(31.0, 95.0, 71.5)","(26.0, 75.0, 56.5)"
08-01-2023 14:05:19.862156,"(11.0, 14.5, 14.25)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.2, 5.909090909090909)","(26.0, 50.0, 42.333333333333336)","(31.0, 95.0, 71.5)","(26.0, 75.0, 69.0)"
08-01-2023 14:05:20.914556,"(11.0, 14.0, 13.5)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.2, 5.909090909090909)","(26.0, 50.0, 42.333333333333336)","(31.0, 95.0, 71.5)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:21.977895,"(11.0, 14.0, 13.5)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.2, 5.956521739130435)","(26.0, 50.0, 42.666666666666664)","(31.0, 95.0, 71.5)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:23.085135,"(11.0, 14.0, 13.5)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.4, 5.956521739130435)","(26.0, 50.0, 42.666666666666664)","(31.0, 95.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:24.193610,"(11.0, 14.0, 13.5)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.4, 5.956521739130435)","(26.0, 50.0, 42.666666666666664)","(31.0, 170.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:25.443229,"(11.0, 14.0, 13.5)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.880851063829787)","(6.5, 6.4, 6.057142857142857)","(26.0, 50.0, 47.25)","(31.0, 170.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:26.605087,"(11.0, 14.5, 14.25)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.92, 1.8857142857142857)","(6.5, 6.4, 6.0625)","(26.0, 50.0, 47.25)","(31.0, 170.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:27.820042,"(11.0, 14.5, 14.25)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.4, 6.0625)","(26.0, 50.0, 47.25)","(31.0, 170.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:28.891989,"(11.0, 14.0, 13.5)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.4, 6.0625)","(26.0, 50.0, 47.25)","(31.0, 170.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:29.951943,"(11.0, 14.0, 13.5)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.4, 6.0625)","(26.0, 50.0, 47.25)","(31.0, 170.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:31.028461,"(11.0, 14.0, 13.5)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.4, 5.927272727272727)","(26.0, 50.0, 47.25)","(31.0, 170.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:32.194741,"(11.0, 14.0, 13.5)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.2, 5.927272727272727)","(26.0, 50.0, 47.25)","(31.0, 170.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:33.315736,"(11.0, 14.5, 14.25)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.2, 5.927272727272727)","(26.0, 50.0, 47.25)","(31.0, 170.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:34.397643,"(11.0, 14.5, 14.25)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.2, 5.927272727272727)","(26.0, 50.0, 47.25)","(31.0, 170.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:35.418723,"(11.0, 14.5, 14.25)","(26.0, 130.0, 110.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.2, 5.927272727272727)","(26.0, 50.0, 48.53333333333333)","(31.0, 170.0, 109.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:36.523046,"(11.0, 14.5, 14.25)","(26.0, 130.0, 115.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.2, 6.0600000000000005)","(26.0, 50.0, 48.53333333333333)","(31.0, 170.0, 88.66666666666666)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:37.632086,"(11.0, 14.0, 13.5)","(26.0, 130.0, 115.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.2, 6.1947368421052635)","(26.0, 50.0, 48.30769230769231)","(31.0, 170.0, 61.5)","(26.0, 100.0, 46.5)"
08-01-2023 14:05:38.714915,"(11.0, 14.0, 13.5)","(26.0, 130.0, 102.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.6, 6.1947368421052635)","(26.0, 50.0, 48.30769230769231)","(31.0, 75.0, 61.5)","(26.0, 55.0, 46.5)"
08-01-2023 14:05:39.824543,"(11.0, 14.0, 13.5)","(26.0, 130.0, 102.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.6, 6.1947368421052635)","(26.0, 50.0, 48.30769230769231)","(31.0, 75.0, 61.5)","(26.0, 55.0, 46.5)"
08-01-2023 14:05:40.967081,"(11.0, 14.0, 13.5)","(26.0, 130.0, 102.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.6, 6.1947368421052635)","(26.0, 50.0, 48.30769230769231)","(31.0, 75.0, 61.5)","(26.0, 55.0, 46.5)"
08-01-2023 14:05:42.022557,"(11.0, 14.0, 13.5)","(26.0, 130.0, 102.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.6, 6.1947368421052635)","(26.0, 50.0, 48.30769230769231)","(31.0, 75.0, 61.5)","(26.0, 55.0, 49.333333333333336)"
08-01-2023 14:05:43.063935,"(11.0, 14.5, 14.318181818181818)","(26.0, 130.0, 102.0)","(4.4, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.5, 6.4, 6.15)","(26.0, 50.0, 48.42857142857143)","(31.0, 75.0, 61.5)","(26.0, 55.0, 49.333333333333336)"
08-01-2023 14:05:44.192951,"(11.0, 14.5, 14.318181818181818)","(26.0, 130.0, 102.0)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.8842857142857141)","(6.0, 6.4, 6.15)","(26.0, 50.0, 48.42857142857143)","(31.0, 75.0, 61.5)","(26.0, 55.0, 49.333333333333336)"
08-01-2023 14:05:45.329085,"(11.0, 14.5, 14.318181818181818)","(26.0, 130.0, 102.0)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.871923076923077)","(6.0, 6.4, 6.15)","(26.0, 50.0, 39.0)","(31.0, 75.0, 61.5)","(26.0, 55.0, 49.333333333333336)"
08-01-2023 14:05:46.449948,"(11.0, 14.5, 14.318181818181818)","(26.0, 130.0, 102.0)","(4.6, 6.8, 6.48)","(1.6, 1.88, 1.89)","(6.0, 6.4, 6.22608695652174)","(26.0, 50.0, 45.2)","(31.0, 75.0, 61.5)","(26.0, 55.0, 49.333333333333336)"
08-01-2023 14:05:47.533812,"(11.0, 14.5, 14.318181818181818)","(26.0, 130.0, 102.0)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.89)","(6.0, 6.4, 6.15)","(26.0, 50.0, 44.0)","(31.0, 75.0, 108.0)","(26.0, 55.0, 69.0)"
08-01-2023 14:05:48.640035,"(11.0, 14.0, 13.5)","(26.0, 130.0, 84.0)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.89)","(6.0, 6.4, 6.15)","(26.0, 50.0, 44.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:49.697307,"(11.0, 14.0, 13.5)","(26.0, 130.0, 84.0)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.89)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:50.755160,"(11.0, 14.0, 13.5)","(26.0, 130.0, 84.0)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.89)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:51.903118,"(11.0, 14.0, 13.5)","(26.0, 130.0, 84.0)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.89)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:53.039244,"(11.0, 14.5, 14.25)","(26.0, 130.0, 84.0)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.89)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:54.215846,"(11.0, 14.5, 14.25)","(26.0, 130.0, 84.0)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.89)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:55.338944,"(11.0, 14.0, 13.5)","(26.0, 130.0, 84.0)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.89)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:56.420550,"(11.0, 14.0, 13.5)","(26.0, 130.0, 109.55555555555554)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.89)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:57.492753,"(11.0, 14.0, 13.5)","(26.0, 130.0, 109.55555555555554)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.89)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:58.598721,"(11.0, 14.0, 13.5)","(26.0, 130.0, 109.55555555555554)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.8809090909090909)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:05:59.733131,"(11.0, 14.0, 13.5)","(26.0, 130.0, 109.55555555555554)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.8809090909090909)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:00.843087,"(11.0, 15.0, 12.8125)","(26.0, 130.0, 109.55555555555554)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.8809090909090909)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:01.914560,"(11.0, 14.5, 13.75)","(26.0, 130.0, 109.55555555555554)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.8809090909090909)","(6.0, 6.4, 6.15)","(26.0, 50.0, 46.57142857142857)","(31.0, 170.0, 87.33333333333334)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:02.935735,"(11.0, 14.5, 13.9)","(26.0, 130.0, 107.0)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.8809090909090909)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:04.017061,"(11.0, 14.5, 13.9)","(26.0, 130.0, 109.55555555555554)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.8809090909090909)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.33333333333333)","(31.0, 170.0, 78.66666666666666)","(26.0, 100.0, 56.5)"
08-01-2023 14:06:05.128310,"(11.0, 14.5, 13.9)","(26.0, 130.0, 111.6)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.8809090909090909)","(6.0, 6.2, 6.045161290322581)","(26.0, 50.0, 44.0)","(31.0, 95.0, 78.66666666666666)","(26.0, 75.0, 56.5)"
08-01-2023 14:06:06.218651,"(11.0, 14.5, 13.9)","(26.0, 130.0, 93.19999999999999)","(4.6, 6.8, 6.48)","(1.6, 1.91, 1.8809090909090909)","(6.0, 6.2, 6.045161290322581)","(26.0, 50.0, 44.0)","(31.0, 95.0, 78.66666666666666)","(26.0, 75.0, 56.5)"
08-01-2023 14:06:07.237662,"(11.0, 15.0, 13.04)","(26.0, 130.0, 107.5)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.095652173913043)","(26.0, 50.0, 42.333333333333336)","(31.0, 95.0, 78.66666666666666)","(26.0, 75.0, 57.5)"
08-01-2023 14:06:08.282919,"(11.0, 15.0, 13.04)","(26.0, 130.0, 104.28571428571429)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.095652173913043)","(26.0, 50.0, 42.333333333333336)","(31.0, 95.0, 78.66666666666666)","(26.0, 75.0, 56.5)"
08-01-2023 14:06:09.347827,"(11.0, 15.0, 13.04)","(26.0, 130.0, 104.28571428571429)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.095652173913043)","(26.0, 50.0, 42.333333333333336)","(31.0, 95.0, 78.66666666666666)","(26.0, 75.0, 56.5)"
08-01-2023 14:06:10.434555,"(11.0, 15.0, 13.04)","(26.0, 130.0, 104.28571428571429)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.095652173913043)","(26.0, 50.0, 42.333333333333336)","(31.0, 95.0, 78.66666666666666)","(26.0, 75.0, 56.5)"
08-01-2023 14:06:11.617095,"(11.0, 15.0, 13.04)","(26.0, 130.0, 104.28571428571429)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.095652173913043)","(26.0, 50.0, 42.333333333333336)","(31.0, 95.0, 70.5)","(26.0, 75.0, 56.5)"
08-01-2023 14:06:12.792601,"(11.0, 14.5, 13.833333333333334)","(26.0, 130.0, 86.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.095652173913043)","(26.0, 50.0, 42.666666666666664)","(31.0, 95.0, 70.5)","(26.0, 75.0, 62.66666666666667)"
08-01-2023 14:06:13.947470,"(11.0, 14.5, 13.833333333333334)","(26.0, 130.0, 86.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.095652173913043)","(26.0, 50.0, 42.666666666666664)","(31.0, 95.0, 70.5)","(26.0, 75.0, 62.66666666666667)"
08-01-2023 14:06:15.075079,"(11.0, 14.5, 13.833333333333334)","(26.0, 130.0, 86.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.095652173913043)","(26.0, 50.0, 42.666666666666664)","(31.0, 95.0, 70.5)","(26.0, 75.0, 62.66666666666667)"
08-01-2023 14:06:16.221145,"(11.0, 14.5, 13.833333333333334)","(26.0, 130.0, 86.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.095652173913043)","(26.0, 50.0, 47.25)","(31.0, 95.0, 70.5)","(26.0, 75.0, 62.66666666666667)"
08-01-2023 14:06:17.321223,"(11.0, 14.5, 13.5)","(26.0, 130.0, 110.44444444444446)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.095652173913043)","(26.0, 50.0, 47.25)","(31.0, 95.0, 70.5)","(26.0, 75.0, 62.66666666666667)"
08-01-2023 14:06:18.483667,"(11.0, 14.5, 13.5)","(26.0, 130.0, 110.44444444444446)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.095652173913043)","(26.0, 50.0, 47.25)","(31.0, 95.0, 70.5)","(26.0, 75.0, 62.66666666666667)"
08-01-2023 14:06:19.641070,"(11.0, 15.0, 13.04)","(26.0, 130.0, 112.4)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.2, 6.0600000000000005)","(26.0, 50.0, 47.25)","(31.0, 95.0, 82.0)","(26.0, 75.0, 69.0)"
08-01-2023 14:06:20.844144,"(11.0, 15.0, 13.04)","(26.0, 130.0, 112.4)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.25)","(31.0, 100.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:21.971734,"(11.0, 14.5, 13.5)","(26.0, 130.0, 112.4)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.25)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:23.149016,"(11.0, 14.5, 13.5)","(26.0, 130.0, 112.4)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.25)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:24.341559,"(11.0, 14.5, 13.5)","(26.0, 130.0, 112.4)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.25)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:25.637037,"(11.0, 14.5, 13.5)","(26.0, 130.0, 112.4)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 43.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:26.924114,"(11.0, 14.5, 13.5)","(26.0, 130.0, 86.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.666666666666664)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:28.048486,"(11.0, 15.0, 13.04)","(26.0, 130.0, 86.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.666666666666664)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:29.174700,"(11.0, 15.0, 13.04)","(26.0, 130.0, 86.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.666666666666664)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:30.272849,"(11.0, 15.0, 13.04)","(26.0, 130.0, 86.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.666666666666664)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:31.371013,"(11.0, 14.5, 14.0)","(26.0, 130.0, 86.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.666666666666664)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:32.470423,"(11.0, 14.5, 14.0)","(26.0, 130.0, 86.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.666666666666664)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:33.549075,"(11.0, 14.5, 14.0)","(26.0, 130.0, 86.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 42.0)","(31.0, 170.0, 108.0)","(26.0, 100.0, 69.0)"
08-01-2023 14:06:34.656126,"(11.0, 14.5, 14.0)","(26.0, 130.0, 84.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8793103448275863)","(6.0, 6.4, 6.15)","(26.0, 50.0, 47.2)","(31.0, 170.0, 62.0)","(26.0, 100.0, 46.5)"
08-01-2023 14:06:35.770503,"(11.0, 14.5, 14.0)","(26.0, 130.0, 102.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8829787234042552)","(6.0, 6.4, 6.22608695652174)","(26.0, 50.0, 49.125)","(31.0, 70.0, 62.0)","(26.0, 55.0, 49.333333333333336)"
08-01-2023 14:06:36.744887,"(11.0, 15.0, 13.04)","(26.0, 130.0, 116.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8829787234042552)","(6.0, 6.4, 6.22608695652174)","(26.0, 50.0, 49.125)","(31.0, 70.0, 62.0)","(26.0, 55.0, 49.333333333333336)"
08-01-2023 14:06:37.806347,"(11.0, 15.0, 13.04)","(26.0, 130.0, 116.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8829787234042552)","(6.0, 6.4, 6.22608695652174)","(26.0, 50.0, 49.125)","(31.0, 70.0, 62.0)","(26.0, 55.0, 49.333333333333336)"
08-01-2023 14:06:38.910030,"(11.0, 15.0, 13.04)","(26.0, 130.0, 116.0)","(4.6, 6.8, 6.48)","(1.6, 1.9, 1.8829787234042552)","(6.0, 6.4, 6.22608695652174)","(26.0, 50.0, 49.125)","(31.0, 70.0, 62.0)","(26.0, 55.0, 49.333333333333336)"
