,Trajec Holiday,Lady Lightfeet,Outspend,Marion Grace,Finishing Touch,Lucky Stroke
15-12-2022 11:49:18.024932,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5116363636363637)","(16.0, 19.0, 16.0)","(31.0, 65.0, 35.0)"
15-12-2022 11:49:19.054164,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5116363636363637)","(16.0, 19.0, 16.0)","(31.0, 65.0, 35.0)"
15-12-2022 11:49:20.058816,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5116363636363637)","(16.0, 19.0, 16.0)","(31.0, 65.0, 35.0)"
15-12-2022 11:49:21.022546,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5116363636363637)","(16.0, 19.0, 16.0)","(31.0, 65.0, 62.5)"
15-12-2022 11:49:22.112358,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.0)"
15-12-2022 11:49:23.120049,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.0)"
15-12-2022 11:49:24.118877,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.0)"
15-12-2022 11:49:25.098503,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.0)"
15-12-2022 11:49:25.961831,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.0)"
15-12-2022 11:49:26.910490,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.0)"
15-12-2022 11:49:27.969695,"(14.0, 30.0, 23.0)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.5)"
15-12-2022 11:49:28.976002,"(14.0, 30.0, 24.6)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.5)"
15-12-2022 11:49:30.092175,"(14.0, 30.0, 24.6)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.5)"
15-12-2022 11:49:31.117380,"(14.0, 30.0, 24.6)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.5)"
15-12-2022 11:49:32.050696,"(14.0, 30.0, 24.6)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.5)"
15-12-2022 11:49:33.047680,"(14.0, 30.0, 24.6)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 43.5)"
15-12-2022 11:49:34.016098,"(14.0, 30.0, 24.6)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 56.4)"
15-12-2022 11:49:35.039496,"(14.0, 30.0, 27.3)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 56.4)"
15-12-2022 11:49:36.102846,"(14.0, 30.0, 27.3)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 56.4)"
15-12-2022 11:49:37.070123,"(14.0, 30.0, 27.3)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 56.4)"
15-12-2022 11:49:37.992009,"(14.0, 30.0, 27.3)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 56.4)"
15-12-2022 11:49:38.982528,"(14.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 56.4)"
15-12-2022 11:49:39.980320,"(14.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 56.4)"
15-12-2022 11:49:40.911550,"(14.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:41.990975,"(14.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:42.898959,"(14.0, 30.0, 27.75)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:43.802336,"(14.0, 30.0, 27.75)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:44.744067,"(14.0, 30.0, 27.75)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:45.690406,"(14.0, 30.0, 27.75)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:46.626407,"(14.0, 30.0, 27.75)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:47.564115,"(14.0, 30.0, 27.75)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:48.420615,"(14.0, 30.0, 27.75)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:49.376406,"(14.0, 30.0, 27.75)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:50.270046,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:51.248567,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:52.138178,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:53.005043,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:53.949788,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 16.0)","(31.0, 65.0, 44.0)"
15-12-2022 11:49:54.900067,"(14.0, 30.0, 23.5)","(5.5, 7.6, 7.466666666666667)","(11.0, 19.5, 18.15)","(1.3, 1.54, 1.5108474576271187)","(16.0, 19.0, 17.6)","(31.0, 65.0, 37.0)"
15-12-2022 11:49:55.937210,"(14.0, 30.0, 27.75)","(5.5, 7.6, 7.3)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5108474576271187)","(16.0, 18.5, 16.25)","(31.0, 65.0, 37.0)"
15-12-2022 11:49:56.835481,"(14.0, 30.0, 27.75)","(5.5, 7.6, 7.25)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5108474576271187)","(16.0, 18.5, 16.25)","(31.0, 65.0, 37.0)"
15-12-2022 11:49:57.751661,"(14.0, 30.0, 21.333333333333332)","(5.5, 7.6, 7.25)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5108474576271187)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.0)"
15-12-2022 11:49:58.693956,"(14.0, 30.0, 26.285714285714285)","(5.5, 7.6, 7.199999999999999)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5108474576271187)","(16.0, 18.5, 16.25)","(31.0, 65.0, 37.0)"
15-12-2022 11:49:59.697265,"(14.0, 30.0, 26.285714285714285)","(5.5, 7.6, 7.133333333333333)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5108474576271187)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:00.662386,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.6, 6.88)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5108474576271187)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:01.573472,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.6, 6.9625)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5108474576271187)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:02.523918,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.9714285714285715)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:03.458072,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.875)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:04.411394,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.1000000000000005)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.857142857142858)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:05.360817,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.640000000000001)","(11.0, 19.5, 17.571428571428573)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.857142857142858)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:06.319538,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.0200000000000005)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.6)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:07.299747,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.92)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:08.215407,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.92)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:09.184303,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.92)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:10.124810,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.92)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:11.123613,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.92)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:12.118710,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.92)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.9375)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:13.088014,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.92)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:13.992860,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:14.950397,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5116363636363637)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:15.895690,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.92)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:16.878415,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.92)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:17.847561,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:18.783209,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:19.728347,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:20.642415,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:21.671745,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:22.614977,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:23.642654,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:24.680518,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:25.597031,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:26.535805,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.16)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.5)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:27.409451,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:28.358569,"(14.0, 30.0, 23.75)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:29.312864,"(14.0, 30.0, 25.0)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:30.204671,"(14.0, 30.0, 23.75)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:31.150375,"(14.0, 30.0, 23.75)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:32.085980,"(14.0, 30.0, 25.0)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:33.021296,"(14.0, 30.0, 23.75)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:33.989141,"(14.0, 30.0, 23.75)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:34.995326,"(14.0, 30.0, 25.0)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:35.912789,"(14.0, 30.0, 25.0)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:36.773901,"(14.0, 30.0, 23.75)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:37.680552,"(14.0, 30.0, 25.0)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:38.595226,"(14.0, 30.0, 25.0)","(5.5, 7.4, 7.1818181818181825)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:39.551889,"(14.0, 30.0, 23.5)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:40.470211,"(14.0, 30.0, 23.25)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:41.371676,"(14.0, 30.0, 23.25)","(5.5, 7.4, 7.15)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:42.267138,"(14.0, 30.0, 23.5)","(5.5, 7.4, 7.15)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:43.148046,"(14.0, 30.0, 23.5)","(5.5, 7.4, 7.15)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:44.040522,"(14.0, 30.0, 23.25)","(5.5, 7.4, 7.15)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:44.993360,"(14.0, 30.0, 23.5)","(5.5, 7.4, 7.15)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:45.881472,"(14.0, 30.0, 26.75)","(5.5, 7.4, 7.15)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:46.820499,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 7.15)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.666666666666664)"
15-12-2022 11:50:47.855706,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:48.799317,"(14.0, 30.0, 21.666666666666668)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:49.701211,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:50.579040,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:51.538694,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:52.531173,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:53.419541,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:54.322340,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:55.256298,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:56.265882,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:57.182174,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:58.096876,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:58.971284,"(14.0, 30.0, 25.666666666666664)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:50:59.948426,"(14.0, 30.0, 23.75)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:51:01.019898,"(14.0, 30.0, 23.75)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:51:02.013204,"(14.0, 30.0, 23.75)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
15-12-2022 11:51:03.013189,"(14.0, 30.0, 23.75)","(5.5, 7.4, 6.9)","(11.0, 19.5, 17.8125)","(1.3, 1.54, 1.5139130434782608)","(16.0, 18.5, 17.0)","(31.0, 65.0, 37.0)"
