,Rheinberg,Remix,Pyrois,Nunthorpe,Thesecondatportsea,High Resolution
11-01-2023 14:31:22.242902,"(4.4, 5.3, 5.284981684981685)","(10.0, 13.0, 12.859649122807017)","(6.5, 7.4, 7.24)","(1.65, 1.87, 1.8640259740259741)","(13.0, 22.0, 21.333333333333332)","(101.0, 360.0, 335.0)"
11-01-2023 14:31:23.318511,"(4.4, 5.3, 5.284981684981685)","(10.0, 13.0, 12.859649122807017)","(6.5, 7.4, 7.24)","(1.65, 1.87, 1.8638271604938272)","(13.0, 22.0, 21.28)","(101.0, 360.0, 335.0)"
11-01-2023 14:31:24.267100,"(4.4, 5.3, 5.284981684981685)","(10.0, 13.0, 12.859649122807017)","(6.5, 7.4, 7.24)","(1.65, 1.87, 1.8638271604938272)","(13.0, 22.0, 21.05263157894737)","(101.0, 360.0, 327.5)"
11-01-2023 14:31:25.195804,"(4.4, 5.3, 5.288095238095238)","(10.0, 13.0, 12.88888888888889)","(6.5, 7.2, 7.18780487804878)","(1.65, 1.88, 1.8676543209876544)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:26.221815,"(4.4, 5.3, 5.288095238095238)","(10.0, 13.0, 12.875)","(6.5, 7.4, 7.266666666666667)","(1.65, 1.87, 1.8563333333333334)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:27.230586,"(4.4, 5.3, 5.288095238095238)","(10.0, 13.0, 12.875)","(6.5, 7.4, 7.3130434782608695)","(1.65, 1.87, 1.8563333333333334)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:28.189086,"(4.4, 5.3, 5.288095238095238)","(10.0, 13.0, 12.875)","(6.5, 7.4, 7.3130434782608695)","(1.65, 1.87, 1.8573076923076923)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:29.108642,"(4.4, 5.3, 5.288095238095238)","(10.0, 13.0, 12.875)","(6.5, 7.4, 7.3130434782608695)","(1.65, 1.87, 1.8573076923076923)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:30.077577,"(4.4, 5.3, 5.288095238095238)","(10.0, 13.0, 12.875)","(6.5, 7.4, 7.3130434782608695)","(1.65, 1.87, 1.8573076923076923)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:31.046153,"(4.4, 5.3, 5.288095238095238)","(10.0, 13.0, 12.875)","(6.5, 7.4, 7.3500000000000005)","(1.65, 1.87, 1.8710810810810812)","(13.0, 22.0, 21.176470588235293)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:31.989423,"(4.4, 5.3, 5.287747035573123)","(10.0, 13.0, 12.875)","(6.5, 7.2, 7.159550561797753)","(1.65, 1.88, 1.8709756097560977)","(13.0, 22.0, 21.176470588235293)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:32.915334,"(4.4, 5.3, 5.287747035573123)","(10.0, 13.0, 12.865217391304348)","(6.5, 7.2, 7.144897959183673)","(1.65, 1.88, 1.8709756097560977)","(13.0, 22.0, 21.176470588235293)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:33.809154,"(4.4, 5.3, 5.287747035573123)","(10.0, 13.0, 12.865217391304348)","(6.5, 7.2, 7.139325842696629)","(1.65, 1.88, 1.8709756097560977)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:34.784024,"(4.4, 5.3, 5.288095238095238)","(10.0, 13.0, 12.875)","(6.5, 7.2, 7.140909090909091)","(1.65, 1.87, 1.8577551020408165)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:35.658019,"(4.4, 5.3, 5.288095238095238)","(10.0, 13.0, 12.875)","(6.5, 7.2, 7.140909090909091)","(1.65, 1.87, 1.8577551020408165)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:36.619701,"(4.4, 5.3, 5.288095238095238)","(10.0, 13.0, 12.875)","(6.5, 7.2, 7.140909090909091)","(1.65, 1.87, 1.8577551020408165)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:37.636246,"(4.4, 5.4, 5.3090909090909095)","(10.0, 13.0, 12.875)","(6.5, 7.2, 7.140909090909091)","(1.65, 1.87, 1.8577551020408165)","(13.0, 22.0, 20.857142857142858)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:38.573075,"(4.4, 5.3, 5.29327731092437)","(10.0, 13.0, 12.836842105263157)","(6.5, 7.2, 7.1347826086956525)","(1.65, 1.88, 1.875)","(13.0, 22.0, 20.857142857142858)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:39.537369,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.836842105263157)","(6.5, 7.2, 7.140909090909091)","(1.65, 1.87, 1.8551851851851853)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:40.453441,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.857142857142858)","(6.5, 7.2, 7.140909090909091)","(1.65, 1.87, 1.8551851851851853)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:41.392005,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.736486486486486)","(6.5, 7.4, 7.2823529411764705)","(1.65, 1.86, 1.855625)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:42.371845,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.736486486486486)","(6.5, 7.4, 7.286792452830189)","(1.65, 1.86, 1.855625)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:43.265633,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.736486486486486)","(6.5, 7.4, 7.286792452830189)","(1.65, 1.86, 1.855625)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:44.192168,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.736486486486486)","(6.5, 7.4, 7.286792452830189)","(1.65, 1.86, 1.855625)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:45.149036,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.736486486486486)","(6.5, 7.4, 7.268656716417911)","(1.65, 1.86, 1.8571428571428572)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:46.015265,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.736486486486486)","(6.5, 7.4, 7.273015873015873)","(1.65, 1.86, 1.8571428571428572)","(13.0, 22.0, 21.25)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:46.978316,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.736486486486486)","(6.5, 7.4, 7.2504672897196265)","(1.65, 1.86, 1.8571428571428572)","(13.0, 22.0, 20.555555555555557)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:47.896084,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.736486486486486)","(6.5, 7.4, 7.241441441441442)","(1.65, 1.87, 1.8570312500000001)","(13.0, 21.0, 20.555555555555557)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:48.808136,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.736486486486486)","(6.5, 7.4, 7.241441441441442)","(1.65, 1.87, 1.8570312500000001)","(13.0, 21.0, 20.555555555555557)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:49.784895,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.736486486486486)","(6.5, 7.4, 7.242857142857143)","(1.65, 1.87, 1.8570312500000001)","(13.0, 21.0, 20.555555555555557)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:50.685790,"(4.4, 5.3, 5.2952789699570815)","(10.0, 13.0, 12.736486486486486)","(6.5, 7.4, 7.242857142857143)","(1.65, 1.87, 1.8570312500000001)","(13.0, 21.0, 20.555555555555557)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:51.664423,"(4.4, 5.4, 5.314634146341463)","(10.0, 13.0, 12.7317880794702)","(6.5, 7.2, 7.18)","(1.65, 1.87, 1.8539473684210528)","(13.0, 21.0, 20.555555555555557)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:52.620134,"(4.4, 5.4, 5.314634146341463)","(10.0, 13.0, 12.7317880794702)","(6.5, 7.2, 7.0685714285714285)","(1.65, 1.87, 1.853658536585366)","(13.0, 21.0, 20.555555555555557)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:53.510484,"(4.4, 5.4, 5.314634146341463)","(10.0, 13.0, 12.7317880794702)","(6.5, 7.2, 7.0685714285714285)","(1.65, 1.87, 1.853658536585366)","(13.0, 21.0, 20.555555555555557)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:54.471297,"(4.4, 5.4, 5.358530805687204)","(10.0, 13.0, 12.7317880794702)","(6.5, 7.2, 7.0685714285714285)","(1.65, 1.86, 1.85)","(13.0, 21.0, 20.555555555555557)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:55.339421,"(4.4, 5.4, 5.358530805687204)","(10.0, 13.0, 12.65677966101695)","(6.5, 7.2, 7.071428571428571)","(1.65, 1.85, 1.8470212765957448)","(13.0, 21.0, 20.555555555555557)","(101.0, 350.0, 327.5)"
11-01-2023 14:31:56.247740,"(4.4, 5.4, 5.358530805687204)","(10.0, 13.0, 12.660869565217391)","(6.5, 7.2, 7.071428571428571)","(1.65, 1.87, 1.8441596638655462)","(13.0, 21.0, 20.555555555555557)","(101.0, 350.0, 350.0)"
11-01-2023 14:31:57.137487,"(4.4, 5.4, 5.358530805687204)","(10.0, 13.0, 12.65677966101695)","(6.5, 7.2, 7.090909090909091)","(1.65, 1.87, 1.851717791411043)","(13.0, 21.0, 20.555555555555557)","(101.0, 380.0, 350.0)"
11-01-2023 14:31:58.050917,"(4.4, 5.4, 5.358530805687204)","(10.0, 13.0, 12.625)","(6.5, 7.2, 7.090909090909091)","(1.65, 1.87, 1.8517391304347828)","(13.0, 21.0, 20.38888888888889)","(101.0, 370.0, 342.5)"
11-01-2023 14:31:59.009378,"(4.4, 5.4, 5.358530805687204)","(10.0, 13.0, 12.742038216560509)","(6.5, 7.2, 7.090909090909091)","(1.65, 1.87, 1.8517391304347828)","(13.0, 21.0, 20.38888888888889)","(101.0, 370.0, 342.5)"
11-01-2023 14:31:59.914381,"(4.4, 5.4, 5.355696202531646)","(10.0, 13.0, 12.742038216560509)","(6.5, 7.2, 7.090909090909091)","(1.65, 1.87, 1.8517391304347828)","(13.0, 21.0, 20.38888888888889)","(101.0, 370.0, 342.5)"
11-01-2023 14:32:00.882241,"(4.4, 5.4, 5.354455445544555)","(10.0, 13.0, 12.746753246753247)","(6.5, 7.2, 7.095145631067961)","(1.65, 1.86, 1.8516304347826087)","(13.0, 21.0, 20.333333333333332)","(101.0, 370.0, 342.5)"
11-01-2023 14:32:01.845277,"(4.4, 5.4, 5.354455445544555)","(10.0, 13.0, 12.746753246753247)","(6.5, 7.0, 6.976)","(1.65, 1.86, 1.8516304347826087)","(13.0, 21.0, 20.333333333333332)","(101.0, 370.0, 342.5)"
11-01-2023 14:32:02.867805,"(4.4, 5.4, 5.354455445544555)","(10.0, 13.0, 12.746753246753247)","(6.5, 7.0, 6.976623376623377)","(1.65, 1.86, 1.8516304347826087)","(13.0, 21.0, 20.333333333333332)","(101.0, 370.0, 342.5)"
11-01-2023 14:32:03.835936,"(4.4, 5.4, 5.353884711779449)","(10.0, 13.0, 12.746753246753247)","(6.5, 7.0, 6.976923076923077)","(1.65, 1.86, 1.852325581395349)","(13.0, 21.0, 20.833333333333332)","(101.0, 370.0, 342.5)"
11-01-2023 14:32:04.742623,"(4.4, 5.4, 5.353884711779449)","(10.0, 13.0, 12.746753246753247)","(6.5, 7.2, 7.0875)","(1.65, 1.86, 1.852325581395349)","(13.0, 21.0, 20.833333333333332)","(101.0, 370.0, 342.5)"
11-01-2023 14:32:05.690433,"(4.4, 5.4, 5.353884711779449)","(10.0, 13.0, 12.746753246753247)","(6.5, 7.2, 7.0875)","(1.65, 1.86, 1.8529787234042554)","(13.0, 21.0, 19.96551724137931)","(101.0, 370.0, 342.5)"
11-01-2023 14:32:06.684772,"(4.4, 5.4, 5.349883990719258)","(10.0, 13.0, 12.746753246753247)","(6.5, 7.2, 6.976923076923077)","(1.65, 1.86, 1.853888888888889)","(13.0, 21.0, 20.035714285714285)","(101.0, 370.0, 342.5)"
11-01-2023 14:32:07.659790,"(4.4, 5.4, 5.349539170506913)","(10.0, 13.0, 12.746753246753247)","(6.5, 7.0, 6.95)","(1.65, 1.86, 1.853888888888889)","(13.0, 21.0, 20.035714285714285)","(101.0, 370.0, 342.5)"
11-01-2023 14:32:08.631086,"(4.4, 5.4, 5.349539170506913)","(10.0, 13.0, 12.73469387755102)","(6.5, 7.0, 6.95)","(1.65, 1.86, 1.854375)","(13.0, 21.0, 20.035714285714285)","(101.0, 370.0, 303.3333333333333)"
11-01-2023 14:32:09.566982,"(4.4, 5.4, 5.349539170506913)","(10.0, 13.0, 12.73469387755102)","(6.5, 7.0, 6.95)","(1.65, 1.86, 1.854375)","(13.0, 21.0, 20.419354838709676)","(101.0, 370.0, 303.3333333333333)"
11-01-2023 14:32:10.553230,"(4.4, 5.4, 5.356631578947368)","(10.0, 13.0, 12.845323741007194)","(6.5, 7.0, 6.966176470588235)","(1.7, 1.84, 1.8347653429602888)","(13.0, 21.0, 20.217391304347824)","(101.0, 370.0, 303.3333333333333)"
11-01-2023 14:32:11.542171,"(4.4, 5.4, 5.3537078651685395)","(10.0, 13.5, 13.176470588235293)","(6.5, 7.2, 7.066666666666666)","(1.7, 1.84, 1.8293307086614174)","(13.0, 21.0, 21.125)","(101.0, 370.0, 405.0)"
11-01-2023 14:32:12.508471,"(4.4, 5.5, 5.418122977346279)","(10.0, 13.5, 13.166666666666666)","(6.5, 7.2, 7.019354838709678)","(1.7, 1.83, 1.8284169884169885)","(13.0, 22.0, 21.058823529411764)","(101.0, 420.0, 486.6666666666667)"
11-01-2023 14:32:13.517671,"(4.4, 5.4, 5.36989247311828)","(10.0, 13.5, 13.166666666666666)","(6.5, 7.2, 7.002150537634408)","(1.7, 1.84, 1.8319078947368421)","(13.0, 22.0, 21.21951219512195)","(101.0, 530.0, 480.0)"
11-01-2023 14:32:14.517189,"(4.4, 5.4, 5.331736526946108)","(10.0, 13.5, 13.166666666666666)","(6.5, 7.2, 7.101754385964912)","(1.7, 1.84, 1.8319078947368421)","(13.0, 22.0, 21.21951219512195)","(101.0, 520.0, 434.375)"
11-01-2023 14:32:15.547503,"(4.4, 5.3, 5.205)","(10.0, 13.5, 13.166666666666666)","(6.5, 7.2, 7.138650306748467)","(1.7, 1.84, 1.8321594684385383)","(13.0, 22.0, 21.227272727272727)","(101.0, 510.0, 462.5)"
11-01-2023 14:32:16.471451,"(4.4, 5.3, 5.217682926829268)","(10.0, 13.5, 13.108695652173914)","(6.5, 7.2, 7.120634920634921)","(1.7, 1.84, 1.8321594684385383)","(13.0, 22.0, 21.227272727272727)","(101.0, 500.0, 462.5)"
11-01-2023 14:32:17.394987,"(4.4, 5.3, 5.271153846153846)","(10.0, 13.5, 13.192307692307692)","(6.5, 7.2, 7.076470588235294)","(1.7, 1.84, 1.835)","(13.0, 22.0, 21.6)","(101.0, 500.0, 462.5)"
11-01-2023 14:32:18.359176,"(4.4, 5.3, 5.263513513513513)","(10.0, 13.5, 13.192307692307692)","(6.5, 7.2, 7.076470588235294)","(1.7, 1.84, 1.8351918158567775)","(13.0, 22.0, 21.363636363636363)","(101.0, 500.0, 454.0)"
11-01-2023 14:32:19.359550,"(4.4, 5.3, 5.262395543175487)","(10.0, 13.5, 13.194656488549619)","(6.5, 7.2, 7.076470588235294)","(1.7, 1.85, 1.8465517241379312)","(13.0, 22.0, 21.363636363636363)","(101.0, 490.0, 450.0)"
11-01-2023 14:32:20.338659,"(4.4, 5.3, 5.249122807017544)","(10.0, 13.0, 12.891304347826086)","(6.5, 7.2, 7.076470588235294)","(1.7, 1.85, 1.8519512195121952)","(13.0, 22.0, 21.363636363636363)","(101.0, 490.0, 467.14285714285717)"
11-01-2023 14:32:21.356799,"(4.4, 5.3, 5.2301204819277105)","(10.0, 13.0, 12.885057471264368)","(6.5, 7.0, 7.144278606965174)","(1.7, 1.86, 1.8406382978723406)","(13.0, 22.0, 21.555555555555557)","(101.0, 490.0, 458.0)"
11-01-2023 14:32:22.308005,"(4.4, 5.3, 5.220625)","(10.0, 13.0, 12.95679012345679)","(6.5, 7.2, 7.048648648648649)","(1.7, 1.85, 1.815327868852459)","(13.0, 22.0, 22.53846153846154)","(101.0, 490.0, 443.3333333333333)"
11-01-2023 14:32:23.292295,"(4.4, 5.3, 5.254826254826255)","(10.0, 13.5, 13.282051282051283)","(6.5, 7.2, 7.122222222222223)","(1.7, 1.82, 1.8166829268292684)","(13.0, 23.0, 22.6)","(101.0, 490.0, 443.3333333333333)"
11-01-2023 14:32:24.361703,"(4.4, 5.4, 5.317117117117117)","(10.0, 13.0, 12.81496062992126)","(6.5, 7.4, 7.274358974358974)","(1.7, 1.82, 1.8142857142857143)","(13.0, 23.0, 21.869565217391305)","(101.0, 490.0, 390.0)"
11-01-2023 14:32:25.259986,"(4.4, 5.4, 5.318446601941748)","(10.0, 13.0, 12.81496062992126)","(6.5, 7.4, 7.274358974358974)","(1.7, 1.82, 1.8142857142857143)","(13.0, 22.0, 21.869565217391305)","(101.0, 490.0, 390.0)"
11-01-2023 14:32:26.212704,"(4.4, 5.4, 5.318446601941748)","(10.0, 13.0, 12.81496062992126)","(6.5, 7.4, 7.3)","(1.7, 1.82, 1.8135646687697162)","(13.0, 22.0, 21.8)","(101.0, 490.0, 390.0)"
11-01-2023 14:32:27.142024,"(4.4, 5.4, 5.3478260869565215)","(10.0, 13.0, 12.81496062992126)","(6.5, 7.4, 7.24406779661017)","(1.7, 1.82, 1.8145454545454547)","(13.0, 22.0, 21.8)","(101.0, 490.0, 390.0)"
11-01-2023 14:32:28.123573,"(4.4, 5.4, 5.352136752136753)","(10.0, 13.0, 12.827868852459016)","(6.5, 7.4, 7.266666666666667)","(1.7, 1.82, 1.8125688073394497)","(13.0, 22.0, 21.708333333333332)","(101.0, 490.0, 386.6666666666667)"
11-01-2023 14:32:29.135094,"(4.4, 5.4, 5.352136752136753)","(10.0, 13.0, 12.798507462686567)","(6.5, 7.4, 7.272222222222222)","(1.7, 1.82, 1.8088387096774194)","(13.0, 22.0, 21.695652173913043)","(101.0, 480.0, 386.6666666666667)"
11-01-2023 14:32:30.134727,"(4.4, 5.4, 5.360189573459715)","(10.0, 13.0, 12.861842105263158)","(6.5, 7.4, 7.314018691588785)","(1.7, 1.81, 1.8085865724381627)","(13.0, 22.0, 21.695652173913043)","(101.0, 480.0, 386.6666666666667)"
11-01-2023 14:32:31.086788,"(4.4, 5.4, 5.359712230215828)","(10.0, 13.0, 12.862745098039216)","(6.5, 7.4, 7.314814814814815)","(1.7, 1.81, 1.8085865724381627)","(13.0, 22.0, 21.695652173913043)","(101.0, 480.0, 386.6666666666667)"
11-01-2023 14:32:32.039127,"(4.4, 5.4, 5.361200923787529)","(10.0, 13.0, 12.867924528301886)","(6.5, 7.4, 7.295454545454546)","(1.7, 1.81, 1.8069867549668874)","(13.0, 22.0, 21.90909090909091)","(101.0, 480.0, 363.3333333333333)"
11-01-2023 14:32:32.975715,"(4.4, 5.4, 5.362690355329949)","(10.0, 13.0, 12.884615384615385)","(6.5, 7.2, 7.191056910569106)","(1.7, 1.82, 1.811164383561644)","(13.0, 22.0, 21.90909090909091)","(101.0, 480.0, 363.3333333333333)"
11-01-2023 14:32:33.856322,"(4.4, 5.4, 5.3625)","(10.0, 13.0, 12.8625)","(6.5, 7.4, 7.283333333333333)","(1.7, 1.82, 1.8113245033112584)","(13.0, 23.0, 22.1875)","(101.0, 480.0, 386.6666666666667)"
11-01-2023 14:32:34.814276,"(4.4, 5.4, 5.362698412698413)","(10.0, 13.0, 12.8625)","(6.5, 7.4, 7.292307692307692)","(1.7, 1.81, 1.8084415584415585)","(13.0, 23.0, 22.571428571428573)","(101.0, 480.0, 410.0)"
11-01-2023 14:32:35.831470,"(4.4, 5.4, 5.363565891472868)","(10.0, 13.0, 12.880434782608695)","(6.5, 7.4, 7.296296296296297)","(1.7, 1.81, 1.8083193277310925)","(13.0, 23.0, 22.85)","(101.0, 480.0, 393.3333333333333)"
11-01-2023 14:32:36.838690,"(4.4, 5.4, 5.359736842105264)","(10.0, 13.0, 12.916666666666666)","(6.5, 7.4, 7.296296296296297)","(1.7, 1.81, 1.805912408759124)","(13.0, 23.0, 22.85)","(101.0, 480.0, 393.3333333333333)"
11-01-2023 14:32:37.842003,"(4.4, 5.4, 5.358082191780822)","(10.0, 13.5, 13.1)","(6.5, 7.4, 7.31764705882353)","(1.7, 1.81, 1.805912408759124)","(13.0, 23.0, 22.85)","(101.0, 480.0, 428.0)"
11-01-2023 14:32:38.814228,"(4.4, 5.4, 5.358082191780822)","(10.0, 13.0, 12.780645161290323)","(6.5, 7.4, 7.31764705882353)","(1.7, 1.81, 1.805912408759124)","(13.0, 23.0, 22.85)","(101.0, 480.0, 451.1111111111111)"
11-01-2023 14:32:39.739374,"(4.4, 5.4, 5.358082191780822)","(10.0, 13.0, 12.795454545454545)","(6.5, 7.4, 7.31764705882353)","(1.7, 1.81, 1.805912408759124)","(13.0, 23.0, 22.85)","(101.0, 480.0, 451.1111111111111)"
11-01-2023 14:32:40.595724,"(4.4, 5.4, 5.358082191780822)","(10.0, 13.0, 12.757961783439491)","(6.5, 7.6, 7.462745098039216)","(1.7, 1.81, 1.8043956043956044)","(13.0, 23.0, 22.85)","(101.0, 480.0, 451.1111111111111)"
11-01-2023 14:32:41.510402,"(4.4, 5.4, 5.37956204379562)","(10.0, 13.0, 12.759493670886076)","(6.5, 7.6, 7.488)","(1.7, 1.81, 1.8027272727272727)","(13.0, 23.0, 22.85)","(101.0, 480.0, 464.7058823529412)"
11-01-2023 14:32:42.452125,"(4.4, 5.4, 5.37956204379562)","(10.0, 13.0, 12.759493670886076)","(6.5, 7.6, 7.335849056603774)","(1.7, 1.82, 1.8120889748549323)","(13.0, 23.0, 22.357142857142858)","(101.0, 480.0, 464.7058823529412)"
11-01-2023 14:32:43.387051,"(4.4, 5.4, 5.367283950617284)","(10.0, 13.0, 12.759493670886076)","(6.5, 7.6, 7.335849056603774)","(1.7, 1.82, 1.8118523676880223)","(13.0, 23.0, 22.17241379310345)","(101.0, 480.0, 393.3333333333333)"
11-01-2023 14:32:44.364159,"(4.4, 5.4, 5.365695792880259)","(10.0, 13.0, 12.759493670886076)","(6.5, 7.6, 7.335849056603774)","(1.7, 1.82, 1.8120451527224437)","(13.0, 22.0, 21.8)","(101.0, 480.0, 406.6666666666667)"
11-01-2023 14:32:45.308396,"(4.4, 5.4, 5.365695792880259)","(10.0, 13.0, 12.759493670886076)","(6.5, 7.6, 7.335849056603774)","(1.7, 1.82, 1.8120451527224437)","(13.0, 22.0, 21.8)","(101.0, 480.0, 448.57142857142856)"
11-01-2023 14:32:46.301174,"(4.4, 5.4, 5.33375)","(10.0, 13.0, 12.759493670886076)","(6.5, 7.6, 7.335849056603774)","(1.7, 1.82, 1.8113274336283187)","(13.0, 22.0, 21.8)","(101.0, 480.0, 440.0)"
11-01-2023 14:32:47.234852,"(4.4, 5.3, 5.284251968503937)","(10.0, 13.0, 12.759493670886076)","(6.5, 7.6, 7.394117647058823)","(1.65, 1.82, 1.8113274336283187)","(13.0, 22.0, 21.8)","(101.0, 480.0, 440.0)"
11-01-2023 14:32:48.210909,"(4.4, 5.4, 5.330246913580247)","(10.0, 13.0, 12.835570469798657)","(6.5, 7.6, 7.505)","(1.65, 1.8, 1.800913348946136)","(13.0, 23.0, 22.3)","(101.0, 480.0, 488.0)"
11-01-2023 14:32:49.147385,"(4.4, 5.4, 5.322068965517241)","(10.0, 13.0, 12.835570469798657)","(6.5, 7.6, 7.495454545454545)","(1.65, 1.81, 1.800913348946136)","(13.0, 23.0, 22.3)","(101.0, 500.0, 488.0)"
11-01-2023 14:32:50.108484,"(4.4, 5.4, 5.322068965517241)","(10.0, 13.0, 12.782758620689656)","(6.5, 7.6, 7.495454545454545)","(1.65, 1.81, 1.800913348946136)","(13.0, 23.0, 21.90909090909091)","(101.0, 500.0, 488.0)"
11-01-2023 14:32:51.032398,"(4.4, 5.4, 5.3431372549019605)","(10.0, 13.0, 12.782758620689656)","(6.5, 7.6, 7.495454545454545)","(1.65, 1.81, 1.800913348946136)","(13.0, 23.0, 22.0)","(101.0, 500.0, 488.0)"
11-01-2023 14:32:52.006506,"(4.4, 5.4, 5.3431372549019605)","(10.0, 13.0, 12.66842105263158)","(6.5, 7.6, 7.495454545454545)","(1.65, 1.81, 1.8016379310344828)","(13.0, 23.0, 22.4375)","(101.0, 500.0, 453.3333333333333)"
11-01-2023 14:32:52.902188,"(4.4, 5.4, 5.347272727272728)","(10.0, 12.5, 12.450617283950617)","(6.5, 7.6, 7.495454545454545)","(1.65, 1.81, 1.8016379310344828)","(13.0, 23.0, 22.485714285714288)","(101.0, 490.0, 453.3333333333333)"
11-01-2023 14:32:53.845228,"(4.4, 5.5, 5.462640901771337)","(10.0, 12.5, 12.210982658959537)","(6.5, 7.6, 7.483544303797468)","(1.65, 1.8, 1.7974015748031495)","(13.0, 23.0, 22.36842105263158)","(101.0, 490.0, 453.3333333333333)"
11-01-2023 14:32:54.913998,"(4.4, 5.5, 5.462640901771337)","(10.0, 12.5, 12.323529411764707)","(6.5, 7.6, 7.541176470588235)","(1.65, 1.8, 1.7998429319371727)","(13.0, 23.0, 22.510204081632654)","(101.0, 490.0, 435.0)"
11-01-2023 14:32:55.891079,"(4.4, 5.5, 5.435734072022161)","(10.0, 12.5, 12.338461538461539)","(6.5, 7.6, 7.541176470588235)","(1.65, 1.8, 1.8012048192771084)","(13.0, 23.0, 23.18918918918919)","(101.0, 490.0, 423.3333333333333)"
11-01-2023 14:32:56.881918,"(4.4, 5.5, 5.44010152284264)","(10.0, 12.5, 12.317829457364342)","(6.5, 7.6, 7.540677966101695)","(1.65, 1.81, 1.8013698630136987)","(13.0, 24.0, 23.434782608695652)","(101.0, 490.0, 440.0)"
11-01-2023 14:32:57.858275,"(4.4, 5.3, 5.227659574468086)","(10.0, 13.0, 12.543046357615895)","(6.5, 7.8, 7.604651162790698)","(1.65, 1.81, 1.7926609442060086)","(13.0, 25.0, 23.4390243902439)","(101.0, 490.0, 440.0)"
11-01-2023 14:32:58.739865,"(4.4, 5.3, 5.2299999999999995)","(10.0, 13.0, 12.598901098901099)","(6.5, 7.8, 7.604651162790698)","(1.65, 1.8, 1.7926609442060086)","(13.0, 25.0, 23.486486486486488)","(101.0, 490.0, 440.0)"
11-01-2023 14:32:59.695150,"(4.4, 5.3, 5.250929368029739)","(10.0, 13.0, 12.7)","(6.5, 7.8, 7.668852459016393)","(1.65, 1.79, 1.7789782244556114)","(13.0, 25.0, 24.076923076923077)","(101.0, 490.0, 423.3333333333333)"
11-01-2023 14:33:00.678753,"(4.4, 5.4, 5.394230769230769)","(10.0, 13.0, 12.7)","(6.5, 7.8, 7.726126126126126)","(1.65, 1.78, 1.7778807947019868)","(13.0, 25.0, 23.875)","(101.0, 490.0, 423.3333333333333)"
