,Take On,Show Dor,Bourbon Falls,Jamaican Express,Izzies Beau,The Ugly Sister,La Capita,Hautapu
12-01-2023 11:50:24.121376,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:25.281301,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:26.356267,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:27.506165,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:28.671164,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:29.751224,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:30.871175,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:31.961286,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:33.182871,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:34.321029,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:35.521025,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:36.721096,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:37.960817,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:39.180723,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:40.360699,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:41.730915,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:43.045669,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:44.290916,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:45.800859,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:47.281852,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 13.5)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:48.411834,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 16.357142857142858)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:49.477315,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 18.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:50.620728,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 16.181818181818183)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:51.810527,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.0, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:52.954224,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:54.108062,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.4037037037037035)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:55.230631,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:56.410359,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:57.630344,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:58.765133,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:50:59.940510,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:01.310457,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:02.658974,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:03.730515,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:05.469120,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:06.651853,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:07.848413,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:08.961167,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:10.030503,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:11.150319,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:12.335915,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:13.466430,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:14.517471,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:15.620182,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:16.650199,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:17.700266,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:18.764652,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:19.740065,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:20.810090,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:21.890190,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:22.967122,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:24.110052,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:25.269834,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:26.442606,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:27.604447,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:28.769889,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:29.929866,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:31.099648,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:32.313531,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:33.530010,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:34.809787,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:35.973288,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:37.105678,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:38.179687,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:39.229852,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:40.309725,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:41.399575,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:42.419647,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:43.459625,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:44.565033,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:45.623634,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:46.769513,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:47.957480,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:49.032639,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:50.129359,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:51.329547,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:52.437065,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.653846153846153)"
12-01-2023 11:51:53.525917,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.27777777777778)"
12-01-2023 11:51:54.701362,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 28.964285714285715)"
12-01-2023 11:51:55.875538,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 25.333333333333336)"
12-01-2023 11:51:57.011684,"(3.1, 3.6, 3.5708333333333333)","(19.0, 95.0, 84.57142857142857)","(5.0, 8.0, 7.342857142857143)","(4.2, 5.5, 5.4)","(21.0, 130.0, 94.66666666666667)","(3.6, 5.7, 5.35)","(9.0, 17.5, 15.147058823529411)","(13.0, 30.0, 18.2)"
