,Incentive,Captain Bond,Boomsong,Iron Will,Hamaki,Zanzibar Gem,Another Cognac,Notifies,Inequality
04-01-2023 15:50:04.365608,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.458762886597938)","(6.5, 9.0, 8.97037037037037)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.6, 8.785454545454545)","(15.0, 22.0, 19.3)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:05.523377,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.458762886597938)","(6.5, 9.0, 8.97037037037037)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.6, 8.757894736842106)","(15.0, 22.0, 21.3135593220339)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:06.681325,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.458762886597938)","(6.5, 9.0, 8.97037037037037)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.6, 8.757894736842106)","(15.0, 22.0, 21.3135593220339)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:07.861098,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.458762886597938)","(6.5, 9.0, 8.97037037037037)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.6, 8.757894736842106)","(15.0, 22.0, 21.3135593220339)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:09.010643,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.458762886597938)","(6.5, 9.0, 8.97037037037037)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.6, 8.757894736842106)","(15.0, 22.0, 21.3135593220339)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:10.148868,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.458762886597938)","(6.5, 9.0, 8.97037037037037)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.6, 8.757894736842106)","(15.0, 22.0, 21.3135593220339)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:11.289866,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.458762886597938)","(6.5, 9.0, 8.97037037037037)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.6, 9.35)","(15.0, 22.0, 21.3135593220339)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:12.405834,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.666666666666666)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.3135593220339)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:13.561822,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.666666666666666)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:14.651119,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.7)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:15.804706,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.7)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:16.910823,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.7)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:18.051539,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.7)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:19.244382,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.76923076923077)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:20.459925,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.76923076923077)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:21.671240,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.76923076923077)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:22.937561,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.76923076923077)","(5.0, 5.5, 5.432558139534883)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:24.219039,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.76923076923077)","(5.0, 5.5, 5.4252747252747255)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:25.501921,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.76923076923077)","(5.0, 5.5, 5.4252747252747255)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:26.735560,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.76923076923077)","(5.0, 5.5, 5.4252747252747255)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:27.983454,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.823529411764707)","(5.0, 5.5, 5.4252747252747255)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:29.280325,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.823529411764707)","(5.0, 5.5, 5.4252747252747255)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:30.549070,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.823529411764707)","(5.0, 5.5, 5.4252747252747255)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:31.818006,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.823529411764707)","(5.0, 5.5, 5.4252747252747255)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:33.013375,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.823529411764707)","(5.0, 5.5, 5.4252747252747255)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:34.237904,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.284210526315789)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.445)","(6.5, 9.0, 8.823529411764707)","(5.0, 5.5, 5.4252747252747255)","(7.0, 9.4, 9.35)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:35.566845,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.5, 5.386956521739131)","(6.5, 9.0, 8.823529411764707)","(5.0, 5.5, 5.4252747252747255)","(7.0, 9.4, 9.157142857142857)","(15.0, 22.0, 21.346774193548388)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:36.717562,"(7.0, 12.0, 11.663636363636364)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.4, 5.290217391304347)","(6.5, 9.0, 8.959183673469388)","(5.0, 5.5, 5.415)","(7.0, 9.2, 8.502325581395349)","(15.0, 22.0, 19.647058823529413)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:37.878841,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.3, 5.290217391304347)","(6.5, 9.0, 8.959183673469388)","(5.0, 5.5, 5.410843373493976)","(7.0, 8.8, 8.502325581395349)","(15.0, 22.0, 19.647058823529413)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:39.088935,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.3, 5.290217391304347)","(6.5, 9.0, 8.959183673469388)","(5.0, 5.5, 5.410843373493976)","(7.0, 8.8, 8.469565217391304)","(15.0, 22.0, 19.647058823529413)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:40.345197,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.3, 5.290217391304347)","(6.5, 9.0, 8.959183673469388)","(5.0, 5.5, 5.410843373493976)","(7.0, 8.8, 8.469565217391304)","(15.0, 22.0, 19.647058823529413)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:41.648279,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.3, 5.290217391304347)","(6.5, 9.0, 8.959183673469388)","(5.0, 5.5, 5.410843373493976)","(7.0, 8.8, 8.469565217391304)","(15.0, 22.0, 19.647058823529413)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:42.950493,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.3, 5.290217391304347)","(6.5, 9.0, 8.959183673469388)","(5.0, 5.5, 5.410843373493976)","(7.0, 8.8, 8.469565217391304)","(15.0, 22.0, 19.647058823529413)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:44.211022,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.3, 5.290217391304347)","(6.5, 9.0, 8.962264150943396)","(5.0, 5.5, 5.410843373493976)","(7.0, 8.8, 8.469565217391304)","(15.0, 22.0, 19.647058823529413)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:45.448242,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.3, 5.290217391304347)","(6.5, 9.0, 8.962264150943396)","(5.0, 5.5, 5.410843373493976)","(7.0, 8.8, 8.469565217391304)","(15.0, 22.0, 19.647058823529413)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:46.672039,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.3, 5.290217391304347)","(6.5, 9.0, 8.962264150943396)","(5.0, 5.5, 5.410843373493976)","(7.0, 8.8, 8.469565217391304)","(15.0, 22.0, 19.647058823529413)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:47.928718,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.3, 5.290217391304347)","(6.5, 9.0, 8.9)","(5.0, 5.5, 5.410843373493976)","(7.0, 8.8, 8.558620689655172)","(15.0, 22.0, 19.647058823529413)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:49.217838,"(7.0, 11.5, 11.290123456790123)","(6.0, 8.6, 8.314285714285713)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.2, 5.096739130434782)","(6.5, 9.0, 8.90909090909091)","(5.0, 5.5, 5.427450980392157)","(7.0, 8.6, 8.372413793103448)","(15.0, 22.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:50.484785,"(7.0, 11.0, 10.996124031007753)","(6.0, 8.6, 8.317647058823528)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.1, 5.096739130434782)","(6.5, 9.0, 8.928571428571429)","(5.0, 5.5, 5.427450980392157)","(7.0, 8.4, 8.36923076923077)","(15.0, 21.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:51.702927,"(7.0, 11.0, 10.996124031007753)","(6.0, 8.6, 8.317647058823528)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.1, 5.096739130434782)","(6.5, 9.0, 8.928571428571429)","(5.0, 5.5, 5.427450980392157)","(7.0, 8.4, 8.36923076923077)","(15.0, 21.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:53.006100,"(7.0, 11.0, 10.996124031007753)","(6.0, 8.6, 8.317647058823528)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.1, 5.096739130434782)","(6.5, 9.0, 8.928571428571429)","(5.0, 5.5, 5.424489795918368)","(7.0, 8.4, 8.36923076923077)","(15.0, 21.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:54.307933,"(7.0, 11.0, 10.996124031007753)","(6.0, 8.6, 8.317647058823528)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.1, 5.096739130434782)","(6.5, 9.0, 8.928571428571429)","(5.0, 5.5, 5.424489795918368)","(7.0, 8.4, 8.36923076923077)","(15.0, 21.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:55.620712,"(7.0, 11.0, 10.996124031007753)","(6.0, 8.6, 8.317647058823528)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.1, 5.096739130434782)","(6.5, 9.0, 8.928571428571429)","(5.0, 5.5, 5.424489795918368)","(7.0, 8.4, 8.36923076923077)","(15.0, 21.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:56.934686,"(7.0, 11.0, 10.996124031007753)","(6.0, 8.6, 8.317647058823528)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.1, 5.096739130434782)","(6.5, 9.0, 8.928571428571429)","(5.0, 5.5, 5.424489795918368)","(7.0, 8.4, 8.36923076923077)","(15.0, 21.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:58.204551,"(7.0, 11.0, 10.996124031007753)","(6.0, 8.6, 8.317647058823528)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.1, 5.096739130434782)","(6.5, 9.0, 8.928571428571429)","(5.0, 5.5, 5.424489795918368)","(7.0, 8.4, 8.36923076923077)","(15.0, 21.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:50:59.509349,"(7.0, 11.0, 10.996124031007753)","(6.0, 8.6, 8.327272727272726)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.1, 5.096739130434782)","(6.5, 9.0, 8.944444444444445)","(5.0, 5.5, 5.424489795918368)","(7.0, 8.4, 8.36923076923077)","(15.0, 21.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:51:00.830079,"(7.0, 11.0, 10.996124031007753)","(6.0, 8.6, 8.34736842105263)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.1, 5.096739130434782)","(6.5, 9.0, 8.944444444444445)","(5.0, 5.5, 5.424489795918368)","(7.0, 8.4, 8.36923076923077)","(15.0, 21.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:51:02.092352,"(7.0, 11.0, 10.996124031007753)","(6.0, 8.6, 8.34736842105263)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.1, 5.096739130434782)","(6.5, 9.0, 8.944444444444445)","(5.0, 5.5, 5.424489795918368)","(7.0, 8.4, 8.36923076923077)","(15.0, 21.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:51:03.417741,"(7.0, 11.0, 10.996124031007753)","(6.0, 8.6, 8.34736842105263)","(9.0, 12.5, 12.142857142857142)","(4.4, 5.1, 5.096739130434782)","(6.5, 9.0, 8.944444444444445)","(5.0, 5.5, 5.424489795918368)","(7.0, 8.4, 8.36923076923077)","(15.0, 21.0, 20.625)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:51:04.673709,"(7.0, 11.0, 11.290123456790123)","(6.0, 8.6, 8.32)","(9.0, 12.5, 12.055555555555555)","(4.4, 5.1, 5.098850574712643)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.5, 5.42093023255814)","(7.0, 8.4, 8.549999999999999)","(15.0, 21.0, 19.5)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:51:05.984384,"(7.0, 11.5, 11.290123456790123)","(6.0, 8.6, 8.32)","(9.0, 12.5, 12.055555555555555)","(4.4, 5.1, 5.098850574712643)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.5, 5.42093023255814)","(7.0, 8.6, 8.549999999999999)","(15.0, 22.0, 19.5)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:51:07.434663,"(7.0, 11.5, 11.290123456790123)","(6.0, 8.6, 8.304347826086955)","(9.0, 12.5, 12.055555555555555)","(4.4, 5.1, 5.098850574712643)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.5, 5.42093023255814)","(7.0, 8.6, 8.549999999999999)","(15.0, 22.0, 19.5)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:51:08.629798,"(7.0, 11.5, 11.290123456790123)","(6.0, 8.6, 8.304347826086955)","(9.0, 12.5, 12.055555555555555)","(4.4, 5.1, 5.098850574712643)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.5, 5.42093023255814)","(7.0, 8.6, 8.549999999999999)","(15.0, 22.0, 19.5)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:51:09.923521,"(7.0, 11.5, 11.290123456790123)","(6.0, 8.6, 8.304347826086955)","(9.0, 12.5, 11.76923076923077)","(4.4, 5.1, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.5, 5.382142857142857)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 44.98550724637681)"
04-01-2023 15:51:11.126687,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.382142857142857)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:12.342315,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:13.858003,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:15.492577,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:16.812739,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:18.289807,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:19.793635,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:20.963670,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:22.263890,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:23.594889,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:24.957610,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:26.341176,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:27.687151,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:28.998764,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:30.303992,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:31.649530,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:33.243977,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
04-01-2023 15:51:34.618688,"(7.0, 11.5, 11.29503105590062)","(6.0, 8.6, 8.309090909090909)","(9.0, 12.0, 11.76923076923077)","(4.4, 5.3, 5.296551724137931)","(6.5, 9.0, 8.941176470588236)","(5.0, 5.4, 5.383636363636364)","(7.0, 8.6, 8.57391304347826)","(15.0, 22.0, 19.6)","(31.0, 46.0, 45.39393939393939)"
