,Wet Socks,Mystical Zendik,Mobile Doll May,Canya Hornet,Key Bon,Judgment Fay,Explosive Stare,Mighty Rhythm
09-01-2023 15:17:08.096842,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 9.7)"
09-01-2023 15:17:09.261820,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 9.7)"
09-01-2023 15:17:10.467352,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 9.7)"
09-01-2023 15:17:11.797742,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 9.7)"
09-01-2023 15:17:13.070136,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 9.7)"
09-01-2023 15:17:14.322761,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 9.7)"
09-01-2023 15:17:15.484014,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 9.7)"
09-01-2023 15:17:16.713509,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 9.7)"
09-01-2023 15:17:17.903049,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 9.7)"
09-01-2023 15:17:19.177919,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:20.467296,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:21.727226,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:23.008579,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:24.253084,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:25.480686,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.48125)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:26.682368,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.558333333333333)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:27.885806,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.558333333333333)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:29.085040,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.558333333333333)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:30.330820,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.9437499999999996)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:31.675019,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.9437499999999996)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:32.970286,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.558333333333333)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:34.222964,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.558333333333333)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:35.582355,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.558333333333333)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:36.897212,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.9437499999999996)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:38.231606,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.9437499999999996)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:39.584169,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.1, 3.371875)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:40.891931,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:42.206734,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:43.462136,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:44.814087,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:46.131590,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 10.07857142857143)"
09-01-2023 15:17:47.531894,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:17:48.974902,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:17:50.442708,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:17:51.883420,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:17:53.412222,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:17:54.962011,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:17:56.373598,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:17:57.734875,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 10.071428571428571)"
09-01-2023 15:17:59.103202,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 10.071428571428571)"
09-01-2023 15:18:00.549112,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:01.882258,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:03.230686,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:04.555826,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:05.826907,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:07.137424,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:08.538703,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:09.906659,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:11.170644,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:12.406744,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:13.670045,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:14.954518,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:16.328942,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:17.671021,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:19.055065,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:20.423126,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:21.734031,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:22.937061,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:24.162240,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:25.403187,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.188888888888888)"
09-01-2023 15:18:26.748470,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:28.076582,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:29.392766,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:30.601177,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:31.799460,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:32.996884,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:34.266985,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:35.539844,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:36.795248,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:38.072222,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:39.220844,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:40.456929,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:41.615791,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.575)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:42.856191,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:44.167694,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:45.526680,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.281818181818181)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.949999999999999)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 9.726666666666667)"
09-01-2023 15:18:46.879237,"(4.0, 6.6, 4.895454545454545)","(6.0, 9.8, 9.053571428571429)","(21.0, 60.0, 40.0)","(4.0, 5.8, 4.688)","(20.0, 44.0, 40.0)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.371875)","(4.4, 10.5, 7.706666666666666)"
09-01-2023 15:18:48.229168,"(4.0, 6.6, 4.895454545454545)","(6.0, 10.5, 9.053571428571429)","(21.0, 60.0, 40.0)","(4.0, 6.2, 4.5636363636363635)","(20.0, 44.0, 38.25)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.4187499999999997)","(4.4, 8.2, 6.800000000000001)"
09-01-2023 15:18:49.514200,"(4.0, 6.6, 4.705263157894737)","(6.0, 10.5, 9.053571428571429)","(21.0, 60.0, 40.0)","(4.0, 6.2, 4.5636363636363635)","(20.0, 44.0, 38.25)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.4187499999999997)","(4.4, 8.8, 6.800000000000001)"
09-01-2023 15:18:50.721758,"(4.0, 6.6, 4.705263157894737)","(6.0, 10.5, 9.053571428571429)","(21.0, 60.0, 40.0)","(4.0, 6.2, 4.5636363636363635)","(20.0, 44.0, 38.25)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.4187499999999997)","(4.4, 8.8, 6.800000000000001)"
09-01-2023 15:18:51.832879,"(4.0, 6.6, 4.705263157894737)","(6.0, 10.5, 9.053571428571429)","(21.0, 60.0, 40.0)","(4.0, 6.2, 4.5636363636363635)","(20.0, 44.0, 38.25)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.4187499999999997)","(4.4, 8.8, 6.800000000000001)"
09-01-2023 15:18:53.221920,"(4.0, 6.6, 4.705263157894737)","(6.0, 10.5, 9.053571428571429)","(21.0, 60.0, 40.0)","(4.0, 6.2, 4.5636363636363635)","(20.0, 44.0, 38.25)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.807142857142857)","(4.4, 8.8, 6.800000000000001)"
09-01-2023 15:18:54.553549,"(4.0, 6.6, 4.705263157894737)","(6.0, 10.5, 9.053571428571429)","(21.0, 60.0, 40.0)","(4.0, 6.2, 4.5636363636363635)","(20.0, 44.0, 38.25)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.4187499999999997)","(4.4, 8.8, 6.800000000000001)"
09-01-2023 15:18:55.918176,"(4.0, 6.6, 4.705263157894737)","(6.0, 10.5, 9.053571428571429)","(21.0, 60.0, 40.0)","(4.0, 6.2, 4.5636363636363635)","(20.0, 44.0, 38.25)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.4187499999999997)","(4.4, 8.8, 8.5)"
09-01-2023 15:18:57.409756,"(4.0, 6.6, 4.705263157894737)","(6.0, 10.5, 9.053571428571429)","(21.0, 60.0, 40.0)","(4.0, 6.2, 4.5636363636363635)","(20.0, 44.0, 38.25)","(91.0, 610.0, 347.5)","(3.1, 5.2, 3.4187499999999997)","(4.4, 9.4, 8.5)"
