,Test The Law,Deep Point,Midnight Rush,Whatsanamegeorge,Zebella,Our Shining Star,Sir Toop,Soames,Im A Dexstar
07-01-2023 13:29:31.617632,"(6.0, 6.4, 6.23625)","(8.5, 10.5, 10.319526627218934)","(4.8, 5.7, 5.6702702702702705)","(11.0, 12.0, 12.264705882352942)","(3.8, 4.6, 4.547133757961784)","(11.0, 15.5, 14.669811320754716)","(12.0, 14.0, 13.751381215469614)","(7.5, 8.6, 8.503448275862068)","(101.0, 180.0, 175.0)"
07-01-2023 13:29:32.691935,"(6.0, 6.4, 6.23625)","(8.5, 10.5, 10.319526627218934)","(4.8, 5.7, 5.676595744680851)","(11.0, 12.5, 12.242857142857144)","(3.8, 4.6, 4.480182232346242)","(11.0, 15.0, 14.669811320754716)","(12.0, 14.0, 13.711538461538462)","(7.5, 8.6, 8.467924528301888)","(101.0, 180.0, 175.0)"
07-01-2023 13:29:33.828140,"(6.0, 6.4, 6.372340425531915)","(8.5, 10.5, 10.357615894039736)","(4.8, 5.8, 5.67578947368421)","(11.0, 12.5, 12.248251748251748)","(3.8, 4.5, 4.4818750000000005)","(11.0, 15.0, 14.669811320754716)","(12.0, 14.0, 13.711538461538462)","(7.5, 8.6, 8.467924528301888)","(101.0, 180.0, 175.0)"
07-01-2023 13:29:34.879131,"(6.0, 6.4, 6.3780219780219785)","(8.5, 10.5, 10.357615894039736)","(4.8, 5.7, 5.647191011235955)","(11.0, 12.5, 12.248251748251748)","(3.8, 4.5, 4.4818750000000005)","(11.0, 15.0, 14.669811320754716)","(12.0, 14.0, 13.711538461538462)","(7.5, 8.6, 8.467924528301888)","(101.0, 180.0, 175.0)"
07-01-2023 13:29:35.981061,"(6.0, 6.4, 6.3780219780219785)","(8.5, 10.5, 10.357615894039736)","(4.8, 5.7, 5.647191011235955)","(11.0, 12.5, 12.248251748251748)","(3.8, 4.5, 4.4818750000000005)","(11.0, 15.0, 14.669811320754716)","(12.0, 14.0, 13.711538461538462)","(7.5, 8.6, 8.467924528301888)","(101.0, 180.0, 174.0)"
07-01-2023 13:29:37.207653,"(6.0, 6.4, 6.342105263157895)","(8.5, 10.5, 10.357615894039736)","(4.8, 5.7, 5.647191011235955)","(11.0, 12.5, 12.248251748251748)","(3.8, 4.5, 4.480487804878049)","(11.0, 15.0, 14.669811320754716)","(12.0, 14.0, 13.711538461538462)","(7.5, 8.6, 8.510828025477707)","(101.0, 180.0, 174.0)"
07-01-2023 13:29:38.445907,"(6.0, 6.6, 6.417094017094017)","(8.5, 10.5, 10.322485207100591)","(4.8, 5.7, 5.647191011235955)","(11.0, 12.5, 12.170967741935485)","(3.8, 4.5, 4.496031746031746)","(11.0, 15.0, 14.669811320754716)","(12.0, 14.0, 13.666666666666666)","(7.5, 8.6, 8.474157303370786)","(101.0, 180.0, 174.0)"
07-01-2023 13:29:39.567805,"(6.0, 6.6, 6.447470817120623)","(8.5, 11.0, 10.762886597938145)","(4.8, 5.7, 5.617021276595745)","(11.0, 12.5, 12.204761904761904)","(3.8, 4.5, 4.487893462469733)","(11.0, 15.0, 14.689349112426035)","(12.0, 14.0, 13.651612903225807)","(7.5, 8.6, 8.387692307692308)","(101.0, 180.0, 174.0)"
07-01-2023 13:29:40.773907,"(6.0, 6.6, 6.447470817120623)","(8.5, 11.0, 10.752475247524753)","(4.8, 5.6, 5.636040609137056)","(11.0, 12.5, 12.573643410852712)","(3.8, 4.5, 4.464380952380952)","(11.0, 15.0, 14.689349112426035)","(12.0, 14.0, 13.654605263157896)","(7.5, 8.4, 8.387692307692308)","(101.0, 180.0, 175.0)"
07-01-2023 13:29:41.943031,"(6.0, 6.6, 6.461980830670926)","(8.5, 11.0, 10.762886597938145)","(4.8, 5.7, 5.636040609137056)","(11.0, 13.0, 12.573643410852712)","(3.8, 4.5, 4.479529411764706)","(11.0, 15.0, 14.689349112426035)","(12.0, 14.0, 13.665492957746478)","(7.5, 8.4, 8.387692307692308)","(101.0, 180.0, 175.0)"
07-01-2023 13:29:43.296923,"(6.0, 6.6, 6.53469387755102)","(8.5, 11.0, 10.816)","(4.8, 5.7, 5.641666666666667)","(11.0, 13.0, 12.573643410852712)","(3.8, 4.5, 4.529333333333334)","(11.0, 15.0, 14.689349112426035)","(12.0, 14.0, 13.70125786163522)","(7.5, 8.4, 8.387692307692308)","(101.0, 180.0, 175.0)"
07-01-2023 13:29:44.569733,"(6.0, 6.2, 6.184)","(8.5, 11.0, 10.817460317460318)","(4.8, 5.7, 5.639047619047619)","(11.0, 13.0, 12.53191489361702)","(3.8, 4.6, 4.529931972789115)","(11.0, 15.0, 14.689349112426035)","(12.0, 14.0, 13.651612903225807)","(7.5, 8.4, 8.388059701492537)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 13:29:45.757936,"(6.0, 6.4, 6.315068493150685)","(8.5, 11.0, 10.817460317460318)","(4.8, 5.7, 5.639047619047619)","(11.0, 13.0, 12.53191489361702)","(3.8, 4.6, 4.529931972789115)","(11.0, 15.0, 14.689349112426035)","(12.0, 14.0, 13.651612903225807)","(7.5, 8.4, 8.388059701492537)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 13:29:46.933631,"(6.0, 6.4, 6.315068493150685)","(8.5, 11.0, 10.817460317460318)","(4.8, 5.7, 5.639047619047619)","(11.0, 13.0, 12.53191489361702)","(3.8, 4.6, 4.529931972789115)","(11.0, 15.0, 14.683908045977011)","(12.0, 14.0, 13.618881118881118)","(7.5, 8.4, 8.3872)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 13:29:48.036933,"(6.0, 6.4, 6.251219512195123)","(8.5, 11.5, 11.217948717948717)","(4.8, 5.7, 5.654347826086957)","(11.0, 13.0, 12.53191489361702)","(3.8, 4.6, 4.530050933786078)","(11.0, 15.0, 14.683908045977011)","(12.0, 14.0, 13.618881118881118)","(7.5, 8.4, 8.3872)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 13:29:49.263392,"(6.0, 6.4, 6.251219512195123)","(8.5, 11.5, 11.217948717948717)","(4.8, 5.7, 5.654347826086957)","(11.0, 13.0, 12.53191489361702)","(3.8, 4.6, 4.530050933786078)","(11.0, 15.0, 14.683908045977011)","(12.0, 14.0, 13.618881118881118)","(7.5, 8.4, 8.3872)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 13:29:50.427208,"(6.0, 6.4, 6.251219512195123)","(8.5, 11.5, 11.224137931034482)","(4.8, 5.7, 5.654347826086957)","(11.0, 13.0, 12.496031746031745)","(3.8, 4.6, 4.532899022801303)","(11.0, 15.0, 14.674556213017752)","(12.0, 14.0, 13.618881118881118)","(7.5, 8.4, 8.367142857142857)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 13:29:51.627623,"(6.0, 6.4, 6.288584474885845)","(8.5, 11.5, 11.224137931034482)","(4.8, 5.7, 5.654347826086957)","(11.0, 13.0, 12.496031746031745)","(3.8, 4.6, 4.563016157989228)","(11.0, 15.0, 14.674556213017752)","(12.0, 14.0, 13.618881118881118)","(7.5, 8.4, 8.367142857142857)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 13:29:52.870325,"(6.0, 6.4, 6.315151515151515)","(8.5, 11.5, 11.244336569579287)","(4.8, 5.7, 5.660975609756098)","(11.0, 13.0, 12.496031746031745)","(3.8, 4.6, 4.56411149825784)","(11.0, 15.0, 14.674556213017752)","(12.0, 14.0, 13.618881118881118)","(7.5, 8.4, 8.426086956521738)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 13:29:53.977070,"(6.0, 6.4, 6.3135646687697164)","(8.5, 11.5, 11.244336569579287)","(4.8, 5.7, 5.660975609756098)","(11.0, 13.0, 12.496031746031745)","(3.8, 4.6, 4.574120603015075)","(11.0, 15.0, 14.674556213017752)","(12.0, 14.0, 13.621428571428572)","(7.5, 8.6, 8.419095477386934)","(101.0, 180.0, 174.0)"
07-01-2023 13:29:55.144604,"(6.0, 6.4, 6.3135646687697164)","(8.5, 11.5, 11.253125)","(4.8, 5.7, 5.660975609756098)","(11.0, 12.5, 12.41095890410959)","(3.8, 4.6, 4.58866474543708)","(11.0, 15.0, 14.674556213017752)","(12.0, 14.0, 13.621428571428572)","(7.5, 8.6, 8.36)","(101.0, 180.0, 172.5)"
07-01-2023 13:29:56.323989,"(6.0, 6.4, 6.3135646687697164)","(8.5, 11.5, 11.253125)","(4.8, 5.7, 5.702857142857143)","(11.0, 12.5, 12.41095890410959)","(3.8, 4.6, 4.596975609756098)","(11.0, 15.0, 14.674556213017752)","(12.0, 14.0, 13.63076923076923)","(7.5, 8.4, 8.358620689655172)","(101.0, 180.0, 172.5)"
07-01-2023 13:29:57.535879,"(6.0, 6.4, 6.3135646687697164)","(8.5, 11.5, 11.253125)","(4.8, 5.8, 5.614117647058824)","(11.0, 12.5, 12.43859649122807)","(3.8, 4.6, 4.621493212669683)","(11.0, 15.0, 14.674556213017752)","(12.0, 14.0, 13.482517482517483)","(7.5, 8.4, 8.232876712328766)","(101.0, 180.0, 172.5)"
07-01-2023 13:29:58.829812,"(6.0, 6.4, 6.244186046511628)","(8.5, 11.0, 10.953007518796992)","(4.8, 5.7, 5.582051282051282)","(11.0, 12.5, 12.431451612903226)","(3.8, 4.7, 4.527731092436975)","(11.0, 15.0, 14.674556213017752)","(12.0, 13.5, 13.557522123893806)","(7.5, 8.4, 8.211940298507463)","(101.0, 180.0, 172.5)"
07-01-2023 13:30:00.248243,"(6.0, 6.4, 6.308745247148289)","(8.5, 11.0, 11.27)","(4.8, 5.6, 5.660526315789474)","(11.0, 12.5, 12.465217391304348)","(3.8, 4.7, 4.566582278481013)","(11.0, 15.0, 14.674556213017752)","(12.0, 14.0, 13.579831932773109)","(7.5, 8.4, 8.211940298507463)","(101.0, 180.0, 172.5)"
07-01-2023 13:30:01.586657,"(6.0, 6.4, 6.308745247148289)","(8.5, 11.5, 11.120481927710843)","(4.8, 5.7, 5.653488372093023)","(11.0, 12.5, 12.438524590163935)","(3.8, 4.6, 4.563853367433929)","(11.0, 15.0, 14.77927927927928)","(12.0, 14.0, 13.65034965034965)","(7.5, 8.4, 8.104615384615384)","(101.0, 180.0, 172.5)"
07-01-2023 13:30:02.821300,"(6.0, 6.4, 6.2709359605911335)","(8.5, 11.5, 11.120481927710843)","(4.8, 5.7, 5.653488372093023)","(11.0, 12.5, 12.438524590163935)","(3.8, 4.6, 4.563853367433929)","(11.0, 15.0, 14.78804347826087)","(12.0, 14.0, 13.65034965034965)","(7.5, 8.2, 8.09579831932773)","(101.0, 180.0, 175.3846153846154)"
07-01-2023 13:30:04.108542,"(6.0, 6.4, 6.26990291262136)","(8.5, 11.5, 11.612244897959183)","(4.8, 5.7, 5.6310810810810805)","(11.0, 12.5, 12.438524590163935)","(3.8, 4.6, 4.567421602787456)","(11.0, 15.0, 14.78804347826087)","(12.0, 14.0, 13.313432835820896)","(7.5, 8.2, 8.070588235294117)","(101.0, 180.0, 175.0)"
07-01-2023 13:30:05.326910,"(6.0, 6.4, 6.26990291262136)","(8.5, 12.0, 11.889473684210527)","(4.8, 5.7, 5.62655737704918)","(11.0, 12.5, 12.438524590163935)","(3.8, 4.6, 4.583441558441558)","(11.0, 15.0, 14.73873873873874)","(12.0, 13.5, 13.314356435643564)","(7.5, 8.2, 7.918897637795276)","(101.0, 200.0, 183.57142857142856)"
07-01-2023 13:30:06.627592,"(6.0, 6.4, 6.25531914893617)","(8.5, 12.0, 11.96103896103896)","(4.8, 5.7, 5.586160714285714)","(11.0, 12.5, 12.438524590163935)","(3.8, 4.6, 4.561927710843373)","(11.0, 15.0, 14.726415094339623)","(12.0, 13.5, 13.378378378378379)","(7.5, 8.0, 8.00705882352941)","(101.0, 190.0, 180.95238095238096)"
07-01-2023 13:30:08.012093,"(5.5, 6.4, 6.25531914893617)","(8.5, 12.0, 11.96103896103896)","(5.0, 5.6, 5.577510040160642)","(11.0, 12.5, 12.438524590163935)","(3.9, 4.6, 4.568513853904282)","(12.0, 15.0, 14.712871287128714)","(12.0, 13.5, 13.378378378378379)","(7.5, 8.2, 7.991746031746032)","(101.0, 200.0, 178.75)"
07-01-2023 13:30:09.321932,"(5.5, 6.4, 6.254736842105263)","(9.0, 12.0, 12.072164948453608)","(5.0, 5.6, 5.3913738019169335)","(11.0, 12.5, 12.461206896551724)","(3.9, 4.6, 4.599656357388316)","(12.0, 15.0, 14.8359375)","(12.0, 13.5, 13.67515923566879)","(7.5, 8.2, 8.065573770491802)","(101.0, 190.0, 183.07692307692307)"
07-01-2023 13:30:10.519476,"(5.5, 6.4, 6.219607843137255)","(9.0, 12.5, 12.072164948453608)","(5.0, 5.4, 5.392105263157895)","(11.0, 12.5, 12.439024390243903)","(3.9, 4.6, 4.5665952890792285)","(12.0, 15.0, 15.147058823529411)","(12.0, 14.0, 13.670807453416149)","(7.5, 8.2, 8.078966789667897)","(101.0, 190.0, 178.75)"
07-01-2023 13:30:11.656421,"(5.5, 6.4, 6.219607843137255)","(9.0, 12.5, 12.353820598006644)","(5.0, 5.4, 5.392105263157895)","(11.0, 12.5, 12.439024390243903)","(3.9, 4.6, 4.5663066954643625)","(12.0, 15.5, 15.140776699029127)","(12.0, 14.0, 13.725118483412322)","(7.5, 8.2, 8.087301587301587)","(101.0, 190.0, 172.0)"
07-01-2023 13:30:12.875180,"(5.5, 6.4, 6.299636363636364)","(9.0, 12.5, 12.355500821018062)","(5.0, 5.4, 5.391304347826087)","(11.0, 12.5, 12.439516129032258)","(3.9, 4.6, 4.583509513742071)","(12.0, 15.5, 15.140776699029127)","(12.0, 14.0, 13.725118483412322)","(7.5, 8.2, 8.058)","(101.0, 180.0, 167.14285714285714)"
07-01-2023 13:30:14.176472,"(5.5, 6.4, 6.299636363636364)","(9.0, 12.5, 12.355500821018062)","(5.0, 5.4, 5.361946902654868)","(11.0, 12.5, 12.442307692307692)","(3.8, 4.6, 4.597944377267231)","(12.0, 15.5, 15.173469387755102)","(12.0, 14.0, 13.732843137254902)","(7.5, 8.2, 8.096629213483146)","(101.0, 180.0, 167.14285714285714)"
07-01-2023 13:30:15.427716,"(5.5, 6.4, 6.299636363636364)","(9.0, 12.5, 12.355500821018062)","(5.0, 5.4, 5.360869565217391)","(11.0, 12.5, 12.61111111111111)","(3.8, 4.6, 4.598050458715596)","(12.0, 15.5, 15.173469387755102)","(12.0, 14.0, 13.74047619047619)","(7.5, 8.2, 8.096629213483146)","(101.0, 180.0, 167.14285714285714)"
07-01-2023 13:30:16.714864,"(5.5, 6.4, 6.299636363636364)","(9.0, 12.5, 12.35430463576159)","(5.0, 5.4, 5.388659793814433)","(11.0, 13.0, 12.616022099447514)","(3.8, 4.6, 4.598050458715596)","(12.0, 15.5, 15.173469387755102)","(12.0, 14.0, 13.644329896907216)","(7.5, 8.2, 8.096629213483146)","(101.0, 180.0, 167.14285714285714)"
07-01-2023 13:30:17.872525,"(5.5, 6.4, 6.299636363636364)","(9.0, 12.5, 12.35430463576159)","(5.0, 5.4, 5.372573839662447)","(11.0, 13.0, 12.616022099447514)","(3.9, 4.6, 4.598092031425365)","(12.0, 15.5, 15.173469387755102)","(12.0, 14.0, 13.674528301886792)","(7.0, 8.2, 8.192156862745097)","(101.0, 180.0, 167.14285714285714)"
07-01-2023 13:30:19.063449,"(5.5, 6.2, 6.179040852575489)","(9.0, 12.5, 12.238805970149254)","(5.0, 5.4, 5.389583333333333)","(11.0, 13.0, 12.638020833333334)","(3.9, 4.6, 4.5990719257540595)","(12.0, 15.5, 15.189320388349515)","(12.0, 14.0, 14.052238805970148)","(7.0, 8.2, 8.161538461538461)","(101.0, 180.0, 165.0)"
07-01-2023 13:30:20.283824,"(5.5, 6.2, 6.168614357262103)","(9.0, 12.5, 12.238805970149254)","(5.0, 5.4, 5.389583333333333)","(11.0, 13.0, 12.638020833333334)","(3.9, 4.6, 4.630395817774459)","(12.0, 15.5, 15.189320388349515)","(12.0, 14.5, 14.052238805970148)","(7.0, 8.2, 8.15575221238938)","(101.0, 180.0, 170.76923076923077)"
07-01-2023 13:30:21.559868,"(5.5, 6.2, 6.169655172413793)","(9.0, 12.5, 12.238805970149254)","(5.0, 5.5, 5.419031141868512)","(11.0, 13.0, 12.638020833333334)","(3.9, 4.7, 4.630395817774459)","(12.0, 15.5, 15.189320388349515)","(12.0, 14.5, 14.228155339805825)","(7.0, 8.2, 8.155357142857142)","(101.0, 180.0, 170.76923076923077)"
07-01-2023 13:30:22.842543,"(5.5, 6.2, 6.169655172413793)","(9.0, 12.5, 12.244525547445255)","(5.0, 5.4, 5.3503267973856214)","(11.0, 13.0, 12.628342245989305)","(3.9, 4.7, 4.630395817774459)","(12.0, 15.5, 15.189320388349515)","(12.0, 14.5, 14.285)","(7.0, 8.2, 8.061052631578947)","(101.0, 180.0, 165.0)"
07-01-2023 13:30:24.173758,"(5.5, 6.2, 6.15906432748538)","(9.0, 12.5, 12.244525547445255)","(5.0, 5.4, 5.35686274509804)","(11.0, 13.0, 12.628342245989305)","(3.9, 4.7, 4.631278195488722)","(12.0, 15.5, 15.153465346534654)","(12.0, 14.5, 14.306451612903226)","(7.0, 8.4, 8.035807860262008)","(101.0, 180.0, 165.0)"
07-01-2023 13:30:25.406593,"(5.5, 6.2, 6.150743801652893)","(9.0, 12.5, 12.246376811594203)","(5.0, 5.4, 5.424444444444445)","(11.0, 13.0, 12.636125654450261)","(3.9, 4.7, 4.628476821192053)","(12.0, 15.5, 15.01388888888889)","(12.0, 14.5, 14.274038461538462)","(7.0, 8.2, 8.031372549019608)","(101.0, 180.0, 172.72727272727272)"
07-01-2023 13:30:26.640000,"(5.5, 6.2, 6.147627416520211)","(9.0, 12.5, 12.265100671140939)","(5.0, 5.5, 5.4361702127659575)","(11.0, 13.0, 12.636125654450261)","(3.9, 4.7, 4.628304821150856)","(12.0, 15.5, 15.015625)","(12.0, 14.5, 14.274038461538462)","(7.0, 8.2, 8.023481781376518)","(101.0, 180.0, 177.5)"
07-01-2023 13:30:27.798411,"(5.5, 6.2, 6.153284671532846)","(10.0, 12.5, 12.236301369863014)","(4.8, 5.5, 5.459641255605382)","(11.0, 13.0, 12.672169811320755)","(3.9, 4.7, 4.628304821150856)","(12.0, 15.5, 15.017241379310345)","(12.0, 14.5, 14.274038461538462)","(7.5, 8.2, 8.01125541125541)","(101.0, 180.0, 175.0)"
07-01-2023 13:30:28.967132,"(5.5, 6.2, 6.153284671532846)","(10.0, 12.5, 12.17094017094017)","(4.8, 5.5, 5.472588832487309)","(11.0, 13.0, 12.672169811320755)","(3.9, 4.7, 4.578862559241706)","(12.0, 15.5, 15.017241379310345)","(12.0, 14.5, 14.259036144578314)","(7.5, 8.2, 7.991150442477876)","(101.0, 190.0, 174.0)"
07-01-2023 13:30:30.251592,"(5.5, 6.2, 6.154497354497354)","(10.0, 12.5, 12.17094017094017)","(4.8, 5.5, 5.48719512195122)","(11.0, 13.0, 12.672169811320755)","(3.9, 4.6, 4.576843100189036)","(12.0, 15.5, 15.017241379310345)","(12.0, 14.5, 14.259036144578314)","(7.5, 8.0, 7.991150442477876)","(101.0, 190.0, 174.0)"
07-01-2023 13:30:31.492792,"(5.5, 6.2, 6.154497354497354)","(10.0, 12.5, 12.17094017094017)","(4.8, 5.5, 5.499337748344371)","(11.0, 13.0, 12.672169811320755)","(3.9, 4.6, 4.5573575949367084)","(12.0, 15.5, 14.378571428571428)","(12.0, 14.5, 14.433544303797468)","(7.5, 8.0, 7.992248062015504)","(101.0, 190.0, 174.0)"
07-01-2023 13:30:32.660597,"(5.5, 6.2, 6.154497354497354)","(10.0, 12.5, 12.251612903225807)","(4.8, 5.6, 5.53953488372093)","(11.0, 13.0, 12.667464114832535)","(3.9, 4.6, 4.532286432160804)","(12.0, 14.5, 13.930131004366812)","(12.0, 14.5, 14.433544303797468)","(7.5, 8.0, 7.994082840236686)","(101.0, 190.0, 174.0)"
07-01-2023 13:30:33.827617,"(5.5, 6.2, 6.154497354497354)","(10.0, 12.5, 12.258278145695364)","(4.8, 5.6, 5.556357388316151)","(11.0, 13.0, 12.682648401826484)","(3.9, 4.6, 4.441649048625793)","(12.0, 14.0, 14.393280632411066)","(12.0, 14.5, 14.433544303797468)","(7.5, 8.0, 8.087591240875913)","(101.0, 190.0, 182.0)"
07-01-2023 13:30:34.912288,"(5.5, 6.2, 6.154497354497354)","(10.0, 12.5, 12.461988304093568)","(4.8, 5.7, 5.633734939759036)","(11.0, 13.0, 12.682648401826484)","(3.9, 4.5, 4.372331154684096)","(12.0, 14.5, 14.343283582089553)","(12.0, 14.5, 13.96875)","(7.5, 8.2, 8.241618497109826)","(101.0, 190.0, 173.33333333333334)"
07-01-2023 13:30:36.135067,"(5.5, 6.2, 6.154497354497354)","(10.0, 13.0, 12.539772727272727)","(4.8, 5.7, 5.633734939759036)","(11.0, 13.0, 12.682648401826484)","(3.9, 4.4, 4.372290809327847)","(12.0, 14.5, 14.343283582089553)","(12.0, 14.0, 14.212121212121213)","(7.5, 8.4, 8.2130081300813)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 13:30:37.359522,"(5.5, 6.2, 6.154092526690391)","(10.0, 13.0, 12.564766839378239)","(4.8, 5.7, 5.635443037974683)","(11.0, 13.0, 12.601769911504425)","(3.9, 4.4, 4.372498298162015)","(12.0, 14.5, 14.33399209486166)","(12.0, 14.5, 14.28)","(7.5, 8.4, 8.2130081300813)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 13:30:38.613034,"(5.5, 6.2, 6.165830721003135)","(10.0, 13.0, 12.564766839378239)","(4.8, 5.7, 5.605555555555555)","(11.0, 13.0, 12.413194444444445)","(3.9, 4.4, 4.375543140906269)","(12.0, 14.5, 13.90891472868217)","(12.0, 14.5, 14.28)","(7.5, 8.4, 8.241379310344827)","(101.0, 180.0, 172.85714285714286)"
07-01-2023 13:30:39.887186,"(5.5, 6.2, 6.152813852813853)","(10.0, 13.0, 12.626666666666667)","(4.8, 5.7, 5.722395833333334)","(11.0, 12.5, 12.390322580645162)","(3.9, 4.4, 4.375543140906269)","(12.0, 14.0, 13.435714285714285)","(12.0, 14.5, 14.261363636363637)","(7.5, 8.4, 8.278306878306879)","(101.0, 180.0, 172.85714285714286)"
07-01-2023 13:30:41.059859,"(5.5, 6.2, 6.15693950177936)","(10.0, 13.0, 12.626666666666667)","(4.8, 5.8, 5.693392070484581)","(11.0, 12.5, 12.390322580645162)","(3.9, 4.4, 4.3635261194029855)","(12.0, 13.5, 12.941176470588236)","(12.0, 14.5, 14.82)","(7.5, 8.4, 8.36375)","(101.0, 180.0, 172.85714285714286)"
07-01-2023 13:30:42.285966,"(5.5, 6.2, 6.154681647940075)","(10.0, 13.0, 12.632352941176471)","(4.8, 5.8, 5.676422764227643)","(11.0, 12.5, 12.414383561643836)","(4.0, 4.4, 4.373839184597962)","(12.0, 13.0, 12.85)","(12.0, 15.0, 14.82)","(7.5, 8.4, 8.437037037037037)","(101.0, 180.0, 169.0)"
07-01-2023 13:30:43.527859,"(5.5, 6.2, 6.146975088967972)","(10.0, 13.0, 12.668508287292818)","(4.8, 5.7, 5.680446927374302)","(11.0, 12.5, 12.414383561643836)","(4.0, 4.4, 4.373720136518772)","(12.0, 13.0, 12.85483870967742)","(12.0, 15.0, 14.779661016949152)","(7.5, 8.6, 8.476)","(101.0, 170.0, 169.23076923076923)"
07-01-2023 13:30:44.762642,"(5.5, 6.2, 6.160700389105059)","(10.0, 13.0, 12.805970149253731)","(4.8, 5.7, 5.681818181818182)","(11.0, 12.5, 12.414383561643836)","(4.0, 4.4, 4.376250000000001)","(12.0, 13.0, 12.932584269662922)","(12.0, 15.0, 14.75925925925926)","(7.5, 8.6, 8.476)","(101.0, 170.0, 168.75)"
07-01-2023 13:30:46.017882,"(5.5, 6.2, 6.15703422053232)","(10.0, 13.0, 12.805970149253731)","(4.8, 5.7, 5.681818181818182)","(11.0, 12.5, 12.395973154362416)","(4.0, 4.4, 4.384772727272727)","(12.0, 13.0, 12.85344827586207)","(12.0, 15.0, 14.736363636363636)","(7.5, 8.6, 8.48974358974359)","(101.0, 170.0, 165.71428571428572)"
07-01-2023 13:30:47.319058,"(5.5, 6.2, 6.15703422053232)","(10.0, 13.0, 12.796875)","(4.8, 5.7, 5.592840095465394)","(11.0, 12.5, 11.963068181818182)","(4.0, 4.4, 4.446278317152104)","(12.0, 13.0, 12.85344827586207)","(12.0, 15.0, 14.736363636363636)","(7.5, 8.6, 8.481159420289854)","(101.0, 170.0, 165.71428571428572)"
07-01-2023 13:30:48.567266,"(5.5, 6.2, 6.180293501048218)","(10.0, 13.0, 12.796875)","(4.8, 5.6, 5.592840095465394)","(11.0, 12.0, 11.963068181818182)","(3.9, 4.5, 4.446278317152104)","(13.0, 13.0, 12.85344827586207)","(12.0, 15.0, 14.736363636363636)","(7.5, 8.6, 8.52896174863388)","(101.0, 170.0, 165.71428571428572)"
07-01-2023 13:30:49.749283,"(5.5, 6.2, 6.169291338582678)","(10.0, 13.0, 12.796875)","(5.0, 5.6, 5.593972602739726)","(11.0, 12.0, 11.993939393939394)","(3.9, 4.5, 4.45030303030303)","(13.0, 13.0, 12.936170212765957)","(12.0, 15.0, 14.736363636363636)","(7.0, 8.6, 8.52896174863388)","(101.0, 170.0, 165.71428571428572)"
07-01-2023 13:30:50.926781,"(5.5, 6.2, 6.147189097103919)","(10.0, 13.0, 12.779296875)","(5.0, 5.6, 5.590960451977401)","(11.0, 12.0, 11.915816326530612)","(3.9, 4.5, 4.451009564293305)","(13.0, 13.5, 13.291946308724832)","(12.0, 15.0, 14.546875)","(7.0, 8.6, 8.570731707317073)","(101.0, 170.0, 165.71428571428572)"
07-01-2023 13:30:52.383187,"(5.5, 6.2, 6.141603053435115)","(10.0, 13.0, 12.779411764705882)","(5.0, 5.6, 5.614035087719298)","(11.0, 12.0, 11.9)","(3.9, 4.5, 4.454129353233831)","(13.0, 13.5, 13.302547770700636)","(12.0, 15.0, 14.558823529411764)","(7.0, 8.6, 8.571084337349397)","(101.0, 170.0, 165.71428571428572)"
07-01-2023 13:30:54.998640,"(5.5, 6.2, 6.117512274959084)","(10.0, 13.0, 12.743589743589743)","(5.0, 5.7, 5.612107623318385)","(11.0, 12.0, 11.9)","(3.9, 4.5, 4.4554497354497355)","(13.0, 13.5, 13.434375)","(12.0, 15.0, 14.574074074074074)","(7.0, 8.6, 8.688324873096448)","(101.0, 170.0, 165.71428571428572)"
07-01-2023 13:30:56.656367,"(5.5, 6.2, 5.983984375)","(10.0, 13.0, 12.665441176470589)","(5.0, 5.7, 5.580376344086021)","(11.0, 12.0, 11.914572864321608)","(3.9, 4.5, 4.4426430517711175)","(12.0, 13.5, 13.627272727272727)","(12.0, 14.5, 14.453947368421053)","(7.5, 9.0, 8.808849557522123)","(101.0, 170.0, 163.63636363636363)"
07-01-2023 13:30:57.925757,"(5.5, 6.0, 5.977898550724638)","(10.0, 13.0, 12.687022900763358)","(5.0, 5.6, 5.590395480225989)","(11.0, 12.0, 11.914572864321608)","(3.9, 4.5, 4.385035629453682)","(12.0, 14.0, 14.068862275449101)","(12.0, 14.5, 14.453947368421053)","(7.5, 9.0, 8.805128205128206)","(101.0, 170.0, 164.0)"
07-01-2023 13:30:59.185872,"(5.5, 6.0, 5.982621082621082)","(10.0, 13.0, 12.763313609467456)","(5.0, 5.6, 5.587134502923976)","(11.0, 12.0, 11.963483146067416)","(3.9, 4.4, 4.380269058295965)","(12.0, 14.5, 14.136138613861386)","(12.0, 14.5, 14.31651376146789)","(7.5, 9.0, 8.794594594594594)","(101.0, 170.0, 155.71428571428572)"
