,Test The Law,Deep Point,Midnight Rush,Whatsanamegeorge,Zebella,Our Shining Star,Sir Toop,Soames,Im A Dexstar
07-01-2023 13:21:55.151830,"(5.5, 7.0, 6.714285714285714)","(7.0, 10.5, 10.307142857142857)","(6.0, 6.8, 6.6536585365853655)","(11.0, 15.0, 13.875)","(3.6, 4.1, 3.975)","(10.0, 13.5, 13.296610169491526)","(11.0, 15.0, 13.428571428571429)","(8.5, 9.6, 9.413793103448276)","(101.0, 160.0, 130.0)"
07-01-2023 13:21:56.397633,"(5.5, 7.0, 6.714285714285714)","(7.0, 10.5, 10.307142857142857)","(6.0, 6.8, 6.6536585365853655)","(11.0, 15.0, 13.875)","(3.6, 4.1, 3.975)","(10.0, 13.5, 13.296610169491526)","(11.0, 15.0, 13.428571428571429)","(8.5, 9.6, 9.413793103448276)","(101.0, 160.0, 130.0)"
07-01-2023 13:21:57.686189,"(5.5, 7.0, 6.714285714285714)","(7.0, 10.5, 10.307142857142857)","(6.0, 6.8, 6.346938775510204)","(11.0, 15.0, 13.875)","(3.6, 4.1, 4.0125)","(10.0, 13.5, 13.296610169491526)","(11.0, 15.0, 13.428571428571429)","(8.5, 9.6, 9.28235294117647)","(101.0, 160.0, 130.0)"
07-01-2023 13:21:58.894520,"(5.5, 7.0, 6.714285714285714)","(7.0, 10.5, 10.131818181818181)","(6.0, 6.8, 6.346938775510204)","(11.0, 15.0, 13.875)","(3.6, 4.1, 3.96875)","(10.0, 13.5, 13.296610169491526)","(11.0, 15.0, 14.563492063492063)","(8.5, 9.6, 9.266666666666667)","(101.0, 160.0, 130.0)"
07-01-2023 13:22:00.171442,"(5.5, 7.0, 6.714285714285714)","(7.0, 10.5, 10.176)","(6.0, 6.8, 6.346938775510204)","(11.0, 15.0, 13.875)","(3.6, 4.1, 3.96875)","(10.0, 13.5, 13.296610169491526)","(11.0, 15.0, 14.563492063492063)","(8.5, 9.4, 9.36923076923077)","(101.0, 160.0, 120.0)"
07-01-2023 13:22:01.470998,"(5.5, 7.0, 6.714285714285714)","(7.0, 10.5, 10.176)","(6.0, 6.8, 6.32)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.1, 3.96875)","(10.0, 13.5, 13.30327868852459)","(11.0, 15.0, 13.428571428571429)","(8.5, 9.6, 9.22857142857143)","(101.0, 160.0, 112.0)"
07-01-2023 13:22:02.764377,"(5.5, 7.0, 6.714285714285714)","(7.0, 10.5, 10.176)","(6.0, 6.8, 6.32)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.1, 3.96875)","(10.0, 13.5, 13.30327868852459)","(11.0, 15.0, 13.428571428571429)","(8.5, 9.4, 9.22857142857143)","(101.0, 160.0, 112.0)"
07-01-2023 13:22:04.090659,"(5.5, 7.0, 6.714285714285714)","(7.0, 10.5, 10.176)","(6.0, 6.8, 6.32)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.1, 3.96875)","(10.0, 13.5, 13.30327868852459)","(11.0, 15.0, 13.428571428571429)","(8.5, 9.4, 9.22857142857143)","(101.0, 160.0, 112.0)"
07-01-2023 13:22:05.375505,"(5.5, 7.0, 6.672727272727273)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.32)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.1, 3.963636363636364)","(10.0, 13.5, 13.30327868852459)","(11.0, 15.0, 13.428571428571429)","(8.5, 9.4, 9.177777777777777)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:06.680596,"(5.5, 7.0, 6.672727272727273)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.32)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.1, 3.9567567567567568)","(10.0, 13.5, 13.30327868852459)","(11.0, 15.0, 13.428571428571429)","(8.5, 9.4, 9.177777777777777)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:07.959659,"(5.5, 7.0, 6.672727272727273)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.32)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.007692307692308)","(10.0, 13.5, 13.30327868852459)","(11.0, 15.0, 13.428571428571429)","(8.5, 9.4, 9.145454545454546)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:09.265518,"(5.5, 7.0, 6.68)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.264285714285714)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.007692307692308)","(10.0, 13.5, 13.30327868852459)","(11.0, 15.0, 13.428571428571429)","(8.5, 9.4, 9.56)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:10.711712,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.007692307692308)","(10.0, 13.5, 13.30327868852459)","(11.0, 15.0, 13.777777777777779)","(8.5, 9.6, 9.436363636363636)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:12.360656,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.007692307692308)","(10.0, 13.5, 13.30327868852459)","(11.0, 15.0, 13.285714285714286)","(8.5, 9.6, 9.4)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:13.766695,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.007692307692308)","(10.0, 13.5, 13.30327868852459)","(11.0, 15.0, 14.233333333333334)","(8.5, 9.6, 9.4)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:15.135741,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.007692307692308)","(10.0, 13.5, 13.30327868852459)","(11.0, 14.5, 14.149122807017545)","(8.5, 9.6, 9.4)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:16.427710,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.0137931034482754)","(10.0, 13.5, 13.30327868852459)","(11.0, 14.5, 14.09322033898305)","(8.5, 9.6, 9.4)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:17.732099,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.011111111111111)","(10.0, 13.5, 13.30327868852459)","(11.0, 14.5, 13.482758620689655)","(8.5, 9.6, 9.1)","(101.0, 160.0, 138.57142857142858)"
07-01-2023 13:22:19.049487,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.012121212121212)","(10.0, 13.5, 13.30327868852459)","(11.0, 14.0, 13.482758620689655)","(8.5, 9.6, 9.186666666666667)","(101.0, 160.0, 138.57142857142858)"
07-01-2023 13:22:20.377133,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.012121212121212)","(10.0, 13.5, 13.30327868852459)","(11.0, 14.0, 13.482758620689655)","(8.5, 9.4, 9.333333333333332)","(101.0, 160.0, 138.57142857142858)"
07-01-2023 13:22:21.631420,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.012121212121212)","(10.0, 13.5, 13.30327868852459)","(11.0, 14.0, 13.741379310344827)","(8.5, 9.6, 9.548936170212766)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:22.887714,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.012121212121212)","(10.0, 13.5, 13.30327868852459)","(11.0, 14.0, 13.741379310344827)","(8.5, 9.6, 9.552)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:24.118227,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.012121212121212)","(10.0, 13.5, 13.30327868852459)","(11.0, 14.0, 13.741379310344827)","(8.5, 9.6, 9.553846153846154)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:25.354332,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.012121212121212)","(10.0, 13.5, 13.30327868852459)","(11.0, 14.0, 13.741379310344827)","(8.5, 9.6, 9.553846153846154)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:26.579692,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.012121212121212)","(10.0, 13.5, 13.30327868852459)","(11.0, 14.0, 13.741379310344827)","(8.5, 9.6, 9.553846153846154)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:27.809687,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.012121212121212)","(10.0, 13.5, 13.30327868852459)","(11.0, 14.0, 13.741379310344827)","(8.5, 9.6, 9.553846153846154)","(101.0, 160.0, 140.0)"
07-01-2023 13:22:29.071147,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.254545454545454)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.012121212121212)","(10.0, 13.5, 12.963636363636363)","(11.0, 14.0, 13.741379310344827)","(8.5, 9.6, 9.553846153846154)","(101.0, 160.0, 138.0)"
07-01-2023 13:22:30.310952,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.296774193548387)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.772727272727273)","(3.6, 4.2, 4.012121212121212)","(10.0, 13.0, 12.913793103448276)","(11.0, 14.0, 13.741379310344827)","(8.5, 9.6, 9.553846153846154)","(101.0, 150.0, 138.0)"
07-01-2023 13:22:31.554960,"(5.5, 7.0, 6.661538461538461)","(7.0, 10.5, 10.296774193548387)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 14.2)","(3.6, 4.2, 4.012121212121212)","(10.0, 13.0, 12.913793103448276)","(11.0, 14.0, 13.741379310344827)","(8.5, 9.6, 9.553846153846154)","(101.0, 150.0, 138.0)"
07-01-2023 13:22:32.780254,"(5.5, 7.0, 6.733333333333333)","(7.0, 10.5, 10.296774193548387)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.75)","(3.6, 4.2, 4.0588235294117645)","(10.0, 13.0, 12.913793103448276)","(11.0, 14.0, 13.741379310344827)","(8.5, 9.6, 9.458823529411765)","(101.0, 150.0, 138.0)"
07-01-2023 13:22:33.943008,"(5.5, 7.0, 6.733333333333333)","(7.0, 10.5, 10.10625)","(6.0, 6.8, 6.266666666666667)","(11.0, 15.0, 13.75)","(3.6, 4.2, 4.0588235294117645)","(10.0, 13.0, 12.85483870967742)","(11.0, 14.0, 13.741379310344827)","(8.5, 9.6, 9.428571428571429)","(101.0, 150.0, 138.0)"
07-01-2023 13:22:35.204700,"(5.5, 7.0, 6.611764705882353)","(7.0, 10.5, 10.05)","(6.0, 6.8, 6.5440000000000005)","(11.0, 15.0, 13.75)","(3.6, 4.2, 4.0476190476190474)","(10.0, 13.0, 12.85483870967742)","(11.0, 14.0, 13.8)","(8.5, 9.6, 9.137931034482758)","(101.0, 150.0, 138.0)"
07-01-2023 13:22:36.502310,"(5.5, 7.0, 6.611764705882353)","(7.0, 10.5, 10.05)","(6.0, 6.8, 6.5440000000000005)","(11.0, 15.0, 13.75)","(3.6, 4.2, 4.0476190476190474)","(10.0, 13.0, 12.85483870967742)","(11.0, 14.0, 13.8)","(8.5, 9.4, 9.137931034482758)","(101.0, 150.0, 138.0)"
07-01-2023 13:22:37.905920,"(5.5, 7.0, 6.611764705882353)","(7.0, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.75)","(3.6, 4.2, 4.0476190476190474)","(10.0, 13.0, 12.85483870967742)","(11.0, 14.0, 13.8)","(8.5, 9.4, 9.137931034482758)","(101.0, 150.0, 138.0)"
07-01-2023 13:22:39.232114,"(5.5, 7.0, 6.611764705882353)","(7.0, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.75)","(3.6, 4.2, 4.0476190476190474)","(10.0, 13.0, 12.85483870967742)","(11.0, 14.0, 13.8)","(8.5, 9.4, 9.137931034482758)","(101.0, 150.0, 138.0)"
07-01-2023 13:22:40.559643,"(5.5, 7.0, 6.611764705882353)","(7.0, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.75)","(3.6, 4.2, 4.170833333333333)","(10.0, 13.0, 12.85483870967742)","(11.0, 14.0, 13.8)","(8.5, 9.4, 9.125)","(101.0, 150.0, 130.0)"
07-01-2023 13:22:41.864304,"(5.5, 7.0, 6.611764705882353)","(7.0, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.75)","(3.6, 4.2, 4.172549019607843)","(10.0, 13.0, 12.85483870967742)","(11.0, 14.0, 13.88888888888889)","(8.5, 9.4, 9.125)","(101.0, 150.0, 130.0)"
07-01-2023 13:22:43.135856,"(5.5, 7.0, 6.571428571428572)","(7.0, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.75)","(3.6, 4.2, 4.172549019607843)","(10.0, 13.0, 12.85483870967742)","(11.0, 14.0, 13.88888888888889)","(8.5, 9.4, 9.125)","(101.0, 150.0, 130.0)"
07-01-2023 13:22:44.441527,"(5.5, 7.0, 6.589473684210526)","(7.5, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.75)","(3.6, 4.2, 4.172549019607843)","(10.0, 13.0, 12.85483870967742)","(11.0, 14.0, 13.88888888888889)","(8.5, 9.4, 9.125)","(101.0, 150.0, 130.0)"
07-01-2023 13:22:45.734928,"(5.5, 7.0, 6.589473684210526)","(7.5, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.181818181818182)","(3.6, 4.2, 4.172549019607843)","(10.0, 13.0, 12.85483870967742)","(11.0, 14.0, 13.875)","(8.5, 9.4, 9.125)","(101.0, 150.0, 130.0)"
07-01-2023 13:22:47.083457,"(5.5, 7.0, 6.589473684210526)","(7.5, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.181818181818182)","(3.6, 4.2, 4.170833333333333)","(10.0, 13.0, 12.85483870967742)","(11.0, 14.0, 13.928571428571429)","(8.5, 9.4, 9.125)","(101.0, 150.0, 131.25)"
07-01-2023 13:22:48.493380,"(5.5, 7.0, 6.589473684210526)","(7.5, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.181818181818182)","(3.6, 4.2, 4.184782608695652)","(10.0, 13.0, 12.867647058823529)","(11.0, 14.0, 13.894736842105264)","(8.5, 9.4, 9.125)","(101.0, 150.0, 131.25)"
07-01-2023 13:22:49.925108,"(5.5, 7.0, 6.589473684210526)","(7.5, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.181818181818182)","(3.6, 4.2, 4.184782608695652)","(10.0, 13.0, 12.867647058823529)","(11.0, 14.0, 13.866666666666667)","(8.5, 9.4, 9.125)","(101.0, 150.0, 131.25)"
07-01-2023 13:22:51.537763,"(5.5, 7.0, 6.589473684210526)","(7.5, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.181818181818182)","(3.6, 4.2, 4.184782608695652)","(10.0, 13.0, 12.867647058823529)","(11.0, 14.0, 13.866666666666667)","(8.5, 9.4, 9.125)","(101.0, 150.0, 131.25)"
07-01-2023 13:22:53.074784,"(5.5, 7.0, 6.589473684210526)","(7.5, 10.5, 10.05)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.181818181818182)","(3.6, 4.2, 4.185714285714286)","(10.0, 13.0, 12.867647058823529)","(11.0, 14.0, 13.75)","(8.5, 9.4, 9.033333333333333)","(101.0, 150.0, 131.8181818181818)"
07-01-2023 13:22:54.498698,"(5.5, 7.0, 6.618181818181818)","(7.5, 10.5, 9.8)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 14.509803921568627)","(3.6, 4.2, 4.185714285714286)","(10.0, 13.0, 12.867647058823529)","(11.0, 14.0, 14.568181818181818)","(8.5, 9.4, 9.033333333333333)","(101.0, 150.0, 131.8181818181818)"
07-01-2023 13:22:55.818459,"(5.5, 6.8, 6.618181818181818)","(7.5, 10.0, 9.8)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 14.509803921568627)","(3.6, 4.2, 4.185714285714286)","(10.0, 13.0, 12.867647058823529)","(11.0, 15.0, 14.568181818181818)","(8.5, 9.4, 9.033333333333333)","(101.0, 150.0, 131.8181818181818)"
07-01-2023 13:22:57.179570,"(5.5, 6.8, 6.618181818181818)","(7.5, 10.0, 9.8)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 14.509803921568627)","(3.6, 4.2, 4.185714285714286)","(10.0, 13.0, 12.867647058823529)","(11.0, 15.0, 14.568181818181818)","(8.5, 9.4, 9.033333333333333)","(101.0, 150.0, 140.0)"
07-01-2023 13:22:58.473749,"(5.5, 6.8, 6.618181818181818)","(7.5, 10.0, 9.8)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 14.509803921568627)","(3.6, 4.2, 4.124489795918367)","(10.0, 13.0, 12.867647058823529)","(11.0, 15.0, 14.568181818181818)","(8.5, 9.4, 9.033333333333333)","(101.0, 150.0, 138.75)"
07-01-2023 13:22:59.707569,"(5.5, 6.8, 6.618181818181818)","(8.0, 10.0, 9.8)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 14.509803921568627)","(3.6, 4.2, 4.124489795918367)","(10.0, 13.0, 12.867647058823529)","(11.0, 15.0, 14.568181818181818)","(8.0, 9.4, 9.033333333333333)","(101.0, 170.0, 161.66666666666666)"
07-01-2023 13:23:00.993059,"(5.5, 6.8, 6.666666666666667)","(8.0, 10.0, 9.8)","(6.0, 6.8, 6.474576271186441)","(11.0, 15.0, 13.576923076923077)","(3.6, 4.2, 4.12127659574468)","(10.0, 13.0, 12.921875)","(11.0, 13.5, 13.476190476190476)","(8.0, 9.4, 9.033333333333333)","(101.0, 170.0, 161.66666666666666)"
07-01-2023 13:23:02.219848,"(5.5, 6.8, 6.666666666666667)","(8.0, 10.0, 9.8)","(6.0, 6.8, 6.303448275862069)","(11.0, 14.5, 13.071428571428571)","(3.6, 4.2, 4.12127659574468)","(10.0, 13.0, 12.921875)","(11.0, 13.5, 13.46)","(8.0, 9.4, 9.16)","(101.0, 170.0, 161.66666666666666)"
07-01-2023 13:23:03.491671,"(5.5, 6.8, 6.666666666666667)","(8.0, 10.0, 9.8)","(6.0, 6.8, 6.303448275862069)","(11.0, 14.5, 13.071428571428571)","(3.6, 4.2, 4.12127659574468)","(10.0, 13.0, 12.921875)","(11.0, 13.5, 13.462264150943396)","(8.0, 9.4, 9.24)","(101.0, 170.0, 161.66666666666666)"
07-01-2023 13:23:04.763683,"(5.5, 6.8, 6.763636363636364)","(8.0, 10.0, 9.8)","(6.0, 6.8, 6.303448275862069)","(11.0, 14.5, 13.071428571428571)","(3.6, 4.2, 4.12127659574468)","(10.0, 13.0, 12.921875)","(11.0, 13.5, 12.981132075471699)","(8.0, 9.6, 9.2)","(101.0, 170.0, 163.33333333333334)"
07-01-2023 13:23:06.047883,"(5.5, 6.8, 6.763636363636364)","(8.0, 10.0, 9.8)","(6.0, 6.8, 6.303448275862069)","(11.0, 14.5, 13.25)","(3.6, 4.2, 4.12127659574468)","(10.0, 13.0, 12.951612903225806)","(11.0, 13.0, 12.98)","(8.0, 9.6, 9.2)","(101.0, 170.0, 163.33333333333334)"
07-01-2023 13:23:07.317210,"(5.5, 6.8, 6.763636363636364)","(8.0, 10.0, 9.8)","(6.0, 6.8, 6.266666666666667)","(11.0, 14.5, 12.625)","(3.6, 4.2, 4.151282051282051)","(10.0, 13.0, 12.951612903225806)","(11.0, 13.0, 12.98)","(8.0, 9.6, 9.2)","(101.0, 170.0, 155.71428571428572)"
07-01-2023 13:23:08.582637,"(5.5, 6.8, 6.763636363636364)","(8.0, 10.0, 10.356)","(6.0, 6.8, 6.266666666666667)","(11.0, 14.5, 12.38888888888889)","(3.6, 4.3, 4.2153846153846155)","(10.0, 13.0, 12.951612903225806)","(11.0, 13.0, 14.49074074074074)","(8.0, 9.6, 9.2)","(101.0, 170.0, 143.33333333333334)"
07-01-2023 13:23:09.855734,"(5.5, 6.8, 6.763636363636364)","(8.0, 10.5, 10.296774193548387)","(6.0, 6.8, 6.266666666666667)","(11.0, 13.5, 12.166666666666666)","(3.6, 4.3, 4.222448979591836)","(10.0, 13.0, 12.951612903225806)","(11.0, 15.0, 14.291666666666666)","(8.0, 9.6, 9.2)","(101.0, 170.0, 133.63636363636363)"
07-01-2023 13:23:11.044493,"(5.5, 6.8, 6.763636363636364)","(8.0, 10.5, 10.296774193548387)","(6.0, 6.8, 6.266666666666667)","(11.0, 13.5, 12.166666666666666)","(3.6, 4.3, 4.222448979591836)","(10.0, 13.0, 12.951612903225806)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.2)","(101.0, 170.0, 133.63636363636363)"
07-01-2023 13:23:12.189626,"(5.5, 6.8, 6.763636363636364)","(8.0, 10.5, 10.296774193548387)","(6.0, 6.8, 6.266666666666667)","(11.0, 13.5, 12.357142857142858)","(3.6, 4.3, 4.2176470588235295)","(10.0, 13.0, 12.951612903225806)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.2)","(101.0, 170.0, 133.63636363636363)"
07-01-2023 13:23:13.324985,"(5.5, 6.8, 6.763636363636364)","(8.0, 10.5, 10.10625)","(6.0, 6.8, 6.266666666666667)","(11.0, 13.5, 12.357142857142858)","(3.6, 4.3, 4.2176470588235295)","(10.0, 13.0, 12.951612903225806)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.2)","(101.0, 170.0, 133.63636363636363)"
07-01-2023 13:23:14.602016,"(5.5, 6.8, 6.763636363636364)","(8.0, 10.5, 10.0)","(6.0, 6.8, 6.266666666666667)","(11.0, 13.5, 11.722222222222221)","(3.6, 4.3, 4.2176470588235295)","(10.0, 13.0, 12.951612903225806)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.2)","(101.0, 170.0, 133.63636363636363)"
07-01-2023 13:23:15.835253,"(5.5, 6.8, 6.763636363636364)","(8.0, 10.5, 10.08)","(6.0, 6.8, 6.266666666666667)","(11.0, 13.5, 11.722222222222221)","(3.6, 4.3, 4.2176470588235295)","(10.0, 13.0, 12.951612903225806)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.2)","(101.0, 170.0, 133.63636363636363)"
07-01-2023 13:23:17.237749,"(5.5, 6.8, 6.763636363636364)","(8.0, 10.5, 10.0)","(6.0, 6.8, 6.266666666666667)","(11.0, 13.5, 11.722222222222221)","(3.6, 4.3, 4.2176470588235295)","(10.0, 13.0, 12.951612903225806)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.333333333333334)","(101.0, 170.0, 133.63636363636363)"
07-01-2023 13:23:18.583580,"(5.5, 7.0, 6.685714285714286)","(8.0, 10.5, 9.916666666666666)","(6.0, 6.8, 6.266666666666667)","(11.0, 13.5, 11.722222222222221)","(3.6, 4.3, 4.2176470588235295)","(10.0, 13.0, 12.951612903225806)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.333333333333334)","(101.0, 170.0, 133.63636363636363)"
07-01-2023 13:23:20.023712,"(5.5, 7.0, 6.7)","(8.0, 10.5, 9.916666666666666)","(5.5, 6.8, 6.266666666666667)","(11.0, 13.5, 11.722222222222221)","(3.6, 4.3, 4.227586206896551)","(10.0, 13.0, 12.951612903225806)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.2)","(101.0, 170.0, 133.63636363636363)"
07-01-2023 13:23:21.439229,"(5.5, 7.0, 6.7)","(8.0, 10.5, 9.947368421052632)","(5.5, 6.8, 6.285714285714286)","(11.0, 13.5, 11.722222222222221)","(3.6, 4.3, 4.2299999999999995)","(10.0, 13.0, 12.952380952380953)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.257142857142856)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 13:23:22.824320,"(5.5, 7.0, 6.778947368421052)","(8.0, 10.5, 9.625)","(5.5, 6.8, 6.285714285714286)","(11.0, 13.5, 11.5)","(3.6, 4.3, 4.271428571428571)","(10.0, 13.0, 12.952380952380953)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.257142857142856)","(101.0, 170.0, 140.0)"
07-01-2023 13:23:24.110224,"(5.5, 7.0, 6.7)","(8.0, 10.5, 9.625)","(5.5, 6.8, 6.285714285714286)","(11.0, 13.5, 11.5)","(3.6, 4.3, 4.271428571428571)","(10.0, 13.0, 12.952380952380953)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.36)","(101.0, 170.0, 140.0)"
07-01-2023 13:23:25.476328,"(5.5, 7.0, 6.576470588235295)","(8.0, 10.5, 9.625)","(5.5, 6.8, 6.285714285714286)","(11.0, 13.5, 11.653846153846153)","(3.6, 4.3, 4.283157894736842)","(10.0, 13.0, 13.25)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.36)","(101.0, 170.0, 140.0)"
07-01-2023 13:23:27.062712,"(5.5, 7.0, 6.576470588235295)","(8.0, 10.5, 9.625)","(5.5, 6.8, 6.285714285714286)","(11.0, 13.5, 11.653846153846153)","(3.6, 4.3, 4.283157894736842)","(10.0, 13.5, 13.25)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.36)","(101.0, 170.0, 152.0)"
07-01-2023 13:23:28.353648,"(5.5, 7.0, 6.861538461538462)","(8.0, 10.5, 9.625)","(5.5, 6.8, 6.285714285714286)","(11.0, 13.5, 13.159574468085106)","(3.6, 4.3, 4.212258064516129)","(10.0, 13.5, 13.25)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.36)","(101.0, 170.0, 145.0)"
07-01-2023 13:23:29.709283,"(5.5, 7.0, 6.7)","(8.0, 10.5, 9.36)","(5.5, 6.8, 6.285714285714286)","(11.0, 13.5, 12.5)","(3.6, 4.3, 4.212258064516129)","(10.0, 13.5, 12.967741935483872)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.36)","(101.0, 170.0, 146.0)"
