,Chromatic Lass,Little O Little E,Bank Card,Gattolottasparkle,Phantom Queen,Lady Gangster,Las Vegas Blvd,Warriorinthehouse,Blue Mountain,Valued Energy
16-12-2022 10:39:33.639814,"(2.6, 3.6, 2.986666666666667)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:34.804042,"(2.6, 3.6, 3.09)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:35.914630,"(2.6, 3.55, 3.04)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:37.033272,"(2.6, 3.55, 3.04)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:38.124058,"(2.6, 3.45, 2.8000000000000003)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:39.256978,"(2.6, 3.4, 3.1666666666666665)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:40.377165,"(2.6, 3.4, 2.9)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:41.491754,"(2.6, 3.4, 2.9333333333333336)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:42.609854,"(2.6, 3.4, 2.9333333333333336)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:43.720836,"(2.6, 3.4, 2.9333333333333336)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:44.861691,"(2.6, 3.4, 2.9333333333333336)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:45.991962,"(2.6, 3.4, 2.9333333333333336)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:47.136783,"(2.6, 3.4, 2.9333333333333336)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:48.247506,"(2.6, 3.4, 2.9333333333333336)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2825806451612904)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:49.349309,"(2.6, 3.45, 2.8000000000000003)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2825806451612904)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:50.504485,"(2.6, 3.45, 2.8000000000000003)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3415384615384616)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:51.686361,"(2.6, 3.4, 2.8400000000000003)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3415384615384616)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:52.897384,"(2.6, 3.4, 2.8400000000000003)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.24)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:54.126680,"(2.6, 3.4, 2.8400000000000003)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.24)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:55.263298,"(2.6, 3.4, 2.8400000000000003)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.24)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:56.410248,"(2.6, 3.4, 2.8400000000000003)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3415384615384616)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:57.558986,"(2.6, 3.4, 2.8400000000000003)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3415384615384616)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:58.735104,"(2.6, 3.4, 2.8400000000000003)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3415384615384616)","(26.0, 320.0, 170.5)"
16-12-2022 10:39:59.926177,"(2.6, 3.4, 2.9333333333333336)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3415384615384616)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:01.063926,"(2.6, 3.3, 2.7750000000000004)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.24)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:02.223648,"(2.6, 3.25, 2.8833333333333333)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.24)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:03.343486,"(2.6, 3.25, 2.8833333333333333)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.24)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:04.487964,"(2.6, 3.25, 2.8833333333333333)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.24)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:05.607837,"(2.6, 3.25, 2.8833333333333333)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.24)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:06.726894,"(2.6, 3.25, 2.9450000000000003)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3415384615384616)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:07.824220,"(2.6, 3.25, 2.7710526315789474)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.286153846153846)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:08.904721,"(2.6, 3.2, 3.1333333333333337)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.286153846153846)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:10.033836,"(2.6, 3.2, 3.1333333333333337)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.286153846153846)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:11.189922,"(2.6, 3.2, 2.91)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.286153846153846)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:12.346121,"(2.6, 3.15, 2.922857142857143)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.286153846153846)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:13.480049,"(2.6, 3.15, 2.844)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:14.609517,"(2.6, 3.15, 2.844)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:15.733428,"(2.6, 3.15, 2.844)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:16.866379,"(2.6, 3.15, 2.844)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:18.017641,"(2.6, 3.15, 2.844)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:19.238925,"(2.6, 3.15, 2.844)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.257142857142857)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:20.425911,"(2.6, 3.15, 2.844)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:21.606183,"(2.6, 3.1, 2.7933333333333334)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:22.770995,"(2.6, 3.1, 2.7933333333333334)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:23.974662,"(2.6, 3.1, 2.732)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:25.088397,"(2.6, 3.05, 2.776666666666667)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:26.194513,"(2.6, 3.05, 2.776666666666667)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:27.341604,"(2.6, 3.05, 2.776666666666667)","(61.0, 910.0, 319.3333333333333)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:28.496781,"(2.6, 3.05, 2.776666666666667)","(61.0, 870.0, 447.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 180.0, 125.0)","(14.0, 32.0, 21.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 310.0, 165.5)"
16-12-2022 10:40:29.637563,"(2.6, 3.05, 2.776666666666667)","(61.0, 870.0, 447.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 180.0, 125.0)","(14.0, 32.0, 21.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 310.0, 165.5)"
16-12-2022 10:40:30.807072,"(2.6, 3.05, 2.776666666666667)","(61.0, 870.0, 447.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 180.0, 125.0)","(14.0, 32.0, 21.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 310.0, 165.5)"
16-12-2022 10:40:31.935724,"(2.6, 3.05, 2.776666666666667)","(61.0, 870.0, 447.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 180.0, 125.0)","(14.0, 32.0, 21.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 310.0, 165.5)"
16-12-2022 10:40:33.024289,"(2.6, 3.05, 2.776666666666667)","(61.0, 870.0, 447.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 180.0, 125.0)","(14.0, 32.0, 21.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.257142857142857)","(26.0, 310.0, 165.5)"
16-12-2022 10:40:34.137505,"(2.6, 3.05, 2.776666666666667)","(61.0, 870.0, 447.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 180.0, 125.0)","(14.0, 32.0, 21.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 310.0, 165.5)"
16-12-2022 10:40:35.256506,"(2.6, 3.05, 2.776666666666667)","(61.0, 870.0, 447.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 180.0, 125.0)","(14.0, 32.0, 21.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.3692307692307693)","(26.0, 310.0, 165.5)"
16-12-2022 10:40:36.395005,"(2.6, 3.15, 2.844)","(61.0, 870.0, 447.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 180.0, 125.0)","(14.0, 32.0, 21.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2914285714285714)","(26.0, 310.0, 165.5)"
16-12-2022 10:40:37.565108,"(2.6, 3.15, 2.844)","(61.0, 870.0, 447.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 180.0, 131.66666666666669)","(14.0, 32.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2794117647058822)","(26.0, 310.0, 170.5)"
16-12-2022 10:40:38.735411,"(2.6, 3.15, 2.844)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2794117647058822)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:39.909808,"(2.6, 3.15, 3.0911999999999997)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2794117647058822)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:41.078595,"(2.6, 3.15, 3.0825)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.2574358974358977)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:42.230830,"(2.6, 3.15, 2.935)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.1, 2.48, 2.336923076923077)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:43.392776,"(2.6, 17.0, 5.862222222222222)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(11.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.15, 2.48, 2.336923076923077)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:44.551046,"(2.6, 17.0, 6.952941176470588)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(10.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.15, 2.48, 2.336923076923077)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:45.692145,"(2.6, 16.0, 11.52)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(10.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.15, 2.48, 2.2794117647058822)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:46.929878,"(2.6, 16.0, 11.52)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(10.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.15, 2.48, 2.2794117647058822)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:48.111134,"(2.6, 16.0, 11.52)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(10.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.15, 2.48, 2.2794117647058822)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:49.270918,"(2.6, 16.0, 11.52)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(10.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.15, 2.48, 2.2794117647058822)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:50.410288,"(2.6, 16.0, 11.52)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(10.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.15, 2.48, 2.2794117647058822)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:51.528512,"(2.6, 16.0, 11.52)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(10.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.15, 2.48, 2.2429411764705884)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:52.652048,"(2.6, 16.0, 11.52)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(10.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.15, 2.48, 2.336923076923077)","(26.0, 320.0, 170.5)"
16-12-2022 10:40:53.799343,"(2.6, 16.0, 11.52)","(61.0, 890.0, 457.0)","(26.0, 990.0, 505.5)","(17.0, 990.0, 664.5)","(10.0, 34.0, 24.799999999999997)","(18.0, 190.0, 131.66666666666669)","(14.0, 34.0, 22.25)","(12.0, 250.0, 170.5)","(2.15, 2.48, 2.336923076923077)","(26.0, 320.0, 170.5)"
