,Tudor Folk,River Matt,Slingshot Snoop,Shes The Grouse,Golden State,Dark Horse
11-01-2023 09:56:52.539011,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:56:53.461142,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:56:54.408412,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:56:55.443776,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:56:56.487768,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:56:57.527753,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:56:58.550058,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:56:59.458447,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:00.392560,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:01.297612,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:02.283885,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:03.327938,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:04.299758,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:05.358280,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:06.295018,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:07.265344,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:08.196736,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:09.053810,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:09.992556,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:10.975597,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:11.947143,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:12.913359,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:13.855606,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:14.759572,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:15.738794,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:16.647431,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:17.632440,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:18.567798,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:19.471445,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:20.360622,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:21.292513,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:22.237355,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:23.229072,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:24.160394,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:25.006969,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:25.879376,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:26.843241,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:27.884907,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:28.949372,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:29.926452,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:31.042249,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:31.963447,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:32.892956,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:33.950444,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:34.985106,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:35.986228,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:36.888379,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:37.755808,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:38.712141,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:39.700624,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:40.769913,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:41.776784,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:42.781857,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:43.737427,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:44.615247,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:45.533183,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:46.567638,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:47.585247,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:48.603977,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:49.654123,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:50.649584,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:51.636089,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:52.533812,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:53.425905,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:54.354524,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:55.406808,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:56.424999,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:57.454620,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:58.468421,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:57:59.398510,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:00.311171,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:01.267592,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:02.379540,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:03.589664,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:04.638683,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:05.719403,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:06.726670,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:07.709525,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:08.667391,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:09.572133,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:10.501130,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:11.510788,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:12.493207,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:13.438745,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:14.414243,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:15.403059,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:16.343420,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:17.313194,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:18.276341,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:19.320025,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:20.340086,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:21.339763,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:22.258544,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:23.146200,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:24.034791,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:25.102836,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:26.220887,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:27.285297,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:28.255342,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:29.179770,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:30.126208,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:31.033952,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
11-01-2023 09:58:31.946799,"(41.0, 340.0, 189.0)","(3.0, 4.8, 3.7446153846153845)","(2.4, 3.5, 3.466666666666667)","(6.5, 11.0, 8.757692307692308)","(5.0, 11.0, 5.636363636363636)","(7.5, 16.0, 8.285714285714286)"
