,Finniss Whisper,Vega Black,Succession,Pink Confetti,Cawbourne Donna,Finniss Eagle,Dashing Kara,Hey Day
06-01-2023 12:56:27.889492,"(2.35, 2.66, 2.6433333333333335)","(9.0, 17.0, 15.962962962962962)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.457142857142857)","(9.0, 18.0, 16.5)","(41.0, 370.0, 220.0)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:28.934783,"(2.35, 2.68, 2.64)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 220.0)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:29.938542,"(2.35, 2.7, 2.6733333333333333)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 220.0)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:30.942446,"(2.35, 2.74, 2.706666666666667)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 227.14285714285714)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:31.974239,"(2.35, 2.74, 2.706666666666667)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 220.0)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:33.002048,"(2.35, 2.74, 2.57125)","(9.0, 15.5, 15.0)","(3.3, 3.65, 3.564285714285714)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 220.0)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:34.071394,"(2.35, 2.72, 2.6900000000000004)","(9.0, 15.5, 16.333333333333332)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.51764705882353)","(9.0, 18.0, 16.5)","(41.0, 370.0, 220.0)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:35.103850,"(2.35, 2.72, 2.6900000000000004)","(9.0, 16.5, 16.333333333333332)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 220.0)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:36.182193,"(2.35, 2.72, 2.6100000000000003)","(9.0, 15.0, 14.6)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 220.0)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:37.303154,"(2.35, 2.72, 2.6100000000000003)","(9.0, 15.0, 14.6)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 220.0)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:38.442187,"(2.35, 2.72, 2.6100000000000003)","(9.0, 15.0, 14.6)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 220.0)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:39.472144,"(2.35, 2.72, 2.6100000000000003)","(9.0, 15.0, 14.6)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:40.575177,"(2.35, 2.72, 2.6100000000000003)","(9.0, 15.0, 14.818181818181818)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:41.777178,"(2.35, 2.72, 2.6100000000000003)","(9.0, 15.0, 14.2)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 170.0, 140.0)","(6.0, 14.5, 13.666666666666666)"
06-01-2023 12:56:42.899445,"(2.35, 2.72, 2.5366666666666666)","(9.0, 14.5, 14.2)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 170.0, 140.0)","(6.0, 14.5, 12.625)"
06-01-2023 12:56:44.004014,"(2.35, 2.72, 2.59625)","(9.0, 14.5, 14.2)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(9.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 170.0, 140.0)","(6.0, 14.5, 12.625)"
06-01-2023 12:56:45.191257,"(2.35, 2.7, 2.5844444444444443)","(9.0, 14.5, 14.2)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 170.0, 140.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:46.377134,"(2.35, 2.7, 2.58)","(9.0, 14.5, 14.2)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 170.0, 140.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:47.494438,"(2.35, 2.7, 2.58)","(9.0, 14.5, 14.2)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 170.0, 140.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:48.689696,"(2.35, 2.7, 2.58)","(9.0, 14.5, 13.8)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 170.0, 140.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:49.868748,"(2.35, 2.7, 2.53125)","(9.0, 14.0, 13.8)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 170.0, 128.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:51.001219,"(2.35, 2.7, 2.5707692307692307)","(9.0, 14.0, 13.8)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 200.0, 135.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:52.139787,"(2.35, 2.7, 2.5605128205128205)","(9.0, 16.0, 15.608695652173914)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 160.0, 135.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:53.306833,"(2.35, 2.7, 2.5605128205128205)","(9.0, 16.0, 15.608695652173914)","(3.3, 3.6, 3.5285714285714285)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 160.0, 135.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:54.476202,"(2.35, 2.7, 2.5605128205128205)","(9.0, 16.0, 15.608695652173914)","(3.3, 3.65, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 160.0, 135.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:55.536432,"(2.35, 2.7, 2.5605128205128205)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 160.0, 135.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:56.688009,"(2.35, 2.7, 2.5605128205128205)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 160.0, 135.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:57.903421,"(2.35, 2.7, 2.548888888888889)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 160.0, 135.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:56:58.977264,"(2.35, 2.7, 2.548888888888889)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 160.0, 135.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:00.138577,"(2.35, 2.7, 2.548888888888889)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 160.0, 135.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:01.253935,"(2.35, 2.7, 2.5478260869565217)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 160.0, 135.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:02.282623,"(2.35, 2.7, 2.5425)","(9.0, 15.5, 14.59090909090909)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 227.5)","(41.0, 160.0, 135.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:03.405467,"(2.35, 2.7, 2.5425)","(9.0, 15.5, 14.59090909090909)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 234.28571428571428)","(41.0, 160.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:04.560742,"(2.35, 2.7, 2.5533333333333332)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 234.28571428571428)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:05.647364,"(2.35, 2.7, 2.5533333333333332)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 234.28571428571428)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:06.833392,"(2.35, 2.7, 2.5533333333333332)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 234.28571428571428)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:08.028711,"(2.35, 2.7, 2.5533333333333332)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 234.28571428571428)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:09.148132,"(2.35, 2.7, 2.5533333333333332)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.475)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(41.0, 370.0, 234.28571428571428)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:10.319712,"(2.35, 2.7, 2.5628571428571427)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.4611111111111112)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 234.28571428571428)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:11.564417,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.6, 3.440909090909091)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 234.28571428571428)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:12.742248,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.6, 3.29375)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 220.0)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:13.899524,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.6, 3.29375)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.153846153846153)","(51.0, 370.0, 241.42857142857144)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:15.067104,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.6, 3.29375)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.153846153846153)","(51.0, 370.0, 241.42857142857144)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:16.301785,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.6, 3.29375)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 228.33333333333334)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:17.395679,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.6, 3.29375)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 228.33333333333334)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:18.530249,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.55, 3.3)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 228.33333333333334)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:19.732163,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.55, 3.2875)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 228.33333333333334)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:20.846468,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.55, 3.2875)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 228.33333333333334)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:21.956487,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.55, 3.2875)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 228.33333333333334)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:23.157282,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.55, 3.2875)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 228.33333333333334)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:24.387998,"(2.35, 2.7, 2.5628571428571427)","(9.0, 16.5, 15.75)","(3.3, 3.55, 3.35)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 228.33333333333334)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:25.574903,"(2.35, 2.68, 2.586666666666667)","(9.0, 16.5, 15.75)","(3.3, 3.55, 3.35)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 228.33333333333334)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:26.800354,"(2.35, 2.68, 2.586666666666667)","(9.0, 16.5, 15.75)","(3.3, 3.55, 3.35)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 228.33333333333334)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:28.080746,"(2.35, 2.68, 2.586666666666667)","(9.0, 16.5, 15.75)","(3.3, 3.55, 3.35)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 228.33333333333334)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:29.307053,"(2.35, 2.68, 2.586666666666667)","(9.0, 16.5, 15.75)","(3.3, 3.55, 3.35)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 248.57142857142856)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:30.488687,"(2.35, 2.68, 2.586666666666667)","(9.0, 16.5, 16.0)","(3.3, 3.55, 3.35)","(6.5, 11.0, 9.51764705882353)","(10.0, 18.0, 16.8)","(51.0, 370.0, 248.57142857142856)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:31.672966,"(2.35, 2.68, 2.5225)","(9.0, 17.0, 15.75)","(3.3, 3.55, 3.35)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 248.57142857142856)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:32.911082,"(2.35, 2.68, 2.586666666666667)","(9.0, 16.5, 15.456521739130435)","(3.3, 3.55, 3.507142857142857)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 248.57142857142856)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:34.082538,"(2.35, 2.66, 2.566666666666667)","(9.0, 16.5, 15.456521739130435)","(3.3, 3.55, 3.507142857142857)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:35.216107,"(2.35, 2.66, 2.556842105263158)","(9.0, 16.5, 15.456521739130435)","(3.3, 3.55, 3.507142857142857)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:36.435602,"(2.35, 2.66, 2.56375)","(9.0, 16.5, 15.456521739130435)","(3.3, 3.55, 3.507142857142857)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:37.666030,"(2.35, 2.66, 2.56375)","(9.0, 16.5, 15.456521739130435)","(3.3, 3.55, 3.507142857142857)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:38.813810,"(2.35, 2.66, 2.56375)","(9.0, 16.5, 15.456521739130435)","(3.3, 3.55, 3.507142857142857)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:40.018865,"(2.35, 2.66, 2.56375)","(9.0, 16.0, 15.130434782608695)","(3.3, 3.55, 3.507142857142857)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.8)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.384615384615385)"
06-01-2023 12:57:41.227585,"(2.35, 2.66, 2.56375)","(9.0, 16.0, 15.130434782608695)","(3.3, 3.55, 3.507142857142857)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:42.376013,"(2.35, 2.64, 2.55)","(9.0, 16.0, 15.130434782608695)","(3.3, 3.55, 3.507142857142857)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:43.501190,"(2.35, 2.64, 2.5745454545454547)","(9.0, 16.0, 15.130434782608695)","(3.3, 3.55, 3.507142857142857)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:44.910239,"(2.35, 2.64, 2.52)","(9.0, 16.0, 15.583333333333334)","(3.3, 3.55, 3.507142857142857)","(6.5, 11.0, 9.51764705882353)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:46.239122,"(2.35, 2.64, 2.52)","(9.0, 16.0, 15.0)","(3.3, 3.55, 3.5470588235294116)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:47.433734,"(2.35, 2.64, 2.5745454545454547)","(9.0, 15.5, 15.0)","(3.3, 3.6, 3.4666666666666663)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:48.791358,"(2.35, 2.64, 2.5628571428571427)","(9.0, 15.5, 15.0)","(3.3, 3.55, 3.4704545454545452)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:49.998922,"(2.35, 2.64, 2.5628571428571427)","(9.0, 15.5, 15.0)","(3.3, 3.55, 3.4704545454545452)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:51.280056,"(2.35, 2.64, 2.5628571428571427)","(9.0, 15.5, 15.0)","(3.3, 3.55, 3.4704545454545452)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:52.475064,"(2.35, 2.64, 2.55)","(9.0, 15.5, 15.785714285714285)","(3.3, 3.55, 3.4704545454545452)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:53.679715,"(2.35, 2.64, 2.55)","(9.0, 16.5, 15.456521739130435)","(3.3, 3.55, 3.4875)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:54.866564,"(2.35, 2.64, 2.55)","(9.0, 16.5, 15.456521739130435)","(3.3, 3.55, 3.4875)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:56.039434,"(2.35, 2.64, 2.55)","(9.0, 16.5, 15.456521739130435)","(3.3, 3.55, 3.4875)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 15.666666666666666)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:57.257633,"(2.35, 2.64, 2.55)","(9.0, 16.5, 15.071428571428571)","(3.3, 3.55, 3.473076923076923)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 15.666666666666666)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:58.501074,"(2.35, 2.64, 2.55)","(9.0, 16.5, 15.071428571428571)","(3.3, 3.55, 3.4785714285714286)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:57:59.578540,"(2.35, 2.64, 2.55)","(9.0, 16.5, 15.473684210526315)","(3.3, 3.55, 3.45)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:58:00.726041,"(2.35, 2.64, 2.55)","(9.0, 16.0, 15.272727272727273)","(3.3, 3.55, 3.495454545454545)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:58:01.941319,"(2.35, 2.64, 2.55)","(9.0, 16.0, 15.272727272727273)","(3.3, 3.55, 3.495454545454545)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:58:03.026513,"(2.35, 2.64, 2.543076923076923)","(9.0, 16.0, 15.272727272727273)","(3.3, 3.55, 3.495454545454545)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:58:04.157483,"(2.35, 2.64, 2.543076923076923)","(9.0, 16.0, 15.272727272727273)","(3.3, 3.55, 3.495454545454545)","(6.5, 11.0, 9.821052631578947)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:58:05.299528,"(2.35, 2.64, 2.543076923076923)","(9.0, 16.0, 15.272727272727273)","(3.3, 3.55, 3.495454545454545)","(6.5, 11.0, 10.0875)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
06-01-2023 12:58:06.410712,"(2.35, 2.64, 2.543076923076923)","(9.0, 16.0, 15.272727272727273)","(3.3, 3.55, 3.5722222222222224)","(6.5, 10.5, 10.0875)","(10.0, 18.0, 16.5)","(51.0, 370.0, 236.66666666666666)","(41.0, 200.0, 155.0)","(6.0, 14.5, 12.5)"
