,Buckle Up Zabiba,Commander Beven,Hang On Sloopy,Border Star,Call Me Otto,Homer Peritas,Classy Crook,Call Me Kane
09-01-2023 18:22:04.199442,"(6.5, 12.0, 6.78)","(2.05, 3.3, 3.110847457627118)","(3.5, 5.0, 3.4878048780487805)","(7.5, 14.5, 10.333333333333334)","(17.0, 38.0, 25.0)","(14.0, 32.0, 27.625)","(11.0, 24.0, 21.0)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:05.615211,"(6.5, 12.0, 6.78)","(2.05, 3.3, 3.110847457627118)","(3.5, 5.0, 3.4878048780487805)","(7.5, 15.0, 10.333333333333334)","(17.0, 38.0, 25.0)","(14.0, 32.0, 27.625)","(11.0, 24.0, 21.0)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:07.051634,"(6.5, 12.0, 6.78)","(2.05, 3.3, 3.110847457627118)","(3.5, 5.0, 3.4878048780487805)","(7.5, 15.0, 9.25)","(17.0, 38.0, 25.0)","(14.0, 32.0, 27.625)","(11.0, 24.0, 21.0)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:08.492710,"(6.5, 12.0, 6.78)","(2.05, 3.3, 3.110847457627118)","(3.5, 5.0, 3.4878048780487805)","(7.5, 15.5, 10.166666666666666)","(17.0, 38.0, 25.0)","(14.0, 32.0, 28.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:09.931835,"(6.5, 11.5, 7.525)","(2.05, 3.3, 3.110847457627118)","(3.5, 5.0, 3.4878048780487805)","(7.5, 14.5, 10.166666666666666)","(17.0, 38.0, 25.0)","(14.0, 32.0, 28.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:11.459404,"(6.5, 11.5, 7.525)","(2.05, 3.3, 3.110847457627118)","(3.5, 5.0, 3.4878048780487805)","(7.5, 14.5, 10.333333333333334)","(17.0, 38.0, 25.0)","(14.0, 32.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:12.954442,"(6.5, 11.5, 7.525)","(2.05, 3.3, 3.110847457627118)","(3.5, 5.0, 3.4878048780487805)","(7.5, 15.0, 10.333333333333334)","(17.0, 38.0, 25.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:14.348085,"(6.5, 11.5, 7.525)","(2.05, 3.3, 3.091016949152542)","(3.5, 5.0, 3.4878048780487805)","(7.5, 15.0, 10.333333333333334)","(17.0, 38.0, 25.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:15.659610,"(6.5, 11.5, 7.525)","(2.05, 3.3, 3.091016949152542)","(3.5, 5.0, 3.4878048780487805)","(7.5, 15.0, 10.333333333333334)","(17.0, 38.0, 25.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:16.937888,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.091016949152542)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 19.647058823529413)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:18.268763,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.091016949152542)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:19.628229,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.091016949152542)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:20.980005,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.091016949152542)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 22.0)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 40.588235294117645)"
09-01-2023 18:22:22.463751,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.091016949152542)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 23.53846153846154)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 50.0)"
09-01-2023 18:22:23.900399,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 23.53846153846154)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 51.81818181818181)"
09-01-2023 18:22:25.275353,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 21.272727272727273)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 51.81818181818181)"
09-01-2023 18:22:26.776684,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 21.272727272727273)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 51.81818181818181)"
09-01-2023 18:22:28.371485,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 21.272727272727273)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 51.81818181818181)"
09-01-2023 18:22:29.760808,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 21.272727272727273)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 51.81818181818181)"
09-01-2023 18:22:31.103154,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 20.75)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 51.81818181818181)"
09-01-2023 18:22:32.442048,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 20.75)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 90.0, 86.66666666666667)"
09-01-2023 18:22:33.997204,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 20.75)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 86.66666666666667)"
09-01-2023 18:22:35.498448,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 21.272727272727273)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 86.66666666666667)"
09-01-2023 18:22:36.944298,"(6.5, 11.5, 7.525)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 10.333333333333334)","(17.0, 38.0, 21.272727272727273)","(14.0, 34.0, 27.5)","(11.0, 24.0, 21.6)","(26.0, 120.0, 86.66666666666667)"
09-01-2023 18:22:38.363131,"(6.5, 11.5, 6.78)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 38.0, 23.625)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.6)","(26.0, 120.0, 86.66666666666667)"
09-01-2023 18:22:39.750948,"(6.5, 12.0, 6.78)","(2.0, 3.3, 3.048)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 38.0, 23.625)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 86.66666666666667)"
09-01-2023 18:22:41.099836,"(6.5, 12.0, 6.78)","(2.0, 3.3, 3.0986440677966103)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 38.0, 30.333333333333336)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 58.125)"
09-01-2023 18:22:42.394604,"(6.5, 12.0, 6.78)","(2.0, 3.3, 3.0986440677966103)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 38.0, 30.333333333333336)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 58.125)"
09-01-2023 18:22:43.713261,"(6.5, 12.5, 6.83)","(2.0, 3.3, 3.0986440677966103)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 38.0, 34.33333333333333)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 58.125)"
09-01-2023 18:22:45.098101,"(6.5, 12.5, 6.83)","(2.0, 3.3, 3.0986440677966103)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 34.33333333333333)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 48.0)"
09-01-2023 18:22:46.472584,"(6.5, 12.5, 6.83)","(2.0, 3.3, 3.0986440677966103)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 34.33333333333333)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 48.0)"
09-01-2023 18:22:47.937493,"(6.5, 12.5, 6.83)","(2.0, 3.3, 3.0986440677966103)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 30.263157894736842)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 60.92307692307693)"
09-01-2023 18:22:49.348376,"(6.5, 12.5, 6.83)","(2.0, 3.3, 3.0986440677966103)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 30.263157894736842)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 60.92307692307693)"
09-01-2023 18:22:50.712408,"(6.5, 12.5, 6.83)","(2.0, 3.3, 3.1910091743119264)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 30.263157894736842)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 60.92307692307693)"
09-01-2023 18:22:52.057829,"(6.5, 12.5, 6.83)","(2.0, 3.3, 3.1910091743119264)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 30.263157894736842)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 60.92307692307693)"
09-01-2023 18:22:53.367997,"(6.5, 12.5, 6.83)","(2.0, 3.3, 3.1910091743119264)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 30.263157894736842)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 60.92307692307693)"
09-01-2023 18:22:54.702125,"(6.5, 12.5, 7.775)","(2.0, 3.3, 3.1910091743119264)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:22:55.921393,"(6.5, 12.0, 7.65)","(2.0, 3.3, 3.1910091743119264)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:22:57.220993,"(6.5, 12.0, 7.65)","(2.0, 3.3, 3.1910091743119264)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:22:58.598339,"(6.5, 12.0, 7.65)","(2.0, 3.3, 3.1910091743119264)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:00.248975,"(6.5, 12.0, 7.65)","(2.0, 3.3, 3.145137614678899)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:01.802678,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.145137614678899)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:03.331680,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.145137614678899)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:04.854813,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.145137614678899)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:06.330809,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.0562711864406777)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:07.811536,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.0562711864406777)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:09.295950,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.0562711864406777)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:10.739772,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.0562711864406777)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 28.18181818181818)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:12.160199,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.0074736842105265)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 44.0, 30.0)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:13.551901,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.0074736842105265)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 30.0)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:14.962401,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.0074736842105265)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 30.0)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:16.327331,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.0074736842105265)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 30.0)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:17.723130,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.0074736842105265)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 30.0)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:19.083053,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.0074736842105265)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 22.363636363636363)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:20.501185,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.0074736842105265)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 22.363636363636363)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:21.869263,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.045593220338983)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 22.363636363636363)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:23.526234,"(6.5, 12.0, 7.65)","(2.0, 3.25, 3.045593220338983)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 22.363636363636363)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:25.210267,"(6.5, 12.0, 7.65)","(2.0, 3.2, 2.802777777777778)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 20.4)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:26.975362,"(6.5, 12.0, 7.65)","(2.0, 3.2, 2.802777777777778)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 20.4)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:28.588186,"(6.5, 12.0, 7.65)","(2.0, 3.2, 3.038613861386138)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 22.363636363636363)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:30.191171,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.692307692307693)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:31.801688,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.692307692307693)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:33.409517,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.692307692307693)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:34.815911,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.692307692307693)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:36.312022,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.692307692307693)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:37.744584,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.692307692307693)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:39.272853,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.692307692307693)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:40.881582,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.692307692307693)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:42.709192,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.692307692307693)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:44.499192,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.692307692307693)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:46.016538,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.692307692307693)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 52.23529411764706)"
09-01-2023 18:23:47.493865,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 23.090909090909093)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 44.0)"
09-01-2023 18:23:48.944057,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 23.090909090909093)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 44.0)"
09-01-2023 18:23:50.652432,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 23.090909090909093)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 44.0)"
09-01-2023 18:23:52.679064,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 23.090909090909093)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 44.0)"
09-01-2023 18:23:54.286742,"(6.5, 12.0, 7.65)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 23.090909090909093)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 44.0)"
09-01-2023 18:23:55.834067,"(6.5, 12.0, 6.83)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.4878048780487805)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.75)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:23:57.410813,"(6.5, 12.5, 6.83)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.6521739130434785)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.75)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:23:58.990455,"(6.5, 12.5, 6.83)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.6521739130434785)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.75)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:00.580370,"(6.5, 12.5, 6.83)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.6521739130434785)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.75)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:02.093887,"(6.5, 12.5, 6.83)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.6521739130434785)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.75)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:03.475614,"(6.5, 12.5, 6.88)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.75)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:05.050179,"(6.5, 13.0, 6.88)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.75)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:06.490777,"(6.5, 13.0, 6.88)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.75)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:08.017178,"(6.5, 13.0, 6.88)","(2.0, 3.05, 3.036153846153846)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 12.6)","(17.0, 42.0, 25.75)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.0)","(26.0, 120.0, 50.90909090909091)"
09-01-2023 18:24:09.549578,"(6.5, 13.0, 6.88)","(2.0, 3.05, 2.984375)","(3.6, 5.0, 3.851851851851852)","(8.0, 15.0, 10.333333333333334)","(17.0, 42.0, 25.75)","(14.0, 34.0, 26.2)","(11.0, 24.0, 21.6)","(26.0, 120.0, 50.90909090909091)"
