,Buckle Up Zabiba,Commander Beven,Hang On Sloopy,Border Star,Call Me Otto,Homer Peritas,Classy Crook,Call Me Kane
09-01-2023 18:36:00.759502,"(6.5, 9.6, 8.658823529411764)","(2.0, 2.12, 2.072)","(3.8, 6.6, 6.474074074074074)","(8.5, 13.5, 11.462962962962964)","(16.0, 27.0, 25.076923076923077)","(16.0, 27.0, 22.3125)","(13.0, 24.0, 20.4)","(18.0, 27.0, 22.833333333333332)"
09-01-2023 18:36:02.033302,"(6.5, 9.6, 8.629411764705882)","(2.0, 2.12, 2.072)","(3.8, 6.6, 6.5)","(8.5, 13.5, 11.462962962962964)","(16.0, 27.0, 25.076923076923077)","(16.0, 27.0, 22.3125)","(13.0, 24.0, 20.25)","(18.0, 27.0, 22.454545454545453)"
09-01-2023 18:36:03.316561,"(6.5, 9.6, 8.629411764705882)","(2.0, 2.12, 2.0366666666666666)","(3.8, 6.6, 6.530769230769231)","(8.5, 13.5, 11.462962962962964)","(16.0, 27.0, 25.076923076923077)","(16.0, 27.0, 22.3125)","(13.0, 24.0, 20.25)","(18.0, 27.0, 22.833333333333332)"
09-01-2023 18:36:04.682283,"(6.5, 9.6, 8.629411764705882)","(2.0, 2.04, 2.0300000000000002)","(3.8, 6.6, 6.537931034482758)","(8.5, 13.5, 12.277777777777779)","(16.0, 27.0, 25.076923076923077)","(16.0, 27.0, 22.3125)","(13.0, 24.0, 21.157894736842106)","(18.0, 27.0, 22.454545454545453)"
09-01-2023 18:36:06.230556,"(6.5, 9.6, 8.629411764705882)","(2.0, 2.04, 2.035555555555556)","(3.8, 6.6, 6.537931034482758)","(8.5, 13.5, 12.277777777777779)","(16.0, 27.0, 25.076923076923077)","(16.0, 27.0, 22.3125)","(13.0, 24.0, 21.157894736842106)","(18.0, 27.0, 22.833333333333332)"
09-01-2023 18:36:07.947123,"(6.5, 9.6, 8.629411764705882)","(2.0, 2.04, 2.035555555555556)","(3.8, 6.6, 6.537931034482758)","(8.5, 13.5, 12.277777777777779)","(16.0, 27.0, 25.076923076923077)","(16.0, 27.0, 22.3125)","(13.0, 24.0, 21.157894736842106)","(18.0, 27.0, 22.833333333333332)"
09-01-2023 18:36:09.795230,"(6.5, 9.6, 8.629411764705882)","(2.0, 2.04, 2.035555555555556)","(3.8, 6.6, 6.517647058823529)","(8.5, 13.5, 12.277777777777779)","(16.0, 27.0, 25.076923076923077)","(16.0, 27.0, 22.3125)","(13.0, 24.0, 21.157894736842106)","(18.0, 27.0, 22.454545454545453)"
09-01-2023 18:36:11.392880,"(6.5, 9.6, 8.629411764705882)","(2.0, 2.04, 2.035555555555556)","(3.8, 6.6, 6.509677419354839)","(8.5, 13.5, 11.208333333333334)","(16.0, 27.0, 25.076923076923077)","(16.0, 27.0, 22.3125)","(13.0, 24.0, 19.555555555555557)","(18.0, 27.0, 22.833333333333332)"
09-01-2023 18:36:12.876725,"(6.5, 9.6, 8.622727272727273)","(2.0, 2.04, 2.037894736842105)","(3.8, 6.6, 6.52)","(8.5, 13.5, 12.277777777777779)","(16.0, 27.0, 25.076923076923077)","(16.0, 27.0, 22.3125)","(13.0, 24.0, 21.333333333333332)","(18.0, 27.0, 22.833333333333332)"
09-01-2023 18:36:14.350462,"(6.5, 9.6, 8.622727272727273)","(2.0, 2.04, 2.037777777777778)","(3.8, 6.6, 6.558974358974359)","(8.5, 13.5, 12.202702702702704)","(16.0, 27.0, 25.076923076923077)","(16.0, 27.0, 22.3125)","(13.0, 24.0, 21.4)","(18.0, 27.0, 22.454545454545453)"
09-01-2023 18:36:15.743911,"(6.5, 9.6, 8.622727272727273)","(2.0, 2.04, 2.037777777777778)","(3.8, 6.6, 6.558974358974359)","(8.5, 13.5, 12.202702702702704)","(16.0, 27.0, 25.684210526315788)","(16.0, 27.0, 22.238095238095237)","(13.0, 24.0, 21.24)","(18.0, 27.0, 22.833333333333332)"
09-01-2023 18:36:17.068213,"(6.5, 9.6, 8.622727272727273)","(2.0, 2.04, 2.037777777777778)","(3.8, 6.6, 6.558974358974359)","(8.5, 13.5, 12.202702702702704)","(16.0, 27.0, 25.684210526315788)","(16.0, 27.0, 22.263157894736842)","(13.0, 24.0, 21.24)","(18.0, 27.0, 22.3125)"
09-01-2023 18:36:18.426017,"(6.5, 9.6, 8.622727272727273)","(2.0, 2.04, 2.037777777777778)","(3.8, 6.6, 6.554285714285714)","(8.5, 13.5, 11.147058823529411)","(16.0, 27.0, 25.684210526315788)","(16.0, 27.0, 23.6)","(13.0, 24.0, 19.333333333333332)","(18.0, 27.0, 22.238095238095237)"
09-01-2023 18:36:19.805938,"(6.5, 9.6, 8.622727272727273)","(1.95, 2.04, 2.037777777777778)","(4.0, 6.6, 6.554285714285714)","(8.5, 13.5, 11.394736842105264)","(16.0, 27.0, 25.684210526315788)","(16.0, 26.0, 22.304347826086957)","(13.0, 24.0, 19.88235294117647)","(18.0, 27.0, 22.238095238095237)"
09-01-2023 18:36:21.140903,"(6.5, 9.6, 8.625)","(1.95, 2.04, 2.037777777777778)","(4.0, 6.6, 6.554285714285714)","(8.5, 13.5, 11.394736842105264)","(16.0, 27.0, 25.684210526315788)","(16.0, 26.0, 22.304347826086957)","(13.0, 24.0, 19.88235294117647)","(18.0, 27.0, 22.238095238095237)"
09-01-2023 18:36:22.458418,"(7.0, 9.6, 8.625)","(1.9, 2.04, 2.037777777777778)","(4.2, 6.6, 6.558974358974359)","(9.0, 13.5, 12.202702702702704)","(17.0, 27.0, 25.684210526315788)","(16.0, 26.0, 21.862068965517242)","(14.0, 24.0, 21.2)","(17.0, 27.0, 22.238095238095237)"
09-01-2023 18:36:23.804284,"(7.0, 9.6, 8.625)","(1.9, 2.04, 2.037777777777778)","(4.2, 6.6, 6.558974358974359)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 26.0, 21.5)","(14.0, 24.0, 21.24)","(17.0, 27.0, 22.238095238095237)"
09-01-2023 18:36:25.165663,"(7.0, 9.6, 8.625)","(1.9, 2.04, 2.037777777777778)","(4.2, 6.6, 6.558974358974359)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 24.0, 21.24)","(17.0, 27.0, 22.238095238095237)"
09-01-2023 18:36:26.565217,"(7.0, 9.6, 8.625)","(1.9, 2.04, 2.037777777777778)","(4.2, 6.6, 6.558974358974359)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 24.0, 21.24)","(17.0, 27.0, 22.238095238095237)"
09-01-2023 18:36:27.964933,"(7.0, 9.6, 8.628571428571428)","(1.9, 2.04, 2.040714285714286)","(4.2, 6.6, 6.554285714285714)","(9.0, 13.5, 11.394736842105264)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 24.0, 20.03448275862069)","(17.0, 27.0, 22.227272727272727)"
09-01-2023 18:36:29.390632,"(7.0, 9.6, 8.625)","(1.9, 2.06, 2.040714285714286)","(4.2, 6.6, 6.554285714285714)","(9.0, 13.5, 11.63953488372093)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 24.0, 20.03448275862069)","(17.0, 27.0, 24.0)"
09-01-2023 18:36:30.701631,"(7.0, 9.6, 8.625)","(1.9, 2.06, 2.0380000000000003)","(4.2, 6.6, 6.560975609756097)","(9.0, 13.5, 12.202702702702704)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 24.0, 21.24)","(17.0, 26.0, 22.5)"
09-01-2023 18:36:32.021010,"(7.0, 9.6, 8.625)","(1.9, 2.06, 2.0380000000000003)","(4.2, 6.6, 6.560975609756097)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 24.0, 21.24)","(17.0, 25.0, 22.75)"
09-01-2023 18:36:33.348651,"(7.0, 9.6, 8.625)","(1.9, 2.06, 2.0380000000000003)","(4.2, 6.6, 6.560975609756097)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 24.0, 21.24)","(17.0, 25.0, 22.75)"
09-01-2023 18:36:34.694022,"(7.0, 9.6, 8.625)","(1.9, 2.06, 2.0380000000000003)","(4.2, 6.6, 6.560975609756097)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 24.0, 21.24)","(17.0, 25.0, 22.22222222222222)"
09-01-2023 18:36:36.064719,"(7.0, 9.6, 8.625)","(1.9, 2.06, 2.0380000000000003)","(4.2, 6.6, 6.560975609756097)","(9.0, 13.5, 11.6875)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 24.0, 20.03448275862069)","(17.0, 24.0, 22.22222222222222)"
09-01-2023 18:36:37.428079,"(7.0, 9.6, 8.625)","(1.9, 2.06, 2.0533333333333332)","(4.2, 6.6, 6.948571428571428)","(9.0, 13.5, 11.6875)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 24.0, 21.666666666666668)","(17.0, 24.0, 22.105263157894736)"
09-01-2023 18:36:38.775820,"(7.0, 9.6, 8.625)","(1.9, 2.06, 2.0533333333333332)","(4.2, 7.0, 6.948571428571428)","(9.0, 13.5, 11.6875)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 23.0, 21.666666666666668)","(17.0, 24.0, 22.166666666666668)"
09-01-2023 18:36:40.174993,"(7.0, 9.6, 8.625)","(1.9, 2.06, 2.05375)","(4.2, 7.0, 7.144186046511628)","(9.0, 13.5, 12.647058823529411)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 23.0, 21.333333333333332)","(17.0, 23.0, 20.75)"
09-01-2023 18:36:41.511471,"(7.0, 9.6, 9.118518518518519)","(1.9, 2.06, 2.05375)","(4.2, 7.4, 6.822222222222222)","(9.0, 13.5, 12.647058823529411)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 23.0, 21.142857142857142)","(17.0, 24.0, 20.1)"
09-01-2023 18:36:42.841967,"(7.0, 9.6, 9.106329113924051)","(1.9, 2.06, 2.0591666666666666)","(4.2, 7.4, 6.892682926829268)","(9.0, 13.5, 12.647058823529411)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 24.0, 21.181818181818183)","(17.0, 24.0, 20.666666666666668)"
09-01-2023 18:36:44.180943,"(7.0, 9.6, 9.081927710843374)","(1.9, 2.06, 2.0594117647058825)","(4.2, 7.4, 6.892682926829268)","(9.0, 13.5, 12.647058823529411)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 23.0, 21.125)","(17.0, 23.0, 19.818181818181817)"
09-01-2023 18:36:45.466689,"(7.0, 9.6, 9.081927710843374)","(1.9, 2.06, 2.0594117647058825)","(4.2, 7.4, 6.9411764705882355)","(9.0, 13.5, 11.367647058823529)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 23.0, 20.272727272727273)","(17.0, 23.0, 19.818181818181817)"
09-01-2023 18:36:46.812893,"(7.0, 9.4, 9.38048780487805)","(1.9, 2.06, 2.0594117647058825)","(4.2, 7.4, 6.9411764705882355)","(9.0, 13.5, 11.367647058823529)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 23.0, 19.875)","(17.0, 23.0, 19.818181818181817)"
09-01-2023 18:36:48.106383,"(7.0, 9.4, 9.38048780487805)","(1.9, 2.06, 2.075609756097561)","(4.2, 7.4, 6.862068965517241)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 23.0, 20.555555555555557)","(17.0, 23.0, 19.71875)"
09-01-2023 18:36:49.484688,"(7.0, 9.4, 9.151724137931035)","(1.9, 2.08, 2.075609756097561)","(4.2, 7.4, 7.0)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.933333333333334)","(17.0, 23.0, 19.71875)"
09-01-2023 18:36:50.849449,"(7.0, 9.4, 9.092307692307692)","(1.9, 2.08, 2.075609756097561)","(4.2, 7.4, 7.045454545454546)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.7)","(17.0, 23.0, 19.71875)"
09-01-2023 18:36:52.160416,"(7.0, 9.4, 9.092307692307692)","(1.9, 2.08, 2.075609756097561)","(4.2, 7.4, 7.045454545454546)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.56)","(17.0, 23.0, 19.71875)"
09-01-2023 18:36:53.420597,"(7.0, 9.4, 9.092307692307692)","(1.9, 2.08, 2.075609756097561)","(4.2, 7.4, 7.045454545454546)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.56)","(17.0, 23.0, 19.71875)"
09-01-2023 18:36:54.708465,"(7.0, 9.4, 9.092307692307692)","(1.9, 2.08, 2.075609756097561)","(4.2, 7.4, 7.111111111111111)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.56)","(17.0, 23.0, 19.71875)"
09-01-2023 18:36:56.059473,"(7.0, 9.4, 9.032432432432433)","(1.9, 2.08, 2.075609756097561)","(4.2, 7.4, 7.111111111111111)","(9.0, 13.5, 11.161290322580646)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.4)","(17.0, 23.0, 19.71875)"
09-01-2023 18:36:57.343283,"(7.0, 9.2, 9.028571428571428)","(1.9, 2.08, 2.075609756097561)","(4.2, 7.4, 7.111111111111111)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 23.0, 19.71875)"
09-01-2023 18:36:58.694820,"(7.0, 9.2, 9.028571428571428)","(1.9, 2.08, 2.075609756097561)","(4.2, 7.4, 7.111111111111111)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 23.0, 19.71875)"
09-01-2023 18:36:59.998239,"(7.0, 9.2, 9.028571428571428)","(1.9, 2.08, 2.0766666666666667)","(4.2, 7.4, 7.111111111111111)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 23.0, 19.71875)"
09-01-2023 18:37:01.313301,"(7.0, 9.2, 9.028571428571428)","(1.9, 2.08, 2.075675675675676)","(4.2, 7.2, 7.111111111111111)","(9.0, 13.5, 12.220588235294118)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 23.0, 19.71875)"
09-01-2023 18:37:02.646120,"(7.0, 9.2, 9.028571428571428)","(1.9, 2.08, 2.075675675675676)","(4.2, 7.2, 7.111111111111111)","(9.0, 13.5, 12.076923076923077)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 23.0, 19.71875)"
09-01-2023 18:37:04.006074,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.1, 2.094495412844037)","(4.2, 7.2, 7.102702702702703)","(9.0, 13.0, 11.11111111111111)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 23.0, 20.75)"
09-01-2023 18:37:05.366117,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.1, 2.094495412844037)","(4.2, 7.2, 7.102702702702703)","(9.0, 13.0, 12.128205128205128)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 22.0, 20.0)"
09-01-2023 18:37:06.691868,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.1, 2.094495412844037)","(4.2, 7.2, 7.102702702702703)","(9.0, 13.0, 12.128205128205128)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 21.0, 19.63888888888889)"
09-01-2023 18:37:08.041705,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.1, 2.0976)","(4.2, 7.2, 7.102702702702703)","(9.0, 13.0, 12.128205128205128)","(17.0, 27.0, 25.684210526315788)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 22.0, 18.958333333333332)"
09-01-2023 18:37:09.365197,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.1, 2.0976)","(4.2, 7.2, 7.102702702702703)","(9.0, 13.0, 12.151515151515152)","(17.0, 27.0, 25.61111111111111)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 21.0, 19.25)"
09-01-2023 18:37:10.621154,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.1, 2.097272727272727)","(4.2, 7.2, 7.102702702702703)","(9.0, 13.0, 12.151515151515152)","(17.0, 27.0, 25.61111111111111)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 21.0, 18.4)"
09-01-2023 18:37:11.941811,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.1, 2.097272727272727)","(4.2, 7.2, 7.102702702702703)","(9.0, 13.0, 11.133333333333333)","(17.0, 27.0, 25.61111111111111)","(16.0, 23.0, 21.263157894736842)","(14.0, 21.0, 19.424242424242426)","(17.0, 22.0, 19.25)"
09-01-2023 18:37:13.568516,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.1, 2.1233333333333335)","(4.2, 7.2, 7.102702702702703)","(9.0, 13.0, 12.151515151515152)","(17.0, 27.0, 25.61111111111111)","(16.0, 23.0, 20.46153846153846)","(14.0, 21.0, 19.424242424242426)","(17.0, 21.0, 18.375)"
09-01-2023 18:37:15.349709,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.14, 2.121818181818182)","(4.2, 7.2, 7.102702702702703)","(9.0, 13.0, 12.151515151515152)","(17.0, 27.0, 25.61111111111111)","(16.0, 23.0, 19.74418604651163)","(14.0, 21.0, 19.444444444444443)","(17.0, 21.0, 18.375)"
09-01-2023 18:37:17.144690,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.14, 2.106666666666667)","(4.2, 7.2, 7.102702702702703)","(9.0, 13.0, 12.151515151515152)","(17.0, 27.0, 25.61111111111111)","(16.0, 23.0, 19.74418604651163)","(14.0, 21.0, 19.375)","(17.0, 21.0, 18.375)"
09-01-2023 18:37:19.749177,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.14, 2.106666666666667)","(4.2, 7.2, 7.102702702702703)","(9.0, 13.0, 11.133333333333333)","(17.0, 27.0, 25.61111111111111)","(16.0, 23.0, 20.75)","(14.0, 21.0, 19.375)","(17.0, 21.0, 18.375)"
09-01-2023 18:37:21.645305,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.14, 2.145714285714286)","(4.2, 7.2, 7.363636363636364)","(9.0, 13.0, 11.133333333333333)","(17.0, 27.0, 25.61111111111111)","(16.0, 21.0, 19.24)","(14.0, 21.0, 19.142857142857142)","(17.0, 21.0, 18.375)"
09-01-2023 18:37:23.415863,"(7.0, 9.2, 8.980952380952381)","(1.9, 2.16, 2.145)","(4.2, 7.4, 7.363636363636364)","(9.0, 13.0, 12.151515151515152)","(17.0, 27.0, 25.61111111111111)","(16.0, 21.0, 18.62)","(14.0, 21.0, 19.266666666666666)","(17.0, 21.0, 18.375)"
09-01-2023 18:37:25.873373,"(7.0, 9.2, 8.99705882352941)","(1.9, 2.16, 2.145)","(4.2, 7.4, 7.363636363636364)","(9.0, 13.0, 12.151515151515152)","(17.0, 27.0, 25.61111111111111)","(16.0, 21.0, 18.62)","(14.0, 21.0, 19.266666666666666)","(17.0, 20.0, 19.583333333333332)"
09-01-2023 18:37:27.579368,"(7.0, 9.2, 8.96986301369863)","(1.9, 2.16, 2.1475)","(4.2, 7.4, 7.36842105263158)","(9.0, 13.0, 11.114285714285714)","(17.0, 27.0, 25.522727272727273)","(16.0, 21.0, 18.754716981132077)","(14.0, 21.0, 19.228571428571428)","(17.0, 20.0, 18.75)"
09-01-2023 18:37:28.912733,"(7.0, 9.2, 8.947368421052632)","(1.9, 2.16, 2.1436363636363636)","(4.2, 7.4, 7.1454545454545455)","(9.0, 13.0, 11.954545454545455)","(17.0, 27.0, 25.522727272727273)","(16.0, 21.0, 18.754716981132077)","(14.0, 21.0, 19.228571428571428)","(17.0, 20.0, 19.2)"
09-01-2023 18:37:30.213636,"(7.0, 9.2, 8.947368421052632)","(1.9, 2.16, 2.1436363636363636)","(4.2, 7.4, 7.274285714285715)","(9.0, 12.5, 11.678571428571429)","(17.0, 27.0, 25.522727272727273)","(16.0, 21.0, 19.210526315789473)","(14.0, 21.0, 19.41025641025641)","(17.0, 20.0, 19.357142857142858)"
09-01-2023 18:37:31.564323,"(7.0, 9.2, 8.947368421052632)","(1.9, 2.16, 2.139692307692308)","(4.2, 7.4, 7.274285714285715)","(9.0, 12.0, 11.592592592592593)","(17.0, 27.0, 25.522727272727273)","(16.0, 21.0, 18.976190476190474)","(14.0, 21.0, 19.41025641025641)","(17.0, 20.0, 19.454545454545453)"
09-01-2023 18:37:32.889017,"(7.0, 9.2, 8.943999999999999)","(1.9, 2.16, 2.1470588235294117)","(4.2, 7.4, 7.252631578947368)","(9.0, 12.0, 11.64516129032258)","(17.0, 27.0, 25.522727272727273)","(16.0, 21.0, 18.976190476190474)","(14.0, 21.0, 19.41025641025641)","(17.0, 20.0, 19.558823529411764)"
09-01-2023 18:37:34.170735,"(7.0, 9.2, 8.943999999999999)","(1.9, 2.16, 2.1448275862068966)","(4.2, 7.4, 7.283333333333333)","(9.0, 12.0, 11.64516129032258)","(17.0, 27.0, 25.522727272727273)","(16.0, 21.0, 18.976190476190474)","(14.0, 21.0, 19.41025641025641)","(17.0, 20.0, 19.558823529411764)"
09-01-2023 18:37:35.429466,"(7.0, 9.2, 9.03728813559322)","(1.9, 2.16, 2.143076923076923)","(4.2, 7.4, 7.283333333333333)","(9.0, 12.0, 11.609756097560975)","(17.0, 27.0, 25.522727272727273)","(16.0, 21.0, 18.976190476190474)","(14.0, 21.0, 19.41025641025641)","(17.0, 20.0, 20.0)"
09-01-2023 18:37:36.654441,"(7.0, 9.2, 9.044827586206896)","(1.9, 2.16, 2.143076923076923)","(4.2, 7.4, 7.283333333333333)","(9.0, 12.0, 11.542857142857143)","(17.0, 27.0, 25.522727272727273)","(16.0, 21.0, 19.3)","(14.0, 21.0, 19.41025641025641)","(17.0, 24.0, 21.10344827586207)"
09-01-2023 18:37:37.867633,"(7.0, 9.8, 9.266666666666667)","(1.9, 2.16, 2.143076923076923)","(4.2, 7.4, 7.283333333333333)","(9.0, 12.0, 11.542857142857143)","(17.0, 27.0, 25.522727272727273)","(16.0, 20.0, 19.1)","(14.0, 21.0, 19.41025641025641)","(17.0, 23.0, 21.10344827586207)"
09-01-2023 18:37:39.081222,"(7.0, 9.8, 9.293333333333333)","(1.9, 2.16, 2.1426315789473684)","(4.2, 7.4, 7.283333333333333)","(9.0, 12.0, 11.609756097560975)","(17.0, 27.0, 25.522727272727273)","(16.0, 20.0, 18.863636363636363)","(14.0, 21.0, 19.41025641025641)","(17.0, 23.0, 21.10344827586207)"
09-01-2023 18:37:40.679393,"(7.0, 9.8, 9.23225806451613)","(1.9, 2.16, 2.1333333333333333)","(4.2, 7.4, 7.2827586206896555)","(9.0, 12.0, 10.951612903225806)","(17.0, 27.0, 25.20689655172414)","(16.0, 20.0, 18.9)","(14.0, 21.0, 18.6)","(17.0, 23.0, 19.5625)"
09-01-2023 18:37:41.944886,"(7.0, 9.6, 9.23225806451613)","(1.9, 2.16, 2.1333333333333333)","(4.2, 7.4, 7.2827586206896555)","(9.0, 11.5, 10.841463414634147)","(17.0, 27.0, 25.666666666666668)","(16.0, 19.5, 18.4)","(14.0, 19.5, 18.1)","(17.0, 22.0, 20.833333333333332)"
09-01-2023 18:37:43.261405,"(7.0, 9.0, 8.901639344262295)","(1.9, 2.16, 2.1557894736842105)","(4.2, 7.6, 7.573333333333333)","(9.0, 11.5, 10.862068965517242)","(17.0, 27.0, 25.666666666666668)","(16.0, 19.5, 18.2)","(14.0, 19.5, 18.1)","(17.0, 21.0, 20.833333333333332)"
09-01-2023 18:37:44.878248,"(7.0, 9.0, 9.11111111111111)","(1.9, 2.16, 2.1933333333333334)","(4.2, 7.6, 6.221476510067114)","(9.0, 11.5, 11.073529411764707)","(17.0, 27.0, 25.607142857142858)","(16.0, 19.0, 18.2)","(14.0, 19.5, 17.5)","(17.0, 21.0, 20.854166666666668)"
09-01-2023 18:37:46.382727,"(7.0, 9.4, 9.367567567567567)","(1.9, 2.22, 2.226666666666667)","(4.2, 6.6, 6.213333333333334)","(9.0, 11.5, 11.131578947368421)","(17.0, 27.0, 25.555555555555557)","(16.0, 19.0, 18.153846153846153)","(14.0, 19.5, 17.636363636363637)","(17.0, 22.0, 20.75)"
09-01-2023 18:37:47.804724,"(7.0, 9.4, 9.321739130434782)","(1.8, 2.24, 2.2552941176470584)","(4.6, 6.6, 6.3127272727272725)","(9.0, 11.5, 11.158536585365853)","(17.0, 27.0, 28.333333333333332)","(17.0, 19.0, 18.153846153846153)","(14.0, 19.0, 16.357142857142858)","(16.0, 22.0, 20.75)"
09-01-2023 18:37:49.039551,"(7.0, 9.6, 9.307692307692307)","(1.8, 2.26, 2.271578947368421)","(4.6, 6.4, 6.344)","(9.0, 11.5, 11.473684210526315)","(17.0, 30.0, 28.414634146341463)","(17.0, 19.0, 18.153846153846153)","(14.0, 17.5, 15.1875)","(16.0, 22.0, 20.854166666666668)"
09-01-2023 18:37:50.455470,"(7.0, 9.6, 9.307692307692307)","(1.8, 2.28, 2.24)","(4.6, 6.4, 6.307142857142858)","(9.0, 11.5, 11.588235294117647)","(17.0, 30.0, 28.725490196078432)","(17.0, 19.0, 18.153846153846153)","(14.0, 15.5, 15.125)","(16.0, 22.0, 20.703703703703702)"
09-01-2023 18:37:51.826460,"(7.0, 9.6, 9.307692307692307)","(1.8, 2.28, 2.2666666666666666)","(4.6, 6.4, 6.307142857142858)","(9.0, 12.0, 11.521739130434783)","(17.0, 30.0, 26.571428571428573)","(17.0, 19.0, 18.214285714285715)","(14.0, 17.0, 16.444444444444443)","(16.0, 22.0, 20.703703703703702)"
09-01-2023 18:37:53.118670,"(7.0, 9.6, 9.307692307692307)","(1.8, 2.28, 2.2643478260869565)","(4.6, 6.4, 6.307142857142858)","(9.0, 12.0, 11.5)","(17.0, 30.0, 25.333333333333332)","(17.0, 18.5, 18.166666666666668)","(14.0, 17.0, 16.363636363636363)","(16.0, 22.0, 20.515625)"
