,Dr Hayley,Pipe Cove,Highland Fame,Aquiline Nose,Lily St Regis,Harden Up Tommy,Toxic Turtle,Cha Cha Socks
277,"[datetime.datetime(2022, 11, 28, 19, 13, 59, 427992), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 13, 59, 427992), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 13, 59, 427992), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 13, 59, 427992), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 13, 59, 427992), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 13, 59, 427992), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 13, 59, 427992), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 13, 59, 427992), 31.0, 240.0]"
278,"[datetime.datetime(2022, 11, 28, 19, 14, 0, 573567), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 0, 573567), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 0, 573567), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 0, 573567), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 0, 573567), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 0, 573567), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 0, 573567), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 0, 573567), 31.0, 240.0]"
279,"[datetime.datetime(2022, 11, 28, 19, 14, 1, 727170), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 1, 727170), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 1, 727170), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 1, 727170), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 1, 727170), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 1, 727170), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 1, 727170), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 1, 727170), 31.0, 240.0]"
280,"[datetime.datetime(2022, 11, 28, 19, 14, 2, 877612), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 2, 877612), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 2, 877612), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 2, 877612), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 2, 877612), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 2, 877612), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 2, 877612), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 2, 877612), 31.0, 240.0]"
281,"[datetime.datetime(2022, 11, 28, 19, 14, 4, 34478), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 4, 34478), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 4, 34478), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 4, 34478), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 4, 34478), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 4, 34478), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 4, 34478), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 4, 34478), 31.0, 240.0]"
282,"[datetime.datetime(2022, 11, 28, 19, 14, 5, 179703), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 5, 179703), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 5, 179703), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 5, 179703), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 5, 179703), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 5, 179703), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 5, 179703), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 5, 179703), 31.0, 240.0]"
283,"[datetime.datetime(2022, 11, 28, 19, 14, 6, 332088), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 6, 332088), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 6, 332088), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 6, 332088), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 6, 332088), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 6, 332088), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 6, 332088), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 6, 332088), 31.0, 240.0]"
284,"[datetime.datetime(2022, 11, 28, 19, 14, 7, 484542), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 7, 484542), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 7, 484542), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 7, 484542), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 7, 484542), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 7, 484542), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 7, 484542), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 7, 484542), 31.0, 240.0]"
285,"[datetime.datetime(2022, 11, 28, 19, 14, 8, 644519), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 644519), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 644519), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 644519), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 644519), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 644519), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 644519), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 644519), 31.0, 240.0]"
286,"[datetime.datetime(2022, 11, 28, 19, 14, 9, 814382), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 814382), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 814382), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 814382), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 814382), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 814382), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 814382), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 814382), 31.0, 240.0]"
287,"[datetime.datetime(2022, 11, 28, 19, 14, 10, 992734), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 992734), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 992734), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 992734), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 992734), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 992734), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 992734), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 992734), 31.0, 240.0]"
288,"[datetime.datetime(2022, 11, 28, 19, 14, 12, 152092), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 12, 152092), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 12, 152092), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 12, 152092), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 12, 152092), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 12, 152092), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 12, 152092), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 12, 152092), 31.0, 240.0]"
289,"[datetime.datetime(2022, 11, 28, 19, 14, 13, 302034), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 302034), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 302034), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 302034), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 302034), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 302034), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 302034), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 302034), 31.0, 240.0]"
290,"[datetime.datetime(2022, 11, 28, 19, 14, 14, 517607), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 517607), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 517607), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 517607), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 517607), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 517607), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 517607), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 517607), 31.0, 240.0]"
291,"[datetime.datetime(2022, 11, 28, 19, 14, 15, 693773), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 693773), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 693773), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 693773), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 693773), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 693773), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 693773), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 693773), 31.0, 240.0]"
292,"[datetime.datetime(2022, 11, 28, 19, 14, 16, 859773), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 859773), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 859773), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 859773), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 859773), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 859773), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 859773), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 859773), 31.0, 240.0]"
293,"[datetime.datetime(2022, 11, 28, 19, 14, 18, 26748), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 18, 26748), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 18, 26748), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 18, 26748), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 18, 26748), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 18, 26748), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 18, 26748), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 18, 26748), 31.0, 240.0]"
294,"[datetime.datetime(2022, 11, 28, 19, 14, 19, 187910), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 187910), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 187910), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 187910), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 187910), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 187910), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 187910), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 187910), 31.0, 240.0]"
295,"[datetime.datetime(2022, 11, 28, 19, 14, 20, 353627), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 353627), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 353627), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 353627), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 353627), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 353627), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 353627), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 353627), 31.0, 240.0]"
296,"[datetime.datetime(2022, 11, 28, 19, 14, 21, 665024), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 665024), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 665024), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 665024), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 665024), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 665024), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 665024), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 665024), 31.0, 240.0]"
297,"[datetime.datetime(2022, 11, 28, 19, 14, 22, 839234), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 839234), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 839234), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 839234), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 839234), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 839234), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 839234), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 839234), 31.0, 240.0]"
298,"[datetime.datetime(2022, 11, 28, 19, 14, 24, 10450), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 24, 10450), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 24, 10450), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 24, 10450), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 24, 10450), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 24, 10450), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 24, 10450), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 24, 10450), 31.0, 240.0]"
299,"[datetime.datetime(2022, 11, 28, 19, 14, 25, 266781), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 266781), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 266781), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 266781), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 266781), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 266781), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 266781), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 266781), 31.0, 240.0]"
300,"[datetime.datetime(2022, 11, 28, 19, 14, 26, 444911), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 444911), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 444911), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 444911), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 444911), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 444911), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 444911), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 444911), 31.0, 240.0]"
301,"[datetime.datetime(2022, 11, 28, 19, 14, 27, 611350), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 611350), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 611350), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 611350), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 611350), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 611350), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 611350), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 611350), 31.0, 240.0]"
302,"[datetime.datetime(2022, 11, 28, 19, 14, 28, 881243), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 881243), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 881243), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 881243), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 881243), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 881243), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 881243), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 881243), 31.0, 240.0]"
303,"[datetime.datetime(2022, 11, 28, 19, 14, 30, 109443), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 109443), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 109443), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 109443), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 109443), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 109443), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 109443), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 109443), 31.0, 240.0]"
304,"[datetime.datetime(2022, 11, 28, 19, 14, 31, 392570), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 392570), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 392570), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 392570), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 392570), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 392570), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 392570), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 392570), 31.0, 240.0]"
305,"[datetime.datetime(2022, 11, 28, 19, 14, 32, 647158), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 647158), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 647158), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 647158), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 647158), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 647158), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 647158), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 647158), 31.0, 240.0]"
306,"[datetime.datetime(2022, 11, 28, 19, 14, 33, 817336), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 817336), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 817336), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 817336), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 817336), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 817336), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 817336), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 817336), 31.0, 240.0]"
307,"[datetime.datetime(2022, 11, 28, 19, 14, 35, 86049), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 86049), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 86049), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 86049), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 86049), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 86049), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 86049), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 86049), 31.0, 240.0]"
308,"[datetime.datetime(2022, 11, 28, 19, 14, 36, 328115), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 328115), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 328115), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 328115), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 328115), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 328115), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 328115), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 328115), 31.0, 240.0]"
309,"[datetime.datetime(2022, 11, 28, 19, 14, 37, 556325), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 556325), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 556325), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 556325), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 556325), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 556325), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 556325), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 556325), 31.0, 240.0]"
310,"[datetime.datetime(2022, 11, 28, 19, 14, 38, 777271), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 777271), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 777271), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 777271), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 777271), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 777271), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 777271), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 777271), 31.0, 240.0]"
311,"[datetime.datetime(2022, 11, 28, 19, 14, 39, 946384), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 946384), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 946384), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 946384), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 946384), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 946384), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 946384), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 946384), 31.0, 240.0]"
312,"[datetime.datetime(2022, 11, 28, 19, 14, 41, 101582), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 41, 101582), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 41, 101582), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 41, 101582), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 41, 101582), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 41, 101582), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 41, 101582), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 41, 101582), 31.0, 240.0]"
313,"[datetime.datetime(2022, 11, 28, 19, 14, 42, 248837), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 248837), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 248837), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 248837), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 248837), 9.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 248837), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 248837), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 248837), 31.0, 240.0]"
314,"[datetime.datetime(2022, 11, 28, 19, 14, 43, 414439), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 414439), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 414439), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 414439), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 414439), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 414439), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 414439), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 414439), 31.0, 240.0]"
315,"[datetime.datetime(2022, 11, 28, 19, 14, 44, 572632), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 572632), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 572632), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 572632), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 572632), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 572632), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 572632), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 572632), 31.0, 240.0]"
316,"[datetime.datetime(2022, 11, 28, 19, 14, 45, 746247), 2.7, 4.6]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 746247), 1.75, 2.2]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 746247), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 746247), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 746247), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 746247), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 746247), 10.0, 26.0]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 746247), 31.0, 240.0]"
