,Liberty Royal,Maximum Sophie,Inga Letty,Reel It In,Myola Knight,Inter Clem,Silver Power,Indigo Indy
09-01-2023 15:45:25.999823,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:27.128548,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:28.210182,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:29.303507,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:30.450652,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:31.590427,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:32.702707,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:33.808601,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:34.855571,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:35.951171,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:37.119276,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:38.283146,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:39.495178,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:40.734444,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:41.968278,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:43.125889,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:44.247883,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:45.431268,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:46.560356,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:47.703312,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:48.940818,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:50.168913,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:51.398500,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:52.652408,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:53.921208,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:55.146666,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:56.374991,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:57.546958,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:58.695159,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 3.042857142857143)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.1282352941176472)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:45:59.800431,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:01.010435,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:02.415875,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:03.809698,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:05.140538,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:06.497230,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:07.865371,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.68)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:09.167866,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:10.467497,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:11.637394,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:12.880161,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:14.110920,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:15.397008,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:16.697666,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:17.984617,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:19.491654,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:20.921403,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:22.266139,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:23.562334,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:24.842775,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:26.222715,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.92857142857143)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:27.567114,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:28.936564,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:30.225240,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:31.547019,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:32.798909,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:34.007020,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:35.277190,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:36.483087,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:37.678683,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:38.909108,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:40.173470,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:41.380485,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 18.53846153846154)","(10.0, 22.0, 15.8)","(41.0, 340.0, 118.57142857142857)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 104.28571428571429)"
09-01-2023 15:46:42.533716,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:43.656133,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:44.802570,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:46.001240,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:47.241051,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:48.467648,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:49.637014,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:50.741133,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:51.902340,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:53.022565,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:54.186561,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:55.360575,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 16.9)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:56.576662,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 24.0, 21.53333333333333)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 2.973076923076923)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:57.726738,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:46:59.053503,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:47:00.194908,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 117.45454545454545)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:47:01.562534,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 152.9230769230769)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 25.75)","(26.0, 290.0, 130.0)"
09-01-2023 15:47:02.921362,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 152.9230769230769)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 27.555555555555557)","(26.0, 290.0, 130.0)"
09-01-2023 15:47:04.208073,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 152.9230769230769)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 27.555555555555557)","(26.0, 290.0, 130.0)"
09-01-2023 15:47:05.645501,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 152.9230769230769)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 27.555555555555557)","(26.0, 290.0, 130.0)"
09-01-2023 15:47:06.784923,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 152.9230769230769)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 27.555555555555557)","(26.0, 290.0, 130.0)"
09-01-2023 15:47:08.206602,"(3.7, 6.0, 4.2375)","(2.6, 4.2, 2.927142857142857)","(11.0, 23.0, 21.53333333333333)","(10.0, 22.0, 17.571428571428573)","(41.0, 340.0, 152.9230769230769)","(2.8, 3.95, 3.224285714285714)","(14.0, 42.0, 27.555555555555557)","(26.0, 290.0, 130.0)"
