,Ultimate Ad,Maxwell Robyn Nz,Incognito,Clementsorrell,Sunshine Karamea,Bently Bullet,Will I Am,Ice Blaster,The Maldives
10-01-2023 13:29:17.362918,"(6.0, 8.2, 7.71111111111111)","(2.0, 99999, 99990)","(3.8, 6.2, 5.164705882352941)","(18.0, 44.0, 35.33333333333333)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.2)"
10-01-2023 13:29:18.770292,"(6.0, 8.2, 7.71111111111111)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 44.0, 35.33333333333333)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.2)"
10-01-2023 13:29:20.164627,"(6.0, 8.2, 7.199999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 44.0, 35.33333333333333)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.675)","(18.0, 42.0, 32.2)"
10-01-2023 13:29:21.639631,"(6.0, 8.2, 7.199999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 44.0, 35.33333333333333)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.675)","(18.0, 42.0, 32.2)"
10-01-2023 13:29:22.997277,"(6.0, 8.2, 7.199999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 44.0, 35.33333333333333)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.4222222222222225)","(18.0, 42.0, 32.2)"
10-01-2023 13:29:24.348766,"(6.0, 8.2, 7.199999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 44.0, 35.33333333333333)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.2)"
10-01-2023 13:29:25.692857,"(6.0, 8.2, 7.199999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 44.0, 35.33333333333333)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.2)"
10-01-2023 13:29:26.964795,"(6.0, 8.2, 7.199999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 44.0, 35.33333333333333)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.2)"
10-01-2023 13:29:28.315719,"(6.0, 8.2, 7.199999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 44.0, 32.666666666666664)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.4)"
10-01-2023 13:29:29.672804,"(6.0, 8.2, 7.199999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 40.0, 32.666666666666664)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.4)"
10-01-2023 13:29:31.046317,"(6.0, 8.2, 7.199999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 40.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.4)"
10-01-2023 13:29:32.289894,"(6.0, 8.2, 7.199999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.4)"
10-01-2023 13:29:33.554429,"(6.0, 9.6, 7.9)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.4)"
10-01-2023 13:29:34.820425,"(6.0, 9.4, 8.333333333333334)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.4)"
10-01-2023 13:29:36.138722,"(6.0, 9.4, 6.84)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.4)"
10-01-2023 13:29:37.381494,"(6.0, 9.0, 6.76)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.4)"
10-01-2023 13:29:38.585008,"(6.0, 9.0, 6.76)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.4)"
10-01-2023 13:29:39.708336,"(6.0, 8.8, 7.5)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 32.4)"
10-01-2023 13:29:40.839789,"(6.0, 8.8, 7.5)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(18.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.0, 8.2, 7.5777777777777775)","(18.0, 42.0, 34.0)"
10-01-2023 13:29:41.994410,"(6.0, 9.4, 8.333333333333334)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 34.0)"
10-01-2023 13:29:43.204588,"(6.0, 9.2, 7.699999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 34.0)"
10-01-2023 13:29:44.428482,"(6.0, 9.2, 7.699999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 34.0)"
10-01-2023 13:29:45.695722,"(6.0, 9.2, 7.699999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 34.0)"
10-01-2023 13:29:46.908396,"(6.0, 9.2, 7.699999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 34.0)"
10-01-2023 13:29:48.045386,"(6.0, 9.2, 7.699999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 34.0)"
10-01-2023 13:29:49.210560,"(6.0, 9.2, 7.699999999999999)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 38.0, 28.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 34.0)"
10-01-2023 13:29:50.450520,"(6.0, 9.2, 7.8999999999999995)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 36.0, 27.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:29:51.707082,"(6.0, 9.2, 7.8999999999999995)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 36.0, 26.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:29:52.917909,"(6.0, 9.2, 7.8999999999999995)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 34.0, 27.333333333333336)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:29:54.058921,"(6.0, 9.2, 8.6)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 32.0, 27.333333333333336)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:29:55.221849,"(6.0, 9.2, 8.32)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 32.0, 24.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:29:56.320109,"(6.0, 9.2, 8.32)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 30.0, 24.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:29:57.435705,"(6.0, 9.2, 8.32)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 30.0, 24.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:29:58.656945,"(6.0, 9.2, 8.32)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 30.0, 24.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:29:59.841043,"(6.0, 9.2, 8.32)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 30.0, 24.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:01.038303,"(6.0, 9.2, 8.32)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 30.0, 20.0)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:02.233714,"(6.0, 9.2, 8.71111111111111)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 30.0, 19.833333333333332)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:03.410143,"(6.0, 9.2, 7.66)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 29.0, 19.833333333333332)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:04.674997,"(6.0, 9.0, 8.5)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 29.0, 21.333333333333332)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:05.910633,"(6.0, 9.0, 8.5)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 28.0, 21.333333333333332)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:07.131664,"(6.0, 9.0, 8.5)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 28.0, 22.5)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:08.354245,"(6.0, 9.0, 8.5)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 27.0, 19.5)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:09.520238,"(6.0, 9.0, 8.5)","(2.0, 99999, 99990)","(3.8, 6.2, 5.021428571428571)","(19.0, 27.0, 19.5)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:10.631335,"(6.0, 9.0, 8.5)","(2.0, 99999, 99990)","(3.8, 6.2, 5.1)","(19.0, 27.0, 19.5)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:11.752536,"(6.0, 9.0, 8.5)","(2.0, 99999, 99990)","(3.8, 6.2, 5.1)","(19.0, 27.0, 19.5)","(51.0, 130.0, 80.0)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:12.931471,"(6.0, 9.0, 7.75)","(2.0, 99999, 99990)","(3.8, 6.2, 5.15)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:14.102441,"(6.0, 9.0, 7.75)","(2.0, 99999, 99990)","(3.8, 6.2, 5.15)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:15.215873,"(6.0, 9.0, 7.75)","(2.0, 99999, 99990)","(3.8, 6.2, 5.15)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:16.275021,"(6.0, 9.0, 7.75)","(2.0, 99999, 99990)","(3.8, 6.2, 5.15)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:17.437923,"(6.0, 9.0, 7.75)","(2.0, 99999, 99990)","(3.8, 6.2, 5.15)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:18.594057,"(6.0, 9.0, 7.75)","(2.0, 99999, 99990)","(3.8, 6.2, 5.15)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:19.838389,"(6.0, 9.0, 7.75)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:21.071201,"(6.0, 9.0, 8.6)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:22.337546,"(6.0, 9.0, 8.6)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:23.532084,"(6.0, 9.0, 8.6)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 45.5)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:24.673508,"(6.0, 9.0, 8.6)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.25)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:25.881611,"(6.0, 9.0, 8.6)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.25)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:27.129172,"(6.0, 9.0, 8.6)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.25)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:28.350051,"(6.0, 9.0, 8.6)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.25)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:29.558173,"(6.0, 9.0, 8.6)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.25)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:30.664378,"(6.0, 9.0, 8.6)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.25)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:31.761095,"(6.0, 9.0, 7.615384615384615)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.25)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:32.874803,"(6.0, 9.0, 7.615384615384615)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.25)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:34.021399,"(6.0, 9.0, 7.615384615384615)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.25)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:35.182580,"(6.0, 8.6, 8.28)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.25)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:36.343258,"(6.0, 8.6, 8.28)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.14285714285714)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:37.545781,"(6.0, 8.6, 8.28)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.14285714285714)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:38.712892,"(6.0, 8.6, 8.28)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.14285714285714)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:39.962635,"(6.0, 8.8, 8.440000000000001)","(2.0, 99999, 99990)","(3.8, 6.2, 5.03)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.14285714285714)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 7.5777777777777775)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:41.218922,"(6.0, 8.8, 8.440000000000001)","(2.0, 99999, 99990)","(3.8, 6.2, 4.985714285714286)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 50.25)","(18.0, 50.0, 31.142857142857142)","(6.5, 8.2, 10.133333333333333)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:42.460639,"(6.0, 8.8, 8.440000000000001)","(2.0, 99999, 99990)","(3.8, 5.5, 5.140000000000001)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 55.0, 43.63636363636364)","(18.0, 50.0, 31.142857142857142)","(6.5, 11.5, 10.68)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:43.641293,"(6.0, 8.8, 7.800000000000001)","(2.0, 99999, 99990)","(3.8, 5.5, 5.242857142857143)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 50.0, 43.63636363636364)","(18.0, 50.0, 31.142857142857142)","(6.5, 11.5, 10.1)","(20.0, 42.0, 32.6)"
10-01-2023 13:30:44.798732,"(6.0, 8.8, 7.800000000000001)","(2.0, 99999, 99990)","(3.8, 5.5, 5.242857142857143)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 50.0, 42.54545454545455)","(18.0, 50.0, 31.142857142857142)","(6.5, 11.0, 10.26153846153846)","(20.0, 42.0, 38.64285714285714)"
10-01-2023 13:30:45.939722,"(6.0, 8.8, 7.800000000000001)","(2.0, 99999, 99990)","(3.8, 5.5, 5.242857142857143)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 48.0, 44.0)","(18.0, 50.0, 31.142857142857142)","(6.5, 10.5, 9.0)","(20.0, 42.0, 38.64285714285714)"
10-01-2023 13:30:47.065154,"(6.0, 8.8, 7.800000000000001)","(2.0, 99999, 99990)","(3.8, 5.5, 5.242857142857143)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 48.0, 44.0)","(18.0, 50.0, 31.142857142857142)","(6.5, 9.8, 9.0)","(20.0, 42.0, 38.64285714285714)"
10-01-2023 13:30:48.288972,"(6.0, 8.8, 7.800000000000001)","(2.0, 99999, 99990)","(3.8, 5.5, 5.242857142857143)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 48.0, 44.0)","(18.0, 50.0, 31.142857142857142)","(6.5, 9.8, 8.388235294117647)","(20.0, 42.0, 38.86666666666667)"
10-01-2023 13:30:49.448567,"(6.0, 8.8, 7.800000000000001)","(2.0, 99999, 99990)","(3.8, 5.5, 5.242857142857143)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 48.0, 44.0)","(18.0, 50.0, 31.142857142857142)","(6.5, 9.8, 8.388235294117647)","(20.0, 42.0, 38.86666666666667)"
10-01-2023 13:30:50.644089,"(6.0, 8.8, 7.800000000000001)","(2.0, 99999, 99990)","(3.8, 5.5, 5.242857142857143)","(19.0, 27.0, 19.5)","(51.0, 130.0, 76.66666666666667)","(31.0, 48.0, 44.0)","(18.0, 50.0, 31.142857142857142)","(6.5, 9.8, 8.388235294117647)","(20.0, 42.0, 38.86666666666667)"
