,Champagne Reactor,Mollidor,Baby Ginnie,Lord Denzel,Batman Bart,Matai Reactor,Caught Out,Nevaevabend,Jamaican Resort
15-12-2022 13:41:42.580248,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:43.708832,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:44.827611,"(16.0, 36.0, 30.875)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:46.052605,"(16.0, 36.0, 30.875)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.5, 4.609090909090909)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:47.225465,"(16.0, 36.0, 30.875)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.5, 4.8999999999999995)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:48.403885,"(16.0, 36.0, 30.875)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.8428571428571425)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:49.591544,"(16.0, 36.0, 30.875)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.5)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:50.788293,"(16.0, 36.0, 30.875)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.5)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:51.954665,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.5)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:53.096027,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.5)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 35.5)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:54.271864,"(16.0, 36.0, 30.285714285714285)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.5)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 37.6)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:55.522275,"(16.0, 36.0, 30.285714285714285)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.5)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 37.6)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:56.756155,"(16.0, 36.0, 30.285714285714285)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.8428571428571425)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 37.6)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:57.950176,"(16.0, 36.0, 30.285714285714285)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.8428571428571425)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 37.6)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:59.140664,"(16.0, 36.0, 30.285714285714285)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.8428571428571425)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 37.6)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:00.352735,"(16.0, 36.0, 30.285714285714285)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.8428571428571425)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 37.6)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:01.603564,"(16.0, 36.0, 30.285714285714285)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.8428571428571425)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 37.6)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:02.811990,"(16.0, 36.0, 30.285714285714285)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.8428571428571425)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 36.4)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:04.105470,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.4, 4.58)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 35.14285714285714)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:05.292031,"(16.0, 36.0, 30.428571428571427)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.3, 4.58)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 35.14285714285714)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:06.449439,"(16.0, 36.0, 30.428571428571427)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.3, 4.58)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.15)","(21.0, 40.0, 35.14285714285714)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:07.590730,"(16.0, 36.0, 30.428571428571427)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.3, 4.58)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.5, 5.15)","(21.0, 40.0, 35.14285714285714)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:08.743855,"(16.0, 36.0, 30.428571428571427)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.3, 4.58)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.5, 5.075)","(21.0, 40.0, 35.14285714285714)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:09.883862,"(16.0, 36.0, 30.428571428571427)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.3, 4.58)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 5.075)","(21.0, 40.0, 35.14285714285714)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:11.000390,"(16.0, 36.0, 30.428571428571427)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.3, 4.58)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 5.075)","(21.0, 40.0, 35.14285714285714)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:12.128363,"(16.0, 36.0, 30.428571428571427)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 5.075)","(21.0, 40.0, 35.14285714285714)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:13.314531,"(16.0, 36.0, 30.428571428571427)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 5.075)","(21.0, 40.0, 35.14285714285714)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:14.445644,"(16.0, 36.0, 30.428571428571427)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 5.075)","(21.0, 40.0, 35.14285714285714)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:15.657343,"(16.0, 36.0, 30.428571428571427)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 35.42857142857143)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:16.888353,"(16.0, 36.0, 30.571428571428573)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 36.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:18.058580,"(16.0, 36.0, 31.25)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 36.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:19.233269,"(16.0, 36.0, 31.25)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 36.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:20.418414,"(16.0, 36.0, 31.25)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 32.5)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:21.503397,"(16.0, 36.0, 31.25)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 80.66666666666666)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 32.5)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:22.596364,"(16.0, 36.0, 31.25)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 80.66666666666666)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 32.5)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:23.732167,"(16.0, 36.0, 31.25)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 80.66666666666666)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 32.5)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:24.873352,"(16.0, 36.0, 31.25)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 80.66666666666666)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 34.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:26.103601,"(16.0, 36.0, 31.25)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 80.66666666666666)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 34.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:27.337598,"(16.0, 36.0, 31.25)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 80.66666666666666)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 34.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:28.516291,"(16.0, 36.0, 31.25)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 80.66666666666666)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.4, 4.533333333333333)","(21.0, 40.0, 34.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:29.706166,"(16.0, 36.0, 30.714285714285715)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 80.66666666666666)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.2, 5.4875)","(4.2, 5.4, 5.15)","(21.0, 40.0, 35.2)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:30.897413,"(16.0, 36.0, 24.75)","(16.0, 34.0, 22.0)","(51.0, 150.0, 63.33333333333333)","(4.0, 5.9, 5.758333333333334)","(2.9, 3.7, 3.5100000000000002)","(4.4, 6.4, 6.090909090909092)","(4.2, 5.5, 5.15)","(21.0, 42.0, 37.75)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:32.155247,"(16.0, 36.0, 21.416666666666668)","(16.0, 34.0, 22.0)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.9, 5.763636363636364)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.4, 6.263636363636364)","(4.2, 5.5, 4.98)","(21.0, 42.0, 37.75)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:33.332627,"(16.0, 36.0, 21.416666666666668)","(16.0, 34.0, 22.0)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.9, 5.6)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.4, 6.284615384615385)","(4.2, 5.5, 4.98)","(21.0, 42.0, 37.75)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:34.474567,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.9, 5.79375)","(2.9, 3.7, 3.2800000000000002)","(4.4, 6.4, 6.2700000000000005)","(4.2, 5.5, 4.98)","(21.0, 42.0, 35.6)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:35.658755,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.9, 5.6117647058823525)","(2.9, 3.7, 3.3181818181818183)","(4.4, 6.4, 6.2700000000000005)","(4.2, 5.5, 4.98)","(21.0, 42.0, 38.8)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:36.821767,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.6117647058823525)","(2.9, 3.7, 3.3181818181818183)","(4.4, 6.4, 6.1000000000000005)","(4.2, 5.5, 4.98)","(21.0, 42.0, 40.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:38.020893,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.6117647058823525)","(2.9, 3.7, 3.3181818181818183)","(4.4, 6.4, 6.1000000000000005)","(4.2, 5.5, 4.98)","(21.0, 42.0, 40.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:39.244179,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.6117647058823525)","(2.9, 3.7, 3.3181818181818183)","(4.4, 6.4, 5.65)","(4.2, 5.5, 4.98)","(21.0, 42.0, 40.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:40.515331,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.6117647058823525)","(2.9, 3.7, 3.375)","(4.4, 6.4, 6.1000000000000005)","(4.2, 5.5, 4.98)","(21.0, 42.0, 40.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:41.748054,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.6117647058823525)","(2.9, 3.7, 3.375)","(4.4, 6.4, 5.65)","(4.2, 5.5, 4.98)","(21.0, 42.0, 40.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:42.926985,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.6117647058823525)","(2.9, 3.7, 3.375)","(4.4, 6.4, 6.1000000000000005)","(4.2, 5.5, 4.98)","(21.0, 42.0, 40.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:44.077589,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.6117647058823525)","(2.9, 3.7, 3.375)","(4.4, 6.4, 5.4)","(4.2, 5.5, 4.98)","(21.0, 42.0, 40.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:45.157669,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.6117647058823525)","(2.9, 3.7, 3.375)","(4.4, 6.4, 5.666666666666667)","(4.2, 5.5, 4.98)","(21.0, 42.0, 40.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:46.252587,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.6117647058823525)","(2.9, 3.7, 3.6142857142857143)","(4.4, 6.4, 4.5375)","(4.2, 5.5, 4.92)","(21.0, 42.0, 40.22222222222222)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:47.345227,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.3)","(2.9, 3.7, 3.6142857142857143)","(4.4, 6.2, 4.5375)","(4.2, 5.4, 4.92)","(21.0, 42.0, 40.22222222222222)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:48.502569,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 18.333333333333332)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.55)","(2.9, 3.7, 3.6142857142857143)","(4.4, 6.2, 4.825)","(4.2, 5.4, 4.92)","(21.0, 42.0, 40.22222222222222)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:49.631936,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 5.566666666666666)","(2.9, 3.7, 3.6142857142857143)","(4.4, 6.4, 4.825)","(4.2, 5.4, 4.92)","(21.0, 42.0, 40.22222222222222)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:50.852584,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.8, 4.9)","(2.9, 3.7, 3.6142857142857143)","(4.4, 5.9, 5.25)","(4.2, 5.4, 4.75)","(21.0, 42.0, 40.22222222222222)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:52.112548,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 75.71428571428572)","(4.0, 5.7, 4.9)","(2.9, 3.7, 3.375)","(4.4, 6.2, 4.488888888888889)","(4.2, 5.4, 4.75)","(21.0, 42.0, 40.22222222222222)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:53.407354,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 99.0)","(4.0, 5.7, 4.9)","(2.9, 3.7, 3.142857142857143)","(4.4, 6.0, 4.488888888888889)","(4.2, 5.4, 5.133333333333334)","(21.0, 42.0, 40.22222222222222)","(21.0, 48.0, 32.0)"
15-12-2022 13:42:54.629982,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 70.83333333333333)","(4.0, 5.7, 4.9)","(2.9, 3.7, 3.142857142857143)","(4.4, 6.0, 4.833333333333333)","(4.2, 5.4, 5.055555555555555)","(21.0, 42.0, 40.22222222222222)","(21.0, 48.0, 41.14285714285714)"
15-12-2022 13:42:55.734478,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 70.83333333333333)","(4.0, 5.7, 4.9)","(2.9, 3.7, 3.142857142857143)","(4.4, 5.9, 4.477777777777778)","(4.2, 5.3, 5.055555555555555)","(21.0, 42.0, 40.22222222222222)","(21.0, 48.0, 36.5)"
15-12-2022 13:42:56.903755,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 70.83333333333333)","(4.0, 5.7, 5.550000000000001)","(2.9, 3.7, 3.142857142857143)","(4.4, 5.9, 4.5285714285714285)","(4.2, 5.3, 4.985714285714286)","(21.0, 42.0, 40.22222222222222)","(21.0, 48.0, 36.5)"
15-12-2022 13:42:58.118119,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 70.83333333333333)","(4.0, 5.9, 5.550000000000001)","(2.9, 3.7, 3.142857142857143)","(4.4, 5.9, 4.5285714285714285)","(4.2, 5.3, 4.985714285714286)","(21.0, 42.0, 40.22222222222222)","(21.0, 48.0, 33.333333333333336)"
15-12-2022 13:42:59.421622,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 70.83333333333333)","(4.0, 5.9, 5.025)","(2.9, 3.7, 3.1149999999999998)","(4.4, 5.9, 4.833333333333333)","(4.2, 5.3, 4.828571428571428)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 33.333333333333336)"
15-12-2022 13:43:00.612828,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 70.83333333333333)","(4.0, 5.9, 5.2846153846153845)","(2.9, 3.7, 3.1149999999999998)","(4.4, 5.9, 4.833333333333333)","(4.2, 5.3, 4.828571428571428)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 37.5)"
15-12-2022 13:43:01.902020,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 20.666666666666668)","(51.0, 150.0, 70.83333333333333)","(4.0, 5.9, 5.157142857142857)","(2.9, 3.7, 3.1149999999999998)","(4.4, 5.9, 5.188888888888889)","(4.2, 5.3, 4.828571428571428)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 42.0)"
15-12-2022 13:43:03.255487,"(16.0, 36.0, 21.416666666666668)","(16.0, 30.0, 26.5)","(51.0, 150.0, 83.33333333333333)","(4.0, 5.8, 5.34)","(2.9, 3.7, 3.25)","(4.4, 5.9, 5.3)","(4.2, 5.3, 5.08)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 34.666666666666664)"
15-12-2022 13:43:04.561169,"(16.0, 34.0, 30.555555555555557)","(16.0, 30.0, 23.76923076923077)","(51.0, 140.0, 80.0)","(4.0, 5.6, 5.366666666666667)","(2.9, 3.65, 3.25)","(4.4, 5.7, 5.228571428571429)","(4.2, 5.3, 5.08)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 34.666666666666664)"
15-12-2022 13:43:05.847510,"(16.0, 30.0, 28.5625)","(16.0, 30.0, 23.76923076923077)","(51.0, 130.0, 80.0)","(4.0, 5.5, 5.544444444444444)","(2.9, 3.65, 3.25)","(4.4, 5.6, 5.55)","(4.2, 5.3, 5.08)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 41.333333333333336)"
15-12-2022 13:43:07.103742,"(16.0, 30.0, 28.5625)","(16.0, 30.0, 23.76923076923077)","(51.0, 130.0, 80.0)","(4.0, 5.7, 5.544444444444444)","(2.9, 3.65, 3.25)","(4.4, 5.8, 4.76875)","(4.2, 5.3, 5.0)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.0)"
15-12-2022 13:43:08.270132,"(16.0, 29.0, 26.666666666666668)","(16.0, 30.0, 23.76923076923077)","(51.0, 130.0, 80.0)","(4.0, 5.7, 4.949999999999999)","(2.9, 3.65, 3.25)","(4.4, 5.8, 5.3)","(4.2, 5.2, 5.08)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.0)"
15-12-2022 13:43:09.538521,"(16.0, 29.0, 26.666666666666668)","(16.0, 30.0, 23.76923076923077)","(51.0, 130.0, 80.0)","(4.0, 5.6, 4.847368421052631)","(2.9, 3.65, 3.25)","(4.4, 5.7, 5.55)","(4.2, 5.3, 4.859999999999999)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.0)"
15-12-2022 13:43:10.682125,"(16.0, 29.0, 26.666666666666668)","(16.0, 30.0, 23.76923076923077)","(51.0, 130.0, 80.0)","(4.0, 5.6, 4.847368421052631)","(2.9, 3.65, 3.25)","(4.4, 5.8, 5.55)","(4.2, 5.3, 4.859999999999999)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.0)"
15-12-2022 13:43:11.798576,"(16.0, 29.0, 26.666666666666668)","(16.0, 30.0, 23.76923076923077)","(51.0, 130.0, 80.0)","(4.0, 5.6, 4.847368421052631)","(2.9, 3.7, 3.142857142857143)","(4.4, 5.8, 5.55)","(4.2, 5.3, 4.800000000000001)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.0)"
