,Projector,Hello Jett,Rock Icon,Tabasco Lad,Deloris Bale,Edsel Bale,Regenerate
14-12-2022 11:57:27.518792,"(1.4, 1.61, 1.6002439024390245)","(11.0, 17.0, 16.333333333333332)","(91.0, 220.0, 203.33333333333334)","(10.0, 13.0, 12.264705882352942)","(5.5, 7.0, 6.846153846153846)","(13.0, 19.5, 18.666666666666668)","(21.0, 34.0, 30.048192771084338)"
14-12-2022 11:57:28.544318,"(1.4, 1.58, 1.5762841530054645)","(11.0, 17.0, 16.75)","(91.0, 220.0, 203.33333333333334)","(10.0, 13.0, 12.257142857142856)","(5.5, 7.0, 6.859701492537313)","(13.0, 19.5, 19.045454545454547)","(21.0, 34.0, 29.940594059405942)"
14-12-2022 11:57:29.571011,"(1.4, 1.59, 1.5828205128205128)","(11.0, 17.0, 16.75)","(91.0, 220.0, 203.33333333333334)","(10.0, 13.0, 12.243243243243244)","(5.5, 7.0, 6.809230769230769)","(13.0, 19.5, 19.12962962962963)","(21.0, 34.0, 30.093023255813954)"
14-12-2022 11:57:30.543755,"(1.4, 1.59, 1.5881818181818184)","(11.0, 17.0, 16.6875)","(91.0, 220.0, 184.28571428571428)","(10.0, 13.0, 12.243243243243244)","(5.5, 7.0, 6.8617647058823525)","(13.0, 19.5, 19.12962962962963)","(21.0, 34.0, 32.17391304347826)"
14-12-2022 11:57:31.561984,"(1.4, 1.59, 1.5863829787234043)","(11.0, 17.0, 16.846153846153847)","(91.0, 220.0, 208.23529411764707)","(10.0, 13.0, 12.25)","(5.5, 7.0, 6.723529411764706)","(13.0, 19.5, 19.12962962962963)","(21.0, 34.0, 32.2)"
14-12-2022 11:57:32.550108,"(1.4, 1.58, 1.5791603053435115)","(11.0, 17.0, 16.642857142857142)","(91.0, 220.0, 208.88888888888889)","(10.0, 13.0, 12.228571428571428)","(5.5, 7.0, 6.812903225806451)","(13.0, 19.5, 19.1)","(21.0, 34.0, 32.2093023255814)"
14-12-2022 11:57:33.553211,"(1.4, 1.58, 1.5746511627906978)","(11.0, 17.0, 16.875)","(91.0, 220.0, 208.88888888888889)","(10.0, 13.0, 12.321428571428571)","(5.5, 7.0, 6.852631578947368)","(13.0, 19.5, 19.074074074074073)","(21.0, 34.0, 32.19277108433735)"
14-12-2022 11:57:34.577257,"(1.4, 1.57, 1.5697206703910616)","(11.0, 17.5, 16.9375)","(91.0, 210.0, 206.0)","(10.0, 13.0, 12.454545454545455)","(5.5, 7.0, 6.852631578947368)","(13.0, 20.0, 19.074074074074073)","(21.0, 34.0, 32.19277108433735)"
14-12-2022 11:57:35.683841,"(1.4, 1.58, 1.577037037037037)","(11.0, 17.5, 16.9)","(91.0, 210.0, 207.85714285714286)","(10.0, 13.0, 12.526315789473685)","(5.5, 7.0, 6.851428571428571)","(13.0, 20.0, 19.46153846153846)","(21.0, 34.0, 32.2093023255814)"
14-12-2022 11:57:36.663965,"(1.4, 1.58, 1.5786764705882355)","(11.0, 17.5, 16.789473684210527)","(91.0, 210.0, 207.85714285714286)","(10.0, 13.0, 12.631578947368421)","(5.5, 7.0, 6.742857142857143)","(13.0, 19.5, 19.46153846153846)","(21.0, 34.0, 32.2093023255814)"
14-12-2022 11:57:37.710593,"(1.4, 1.57, 1.5663556851311955)","(11.0, 17.5, 17.05)","(91.0, 210.0, 207.85714285714286)","(10.0, 13.0, 12.8)","(5.5, 7.0, 6.896428571428571)","(13.0, 19.5, 19.470588235294116)","(21.0, 34.0, 32.2093023255814)"
14-12-2022 11:57:38.750850,"(1.4, 1.57, 1.566439169139466)","(11.0, 17.5, 17.05)","(91.0, 210.0, 207.85714285714286)","(10.0, 13.0, 12.8)","(5.5, 7.0, 6.905882352941177)","(13.0, 19.5, 19.470588235294116)","(21.0, 34.0, 32.22784810126582)"
14-12-2022 11:57:39.787619,"(1.4, 1.58, 1.574102564102564)","(11.0, 16.0, 15.512048192771084)","(91.0, 210.0, 207.85714285714286)","(10.0, 13.0, 12.772727272727273)","(5.5, 7.0, 7.156521739130435)","(13.0, 20.0, 19.132075471698112)","(21.0, 34.0, 32.22784810126582)"
14-12-2022 11:57:40.715726,"(1.4, 1.59, 1.5731746031746032)","(11.0, 16.0, 15.10752688172043)","(91.0, 220.0, 207.3684210526316)","(10.0, 13.0, 12.833333333333334)","(5.5, 7.2, 7.156521739130435)","(13.0, 20.0, 19.098039215686274)","(21.0, 34.0, 32.205128205128204)"
14-12-2022 11:57:41.717742,"(1.4, 1.59, 1.5747619047619048)","(11.0, 16.0, 15.10752688172043)","(91.0, 220.0, 185.71428571428572)","(10.0, 13.5, 12.928571428571429)","(5.5, 7.2, 7.190654205607477)","(13.0, 20.0, 19.011111111111113)","(21.0, 34.0, 32.12987012987013)"
14-12-2022 11:57:42.788809,"(1.4, 1.58, 1.5744444444444445)","(11.0, 16.0, 15.074074074074074)","(91.0, 220.0, 206.11111111111111)","(10.0, 13.0, 12.73913043478261)","(5.5, 7.2, 7.253333333333334)","(13.0, 20.0, 18.821428571428573)","(21.0, 34.0, 32.103896103896105)"
14-12-2022 11:57:43.789353,"(1.4, 1.58, 1.5705583756345178)","(11.0, 16.0, 15.074074074074074)","(91.0, 220.0, 206.11111111111111)","(10.0, 13.0, 12.73913043478261)","(5.5, 7.4, 7.3500000000000005)","(13.0, 19.0, 18.75)","(21.0, 34.0, 32.103896103896105)"
14-12-2022 11:57:44.782063,"(1.4, 1.58, 1.5669473684210526)","(11.0, 16.0, 15.074074074074074)","(91.0, 220.0, 206.11111111111111)","(10.0, 13.0, 12.535714285714286)","(5.5, 7.4, 7.386666666666667)","(13.0, 19.0, 19.0)","(21.0, 34.0, 32.103896103896105)"
14-12-2022 11:57:45.842536,"(1.4, 1.58, 1.572105263157895)","(11.0, 16.0, 15.094117647058823)","(91.0, 220.0, 206.11111111111111)","(10.0, 13.0, 12.619047619047619)","(5.5, 7.6, 7.4399999999999995)","(13.0, 19.5, 19.0)","(21.0, 34.0, 32.108108108108105)"
14-12-2022 11:57:46.934562,"(1.4, 1.57, 1.5628671328671329)","(11.0, 16.0, 15.068965517241379)","(91.0, 220.0, 206.11111111111111)","(10.0, 13.0, 12.619047619047619)","(5.5, 7.6, 7.4399999999999995)","(13.0, 19.5, 19.0)","(21.0, 34.0, 32.108108108108105)"
14-12-2022 11:57:47.998195,"(1.4, 1.57, 1.5626618705035973)","(11.0, 16.0, 15.068965517241379)","(91.0, 220.0, 200.95238095238096)","(10.0, 13.0, 12.609756097560975)","(5.5, 7.6, 7.516129032258064)","(13.0, 19.5, 19.27777777777778)","(21.0, 34.0, 32.10526315789474)"
14-12-2022 11:57:48.988024,"(1.4, 1.57, 1.5662820512820514)","(11.0, 15.0, 14.88888888888889)","(91.0, 220.0, 200.95238095238096)","(10.0, 13.0, 12.576923076923077)","(5.5, 7.6, 7.478260869565218)","(13.0, 19.5, 19.3)","(21.0, 34.0, 32.1025641025641)"
14-12-2022 11:57:50.019389,"(1.4, 1.57, 1.5665882352941176)","(11.0, 15.0, 14.833333333333334)","(91.0, 220.0, 200.95238095238096)","(10.0, 13.0, 12.576923076923077)","(5.5, 7.6, 7.482352941176471)","(13.0, 19.5, 19.3)","(21.0, 34.0, 32.1025641025641)"
14-12-2022 11:57:51.038052,"(1.4, 1.57, 1.5692105263157896)","(11.0, 15.0, 14.5)","(91.0, 220.0, 200.95238095238096)","(10.0, 13.0, 12.541666666666666)","(5.5, 7.6, 7.482352941176471)","(13.0, 19.5, 19.3)","(21.0, 34.0, 32.1025641025641)"
14-12-2022 11:57:52.008040,"(1.4, 1.57, 1.5692105263157896)","(11.0, 15.0, 14.5)","(91.0, 220.0, 200.95238095238096)","(10.0, 13.0, 12.541666666666666)","(5.5, 7.6, 7.482352941176471)","(13.0, 19.5, 19.3)","(21.0, 34.0, 32.1025641025641)"
14-12-2022 11:57:53.130206,"(1.4, 1.57, 1.5730555555555557)","(11.0, 15.0, 13.8)","(91.0, 210.0, 204.66666666666666)","(10.0, 12.5, 12.403225806451612)","(5.5, 8.0, 7.835714285714285)","(13.0, 19.5, 19.166666666666668)","(21.0, 34.0, 30.10958904109589)"
14-12-2022 11:57:54.148047,"(1.4, 1.57, 1.5617469879518073)","(11.0, 14.5, 14.384615384615385)","(91.0, 210.0, 204.66666666666666)","(10.0, 13.0, 12.647058823529411)","(5.5, 8.0, 7.83030303030303)","(13.0, 19.5, 19.166666666666668)","(21.0, 34.0, 30.10958904109589)"
14-12-2022 11:57:55.155339,"(1.4, 1.57, 1.5612244897959184)","(11.0, 14.5, 14.0)","(91.0, 210.0, 204.66666666666666)","(10.0, 13.5, 12.904761904761905)","(5.5, 8.0, 7.7531914893617015)","(13.0, 19.5, 19.11904761904762)","(21.0, 34.0, 32.151898734177216)"
14-12-2022 11:57:56.093720,"(1.4, 1.56, 1.5515151515151515)","(11.0, 14.5, 14.2)","(91.0, 220.0, 197.08333333333334)","(10.0, 13.5, 12.956521739130435)","(5.5, 8.0, 7.7531914893617015)","(13.0, 19.5, 19.11904761904762)","(21.0, 34.0, 32.151898734177216)"
14-12-2022 11:57:57.049093,"(1.4, 1.57, 1.5557261410788383)","(11.0, 14.5, 13.833333333333334)","(91.0, 220.0, 197.08333333333334)","(10.0, 13.5, 12.9)","(5.5, 8.0, 7.723809523809524)","(13.0, 19.5, 19.333333333333332)","(21.0, 34.0, 32.16)"
14-12-2022 11:57:58.023685,"(1.4, 1.57, 1.5546315789473684)","(11.0, 14.5, 13.166666666666666)","(91.0, 220.0, 197.08333333333334)","(10.0, 13.5, 12.928571428571429)","(5.5, 8.0, 7.770212765957447)","(13.0, 20.0, 19.019801980198018)","(21.0, 34.0, 30.57894736842105)"
14-12-2022 11:57:59.005323,"(1.4, 1.56, 1.5576470588235294)","(11.0, 14.0, 13.947368421052632)","(91.0, 220.0, 202.5)","(10.0, 13.5, 12.9)","(5.5, 8.0, 7.804444444444444)","(13.0, 20.0, 18.66216216216216)","(21.0, 34.0, 30.57894736842105)"
14-12-2022 11:57:59.993798,"(1.4, 1.57, 1.5649050632911392)","(11.0, 14.0, 13.73913043478261)","(91.0, 210.0, 197.3684210526316)","(10.0, 13.5, 12.728571428571428)","(5.5, 8.0, 7.705263157894737)","(13.0, 20.0, 19.14)","(21.0, 34.0, 30.583333333333332)"
14-12-2022 11:58:00.971793,"(1.4, 1.56, 1.556)","(11.0, 14.0, 13.76)","(91.0, 210.0, 188.1818181818182)","(10.0, 13.0, 12.904761904761905)","(5.5, 8.0, 7.68)","(13.0, 21.0, 20.727272727272727)","(21.0, 34.0, 30.35164835164835)"
14-12-2022 11:58:01.974842,"(1.4, 1.56, 1.5573770491803278)","(11.0, 14.0, 13.5)","(91.0, 210.0, 195.0)","(10.0, 13.5, 12.682926829268293)","(5.5, 8.0, 7.5744186046511635)","(13.0, 21.0, 20.083333333333332)","(21.0, 34.0, 30.304347826086957)"
14-12-2022 11:58:02.957815,"(1.4, 1.57, 1.560921985815603)","(11.0, 14.0, 13.548387096774194)","(91.0, 210.0, 188.1818181818182)","(10.0, 13.5, 12.702380952380953)","(5.5, 8.0, 7.644660194174757)","(13.0, 21.0, 19.75)","(21.0, 34.0, 30.301075268817204)"
14-12-2022 11:58:03.952808,"(1.4, 1.57, 1.5608275862068965)","(11.0, 14.0, 13.5)","(91.0, 210.0, 198.57142857142858)","(10.0, 13.5, 12.702380952380953)","(5.5, 8.0, 7.644660194174757)","(13.0, 20.0, 20.666666666666668)","(21.0, 34.0, 30.304347826086957)"
14-12-2022 11:58:04.937578,"(1.4, 1.56, 1.553448275862069)","(11.0, 14.0, 13.62962962962963)","(91.0, 210.0, 192.22222222222223)","(10.0, 13.5, 12.768292682926829)","(5.5, 8.0, 7.63030303030303)","(13.0, 21.0, 20.8125)","(21.0, 34.0, 32.04761904761905)"
14-12-2022 11:58:05.898619,"(1.4, 1.56, 1.5529268292682927)","(11.0, 14.5, 13.75)","(91.0, 210.0, 192.22222222222223)","(10.0, 13.5, 12.630434782608695)","(5.5, 7.8, 7.66046511627907)","(14.0, 21.0, 20.125)","(21.0, 34.0, 32.093023255813954)"
14-12-2022 11:58:06.873731,"(1.4, 1.56, 1.5529268292682927)","(11.0, 14.5, 14.038461538461538)","(91.0, 210.0, 191.1764705882353)","(10.0, 13.5, 12.630434782608695)","(5.5, 7.8, 7.66046511627907)","(14.0, 22.0, 20.7)","(21.0, 34.0, 32.024096385542165)"
14-12-2022 11:58:07.864659,"(1.4, 1.56, 1.552857142857143)","(11.0, 14.5, 14.125)","(91.0, 210.0, 176.66666666666666)","(10.0, 13.5, 12.630434782608695)","(5.5, 7.8, 7.503937007874016)","(14.0, 21.0, 19.875)","(21.0, 34.0, 32.049586776859506)"
14-12-2022 11:58:08.837551,"(1.4, 1.56, 1.554041450777202)","(11.0, 14.5, 14.125)","(91.0, 210.0, 190.0)","(10.0, 13.5, 12.605882352941176)","(5.5, 7.8, 7.486666666666667)","(14.0, 21.0, 19.85)","(21.0, 34.0, 32.08)"
14-12-2022 11:58:09.861734,"(1.4, 1.57, 1.555016077170418)","(11.0, 15.0, 14.533333333333333)","(91.0, 210.0, 180.9090909090909)","(10.0, 13.5, 12.33673469387755)","(5.5, 7.8, 7.451851851851852)","(14.0, 21.0, 19.828125)","(21.0, 34.0, 32.09448818897638)"
14-12-2022 11:58:10.881346,"(1.4, 1.57, 1.5651367781155017)","(11.0, 15.0, 14.5)","(91.0, 210.0, 180.9090909090909)","(10.0, 13.5, 12.710526315789474)","(5.5, 7.8, 7.571014492753623)","(14.0, 21.0, 19.838709677419356)","(21.0, 34.0, 32.09448818897638)"
14-12-2022 11:58:11.956422,"(1.4, 1.57, 1.560616113744076)","(11.0, 15.0, 14.484848484848484)","(91.0, 210.0, 188.66666666666666)","(10.0, 13.0, 12.676470588235293)","(5.5, 7.6, 7.535714285714286)","(14.0, 21.0, 19.838709677419356)","(21.0, 34.0, 32.096774193548384)"
14-12-2022 11:58:12.949899,"(1.4, 1.58, 1.5664444444444445)","(11.0, 15.0, 14.457142857142857)","(91.0, 200.0, 182.85714285714286)","(10.0, 13.0, 12.676470588235293)","(5.5, 7.6, 7.713761467889908)","(14.0, 21.0, 19.838709677419356)","(21.0, 34.0, 32.049586776859506)"
14-12-2022 11:58:13.924304,"(1.4, 1.58, 1.5708928571428573)","(11.0, 15.0, 14.457142857142857)","(91.0, 200.0, 176.0)","(10.0, 13.0, 12.676470588235293)","(5.5, 7.8, 7.716981132075471)","(14.0, 21.0, 20.0)","(21.0, 34.0, 30.22222222222222)"
14-12-2022 11:58:14.947866,"(1.4, 1.58, 1.5725)","(11.0, 15.0, 14.441176470588236)","(91.0, 200.0, 173.33333333333334)","(10.0, 13.0, 12.342105263157894)","(5.5, 7.8, 7.6925)","(14.0, 21.0, 19.818181818181817)","(21.0, 34.0, 30.303030303030305)"
14-12-2022 11:58:15.953091,"(1.35, 1.58, 1.5762857142857143)","(11.0, 15.0, 14.428571428571429)","(91.0, 200.0, 173.33333333333334)","(10.0, 13.0, 12.342105263157894)","(5.5, 7.8, 7.6925)","(14.0, 20.0, 19.818181818181817)","(21.0, 34.0, 30.303030303030305)"
14-12-2022 11:58:16.882835,"(1.35, 1.58, 1.5762857142857143)","(11.0, 15.0, 14.428571428571429)","(91.0, 200.0, 173.33333333333334)","(10.0, 13.0, 12.342105263157894)","(5.5, 7.8, 7.6925)","(14.0, 20.0, 19.818181818181817)","(21.0, 34.0, 30.303030303030305)"
14-12-2022 11:58:17.863557,"(1.35, 1.58, 1.5695294117647058)","(11.0, 14.5, 14.428571428571429)","(91.0, 200.0, 174.54545454545453)","(10.0, 13.0, 12.419354838709678)","(5.5, 7.8, 7.698203592814371)","(14.0, 21.0, 20.761363636363637)","(21.0, 32.0, 31.272727272727273)"
14-12-2022 11:58:18.868337,"(1.35, 1.57, 1.561764705882353)","(11.0, 15.0, 14.441176470588236)","(91.0, 200.0, 174.54545454545453)","(10.0, 13.0, 12.433333333333334)","(5.5, 7.8, 7.6512396694214875)","(14.0, 21.0, 20.46)","(21.0, 32.0, 31.272727272727273)"
14-12-2022 11:58:19.820075,"(1.35, 1.57, 1.5607142857142857)","(11.0, 15.0, 14.441176470588236)","(91.0, 200.0, 174.54545454545453)","(10.0, 13.0, 12.433333333333334)","(5.5, 7.8, 7.643478260869565)","(14.0, 21.0, 20.40909090909091)","(21.0, 32.0, 30.857142857142858)"
14-12-2022 11:58:20.844311,"(1.35, 1.57, 1.5604878048780488)","(11.0, 15.0, 14.441176470588236)","(91.0, 200.0, 174.54545454545453)","(10.0, 13.0, 12.433333333333334)","(5.5, 7.8, 7.643478260869565)","(14.0, 21.0, 20.40909090909091)","(21.0, 32.0, 30.857142857142858)"
14-12-2022 11:58:21.899471,"(1.35, 1.57, 1.5687599364069953)","(11.0, 15.0, 14.441176470588236)","(91.0, 200.0, 174.54545454545453)","(10.0, 13.0, 12.433333333333334)","(5.5, 7.8, 7.415)","(14.0, 21.0, 20.40909090909091)","(21.0, 32.0, 30.22222222222222)"
14-12-2022 11:58:22.885584,"(1.35, 1.57, 1.5655597014925373)","(11.0, 15.0, 14.595744680851064)","(91.0, 200.0, 174.54545454545453)","(10.0, 13.0, 12.630434782608695)","(5.5, 7.6, 7.414159292035398)","(14.0, 21.0, 20.485714285714288)","(21.0, 32.0, 30.22222222222222)"
14-12-2022 11:58:23.875983,"(1.35, 1.58, 1.5770796460176992)","(11.0, 15.0, 14.538461538461538)","(91.0, 200.0, 173.33333333333334)","(10.0, 13.0, 12.433333333333334)","(5.5, 7.6, 7.426666666666667)","(14.0, 21.0, 20.689655172413794)","(21.0, 32.0, 31.727272727272727)"
14-12-2022 11:58:24.914452,"(1.35, 1.57, 1.5677464788732396)","(11.0, 15.0, 14.6875)","(91.0, 200.0, 166.0)","(10.0, 13.0, 12.285714285714286)","(5.5, 7.6, 7.427722772277228)","(14.0, 21.0, 20.444444444444443)","(21.0, 32.0, 30.666666666666668)"
14-12-2022 11:58:26.003296,"(1.35, 1.58, 1.578684210526316)","(11.0, 15.0, 14.885714285714286)","(91.0, 200.0, 171.66666666666666)","(10.0, 13.0, 12.285714285714286)","(5.5, 7.6, 7.446017699115044)","(14.0, 22.0, 21.68)","(21.0, 32.0, 30.262295081967213)"
14-12-2022 11:58:27.052838,"(1.35, 1.58, 1.5734615384615385)","(11.0, 15.0, 14.636363636363637)","(91.0, 200.0, 196.25)","(10.0, 13.0, 12.736842105263158)","(5.5, 7.6, 7.446017699115044)","(14.0, 22.0, 21.944444444444443)","(21.0, 34.0, 30.262295081967213)"
14-12-2022 11:58:28.017965,"(1.35, 1.57, 1.5669642857142858)","(11.0, 15.5, 14.575)","(91.0, 200.0, 196.25)","(10.0, 13.0, 12.736842105263158)","(5.5, 7.6, 7.444827586206896)","(14.0, 22.0, 21.952380952380953)","(21.0, 34.0, 30.256)"
14-12-2022 11:58:29.098364,"(1.35, 1.58, 1.5744262295081968)","(11.0, 15.5, 14.568181818181818)","(91.0, 200.0, 196.25)","(10.0, 13.0, 12.607142857142858)","(5.5, 7.6, 7.444827586206896)","(14.0, 22.0, 21.952380952380953)","(21.0, 34.0, 30.256)"
14-12-2022 11:58:30.205880,"(1.35, 1.58, 1.579015444015444)","(11.0, 15.5, 14.568181818181818)","(91.0, 200.0, 196.25)","(10.0, 13.0, 12.607142857142858)","(5.5, 7.6, 7.444827586206896)","(14.0, 22.0, 21.952380952380953)","(21.0, 34.0, 30.256)"
14-12-2022 11:58:31.173927,"(1.35, 1.58, 1.5702857142857143)","(11.0, 15.5, 14.16304347826087)","(91.0, 200.0, 196.25)","(10.0, 13.0, 12.607142857142858)","(5.5, 7.6, 7.528205128205128)","(14.0, 22.0, 22.25)","(21.0, 34.0, 30.256)"
14-12-2022 11:58:32.131975,"(1.35, 1.58, 1.5715789473684212)","(11.0, 15.5, 14.244897959183673)","(91.0, 200.0, 196.25)","(10.0, 13.0, 12.52)","(5.5, 7.6, 7.456410256410257)","(14.0, 23.0, 22.25)","(21.0, 34.0, 30.256)"
14-12-2022 11:58:33.142591,"(1.35, 1.58, 1.5715789473684212)","(11.0, 15.5, 14.222222222222221)","(91.0, 200.0, 8364.166666666666)","(10.0, 13.0, 9998.5)","(5.5, 7.6, 9998.5)","(14.0, 23.0, 9998.5)","(21.0, 34.0, 9998.5)"
14-12-2022 11:58:34.084046,"(1.35, 99998, 9998.5)","(11.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(21.0, 99998, 9998.5)"
14-12-2022 11:58:35.019861,"(1.35, 99998, 9998.5)","(11.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(21.0, 99998, 9998.5)"
14-12-2022 11:58:36.013856,"(1.35, 99998, 9998.5)","(11.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(21.0, 99998, 9998.5)"
14-12-2022 11:58:37.056087,"(1.35, 99998, 9998.5)","(11.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(21.0, 99998, 9998.5)"
14-12-2022 11:58:38.019702,"(1.35, 99998, 9998.5)","(11.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(21.0, 99998, 9998.5)"
14-12-2022 11:58:39.029270,"(1.35, 99998, 9998.5)","(11.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(21.0, 99998, 9998.5)"
14-12-2022 11:58:40.076575,"(1.35, 99998, 9998.5)","(11.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(21.0, 99998, 9998.5)"
14-12-2022 11:58:41.160834,"(1.35, 99998, 9998.5)","(11.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(21.0, 99998, 9998.5)"
14-12-2022 11:58:42.161488,"(1.35, 99998, 9998.5)","(11.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(21.0, 99998, 9998.5)"
14-12-2022 11:58:43.161504,"(1.35, 99998, 9998.5)","(11.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(21.0, 99998, 9998.5)"
14-12-2022 11:58:44.273825,"(1.35, 99998, 9998.5)","(11.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(21.0, 99998, 9998.5)"
