,Krafty Boy,The Dancer,Tom The Curious,Mach Daddy,Smooth Overarm Nz,Pippo Nien,Dark Terror,Dukkah,Terryrama,Eagle Commander
07-12-2022 19:23:33.005025,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 106.5)","(11.0, 15.5, 15.26923076923077)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 25.714285714285715)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 10.147058823529411)","(3.4, 4.2, 4.1322580645161295)","(10.0, 23.0, 21.083333333333336)"
07-12-2022 19:23:34.323820,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 105.0)","(11.0, 15.5, 14.9)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 27.11111111111111)","(12.0, 17.0, 16.318181818181817)","(8.5, 10.5, 10.147058823529411)","(3.4, 4.2, 4.1322580645161295)","(10.0, 23.0, 20.555555555555557)"
07-12-2022 19:23:35.564502,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 105.0)","(11.0, 15.5, 14.9)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 25.2)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 9.633333333333333)","(3.4, 4.2, 4.152631578947369)","(10.0, 23.0, 19.5)"
07-12-2022 19:23:36.865889,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 98.33333333333333)","(11.0, 14.5, 14.36111111111111)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 25.2)","(12.0, 17.0, 16.21875)","(8.5, 10.5, 9.633333333333333)","(3.4, 4.2, 4.152631578947369)","(10.0, 23.0, 21.85217391304348)"
07-12-2022 19:23:38.470061,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 107.14285714285714)","(11.0, 14.5, 14.36111111111111)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 25.2)","(12.0, 17.0, 15.571428571428571)","(8.5, 10.5, 9.633333333333333)","(3.4, 4.2, 4.152631578947369)","(10.0, 23.0, 21.85217391304348)"
07-12-2022 19:23:39.933868,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 113.07692307692308)","(11.0, 14.5, 14.36111111111111)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 25.2)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 10.038461538461538)","(3.4, 4.2, 4.188461538461539)","(10.0, 23.0, 21.63157894736842)"
07-12-2022 19:23:41.374415,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 113.07692307692308)","(11.0, 14.5, 14.386363636363637)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 25.2)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 10.038461538461538)","(3.4, 4.2, 4.136363636363637)","(10.0, 23.0, 20.0)"
07-12-2022 19:23:42.708924,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 113.07692307692308)","(11.0, 14.5, 12.827586206896552)","(4.8, 6.0, 5.955555555555556)","(3.9, 99999, 99990)","(18.0, 28.0, 26.0)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 10.147058823529411)","(3.4, 4.3, 4.165)","(10.0, 23.0, 19.166666666666668)"
07-12-2022 19:23:44.069227,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 100.0)","(11.0, 16.0, 13.224137931034482)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 26.0)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 9.633333333333333)","(3.4, 4.3, 4.165)","(10.0, 23.0, 20.5)"
07-12-2022 19:23:45.503571,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 100.0)","(11.0, 16.0, 12.645833333333334)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 26.25)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 9.633333333333333)","(3.4, 4.3, 4.136363636363637)","(10.0, 23.0, 21.68421052631579)"
07-12-2022 19:23:46.916369,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 100.0)","(11.0, 16.0, 12.645833333333334)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 25.333333333333332)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 9.633333333333333)","(3.4, 4.3, 4.141176470588235)","(10.0, 23.0, 19.0)"
07-12-2022 19:23:48.234925,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 100.0)","(11.0, 16.0, 13.224137931034482)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 26.0)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 10.26923076923077)","(3.4, 4.3, 4.171428571428572)","(10.0, 23.0, 20.7)"
07-12-2022 19:23:49.504486,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 102.5)","(11.0, 16.0, 12.645833333333334)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 25.333333333333332)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 10.227272727272727)","(3.4, 4.3, 4.141176470588235)","(10.0, 23.0, 19.75)"
07-12-2022 19:23:50.819585,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 97.5)","(11.0, 16.0, 13.224137931034482)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 26.0)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 10.26)","(3.4, 4.3, 4.201818181818182)","(10.0, 23.0, 20.6)"
07-12-2022 19:23:52.084424,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 97.5)","(11.0, 16.0, 13.224137931034482)","(4.8, 6.0, 5.866666666666666)","(3.9, 99999, 99990)","(18.0, 28.0, 25.333333333333332)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 9.633333333333333)","(3.4, 4.3, 4.136363636363637)","(10.0, 23.0, 19.0)"
07-12-2022 19:23:53.286368,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 97.5)","(11.0, 16.0, 15.333333333333332)","(4.8, 6.0, 5.9)","(3.9, 99999, 99990)","(18.0, 28.0, 26.857142857142858)","(12.0, 17.0, 15.928571428571429)","(8.5, 10.5, 9.633333333333333)","(3.4, 4.3, 4.230769230769231)","(10.0, 23.0, 19.75)"
07-12-2022 19:23:54.485245,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 97.5)","(11.0, 15.5, 14.625)","(4.8, 6.2, 5.9)","(3.9, 99999, 99990)","(18.0, 28.0, 26.857142857142858)","(12.0, 17.0, 16.82456140350877)","(8.5, 10.5, 9.633333333333333)","(3.4, 4.3, 4.236470588235294)","(10.0, 23.0, 19.0)"
07-12-2022 19:23:55.737176,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 95.0)","(11.0, 15.5, 15.11111111111111)","(4.8, 6.2, 6.1066666666666665)","(3.9, 99999, 99990)","(18.0, 28.0, 26.0)","(12.0, 17.0, 20.085714285714285)","(8.5, 10.5, 10.26)","(3.4, 4.3, 4.236470588235294)","(10.0, 23.0, 20.6)"
07-12-2022 19:23:57.003820,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 95.0)","(11.0, 15.5, 15.11111111111111)","(4.8, 6.0, 5.8)","(3.9, 99999, 99990)","(18.0, 28.0, 26.0)","(12.0, 21.0, 18.75)","(8.5, 10.5, 10.26)","(3.4, 4.3, 4.236470588235294)","(10.0, 23.0, 20.6)"
07-12-2022 19:23:58.559698,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 95.0)","(11.0, 15.5, 15.11111111111111)","(4.8, 6.0, 5.8)","(3.9, 99999, 99990)","(18.0, 28.0, 25.333333333333332)","(12.0, 20.0, 18.666666666666668)","(8.5, 10.5, 9.9)","(3.4, 4.3, 4.236470588235294)","(10.0, 23.0, 21.85)"
07-12-2022 19:23:59.932605,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 95.0)","(11.0, 15.5, 15.11111111111111)","(4.8, 6.0, 5.8)","(3.9, 99999, 99990)","(18.0, 28.0, 27.0)","(12.0, 19.0, 18.666666666666668)","(8.5, 10.5, 9.633333333333333)","(3.5, 4.3, 4.236470588235294)","(9.0, 23.0, 21.85)"
07-12-2022 19:24:01.327168,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 102.5)","(11.0, 15.5, 15.11111111111111)","(4.8, 6.0, 5.8)","(3.9, 99999, 99990)","(18.0, 28.0, 27.0)","(12.0, 19.0, 18.666666666666668)","(8.5, 10.5, 9.633333333333333)","(3.5, 4.3, 4.236470588235294)","(9.0, 23.0, 21.85)"
07-12-2022 19:24:02.800383,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 102.5)","(11.0, 15.5, 15.11111111111111)","(4.8, 6.0, 5.8)","(3.9, 99999, 99990)","(18.0, 28.0, 27.0)","(12.0, 19.0, 18.666666666666668)","(8.5, 10.5, 9.633333333333333)","(3.5, 4.3, 4.236470588235294)","(9.0, 23.0, 21.85)"
07-12-2022 19:24:04.238028,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 95.0)","(11.0, 15.5, 15.11111111111111)","(4.8, 6.0, 5.8)","(3.9, 99999, 99990)","(18.0, 28.0, 26.933333333333334)","(12.0, 19.0, 20.10791366906475)","(8.5, 10.5, 10.071428571428571)","(3.5, 4.3, 4.236470588235294)","(9.0, 23.0, 21.85)"
07-12-2022 19:24:05.622235,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 95.0)","(11.0, 15.5, 15.11111111111111)","(4.8, 6.0, 5.8)","(3.9, 99999, 99990)","(18.0, 28.0, 26.933333333333334)","(12.0, 21.0, 18.75)","(8.5, 10.5, 10.071428571428571)","(3.5, 4.3, 4.236470588235294)","(9.0, 23.0, 21.904761904761905)"
07-12-2022 19:24:06.983424,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 95.0)","(11.0, 15.5, 14.8)","(4.8, 6.0, 5.8)","(3.9, 99999, 99990)","(18.0, 28.0, 26.933333333333334)","(12.0, 20.0, 19.0)","(8.5, 10.5, 10.071428571428571)","(3.5, 4.3, 4.225)","(9.0, 23.0, 21.904761904761905)"
07-12-2022 19:24:08.219585,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 96.66666666666667)","(11.0, 15.5, 14.8)","(4.8, 6.0, 5.8)","(3.9, 99999, 99990)","(18.0, 28.0, 26.933333333333334)","(12.0, 20.0, 19.25)","(8.5, 10.5, 9.633333333333333)","(3.5, 4.3, 4.225)","(9.0, 23.0, 21.85)"
07-12-2022 19:24:09.453780,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.294117647058822)","(4.8, 6.0, 5.92)","(3.9, 99999, 99990)","(18.0, 28.0, 27.11111111111111)","(12.0, 20.0, 19.5)","(8.5, 10.5, 9.633333333333333)","(3.5, 4.3, 4.225)","(9.0, 23.0, 19.333333333333332)"
07-12-2022 19:24:10.754818,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.294117647058822)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 27.11111111111111)","(12.0, 20.0, 19.5)","(8.5, 10.5, 9.633333333333333)","(3.5, 4.3, 4.1499999999999995)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:24:12.001027,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.294117647058822)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 27.11111111111111)","(12.0, 20.0, 19.5)","(8.5, 10.5, 10.071428571428571)","(3.5, 4.3, 4.1499999999999995)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:24:13.203083,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.294117647058822)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 27.11111111111111)","(12.0, 20.0, 19.5)","(8.5, 10.5, 10.071428571428571)","(3.5, 4.3, 4.1499999999999995)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:24:14.484523,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.294117647058822)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 26.933333333333334)","(12.0, 20.0, 19.5)","(8.5, 10.5, 10.071428571428571)","(3.5, 4.3, 4.1499999999999995)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:24:15.730945,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 26.933333333333334)","(12.0, 20.0, 17.88888888888889)","(8.5, 10.5, 9.633333333333333)","(3.5, 4.3, 4.1499999999999995)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:24:17.207395,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 26.933333333333334)","(12.0, 21.0, 17.88888888888889)","(8.5, 10.5, 9.633333333333333)","(3.5, 4.3, 4.1499999999999995)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:24:18.538134,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(12.0, 21.0, 19.25)","(8.5, 10.5, 9.272727272727272)","(3.5, 4.3, 4.1499999999999995)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:24:20.098914,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 95.0)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(12.0, 20.0, 19.25)","(8.5, 10.0, 9.272727272727272)","(3.5, 4.3, 4.1499999999999995)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:24:21.474617,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 95.0)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 19.25)","(8.5, 10.0, 9.272727272727272)","(3.5, 4.3, 4.1499999999999995)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:24:22.706679,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 95.0)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 19.25)","(8.5, 10.0, 9.272727272727272)","(3.5, 4.3, 4.1875)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:24.224842,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 19.25)","(8.5, 10.0, 9.272727272727272)","(3.5, 4.3, 4.1875)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:25.735609,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 19.25)","(8.5, 10.0, 9.272727272727272)","(3.5, 4.3, 4.1875)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:27.224966,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.2)","(13.0, 20.0, 18.333333333333332)","(8.5, 10.0, 9.272727272727272)","(3.5, 4.3, 4.1875)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:28.699734,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.2)","(13.0, 21.0, 18.333333333333332)","(8.5, 10.0, 9.272727272727272)","(3.5, 4.3, 4.1875)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:30.003274,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.2)","(13.0, 21.0, 19.25)","(8.5, 10.0, 9.272727272727272)","(3.5, 4.3, 4.1875)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:31.258539,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 101.25)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.2)","(13.0, 20.0, 19.25)","(8.5, 10.0, 9.337931034482759)","(3.5, 4.3, 4.1875)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:32.784938,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 102.0)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.2)","(13.0, 20.0, 19.25)","(8.5, 10.0, 9.25)","(3.5, 4.3, 4.24)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:34.274652,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 105.71428571428572)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 18.575757575757574)","(8.5, 10.0, 9.25)","(3.5, 4.3, 4.24)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:35.515068,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 105.71428571428572)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 21.0, 18.333333333333332)","(8.5, 10.0, 9.25)","(3.5, 4.3, 4.24)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:36.785691,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 105.71428571428572)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 21.0, 19.25)","(8.5, 10.0, 9.25)","(3.5, 4.3, 4.24)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:38.507500,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 106.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 19.25)","(8.5, 10.0, 9.25)","(3.5, 4.3, 4.24)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:39.927105,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 106.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 18.333333333333332)","(8.5, 10.0, 9.52)","(3.5, 4.3, 4.24)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:41.374793,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 106.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 21.0, 18.647058823529413)","(8.5, 10.0, 9.52)","(3.5, 4.3, 4.24)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:43.025480,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 106.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 21.0, 19.25)","(8.5, 10.0, 9.52)","(3.5, 4.3, 4.205263157894737)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:44.458381,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 106.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 19.25)","(8.5, 10.0, 9.52)","(3.5, 4.3, 4.015789473684211)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:45.916251,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 106.66666666666667)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 18.647058823529413)","(8.5, 10.0, 9.52)","(3.5, 4.3, 4.015789473684211)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:47.393654,"(101.0, 430.0, 391.6666666666667)","(71.0, 110.0, 112.3076923076923)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.933333333333334)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 21.0, 18.333333333333332)","(8.5, 10.0, 9.52)","(3.5, 4.3, 4.015789473684211)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:48.753838,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 112.3076923076923)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.927272727272727)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 21.0, 19.25)","(8.5, 10.0, 9.52)","(3.5, 4.3, 4.084)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:50.289191,"(101.0, 430.0, 391.6666666666667)","(71.0, 120.0, 105.0)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.969230769230769)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 19.25)","(8.5, 10.0, 9.52)","(3.5, 4.3, 4.16875)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:51.641274,"(101.0, 430.0, 315.0)","(71.0, 110.0, 105.0)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.969230769230769)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 19.25)","(8.5, 10.0, 9.52)","(3.5, 4.3, 3.9838235294117648)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:52.868987,"(101.0, 430.0, 315.0)","(71.0, 110.0, 105.0)","(11.0, 15.5, 15.333333333333332)","(4.8, 6.0, 5.963636363636364)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 20.0, 20.576923076923077)","(8.5, 10.0, 9.611764705882354)","(3.5, 4.0, 3.9710526315789476)","(9.0, 23.0, 20.909090909090907)"
07-12-2022 19:24:54.165381,"(101.0, 430.0, 315.0)","(71.0, 110.0, 105.0)","(11.0, 15.5, 15.294117647058822)","(4.8, 6.0, 5.963636363636364)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 23.0, 23.214285714285715)","(8.5, 9.8, 9.611764705882354)","(3.5, 4.0, 3.9710526315789476)","(9.0, 23.0, 13.222222222222221)"
07-12-2022 19:24:55.426658,"(101.0, 430.0, 315.0)","(71.0, 110.0, 103.0)","(11.0, 15.5, 15.294117647058822)","(4.8, 6.0, 5.963636363636364)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 24.0, 23.214285714285715)","(8.5, 9.8, 9.611764705882354)","(3.5, 4.0, 3.9710526315789476)","(9.0, 13.5, 21.5625)"
07-12-2022 19:24:56.630896,"(101.0, 430.0, 315.0)","(71.0, 110.0, 103.0)","(11.0, 15.5, 15.294117647058822)","(4.8, 6.0, 5.963636363636364)","(3.9, 99999, 99990)","(18.0, 28.0, 25.666666666666668)","(13.0, 24.0, 22.333333333333332)","(8.5, 9.8, 9.433333333333334)","(3.5, 4.0, 3.9710526315789476)","(9.0, 23.0, 21.5625)"
07-12-2022 19:24:57.866717,"(101.0, 430.0, 315.0)","(71.0, 110.0, 103.0)","(11.0, 15.5, 15.208333333333334)","(4.8, 6.0, 5.95)","(3.9, 99999, 99990)","(18.0, 28.0, 23.75)","(13.0, 24.0, 22.333333333333332)","(8.5, 9.6, 9.36923076923077)","(3.5, 4.0, 3.8102272727272726)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:24:59.070567,"(101.0, 430.0, 315.0)","(71.0, 110.0, 96.66666666666667)","(11.0, 15.5, 15.208333333333334)","(4.8, 6.0, 5.95)","(3.9, 99999, 99990)","(18.0, 28.0, 23.75)","(13.0, 24.0, 22.333333333333332)","(8.5, 9.6, 9.36923076923077)","(3.5, 3.95, 3.8102272727272726)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:25:00.379599,"(101.0, 430.0, 315.0)","(71.0, 120.0, 95.0)","(11.0, 15.5, 15.208333333333334)","(4.8, 6.0, 5.95)","(3.9, 99999, 99990)","(18.0, 28.0, 26.9375)","(13.0, 24.0, 22.333333333333332)","(8.5, 9.6, 9.36923076923077)","(3.5, 3.95, 3.8102272727272726)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:25:01.737950,"(101.0, 430.0, 315.0)","(71.0, 120.0, 95.0)","(11.0, 15.5, 15.208333333333334)","(4.8, 6.0, 5.95)","(3.9, 99999, 99990)","(18.0, 28.0, 26.9375)","(13.0, 24.0, 22.333333333333332)","(8.5, 9.6, 9.36923076923077)","(3.5, 3.95, 3.8102272727272726)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:25:03.196715,"(101.0, 430.0, 315.0)","(71.0, 120.0, 95.0)","(11.0, 15.5, 15.208333333333334)","(4.8, 6.0, 5.95)","(3.9, 99999, 99990)","(18.0, 28.0, 26.9375)","(13.0, 24.0, 22.333333333333332)","(8.5, 9.6, 9.36923076923077)","(3.5, 3.95, 3.8102272727272726)","(9.0, 23.0, 21.083333333333336)"
07-12-2022 19:25:04.571552,"(101.0, 430.0, 315.0)","(71.0, 120.0, 95.0)","(11.0, 15.5, 15.208333333333334)","(4.8, 6.0, 5.95)","(3.9, 99999, 99990)","(18.0, 28.0, 26.9375)","(13.0, 24.0, 22.333333333333332)","(8.5, 9.6, 9.36923076923077)","(3.5, 3.95, 3.8102272727272726)","(9.0, 23.0, 21.083333333333336)"
