,Charming Lass,Indian Wells,Always A Show,Summer Lilly,Ebony Tralee,Lend The Moose,Cash Key
04-01-2023 14:21:48.736166,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.0, 10.678571428571429)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:21:49.858022,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.5, 10.666666666666666)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:21:50.947686,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.5, 10.666666666666666)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:21:51.946513,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.5, 10.666666666666666)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:21:52.941657,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.5, 10.666666666666666)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:21:53.897517,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.5, 10.666666666666666)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:21:54.857789,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.5, 10.666666666666666)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:21:55.830159,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.5, 10.666666666666666)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:21:56.789253,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.0, 10.75)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:21:57.767988,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.0, 10.75)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:21:58.731226,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.0, 10.75)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:21:59.698085,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.0, 10.75)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:00.691414,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.0, 10.75)","(8.5, 9.0, 8.866666666666667)","(21.0, 60.0, 46.0)","(1.9, 2.34, 2.19375)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:01.704748,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.0, 10.75)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.32, 2.1942857142857144)","(4.6, 9.0, 7.461538461538462)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:02.690684,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.0, 10.75)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.32, 2.1942857142857144)","(4.6, 9.0, 7.461538461538462)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:03.707501,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.0, 10.75)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.32, 2.1942857142857144)","(4.6, 9.0, 7.461538461538462)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:04.656346,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.0, 10.75)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.32, 2.1942857142857144)","(4.6, 9.0, 7.461538461538462)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:05.625777,"(11.0, 19.5, 17.928571428571427)","(8.5, 15.0, 12.75)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.32, 2.1942857142857144)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:06.633380,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.5, 11.166666666666666)","(8.5, 9.0, 8.563636363636363)","(21.0, 60.0, 46.0)","(1.9, 2.32, 2.1942857142857144)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:07.609663,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.5, 10.944444444444445)","(8.5, 9.0, 8.563636363636363)","(21.0, 60.0, 46.0)","(1.9, 2.32, 2.1942857142857144)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:08.663236,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.5, 10.944444444444445)","(8.5, 9.0, 8.563636363636363)","(21.0, 60.0, 46.0)","(1.9, 2.32, 2.1942857142857144)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:09.634287,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.5, 10.944444444444445)","(8.5, 9.0, 8.563636363636363)","(21.0, 60.0, 46.0)","(1.9, 2.32, 2.1950000000000003)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:10.585490,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.5, 10.944444444444445)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:11.571568,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.5, 10.673913043478262)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:12.614135,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.5, 10.673913043478262)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.461538461538462)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:13.626727,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.0, 11.083333333333334)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.461538461538462)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:14.721099,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.0, 10.88888888888889)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.461538461538462)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:15.743080,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.0, 10.88888888888889)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.461538461538462)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:16.776290,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.0, 10.88888888888889)","(8.5, 9.0, 8.563636363636363)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.461538461538462)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:17.723960,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.0, 10.88888888888889)","(8.5, 9.0, 8.563636363636363)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.461538461538462)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:18.719467,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.0, 10.666666666666666)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.461538461538462)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:19.672197,"(11.0, 19.5, 17.928571428571427)","(8.5, 14.0, 10.71875)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:20.634105,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.5, 11.0)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:21.626448,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.5, 10.6875)","(8.5, 9.0, 8.314285714285713)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:22.527320,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.5, 10.6875)","(8.5, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.188)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:23.532413,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.5, 10.6875)","(8.5, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.3, 2.2114285714285713)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:24.520271,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.5, 10.6875)","(8.5, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.196)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:25.555957,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.5, 10.6875)","(8.5, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.196)","(4.6, 9.0, 7.8)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:26.600806,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.5, 10.6875)","(8.5, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:27.582457,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.0, 10.916666666666666)","(8.5, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.6, 9.0, 7.533333333333333)","(6.0, 7.0, 6.36)"
04-01-2023 14:22:28.586028,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.0, 10.916666666666666)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.36)"
04-01-2023 14:22:29.594987,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.0, 10.678571428571429)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.36)"
04-01-2023 14:22:30.611928,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.0, 10.678571428571429)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.374545454545455)"
04-01-2023 14:22:31.588091,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.0, 10.678571428571429)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:32.616100,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.0, 10.678571428571429)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.8, 9.0, 6.636363636363637)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:33.626621,"(11.0, 19.5, 17.928571428571427)","(8.5, 13.0, 10.777777777777779)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:34.706290,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.5, 10.833333333333334)","(8.0, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.8, 9.0, 7.705882352941177)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:35.670460,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.5, 10.666666666666666)","(8.0, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:36.652980,"(11.0, 19.5, 17.928571428571427)","(8.5, 12.5, 10.666666666666666)","(8.0, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:37.553767,"(11.0, 19.5, 17.0)","(8.5, 12.5, 10.666666666666666)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.2114285714285713)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:38.547856,"(11.0, 21.0, 18.833333333333332)","(8.5, 12.5, 10.666666666666666)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.196)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:39.512151,"(11.0, 21.0, 18.93181818181818)","(8.5, 12.5, 10.666666666666666)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.196)","(4.8, 9.0, 6.636363636363637)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:40.500867,"(11.0, 21.0, 18.93181818181818)","(8.5, 12.5, 10.785714285714286)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.196)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:41.511515,"(11.0, 21.0, 16.8)","(8.5, 12.0, 10.75)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.196)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:42.501757,"(11.0, 21.0, 17.869565217391305)","(8.5, 12.0, 10.75)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.196)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:43.536104,"(11.0, 21.0, 17.869565217391305)","(8.5, 12.0, 10.75)","(8.0, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.196)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:44.600094,"(11.0, 21.0, 17.869565217391305)","(8.5, 12.0, 10.75)","(8.0, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.196)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:45.634312,"(11.0, 21.0, 18.6)","(8.5, 12.0, 10.75)","(8.0, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.196)","(4.8, 9.0, 7.533333333333333)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:46.661394,"(11.0, 21.0, 18.333333333333332)","(8.5, 12.0, 10.75)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.196)","(4.8, 9.0, 6.636363636363637)","(5.5, 7.0, 6.424561403508772)"
04-01-2023 14:22:47.795219,"(11.0, 21.0, 18.333333333333332)","(8.5, 14.0, 11.666666666666666)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.192727272727273)","(4.8, 9.0, 8.22857142857143)","(5.5, 7.0, 6.68)"
04-01-2023 14:22:48.786771,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.5, 10.833333333333334)","(8.0, 9.0, 8.333333333333334)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.192727272727273)","(4.8, 8.8, 8.22857142857143)","(5.5, 6.8, 6.68)"
04-01-2023 14:22:49.793421,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.5, 11.0)","(8.0, 9.0, 8.25)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.192727272727273)","(4.8, 8.8, 8.22857142857143)","(5.5, 6.8, 6.68)"
04-01-2023 14:22:50.742416,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.5, 10.6875)","(8.0, 9.0, 8.25)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.192727272727273)","(4.8, 8.8, 8.22857142857143)","(5.5, 6.8, 6.68)"
04-01-2023 14:22:51.712778,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.5, 10.6875)","(8.0, 9.0, 8.25)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.192727272727273)","(4.8, 8.8, 8.22857142857143)","(5.5, 6.8, 6.68)"
04-01-2023 14:22:52.699425,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.5, 10.6875)","(8.0, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.192727272727273)","(4.8, 8.8, 8.22857142857143)","(5.5, 6.8, 6.68)"
04-01-2023 14:22:53.643783,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.5, 10.6875)","(8.0, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.192727272727273)","(4.8, 8.8, 7.2)","(5.5, 6.8, 6.68)"
04-01-2023 14:22:54.689359,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.5, 10.772727272727273)","(8.0, 9.0, 8.52)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.192727272727273)","(4.8, 8.8, 8.22857142857143)","(5.5, 6.8, 6.617391304347826)"
04-01-2023 14:22:55.681094,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.0, 10.916666666666666)","(8.0, 9.0, 8.25)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.192727272727273)","(4.8, 8.8, 8.22857142857143)","(5.5, 6.8, 6.617391304347826)"
04-01-2023 14:22:56.696398,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.0, 10.916666666666666)","(8.0, 9.0, 8.25)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.205)","(4.8, 8.8, 8.22857142857143)","(5.5, 6.8, 6.617391304347826)"
04-01-2023 14:22:57.680498,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.0, 10.916666666666666)","(8.0, 9.0, 8.25)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.205)","(4.8, 8.8, 7.533333333333333)","(5.5, 6.8, 6.617391304347826)"
04-01-2023 14:22:58.652893,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.0, 10.916666666666666)","(8.0, 9.0, 8.25)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.205)","(4.8, 9.0, 7.533333333333333)","(5.5, 6.8, 6.617391304347826)"
04-01-2023 14:22:59.596664,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.0, 10.678571428571429)","(8.0, 9.0, 8.25)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.205)","(4.8, 9.0, 7.533333333333333)","(5.5, 6.8, 6.617391304347826)"
04-01-2023 14:23:00.648413,"(11.0, 21.0, 18.333333333333332)","(8.5, 13.0, 10.678571428571429)","(8.0, 9.0, 8.25)","(21.0, 60.0, 46.0)","(1.9, 2.28, 2.205)","(4.8, 9.0, 7.533333333333333)","(5.5, 6.8, 6.59)"
04-01-2023 14:23:01.666728,"(11.0, 21.0, 16.6)","(8.5, 12.5, 11.607142857142858)","(8.0, 9.0, 8.52)","(21.0, 60.0, 46.388888888888886)","(1.9, 2.28, 2.205)","(4.8, 9.0, 7.533333333333333)","(5.5, 6.8, 6.59)"
04-01-2023 14:23:02.797426,"(11.0, 21.0, 18.36)","(8.5, 12.5, 11.607142857142858)","(8.0, 9.0, 8.563636363636363)","(21.0, 60.0, 42.5)","(1.9, 2.28, 2.187692307692308)","(4.8, 9.0, 7.9)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:03.924127,"(11.0, 21.0, 16.75)","(8.5, 12.5, 11.38888888888889)","(8.0, 9.0, 8.538461538461538)","(21.0, 60.0, 42.5)","(1.9, 2.28, 2.205)","(4.8, 9.0, 7.533333333333333)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:04.971376,"(11.0, 21.0, 17.363636363636363)","(8.5, 12.5, 11.805555555555555)","(8.0, 9.0, 8.538461538461538)","(21.0, 60.0, 42.5)","(1.9, 2.28, 2.205)","(4.8, 9.0, 7.533333333333333)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:05.925792,"(11.0, 21.0, 17.363636363636363)","(8.5, 12.5, 11.805555555555555)","(8.0, 9.0, 8.538461538461538)","(21.0, 60.0, 42.5)","(1.9, 2.28, 2.187692307692308)","(4.8, 9.0, 7.9)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:06.899633,"(11.0, 21.0, 18.5)","(8.5, 12.5, 11.354166666666666)","(8.0, 9.0, 8.25)","(21.0, 60.0, 42.5)","(1.9, 2.28, 2.205)","(4.8, 9.0, 7.888888888888889)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:07.955015,"(11.0, 21.0, 17.6)","(8.5, 12.5, 11.354166666666666)","(8.0, 9.0, 8.538461538461538)","(21.0, 60.0, 42.5)","(1.9, 2.28, 2.187692307692308)","(4.8, 9.0, 7.8)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:08.979840,"(11.0, 21.0, 17.904761904761905)","(8.5, 12.0, 11.444444444444445)","(8.0, 9.0, 8.25)","(21.0, 60.0, 42.5)","(1.9, 2.28, 2.205)","(4.8, 9.0, 8.1)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:09.905968,"(11.0, 21.0, 17.904761904761905)","(8.5, 12.0, 11.444444444444445)","(8.0, 9.8, 9.4)","(21.0, 60.0, 42.5)","(1.9, 2.28, 2.187692307692308)","(4.8, 9.0, 7.8)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:10.822058,"(11.0, 21.0, 17.904761904761905)","(8.5, 12.0, 11.444444444444445)","(8.0, 10.0, 8.666666666666666)","(21.0, 60.0, 42.5)","(1.9, 2.28, 2.205)","(4.8, 9.0, 7.8)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:11.794948,"(11.0, 21.0, 17.904761904761905)","(8.5, 12.0, 11.673913043478262)","(8.0, 10.0, 8.956521739130435)","(21.0, 60.0, 42.5)","(1.9, 2.28, 2.205)","(4.8, 9.0, 8.1)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:12.747253,"(11.0, 21.0, 17.6)","(8.5, 12.0, 11.673913043478262)","(8.0, 10.0, 8.6875)","(21.0, 60.0, 42.5)","(1.9, 2.28, 2.187692307692308)","(4.8, 9.0, 7.8)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:13.774952,"(11.0, 21.0, 18.5)","(8.5, 12.0, 11.583333333333334)","(8.0, 10.0, 8.6875)","(21.0, 60.0, 43.0)","(1.9, 2.28, 2.205)","(4.8, 9.0, 8.1)","(5.5, 6.8, 6.632)"
04-01-2023 14:23:14.907375,"(11.0, 21.0, 18.5)","(8.5, 12.0, 11.583333333333334)","(8.0, 10.0, 8.6875)","(21.0, 60.0, 43.0)","(1.9, 2.28, 2.187692307692308)","(4.8, 9.0, 7.933333333333334)","(5.5, 6.8, 6.617391304347826)"
04-01-2023 14:23:15.844834,"(11.0, 21.0, 18.5)","(8.5, 13.5, 12.666666666666666)","(8.0, 10.0, 8.379999999999999)","(21.0, 60.0, 43.0)","(1.9, 2.28, 2.192727272727273)","(4.8, 9.0, 8.2)","(5.5, 6.8, 6.625)"
04-01-2023 14:23:16.808574,"(11.0, 21.0, 18.647058823529413)","(8.5, 13.5, 12.357142857142858)","(8.0, 10.0, 8.888235294117646)","(21.0, 60.0, 43.0)","(1.9, 2.28, 2.1825)","(4.8, 9.0, 8.2)","(5.5, 6.8, 6.625)"
04-01-2023 14:23:17.781224,"(11.0, 21.0, 18.142857142857142)","(8.5, 13.5, 11.758064516129032)","(8.0, 10.0, 8.888235294117646)","(21.0, 60.0, 43.0)","(1.9, 2.28, 2.1825)","(4.8, 9.0, 8.2)","(5.5, 6.8, 6.625)"
04-01-2023 14:23:18.778231,"(11.0, 21.0, 18.142857142857142)","(8.5, 13.0, 12.666666666666666)","(8.0, 10.0, 8.780645161290321)","(21.0, 60.0, 40.31578947368421)","(1.9, 2.28, 2.1825)","(4.8, 9.0, 8.2)","(5.5, 6.8, 6.625)"
04-01-2023 14:23:19.810105,"(11.0, 21.0, 18.142857142857142)","(8.5, 13.5, 11.844827586206897)","(8.0, 10.0, 8.8)","(21.0, 60.0, 40.31578947368421)","(1.9, 2.28, 2.1825)","(4.8, 9.0, 8.2)","(5.5, 6.8, 6.625)"
04-01-2023 14:23:20.772638,"(11.0, 21.0, 18.142857142857142)","(8.5, 13.5, 11.758064516129032)","(8.0, 10.0, 8.539130434782608)","(21.0, 60.0, 40.31578947368421)","(1.9, 2.28, 2.1825)","(4.8, 9.0, 8.2)","(5.5, 6.8, 6.625)"
04-01-2023 14:23:21.722781,"(11.0, 21.0, 18.142857142857142)","(8.5, 13.5, 11.758064516129032)","(8.0, 10.0, 8.539130434782608)","(21.0, 60.0, 40.31578947368421)","(1.9, 2.28, 2.1825)","(4.8, 9.0, 8.066666666666666)","(5.5, 6.8, 6.625)"
04-01-2023 14:23:22.629584,"(11.0, 21.0, 17.451612903225808)","(8.5, 13.0, 12.553571428571429)","(8.0, 10.0, 8.8)","(21.0, 60.0, 41.3)","(1.9, 2.28, 2.1825)","(4.8, 9.0, 8.066666666666666)","(5.5, 6.8, 6.625)"
04-01-2023 14:23:23.526053,"(11.0, 21.0, 17.451612903225808)","(8.5, 13.0, 12.553571428571429)","(8.0, 10.0, 8.981818181818182)","(21.0, 60.0, 41.3)","(1.9, 2.28, 2.1825)","(4.8, 9.0, 8.3)","(5.5, 6.8, 6.625)"
