,Riverina Knight,Amy Allsorts,Flyaway Becky,Greek Malt,Miss Inspiration,Toms The One,Sketchy Comrade,All Palaver
08-12-2022 13:46:55.079834,"(1.65, 1.98, 1.8590909090909091)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 588.8888888888889)","(2.4, 4.0, 3.8625)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:46:56.344684,"(1.65, 1.98, 1.8590909090909091)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 588.8888888888889)","(2.4, 4.0, 3.9266666666666667)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:46:57.675575,"(1.65, 1.97, 1.88)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 588.8888888888889)","(2.4, 4.0, 3.9266666666666667)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:46:58.956462,"(1.65, 1.97, 1.88)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 588.8888888888889)","(2.4, 4.0, 3.2756097560975608)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:47:00.286889,"(1.65, 1.97, 1.88)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 588.8888888888889)","(2.4, 4.0, 3.488)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 160.46153846153845)"
08-12-2022 13:47:01.548008,"(1.65, 1.97, 1.88)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 588.8888888888889)","(2.4, 3.95, 3.833333333333333)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 186.79999999999998)"
08-12-2022 13:47:02.809332,"(1.65, 1.94, 1.865)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 588.8888888888889)","(2.4, 3.9, 3.833333333333333)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 162.9230769230769)"
08-12-2022 13:47:04.022657,"(1.65, 1.94, 1.865)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 588.8888888888889)","(2.4, 3.9, 3.833333333333333)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 162.9230769230769)"
08-12-2022 13:47:05.246265,"(1.65, 1.94, 1.865)","(101.0, 650.0, 588.8888888888889)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 561.6666666666666)","(2.4, 3.9, 3.833333333333333)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 162.9230769230769)"
08-12-2022 13:47:06.478342,"(1.65, 1.94, 1.865)","(101.0, 650.0, 575.7142857142858)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 561.6666666666666)","(2.4, 3.9, 3.833333333333333)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 162.9230769230769)"
08-12-2022 13:47:07.675674,"(1.65, 1.94, 1.865)","(101.0, 650.0, 575.7142857142858)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.9, 3.852380952380952)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 165.3846153846154)"
08-12-2022 13:47:08.927201,"(1.65, 1.93, 1.8688235294117648)","(101.0, 650.0, 520.0)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.9, 3.852380952380952)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 208.82352941176472)"
08-12-2022 13:47:10.158559,"(1.65, 1.93, 1.8688235294117648)","(101.0, 650.0, 520.0)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.9, 3.852380952380952)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 178.57142857142856)"
08-12-2022 13:47:11.421469,"(1.65, 1.93, 1.8688235294117648)","(101.0, 650.0, 520.0)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.9, 3.852380952380952)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 178.57142857142856)"
08-12-2022 13:47:12.662853,"(1.65, 1.93, 1.8433333333333333)","(101.0, 650.0, 520.0)","(21.0, 80.0, 30.153846153846153)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.9, 3.852380952380952)","(15.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 192.66666666666669)"
08-12-2022 13:47:13.909979,"(1.65, 1.93, 1.8735294117647059)","(91.0, 650.0, 520.0)","(21.0, 80.0, 30.153846153846153)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.9, 3.852380952380952)","(14.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 192.66666666666669)"
08-12-2022 13:47:15.110390,"(1.65, 1.93, 1.8735294117647059)","(91.0, 650.0, 520.0)","(21.0, 80.0, 30.153846153846153)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.9, 3.325531914893617)","(14.0, 36.0, 25.75)","(7.0, 11.0, 10.566666666666666)","(41.0, 350.0, 192.66666666666669)"
08-12-2022 13:47:16.389586,"(1.65, 1.93, 1.8735294117647059)","(91.0, 650.0, 520.0)","(21.0, 80.0, 30.153846153846153)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.9, 3.325531914893617)","(14.0, 36.0, 25.75)","(7.0, 11.0, 9.32857142857143)","(41.0, 350.0, 192.66666666666669)"
08-12-2022 13:47:17.671352,"(1.65, 1.93, 1.8842857142857143)","(91.0, 650.0, 520.0)","(21.0, 80.0, 30.153846153846153)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.9, 3.325531914893617)","(14.0, 36.0, 25.75)","(7.0, 11.0, 9.32857142857143)","(41.0, 350.0, 192.66666666666669)"
08-12-2022 13:47:18.919479,"(1.65, 1.93, 1.878235294117647)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.176470588235293)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.9, 3.488235294117647)","(14.0, 36.0, 25.75)","(7.0, 11.0, 9.32857142857143)","(41.0, 350.0, 192.66666666666669)"
08-12-2022 13:47:20.165229,"(1.65, 1.93, 1.878235294117647)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.176470588235293)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.9, 3.757142857142857)","(14.0, 36.0, 25.75)","(7.0, 11.0, 9.32857142857143)","(41.0, 350.0, 192.66666666666669)"
08-12-2022 13:47:21.451507,"(1.65, 1.93, 1.8811111111111112)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.176470588235293)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.718181818181818)","(14.0, 36.0, 25.75)","(7.0, 11.0, 9.32857142857143)","(41.0, 350.0, 192.66666666666669)"
08-12-2022 13:47:22.758183,"(1.65, 1.93, 1.8623076923076922)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.375)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.718181818181818)","(14.0, 36.0, 25.75)","(7.0, 11.0, 9.32857142857143)","(41.0, 350.0, 192.66666666666669)"
08-12-2022 13:47:24.069305,"(1.65, 1.93, 1.878235294117647)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.375)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.6714285714285713)","(14.0, 36.0, 25.75)","(7.0, 11.0, 9.32857142857143)","(41.0, 350.0, 192.66666666666669)"
08-12-2022 13:47:25.351534,"(1.65, 1.93, 1.896153846153846)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.375)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.6714285714285713)","(14.0, 36.0, 25.75)","(7.0, 11.0, 9.32857142857143)","(41.0, 350.0, 192.66666666666669)"
08-12-2022 13:47:26.667572,"(1.65, 1.93, 1.896153846153846)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.176470588235293)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 350.0, 202.5)"
08-12-2022 13:47:27.940535,"(1.65, 1.93, 1.8633333333333333)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.176470588235293)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 350.0, 202.5)"
08-12-2022 13:47:29.207543,"(1.65, 1.93, 1.885)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.176470588235293)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.32)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 350.0, 269.5454545454545)"
08-12-2022 13:47:30.515077,"(1.65, 1.93, 1.885)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.176470588235293)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 350.0, 326.1111111111111)"
08-12-2022 13:47:31.725569,"(1.65, 1.93, 1.9023076923076923)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.176470588235293)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.32)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 360.0, 263.33333333333337)"
08-12-2022 13:47:33.009312,"(1.65, 1.93, 1.8957142857142857)","(91.0, 650.0, 520.0)","(21.0, 80.0, 29.176470588235293)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 360.0, 311.6666666666667)"
08-12-2022 13:47:34.338052,"(1.65, 1.93, 1.8923529411764706)","(91.0, 650.0, 520.0)","(21.0, 80.0, 32.85714285714286)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 360.0, 311.6666666666667)"
08-12-2022 13:47:35.627886,"(1.65, 1.93, 1.8923529411764706)","(91.0, 650.0, 520.0)","(21.0, 80.0, 32.85714285714286)","(91.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 360.0, 311.6666666666667)"
08-12-2022 13:47:37.154026,"(1.65, 1.93, 1.8766666666666667)","(101.0, 650.0, 520.0)","(21.0, 80.0, 32.85714285714286)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 360.0, 319.2857142857143)"
08-12-2022 13:47:38.681180,"(1.65, 1.93, 1.8766666666666667)","(101.0, 650.0, 299.0909090909091)","(21.0, 80.0, 32.85714285714286)","(101.0, 650.0, 202.66666666666669)","(2.4, 3.8, 3.585)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 360.0, 319.2857142857143)"
08-12-2022 13:47:40.063467,"(1.65, 1.93, 1.895)","(101.0, 750.0, 520.0)","(21.0, 80.0, 32.85714285714286)","(101.0, 740.0, 473.3333333333333)","(2.4, 3.8, 3.585)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 360.0, 319.2857142857143)"
08-12-2022 13:47:41.323540,"(1.65, 1.93, 1.895)","(101.0, 650.0, 520.0)","(21.0, 80.0, 32.85714285714286)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.585)","(14.0, 36.0, 25.75)","(7.0, 11.0, 8.872727272727273)","(41.0, 360.0, 319.2857142857143)"
08-12-2022 13:47:42.597930,"(1.65, 1.93, 1.9084615384615384)","(101.0, 650.0, 520.0)","(21.0, 80.0, 32.85714285714286)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 36.0, 25.75)","(7.0, 11.0, 10.1)","(41.0, 360.0, 319.2857142857143)"
08-12-2022 13:47:43.858998,"(1.65, 1.93, 1.9033333333333333)","(101.0, 650.0, 520.0)","(21.0, 80.0, 32.85714285714286)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 36.0, 25.75)","(7.0, 13.5, 10.1)","(41.0, 360.0, 319.2857142857143)"
08-12-2022 13:47:45.142540,"(1.65, 1.93, 1.9)","(101.0, 650.0, 520.0)","(21.0, 80.0, 32.85714285714286)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 36.0, 17.392857142857142)","(7.0, 13.5, 10.1)","(41.0, 360.0, 319.2857142857143)"
08-12-2022 13:47:46.369800,"(1.65, 1.94, 1.9322222222222223)","(101.0, 650.0, 520.0)","(21.0, 80.0, 32.85714285714286)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 42.0, 17.392857142857142)","(7.0, 13.5, 10.1)","(41.0, 360.0, 319.2857142857143)"
08-12-2022 13:47:47.565425,"(1.65, 1.97, 1.96)","(101.0, 650.0, 520.0)","(21.0, 80.0, 32.85714285714286)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 42.0, 17.392857142857142)","(7.0, 13.5, 10.463157894736842)","(41.0, 360.0, 319.2857142857143)"
08-12-2022 13:47:48.756006,"(1.65, 1.97, 1.95)","(101.0, 650.0, 520.0)","(21.0, 80.0, 32.85714285714286)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 42.0, 17.392857142857142)","(7.0, 14.0, 10.36)","(41.0, 360.0, 319.2857142857143)"
08-12-2022 13:47:49.924628,"(1.65, 1.97, 1.9609999999999999)","(101.0, 650.0, 520.0)","(21.0, 80.0, 33.25)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 42.0, 17.392857142857142)","(7.0, 14.0, 10.36)","(41.0, 360.0, 362.1428571428571)"
08-12-2022 13:47:51.183285,"(1.65, 1.97, 1.9652631578947368)","(101.0, 650.0, 520.0)","(21.0, 80.0, 33.25)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 42.0, 17.392857142857142)","(7.0, 14.0, 10.36)","(41.0, 410.0, 362.1428571428571)"
08-12-2022 13:47:52.468192,"(1.65, 1.97, 1.9652631578947368)","(101.0, 650.0, 520.0)","(21.0, 80.0, 33.25)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 42.0, 17.392857142857142)","(7.0, 14.0, 10.36)","(41.0, 410.0, 362.1428571428571)"
08-12-2022 13:47:53.766458,"(1.65, 1.97, 1.9678947368421051)","(101.0, 650.0, 520.0)","(21.0, 80.0, 33.25)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 42.0, 17.392857142857142)","(7.0, 14.0, 10.36)","(41.0, 410.0, 362.1428571428571)"
08-12-2022 13:47:55.045010,"(1.65, 1.97, 1.9583333333333333)","(101.0, 650.0, 520.0)","(21.0, 80.0, 33.25)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 42.0, 17.392857142857142)","(7.0, 14.0, 10.36)","(41.0, 410.0, 362.1428571428571)"
08-12-2022 13:47:56.257023,"(1.65, 2.02, 1.9864)","(101.0, 650.0, 520.0)","(21.0, 80.0, 40.08695652173913)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.456)","(14.0, 42.0, 17.058823529411764)","(7.0, 14.0, 10.36)","(41.0, 410.0, 362.1428571428571)"
08-12-2022 13:47:57.501932,"(1.65, 2.02, 1.977142857142857)","(101.0, 650.0, 520.0)","(21.0, 80.0, 40.08695652173913)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.3085714285714287)","(14.0, 42.0, 17.058823529411764)","(7.0, 14.0, 10.36)","(41.0, 410.0, 362.1428571428571)"
08-12-2022 13:47:58.783851,"(1.65, 2.02, 1.9678260869565216)","(101.0, 650.0, 520.0)","(21.0, 80.0, 46.0)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.3085714285714287)","(14.0, 42.0, 16.97222222222222)","(7.0, 14.0, 10.36)","(41.0, 410.0, 362.1428571428571)"
08-12-2022 13:48:00.052458,"(1.65, 2.02, 1.9533333333333334)","(101.0, 650.0, 520.0)","(21.0, 80.0, 46.0)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.3085714285714287)","(14.0, 42.0, 16.97222222222222)","(7.0, 14.0, 10.36)","(41.0, 410.0, 362.1428571428571)"
08-12-2022 13:48:01.255032,"(1.65, 2.02, 1.97)","(101.0, 650.0, 520.0)","(21.0, 80.0, 46.0)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.8, 3.5100000000000002)","(14.0, 42.0, 17.53846153846154)","(7.0, 14.0, 10.36)","(41.0, 410.0, 362.1428571428571)"
08-12-2022 13:48:02.378967,"(1.65, 2.14, 2.126875)","(101.0, 650.0, 520.0)","(21.0, 80.0, 46.0)","(101.0, 650.0, 197.5)","(2.4, 3.7, 3.3200000000000003)","(14.0, 42.0, 17.75)","(7.0, 14.0, 10.36)","(41.0, 410.0, 282.0)"
08-12-2022 13:48:03.546476,"(1.65, 2.1, 2.089375)","(101.0, 750.0, 299.0909090909091)","(21.0, 80.0, 46.0)","(101.0, 740.0, 197.5)","(2.4, 3.7, 3.3200000000000003)","(14.0, 38.0, 17.107142857142858)","(7.0, 14.0, 10.36)","(41.0, 420.0, 282.0)"
08-12-2022 13:48:04.692152,"(1.65, 2.1, 2.089375)","(101.0, 750.0, 299.0909090909091)","(21.0, 80.0, 46.0)","(101.0, 740.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 38.0, 17.107142857142858)","(7.0, 14.0, 10.36)","(41.0, 420.0, 282.0)"
08-12-2022 13:48:05.882621,"(1.65, 2.1, 2.0733333333333333)","(101.0, 650.0, 586.25)","(21.0, 80.0, 43.41935483870968)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 38.0, 25.75)","(7.0, 14.0, 11.645454545454545)","(41.0, 420.0, 321.42857142857144)"
08-12-2022 13:48:07.260602,"(1.65, 2.1, 2.0733333333333333)","(101.0, 650.0, 586.25)","(21.0, 80.0, 43.41935483870968)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 36.0, 25.75)","(7.0, 13.5, 11.00909090909091)","(41.0, 420.0, 321.42857142857144)"
08-12-2022 13:48:08.582682,"(1.65, 2.1, 2.0733333333333333)","(101.0, 650.0, 586.25)","(21.0, 80.0, 43.41935483870968)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 36.0, 22.333333333333332)","(7.0, 12.5, 9.548)","(41.0, 420.0, 321.42857142857144)"
08-12-2022 13:48:09.916841,"(1.65, 2.1, 2.09)","(101.0, 650.0, 586.25)","(21.0, 80.0, 43.41935483870968)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 36.0, 23.75)","(7.0, 12.5, 9.01063829787234)","(41.0, 420.0, 321.42857142857144)"
08-12-2022 13:48:11.318486,"(1.65, 2.1, 2.085)","(101.0, 650.0, 586.25)","(21.0, 80.0, 43.41935483870968)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 32.0, 23.75)","(7.0, 12.5, 9.01063829787234)","(41.0, 420.0, 321.42857142857144)"
08-12-2022 13:48:12.840460,"(1.65, 2.1, 2.085)","(101.0, 650.0, 586.25)","(21.0, 80.0, 43.41935483870968)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 32.0, 23.75)","(7.0, 12.5, 10.208333333333334)","(41.0, 420.0, 321.42857142857144)"
08-12-2022 13:48:14.128267,"(1.65, 2.1, 2.085)","(101.0, 650.0, 586.25)","(21.0, 80.0, 43.41935483870968)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 32.0, 22.25)","(7.0, 11.5, 9.75625)","(41.0, 420.0, 321.42857142857144)"
08-12-2022 13:48:15.371664,"(1.65, 2.1, 1.9875)","(101.0, 650.0, 586.25)","(21.0, 80.0, 44.096774193548384)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.265714285714286)","(14.0, 29.0, 22.25)","(7.0, 11.5, 9.8)","(41.0, 420.0, 321.42857142857144)"
08-12-2022 13:48:16.614187,"(1.65, 2.1, 2.0114285714285716)","(101.0, 650.0, 586.25)","(21.0, 80.0, 44.096774193548384)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 29.0, 21.75)","(7.0, 10.5, 9.8)","(41.0, 420.0, 321.42857142857144)"
08-12-2022 13:48:17.851779,"(1.65, 2.1, 2.0114285714285716)","(101.0, 650.0, 586.25)","(21.0, 80.0, 44.096774193548384)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 28.0, 21.75)","(7.0, 10.5, 9.8)","(41.0, 420.0, 321.42857142857144)"
08-12-2022 13:48:19.036358,"(1.65, 2.1, 2.0055)","(101.0, 650.0, 586.25)","(21.0, 80.0, 44.096774193548384)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 28.0, 16.46153846153846)","(7.0, 10.5, 9.8)","(41.0, 420.0, 321.42857142857144)"
08-12-2022 13:48:20.240459,"(1.65, 2.1, 2.0105555555555554)","(101.0, 650.0, 586.25)","(21.0, 80.0, 44.096774193548384)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 28.0, 16.095238095238095)","(7.0, 10.5, 9.8)","(41.0, 420.0, 328.0)"
08-12-2022 13:48:21.428957,"(1.65, 2.08, 2.006666666666667)","(101.0, 650.0, 586.25)","(21.0, 80.0, 45.92857142857143)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 28.0, 16.095238095238095)","(7.0, 10.5, 10.8)","(41.0, 420.0, 376.875)"
08-12-2022 13:48:22.615427,"(1.65, 2.08, 2.0005555555555556)","(101.0, 650.0, 548.0)","(21.0, 80.0, 45.92857142857143)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 28.0, 16.095238095238095)","(7.0, 12.0, 9.433333333333334)","(41.0, 420.0, 376.875)"
08-12-2022 13:48:23.754802,"(1.65, 2.08, 1.995)","(101.0, 650.0, 548.0)","(21.0, 80.0, 45.92857142857143)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 16.095238095238095)","(7.0, 11.5, 10.133333333333333)","(41.0, 420.0, 376.875)"
08-12-2022 13:48:24.842645,"(1.65, 2.08, 2.0141935483870967)","(101.0, 650.0, 548.0)","(21.0, 80.0, 45.92857142857143)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 16.095238095238095)","(7.0, 11.0, 10.133333333333333)","(41.0, 420.0, 420.625)"
08-12-2022 13:48:25.943086,"(1.65, 2.08, 2.0077777777777777)","(101.0, 650.0, 548.0)","(21.0, 80.0, 47.10344827586207)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.3200000000000003)","(14.0, 28.0, 16.095238095238095)","(7.0, 11.0, 10.133333333333333)","(41.0, 470.0, 420.625)"
08-12-2022 13:48:27.102796,"(1.65, 2.06, 2.0)","(101.0, 650.0, 548.0)","(21.0, 80.0, 47.10344827586207)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 16.095238095238095)","(7.0, 11.0, 8.746666666666666)","(41.0, 470.0, 420.625)"
08-12-2022 13:48:28.163263,"(1.65, 2.06, 1.999047619047619)","(101.0, 650.0, 548.0)","(21.0, 80.0, 47.10344827586207)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 16.095238095238095)","(7.0, 11.0, 8.746666666666666)","(41.0, 470.0, 446.875)"
08-12-2022 13:48:29.323147,"(1.65, 2.06, 2.0048275862068965)","(101.0, 650.0, 548.0)","(21.0, 80.0, 47.10344827586207)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 16.095238095238095)","(7.0, 11.0, 8.647619047619047)","(41.0, 500.0, 446.875)"
08-12-2022 13:48:30.454051,"(1.65, 2.06, 2.01)","(101.0, 650.0, 548.0)","(21.0, 80.0, 47.10344827586207)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 16.095238095238095)","(7.0, 11.0, 8.647619047619047)","(41.0, 500.0, 446.875)"
08-12-2022 13:48:31.600840,"(1.65, 2.06, 1.995)","(101.0, 650.0, 548.0)","(21.0, 80.0, 47.10344827586207)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 16.095238095238095)","(7.0, 11.0, 8.548571428571428)","(41.0, 500.0, 446.875)"
08-12-2022 13:48:32.776578,"(1.65, 2.06, 1.995)","(101.0, 650.0, 548.0)","(21.0, 80.0, 47.10344827586207)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 16.095238095238095)","(7.0, 11.0, 8.75)","(41.0, 500.0, 446.875)"
08-12-2022 13:48:33.937899,"(1.65, 2.02, 1.9927272727272727)","(101.0, 650.0, 548.0)","(21.0, 80.0, 47.10344827586207)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 16.095238095238095)","(7.0, 10.5, 8.75)","(41.0, 500.0, 446.875)"
08-12-2022 13:48:35.087947,"(1.65, 2.02, 2.0010526315789474)","(101.0, 650.0, 548.0)","(21.0, 80.0, 44.666666666666664)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 16.095238095238095)","(7.0, 10.5, 8.75)","(41.0, 500.0, 414.5)"
08-12-2022 13:48:36.189612,"(1.65, 2.02, 1.9927272727272727)","(101.0, 650.0, 548.0)","(21.0, 80.0, 44.666666666666664)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 17.166666666666668)","(7.0, 10.5, 8.590909090909092)","(41.0, 560.0, 414.5)"
08-12-2022 13:48:37.250314,"(1.65, 2.02, 1.9927272727272727)","(101.0, 650.0, 548.0)","(21.0, 80.0, 44.666666666666664)","(101.0, 650.0, 473.3333333333333)","(2.4, 3.7, 3.4466666666666668)","(14.0, 28.0, 16.545454545454547)","(7.0, 10.5, 8.590909090909092)","(41.0, 560.0, 414.5)"
