,Hell Of A Boy,Buster Block,Bottom Line,Alis Jab,Bonython,Higher Love,Vitae
07-01-2023 14:49:01.498591,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.07692307692308)","(10.0, 15.5, 14.75)","(3.2, 5.3, 4.855555555555555)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.5)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:02.539326,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.3, 4.855555555555555)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:03.722327,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.3, 4.855555555555555)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:04.843677,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.3, 4.855555555555555)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:05.814550,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.3, 4.684615384615385)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:06.839423,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.2, 4.621428571428571)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:07.908829,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.2, 4.621428571428571)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:08.946126,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.2, 4.621428571428571)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:10.032767,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.2, 4.557142857142857)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:11.131105,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.2, 4.557142857142857)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:12.197525,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.2, 4.557142857142857)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:13.180841,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.2, 4.557142857142857)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:14.142120,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.2, 4.557142857142857)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.846153846153847)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:15.268941,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.75)","(3.2, 5.2, 4.557142857142857)","(2.4, 2.98, 2.875)","(19.0, 30.0, 25.666666666666664)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:16.332702,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.5)","(10.0, 15.5, 14.566666666666666)","(3.2, 5.2, 4.6000000000000005)","(2.4, 2.98, 2.5775)","(19.0, 29.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:17.396898,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.86666666666667)","(10.0, 15.5, 14.625)","(3.2, 5.2, 4.6000000000000005)","(2.4, 2.98, 2.6222222222222222)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:18.464675,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.86666666666667)","(10.0, 15.5, 14.625)","(3.2, 5.2, 4.6000000000000005)","(2.4, 2.98, 2.711666666666667)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:19.614814,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.86666666666667)","(10.0, 15.5, 14.625)","(3.2, 5.2, 4.3)","(2.4, 2.98, 2.711666666666667)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:20.770184,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.86666666666667)","(10.0, 15.5, 14.625)","(3.2, 5.2, 4.3)","(2.4, 2.98, 2.711666666666667)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:21.704119,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.86666666666667)","(10.0, 15.5, 14.625)","(3.2, 5.2, 4.771428571428571)","(2.4, 2.98, 2.711666666666667)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:22.694381,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.86666666666667)","(10.0, 15.5, 14.625)","(3.2, 5.2, 4.771428571428571)","(2.4, 2.98, 2.711666666666667)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:23.783359,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.86666666666667)","(10.0, 15.5, 14.625)","(3.2, 5.2, 4.771428571428571)","(2.4, 2.98, 2.711666666666667)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:24.777714,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.86666666666667)","(10.0, 15.5, 14.625)","(3.2, 5.2, 4.771428571428571)","(2.4, 2.98, 2.711666666666667)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:25.763873,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.86666666666667)","(10.0, 15.5, 14.625)","(3.2, 5.2, 4.771428571428571)","(2.4, 2.98, 2.711666666666667)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:26.806529,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.86666666666667)","(10.0, 15.5, 15.0)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.711666666666667)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:27.786474,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.61538461538461)","(10.0, 15.0, 14.375)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.711666666666667)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:28.830031,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 34.4)","(10.0, 15.0, 14.0)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.711666666666667)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:29.819988,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 37.333333333333336)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:30.830268,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 37.333333333333336)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:31.886846,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 37.333333333333336)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:32.948962,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 37.333333333333336)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:34.134798,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 37.333333333333336)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:35.139901,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 37.333333333333336)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:36.205563,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 37.333333333333336)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:37.216616,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 37.333333333333336)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:38.195379,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 37.333333333333336)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:39.190618,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 37.333333333333336)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:40.251231,"(3.4, 4.0, 3.8068965517241375)","(31.0, 40.0, 37.333333333333336)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.463636363636364)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:41.207565,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 40.4)","(10.0, 15.0, 14.5)","(3.2, 5.2, 4.385714285714285)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:42.144074,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.427272727272727)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:43.237296,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:44.249256,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:45.262040,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:46.172964,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:47.183014,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:48.211141,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:49.140580,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:50.143738,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:51.185957,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:52.215703,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:53.257678,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:54.301908,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:55.249803,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.3933333333333335)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:56.267317,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:57.263303,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:58.348339,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:49:59.372905,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:50:00.425866,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:50:01.435555,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.0)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 33.666666666666664)"
07-01-2023 14:50:02.418359,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 39.53846153846154)","(10.0, 15.0, 14.5)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:03.434796,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 40.16666666666667)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:04.493746,"(3.4, 4.0, 3.8068965517241375)","(31.0, 46.0, 40.16666666666667)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:05.419598,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 39.0)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:06.359185,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 39.0)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:07.399637,"(3.4, 4.0, 3.8068965517241375)","(31.0, 42.0, 37.833333333333336)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:08.426486,"(3.4, 4.0, 3.8068965517241375)","(31.0, 42.0, 37.833333333333336)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:09.412001,"(3.4, 4.0, 3.8068965517241375)","(31.0, 42.0, 37.833333333333336)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:10.359329,"(3.4, 4.0, 3.8068965517241375)","(31.0, 42.0, 38.15384615384615)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:11.360731,"(3.4, 4.0, 3.8068965517241375)","(31.0, 42.0, 38.15384615384615)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:12.365633,"(3.4, 4.0, 3.8068965517241375)","(31.0, 42.0, 38.15384615384615)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:13.314021,"(3.4, 4.0, 3.8068965517241375)","(31.0, 42.0, 38.15384615384615)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:14.308425,"(3.4, 4.0, 3.8068965517241375)","(31.0, 42.0, 38.15384615384615)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:15.336846,"(3.4, 4.0, 3.8068965517241375)","(31.0, 42.0, 36.285714285714285)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:16.434873,"(3.4, 4.0, 3.8068965517241375)","(31.0, 42.0, 37.714285714285715)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:17.449726,"(3.4, 4.0, 3.8068965517241375)","(31.0, 42.0, 39.0)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:18.458951,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 40.0)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:19.453725,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:20.422179,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:21.443331,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:22.472805,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:23.494260,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 15.0, 14.0)","(3.2, 5.0, 4.5058823529411764)","(2.4, 2.98, 2.729090909090909)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:24.568047,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.9, 4.478571428571429)","(2.4, 2.98, 2.8848275862068964)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:25.546673,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.478571428571429)","(2.4, 2.98, 2.8848275862068964)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:26.568511,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.575)","(2.4, 2.98, 2.8848275862068964)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:27.840949,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.575)","(2.4, 2.98, 2.8848275862068964)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:28.830152,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.575)","(2.4, 2.98, 2.8848275862068964)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:29.810164,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.575)","(2.4, 2.98, 2.8848275862068964)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:30.751392,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.575)","(2.4, 2.98, 2.8848275862068964)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:31.713746,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.575)","(2.4, 2.98, 2.8848275862068964)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:32.727116,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.575)","(2.4, 2.98, 2.8848275862068964)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
07-01-2023 14:50:33.658362,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 38.285714285714285)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.575)","(2.4, 2.98, 2.8848275862068964)","(19.0, 28.0, 26.444444444444443)","(21.0, 38.0, 34.285714285714285)"
