,Spaltet,By Nine,Smooth Flight,Isolyfe,Midori Burly,Wild Irish Rover,Watch The Clock,Cushy,Mancconi
07-01-2023 14:38:36.330888,"(6.5, 8.8, 7.6571428571428575)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.24)","(16.0, 30.0, 29.0)","(9.0, 13.5, 12.0)","(6.5, 7.2, 6.66)","(7.0, 10.5, 9.959999999999999)","(6.5, 8.4, 7.866666666666666)","(13.0, 21.0, 20.375)"
07-01-2023 14:38:37.482374,"(6.5, 8.8, 7.586666666666667)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.24)","(16.0, 30.0, 29.0)","(9.0, 14.0, 12.0)","(6.5, 7.2, 6.66)","(7.0, 10.5, 9.959999999999999)","(6.5, 8.4, 7.866666666666666)","(13.0, 21.0, 20.375)"
07-01-2023 14:38:38.652104,"(6.5, 8.8, 7.586666666666667)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.24)","(16.0, 30.0, 29.0)","(9.0, 14.0, 12.0)","(6.5, 7.2, 6.66)","(7.0, 10.5, 9.959999999999999)","(6.5, 8.4, 7.866666666666666)","(13.0, 21.0, 20.375)"
07-01-2023 14:38:39.772767,"(6.5, 8.8, 7.586666666666667)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.24)","(16.0, 30.0, 29.0)","(9.0, 14.0, 12.0)","(6.5, 7.2, 6.66)","(7.0, 10.5, 9.959999999999999)","(6.5, 8.4, 7.866666666666666)","(13.0, 21.0, 20.375)"
07-01-2023 14:38:40.842341,"(6.5, 8.8, 7.586666666666667)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.24)","(16.0, 30.0, 29.0)","(9.0, 14.0, 12.0)","(6.5, 7.2, 6.66)","(7.0, 10.5, 9.959999999999999)","(6.5, 8.4, 7.866666666666666)","(13.0, 21.0, 20.45)"
07-01-2023 14:38:41.902890,"(6.5, 8.8, 7.586666666666667)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.24)","(16.0, 30.0, 29.0)","(9.0, 14.0, 12.25)","(6.5, 7.2, 6.66)","(7.0, 10.5, 10.35)","(6.5, 8.4, 8.24)","(13.0, 21.0, 19.181818181818183)"
07-01-2023 14:38:43.026244,"(6.5, 8.8, 7.76)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.24)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.625)","(6.5, 7.2, 6.66)","(7.0, 10.5, 9.733333333333333)","(6.5, 8.4, 8.293333333333333)","(13.0, 20.0, 18.6)"
07-01-2023 14:38:44.126433,"(6.5, 8.8, 7.76)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.24)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.625)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.733333333333333)","(6.5, 8.4, 8.293333333333333)","(13.0, 20.0, 19.07142857142857)"
07-01-2023 14:38:45.250447,"(6.5, 8.8, 8.2)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.24)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.625)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.733333333333333)","(6.5, 8.4, 8.293333333333333)","(13.0, 19.5, 19.07142857142857)"
07-01-2023 14:38:46.356251,"(6.5, 8.8, 8.2)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.833333333333334)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.733333333333333)","(6.5, 8.4, 8.254545454545454)","(13.0, 19.5, 19.07142857142857)"
07-01-2023 14:38:47.418705,"(6.5, 8.8, 8.2)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.833333333333334)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.733333333333333)","(6.5, 8.4, 8.254545454545454)","(13.0, 19.5, 19.07142857142857)"
07-01-2023 14:38:48.479586,"(6.5, 8.8, 8.2)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.833333333333334)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.733333333333333)","(6.5, 8.4, 8.254545454545454)","(13.0, 19.5, 18.666666666666668)"
07-01-2023 14:38:49.615662,"(6.5, 8.8, 8.376923076923077)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.833333333333334)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.733333333333333)","(6.5, 8.4, 8.254545454545454)","(13.0, 19.5, 18.666666666666668)"
07-01-2023 14:38:50.717502,"(6.5, 8.8, 8.376923076923077)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.625)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.733333333333333)","(6.5, 8.4, 8.254545454545454)","(13.0, 19.5, 18.666666666666668)"
07-01-2023 14:38:51.842543,"(6.5, 8.8, 8.376923076923077)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.625)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.733333333333333)","(6.5, 8.4, 8.254545454545454)","(13.0, 19.5, 18.666666666666668)"
07-01-2023 14:38:53.008021,"(6.5, 8.8, 8.376923076923077)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.625)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.76)","(6.5, 8.4, 8.254545454545454)","(13.0, 19.5, 18.666666666666668)"
07-01-2023 14:38:54.095049,"(6.5, 8.8, 8.376923076923077)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.833333333333334)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.76)","(6.5, 8.4, 8.293333333333333)","(13.0, 19.5, 18.666666666666668)"
07-01-2023 14:38:55.218547,"(6.5, 8.8, 8.376923076923077)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.833333333333334)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.76)","(6.5, 8.4, 8.293333333333333)","(13.0, 19.5, 18.666666666666668)"
07-01-2023 14:38:56.319696,"(6.5, 8.8, 8.376923076923077)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 29.0)","(9.0, 13.5, 11.833333333333334)","(6.5, 7.2, 6.66)","(7.0, 10.0, 9.76)","(6.5, 8.4, 8.293333333333333)","(13.0, 19.5, 19.0625)"
07-01-2023 14:38:57.455475,"(6.5, 8.8, 8.376923076923077)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 29.0)","(9.0, 13.5, 12.75)","(6.5, 7.2, 6.66)","(7.0, 10.0, 10.0)","(6.5, 8.4, 8.35744680851064)","(13.0, 19.5, 19.15)"
07-01-2023 14:38:58.611901,"(6.5, 8.8, 7.542857142857143)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.333333333333334)","(16.0, 30.0, 27.5)","(9.0, 14.5, 12.166666666666666)","(6.5, 7.2, 7.024390243902439)","(7.0, 11.0, 9.8)","(6.5, 8.4, 8.35744680851064)","(13.0, 19.5, 18.8)"
07-01-2023 14:38:59.738214,"(6.5, 8.0, 7.248979591836735)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.346666666666667)","(16.0, 30.0, 26.2)","(9.0, 14.5, 13.479166666666668)","(6.5, 7.2, 7.010526315789474)","(7.0, 11.0, 9.8)","(6.5, 8.4, 8.35744680851064)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 14:39:00.825992,"(6.5, 8.0, 7.225263157894737)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.346666666666667)","(16.0, 29.0, 28.3)","(9.0, 14.5, 12.1)","(6.5, 7.2, 7.010526315789474)","(7.0, 11.0, 9.892307692307693)","(6.5, 8.4, 8.17142857142857)","(13.0, 19.5, 18.125)"
07-01-2023 14:39:01.908405,"(6.5, 8.0, 7.225263157894737)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.346666666666667)","(16.0, 29.0, 27.285714285714285)","(9.0, 14.5, 13.0)","(6.5, 7.2, 6.76)","(7.0, 11.0, 10.05)","(6.5, 8.4, 8.17142857142857)","(13.0, 19.0, 17.5)"
07-01-2023 14:39:03.023674,"(6.5, 7.8, 7.56)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.352941176470589)","(16.0, 29.0, 27.375)","(9.0, 14.5, 13.0)","(6.5, 7.0, 6.76)","(7.0, 10.5, 10.05)","(6.5, 8.4, 8.17142857142857)","(13.0, 19.0, 17.5)"
07-01-2023 14:39:04.114122,"(6.5, 7.8, 7.56)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.352941176470589)","(16.0, 30.0, 25.8)","(9.0, 14.5, 13.0)","(6.5, 7.0, 6.76)","(7.0, 10.5, 10.05)","(6.5, 8.4, 8.17142857142857)","(13.0, 19.0, 17.5)"
07-01-2023 14:39:05.301059,"(6.5, 7.8, 7.56)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.352941176470589)","(16.0, 30.0, 29.294117647058822)","(9.0, 14.5, 13.0)","(6.5, 7.0, 6.890909090909091)","(7.0, 10.5, 10.05)","(6.5, 8.4, 8.333333333333334)","(13.0, 19.0, 16.6875)"
07-01-2023 14:39:06.461478,"(6.5, 7.6, 7.2631578947368425)","(9.0, 12.0, 11.6)","(3.7, 4.4, 4.352941176470589)","(16.0, 30.0, 27.75)","(9.0, 14.5, 13.0)","(6.5, 7.0, 6.890909090909091)","(7.0, 10.5, 10.05)","(6.5, 8.4, 8.333333333333334)","(13.0, 18.0, 16.6875)"
07-01-2023 14:39:07.646835,"(6.5, 7.6, 7.2631578947368425)","(9.0, 12.0, 11.714285714285714)","(3.7, 4.4, 4.3500000000000005)","(16.0, 30.0, 28.2)","(9.0, 14.5, 12.318181818181818)","(6.5, 7.0, 6.914285714285715)","(7.0, 10.5, 10.05)","(6.5, 8.4, 8.333333333333334)","(13.0, 18.0, 16.6875)"
07-01-2023 14:39:08.750317,"(6.5, 7.6, 7.3538461538461535)","(9.0, 12.0, 11.714285714285714)","(3.7, 4.4, 4.3500000000000005)","(16.0, 30.0, 28.2)","(9.0, 14.5, 13.263157894736842)","(6.5, 7.0, 6.914285714285715)","(7.0, 10.5, 10.15)","(6.5, 8.4, 8.24)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:09.846852,"(6.5, 7.6, 7.321739130434783)","(9.0, 12.0, 11.714285714285714)","(3.7, 4.4, 4.3500000000000005)","(16.0, 30.0, 28.2)","(9.0, 14.0, 13.263157894736842)","(6.5, 7.0, 6.96)","(7.0, 10.5, 10.033333333333333)","(6.5, 8.4, 8.24)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:10.942101,"(6.5, 7.6, 7.321739130434783)","(9.0, 12.0, 11.714285714285714)","(3.7, 4.4, 4.314285714285714)","(16.0, 30.0, 28.2)","(9.0, 14.0, 12.894736842105264)","(6.5, 7.0, 6.96)","(7.0, 10.5, 10.033333333333333)","(6.5, 8.4, 8.24)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:12.056327,"(6.5, 7.6, 7.321739130434783)","(9.0, 12.0, 11.714285714285714)","(3.7, 4.5, 4.315789473684211)","(16.0, 30.0, 28.2)","(9.0, 14.0, 12.894736842105264)","(6.5, 7.0, 6.96)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.4, 8.24)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:13.225695,"(6.5, 7.6, 7.321739130434783)","(9.0, 12.0, 11.714285714285714)","(3.7, 4.5, 4.315789473684211)","(16.0, 30.0, 28.2)","(9.0, 14.0, 12.5)","(6.5, 7.0, 6.96)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.4, 8.24)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:14.401606,"(6.5, 7.6, 7.321739130434783)","(9.0, 14.0, 12.333333333333334)","(3.7, 4.5, 4.22)","(16.0, 30.0, 28.2)","(9.0, 14.0, 13.166666666666666)","(6.5, 7.0, 6.977777777777778)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.4, 8.45)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:15.531227,"(6.5, 7.6, 7.321739130434783)","(9.0, 13.5, 13.25)","(3.7, 4.5, 4.22)","(16.0, 30.0, 28.5)","(9.0, 14.0, 12.75)","(6.5, 7.0, 6.911627906976744)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.6, 8.45)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:16.656323,"(6.5, 7.6, 7.321739130434783)","(9.0, 13.5, 13.25)","(3.7, 4.5, 4.22)","(16.0, 30.0, 28.5)","(9.0, 14.0, 12.75)","(6.5, 7.4, 6.911627906976744)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:17.787522,"(6.5, 7.6, 7.321739130434783)","(9.0, 13.5, 13.25)","(3.7, 4.5, 4.055555555555555)","(16.0, 30.0, 28.5)","(9.0, 14.0, 12.285714285714285)","(6.5, 7.4, 6.911627906976744)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:18.916050,"(6.5, 7.6, 7.321739130434783)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 28.5)","(9.0, 14.0, 12.5)","(6.5, 7.4, 7.353846153846154)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:20.074847,"(6.5, 7.6, 7.321739130434783)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 28.5)","(9.0, 13.5, 12.5)","(6.5, 7.4, 7.353846153846154)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:21.264031,"(6.5, 7.6, 7.321739130434783)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 28.5)","(9.0, 13.5, 12.5)","(6.5, 7.4, 7.353846153846154)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:22.429904,"(6.5, 7.6, 7.321739130434783)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 28.5)","(9.0, 13.5, 12.5)","(6.5, 7.4, 7.353846153846154)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:23.562199,"(6.5, 7.6, 7.415384615384615)","(9.0, 14.0, 12.454545454545455)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 28.5)","(9.0, 13.5, 12.5)","(6.5, 7.4, 7.353846153846154)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:24.666158,"(6.5, 7.6, 7.415384615384615)","(9.0, 14.0, 12.454545454545455)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 28.5)","(9.0, 13.5, 12.5)","(6.5, 7.4, 7.353846153846154)","(7.0, 10.5, 9.955555555555556)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:25.756696,"(6.5, 7.6, 7.422222222222222)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 28.5)","(9.0, 13.5, 12.5)","(6.5, 7.4, 7.353846153846154)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:26.855540,"(6.5, 7.6, 7.066666666666666)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 28.5)","(9.0, 13.5, 12.2)","(6.5, 7.4, 7.353846153846154)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:27.991456,"(7.0, 7.6, 7.066666666666666)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.0, 12.2)","(6.5, 7.4, 7.33986013986014)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:29.155206,"(7.0, 7.6, 7.066666666666666)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.0, 12.2)","(6.5, 7.4, 7.33986013986014)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:30.342893,"(7.0, 7.6, 7.066666666666666)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.0, 12.2)","(6.5, 7.4, 7.33986013986014)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:31.474905,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.0, 12.2)","(6.5, 7.4, 7.33986013986014)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:32.579642,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.0, 12.2)","(6.5, 7.4, 7.33986013986014)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:33.723131,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.0, 12.2)","(6.5, 7.4, 7.33986013986014)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:34.812975,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.0, 12.2)","(6.5, 7.4, 7.33986013986014)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:35.951178,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.0, 12.875)","(6.5, 7.4, 7.33986013986014)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:37.065735,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.5, 12.875)","(6.5, 7.4, 7.33986013986014)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:38.204611,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.5, 12.875)","(6.5, 7.4, 7.33986013986014)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:39.311768,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.5, 12.875)","(6.5, 7.4, 7.353846153846154)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:40.434933,"(7.0, 7.6, 7.418867924528302)","(9.0, 14.0, 12.454545454545455)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.5, 12.875)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:41.552609,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.5, 12.875)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:42.670486,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.5, 12.875)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:43.831010,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.055555555555555)","(16.0, 30.0, 29.5)","(9.0, 13.5, 12.875)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:44.968044,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.0625)","(16.0, 30.0, 29.5)","(9.0, 13.5, 12.333333333333334)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:46.158581,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.0625)","(16.0, 30.0, 29.5)","(9.0, 13.0, 12.333333333333334)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.066666666666666)"
07-01-2023 14:39:47.288756,"(7.0, 7.6, 7.418867924528302)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.0625)","(16.0, 30.0, 28.25)","(9.0, 13.0, 12.333333333333334)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 18.0, 17.833333333333332)"
07-01-2023 14:39:48.420199,"(7.0, 7.8, 7.778947368421052)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.0625)","(16.0, 30.0, 28.25)","(9.0, 13.0, 12.333333333333334)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 19.5, 17.833333333333332)"
07-01-2023 14:39:49.601732,"(6.5, 7.6, 7.569230769230769)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.0625)","(16.0, 30.0, 28.8)","(9.0, 13.0, 12.333333333333334)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 19.5, 17.833333333333332)"
07-01-2023 14:39:50.687321,"(6.5, 7.6, 7.569230769230769)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.0625)","(16.0, 30.0, 28.8)","(9.0, 13.0, 12.333333333333334)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 19.5, 17.833333333333332)"
07-01-2023 14:39:51.792329,"(6.5, 7.6, 7.569230769230769)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.0625)","(16.0, 30.0, 28.8)","(9.0, 13.0, 12.333333333333334)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 19.5, 17.833333333333332)"
07-01-2023 14:39:52.941903,"(6.5, 7.6, 7.569230769230769)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.0625)","(16.0, 30.0, 28.8)","(9.0, 13.0, 12.0)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 19.5, 17.833333333333332)"
07-01-2023 14:39:54.140407,"(6.5, 7.6, 7.569230769230769)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.0625)","(16.0, 30.0, 28.8)","(9.0, 12.5, 12.0)","(6.5, 7.4, 7.352)","(7.0, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 19.5, 17.833333333333332)"
07-01-2023 14:39:55.305869,"(6.5, 7.6, 7.569230769230769)","(9.0, 14.0, 12.454545454545455)","(3.7, 4.1, 4.069999999999999)","(16.0, 30.0, 28.8)","(9.0, 12.5, 12.0)","(6.5, 7.4, 7.352)","(7.5, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 19.5, 17.833333333333332)"
07-01-2023 14:39:56.481689,"(6.5, 7.6, 7.569230769230769)","(9.0, 14.0, 12.454545454545455)","(3.7, 4.1, 4.067857142857143)","(16.0, 30.0, 28.8)","(9.0, 12.5, 12.0)","(6.5, 7.4, 7.352)","(7.5, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 19.5, 17.833333333333332)"
07-01-2023 14:39:57.615264,"(6.5, 7.8, 7.778947368421052)","(9.0, 13.5, 13.323529411764707)","(3.7, 4.1, 4.067857142857143)","(16.0, 30.0, 28.8)","(9.0, 12.5, 12.0)","(6.5, 7.4, 7.292857142857143)","(7.5, 10.5, 10.08)","(6.5, 8.6, 8.466666666666667)","(13.0, 19.5, 17.833333333333332)"
07-01-2023 14:39:58.740273,"(6.5, 7.8, 7.780487804878049)","(9.0, 14.0, 12.363636363636363)","(3.7, 4.1, 4.067857142857143)","(16.0, 30.0, 28.0)","(9.0, 12.5, 12.0)","(6.5, 7.4, 7.2846153846153845)","(7.5, 10.5, 10.08)","(6.5, 8.6, 8.525)","(13.0, 19.5, 18.875)"
07-01-2023 14:39:59.859414,"(6.5, 7.8, 7.780487804878049)","(9.0, 14.0, 12.363636363636363)","(3.7, 4.1, 4.067857142857143)","(16.0, 30.0, 28.0)","(9.0, 12.5, 12.0)","(6.5, 7.4, 7.2846153846153845)","(7.5, 10.5, 10.08)","(6.5, 8.6, 8.525)","(13.0, 19.5, 19.083333333333332)"
07-01-2023 14:40:01.060564,"(6.5, 7.8, 7.780487804878049)","(9.0, 14.0, 12.363636363636363)","(3.7, 4.1, 4.305263157894737)","(16.0, 30.0, 28.0)","(9.0, 12.5, 12.0)","(6.5, 7.4, 7.2846153846153845)","(7.5, 10.5, 10.08)","(6.5, 8.6, 8.525)","(13.0, 19.5, 19.083333333333332)"
